GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G0900090","2012","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",862813,651410,110151,3566,32054,111,46060,19461,5116,14345,"New Haven County, Connecticut",0,6577,2347,1191,1303,148,6193,2584,1807,2364
"G0900110","2012","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",274170,226256,14932,1499,12555,42,8864,10022,1284,8738,"New London County, Connecticut",0,2304,1746,496,572,69,2110,1885,635,1768
"G0900130","2012","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",151539,136615,4158,195,6114,0,1787,2670,221,2449,"Tolland County, Connecticut",0,879,965,288,518,193,846,1148,307,1081
"G0900150","2012","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",117599,108317,2641,335,1407,0,1730,3169,421,2748,"Windham County, Connecticut",0,1562,531,362,282,193,1237,851,439,673
"G1000010","2012","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",167626,115221,40858,1316,3446,21,1803,4961,587,4374,"Kent County, Delaware",0,1565,1365,190,571,28,869,1304,590,1318
"G1000030","2012","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",546076,362012,130388,941,25166,105,14012,13452,1273,12179,"New Castle County, Delaware",0,3290,2743,495,1304,103,3443,2664,493,2620
"G1000050","2012","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",203390,162061,25704,611,2020,18,7436,5540,1165,4375,"Sussex County, Delaware",0,2752,1005,305,512,30,2828,1531,1026,1369
"G1100010","2012","DC",,,"District Of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",632323,250657,313224,2258,21858,54,28401,15871,2654,13217,"District of Columbia, District of Columbia",0,4014,2333,864,1613,90,4268,2753,1205,2357
"G1200010","2012","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",251417,174971,49637,775,13072,254,3172,9536,2351,7185,"Alachua County, Florida",0,1555,1715,322,1304,362,1213,2278,1392,1993
"G1200050","2012","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",171903,141459,18286,1010,3220,103,537,7288,480,6808,"Bay County, Florida",0,911,1408,401,755,89,402,1694,330,1653
"G1200090","2012","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",547307,456906,55223,1146,12279,2519,5658,13576,1269,12307,"Brevard County, Florida",0,2144,2449,652,1068,2493,1635,2415,741,2350
"G1200110","2012","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1815137,1141073,494269,3631,60120,1006,62768,52270,12571,39699,"Broward County, Florida",0,8903,5094,953,2160,816,7960,6059,3137,5289
"G1200150","2012","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",162449,146769,7147,513,1815,150,1214,4841,61,4780,"Charlotte County, Florida",0,1005,2022,421,481,257,906,2077,78,2079
"G1200170","2012","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",139360,130723,4544,97,2041,0,123,1832,62,1770,"Citrus County, Florida",0,493,603,92,424,211,153,622,156,608
"G1200190","2012","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",194345,159515,18890,907,6483,0,2306,6244,172,6072,"Clay County, Florida",0,1874,2098,512,1119,211,1323,2182,219,2197
"G1200210","2012","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",332427,293849,21620,873,4612,0,7663,3810,919,2891,"Collier County, Florida",0,2791,1304,361,276,211,2691,1581,678,1276
"G1200230","2012","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",67966,52491,12099,0,238,0,675,2463,349,2114,"Columbia County, Florida",0,540,1366,211,378,211,523,1251,268,1233
"G1200310","2012","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",879602,544673,252308,2467,37804,1058,9834,31458,1760,29698,"Duval County, Florida",0,3509,3607,1164,2097,479,2338,4858,986,4910
"G1200330","2012","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",302715,210267,64255,1232,9049,111,3441,14360,325,14035,"Escambia County, Florida",0,1820,2488,701,639,128,1933,2607,293,2601
"G1200350","2012","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",98359,77874,11999,0,2174,64,4058,2190,761,1429,"Flagler County, Florida",0,1270,1095,211,464,130,1658,1260,773,983
"G1200530","2012","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",173422,154847,10043,745,1970,21,1839,3957,471,3486,"Hernando County, Florida",0,1766,978,865,440,39,1391,1267,338,1203
"G1200550","2012","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",98128,84700,10230,124,1643,181,514,736,328,408,"Highlands County, Florida",0,820,690,172,177,343,486,558,468,409
"G1200570","2012","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1277746,926709,212964,4097,44088,590,52865,36433,7647,28786,"Hillsborough County, Florida",0,9211,5314,1710,2148,412,7565,4798,1912,4043
"G1200610","2012","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",140567,120669,12825,0,1807,0,3080,2186,0,2186,"Indian River County, Florida",0,2159,987,211,281,211,1980,1166,211,1166
"G1200690","2012","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",303186,254060,30197,993,4525,267,5945,7199,2383,4816,"Lake County, Florida",0,3407,1669,985,2138,431,2994,2838,2285,1838
"G1200710","2012","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",645293,546424,53174,1825,11307,10,20792,11761,3970,7791,"Lee County, Florida",0,5868,2614,815,1572,21,5572,2819,1523,2858
"G1200730","2012","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",283769,176881,87409,666,9029,0,3686,6098,750,5348,"Leon County, Florida",0,1712,1714,507,548,211,1568,1793,446,1676
"G1200810","2012","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",333895,285526,29102,1333,6246,0,6269,5419,448,4971,"Manatee County, Florida",0,2740,1480,766,724,211,2453,1766,447,1773
"G1200830","2012","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",335125,273739,41038,1834,5348,75,6453,6638,2288,4350,"Marion County, Florida",0,3000,2504,597,342,131,3230,2075,1537,1549
"G1200850","2012","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",148817,125631,9185,380,1552,36,10100,1933,133,1800,"Martin County, Florida",0,2512,1515,374,371,60,2966,925,165,929
"G1200860","2012","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2591035,1967074,487569,3196,41965,700,55071,35460,11878,23582,"Miami-Dade County, Florida",0,9793,6284,1058,2059,631,6744,4603,2189,4347
"G1200870","2012","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",74809,66900,5523,405,211,0,828,942,238,704,"Monroe County, Florida",0,903,904,520,207,211,625,612,321,528
"G1200890","2012","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",,,,,,,,,,,"Nassau County, Florida",,,,,,,,,,
"G1200910","2012","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",190083,149635,17041,726,6432,242,7225,8782,979,7803,"Okaloosa County, Florida",0,1572,1447,554,845,180,1769,2073,590,1832
"G1200950","2012","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1202234,777502,256542,1874,57438,100,72607,36171,13506,22665,"Orange County, Florida",0,11317,5190,733,3591,119,10599,5309,4033,3664
"G1200970","2012","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",287416,215200,34793,978,8402,0,18795,9248,2313,6935,"Osceola County, Florida",0,5781,3565,450,1272,211,4847,2635,1251,2304
"G1200990","2012","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1356545,1026820,238611,1908,34302,1292,24241,29371,4221,25150,"Palm Beach County, Florida",0,5742,4056,805,1372,1490,4816,3802,1145,3439
"G1201010","2012","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",470391,416823,21525,2332,11046,896,3402,14367,5210,9157,"Pasco County, Florida",0,2458,1699,676,904,666,1129,2464,1883,2091
"G1201030","2012","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",921319,766728,94889,3453,27890,512,6387,21460,3333,18127,"Pinellas County, Florida",0,2723,1888,749,1384,241,1861,2944,1251,2675
"G1201050","2012","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",616158,486415,93201,1878,10458,213,8954,15039,1520,13519,"Polk County, Florida",0,4278,3023,1038,1479,239,2719,3321,723,3269
"G1201070","2012","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",73263,54911,12918,176,357,84,3659,1158,315,843,"Putnam County, Florida",0,1050,946,173,222,143,1393,546,381,322
"G1201090","2012","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",202188,180648,10992,319,4099,0,1371,4759,237,4522,"St. Johns County, Florida",0,1470,813,329,495,211,1517,1133,309,1040
"G1201110","2012","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",283866,209876,54245,448,4714,228,7692,6663,541,6122,"St. Lucie County, Florida",0,4062,1648,466,794,354,4104,1819,554,1690
"G1201130","2012","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",158512,136554,9022,628,3101,164,1205,7838,652,7186,"Santa Rosa County, Florida",0,1213,1236,620,681,260,806,1719,696,1509
"G1201150","2012","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",386147,351285,18637,1542,5881,187,3733,4882,110,4772,"Sarasota County, Florida",0,3593,1610,789,675,234,3202,1721,119,1713
"G1201170","2012","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",430838,348662,48809,1422,18345,58,5099,8443,1254,7189,"Seminole County, Florida",0,2890,2052,679,589,102,2183,1944,729,1837
"G1201190","2012","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",101620,90603,9347,306,459,30,138,737,0,737,"Sumter County, Florida",0,255,593,319,318,57,147,515,211,515
"G1201270","2012","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",496950,413626,53464,1789,8185,363,10663,8860,1734,7126,"Volusia County, Florida",0,3855,1818,913,1338,299,3744,2190,1190,1737
"G1300130","2012","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",70169,55931,8124,70,2128,0,2113,1803,130,1673,"Barrow County, Georgia",0,1218,541,122,478,208,1166,967,201,987
"G1300150","2012","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",100661,82821,11713,224,249,0,4854,800,0,800,"Bartow County, Georgia",0,1299,816,289,293,208,1327,660,208,660
"G1300210","2012","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",156462,67624,83051,87,2700,144,1610,1246,0,1246,"Bibb County, Georgia",0,1255,917,109,351,229,1247,911,208,911
"G1300310","2012","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",72694,47929,20645,101,1088,0,1703,1228,0,1228,"Bulloch County, Georgia",0,551,1288,151,382,208,1012,804,208,804
"G1300450","2012","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",111580,86577,18484,1490,1043,0,1131,2855,0,2855,"Carroll County, Georgia",0,1033,2201,1973,175,208,1065,1617,208,1617
"G1300470","2012","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",,,,,,,,,,,"Catoosa County, Georgia",,,,,,,,,,
"G1300510","2012","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",276434,150995,110894,662,7171,212,1270,5230,729,4501,"Chatham County, Georgia",0,1145,1634,285,811,209,771,1452,384,1400
"G1300570","2012","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",221315,192878,14267,288,3463,63,6400,3956,1004,2952,"Cherokee County, Georgia",0,3046,1084,365,1214,108,2793,1377,1150,1151
"G1300590","2012","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",120266,79341,32428,366,5031,0,1415,1685,308,1377,"Clarke County, Georgia",0,1045,506,393,488,208,952,757,230,683
"G1300630","2012","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",265888,59452,174489,222,13256,0,11862,6607,742,5865,"Clayton County, Georgia",0,4343,2821,187,551,208,4463,2356,608,2187
"G1300670","2012","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",707442,448597,182264,364,33038,104,28624,14451,1978,12473,"Cobb County, Georgia",0,4709,2831,337,1663,181,4457,2248,966,2151
"G1300730","2012","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",131627,99295,22635,201,5656,0,771,3069,364,2705,"Columbia County, Georgia",0,1468,1842,174,617,208,700,924,344,917
"G1300770","2012","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",130929,100037,24862,0,2072,0,2701,1257,210,1047,"Coweta County, Georgia",0,1883,974,208,683,208,1754,700,306,673
"G1300890","2012","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",707089,245500,383076,1538,37036,0,26739,13200,1790,11410,"DeKalb County, Georgia",0,3788,2613,813,1314,208,4298,2700,1132,2610
"G1300950","2012","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",94501,27309,64105,22,904,0,1172,989,214,775,"Dougherty County, Georgia",0,1066,560,38,131,208,1045,442,204,377
"G1300970","2012","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",133971,71371,54809,0,2058,0,3036,2697,309,2388,"Douglas County, Georgia",0,1975,851,208,386,208,2132,1231,299,1088
"G1301130","2012","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",107524,77247,22745,74,4999,48,1043,1368,0,1368,"Fayette County, Georgia",0,1174,1086,129,213,108,870,698,208,698
"G1301150","2012","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",96177,71180,14227,515,924,0,7733,1598,280,1318,"Floyd County, Georgia",0,1405,644,850,373,208,1794,825,309,720
"G1301170","2012","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",187928,160017,5749,241,13717,0,5134,3070,868,2202,"Forsyth County, Georgia",0,2236,388,272,1002,208,2164,1132,679,834
"G1301210","2012","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",977773,446956,432400,3274,56022,308,14748,24065,2960,21105,"Fulton County, Georgia",0,4707,2979,1583,2196,361,4204,4720,1180,4642
"G1301270","2012","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",81022,52950,20048,223,1052,321,2678,3750,1234,2516,"Glynn County, Georgia",0,623,898,153,392,483,1364,1370,1034,1054
"G1301350","2012","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",842046,439456,207315,3767,92037,347,77808,21316,2618,18698,"Gwinnett County, Georgia",0,9638,3486,1786,2680,334,9324,5982,1302,5978
"G1301390","2012","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",185416,147866,13686,639,3374,0,17182,2669,290,2379,"Hall County, Georgia",0,5402,607,402,371,208,5559,1308,301,1278
"G1301510","2012","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",209053,112223,76872,0,6934,95,5082,7847,0,7847,"Henry County, Georgia",0,2618,4064,208,1113,173,3019,4070,208,4070
"G1301530","2012","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",146136,90372,42604,250,3520,238,5046,4106,571,3535,"Houston County, Georgia",0,1974,1082,297,506,298,2002,1226,582,1185
"G1301790","2012","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,"05000US13179","Liberty County, Georgia",65471,30168,27546,192,1258,300,3168,2839,545,2294,"Liberty County, Georgia",0,673,890,180,573,203,975,977,460,916
"G1301850","2012","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",114552,64422,42190,213,2143,0,3177,2407,546,1861,"Lowndes County, Georgia",0,1170,982,145,80,208,1242,1110,579,930
"G1302150","2012","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",198413,92326,89055,564,4368,178,3704,8218,1048,7170,"Muscogee County, Georgia",0,1878,2029,271,562,185,1574,2048,840,1980
"G1302170","2012","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",101505,54950,42374,930,1228,0,315,1708,48,1660,"Newton County, Georgia",0,1613,1579,1188,93,208,419,1110,88,1094
"G1302230","2012","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",144800,115400,25639,325,882,0,147,2407,29,2378,"Paulding County, Georgia",0,592,792,402,634,208,188,920,60,932
"G1302450","2012","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",202587,79964,110681,944,3419,0,2075,5504,882,4622,"Richmond County, Georgia",0,1243,1806,274,573,208,1009,1558,620,1472
"G1302470","2012","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",85820,40372,40428,47,1792,0,2049,1132,357,775,"Rockdale County, Georgia",0,1112,1131,81,186,208,1518,627,360,551
"G1302850","2012","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",68468,41768,22652,289,1017,0,1122,1620,108,1512,"Troup County, Georgia",0,883,801,444,351,208,911,740,219,737
"G1302950","2012","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,"05000US13295","Walker County, Georgia",68094,62782,2283,388,391,0,0,2250,38,2212,"Walker County, Georgia",0,395,700,108,462,208,208,714,69,710
"G1302970","2012","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",84575,67007,12678,190,1121,114,1755,1710,0,1710,"Walton County, Georgia",0,1406,1195,239,181,206,1438,1189,208,1189
