GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G4804530","2018","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1248743,890260,104157,11372,87182,422,109479,45871,6100,39771,"Travis County, Texas",0,11220,3957,3813,2857,234,10728,4314,2118,4143
"G4804690","2018","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",92035,80205,5534,167,1285,24,1694,3126,277,2849,"Victoria County, Texas",0,2227,611,178,159,43,1147,1900,247,1804
"G4804710","2018","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,,,,,,,,,"Walker County, Texas",,,,,,,,,,
"G4804790","2018","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",275910,265995,1606,116,1591,0,5124,1478,600,878,"Webb County, Texas",0,2103,801,146,268,228,1653,787,391,714
"G4804850","2018","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",132064,103422,14383,1287,3261,0,5592,4119,566,3553,"Wichita County, Texas",0,2357,775,667,597,228,2125,1190,499,1088
"G4804910","2018","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",566719,448811,37637,1030,39003,642,13828,25768,3284,22484,"Williamson County, Texas",0,3830,3556,622,2219,359,3064,3942,1853,3491
"G4804970","2018","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",68305,62215,1686,325,31,65,2743,1240,193,1047,"Wise County, Texas",0,1469,584,286,72,122,1337,471,303,383
"G4900050","2018","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",127068,115743,991,552,2872,541,3388,2981,267,2714,"Cache County, Utah",0,1761,425,401,849,168,1662,1057,331,1053
"G4900110","2018","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",351713,321081,5418,1583,6322,2413,3420,11476,2185,9291,"Davis County, Utah",0,1942,706,875,981,825,1545,2034,1083,1741
"G4900350","2018","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1152633,888588,23220,9747,48833,17161,121533,43551,9539,34012,"Salt Lake County, Utah",0,8273,2638,3106,2507,1441,8908,4954,3421,3713
"G4900450","2018","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",69907,61202,145,924,852,0,4039,2745,1431,1314,"Tooele County, Utah",0,1358,210,998,627,193,1925,1748,1564,887
"G4900490","2018","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",622213,566165,3569,2898,9186,6221,13557,20617,1630,18987,"Utah County, Utah",0,3733,1073,1311,1260,1233,3522,2916,782,2743
"G4900530","2018","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",171700,157786,1160,2589,1926,921,4369,2949,471,2478,"Washington County, Utah",0,2618,478,394,705,699,2493,1226,427,1165
"G4900570","2018","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",256359,229351,2960,1509,2481,1083,9073,9902,1121,8781,"Weber County, Utah",0,2991,645,661,598,436,2600,1561,718,1392
"G5000070","2018","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",164572,147841,3539,232,8030,0,888,4042,69,3973,"Chittenden County, Vermont",0,599,908,301,1025,157,593,1403,104,1382
"G5100030","2018","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",108718,89521,10359,515,5990,0,120,2213,0,2213,"Albemarle County, Virginia",0,193,975,792,470,206,134,823,206,823
"G5100130","2018","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",237521,165900,21345,1341,23125,717,13270,11823,1450,10373,"Arlington County, Virginia",0,3392,1169,788,1759,632,3475,1955,766,1879
"G5100150","2018","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,
"G5100190","2018","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,,,,,,,,,"Bedford County, Virginia",,,,,,,,,,
"G5100410","2018","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",348556,233945,82884,1369,11713,0,7842,10803,1044,9759,"Chesterfield County, Virginia",0,2691,2228,530,1013,206,2483,2581,659,2511
"G5100590","2018","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1150795,703152,111976,2220,221662,1169,49575,61041,5211,55830,"Fairfax County, Virginia",0,8125,3398,1759,4978,354,7749,6512,2172,6166
"G5100610","2018","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",70675,60157,4621,380,1236,53,599,3629,141,3488,"Fauquier County, Virginia",0,1253,694,219,327,99,500,1511,256,1567
"G5100690","2018","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",88355,79864,4033,0,1653,165,678,1962,313,1649,"Frederick County, Virginia",0,825,1176,206,528,321,635,1322,426,1262
"G5100850","2018","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",107239,92553,9340,388,2344,199,442,1973,37,1936,"Hanover County, Virginia",0,412,685,270,261,200,351,824,63,848
"G5100870","2018","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",329261,184523,94961,701,28428,0,6703,13945,747,13198,"Henrico County, Virginia",0,2311,3165,628,1144,206,2051,3257,543,3246
"G5100950","2018","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",76397,60918,11236,0,1669,63,334,2177,125,2052,"James City County, Virginia",0,699,1088,206,411,113,394,1054,209,1053
"G5101070","2018","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",406850,257087,28674,1118,77374,301,17686,24610,4171,20439,"Loudoun County, Virginia",0,3741,2220,312,2510,80,3465,5323,3362,3546
"G5101210","2018","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",98985,84925,4448,365,7318,70,723,1136,118,1018,"Montgomery County, Virginia",0,493,597,429,593,110,470,682,116,677
"G5101530","2018","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",468011,273188,97459,1695,38547,178,27440,29504,3962,25542,"Prince William County, Virginia",0,5170,2718,444,2585,174,4983,4547,1762,4384
"G5101610","2018","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",94073,81789,4465,62,2307,116,0,5334,1886,3448,"Roanoke County, Virginia",0,1111,747,78,1136,220,206,1696,1703,961
"G5101650","2018","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",81244,77185,2100,0,413,0,486,1060,0,1060,"Rockingham County, Virginia",0,497,424,206,230,206,503,478,206,478
"G5101770","2018","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",134238,96410,23160,279,3113,67,4582,6627,1589,5038,"Spotsylvania County, Virginia",0,2237,1127,274,863,112,2610,2013,1413,1356
"G5101790","2018","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",149960,97976,26907,245,5958,0,10807,8067,627,7440,"Stafford County, Virginia",0,2252,1961,136,887,206,2812,2110,418,2027
"G5101990","2018","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",67846,50229,9384,74,3184,0,748,4227,523,3704,"York County, Virginia",0,1120,1010,96,1153,206,715,1724,748,1476
"G5105100","2018","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",160530,100922,36569,0,9090,82,5175,8692,1095,7597,"Alexandria city, Virginia",0,2904,2477,206,1034,147,2160,2255,1161,2158
"G5105500","2018","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",242634,146670,72849,212,9053,128,4698,9024,313,8711,"Chesapeake city, Virginia",0,1948,2016,286,965,162,1730,2028,338,2016
"G5106500","2018","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",134313,55091,67768,317,2668,237,1958,6274,577,5697,"Hampton city, Virginia",0,1509,1653,242,778,255,1442,2043,636,1881
"G5106800","2018","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",82126,52897,23311,277,1889,0,1512,2240,201,2039,"Lynchburg city, Virginia",0,954,757,230,382,206,923,921,274,876
"G5107000","2018","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",178626,85037,75446,126,6400,381,3846,7390,877,6513,"Newport News city, Virginia",0,1674,1813,150,594,402,1736,2074,898,1820
"G5107100","2018","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",244076,113964,98688,614,9250,211,8344,13005,1562,11443,"Norfolk city, Virginia",0,1774,2512,442,619,205,1879,2859,1060,2502
"G5107400","2018","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",94632,37625,47317,1554,1429,0,2036,4671,0,4671,"Portsmouth city, Virginia",0,963,2100,1275,365,206,935,1762,206,1762
"G5107600","2018","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",228783,108092,106543,236,5502,0,1806,6604,501,6103,"Richmond city, Virginia",0,1133,1780,236,506,206,973,1915,315,1760
"G5107700","2018","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99920,61938,29378,162,3048,0,906,4488,423,4065,"Roanoke city, Virginia",0,1286,1878,211,974,206,843,2134,528,1982
"G5108000","2018","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",91185,46485,37311,174,1952,0,1196,4067,839,3228,"Suffolk city, Virginia",0,894,1456,137,508,206,675,1696,629,1539
"G5108100","2018","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",450189,296395,86768,1861,32129,143,10599,22294,1072,21222,"Virginia Beach city, Virginia",0,3503,3043,594,1544,196,2819,4132,578,4041
"G5300050","2018","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",201877,166821,3534,848,5970,199,17076,7429,654,6775,"Benton County, Washington",0,4283,1009,480,1347,267,4246,1669,416,1697
"G5300070","2018","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",77036,57505,228,462,1100,142,14189,3410,1117,2293,"Chelan County, Washington",0,2625,311,372,118,214,3003,1306,922,797
"G5300090","2018","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",76737,67645,965,3491,1516,6,189,2925,146,2779,"Clallam County, Washington",0,516,410,614,385,12,212,945,257,871
"G5300110","2018","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",481857,406807,7651,3933,20836,4700,11454,26476,2067,24409,"Clark County, Washington",0,3804,1393,1383,1410,848,3506,2507,907,2393
"G5300150","2018","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",108987,95325,714,3164,1376,278,2429,5701,672,5029,"Cowlitz County, Washington",0,1814,521,1884,497,484,1572,1203,581,1153
"G5300210","2018","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",94347,65677,2772,1747,3043,74,14170,6864,2099,4765,"Franklin County, Washington",0,5013,2279,1900,994,137,4298,2863,1344,2545
"G5300250","2018","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",97331,67489,1036,1189,1161,41,23295,3120,1321,1799,"Grant County, Washington",0,4066,445,661,220,81,4137,1345,942,977
"G5300270","2018","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",73901,65300,1120,2922,597,154,446,3362,120,3242,"Grays Harbor County, Washington",0,669,192,882,395,129,532,951,155,944
"G5300290","2018","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",84460,71787,1717,379,3551,254,1283,5489,863,4626,"Island County, Washington",0,712,657,409,1349,314,756,1601,780,1602
"G5300330","2018","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2233163,1408383,150183,14104,399090,17348,98452,145603,13992,131611,"King County, Washington",0,9193,4955,1986,6255,1550,9890,10182,3028,9079
"G5300350","2018","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",269805,215234,6585,2314,13575,2739,7083,22275,1608,20667,"Kitsap County, Washington",0,1851,1033,662,1298,414,1835,2364,803,2271
"G5300410","2018","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",79604,70849,267,355,435,186,1743,5769,770,4999,"Lewis County, Washington",0,1248,186,263,501,265,1128,1168,871,920
"G5300450","2018","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",65507,52999,815,1130,878,384,4863,4438,1221,3217,"Mason County, Washington",0,572,591,522,528,204,1130,1405,1003,862
"G5300530","2018","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",891299,652387,59853,11197,59986,13730,20405,73741,4729,69012,"Pierce County, Washington",0,4878,4032,1804,2715,1397,3870,6882,1423,6436
"G5300570","2018","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",128206,102150,972,3225,3195,115,14598,3951,551,3400,"Skagit County, Washington",0,2484,361,1717,320,118,2990,943,290,941
"G5300610","2018","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",814901,609055,26594,6849,94095,4557,23095,50656,7001,43655,"Snohomish County, Washington",0,5237,2424,1829,2725,1026,4460,5419,2682,4913
"G5300630","2018","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",514631,447999,8884,7317,11786,3143,10502,25000,2390,22610,"Spokane County, Washington",0,2521,1700,1767,1477,423,2969,3564,1102,3249
"G5300670","2018","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",286419,230886,8869,3392,17362,2640,5630,17640,738,16902,"Thurston County, Washington",0,2319,1400,919,1758,487,2074,2383,569,2235
"G5300730","2018","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",225685,188397,2215,6013,10285,324,7995,10456,743,9713,"Whatcom County, Washington",0,2801,869,1040,1373,227,2801,2122,548,2128
"G5300770","2018","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",251446,189035,3286,10696,2601,241,36258,9329,2508,6821,"Yakima County, Washington",0,5486,903,1893,665,125,4696,1778,1137,1483
"G5400030","2018","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",117123,101836,8757,0,771,0,1590,4169,74,4095,"Berkeley County, West Virginia",0,1602,1691,201,429,201,1647,1604,192,1608
"G5400110","2018","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",93224,84076,4272,330,974,24,735,2813,434,2379,"Cabell County, West Virginia",0,585,887,334,581,40,518,1001,285,976
"G5400330","2018","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",,,,,,,,,,,"Harrison County, West Virginia",,,,,,,,,,
"G5400390","2018","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",180454,159612,13481,663,2130,0,363,4205,70,4135,"Kanawha County, West Virginia",0,409,1160,393,361,201,401,1243,152,1190
"G5400610","2018","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",106420,94993,3870,188,3553,0,324,3492,104,3388,"Monongalia County, West Virginia",0,472,705,190,632,201,249,975,131,992
"G5400810","2018","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,,,,,,,,,,"Raleigh County, West Virginia",,,,,,,,,,
"G5401070","2018","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",,,,,,,,,,,"Wood County, West Virginia",,,,,,,,,,
"G5500090","2018","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",263378,227653,7080,5931,8374,259,4956,9125,744,8381,"Brown County, Wisconsin",0,2444,1270,1036,1032,249,2057,2317,553,2209
"G5500250","2018","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",542364,455648,28565,2407,31998,169,4375,19202,2165,17037,"Dane County, Wisconsin",0,2228,2220,350,2076,131,1334,3192,1076,3167
"G5500270","2018","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",87847,81092,2812,292,789,39,1754,1069,111,958,"Dodge County, Wisconsin",0,986,281,199,265,70,1022,463,147,427
"G5500350","2018","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",104534,95986,661,58,5320,0,119,2390,308,2082,"Eau Claire County, Wisconsin",0,507,373,116,688,151,206,889,365,800
"G5500390","2018","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",103066,97095,2801,442,298,0,177,2253,0,2253,"Fond du Lac County, Wisconsin",0,331,991,313,254,151,279,980,151,980
"G5500550","2018","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",85129,79602,807,37,763,0,1931,1989,705,1284,"Jefferson County, Wisconsin",0,1094,318,78,355,151,1085,943,771,506
"G5500590","2018","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",169290,144923,11929,414,3174,83,2948,5819,648,5171,"Kenosha County, Wisconsin",0,1733,1732,258,487,140,1601,1939,461,1850
"G5500630","2018","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",118230,107165,2283,457,5264,0,1045,2016,0,2016,"La Crosse County, Wisconsin",0,441,389,321,807,151,464,988,151,988
"G5500710","2018","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",79074,74237,996,430,2187,0,106,1118,143,975,"Manitowoc County, Wisconsin",0,369,193,265,425,151,141,668,237,589
