GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SBME001,SBME002,SBME003,SBME004,SBME005,SBME006,SBME007,SBME008,SBME009,SBME010,NAME_M,SBMM001,SBMM002,SBMM003,SBMM004,SBMM005,SBMM006,SBMM007,SBMM008,SBMM009,SBMM010
"G2400030","2013","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",555743,411834,88734,764,20648,442,16116,17205,1288,15917,"Anne Arundel County, Maryland",0,3808,2889,463,1307,282,4164,3585,922,3355
"G2400050","2013","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",823015,520501,222866,2671,44363,389,9317,22908,2738,20170,"Baltimore County, Maryland",0,4180,2905,752,1884,423,2809,4183,1218,4186
"G2400090","2013","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",90484,73492,12203,0,1283,0,960,2546,0,2546,"Calvert County, Maryland",0,820,723,197,555,197,885,684,197,684
"G2400130","2013","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",167564,155444,5772,237,2157,0,137,3817,46,3771,"Carroll County, Maryland",0,790,1092,156,514,197,180,945,88,939
"G2400150","2013","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",,,,,,,,,,,"Cecil County, Maryland",,,,,,,,,,
"G2400170","2013","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",152864,76012,64654,1134,4679,894,534,4957,147,4810,"Charles County, Maryland",0,1116,2050,234,702,1304,405,1509,249,1485
"G2400210","2013","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",241409,198982,20650,559,10840,68,3129,7181,952,6229,"Frederick County, Maryland",0,1811,1638,205,673,112,1558,1797,565,1543
"G2400250","2013","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",249215,200205,34176,386,6847,0,1925,5676,133,5543,"Harford County, Maryland",0,1667,1615,287,644,197,1551,1349,226,1352
"G2400270","2013","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",304580,184882,57470,793,49362,74,2964,9035,201,8834,"Howard County, Maryland",0,2186,1858,472,1409,128,1709,2161,230,2187
"G2400310","2013","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",1016677,564443,177511,2262,146136,157,82011,44157,5340,38817,"Montgomery County, Maryland",0,9293,3563,650,2305,182,9126,6469,1575,6192
"G2400330","2013","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",890081,182533,566807,3467,38575,132,79023,19544,2386,17158,"Prince George's County, Maryland",0,5533,3505,595,1260,167,5735,3226,989,3000
"G2400370","2013","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",109633,85665,16660,542,3137,84,1066,2479,590,1889,"St. Mary's County, Maryland",0,760,1138,604,567,102,781,1217,671,1013
"G2400430","2013","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",149588,125097,15798,517,2535,89,465,5087,123,4964,"Washington County, Maryland",0,880,1597,285,317,149,431,1524,158,1492
"G2400450","2013","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",100896,69497,24603,148,3348,71,1417,1812,12,1800,"Wicomico County, Maryland",0,1076,1097,201,148,121,1102,971,23,971
"G2405100","2013","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",622104,187993,391451,2668,14728,356,11773,13135,1646,11489,"Baltimore city, Maryland",0,2343,2187,1200,1220,489,3029,2581,961,2316
"G2500010","2013","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",214990,199074,5715,1397,2776,0,2577,3451,1261,2190,"Barnstable County, Massachusetts",0,1252,721,687,510,203,1057,1110,738,736
"G2500030","2013","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",129585,119285,3471,58,1695,0,1089,3987,261,3726,"Berkshire County, Massachusetts",0,967,799,87,330,203,518,1261,239,1245
"G2500050","2013","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",552780,482043,17941,650,10898,308,23199,17741,3891,13850,"Bristol County, Massachusetts",0,3311,2450,512,1226,375,3324,2231,1300,2126
"G2500090","2013","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",762550,611371,32895,390,26187,450,75290,15967,3216,12751,"Essex County, Massachusetts",0,6072,3482,291,1038,292,7172,2665,1032,2494
"G2500110","2013","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",71221,66893,706,122,1383,0,224,1893,459,1434,"Franklin County, Massachusetts",0,432,161,88,337,203,189,422,274,335
"G2500130","2013","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",467319,364391,42737,1785,8608,392,38130,11276,2645,8631,"Hampden County, Massachusetts",0,4689,2485,875,1668,359,5068,2541,1304,2476
"G2500150","2013","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",159596,141359,4810,390,8369,26,1601,3041,752,2289,"Hampshire County, Massachusetts",0,844,565,259,410,47,725,865,616,587
"G2500170","2013","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1552802,1230183,74663,2172,156500,168,37285,51831,6827,45004,"Middlesex County, Massachusetts",0,5480,3316,713,3549,134,5913,5842,1668,5505
"G2500210","2013","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",687802,558232,43179,289,66668,0,6880,12554,1438,11116,"Norfolk County, Massachusetts",0,2029,1533,251,1428,203,1911,2006,572,1859
"G2500230","2013","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",501915,429467,45037,1113,6265,0,7831,12202,1834,10368,"Plymouth County, Massachusetts",0,1828,1668,678,856,203,2166,2172,890,1996
"G2500250","2013","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",755503,414080,163615,3719,63030,0,69054,42005,5540,36465,"Suffolk County, Massachusetts",0,6385,5160,1250,1588,203,6056,4734,1722,4710
"G2500270","2013","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",809106,689242,38653,1643,35704,213,22008,21643,3905,17738,"Worcester County, Massachusetts",0,5631,2028,739,2223,229,4427,4061,2266,3245
"G2600050","2013","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",112531,106706,1314,507,659,0,587,2758,654,2104,"Allegan County, Michigan",0,640,496,445,276,168,365,923,587,716
"G2600170","2013","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",106832,101303,1424,411,661,0,393,2640,88,2552,"Bay County, Michigan",0,486,558,283,237,168,309,749,115,708
"G2600210","2013","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",155252,121325,22338,528,2878,93,3276,4814,154,4660,"Berrien County, Michigan",0,1554,1279,286,358,79,1503,1414,133,1373
"G2600250","2013","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",135012,110781,15300,622,2609,40,676,4984,547,4437,"Calhoun County, Michigan",0,1170,1349,373,319,63,612,1260,502,1117
"G2600370","2013","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",76739,71760,1682,84,1107,0,558,1548,350,1198,"Clinton County, Michigan",0,506,469,103,420,168,412,669,366,594
"G2600450","2013","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",108348,94782,7838,568,1760,89,1369,1942,123,1819,"Eaton County, Michigan",0,954,576,316,353,81,961,581,154,546
"G2600490","2013","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",415376,309801,85506,1312,3669,88,2551,12449,1093,11356,"Genesee County, Michigan",0,1545,2423,631,818,115,996,2461,946,2193
"G2600550","2013","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",89987,84981,765,1676,841,0,77,1647,381,1266,"Grand Traverse County, Michigan",0,644,566,857,196,168,109,974,528,844
"G2600650","2013","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",282234,215075,29673,1454,15089,70,4232,16641,1006,15635,"Ingham County, Michigan",0,1778,2910,576,759,88,1222,3207,633,3197
"G2600730","2013","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",70436,63140,1617,1514,1344,0,259,2562,98,2464,"Isabella County, Michigan",0,228,373,498,132,168,184,675,117,664
"G2600750","2013","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",160369,140605,14303,526,819,27,422,3667,465,3202,"Jackson County, Michigan",0,558,604,208,484,45,331,1018,285,938
"G2600770","2013","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",256725,209606,27949,442,6298,0,1721,10709,161,10548,"Kalamazoo County, Michigan",0,1655,1842,395,704,168,866,2300,205,2288
"G2600810","2013","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",621700,510124,60175,2877,15353,49,11734,21388,2096,19292,"Kent County, Michigan",0,3842,3372,1797,1167,88,3009,3831,968,3747
"G2600870","2013","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88389,84745,625,591,333,0,651,1444,83,1361,"Lapeer County, Michigan",0,654,270,385,379,168,558,503,75,475
"G2600910","2013","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",99188,91691,3438,255,280,164,1116,2244,534,1710,"Lenawee County, Michigan",0,870,961,255,212,318,610,771,352,656
"G2600930","2013","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",184443,177796,913,278,1390,534,183,3349,312,3037,"Livingston County, Michigan",0,653,339,262,672,625,132,715,300,687
"G2600990","2013","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",854769,712985,87307,1942,29293,301,2384,20557,762,19795,"Macomb County, Michigan",0,1541,2920,775,1577,479,813,3157,438,3082
"G2601030","2013","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",67700,63169,1155,698,459,40,125,2054,212,1842,"Marquette County, Michigan",0,229,306,469,172,55,129,645,187,635
"G2601110","2013","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83919,78387,1465,132,2012,95,771,1057,0,1057,"Midland County, Michigan",0,996,68,222,288,161,883,344,168,344
"G2601150","2013","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",150376,142498,3435,864,841,0,586,2152,336,1816,"Monroe County, Michigan",0,621,482,353,104,168,417,640,317,545
"G2601210","2013","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",171008,138521,22463,1576,1097,0,600,6751,723,6028,"Muskegon County, Michigan",0,1327,1188,963,289,168,362,1416,513,1322
"G2601250","2013","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1231640,940639,171688,2743,77665,85,6916,31904,2272,29632,"Oakland County, Michigan",0,2828,2807,644,1492,108,1944,3589,1380,3176
"G2601390","2013","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",272701,248005,4185,1104,8145,0,5569,5693,839,4854,"Ottawa County, Michigan",0,2121,862,649,404,168,2198,1261,616,1153
"G2601450","2013","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",196542,149061,37412,396,2217,0,3293,4163,416,3747,"Saginaw County, Michigan",0,1186,937,302,506,168,1212,1196,235,1105
"G2601470","2013","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",160469,150746,3300,430,953,0,864,4176,213,3963,"St. Clair County, Michigan",0,498,653,301,384,168,452,913,202,977
"G2601550","2013","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",,,,,,,,,,,"Shiawassee County, Michigan",,,,,,,,,,
"G2601590","2013","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75455,66762,2918,350,253,0,2386,2786,518,2268,"Van Buren County, Michigan",0,1212,462,269,284,168,1169,695,431,519
"G2601610","2013","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",354240,263185,43146,1029,28654,0,3267,14959,1341,13618,"Washtenaw County, Michigan",0,1469,1792,676,963,168,1398,2104,664,2109
"G2601630","2013","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1775273,942844,698157,6320,52382,192,36350,39028,3181,35847,"Wayne County, Michigan",0,4575,3477,1309,1870,195,4521,4186,985,4122
"G2700030","2013","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",339534,290989,17485,2200,13170,84,6092,9514,794,8720,"Anoka County, Minnesota",0,1695,1328,668,1048,124,1807,1952,599,1854
"G2700130","2013","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",65528,60476,2220,129,1248,0,126,1329,79,1250,"Blue Earth County, Minnesota",0,276,469,184,300,145,113,494,120,482
"G2700190","2013","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",95562,89307,815,102,2723,157,381,2077,226,1851,"Carver County, Minnesota",0,702,644,126,404,247,360,962,433,767
"G2700370","2013","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",408509,347766,22593,776,19616,101,7789,9868,832,9036,"Dakota County, Minnesota",0,2579,1605,640,800,169,2687,2024,686,2060
"G2700530","2013","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1198778,887477,142657,7110,80399,590,35993,44552,4169,40383,"Hennepin County, Minnesota",0,4923,3677,1296,1946,280,5287,4594,1383,4622
"G2701090","2013","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",149226,127464,8076,144,8108,0,1842,3592,313,3279,"Olmsted County, Minnesota",0,1371,772,134,854,145,1348,1106,389,1000
"G2701230","2013","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",526714,363776,58600,4875,68488,58,9559,21358,1470,19888,"Ramsey County, Minnesota",0,3216,2707,2049,1573,95,2351,3609,728,3482
"G2701310","2013","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",65049,58610,742,682,1517,0,1133,2365,89,2276,"Rice County, Minnesota",0,908,410,753,183,145,870,1000,114,985
"G2701370","2013","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",200540,186111,3336,3860,2205,19,299,4710,110,4600,"St. Louis County, Minnesota",0,380,579,727,254,36,176,1046,121,1017
"G2701390","2013","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",137232,117410,3524,1183,7805,0,3216,4094,301,3793,"Scott County, Minnesota",0,1257,847,429,937,145,1375,1360,405,1294
"G2701410","2013","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",90158,84801,2208,199,849,29,567,1505,204,1301,"Sherburne County, Minnesota",0,678,167,168,259,51,427,513,358,362
"G2701450","2013","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",152092,138374,4517,695,3087,128,2210,3081,37,3044,"Stearns County, Minnesota",0,786,1117,434,403,213,760,946,58,943
"G2701630","2013","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",246603,214911,8670,833,11949,189,2392,7659,294,7365,"Washington County, Minnesota",0,1048,1294,474,1105,314,1019,1717,325,1653
"G2701710","2013","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",128470,121377,1857,639,1802,10,1409,1376,548,828,"Wright County, Minnesota",0,958,465,209,544,25,1242,985,661,690
"G2800330","2013","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",168240,121311,41087,69,2439,0,1067,2267,745,1522,"DeSoto County, Mississippi",0,1052,766,125,286,208,853,1080,722,806
"G2800350","2013","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",77059,45947,28120,729,893,29,831,510,136,374,"Forrest County, Mississippi",0,679,905,762,208,56,677,419,142,392
"G2800470","2013","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",196500,135045,46507,584,6187,0,3625,4552,435,4117,"Harrison County, Mississippi",0,2336,1510,609,519,208,2061,1547,561,1502
"G2800490","2013","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",244899,66615,173497,208,2141,119,1038,1281,104,1177,"Hinds County, Mississippi",0,629,1111,190,91,197,691,556,203,506
"G2800590","2013","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",140450,102740,31461,521,3348,0,860,1520,50,1470,"Jackson County, Mississippi",0,937,867,408,347,208,657,836,86,828
"G2800670","2013","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2013","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",,,,,,,,,,,"Lauderdale County, Mississippi",,,,,,,,,,
"G2800810","2013","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",,,,,,,,,,,"Lee County, Mississippi",,,,,,,,,,
"G2800890","2013","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",100412,56443,38581,116,2244,0,2182,846,151,695,"Madison County, Mississippi",0,647,471,133,349,208,654,635,213,586
"G2801210","2013","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",146767,112952,28570,240,1634,0,1526,1845,28,1817,"Rankin County, Mississippi",0,931,1020,244,443,208,950,1037,54,1039
"G2900190","2013","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",170773,141884,11325,566,7182,423,546,8847,312,8535,"Boone County, Missouri",0,564,1851,460,592,494,523,1939,429,1839
"G2900210","2013","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",,,,,,,,,,,"Buchanan County, Missouri",,,,,,,,,,
"G2900310","2013","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",77320,68620,6990,0,470,0,392,848,0,848,"Cape Girardeau County, Missouri",0,472,578,184,346,184,470,424,184,424
