GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G2500050","2011","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",548922,487254,19953,548,11483,99,16532,13053,3790,9263,"Bristol County, Massachusetts",0,3515,1847,433,1159,126,3278,2316,1246,1797
"G2500090","2011","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",748930,603685,25278,1513,24654,41,77763,15996,3276,12720,"Essex County, Massachusetts",0,5166,1765,754,1038,54,5845,3848,1193,3690
"G2500110","2011","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",71599,67237,774,158,1084,33,684,1629,252,1377,"Franklin County, Massachusetts",0,452,407,186,218,55,495,401,182,382
"G2500130","2011","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",463783,362349,40151,1205,9579,9,39603,10887,3746,7141,"Hampden County, Massachusetts",0,5065,2666,954,760,19,5174,2678,1577,2281
"G2500150","2011","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",157822,141565,3659,384,7555,0,1057,3602,768,2834,"Hampshire County, Massachusetts",0,768,621,541,1051,204,593,1222,406,1187
"G2500170","2011","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1518171,1220802,71304,1936,147594,367,33488,42680,8077,34603,"Middlesex County, Massachusetts",0,5674,4427,664,2297,405,4958,5986,2210,5173
"G2500210","2011","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",675436,555801,39287,640,59410,0,7924,12374,2049,10325,"Norfolk County, Massachusetts",0,2385,1480,504,1807,204,2273,2237,975,1940
"G2500230","2011","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",497579,422822,42116,821,6135,93,17398,8194,1597,6597,"Plymouth County, Massachusetts",0,3138,2389,569,768,135,3689,1459,782,1321
"G2500250","2011","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",730932,412411,165889,1650,60323,110,53380,37169,5993,31176,"Suffolk County, Massachusetts",0,6455,4794,739,2272,133,6040,5957,2000,5492
"G2500270","2011","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",801227,683865,32836,2453,32697,106,32039,17231,3229,14002,"Worcester County, Massachusetts",0,4021,1906,895,2017,174,4432,2467,1122,2558
"G2600050","2011","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",111234,105087,1638,670,913,0,1827,1099,47,1052,"Allegan County, Michigan",0,1256,464,310,167,167,1283,542,74,545
"G2600170","2011","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",107110,100926,1489,274,584,0,1066,2771,417,2354,"Bay County, Michigan",0,675,605,224,223,167,619,834,331,770
"G2600210","2011","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",156941,122533,24036,606,2520,16,3421,3809,305,3504,"Berrien County, Michigan",0,963,872,256,437,27,981,1129,252,1039
"G2600250","2011","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",135490,113232,15287,451,2177,0,292,4051,140,3911,"Calhoun County, Michigan",0,614,1024,252,422,167,228,1311,182,1300
"G2600370","2011","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",75469,70712,1577,42,838,0,498,1802,118,1684,"Clinton County, Michigan",0,436,572,58,361,167,497,710,190,701
"G2600450","2011","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",108056,94920,7018,471,2242,0,715,2690,482,2208,"Eaton County, Michigan",0,786,518,351,213,167,410,787,448,667
"G2600490","2011","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",422080,314847,86922,2722,3819,81,1063,12626,968,11658,"Genesee County, Michigan",0,1304,1845,933,588,97,465,2502,674,2447
"G2600550","2011","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",88349,83703,1976,336,565,0,270,1499,127,1372,"Grand Traverse County, Michigan",0,314,1316,571,290,167,351,1234,129,1240
"G2600650","2011","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",281613,214853,30563,938,15574,0,5466,14219,1329,12890,"Ingham County, Michigan",0,1798,2199,473,1220,167,1363,2277,853,2293
"G2600730","2011","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",70622,62520,2069,2972,594,6,286,2175,93,2082,"Isabella County, Michigan",0,402,266,522,358,11,269,655,131,668
"G2600750","2011","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",159748,140697,12907,707,851,0,438,4148,478,3670,"Jackson County, Michigan",0,538,960,222,228,167,296,956,258,940
"G2600770","2011","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",252074,206574,28450,624,4971,169,2491,8795,869,7926,"Kalamazoo County, Michigan",0,1161,1527,349,809,165,1031,1903,440,1717
"G2600810","2011","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",608453,499658,58781,2176,13769,224,13399,20446,4401,16045,"Kent County, Michigan",0,3805,2352,671,1023,271,3476,3031,1892,2498
"G2600870","2011","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88082,84612,846,342,512,0,485,1285,195,1090,"Lapeer County, Michigan",0,548,378,203,104,167,404,403,215,348
"G2600910","2011","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",99440,90926,2543,820,503,0,1918,2730,71,2659,"Lenawee County, Michigan",0,884,620,479,425,167,1041,1207,102,1203
"G2600930","2011","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",181722,175320,1434,312,507,732,708,2709,356,2353,"Livingston County, Michigan",0,603,141,428,505,727,616,793,509,653
"G2600990","2011","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",842145,711399,76300,3154,27699,57,7804,15732,1153,14579,"Macomb County, Michigan",0,2971,1881,828,1110,96,2869,2332,549,2194
"G2601030","2011","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",67694,63350,1186,1296,462,0,64,1336,291,1045,"Marquette County, Michigan",0,278,264,557,166,167,118,696,303,691
"G2601110","2011","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",84063,78767,1048,92,2258,0,841,1057,104,953,"Midland County, Michigan",0,791,271,138,452,167,786,490,120,490
"G2601150","2011","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",151560,143019,3279,206,900,0,1611,2545,0,2545,"Monroe County, Michigan",0,1009,512,186,326,167,1037,658,167,658
"G2601210","2011","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",171302,138424,23870,553,441,0,935,7079,596,6483,"Muskegon County, Michigan",0,966,1505,408,314,167,437,1674,451,1599
"G2601250","2011","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1210145,935968,164699,2817,67716,314,6205,32426,2101,30325,"Oakland County, Michigan",0,2183,3565,1204,2244,237,1730,3817,932,3684
"G2601390","2011","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",266300,238446,6054,1013,6917,0,8497,5373,1380,3993,"Ottawa County, Michigan",0,3065,2034,488,788,167,3255,1503,717,1351
"G2601450","2011","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",199088,151671,36520,523,2097,114,2320,5843,924,4919,"Saginaw County, Michigan",0,1489,1309,302,572,196,1225,1687,503,1580
"G2601470","2011","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",161642,151043,3721,267,762,0,919,4930,982,3948,"St. Clair County, Michigan",0,769,689,184,250,167,482,1193,918,777
"G2601550","2011","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",,,,,,,,,,,"Shiawassee County, Michigan",,,,,,,,,,
"G2601590","2011","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",76131,67103,3244,790,241,0,3149,1604,335,1269,"Van Buren County, Michigan",0,1538,453,297,235,167,1463,617,400,446
"G2601610","2011","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",347962,259859,41291,932,26793,0,2960,16127,1075,15052,"Washtenaw County, Michigan",0,1475,2141,371,1632,167,1444,2690,636,2536
"G2601630","2011","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1802096,957527,722813,5607,47486,141,26912,41610,3965,37645,"Wayne County, Michigan",0,4153,3658,984,2212,146,4073,4229,1295,3754
"G2700030","2011","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",333140,287217,14276,2270,13396,0,7656,8325,149,8176,"Anoka County, Minnesota",0,1352,1271,540,853,143,1622,1764,133,1756
"G2700190","2011","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",92638,86055,1005,287,2295,0,800,2196,503,1693,"Carver County, Minnesota",0,1135,485,199,597,143,899,1008,633,873
"G2700370","2011","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",402006,342826,19602,1798,17246,35,8505,11994,1446,10548,"Dakota County, Minnesota",0,3191,1822,755,1235,63,3156,2293,862,2098
"G2700530","2011","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1168431,884002,137485,10417,71980,120,24015,40412,3927,36485,"Hennepin County, Minnesota",0,4649,3425,1614,1970,144,4276,4356,1528,4117
"G2701090","2011","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",145769,126178,7270,385,7766,0,696,3474,485,2989,"Olmsted County, Minnesota",0,788,621,395,1050,143,454,1278,404,1198
"G2701230","2011","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",514696,362299,54942,3634,62043,138,12938,18702,1122,17580,"Ramsey County, Minnesota",0,3082,2644,1415,1378,176,3318,3148,598,3169
"G2701370","2011","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",200255,185961,3186,4499,1967,47,167,4428,198,4230,"St. Louis County, Minnesota",0,390,594,641,388,86,134,916,172,869
"G2701390","2011","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",132556,116459,3760,880,6752,0,481,4224,392,3832,"Scott County, Minnesota",0,961,498,407,1222,143,488,1640,570,1548
"G2701410","2011","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",,,,,,,,,,,"Sherburne County, Minnesota",,,,,,,,,,
"G2701450","2011","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",151343,139074,3945,473,3173,0,1621,3057,80,2977,"Stearns County, Minnesota",0,925,1191,188,455,143,948,1323,86,1326
"G2701630","2011","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",241280,211053,8618,612,12113,94,3000,5790,452,5338,"Washington County, Minnesota",0,1421,902,295,956,135,1498,1329,332,1261
"G2701710","2011","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",126437,119118,1297,796,1165,0,1751,2310,67,2243,"Wright County, Minnesota",0,1072,350,542,670,143,1378,853,109,842
"G2800330","2011","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",164053,118185,36057,1150,1756,0,1730,5175,1052,4123,"DeSoto County, Mississippi",0,1537,1354,1496,514,206,1025,1723,624,1566
"G2800350","2011","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",75842,45684,27724,164,863,0,738,669,220,449,"Forrest County, Mississippi",0,773,376,197,116,206,591,615,232,510
"G2800470","2011","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",191040,134993,43670,641,5965,0,301,5470,710,4760,"Harrison County, Mississippi",0,1176,1675,523,540,206,360,1755,586,1796
"G2800490","2011","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",248184,71821,171260,55,1403,0,1370,2275,455,1820,"Hinds County, Mississippi",0,980,963,91,509,206,981,1057,552,982
"G2800590","2011","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",139901,102258,30791,485,3049,0,1355,1963,0,1963,"Jackson County, Mississippi",0,908,1007,421,297,206,906,861,206,861
"G2800670","2011","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2011","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",,,,,,,,,,,"Lauderdale County, Mississippi",,,,,,,,,,
"G2800810","2011","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",,,,,,,,,,,"Lee County, Mississippi",,,,,,,,,,
"G2800890","2011","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",96941,55084,37237,0,2152,0,1808,660,0,660,"Madison County, Mississippi",0,924,487,206,217,206,916,511,206,511
"G2801210","2011","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",143702,111069,27303,260,1882,0,959,2229,325,1904,"Rankin County, Mississippi",0,1096,1206,345,206,206,1053,1219,480,1092
"G2900190","2011","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",165627,136475,15775,299,6578,17,1862,4621,181,4440,"Boone County, Missouri",0,1194,1030,256,676,28,1289,1292,203,1271
"G2900210","2011","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",89666,79336,4462,343,508,248,1987,2782,318,2464,"Buchanan County, Missouri",0,1220,1309,298,321,346,1084,1369,319,1320
"G2900310","2011","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",76632,68132,5081,499,1130,0,363,1427,125,1302,"Cape Girardeau County, Missouri",0,322,729,152,124,184,376,696,188,719
"G2900370","2011","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",100052,93073,3677,648,519,0,447,1688,0,1688,"Cass County, Missouri",0,455,1147,294,413,184,455,1084,184,1084
"G2900430","2011","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",,,,,,,,,,,"Christian County, Missouri",,,,,,,,,,
"G2900470","2011","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",225161,196738,10926,536,5469,524,3054,7914,1256,6658,"Clay County, Missouri",0,1520,1522,398,607,249,1251,1663,923,1405
"G2900510","2011","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",76448,63130,8771,147,422,216,2177,1585,0,1585,"Cole County, Missouri",0,1510,693,180,517,303,1510,705,184,705
"G2900710","2011","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",101938,98068,1288,272,327,151,475,1357,370,987,"Franklin County, Missouri",0,669,570,158,525,261,468,690,485,499
"G2900770","2011","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",277214,253365,7464,714,4343,571,1878,8879,171,8708,"Greene County, Missouri",0,1258,1274,455,834,580,1291,1755,241,1801
"G2900950","2011","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",676360,453117,158517,2995,11334,1631,25787,22979,3364,19615,"Jackson County, Missouri",0,4057,3239,822,856,337,3954,3664,1160,3429
"G2900970","2011","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",118435,108950,2844,1681,1258,0,649,3053,311,2742,"Jasper County, Missouri",0,695,654,617,372,184,543,1102,289,1077
"G2900990","2011","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",219480,212279,1573,736,1247,139,259,3247,0,3247,"Jefferson County, Missouri",0,276,572,286,617,252,276,930,184,930
"G2901650","2011","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",90903,79434,5163,91,2423,274,1036,2482,247,2235,"Platte County, Missouri",0,889,709,128,130,102,810,777,263,729
"G2901830","2011","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",365151,329594,15734,468,8578,210,2751,7816,1555,6261,"St. Charles County, Missouri",0,2309,1818,320,993,350,1846,2362,1429,2014
"G2901870","2011","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",65578,59698,4129,280,253,0,380,838,21,817,"St. Francois County, Missouri",0,1165,1061,178,266,184,270,515,27,515
"G2901890","2011","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",998692,705518,230899,1167,34323,32,4577,22176,1147,21029,"St. Louis County, Missouri",0,2031,2915,566,1430,63,1649,3602,646,3593
"G2905100","2011","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",318069,144377,152646,481,7381,329,1977,10878,1289,9589,"St. Louis city, Missouri",0,1317,1712,321,1098,436,1118,2368,1028,2167
"G3000130","2011","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",81837,72373,561,4610,672,0,75,3546,399,3147,"Cascade County, Montana",0,1055,296,1761,519,165,145,1139,481,952
"G3000290","2011","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",,,,,,,,,,,"Flathead County, Montana",,,,,,,,,,
"G3000310","2011","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",91377,86840,347,1565,884,0,96,1645,115,1530,"Gallatin County, Montana",0,1109,298,743,589,165,159,834,170,809
"G3000630","2011","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",110138,102465,507,3545,1286,36,272,2027,0,2027,"Missoula County, Montana",0,286,433,694,373,70,256,848,165,848
"G3001110","2011","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",150069,135627,351,7485,592,511,2428,3075,25,3050,"Yellowstone County, Montana",0,1268,266,1388,476,816,1207,1068,44,1070
