GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G3701550","2016","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",133235,38442,32385,52789,958,197,6244,2220,209,2011,"Robeson County, North Carolina",0,1351,576,1091,68,303,1352,960,243,965
"G3701570","2016","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",91393,70668,15921,717,618,51,1117,2301,33,2268,"Rockingham County, North Carolina",0,825,1339,694,42,89,868,1257,59,1258
"G3701590","2016","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",139933,107453,22460,659,1104,0,5519,2738,212,2526,"Rowan County, North Carolina",0,1778,1049,251,441,203,1761,987,260,932
"G3701610","2016","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",66421,58022,5822,627,744,29,229,948,0,948,"Rutherford County, North Carolina",0,357,990,486,755,61,353,795,203,795
"G3701710","2016","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",72113,65066,2708,153,406,173,2561,1046,0,1046,"Surry County, North Carolina",0,1124,417,177,114,311,1172,679,203,679
"G3701790","2016","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",226606,187188,25691,528,5792,0,2272,5135,181,4954,"Union County, North Carolina",0,1233,1208,387,733,203,1219,1430,186,1466
"G3701830","2016","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",1046791,688226,213306,3815,69541,157,40616,31130,3082,28048,"Wake County, North Carolina",0,6466,4132,1183,2393,184,7236,4297,1249,4232
"G3701910","2016","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",124150,79743,37003,324,1539,65,1082,4394,44,4350,"Wayne County, North Carolina",0,1040,1491,234,477,124,999,1581,68,1585
"G3701930","2016","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",68740,62089,1994,10,1232,104,1906,1405,41,1364,"Wilkes County, North Carolina",0,1261,1040,20,1192,192,1262,651,82,630
"G3701950","2016","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81661,41449,32474,574,208,0,4874,2082,57,2025,"Wilson County, North Carolina",0,1428,885,743,475,203,1521,949,121,939
"G3800150","2016","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",94487,85935,2066,4142,714,140,108,1382,140,1242,"Burleigh County, North Dakota",0,489,450,936,791,233,152,871,211,831
"G3800170","2016","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",175249,153678,9281,1478,4496,0,908,5408,357,5051,"Cass County, North Dakota",0,1008,1155,642,1045,155,909,1893,443,1723
"G3800350","2016","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",71083,62439,2825,1780,1802,0,80,2157,106,2051,"Grand Forks County, North Dakota",0,311,555,721,295,155,102,1010,234,978
"G3801010","2016","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",70210,60834,1578,3000,865,0,1717,2216,0,2216,"Ward County, North Dakota",0,1249,967,1167,355,155,1387,1064,155,1064
"G3900030","2016","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",103742,85612,12198,245,917,0,1244,3526,287,3239,"Allen County, Ohio",0,926,1238,278,316,189,995,1212,309,1168
"G3900070","2016","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",98231,90797,3902,269,492,42,222,2507,0,2507,"Ashtabula County, Ohio",0,732,977,275,501,81,170,904,189,904
"G3900090","2016","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",66186,59847,2143,0,1250,0,407,2539,112,2427,"Athens County, Ohio",0,361,242,189,656,189,377,690,191,685
"G3900130","2016","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,,,,,,,,,,"Belmont County, Ohio",,,,,,,,,,
"G3900170","2016","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",377537,322458,30413,536,10086,98,3219,10727,764,9963,"Butler County, Ohio",0,1908,2209,455,1284,122,1809,2921,754,2715
"G3900230","2016","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",134786,117082,9921,289,393,53,808,6240,97,6143,"Clark County, Ohio",0,735,946,275,272,87,699,1027,155,1020
"G3900250","2016","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",203022,193577,3373,0,2833,187,391,2661,35,2626,"Clermont County, Ohio",0,410,752,189,418,216,348,800,62,802
"G3900290","2016","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",103685,97992,2766,201,0,0,1185,1541,194,1347,"Columbiana County, Ohio",0,406,609,197,189,189,431,519,175,542
"G3900350","2016","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1249352,780502,367135,2275,35357,389,21144,42550,4011,38539,"Cuyahoga County, Ohio",0,3251,4092,608,1554,148,3094,5237,1539,4865
"G3900410","2016","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",196463,173006,6944,253,11311,53,738,4158,250,3908,"Delaware County, Ohio",0,477,935,220,1233,89,492,1520,405,1404
"G3900430","2016","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",75107,64185,6933,61,620,0,779,2529,153,2376,"Erie County, Ohio",0,789,1347,113,94,189,482,1166,239,1114
"G3900450","2016","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",152597,133473,11068,407,1560,0,1309,4780,201,4579,"Fairfield County, Ohio",0,671,1097,372,723,189,1052,1565,229,1498
"G3900490","2016","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1264518,855234,280522,2170,62789,747,15363,47693,2146,45547,"Franklin County, Ohio",0,5012,4600,1060,1879,393,4100,6263,1103,6197
"G3900550","2016","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,,,,,,,,,,"Geauga County, Ohio",,,,,,,,,,
"G3900570","2016","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",164765,141014,11672,235,4902,0,1707,5235,131,5104,"Greene County, Ohio",0,1072,1010,372,736,189,941,1511,134,1518
"G3900610","2016","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",809099,542878,208972,800,21398,85,11962,23004,648,22356,"Hamilton County, Ohio",0,2841,4114,442,978,103,3144,4029,434,3897
"G3900630","2016","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75872,70208,821,7,1412,0,1358,2066,399,1667,"Hancock County, Ohio",0,846,278,19,306,189,662,650,519,407
"G3900810","2016","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",,,,,,,,,,,"Jefferson County, Ohio",,,,,,,,,,
"G3900850","2016","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",228614,208258,9011,388,3153,26,2414,5364,545,4819,"Lake County, Ohio",0,1485,818,281,498,55,1230,1654,403,1646
"G3900890","2016","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",172198,158253,6542,125,2087,0,926,4265,0,4265,"Licking County, Ohio",0,957,1053,142,339,189,973,1209,189,1209
"G3900930","2016","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",306365,260616,26803,578,2735,174,4160,11299,2356,8943,"Lorain County, Ohio",0,2252,1809,306,1268,278,1494,2456,1596,1936
"G3900950","2016","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",432488,313144,82833,816,6710,233,10626,18126,3508,14618,"Lucas County, Ohio",0,2184,2036,445,922,280,1969,2774,1516,2246
"G3900990","2016","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",230008,183773,35050,402,2048,0,1527,7208,446,6762,"Mahoning County, Ohio",0,1479,1457,225,493,189,724,2120,346,2087
"G3901010","2016","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",,,,,,,,,,,"Marion County, Ohio",,,,,,,,,,
"G3901030","2016","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",177221,168281,2542,524,1651,0,996,3227,92,3135,"Medina County, Ohio",0,809,654,533,390,189,660,656,159,664
"G3901090","2016","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",104679,98031,2410,126,1294,0,720,2098,89,2009,"Miami County, Ohio",0,582,705,142,407,189,624,792,142,791
"G3901130","2016","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",531239,388711,110639,640,11335,374,3071,16469,332,16137,"Montgomery County, Ohio",0,1367,2520,466,871,294,1266,2448,247,2416
"G3901190","2016","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",,,,,,,,,,,"Muskingum County, Ohio",,,,,,,,,,
"G3901330","2016","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",161921,147855,6943,174,2837,0,511,3601,39,3562,"Portage County, Ohio",0,436,775,256,592,189,436,1033,70,1017
"G3901390","2016","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",121107,104750,12153,253,821,85,630,2415,247,2168,"Richland County, Ohio",0,650,802,144,329,159,389,799,320,753
"G3901410","2016","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,,,,,,,,,,"Ross County, Ohio",,,,,,,,,,
"G3901450","2016","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,
"G3901510","2016","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",373612,327583,27377,218,3682,0,2474,12278,869,11409,"Stark County, Ohio",0,1450,1811,258,480,189,1311,2288,561,2141
"G3901530","2016","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",540300,427390,77916,503,17116,149,1385,15841,552,15289,"Summit County, Ohio",0,1202,2456,333,1156,154,931,2611,448,2590
"G3901550","2016","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",201825,178222,17537,364,860,0,291,4551,154,4397,"Trumbull County, Ohio",0,783,1616,320,340,189,201,1628,163,1587
"G3901570","2016","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",,,,,,,,,,,"Tuscarawas County, Ohio",,,,,,,,,,
"G3901650","2016","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",227063,200973,8661,0,12734,0,1886,2809,12,2797,"Warren County, Ohio",0,1219,929,189,784,189,1165,1127,25,1126
"G3901690","2016","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",116470,109609,1923,33,1265,0,1789,1851,50,1801,"Wayne County, Ohio",0,402,497,65,310,189,388,618,84,611
"G3901730","2016","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",130219,119109,3912,510,1938,234,1858,2658,472,2186,"Wood County, Ohio",0,919,437,270,466,334,893,897,349,817
"G4000170","2016","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",136532,110859,3031,5720,4298,0,5825,6799,609,6190,"Canadian County, Oklahoma",0,1600,904,1215,502,159,2130,1536,568,1411
"G4000270","2016","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",278655,218891,12353,11785,12864,142,3154,19466,981,18485,"Cleveland County, Oklahoma",0,1894,1279,1469,1163,174,1227,2302,443,2276
"G4000310","2016","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",122136,76393,22659,6613,2645,225,2850,10751,709,10042,"Comanche County, Oklahoma",0,1798,1332,1354,739,227,1317,1865,493,1692
"G4000370","2016","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",71312,56935,1349,8304,249,55,282,4138,0,4138,"Creek County, Oklahoma",0,358,239,819,199,94,276,906,159,906
"G4001010","2016","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",69477,40817,7297,12438,513,103,1728,6581,110,6471,"Muskogee County, Oklahoma",0,696,618,1195,62,166,747,1510,120,1525
"G4001090","2016","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",782970,539756,118634,24989,24246,1011,24272,50062,2661,47401,"Oklahoma County, Oklahoma",0,5273,3398,2979,2082,477,4810,4449,1106,4415
"G4001190","2016","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",81131,65460,3536,4184,3866,0,295,3790,134,3656,"Payne County, Oklahoma",0,585,302,973,436,159,313,1069,161,1049
"G4001250","2016","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",72290,54566,2607,10306,578,60,368,3805,522,3283,"Pottawatomie County, Oklahoma",0,383,141,767,175,101,202,856,376,814
"G4001310","2016","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",91766,68761,871,10913,1044,0,1171,9006,111,8895,"Rogers County, Oklahoma",0,520,162,1188,349,159,497,1159,129,1173
"G4001430","2016","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",642940,445786,63930,32602,21241,279,26455,52647,2707,49940,"Tulsa County, Oklahoma",0,2969,2131,2312,782,162,3129,3393,802,3382
"G4001450","2016","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",77679,58594,2716,6890,951,90,908,7530,551,6979,"Wagoner County, Oklahoma",0,700,253,1024,369,98,524,1268,477,1112
"G4100030","2016","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",89385,77080,984,459,5884,262,1185,3531,0,3531,"Benton County, Oregon",0,970,495,400,551,144,714,937,201,937
"G4100050","2016","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",408062,357854,4548,3639,16159,626,8713,16523,509,16014,"Clackamas County, Oregon",0,3501,1460,1607,2150,428,2971,2824,466,2742
"G4100170","2016","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",181307,167962,1089,806,1730,87,3582,6051,639,5412,"Deschutes County, Oregon",0,2023,492,483,537,139,1751,1043,677,949
"G4100190","2016","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",108457,100124,642,1033,1026,102,618,4912,179,4733,"Douglas County, Oregon",0,801,168,704,556,186,493,742,207,726
"G4100290","2016","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",216527,192932,1390,2298,2803,635,8039,8430,547,7883,"Jackson County, Oregon",0,3247,775,1037,720,294,3449,2061,522,1976
"G4100330","2016","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",85904,80113,1441,1593,657,22,249,1829,412,1417,"Josephine County, Oregon",0,946,1034,1107,590,51,337,998,539,841
"G4100350","2016","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",66443,57742,134,3131,702,216,1793,2725,0,2725,"Klamath County, Oregon",0,1375,159,781,311,237,1280,1001,201,1001
"G4100390","2016","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",369519,324944,3663,4162,9597,928,6858,19367,917,18450,"Lane County, Oregon",0,2572,891,1132,1519,271,2225,2315,630,2214
"G4100430","2016","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",122849,110734,595,1248,1299,74,4511,4388,128,4260,"Linn County, Oregon",0,2098,400,569,598,49,2127,881,129,876
"G4100470","2016","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",336316,265422,4806,2378,6959,2402,23368,30981,1733,29248,"Marion County, Oregon",0,5112,857,869,1012,1163,4366,5570,896,5759
"G4100510","2016","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",799766,630308,45410,5658,56252,4647,16182,41309,1837,39472,"Multnomah County, Oregon",0,4302,2475,1353,2438,1431,3336,4313,775,4134
"G4100530","2016","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",81823,73654,358,1905,1362,369,1402,2773,404,2369,"Polk County, Oregon",0,1170,188,698,576,324,980,1037,503,922
"G4100590","2016","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",76456,67399,573,1861,266,141,1998,4218,395,3823,"Umatilla County, Oregon",0,1653,353,584,356,167,1400,1096,392,905
"G4100670","2016","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",582779,439014,10846,2252,58739,2262,33702,35964,6662,29302,"Washington County, Oregon",0,5814,2257,917,2420,1181,6150,4772,2879,4300
"G4100710","2016","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",105035,91961,611,1755,1804,367,3317,5220,457,4763,"Yamhill County, Oregon",0,1979,326,1094,628,266,1759,1289,665,1074
"G4200010","2016","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",102180,94434,1057,65,426,0,3626,2572,212,2360,"Adams County, Pennsylvania",0,1017,544,72,225,174,1033,542,164,531
"G4200030","2016","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1225365,982979,154858,975,43283,443,4933,37894,2346,35548,"Allegheny County, Pennsylvania",0,2051,4214,390,1734,463,1528,4820,1524,4591
