GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G2500010","2015","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",214333,198849,5652,726,3412,0,1793,3901,89,3812,"Barnstable County, Massachusetts",0,1317,752,530,379,200,1107,1119,138,1138
"G2500030","2015","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",127828,116652,3826,309,2234,100,2065,2642,185,2457,"Berkshire County, Massachusetts",0,1066,686,236,239,120,869,923,217,851
"G2500050","2015","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",556772,475548,20828,143,12099,305,32765,15084,3488,11596,"Bristol County, Massachusetts",0,3145,2161,129,1316,398,3573,2542,1350,2092
"G2500090","2015","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",776043,620715,28941,2033,28994,85,70952,24323,4626,19697,"Essex County, Massachusetts",0,5723,2511,903,910,139,6559,4876,1811,4391
"G2500110","2015","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",70601,66070,1954,326,321,0,830,1100,214,886,"Franklin County, Massachusetts",0,479,759,257,360,200,435,677,273,546
"G2500130","2015","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",470690,382969,40091,1319,10252,75,23144,12840,2570,10270,"Hampden County, Massachusetts",0,4884,2094,583,1020,126,4605,2721,1456,2241
"G2500150","2015","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",161292,142184,4459,536,8763,0,1508,3842,418,3424,"Hampshire County, Massachusetts",0,1205,804,437,675,200,1004,1124,384,1057
"G2500170","2015","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1585139,1239864,80531,1938,177513,494,40408,44391,6594,37797,"Middlesex County, Massachusetts",0,5842,2879,749,3464,374,6552,3784,1700,3728
"G2500210","2015","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",696023,551206,46734,330,72767,33,10863,14090,1569,12521,"Norfolk County, Massachusetts",0,2963,1559,278,1702,58,2922,2390,1119,2214
"G2500230","2015","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",510393,429089,48665,162,6975,0,14513,10989,1547,9442,"Plymouth County, Massachusetts",0,3419,3242,219,901,200,3998,1805,788,1769
"G2500250","2015","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",778121,431912,174007,1384,68587,153,57107,44971,5639,39332,"Suffolk County, Massachusetts",0,5672,5979,610,1231,141,5676,5276,1461,5079
"G2500270","2015","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",818963,694255,40226,1335,38787,165,24534,19661,3734,15927,"Worcester County, Massachusetts",0,4342,2557,633,1598,213,4069,3228,1825,2609
"G2600050","2015","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",114625,107537,1449,636,485,120,1259,3139,446,2693,"Allegan County, Michigan",0,956,806,416,297,207,705,866,435,810
"G2600170","2015","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",105659,99946,1768,281,760,0,417,2487,33,2454,"Bay County, Michigan",0,504,576,237,197,167,420,560,57,553
"G2600210","2015","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",154636,121302,22875,321,3189,98,2006,4845,102,4743,"Berrien County, Michigan",0,977,1094,260,339,156,630,1413,90,1406
"G2600250","2015","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",134314,110510,14086,1172,2719,169,357,5301,773,4528,"Calhoun County, Michigan",0,681,1116,237,484,253,271,1200,618,1098
"G2600370","2015","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",77390,72677,1203,73,1202,0,140,2095,55,2040,"Clinton County, Michigan",0,402,336,90,277,167,227,633,78,594
"G2600450","2015","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",108801,93877,7291,595,2443,0,2106,2489,261,2228,"Eaton County, Michigan",0,788,703,344,205,167,749,920,202,896
"G2600490","2015","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",410849,308385,80489,854,4672,0,2083,14366,527,13839,"Genesee County, Michigan",0,942,2603,431,634,167,962,3016,442,2951
"G2600550","2015","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",91636,85988,1181,1171,756,261,404,1875,74,1801,"Grand Traverse County, Michigan",0,735,766,733,319,440,332,821,145,817
"G2600650","2015","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",286085,212669,31097,979,18294,114,5990,16942,2554,14388,"Ingham County, Michigan",0,1843,2285,363,927,139,1726,2870,1455,2464
"G2600730","2015","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",70698,62694,2124,2558,1558,0,280,1484,153,1331,"Isabella County, Michigan",0,304,161,508,321,167,169,614,167,565
"G2600750","2015","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",159494,139227,13549,488,1343,0,1071,3816,216,3600,"Jackson County, Michigan",0,666,956,310,350,167,662,1028,173,999
"G2600770","2015","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",260263,210977,28564,942,6038,0,1394,12348,520,11828,"Kalamazoo County, Michigan",0,1549,2319,470,856,167,688,2094,476,2157
"G2600810","2015","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",636369,507666,61611,2400,17945,149,21833,24765,1950,22815,"Kent County, Michigan",0,4785,2897,1452,997,140,4489,3386,767,3258
"G2600870","2015","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88373,84421,1151,234,71,81,492,1923,319,1604,"Lapeer County, Michigan",0,767,371,195,112,147,601,522,335,393
"G2600910","2015","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",98573,90671,2738,794,360,245,1425,2340,188,2152,"Lenawee County, Michigan",0,1044,906,295,224,353,909,631,189,637
"G2600930","2015","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",187316,179668,1212,462,1732,296,1077,2869,446,2423,"Livingston County, Michigan",0,784,320,377,449,444,566,737,409,625
"G2600990","2015","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",864840,709097,96470,2696,32188,175,3773,20441,1698,18743,"Macomb County, Michigan",0,2136,2466,716,1698,213,1643,3102,668,3139
"G2601030","2015","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",67215,62598,1211,586,349,13,342,2116,74,2042,"Marquette County, Michigan",0,268,209,319,228,21,288,410,82,407
"G2601110","2015","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83632,78064,1177,243,1611,277,586,1674,317,1357,"Midland County, Michigan",0,477,484,245,467,223,386,601,300,532
"G2601150","2015","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",149568,141703,3277,176,1144,45,381,2842,136,2706,"Monroe County, Michigan",0,321,604,138,226,81,240,655,155,623
"G2601210","2015","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",172790,139335,23975,1312,617,103,991,6457,896,5561,"Muskegon County, Michigan",0,924,1116,510,302,147,560,1435,704,1320
"G2601250","2015","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1242304,937743,174879,4311,84949,137,10278,30007,1886,28121,"Oakland County, Michigan",0,2922,2977,1495,1420,232,2434,3462,988,3274
"G2601390","2015","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",279955,251024,3814,965,8315,0,9165,6672,1262,5410,"Ottawa County, Michigan",0,3021,810,531,788,167,3082,1435,742,1257
"G2601450","2015","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",193307,144418,34507,506,2355,0,3269,8252,962,7290,"Saginaw County, Michigan",0,1582,2468,285,448,167,1295,2588,570,2534
"G2601470","2015","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",159875,149328,3178,209,1332,0,827,5001,471,4530,"St. Clair County, Michigan",0,956,734,130,170,167,522,1138,372,999
"G2601550","2015","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",68619,65964,250,337,328,64,593,1083,44,1039,"Shiawassee County, Michigan",0,474,210,260,171,101,489,415,76,390
"G2601590","2015","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75077,64916,2400,429,511,0,3089,3732,892,2840,"Van Buren County, Michigan",0,1210,454,226,84,167,1071,906,710,767
"G2601610","2015","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",358880,263224,44740,1703,32009,371,2815,14018,804,13214,"Washtenaw County, Michigan",0,1859,2046,966,1392,328,1160,2603,460,2493
"G2601630","2015","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1759335,941967,688219,4534,56669,419,32132,35395,4918,30477,"Wayne County, Michigan",0,4760,2634,931,2229,333,4911,3611,1711,3007
"G2700030","2015","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",344151,292650,18135,2585,14800,169,4329,11483,720,10763,"Anoka County, Minnesota",0,1910,1555,918,814,206,1658,2255,421,2182
"G2700130","2015","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",65787,60189,2220,266,1133,0,268,1711,25,1686,"Blue Earth County, Minnesota",0,220,512,79,495,143,174,708,46,712
"G2700190","2015","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",98741,91760,1737,115,2242,0,414,2473,0,2473,"Carver County, Minnesota",0,571,553,118,545,143,342,672,143,672
"G2700370","2015","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",414686,342805,21733,1346,19698,142,12988,15974,1685,14289,"Dakota County, Minnesota",0,3224,2121,768,1153,212,3231,2833,1076,2661
"G2700530","2015","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1223149,898311,158005,6709,86482,95,32097,41450,2958,38492,"Hennepin County, Minnesota",0,3934,3485,1316,2412,117,3986,3625,1216,3697
"G2701090","2015","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",151436,128394,7781,710,9544,83,1251,3673,450,3223,"Olmsted County, Minnesota",0,1125,1570,794,596,134,786,1711,433,1617
"G2701230","2015","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",538133,368423,62146,2761,74309,181,7671,22642,938,21704,"Ramsey County, Minnesota",0,3076,2338,884,2636,102,2458,3600,424,3529
"G2701310","2015","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",65400,57741,2229,439,1832,0,2029,1130,150,980,"Rice County, Minnesota",0,1032,771,355,739,143,1058,483,221,440
"G2701370","2015","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",200431,184955,2865,2634,2358,175,480,6964,101,6863,"St. Louis County, Minnesota",0,385,834,868,326,208,305,1315,91,1307
"G2701390","2015","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",141660,119510,3959,1015,9032,9,3416,4719,70,4649,"Scott County, Minnesota",0,1271,904,259,645,14,1364,1144,128,1148
"G2701410","2015","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",91705,85930,1789,493,1552,0,366,1575,0,1575,"Sherburne County, Minnesota",0,601,678,269,143,143,384,844,143,844
"G2701450","2015","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",154708,139403,6753,375,3115,19,1913,3130,295,2835,"Stearns County, Minnesota",0,1021,560,191,469,35,1107,960,260,943
"G2701630","2015","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",251597,216760,10396,1073,13691,0,1051,8626,1819,6807,"Washington County, Minnesota",0,1496,1210,590,1117,143,647,2170,1241,1601
"G2701710","2015","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",131311,123820,1130,240,1560,42,1582,2937,205,2732,"Wright County, Minnesota",0,938,780,275,973,87,874,1283,237,1246
"G2800330","2015","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",173323,120169,44477,179,2754,38,2149,3557,788,2769,"DeSoto County, Mississippi",0,1284,1162,208,293,68,1008,1279,674,1063
"G2800350","2015","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",,,,,,,,,,,"Forrest County, Mississippi",,,,,,,,,,
"G2800470","2015","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",201410,137699,47881,1309,6733,70,2614,5104,367,4737,"Harrison County, Mississippi",0,1728,1867,481,411,114,1706,1621,474,1582
"G2800490","2015","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",242891,63876,172912,210,2331,0,2675,887,81,806,"Hinds County, Mississippi",0,1112,661,248,60,207,1358,460,101,447
"G2800590","2015","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",141425,99046,30512,697,3539,0,3979,3652,444,3208,"Jackson County, Mississippi",0,1548,1061,287,516,207,2038,1712,517,1617
"G2800670","2015","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2015","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",,,,,,,,,,,"Lauderdale County, Mississippi",,,,,,,,,,
"G2800810","2015","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",,,,,,,,,,,"Lee County, Mississippi",,,,,,,,,,
"G2800890","2015","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",103465,59159,39744,202,2575,30,1293,462,87,375,"Madison County, Mississippi",0,632,199,99,90,52,596,359,136,328
"G2801210","2015","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",149039,114034,30028,90,1523,235,946,2183,196,1987,"Rankin County, Mississippi",0,715,740,113,521,359,819,903,310,854
"G2900190","2015","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",174974,141836,15701,530,7069,310,1848,7680,450,7230,"Boone County, Missouri",0,1335,1287,522,877,319,1337,1641,519,1605
"G2900210","2015","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",89100,78540,6138,517,605,26,622,2652,352,2300,"Buchanan County, Missouri",0,742,758,538,655,43,509,1080,241,1097
"G2900310","2015","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",78572,69128,6115,133,873,0,0,2323,216,2107,"Cape Girardeau County, Missouri",0,494,1324,170,453,182,182,1227,384,1118
"G2900370","2015","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",101603,93401,4334,719,991,0,332,1826,132,1694,"Cass County, Missouri",0,603,523,424,435,182,264,759,182,772
"G2900430","2015","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",83279,79273,335,360,752,0,607,1952,145,1807,"Christian County, Missouri",0,585,440,326,115,182,559,520,236,433
"G2900470","2015","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",235637,202683,13340,2035,5902,0,3574,8103,748,7355,"Clay County, Missouri",0,1602,1575,670,624,182,1294,1565,427,1517
"G2900510","2015","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",76720,64765,8668,539,1088,0,27,1633,0,1633,"Cole County, Missouri",0,365,922,454,112,182,48,696,182,696
"G2900710","2015","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",102426,97677,1189,0,432,0,1111,2017,339,1678,"Franklin County, Missouri",0,422,528,182,473,182,396,728,440,588
"G2900770","2015","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",288072,259717,10430,1367,5565,93,3386,7514,544,6970,"Greene County, Missouri",0,1306,1085,504,938,150,1240,1462,349,1515
"G2900950","2015","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",687623,459654,163341,2206,11837,1878,28278,20429,2849,17580,"Jackson County, Missouri",0,3656,2547,827,1022,352,3626,2984,1178,2686
"G2900970","2015","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",118596,108396,1554,1381,1634,108,671,4852,131,4721,"Jasper County, Missouri",0,687,976,817,144,190,561,1240,142,1232
"G2900990","2015","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",224124,215144,2909,584,2027,0,118,3342,408,2934,"Jefferson County, Missouri",0,873,713,520,365,182,113,1127,453,1006
"G2901650","2015","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",96096,83615,7106,348,2322,18,249,2438,95,2343,"Platte County, Missouri",0,553,430,473,537,35,294,907,152,927
"G2901830","2015","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",385590,345403,16002,877,9205,235,3662,10206,1035,9171,"St. Charles County, Missouri",0,1770,1562,502,993,198,1801,1858,824,1684
"G2901870","2015","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",,,,,,,,,,,"St. Francois County, Missouri",,,,,,,,,,
"G2901890","2015","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",1003362,691396,236786,1855,42835,519,5692,24279,1489,22790,"St. Louis County, Missouri",0,2591,3564,1005,1137,331,2087,4017,886,3773
"G2905100","2015","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",315685,147897,147176,507,9152,521,1898,8534,706,7828,"St. Louis city, Missouri",0,1415,1358,407,1317,869,1062,1749,745,1634
"G3000130","2015","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",82278,71830,1122,3745,777,32,1092,3680,120,3560,"Cascade County, Montana",0,588,516,822,310,71,681,1087,128,1080
