GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G2400450","2019","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",103609,67608,26744,785,3333,56,2332,2751,377,2374,"Wicomico County, Maryland",0,1456,1574,805,349,107,1563,1187,601,1097
"G2405100","2019","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",593490,179979,371243,2206,15776,243,11425,12618,1377,11241,"Baltimore city, Maryland",0,3430,2369,606,831,272,3780,2467,960,2288
"G2500010","2019","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",212990,194743,6639,1590,2294,0,2589,5135,460,4675,"Barnstable County, Massachusetts",0,1563,1527,438,839,216,1493,1678,388,1668
"G2500030","2019","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",124944,111686,3863,173,2121,0,3009,4092,547,3545,"Berkshire County, Massachusetts",0,871,1118,237,305,216,953,1087,309,1049
"G2500050","2019","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",565217,474159,28293,1814,13244,89,31747,15871,4403,11468,"Bristol County, Massachusetts",0,4365,2621,875,1091,138,4723,3280,1985,2538
"G2500090","2019","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",789034,609454,35703,1863,28130,208,92425,21251,6288,14963,"Essex County, Massachusetts",0,8857,3554,880,1540,314,9361,4117,2256,3156
"G2500110","2019","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",70180,64622,912,63,1030,0,1228,2325,170,2155,"Franklin County, Massachusetts",0,668,414,75,474,216,715,738,157,721
"G2500130","2019","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",466372,372569,41626,976,11951,267,20863,18120,2360,15760,"Hampden County, Massachusetts",0,5220,3415,541,1381,401,4585,3703,1230,3497
"G2500150","2019","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",160830,139472,3331,196,9022,332,2127,6350,650,5700,"Hampshire County, Massachusetts",0,1252,1048,203,915,463,910,1645,580,1484
"G2500170","2019","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1611699,1213313,87408,4257,199515,958,53018,53230,7023,46207,"Middlesex County, Massachusetts",0,7228,3228,915,4438,287,7863,6484,2299,5777
"G2500210","2019","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",706775,536931,51241,1540,83177,243,11483,22160,2611,19549,"Norfolk County, Massachusetts",0,3422,3154,685,2038,229,2613,4057,1433,3951
"G2500230","2019","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",521202,427519,59873,1168,8497,0,12369,11776,2597,9179,"Plymouth County, Massachusetts",0,4211,3052,533,791,216,4038,2829,1062,2657
"G2500250","2019","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",803907,443334,178818,1814,71580,616,44334,63411,5771,57640,"Suffolk County, Massachusetts",0,8803,4663,800,1812,236,6178,6886,1921,6874
"G2500270","2019","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",830622,693808,42274,2304,42327,285,23453,26171,4493,21678,"Worcester County, Massachusetts",0,5190,2861,1203,1765,204,5163,3732,1462,3369
"G2600050","2019","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",118081,110852,1825,554,372,0,664,3814,507,3307,"Allegan County, Michigan",0,1032,439,479,309,175,595,932,451,839
"G2600170","2019","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",103126,97404,1778,204,406,0,553,2781,223,2558,"Bay County, Michigan",0,538,411,219,300,175,404,464,224,410
"G2600210","2019","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",153401,121331,22252,876,2557,0,1338,5047,782,4265,"Berrien County, Michigan",0,1206,1317,386,696,175,821,1585,637,1525
"G2600250","2019","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",134159,107815,14238,812,3765,0,1374,6155,702,5453,"Calhoun County, Michigan",0,1308,1250,593,516,175,1395,1418,507,1356
"G2600370","2019","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",79595,73461,1786,114,1167,0,994,2073,302,1771,"Clinton County, Michigan",0,751,259,153,152,175,472,501,357,325
"G2600450","2019","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",110268,95546,8178,939,2591,0,135,2879,0,2879,"Eaton County, Michigan",0,1312,1171,558,679,175,175,862,175,862
"G2600490","2019","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",405813,301546,81575,2048,3919,91,1845,14789,1719,13070,"Genesee County, Michigan",0,1441,2992,809,666,129,905,3073,1025,2800
"G2600550","2019","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",93088,88601,853,531,538,177,0,2388,0,2388,"Grand Traverse County, Michigan",0,425,625,477,356,285,175,861,175,861
"G2600650","2019","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",292406,218215,36629,2002,20590,0,2198,12772,868,11904,"Ingham County, Michigan",0,1455,2593,534,875,175,873,2921,430,2950
"G2600730","2019","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",69872,61646,2098,2292,1275,0,171,2390,70,2320,"Isabella County, Michigan",0,376,389,474,245,175,193,641,94,632
"G2600750","2019","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",158510,138115,10910,488,1583,0,644,6770,186,6584,"Jackson County, Michigan",0,775,1382,270,399,175,529,1597,175,1600
"G2600770","2019","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",265066,211916,31139,521,6344,0,2396,12750,636,12114,"Kalamazoo County, Michigan",0,2567,3876,373,1276,175,1101,2980,547,2966
"G2600810","2019","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",656955,520702,60661,1631,19244,48,21116,33553,3083,30470,"Kent County, Michigan",0,5019,3774,647,1633,81,4591,4804,1432,4532
"G2600870","2019","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",87607,83183,1264,165,625,0,830,1540,17,1523,"Lapeer County, Michigan",0,746,146,161,243,175,595,520,33,512
"G2600910","2019","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",98451,92654,1889,336,361,47,367,2797,31,2766,"Lenawee County, Michigan",0,296,248,242,253,99,240,443,50,449
"G2600930","2019","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",191995,185219,888,569,2191,0,328,2800,44,2756,"Livingston County, Michigan",0,366,258,364,433,175,350,657,72,646
"G2600990","2019","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",873972,697499,102177,3137,38878,675,5450,26156,946,25210,"Macomb County, Michigan",0,2842,3317,1628,1403,261,2738,3655,388,3629
"G2601030","2019","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",66699,62116,1074,491,433,39,153,2393,82,2311,"Marquette County, Michigan",0,296,316,287,209,83,270,556,104,540
"G2601110","2019","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83156,77214,1125,413,1964,0,823,1617,0,1617,"Midland County, Michigan",0,566,542,231,331,175,506,578,175,578
"G2601150","2019","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",150500,141315,3215,618,595,0,490,4267,258,4009,"Monroe County, Michigan",0,790,620,391,320,175,454,935,369,809
"G2601210","2019","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",173566,140494,23136,1513,772,65,1392,6194,583,5611,"Muskegon County, Michigan",0,1260,1392,634,177,114,955,1583,573,1511
"G2601250","2019","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1257584,942056,170588,3368,101642,172,7179,32579,2962,29617,"Oakland County, Michigan",0,2722,3331,970,2040,207,2061,4126,1060,3945
"G2601390","2019","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",291830,260091,5010,879,8595,0,9880,7375,464,6911,"Ottawa County, Michigan",0,3586,1463,619,1008,175,3943,1662,445,1636
"G2601450","2019","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",190539,144761,35251,752,2517,0,2174,5084,707,4377,"Saginaw County, Michigan",0,1295,1228,454,512,175,1126,1562,499,1452
"G2601470","2019","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",159128,148702,4789,246,962,133,1213,3083,77,3006,"St. Clair County, Michigan",0,980,819,218,382,182,958,818,73,819
"G2601550","2019","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",,,,,,,,,,,"Shiawassee County, Michigan",,,,,,,,,,
"G2601590","2019","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75677,67466,2493,172,513,0,2376,2657,202,2455,"Van Buren County, Michigan",0,1246,462,165,296,175,1242,700,262,631
"G2601610","2019","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",367601,270532,44448,1564,33018,0,2391,15648,964,14684,"Washtenaw County, Michigan",0,1431,1824,595,1439,175,884,2686,764,2527
"G2601630","2019","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1749343,922540,674108,7182,61182,110,38571,45650,4501,41149,"Wayne County, Michigan",0,6199,4543,1562,2484,131,5654,5146,1217,4836
"G2700030","2019","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",356921,293048,25635,2103,17982,42,6295,11816,1000,10816,"Anoka County, Minnesota",0,1839,2005,780,1080,73,1634,2429,645,2174
"G2700130","2019","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",67653,61178,3281,185,1683,0,322,1004,8,996,"Blue Earth County, Minnesota",0,411,559,261,248,149,326,560,14,560
"G2700190","2019","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",105089,95967,345,258,4958,18,943,2600,283,2317,"Carver County, Minnesota",0,866,226,206,821,39,733,852,247,818
"G2700350","2019","MN",,,"Minnesota","27","Crow Wing County","035",,,,,,,,,,,,,,,,,,"05000US27035","Crow Wing County, Minnesota",65055,62182,634,668,356,0,328,887,124,763,"Crow Wing County, Minnesota",0,342,370,492,337,149,331,590,159,571
"G2700370","2019","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",429021,345069,31116,1432,22343,0,13897,15164,1469,13695,"Dakota County, Minnesota",0,3175,1837,709,1716,149,3791,2768,847,2638
"G2700530","2019","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1265843,904234,165711,8044,92825,746,38723,55560,5866,49694,"Hennepin County, Minnesota",0,5805,4689,2239,2290,262,5431,6172,2951,5257
"G2701090","2019","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",158293,132020,9797,363,10027,441,874,4771,195,4576,"Olmsted County, Minnesota",0,685,1546,268,821,565,562,1607,252,1561
"G2701230","2019","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",550321,361977,68554,2639,82800,130,9542,24679,1851,22828,"Ramsey County, Minnesota",0,2530,3391,736,1832,156,2363,3965,882,3951
"G2701310","2019","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",66972,57069,2986,842,1450,0,1850,2775,730,2045,"Rice County, Minnesota",0,1066,869,711,281,149,999,1049,875,948
"G2701370","2019","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",199070,182664,3517,4018,2065,106,992,5708,526,5182,"St. Louis County, Minnesota",0,638,604,669,558,130,699,1112,397,1108
"G2701390","2019","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",149013,123678,7320,434,7793,6,3354,6428,292,6136,"Scott County, Minnesota",0,2213,1592,238,1366,12,2229,2256,446,2188
"G2701410","2019","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",97238,88982,3087,615,833,0,1432,2289,199,2090,"Sherburne County, Minnesota",0,865,697,292,435,149,791,870,298,849
"G2701450","2019","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",161075,139161,11539,323,2837,0,1928,5287,547,4740,"Stearns County, Minnesota",0,1100,1471,310,725,149,1051,1851,561,1714
"G2701630","2019","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",262440,220422,11888,475,17099,80,2887,9589,1977,7612,"Washington County, Minnesota",0,1302,1744,301,901,130,1032,2722,1277,2106
"G2701710","2019","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",138377,128720,2281,454,1497,0,2441,2984,325,2659,"Wright County, Minnesota",0,1187,715,443,526,149,1251,981,372,871
"G2800330","2019","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",184945,119740,55988,275,3175,0,2464,3303,669,2634,"DeSoto County, Mississippi",0,1303,998,247,459,226,1349,1166,745,1073
"G2800350","2019","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",,,,,,,,,,,"Forrest County, Mississippi",,,,,,,,,,
"G2800470","2019","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",208080,139587,52737,244,4901,0,895,9716,462,9254,"Harrison County, Mississippi",0,1935,1872,276,1570,226,630,2577,553,2696
"G2800490","2019","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",231840,58183,168989,1038,1824,0,290,1516,233,1283,"Hinds County, Mississippi",0,521,1241,1045,143,226,271,729,266,666
"G2800590","2019","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",143617,103118,29785,1078,3541,0,2479,3616,65,3551,"Jackson County, Mississippi",0,1716,1448,967,603,226,1674,1341,115,1360
"G2800670","2019","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2019","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",74125,39933,32775,31,442,0,294,650,44,606,"Lauderdale County, Mississippi",0,435,341,70,241,226,390,374,77,368
"G2800810","2019","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",,,,,,,,,,,"Lee County, Mississippi",,,,,,,,,,
"G2800890","2019","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",106272,61087,40228,0,2979,0,759,1219,76,1143,"Madison County, Mississippi",0,747,1010,226,215,226,708,1067,136,1035
"G2801210","2019","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",155271,115982,33741,181,1933,0,1642,1792,0,1792,"Rankin County, Mississippi",0,1311,741,233,686,226,1301,964,226,964
"G2900190","2019","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",180463,146438,14589,592,8794,94,867,9089,206,8883,"Boone County, Missouri",0,931,2518,481,1130,138,752,3087,219,3055
"G2900210","2019","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",87364,75365,4578,673,1141,1462,810,3335,756,2579,"Buchanan County, Missouri",0,1122,873,163,487,1223,634,1269,794,934
"G2900310","2019","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",78871,68942,6205,0,1286,71,530,1837,0,1837,"Cape Girardeau County, Missouri",0,521,720,195,568,126,558,952,195,952
"G2900370","2019","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",,,,,,,,,,,"Cass County, Missouri",,,,,,,,,,
"G2900430","2019","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",,,,,,,,,,,"Christian County, Missouri",,,,,,,,,,
"G2900470","2019","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",249948,208292,14676,927,5037,814,6846,13356,643,12713,"Clay County, Missouri",0,2286,2360,533,1271,217,2234,2861,490,2947
"G2900510","2019","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",76745,63884,9562,129,1218,0,318,1634,220,1414,"Cole County, Missouri",0,378,716,134,145,195,231,804,192,768
"G2900710","2019","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",103967,99703,1035,304,73,0,660,2192,58,2134,"Franklin County, Missouri",0,552,771,296,127,195,501,810,116,799
"G2900770","2019","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",293086,261617,10275,1308,6657,348,3078,9803,490,9313,"Greene County, Missouri",0,1853,1174,856,870,435,1829,1917,426,1938
"G2900950","2019","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",703011,472083,161954,2283,13066,2485,28513,22627,1669,20958,"Jackson County, Missouri",0,4923,3129,786,1160,159,5515,3209,874,3008
"G2900970","2019","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",121328,110265,1887,1262,1743,58,997,5116,148,4968,"Jasper County, Missouri",0,873,660,464,216,96,758,942,214,912
"G2900990","2019","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",225081,216303,3276,506,2524,74,119,2279,118,2161,"Jefferson County, Missouri",0,252,1157,325,156,147,136,1182,152,1172
"G2901650","2019","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",104418,88482,8266,141,2381,548,297,4303,641,3662,"Platte County, Missouri",0,990,901,168,979,151,259,1470,527,1480
"G2901830","2019","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",402022,357573,19836,904,10968,137,2940,9664,548,9116,"St. Charles County, Missouri",0,1585,1816,448,976,107,1449,2115,521,2060
"G2901870","2019","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",,,,,,,,,,,"St. Francois County, Missouri",,,,,,,,,,
