GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G3701910","2014","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",124456,70999,40185,26,1732,0,8756,2758,718,2040,"Wayne County, North Carolina",0,1671,1507,44,349,198,2336,1264,738,974
"G3701930","2014","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,,,,,,,,,"Wilkes County, North Carolina",,,,,,,,,,
"G3701950","2014","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81401,41486,32317,54,741,8,5681,1114,367,747,"Wilson County, North Carolina",0,1230,346,106,208,19,1275,579,449,369
"G3800150","2014","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",90503,83174,442,3724,205,0,647,2311,45,2266,"Burleigh County, North Dakota",0,589,399,1021,256,147,590,974,66,981
"G3800170","2014","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",167005,149268,6456,2062,4603,0,1183,3433,121,3312,"Cass County, North Dakota",0,794,504,576,594,147,1195,1559,221,1565
"G3800350","2014","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",70138,62464,2245,1928,1640,0,316,1545,10,1535,"Grand Forks County, North Dakota",0,273,650,407,247,147,250,793,24,791
"G3801010","2014","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",69384,61191,2990,1430,1026,0,843,1904,113,1791,"Ward County, North Dakota",0,951,469,613,123,147,716,1015,158,987
"G3900030","2014","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",105040,87361,12823,282,580,0,561,3433,611,2822,"Allen County, Ohio",0,637,1231,299,481,185,404,1479,603,1248
"G3900070","2014","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",99175,92024,3482,106,148,237,805,2373,168,2205,"Ashtabula County, Ohio",0,520,722,185,159,397,489,726,164,697
"G3900130","2014","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",69461,64889,2882,71,330,0,319,970,302,668,"Belmont County, Ohio",0,238,655,117,267,185,361,522,362,372
"G3900170","2014","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",374158,320078,31702,1052,10258,95,4225,6748,461,6287,"Butler County, Ohio",0,1973,1699,738,891,120,1665,1647,629,1482
"G3900230","2014","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",136554,117809,10831,367,1042,183,1593,4729,0,4729,"Clark County, Ohio",0,1031,765,441,343,292,1010,780,185,780
"G3900250","2014","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",201560,191094,2567,322,2808,463,1498,2808,0,2808,"Clermont County, Ohio",0,1572,515,249,778,611,1479,651,185,651
"G3900290","2014","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",,,,,,,,,,,"Columbiana County, Ohio",,,,,,,,,,
"G3900350","2014","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1259828,794957,376247,4228,35863,85,16756,31692,4900,26792,"Cuyahoga County, Ohio",0,3093,2983,1491,1709,108,2716,2912,1510,2749
"G3900410","2014","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",189113,167501,6536,71,9037,696,1287,3985,109,3876,"Delaware County, Ohio",0,846,640,119,1010,732,831,1156,177,1107
"G3900430","2014","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",75828,65435,6586,0,425,0,773,2609,392,2217,"Erie County, Ohio",0,788,873,185,278,185,586,1311,550,987
"G3900450","2014","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",150381,133585,10047,122,2020,0,1276,3331,540,2791,"Fairfield County, Ohio",0,883,1125,143,271,185,954,1117,552,1220
"G3900490","2014","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1231393,847633,263041,1343,54985,167,16812,47412,3496,43916,"Franklin County, Ohio",0,3876,4529,568,2008,165,3572,5126,1758,4843
"G3900550","2014","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",94295,90952,1029,299,670,0,104,1241,225,1016,"Geauga County, Ohio",0,398,576,359,251,185,123,702,318,620
"G3900570","2014","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",163820,141689,12063,218,4977,78,509,4286,0,4286,"Greene County, Ohio",0,656,965,248,671,125,412,1167,185,1167
"G3900610","2014","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",806631,551212,208216,614,17963,86,8838,19702,1750,17952,"Hamilton County, Ohio",0,2776,2505,376,1081,142,3081,2986,1184,2662
"G3900630","2014","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75337,70180,1165,0,1557,0,658,1777,698,1079,"Hancock County, Ohio",0,772,310,185,43,185,481,652,664,314
"G3900810","2014","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",,,,,,,,,,,"Jefferson County, Ohio",,,,,,,,,,
"G3900850","2014","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",229230,212403,7896,274,3147,0,1226,4284,569,3715,"Lake County, Ohio",0,1072,1081,242,492,185,935,1395,451,1276
"G3900890","2014","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",169390,156790,5971,118,1761,0,675,4075,404,3671,"Licking County, Ohio",0,661,1177,197,225,185,517,1225,461,1165
"G3900930","2014","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",304216,259151,24293,1329,2605,0,4163,12675,955,11720,"Lorain County, Ohio",0,1532,2147,679,835,185,1408,2382,650,2212
"G3900950","2014","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",435286,315169,79811,1413,8264,130,8917,21582,6019,15563,"Lucas County, Ohio",0,2153,2485,475,649,146,2022,3342,1542,2806
"G3900990","2014","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",233204,188038,36027,156,2209,0,1876,4898,519,4379,"Mahoning County, Ohio",0,1030,1470,160,370,185,649,1568,560,1447
"G3901010","2014","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",65720,59749,3727,49,282,44,189,1680,37,1643,"Marion County, Ohio",0,309,460,79,206,89,236,509,66,500
"G3901030","2014","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",176029,167716,2661,305,2566,52,536,2193,95,2098,"Medina County, Ohio",0,751,589,331,128,88,503,867,163,864
"G3901090","2014","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",103900,97841,2322,115,1528,173,134,1787,89,1698,"Miami County, Ohio",0,321,668,193,295,268,161,680,179,623
"G3901130","2014","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",533116,391215,111580,1735,9939,52,3514,15081,889,14192,"Montgomery County, Ohio",0,1687,2116,774,1132,65,1461,2538,585,2450
"G3901190","2014","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",85818,79198,2038,279,306,0,25,3972,697,3275,"Muskingum County, Ohio",0,231,761,243,243,185,33,769,871,970
"G3901330","2014","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",161882,147943,7257,447,3157,0,446,2632,271,2361,"Portage County, Ohio",0,552,698,274,300,185,403,919,299,783
"G3901390","2014","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",121942,106525,6854,71,785,0,51,7656,279,7377,"Richland County, Ohio",0,457,1342,97,257,185,92,1545,207,1455
"G3901410","2014","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",77159,69400,4959,29,570,0,798,1403,0,1403,"Ross County, Ohio",0,436,452,56,185,185,453,460,185,460
"G3901450","2014","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",77258,73218,1700,457,932,0,106,845,0,845,"Scioto County, Ohio",0,67,663,202,690,185,122,274,185,274
"G3901510","2014","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",375736,333070,25665,360,2367,194,842,13238,202,13036,"Stark County, Ohio",0,694,1836,419,486,299,657,2056,178,2048
"G3901530","2014","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",541943,430417,78174,1334,14880,62,3341,13735,548,13187,"Summit County, Ohio",0,1357,2329,868,1204,105,1166,2720,808,2585
"G3901550","2014","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",205175,181617,18701,239,905,19,246,3448,595,2853,"Trumbull County, Ohio",0,596,1030,313,349,35,174,1117,535,1027
"G3901570","2014","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",92788,89831,1030,264,794,0,615,254,0,254,"Tuscarawas County, Ohio",0,613,603,240,603,185,613,240,185,240
"G3901650","2014","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",221659,197304,7758,180,10258,0,2468,3691,557,3134,"Warren County, Ohio",0,1536,747,183,751,185,1585,1263,650,973
"G3901690","2014","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",115537,110059,2180,102,1010,0,533,1653,87,1566,"Wayne County, Ohio",0,491,453,117,277,185,362,660,158,620
"G3901730","2014","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",129590,120285,3488,147,2055,0,579,3036,254,2782,"Wood County, Ohio",0,747,501,77,480,185,361,941,363,944
"G4000170","2014","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",129582,106256,3617,4166,4540,14,3409,7580,389,7191,"Canadian County, Oklahoma",0,1603,686,956,285,26,1742,1686,305,1655
"G4000270","2014","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",269908,212856,12822,9532,11556,228,3129,19785,1847,17938,"Cleveland County, Oklahoma",0,2428,927,1792,886,316,1363,2709,2057,2199
"G4000310","2014","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",125033,79135,21459,7040,2625,911,2795,11068,1081,9987,"Comanche County, Oklahoma",0,1463,1152,1584,775,345,1389,2169,633,2115
"G4000370","2014","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",70632,56738,1526,7977,400,61,356,3574,10,3564,"Creek County, Oklahoma",0,306,329,824,72,69,292,897,16,895
"G4001010","2014","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",69966,41823,7840,12720,756,0,1914,4913,137,4776,"Muskogee County, Oklahoma",0,882,274,1244,826,153,840,1022,197,1012
"G4001090","2014","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",766215,529779,116026,20438,26366,683,19866,53057,1844,51213,"Oklahoma County, Oklahoma",0,4335,3376,1876,1189,323,3314,4680,928,4489
"G4001190","2014","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",80264,65193,3192,4543,3407,145,383,3401,186,3215,"Payne County, Oklahoma",0,422,476,903,592,156,385,1221,197,1143
"G4001250","2014","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",71811,54404,2362,10976,168,0,711,3190,21,3169,"Pottawatomie County, Oklahoma",0,558,271,849,150,153,563,1005,42,1004
"G4001310","2014","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",89815,67311,1007,10896,985,10,1469,8137,90,8047,"Rogers County, Oklahoma",0,416,260,921,245,17,483,972,101,989
"G4001430","2014","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",629598,444555,62543,28165,16594,813,25268,51660,1448,50212,"Tulsa County, Oklahoma",0,2399,1950,2024,1075,680,2435,2857,575,2787
"G4001450","2014","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",75702,57391,2363,6140,1121,0,1006,7681,41,7640,"Wagoner County, Oklahoma",0,581,371,798,260,153,571,1004,70,999
"G4100030","2014","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",86316,75639,604,201,5682,293,743,3154,263,2891,"Benton County, Oregon",0,653,371,152,557,269,541,667,259,638
"G4100050","2014","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",394972,349834,3962,2528,16165,1030,9334,12119,650,11469,"Clackamas County, Oregon",0,2715,735,919,1605,364,2567,2047,374,2042
"G4100170","2014","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",170388,159453,656,913,2158,0,2874,4334,20,4314,"Deschutes County, Oregon",0,2356,316,769,824,197,2278,1482,34,1482
"G4100190","2014","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",106972,99388,777,1701,1211,329,805,2761,87,2674,"Douglas County, Oregon",0,797,456,644,428,284,800,621,109,630
"G4100290","2014","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",210287,193109,741,1280,2852,213,2901,9191,226,8965,"Jackson County, Oregon",0,2226,627,762,489,264,2071,1248,203,1212
"G4100330","2014","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",83599,75446,764,939,404,11,2885,3150,0,3150,"Josephine County, Oregon",0,1652,664,909,457,26,2041,743,197,743
"G4100350","2014","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",65455,58672,285,1425,560,72,590,3851,92,3759,"Klamath County, Oregon",0,727,326,499,238,67,345,841,151,770
"G4100390","2014","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",358337,317454,3458,3324,8581,514,6489,18517,680,17837,"Lane County, Oregon",0,2344,778,1219,1253,206,1943,2212,444,2161
"G4100430","2014","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",119356,110045,321,2518,1257,0,2388,2827,207,2620,"Linn County, Oregon",0,1903,291,517,431,197,2063,890,279,801
"G4100470","2014","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",326110,264841,3849,4290,6514,2386,21623,22607,6187,16420,"Marion County, Oregon",0,5669,814,1915,958,954,4835,3758,2652,2998
"G4100510","2014","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",776712,598881,39864,6960,52722,4807,30273,43205,4871,38334,"Multnomah County, Oregon",0,5690,2399,1734,2714,526,5870,4768,1586,4260
"G4100530","2014","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",77916,67502,749,923,1265,531,2002,4944,140,4804,"Polk County, Oregon",0,2289,137,405,385,453,1651,2366,194,2341
"G4100590","2014","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",76705,62292,602,2163,300,150,6876,4322,715,3607,"Umatilla County, Oregon",0,2936,261,634,408,144,3024,1258,738,900
"G4100670","2014","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",562998,434356,10474,4398,53771,1960,32052,25987,2181,23806,"Washington County, Oregon",0,6197,1768,1406,2359,955,6009,3100,1288,3097
"G4100710","2014","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",101758,93367,1424,787,1554,372,1172,3082,78,3004,"Yamhill County, Oregon",0,1213,993,473,349,320,956,1049,154,1033
"G4200010","2014","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",101714,93140,1701,62,535,0,4065,2211,364,1847,"Adams County, Pennsylvania",0,702,631,96,339,168,829,905,226,912
"G4200030","2014","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1231255,991681,160612,1578,41281,225,6599,29279,1776,27503,"Allegheny County, Pennsylvania",0,2050,3377,636,1490,142,2071,4047,732,3888
"G4200050","2014","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",,,,,,,,,,,"Armstrong County, Pennsylvania",,,,,,,,,,
"G4200070","2014","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",169392,153447,10101,198,984,0,876,3786,60,3726,"Beaver County, Pennsylvania",0,559,1107,143,216,168,474,1110,86,1116
"G4200110","2014","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",413691,338562,21712,3176,6162,47,12627,31405,3054,28351,"Berks County, Pennsylvania",0,3823,3480,1236,396,80,3096,4667,1305,4427
"G4200130","2014","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",125955,120874,1733,0,897,0,156,2295,0,2295,"Blair County, Pennsylvania",0,157,748,168,990,168,129,1021,168,1021
"G4200170","2014","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",626685,557246,25846,512,27567,0,4776,10738,1435,9303,"Bucks County, Pennsylvania",0,3116,1251,399,1638,168,2813,2172,794,2084
"G4200190","2014","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",185943,179091,2036,41,1954,203,109,2509,228,2281,"Butler County, Pennsylvania",0,228,493,77,445,217,128,641,213,624
"G4200210","2014","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",137732,129271,4735,183,660,0,324,2559,525,2034,"Cambria County, Pennsylvania",0,273,656,124,241,168,197,720,239,691
