GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G2300110","2017","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",121821,116745,727,1032,975,83,15,2244,182,2062,"Kennebec County, Maine",0,260,468,301,266,123,28,688,187,705
"G2300190","2017","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",151957,143328,1528,2179,1239,19,392,3272,175,3097,"Penobscot County, Maine",0,620,304,596,356,40,389,563,292,476
"G2300310","2017","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",204191,195412,914,945,2930,85,256,3649,0,3649,"York County, Maine",0,482,577,546,331,99,252,884,175,884
"G2400010","2017","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",71615,63197,6761,91,287,0,205,1074,70,1004,"Allegany County, Maryland",0,260,570,113,188,203,124,516,100,512
"G2400030","2017","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",573235,411980,94836,1588,21508,223,19587,23513,1718,21795,"Anne Arundel County, Maryland",0,4025,2621,1006,1484,283,4282,3493,1673,2968
"G2400050","2017","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",832468,500862,240170,2946,51908,377,11920,24285,3813,20472,"Baltimore County, Maryland",0,3841,4715,1365,1404,464,3114,4121,2691,3513
"G2400090","2017","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",91502,74567,9935,182,1605,200,213,4800,4,4796,"Calvert County, Maryland",0,318,1226,246,399,301,229,1236,10,1237
"G2400130","2017","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",167781,152856,5755,569,3045,39,2045,3472,21,3451,"Carroll County, Maryland",0,1194,808,240,547,75,1088,756,37,755
"G2400150","2017","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",102746,90591,6799,81,990,0,633,3652,0,3652,"Cecil County, Maryland",0,832,1482,151,678,203,555,1560,203,1560
"G2400170","2017","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",159700,71268,71868,814,5612,57,1011,9070,241,8829,"Charles County, Maryland",0,855,2507,295,891,98,729,2412,235,2353
"G2400210","2017","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",252022,200914,22136,777,11534,101,5835,10725,1915,8810,"Frederick County, Maryland",0,2455,1582,292,885,173,2460,2416,1053,2043
"G2400250","2017","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",252160,197996,34970,416,7828,0,4559,6391,211,6180,"Harford County, Maryland",0,1785,1801,438,771,203,1870,1578,230,1563
"G2400270","2017","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",321113,180677,59183,1338,59567,0,5520,14828,1259,13569,"Howard County, Maryland",0,2129,2402,557,1326,203,2033,3127,1036,2878
"G2400310","2017","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",1058810,544323,196882,3871,161254,378,110897,41205,7734,33471,"Montgomery County, Maryland",0,8990,4359,1258,2672,199,9961,4347,2312,3865
"G2400330","2017","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",912756,148281,574112,3114,39223,512,123795,23719,4975,18744,"Prince George's County, Maryland",0,4728,3880,1239,1485,391,5586,3427,1750,2762
"G2400370","2017","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",112667,87649,16177,0,2872,128,818,5023,0,5023,"St. Mary's County, Maryland",0,964,1587,203,674,220,678,2111,203,2111
"G2400430","2017","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",150578,123249,15218,233,2966,0,2658,6254,461,5793,"Washington County, Maryland",0,1295,1805,168,398,203,1316,1969,371,1864
"G2400450","2017","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",102923,66953,26776,35,3276,0,2959,2924,15,2909,"Wicomico County, Maryland",0,1522,1315,61,547,203,1579,1363,36,1365
"G2405100","2017","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",611648,183988,383508,2347,16415,128,10553,14709,1876,12833,"Baltimore city, Maryland",0,3259,3430,1173,760,151,3560,2886,884,2681
"G2500010","2017","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",213444,195858,5650,1432,3691,0,1771,5042,1063,3979,"Barnstable County, Massachusetts",0,1054,992,936,931,210,900,1516,578,1386
"G2500030","2017","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",126313,113035,3171,749,2194,0,3549,3615,122,3493,"Berkshire County, Massachusetts",0,2247,762,539,301,210,2263,981,134,972
"G2500050","2017","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",561483,468628,25711,0,12071,0,35811,19262,6132,13130,"Bristol County, Massachusetts",0,4036,2893,210,1081,210,3956,3277,1986,2131
"G2500090","2017","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",785205,653613,34787,1844,26451,0,43466,25044,2603,22441,"Essex County, Massachusetts",0,6256,3537,713,1213,210,5618,4451,1170,4366
"G2500110","2017","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",70702,65753,1031,42,1093,0,354,2429,472,1957,"Franklin County, Massachusetts",0,755,470,76,376,210,328,899,555,684
"G2500130","2017","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",469818,381660,43810,1232,11843,56,18169,13048,2755,10293,"Hampden County, Massachusetts",0,5398,2773,1068,1410,90,3932,2846,1453,2371
"G2500150","2017","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",161834,142039,4660,230,8620,0,1230,5055,484,4571,"Hampshire County, Massachusetts",0,788,747,199,811,210,658,1271,278,1252
"G2500170","2017","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1602947,1234426,87322,2705,193082,158,41204,44050,4536,39514,"Middlesex County, Massachusetts",0,6762,3864,1165,3382,168,6149,4866,1399,4927
"G2500210","2017","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",700322,544496,51178,1114,75549,455,10806,16724,3958,12766,"Norfolk County, Massachusetts",0,3716,2695,480,2494,621,3243,2938,1980,2409
"G2500230","2017","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",515142,426313,48454,715,6553,82,24640,8385,3238,5147,"Plymouth County, Massachusetts",0,4109,3619,517,1547,138,5825,2380,1760,1429
"G2500250","2017","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",797939,445123,183937,2133,71002,40,57017,38687,3124,35563,"Suffolk County, Massachusetts",0,7315,4851,985,1562,65,6105,5516,1168,5725
"G2500270","2017","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",826116,689821,41191,2894,40568,129,23587,27926,3584,24342,"Worcester County, Massachusetts",0,5196,2928,1289,1744,146,5157,4465,1226,4157
"G2600050","2017","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",116447,108969,1467,459,405,0,1844,3303,572,2731,"Allegan County, Michigan",0,1175,475,169,358,170,1141,886,595,657
"G2600170","2017","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",104239,98270,2368,565,467,0,449,2120,159,1961,"Bay County, Michigan",0,660,610,344,311,170,305,842,223,837
"G2600210","2017","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",154259,120923,21647,758,2882,20,2449,5580,519,5061,"Berrien County, Michigan",0,1169,1018,288,393,40,1104,1278,374,1204
"G2600250","2017","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",134128,109843,14591,555,2943,60,710,5426,242,5184,"Calhoun County, Michigan",0,574,1136,420,1048,102,444,1609,259,1561
"G2600370","2017","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",78443,73000,1461,67,1369,0,347,2199,439,1760,"Clinton County, Michigan",0,490,514,89,151,170,285,659,429,562
"G2600450","2017","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",109027,94186,8143,764,2634,0,742,2558,286,2272,"Eaton County, Michigan",0,950,645,262,291,170,428,1011,338,958
"G2600490","2017","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",407385,303689,80612,1479,4257,155,1789,15404,628,14776,"Genesee County, Michigan",0,1554,3257,833,562,270,960,3104,525,3068
"G2600550","2017","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",91807,86606,651,348,470,178,888,2666,0,2666,"Grand Traverse County, Michigan",0,791,512,346,363,295,734,631,170,631
"G2600650","2017","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",290186,217402,33776,891,19047,87,3512,15471,2155,13316,"Ingham County, Michigan",0,1658,2687,406,1043,107,1196,2832,770,2779
"G2600730","2017","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",71063,62696,1646,2384,1264,0,321,2752,48,2704,"Isabella County, Michigan",0,421,359,615,315,170,233,746,83,745
"G2600750","2017","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",158640,138817,12625,491,1444,12,464,4787,233,4554,"Jackson County, Michigan",0,474,973,296,262,21,307,1009,246,992
"G2600770","2017","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",262985,213751,28004,522,6890,303,1098,12417,679,11738,"Kalamazoo County, Michigan",0,988,1858,291,810,489,665,2083,390,2075
"G2600810","2017","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",648594,518032,61593,2346,19330,184,21557,25552,3335,22217,"Kent County, Michigan",0,3950,2767,908,1470,243,4342,3712,1475,3489
"G2600870","2017","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88174,84153,1232,521,223,0,700,1345,199,1146,"Lapeer County, Michigan",0,591,212,430,305,170,551,650,182,593
"G2600910","2017","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",98623,91890,1795,746,264,55,924,2949,496,2453,"Lenawee County, Michigan",0,844,563,392,162,85,478,904,568,649
"G2600930","2017","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",189651,183050,941,594,1908,135,290,2733,36,2697,"Livingston County, Michigan",0,324,385,345,336,230,258,632,63,612
"G2600990","2017","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",871375,702784,103697,2829,35972,527,7713,17853,1923,15930,"Macomb County, Michigan",0,2605,2364,992,1433,306,2778,2979,724,2825
"G2601030","2017","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",66502,62136,1264,466,56,60,127,2393,20,2373,"Marquette County, Michigan",0,178,379,276,73,86,123,294,30,293
"G2601110","2017","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83411,78069,1214,554,2111,0,239,1224,221,1003,"Midland County, Michigan",0,413,436,191,347,170,212,629,329,586
"G2601150","2017","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",149649,140874,3447,883,1095,14,915,2421,151,2270,"Monroe County, Michigan",0,683,446,404,284,24,610,680,283,633
"G2601210","2017","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",173693,139872,23676,794,920,16,675,7740,1137,6603,"Muskegon County, Michigan",0,1361,1114,326,202,32,446,1712,1359,1199
"G2601250","2017","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1250836,939162,170526,3694,90633,161,9846,36814,3201,33613,"Oakland County, Michigan",0,2883,3583,853,2115,138,2745,4182,1377,4011
"G2601390","2017","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",286383,258295,4083,1456,7807,0,7231,7511,1716,5795,"Ottawa County, Michigan",0,3081,923,423,1002,170,2547,2060,1372,1271
"G2601450","2017","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",191934,144047,36006,885,2103,0,2534,6359,1561,4798,"Saginaw County, Michigan",0,1399,1651,478,682,170,1140,2079,1465,1588
"G2601470","2017","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",159350,149230,3704,182,773,86,1013,4362,175,4187,"St. Clair County, Michigan",0,684,679,198,314,99,686,766,137,758
"G2601550","2017","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",68446,66067,421,167,141,9,80,1561,150,1411,"Shiawassee County, Michigan",0,276,276,140,179,18,95,388,161,370
"G2601590","2017","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75353,64859,2284,802,542,81,3704,3081,615,2466,"Van Buren County, Michigan",0,1263,433,736,211,138,1176,770,556,450
"G2601610","2017","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",367627,271554,42926,1200,33274,105,2316,16252,623,15629,"Washtenaw County, Michigan",0,1343,2245,627,1373,179,1173,2676,502,2773
"G2601630","2017","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1753616,930657,680499,5735,58440,134,32813,45338,3099,42239,"Wayne County, Michigan",0,5184,3437,1867,2802,164,4990,4889,1118,4602
"G2700030","2017","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",351373,290028,21900,1863,15876,116,8709,12881,2105,10776,"Anoka County, Minnesota",0,1741,1451,705,1114,190,1748,2103,847,1988
"G2700130","2017","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",66973,60898,2315,0,1802,13,132,1813,125,1688,"Blue Earth County, Minnesota",0,323,580,153,227,25,185,680,201,630
"G2700190","2017","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",102119,94168,1754,355,2262,0,774,2806,57,2749,"Carver County, Minnesota",0,740,508,133,645,153,754,920,94,907
"G2700370","2017","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",421751,345762,26730,1108,19966,491,11674,16020,1969,14051,"Dakota County, Minnesota",0,3227,1989,456,1160,498,3255,3061,1074,2821
"G2700530","2017","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1252024,895725,167646,10508,90495,265,43897,43488,5049,38439,"Hennepin County, Minnesota",0,5085,3146,2095,2446,254,5486,4049,1772,3593
"G2701090","2017","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",154930,130111,9570,329,8327,0,1158,5435,503,4932,"Olmsted County, Minnesota",0,986,1302,282,1096,153,507,1542,446,1562
"G2701230","2017","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",547974,362535,67086,3460,83579,123,12048,19143,1853,17290,"Ramsey County, Minnesota",0,3166,1745,1370,1217,119,2831,2596,737,2418
"G2701310","2017","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",65968,56946,3596,163,1624,82,2718,839,162,677,"Rice County, Minnesota",0,1070,312,168,234,92,1133,423,225,343
"G2701370","2017","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",200000,184470,3409,3642,2180,88,563,5648,159,5489,"St. Louis County, Minnesota",0,486,619,750,538,137,465,1126,162,1132
"G2701390","2017","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",145827,122558,6566,1261,9081,39,3211,3111,464,2647,"Scott County, Minnesota",0,1313,947,481,823,70,1327,1300,592,1256
"G2701410","2017","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",94570,87215,2490,275,1262,0,1487,1841,79,1762,"Sherburne County, Minnesota",0,1067,838,271,247,153,1070,898,125,902
"G2701450","2017","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",157822,139326,9654,335,3869,15,2124,2499,51,2448,"Stearns County, Minnesota",0,801,941,313,374,29,786,1027,75,1014
"G2701630","2017","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",256348,220308,12153,1083,15352,120,950,6382,769,5613,"Washington County, Minnesota",0,1204,1105,599,1015,176,599,1858,604,1747
"G2701710","2017","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",134286,126762,2498,571,1111,0,1023,2321,254,2067,"Wright County, Minnesota",0,1041,395,285,426,153,1072,703,380,603
"G2800330","2017","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",178751,117315,47463,121,2430,0,5760,5662,433,5229,"DeSoto County, Mississippi",0,1294,1618,152,663,217,1471,2015,327,1958
"G2800350","2017","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",75471,44295,28120,251,762,0,155,1888,229,1659,"Forrest County, Mississippi",0,481,956,375,316,217,150,952,279,959
"G2800470","2017","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",205027,138916,52095,1066,6363,195,1306,5086,631,4455,"Harrison County, Mississippi",0,1233,1768,568,776,310,894,1788,444,1771
"G2800490","2017","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",239497,59820,175531,123,2024,18,639,1342,70,1272,"Hinds County, Mississippi",0,981,1214,152,260,34,622,646,143,630
"G2800590","2017","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",142152,102064,32051,390,2685,384,2285,2293,234,2059,"Jackson County, Mississippi",0,2030,1149,497,965,619,2027,1373,293,1313
"G2800670","2017","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2017","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",,,,,,,,,,,"Lauderdale County, Mississippi",,,,,,,,,,
"G2800810","2017","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",84933,57626,25438,220,860,0,161,628,30,598,"Lee County, Mississippi",0,203,543,357,73,217,169,445,71,466
"G2800890","2017","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",104618,59067,40248,66,2354,0,2036,847,683,164,"Madison County, Mississippi",0,810,248,116,952,217,810,983,952,216
