GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFR5E001,AFR5E002,AFR5E003,NAME_M,AFR5M001,AFR5M002,AFR5M003
"G4100050","2016","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",163771,154070,9701,"Clackamas County, Oregon",402,1986,1947
"G4100170","2016","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",85935,71262,14673,"Deschutes County, Oregon",248,1966,1987
"G4100190","2016","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",49207,43818,5389,"Douglas County, Oregon",468,1380,1406
"G4100290","2016","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",93383,86745,6638,"Jackson County, Oregon",323,1916,1831
"G4100330","2016","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",38274,35439,2835,"Josephine County, Oregon",283,1093,1074
"G4100350","2016","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",32825,26359,6466,"Klamath County, Oregon",306,1213,1147
"G4100390","2016","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",159704,147712,11992,"Lane County, Oregon",682,2024,1863
"G4100430","2016","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",49394,46645,2749,"Linn County, Oregon",239,1122,1124
"G4100470","2016","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",124185,116787,7398,"Marion County, Oregon",640,1920,1799
"G4100510","2016","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",340316,320476,19840,"Multnomah County, Oregon",826,3269,3155
"G4100530","2016","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",31458,29291,2167,"Polk County, Oregon",247,891,852
"G4100590","2016","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",29890,25900,3990,"Umatilla County, Oregon",285,1064,1061
"G4100670","2016","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",225473,213820,11653,"Washington County, Oregon",433,2466,2397
"G4100710","2016","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",38225,35832,2393,"Yamhill County, Oregon",497,1053,923
"G4200010","2016","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",41612,38125,3487,"Adams County, Pennsylvania",363,1120,1082
"G4200030","2016","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",592265,528892,63373,"Allegheny County, Pennsylvania",1300,4428,4283
"G4200050","2016","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32300,26105,6195,"Armstrong County, Pennsylvania",168,1046,1028
"G4200070","2016","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",78256,68811,9445,"Beaver County, Pennsylvania",554,1590,1517
"G4200110","2016","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",164961,150402,14559,"Berks County, Pennsylvania",579,2168,2083
"G4200130","2016","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",55972,51154,4818,"Blair County, Pennsylvania",469,1222,1097
"G4200170","2016","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",247846,234126,13720,"Bucks County, Pennsylvania",773,2116,1992
"G4200190","2016","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",81566,75472,6094,"Butler County, Pennsylvania",700,1271,1186
"G4200210","2016","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",64979,56443,8536,"Cambria County, Pennsylvania",664,1390,1355
"G4200250","2016","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34360,25986,8374,"Carbon County, Pennsylvania",258,1507,1504
"G4200270","2016","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",65766,57410,8356,"Centre County, Pennsylvania",652,1622,1505
"G4200290","2016","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",197721,187188,10533,"Chester County, Pennsylvania",702,1987,1900
"G4200330","2016","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",38647,29061,9586,"Clearfield County, Pennsylvania",449,1313,1302
"G4200370","2016","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",29688,26531,3157,"Columbia County, Pennsylvania",435,784,848
"G4200390","2016","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",44244,33955,10289,"Crawford County, Pennsylvania",364,1132,1149
"G4200410","2016","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",104201,96906,7295,"Cumberland County, Pennsylvania",717,1668,1661
"G4200430","2016","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",122656,111260,11396,"Dauphin County, Pennsylvania",815,2194,1973
"G4200450","2016","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",221753,205188,16565,"Delaware County, Pennsylvania",734,2111,2089
"G4200490","2016","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",120077,109705,10372,"Erie County, Pennsylvania",639,1868,1766
"G4200510","2016","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",62771,53662,9109,"Fayette County, Pennsylvania",554,1759,1662
"G4200550","2016","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",64405,60492,3913,"Franklin County, Pennsylvania",268,1081,1102
"G4200630","2016","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",38455,34786,3669,"Indiana County, Pennsylvania",353,955,883
"G4200690","2016","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",98711,86203,12508,"Lackawanna County, Pennsylvania",716,1844,1704
"G4200710","2016","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",207807,196807,11000,"Lancaster County, Pennsylvania",589,2063,2055
"G4200730","2016","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",40618,35861,4757,"Lawrence County, Pennsylvania",321,921,950
"G4200750","2016","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",56637,51143,5494,"Lebanon County, Pennsylvania",375,1532,1430
"G4200770","2016","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",144222,139199,5023,"Lehigh County, Pennsylvania",616,1278,1150
"G4200790","2016","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",147888,124118,23770,"Luzerne County, Pennsylvania",895,2369,2254
"G4200810","2016","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",52690,45525,7165,"Lycoming County, Pennsylvania",444,1417,1366
"G4200850","2016","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",51533,45630,5903,"Mercer County, Pennsylvania",731,1336,1107
"G4200890","2016","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",80759,57284,23475,"Monroe County, Pennsylvania",361,2360,2272
"G4200910","2016","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",329329,312447,16882,"Montgomery County, Pennsylvania",850,2361,2184
"G4200950","2016","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",121647,111760,9887,"Northampton County, Pennsylvania",822,1913,1840
"G4200970","2016","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",44791,38098,6693,"Northumberland County, Pennsylvania",339,1272,1223
"G4201010","2016","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",674504,580205,94299,"Philadelphia County, Pennsylvania",1484,5087,4666
"G4201070","2016","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",68822,58149,10673,"Schuylkill County, Pennsylvania",530,1566,1570
"G4201110","2016","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",37897,29189,8708,"Somerset County, Pennsylvania",380,1127,966
"G4201250","2016","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",94536,83117,11419,"Washington County, Pennsylvania",573,1697,1507
"G4201290","2016","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",168230,148238,19992,"Westmoreland County, Pennsylvania",776,2416,2286
"G4201330","2016","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",181463,169885,11578,"York County, Pennsylvania",552,2322,2287
"G4400030","2016","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",73612,67747,5865,"Kent County, Rhode Island",228,1646,1660
"G4400050","2016","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",41997,35078,6919,"Newport County, Rhode Island",411,1398,1545
"G4400070","2016","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",263033,235728,27305,"Providence County, Rhode Island",557,3084,3084
"G4400090","2016","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",63167,50368,12799,"Washington County, Rhode Island",486,1679,1631
"G4500030","2016","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",75016,66751,8265,"Aiken County, South Carolina",415,1992,2022
"G4500070","2016","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",86749,75432,11317,"Anderson County, South Carolina",279,2178,2176
"G4500130","2016","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",96897,67932,28965,"Beaufort County, South Carolina",530,2595,2532
"G4500150","2016","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",81033,75202,5831,"Berkeley County, South Carolina",437,1439,1475
"G4500190","2016","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",184094,156836,27258,"Charleston County, South Carolina",864,3103,2848
"G4500310","2016","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",30289,25924,4365,"Darlington County, South Carolina",233,1169,1147
"G4500350","2016","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",59263,55324,3939,"Dorchester County, South Carolina",284,1276,1279
"G4500410","2016","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",59355,50193,9162,"Florence County, South Carolina",453,1743,1650
"G4500450","2016","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",207296,187957,19339,"Greenville County, South Carolina",622,2342,2271
"G4500470","2016","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",31253,27533,3720,"Greenwood County, South Carolina",368,1150,1046
"G4500510","2016","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",199567,125562,74005,"Horry County, South Carolina",594,3301,3157
"G4500570","2016","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",36069,32630,3439,"Lancaster County, South Carolina",273,1216,1198
"G4500590","2016","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",30668,24805,5863,"Laurens County, South Carolina",318,1232,1150
"G4500630","2016","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",121307,110146,11161,"Lexington County, South Carolina",632,2037,1884
"G4500730","2016","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",39424,31498,7926,"Oconee County, South Carolina",234,1248,1288
"G4500750","2016","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",42059,33449,8610,"Orangeburg County, South Carolina",261,1347,1336
"G4500770","2016","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",52866,47303,5563,"Pickens County, South Carolina",574,1354,1288
"G4500790","2016","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",171101,153376,17725,"Richland County, South Carolina",996,2566,2151
"G4500830","2016","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",126531,113463,13068,"Spartanburg County, South Carolina",527,2259,2126
"G4500850","2016","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",47275,41439,5836,"Sumter County, South Carolina",238,1441,1426
"G4500910","2016","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",104115,98128,5987,"York County, South Carolina",454,1665,1635
"G4600990","2016","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",79133,73808,5325,"Minnehaha County, South Dakota",483,1392,1342
"G4601030","2016","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",47636,42956,4680,"Pennington County, South Dakota",568,1437,1189
"G4700010","2016","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",34854,31209,3645,"Anderson County, Tennessee",295,1084,1051
"G4700090","2016","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",56929,49672,7257,"Blount County, Tennessee",400,1397,1386
"G4700110","2016","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",43362,40710,2652,"Bradley County, Tennessee",545,1251,1014
"G4700370","2016","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",306362,281967,24395,"Davidson County, Tennessee",1121,3233,2925
"G4700590","2016","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",32197,25418,6779,"Greene County, Tennessee",262,1671,1678
"G4700650","2016","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",157765,139615,18150,"Hamilton County, Tennessee",755,2674,2690
"G4700930","2016","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",201886,183889,17997,"Knox County, Tennessee",833,3184,3047
"G4701130","2016","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",42934,37322,5612,"Madison County, Tennessee",292,1304,1309
"G4701190","2016","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",36671,33667,3004,"Maury County, Tennessee",281,951,895
"G4701250","2016","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",79450,69427,10023,"Montgomery County, Tennessee",440,1755,1669
"G4701410","2016","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",33695,31343,2352,"Putnam County, Tennessee",360,1019,905
"G4701470","2016","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",26842,25302,1540,"Robertson County, Tennessee",330,725,642
"G4701490","2016","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",115464,111387,4077,"Rutherford County, Tennessee",394,1266,1204
"G4701550","2016","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",56577,36098,20479,"Sevier County, Tennessee",234,1917,1935
"G4701570","2016","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",406023,354666,51357,"Shelby County, Tennessee",800,4263,4160
"G4701630","2016","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",74538,64795,9743,"Sullivan County, Tennessee",396,1676,1608
"G4701650","2016","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",69856,65186,4670,"Sumner County, Tennessee",480,1356,1342
"G4701790","2016","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",59870,52707,7163,"Washington County, Tennessee",771,1805,1599
"G4701870","2016","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",78599,73811,4788,"Williamson County, Tennessee",79,1371,1379
"G4701890","2016","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",51494,47707,3787,"Wilson County, Tennessee",362,1288,1240
"G4800050","2016","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",36389,30210,6179,"Angelina County, Texas",455,1391,1298
"G4800210","2016","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",29962,25975,3987,"Bastrop County, Texas",373,1428,1392
"G4800270","2016","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",137662,119985,17677,"Bell County, Texas",687,2331,2322
"G4800290","2016","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",687690,628924,58766,"Bexar County, Texas",793,4705,4706
"G4800370","2016","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",39530,33031,6499,"Bowie County, Texas",633,1391,1370
"G4800390","2016","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",132660,117168,15492,"Brazoria County, Texas",815,2891,2782
"G4800410","2016","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",86770,78272,8498,"Brazos County, Texas",1009,2085,1765
"G4800610","2016","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",148665,120499,28166,"Cameron County, Texas",341,2424,2360
"G4800850","2016","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",351310,334794,16516,"Collin County, Texas",363,2415,2388
"G4800910","2016","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",54799,48604,6195,"Comal County, Texas",286,1422,1414
"G4800990","2016","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",26408,22682,3726,"Coryell County, Texas",692,1216,948
"G4801130","2016","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",1003060,924789,78271,"Dallas County, Texas",1102,5111,5108
"G4801210","2016","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",297936,281964,15972,"Denton County, Texas",1079,2810,2470
"G4801350","2016","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",57602,51012,6590,"Ector County, Texas",481,1394,1356
"G4801390","2016","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",59393,55586,3807,"Ellis County, Texas",352,1060,1007
"G4801410","2016","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",293648,267376,26272,"El Paso County, Texas",627,3238,3229
"G4801570","2016","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",242476,230121,12355,"Fort Bend County, Texas",493,3206,3190
"G4801670","2016","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",144543,120938,23605,"Galveston County, Texas",590,2296,2172
"G4801810","2016","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",54966,47135,7831,"Grayson County, Texas",325,1543,1506
"G4801830","2016","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",51836,45231,6605,"Gregg County, Texas",420,1442,1435
"G4801870","2016","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",56505,51935,4570,"Guadalupe County, Texas",225,1257,1205
"G4802010","2016","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1751942,1606399,145543,"Harris County, Texas",1278,7964,7792
"G4802030","2016","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",28190,23742,4448,"Harrison County, Texas",168,1173,1181
"G4802090","2016","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",75486,71267,4219,"Hays County, Texas",799,1408,1185
"G4802130","2016","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",40215,30403,9812,"Henderson County, Texas",248,1432,1439
"G4802150","2016","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",268803,234716,34087,"Hidalgo County, Texas",484,4137,3963
"G4802310","2016","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",37160,31377,5783,"Hunt County, Texas",377,1309,1262
"G4802450","2016","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",108551,95801,12750,"Jefferson County, Texas",1020,1773,1678
"G4802510","2016","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",60409,54048,6361,"Johnson County, Texas",283,1472,1411
"G4802570","2016","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",40082,36696,3386,"Kaufman County, Texas",278,918,922
"G4802910","2016","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",30102,26204,3898,"Liberty County, Texas",613,1365,1218
"G4803030","2016","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",124852,111975,12877,"Lubbock County, Texas",711,2185,2039
"G4803090","2016","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",100051,87163,12888,"McLennan County, Texas",707,2069,1938
"G4803290","2016","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",60500,56178,4322,"Midland County, Texas",312,1332,1271
"G4803390","2016","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",209429,193637,15792,"Montgomery County, Texas",271,2985,2969
"G4803470","2016","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",28081,23080,5001,"Nacogdoches County, Texas",575,1302,1127
"G4803550","2016","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",148931,129254,19677,"Nueces County, Texas",597,3069,2912
"G4803610","2016","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",36747,32538,4209,"Orange County, Texas",168,1154,1139
"G4803670","2016","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",48725,44098,4627,"Parker County, Texas",326,1111,1069
"G4803750","2016","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",49789,42179,7610,"Potter County, Texas",452,1475,1424
"G4803810","2016","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",54306,49728,4578,"Randall County, Texas",405,1182,1152
