GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJKWE001,AJKWE002,AJKWE003,NAME_M,AJKWM001,AJKWM002,AJKWM003
"G4001010","2018","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30967,26566,4401,"Muskogee County, Oklahoma",461,768,609
"G4001090","2018","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",341548,302645,38903,"Oklahoma County, Oklahoma",899,2997,2843
"G4001190","2018","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",36824,30734,6090,"Payne County, Oklahoma",501,1244,1153
"G4001250","2018","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29998,26714,3284,"Pottawatomie County, Oklahoma",356,648,545
"G4001310","2018","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",38545,35254,3291,"Rogers County, Oklahoma",313,773,619
"G4001430","2018","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",284556,250492,34064,"Tulsa County, Oklahoma",568,1605,1567
"G4001450","2018","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",32881,30186,2695,"Wagoner County, Oklahoma",80,459,464
"G4100030","2018","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",38442,35520,2922,"Benton County, Oregon",405,1096,1042
"G4100050","2018","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",169238,158749,10489,"Clackamas County, Oregon",303,1775,1799
"G4100170","2018","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",91040,79950,11090,"Deschutes County, Oregon",291,2076,2097
"G4100190","2018","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",50564,45647,4917,"Douglas County, Oregon",457,1374,1356
"G4100290","2018","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",96251,89787,6464,"Jackson County, Oregon",348,1615,1653
"G4100330","2018","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",39354,37059,2295,"Josephine County, Oregon",266,980,936
"G4100350","2018","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",33682,26798,6884,"Klamath County, Oregon",290,1202,1216
"G4100390","2018","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",163490,156072,7418,"Lane County, Oregon",699,1587,1307
"G4100430","2018","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",50891,48464,2427,"Linn County, Oregon",262,952,919
"G4100470","2018","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",127325,119511,7814,"Marion County, Oregon",759,1759,1635
"G4100510","2018","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",353878,330223,23655,"Multnomah County, Oregon",855,3141,2996
"G4100530","2018","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",32511,31218,1293,"Polk County, Oregon",274,856,825
"G4100590","2018","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",30681,26048,4633,"Umatilla County, Oregon",333,1304,1305
"G4100670","2018","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",232449,225955,6494,"Washington County, Oregon",515,2051,1867
"G4100710","2018","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",39394,37235,2159,"Yamhill County, Oregon",374,860,755
"G4200010","2018","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",42572,39570,3002,"Adams County, Pennsylvania",369,857,765
"G4200030","2018","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",602410,543369,59041,"Allegheny County, Pennsylvania",1284,4280,4136
"G4200050","2018","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32785,27332,5453,"Armstrong County, Pennsylvania",207,742,749
"G4200070","2018","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",79662,73059,6603,"Beaver County, Pennsylvania",416,1422,1293
"G4200110","2018","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",167383,157006,10377,"Berks County, Pennsylvania",830,1788,1709
"G4200130","2018","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",56957,51096,5861,"Blair County, Pennsylvania",443,1366,1292
"G4200170","2018","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",251507,239962,11545,"Bucks County, Pennsylvania",680,2009,1922
"G4200190","2018","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",84242,77764,6478,"Butler County, Pennsylvania",621,1516,1371
"G4200210","2018","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",66035,56483,9552,"Cambria County, Pennsylvania",781,1494,1372
"G4200250","2018","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34820,25177,9643,"Carbon County, Pennsylvania",262,1435,1463
"G4200270","2018","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",67155,58514,8641,"Centre County, Pennsylvania",835,1797,1638
"G4200290","2018","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",201344,192746,8598,"Chester County, Pennsylvania",842,1895,1719
"G4200330","2018","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",39267,31992,7275,"Clearfield County, Pennsylvania",504,1190,1150
"G4200370","2018","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",30320,26655,3665,"Columbia County, Pennsylvania",405,931,886
"G4200390","2018","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",44946,34386,10560,"Crawford County, Pennsylvania",308,1219,1206
"G4200410","2018","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",106887,102243,4644,"Cumberland County, Pennsylvania",540,1505,1292
"G4200430","2018","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",124803,112559,12244,"Dauphin County, Pennsylvania",843,2336,2061
"G4200450","2018","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",224876,207499,17377,"Delaware County, Pennsylvania",790,2560,2379
"G4200490","2018","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",121615,109797,11818,"Erie County, Pennsylvania",851,2244,2105
"G4200510","2018","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",63950,56085,7865,"Fayette County, Pennsylvania",596,1508,1348
"G4200550","2018","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",65799,59834,5965,"Franklin County, Pennsylvania",296,1413,1387
"G4200630","2018","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",39008,33098,5910,"Indiana County, Pennsylvania",964,1741,1272
"G4200690","2018","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",100707,88268,12439,"Lackawanna County, Pennsylvania",580,1973,1905
"G4200710","2018","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",212243,202490,9753,"Lancaster County, Pennsylvania",556,2374,2317
"G4200730","2018","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",41321,37497,3824,"Lawrence County, Pennsylvania",323,974,892
"G4200750","2018","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",58010,54522,3488,"Lebanon County, Pennsylvania",427,1090,1040
"G4200770","2018","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",146732,138586,8146,"Lehigh County, Pennsylvania",556,1987,1751
"G4200790","2018","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",150280,128301,21979,"Luzerne County, Pennsylvania",629,2438,2299
"G4200810","2018","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",53530,44585,8945,"Lycoming County, Pennsylvania",587,1610,1472
"G4200850","2018","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",52310,46809,5501,"Mercer County, Pennsylvania",651,1393,1174
"G4200890","2018","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",81664,55109,26555,"Monroe County, Pennsylvania",332,2594,2551
"G4200910","2018","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",336194,313336,22858,"Montgomery County, Pennsylvania",850,2722,2533
"G4200950","2018","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",123428,114996,8432,"Northampton County, Pennsylvania",807,1756,1644
"G4200970","2018","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",45471,38816,6655,"Northumberland County, Pennsylvania",458,1175,1095
"G4201010","2018","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",688846,608233,80613,"Philadelphia County, Pennsylvania",1794,5554,5150
"G4201070","2018","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",69918,58458,11460,"Schuylkill County, Pennsylvania",648,1601,1536
"G4201110","2018","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",38500,28796,9704,"Somerset County, Pennsylvania",428,1255,1182
"G4201250","2018","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",96225,85835,10390,"Washington County, Pennsylvania",551,1617,1547
"G4201290","2018","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",170772,150368,20404,"Westmoreland County, Pennsylvania",586,2541,2462
"G4201330","2018","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",184880,173958,10922,"York County, Pennsylvania",565,2155,2023
"G4400030","2018","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",74510,69115,5395,"Kent County, Rhode Island",215,1534,1522
"G4400050","2018","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",42682,34316,8366,"Newport County, Rhode Island",307,1563,1515
"G4400070","2018","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",266575,237038,29537,"Providence County, Rhode Island",556,3238,3254
"G4400090","2018","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",64332,47680,16652,"Washington County, Rhode Island",357,1937,1919
"G4500030","2018","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",77687,68609,9078,"Aiken County, South Carolina",446,1761,1763
"G4500070","2018","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",88997,78500,10497,"Anderson County, South Carolina",282,2174,2139
"G4500130","2018","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",101255,74679,26576,"Beaufort County, South Carolina",643,2333,2299
"G4500150","2018","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",85972,78168,7804,"Berkeley County, South Carolina",655,1608,1601
"G4500190","2018","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",191893,160457,31436,"Charleston County, South Carolina",735,3059,3094
"G4500310","2018","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",30875,25308,5567,"Darlington County, South Carolina",239,1306,1260
"G4500350","2018","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",61654,55799,5855,"Dorchester County, South Carolina",280,1577,1552
"G4500410","2018","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",61109,50518,10591,"Florence County, South Carolina",309,1949,1941
"G4500450","2018","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",214115,192556,21559,"Greenville County, South Carolina",659,2659,2503
"G4500470","2018","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",31550,27962,3588,"Greenwood County, South Carolina",399,1123,1106
"G4500510","2018","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",210700,131180,79520,"Horry County, South Carolina",769,3804,3739
"G4500550","2018","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",29375,24756,4619,"Kershaw County, South Carolina",106,1186,1182
"G4500570","2018","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",38541,35710,2831,"Lancaster County, South Carolina",264,1145,1076
"G4500590","2018","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",31494,25423,6071,"Laurens County, South Carolina",295,1349,1322
"G4500630","2018","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",126223,115566,10657,"Lexington County, South Carolina",714,2175,2126
"G4500730","2018","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",40812,31612,9200,"Oconee County, South Carolina",202,1579,1572
"G4500750","2018","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",42794,33561,9233,"Orangeburg County, South Carolina",560,1590,1441
"G4500770","2018","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",55067,48185,6882,"Pickens County, South Carolina",589,1643,1539
"G4500790","2018","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",175056,152227,22829,"Richland County, South Carolina",1089,3083,2976
"G4500830","2018","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",131448,116018,15430,"Spartanburg County, South Carolina",532,2117,2094
"G4500850","2018","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",48282,40396,7886,"Sumter County, South Carolina",572,1823,1848
"G4500910","2018","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",110226,100623,9603,"York County, South Carolina",437,2060,1955
"G4600990","2018","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",84009,76630,7379,"Minnehaha County, South Dakota",734,1480,1447
"G4601030","2018","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",49249,44794,4455,"Pennington County, South Dakota",683,1345,1179
"G4700010","2018","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",35020,29505,5515,"Anderson County, Tennessee",287,1575,1502
"G4700090","2018","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",58673,51446,7227,"Blount County, Tennessee",435,1680,1600
"G4700110","2018","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",44157,39104,5053,"Bradley County, Tennessee",483,1543,1424
"G4700370","2018","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",319508,283445,36063,"Davidson County, Tennessee",1139,3570,3320
"G4700590","2018","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",32690,27316,5374,"Greene County, Tennessee",260,1451,1416
"G4700650","2018","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",160807,146057,14750,"Hamilton County, Tennessee",770,2469,2383
"G4700930","2018","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",206056,185416,20640,"Knox County, Tennessee",854,2418,2391
"G4701130","2018","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",43382,39223,4159,"Madison County, Tennessee",340,1035,1040
"G4701190","2018","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",38352,34361,3991,"Maury County, Tennessee",233,1393,1386
"G4701250","2018","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",82596,72973,9623,"Montgomery County, Tennessee",331,2084,2013
"G4701410","2018","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",34977,33388,1589,"Putnam County, Tennessee",337,867,730
"G4701470","2018","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",27765,26375,1390,"Robertson County, Tennessee",380,792,686
"G4701490","2018","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",121829,115376,6453,"Rutherford County, Tennessee",346,2103,2068
"G4701550","2018","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",58279,36861,21418,"Sevier County, Tennessee",282,1955,1944
"G4701570","2018","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",406236,352648,53588,"Shelby County, Tennessee",842,3767,3612
"G4701630","2018","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",75724,64504,11220,"Sullivan County, Tennessee",487,1967,1957
"G4701650","2018","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",73709,68439,5270,"Sumner County, Tennessee",255,1460,1473
"G4701790","2018","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",60856,54433,6423,"Washington County, Tennessee",913,2138,1811
"G4701870","2018","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",85031,80601,4430,"Williamson County, Tennessee",117,1433,1421
"G4701890","2018","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",55159,52489,2670,"Wilson County, Tennessee",522,1464,1338
"G4800050","2018","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",36995,29898,7097,"Angelina County, Texas",524,1469,1446
"G4800210","2018","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",30175,25334,4841,"Bastrop County, Texas",267,1456,1418
"G4800270","2018","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",142436,123188,19248,"Bell County, Texas",722,2481,2407
"G4800290","2018","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",700241,644193,56048,"Bexar County, Texas",822,4231,4120
"G4800370","2018","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",40038,35228,4810,"Bowie County, Texas",816,1586,1397
"G4800390","2018","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",139484,120802,18682,"Brazoria County, Texas",723,2771,2846
"G4800410","2018","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",92697,81030,11667,"Brazos County, Texas",1068,2472,2117
"G4800610","2018","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",152374,124812,27562,"Cameron County, Texas",635,2810,2691
"G4800850","2018","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",377384,344824,32560,"Collin County, Texas",1289,3891,3841
"G4800910","2018","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",60949,53182,7767,"Comal County, Texas",232,1622,1602
"G4800990","2018","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",26850,21491,5359,"Coryell County, Texas",797,1410,1151
"G4801130","2018","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",1027930,937438,90492,"Dallas County, Texas",1070,5652,5485
"G4801210","2018","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",319979,297899,22080,"Denton County, Texas",651,3021,2922
"G4801350","2018","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",58685,54326,4359,"Ector County, Texas",405,1293,1394
"G4801390","2018","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",63506,58633,4873,"Ellis County, Texas",324,1424,1367
"G4801410","2018","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",299672,270160,29512,"El Paso County, Texas",705,3749,3568
"G4801570","2018","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",260764,245410,15354,"Fort Bend County, Texas",531,3404,3248
"G4801670","2018","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",148293,121976,26317,"Galveston County, Texas",575,2780,2772
"G4801810","2018","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",56735,48963,7772,"Grayson County, Texas",324,1573,1624
"G4801830","2018","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",52093,45513,6580,"Gregg County, Texas",442,1787,1640
"G4801870","2018","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",60138,54789,5349,"Guadalupe County, Texas",237,1319,1327
"G4802010","2018","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1788357,1600357,188000,"Harris County, Texas",2755,7642,7250
"G4802030","2018","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",28731,22928,5803,"Harrison County, Texas",148,1449,1424
"G4802090","2018","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",81999,75164,6835,"Hays County, Texas",707,1856,1676
"G4802130","2018","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",41483,30843,10640,"Henderson County, Texas",313,1659,1630
"G4802150","2018","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",281655,237323,44332,"Hidalgo County, Texas",510,3787,3778
"G4802310","2018","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",38087,34132,3955,"Hunt County, Texas",425,1031,913
"G4802450","2018","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",108771,90839,17932,"Jefferson County, Texas",818,2297,2202
"G4802510","2018","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",62798,59180,3618,"Johnson County, Texas",404,1324,1232
"G4802570","2018","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",42483,39049,3434,"Kaufman County, Texas",218,1186,1141
"G4802910","2018","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",31734,27468,4266,"Liberty County, Texas",750,1487,1177
