GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMUEE001,AMUEE002,AMUEE003,NAME_M,AMUEM001,AMUEM002,AMUEM003
"G3400270","2016-2020","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34027",,,"Morris County, New Jersey",194426,184162,10264,"Morris County, New Jersey",237,936,900
"G3400290","2016-2020","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34029",,,"Ocean County, New Jersey",284773,229454,55319,"Ocean County, New Jersey",366,1336,1384
"G3400310","2016-2020","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34031",,,"Passaic County, New Jersey",177216,168681,8535,"Passaic County, New Jersey",221,584,596
"G3400330","2016-2020","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34033",,,"Salem County, New Jersey",27607,24414,3193,"Salem County, New Jersey",129,349,338
"G3400350","2016-2020","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34035",,,"Somerset County, New Jersey",127090,119721,7369,"Somerset County, New Jersey",214,743,767
"G3400370","2016-2020","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34037",,,"Sussex County, New Jersey",62492,54166,8326,"Sussex County, New Jersey",133,619,625
"G3400390","2016-2020","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34039",,,"Union County, New Jersey",202823,191862,10961,"Union County, New Jersey",356,828,743
"G3400410","2016-2020","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041",,,"Warren County, New Jersey",45548,42322,3226,"Warren County, New Jersey",142,464,430
"G3500010","2016-2020","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001",,,"Bernalillo County, New Mexico",295111,272528,22583,"Bernalillo County, New Mexico",255,1177,1228
"G3500030","2016-2020","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003",,,"Catron County, New Mexico",3581,1546,2035,"Catron County, New Mexico",219,155,177
"G3500050","2016-2020","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005",,,"Chaves County, New Mexico",27385,23641,3744,"Chaves County, New Mexico",158,563,512
"G3500060","2016-2020","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006",,,"Cibola County, New Mexico",11432,8408,3024,"Cibola County, New Mexico",106,352,331
"G3500070","2016-2020","NM",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35007",,,"Colfax County, New Mexico",10308,5946,4362,"Colfax County, New Mexico",98,262,242
"G3500090","2016-2020","NM",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35009",,,"Curry County, New Mexico",21410,18620,2790,"Curry County, New Mexico",92,445,430
"G3500110","2016-2020","NM",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35011",,,"De Baca County, New Mexico",1029,554,475,"De Baca County, New Mexico",128,121,114
"G3500130","2016-2020","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35013",,,"Doña Ana County, New Mexico",88937,79421,9516,"Doña Ana County, New Mexico",275,962,958
"G3500150","2016-2020","NM",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35015",,,"Eddy County, New Mexico",24870,21548,3322,"Eddy County, New Mexico",68,477,468
"G3500170","2016-2020","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017",,,"Grant County, New Mexico",15105,11496,3609,"Grant County, New Mexico",96,426,402
"G3500190","2016-2020","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019",,,"Guadalupe County, New Mexico",2618,1345,1273,"Guadalupe County, New Mexico",209,223,144
"G3500210","2016-2020","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021",,,"Harding County, New Mexico",462,176,286,"Harding County, New Mexico",63,39,48
"G3500230","2016-2020","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023",,,"Hidalgo County, New Mexico",2467,1742,725,"Hidalgo County, New Mexico",27,124,118
"G3500250","2016-2020","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025",,,"Lea County, New Mexico",26871,22868,4003,"Lea County, New Mexico",155,497,472
"G3500270","2016-2020","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027",,,"Lincoln County, New Mexico",18262,8478,9784,"Lincoln County, New Mexico",54,480,483
"G3500280","2016-2020","NM",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35028",,,"Los Alamos County, New Mexico",8395,7895,500,"Los Alamos County, New Mexico",29,169,168
"G3500290","2016-2020","NM",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35029",,,"Luna County, New Mexico",11318,8911,2407,"Luna County, New Mexico",64,376,370
"G3500310","2016-2020","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35031",,,"McKinley County, New Mexico",26348,21247,5101,"McKinley County, New Mexico",78,356,349
"G3500330","2016-2020","NM",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35033",,,"Mora County, New Mexico",3403,2278,1125,"Mora County, New Mexico",238,256,233
"G3500350","2016-2020","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35035",,,"Otero County, New Mexico",31832,23112,8720,"Otero County, New Mexico",159,601,577
"G3500370","2016-2020","NM",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35037",,,"Quay County, New Mexico",5700,3182,2518,"Quay County, New Mexico",22,229,228
"G3500390","2016-2020","NM",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35039",,,"Rio Arriba County, New Mexico",20226,13035,7191,"Rio Arriba County, New Mexico",78,526,511
"G3500410","2016-2020","NM",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35041",,,"Roosevelt County, New Mexico",8550,6785,1765,"Roosevelt County, New Mexico",71,354,355
"G3500430","2016-2020","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35043",,,"Sandoval County, New Mexico",57429,52504,4925,"Sandoval County, New Mexico",110,497,500
"G3500450","2016-2020","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35045",,,"San Juan County, New Mexico",51299,43582,7717,"San Juan County, New Mexico",127,599,578
"G3500470","2016-2020","NM",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35047",,,"San Miguel County, New Mexico",16034,11942,4092,"San Miguel County, New Mexico",132,443,399
"G3500490","2016-2020","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35049",,,"Santa Fe County, New Mexico",73496,63152,10344,"Santa Fe County, New Mexico",180,744,720
"G3500510","2016-2020","NM",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35051",,,"Sierra County, New Mexico",8567,5402,3165,"Sierra County, New Mexico",79,306,282
"G3500530","2016-2020","NM",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35053",,,"Socorro County, New Mexico",8255,5002,3253,"Socorro County, New Mexico",47,320,305
"G3500550","2016-2020","NM",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35055",,,"Taos County, New Mexico",21053,12592,8461,"Taos County, New Mexico",72,623,618
"G3500570","2016-2020","NM",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35057",,,"Torrance County, New Mexico",8064,5957,2107,"Torrance County, New Mexico",41,301,294
"G3500590","2016-2020","NM",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35059",,,"Union County, New Mexico",2354,1404,950,"Union County, New Mexico",47,129,117
"G3500610","2016-2020","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35061",,,"Valencia County, New Mexico",31397,26456,4941,"Valencia County, New Mexico",249,642,576
"G3600010","2016-2020","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36001",,,"Albany County, New York",142246,128122,14124,"Albany County, New York",376,890,801
"G3600030","2016-2020","NY",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36003",,,"Allegany County, New York",26376,18028,8348,"Allegany County, New York",212,360,264
"G3600050","2016-2020","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36005",,,"Bronx County, New York",533434,510135,23299,"Bronx County, New York",657,1398,1162
"G3600070","2016-2020","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36007",,,"Broome County, New York",91155,79528,11627,"Broome County, New York",247,728,694
"G3600090","2016-2020","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36009",,,"Cattaraugus County, New York",41681,31999,9682,"Cattaraugus County, New York",151,465,412
"G3600110","2016-2020","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36011",,,"Cayuga County, New York",37131,30870,6261,"Cayuga County, New York",215,534,469
"G3600130","2016-2020","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36013",,,"Chautauqua County, New York",67656,53625,14031,"Chautauqua County, New York",184,631,582
"G3600150","2016-2020","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36015",,,"Chemung County, New York",38983,34328,4655,"Chemung County, New York",217,515,431
"G3600170","2016-2020","NY",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36017",,,"Chenango County, New York",25818,20834,4984,"Chenango County, New York",77,446,433
"G3600190","2016-2020","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36019",,,"Clinton County, New York",36723,31557,5166,"Clinton County, New York",208,454,409
"G3600210","2016-2020","NY",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36021",,,"Columbia County, New York",33622,25323,8299,"Columbia County, New York",192,507,498
"G3600230","2016-2020","NY",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36023",,,"Cortland County, New York",20806,17980,2826,"Cortland County, New York",152,367,314
"G3600250","2016-2020","NY",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36025",,,"Delaware County, New York",31624,18930,12694,"Delaware County, New York",134,515,486
"G3600270","2016-2020","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36027",,,"Dutchess County, New York",121161,110095,11066,"Dutchess County, New York",463,868,771
"G3600290","2016-2020","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36029",,,"Erie County, New York",429708,392910,36798,"Erie County, New York",724,1563,1465
"G3600310","2016-2020","NY",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36031",,,"Essex County, New York",26390,16182,10208,"Essex County, New York",178,453,398
"G3600330","2016-2020","NY",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36033",,,"Franklin County, New York",25835,18880,6955,"Franklin County, New York",157,364,337
"G3600350","2016-2020","NY",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36035",,,"Fulton County, New York",29148,22406,6742,"Fulton County, New York",114,438,433
"G3600370","2016-2020","NY",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36037",,,"Genesee County, New York",25826,24174,1652,"Genesee County, New York",95,286,262
"G3600390","2016-2020","NY",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36039",,,"Greene County, New York",29746,17681,12065,"Greene County, New York",137,510,495
"G3600410","2016-2020","NY",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36041",,,"Hamilton County, New York",8964,1416,7548,"Hamilton County, New York",37,129,124
"G3600430","2016-2020","NY",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36043",,,"Herkimer County, New York",33850,25093,8757,"Herkimer County, New York",103,534,527
"G3600450","2016-2020","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36045",,,"Jefferson County, New York",60119,43046,17073,"Jefferson County, New York",209,681,652
"G3600470","2016-2020","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36047",,,"Kings County, New York",1055660,972314,83346,"Kings County, New York",915,2022,1913
"G3600490","2016-2020","NY",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36049",,,"Lewis County, New York",15766,10398,5368,"Lewis County, New York",89,232,211
"G3600510","2016-2020","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36051",,,"Livingston County, New York",27601,24496,3105,"Livingston County, New York",216,419,341
"G3600530","2016-2020","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36053",,,"Madison County, New York",32381,25959,6422,"Madison County, New York",177,554,529
"G3600550","2016-2020","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36055",,,"Monroe County, New York",329105,305210,23895,"Monroe County, New York",424,1241,1050
"G3600570","2016-2020","NY",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36057",,,"Montgomery County, New York",23529,19621,3908,"Montgomery County, New York",84,377,372
"G3600590","2016-2020","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36059",,,"Nassau County, New York",473238,449967,23271,"Nassau County, New York",421,1437,1294
"G3600610","2016-2020","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36061",,,"New York County, New York",884828,758720,126108,"New York County, New York",955,4260,4275
"G3600630","2016-2020","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36063",,,"Niagara County, New York",100539,90022,10517,"Niagara County, New York",187,790,774
"G3600650","2016-2020","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36065",,,"Oneida County, New York",105459,90675,14784,"Oneida County, New York",315,740,708
"G3600670","2016-2020","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36067",,,"Onondaga County, New York",209068,187349,21719,"Onondaga County, New York",468,1106,943
"G3600690","2016-2020","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36069",,,"Ontario County, New York",51213,45711,5502,"Ontario County, New York",155,476,423
"G3600710","2016-2020","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36071",,,"Orange County, New York",144264,130428,13836,"Orange County, New York",313,935,853
"G3600730","2016-2020","NY",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36073",,,"Orleans County, New York",18576,16634,1942,"Orleans County, New York",161,334,293
"G3600750","2016-2020","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36075",,,"Oswego County, New York",54622,46597,8025,"Oswego County, New York",145,527,518
"G3600770","2016-2020","NY",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36077",,,"Otsego County, New York",31300,23768,7532,"Otsego County, New York",242,512,424
"G3600790","2016-2020","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36079",,,"Putnam County, New York",38652,34915,3737,"Putnam County, New York",178,446,411
"G3600810","2016-2020","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36081",,,"Queens County, New York",864790,783362,81428,"Queens County, New York",505,2290,2078
"G3600830","2016-2020","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36083",,,"Rensselaer County, New York",73251,65455,7796,"Rensselaer County, New York",190,641,627
"G3600850","2016-2020","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36085",,,"Richmond County, New York",180883,167160,13723,"Richmond County, New York",282,1124,1121
"G3600870","2016-2020","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36087",,,"Rockland County, New York",106621,101167,5454,"Rockland County, New York",222,677,637
"G3600890","2016-2020","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36089",,,"St. Lawrence County, New York",53328,41925,11403,"St. Lawrence County, New York",328,578,452
"G3600910","2016-2020","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36091",,,"Saratoga County, New York",107192,95898,11294,"Saratoga County, New York",208,792,756
"G3600930","2016-2020","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36093",,,"Schenectady County, New York",69885,57479,12406,"Schenectady County, New York",185,846,860
"G3600950","2016-2020","NY",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36095",,,"Schoharie County, New York",17533,12780,4753,"Schoharie County, New York",114,288,276
"G3600970","2016-2020","NY",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36097",,,"Schuyler County, New York",9852,7402,2450,"Schuyler County, New York",55,238,245
"G3600990","2016-2020","NY",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36099",,,"Seneca County, New York",16409,13784,2625,"Seneca County, New York",127,294,263
"G3601010","2016-2020","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36101",,,"Steuben County, New York",49688,40099,9589,"Steuben County, New York",122,456,442
"G3601030","2016-2020","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36103",,,"Suffolk County, New York",576804,495667,81137,"Suffolk County, New York",376,1964,1815
"G3601050","2016-2020","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36105",,,"Sullivan County, New York",50966,28762,22204,"Sullivan County, New York",175,792,757
"G3601070","2016-2020","NY",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36107",,,"Tioga County, New York",22571,20643,1928,"Tioga County, New York",75,307,289
"G3601090","2016-2020","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36109",,,"Tompkins County, New York",44019,40817,3202,"Tompkins County, New York",363,644,482
"G3601110","2016-2020","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36111",,,"Ulster County, New York",85372,70088,15284,"Ulster County, New York",328,1044,926
"G3601130","2016-2020","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36113",,,"Warren County, New York",40119,29034,11085,"Warren County, New York",97,526,515
"G3601150","2016-2020","NY",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36115",,,"Washington County, New York",29562,24054,5508,"Washington County, New York",135,500,450
"G3601170","2016-2020","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36117",,,"Wayne County, New York",41792,37281,4511,"Wayne County, New York",182,470,406
"G3601190","2016-2020","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36119",,,"Westchester County, New York",376315,353485,22830,"Westchester County, New York",527,1366,1297
"G3601210","2016-2020","NY",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36121",,,"Wyoming County, New York",18297,16055,2242,"Wyoming County, New York",177,368,317
"G3601230","2016-2020","NY",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36123",,,"Yates County, New York",13919,8901,5018,"Yates County, New York",81,391,379
"G3700010","2016-2020","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37001",,,"Alamance County, North Carolina",71718,65455,6263,"Alamance County, North Carolina",203,668,647
"G3700030","2016-2020","NC",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37003",,,"Alexander County, North Carolina",16538,14049,2489,"Alexander County, North Carolina",84,392,386
"G3700050","2016-2020","NC",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37005",,,"Alleghany County, North Carolina",8199,5001,3198,"Alleghany County, North Carolina",53,324,319
"G3700070","2016-2020","NC",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37007",,,"Anson County, North Carolina",11656,9803,1853,"Anson County, North Carolina",178,301,254
"G3700090","2016-2020","NC",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37009",,,"Ashe County, North Carolina",17835,11885,5950,"Ashe County, North Carolina",69,450,440
"G3700110","2016-2020","NC",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37011",,,"Avery County, North Carolina",14289,6569,7720,"Avery County, North Carolina",281,479,387
"G3700130","2016-2020","NC",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37013",,,"Beaufort County, North Carolina",26249,20219,6030,"Beaufort County, North Carolina",90,496,521
"G3700150","2016-2020","NC",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37015",,,"Bertie County, North Carolina",9835,8008,1827,"Bertie County, North Carolina",283,455,325
"G3700170","2016-2020","NC",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37017",,,"Bladen County, North Carolina",18008,13394,4614,"Bladen County, North Carolina",114,451,454
"G3700190","2016-2020","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37019",,,"Brunswick County, North Carolina",92178,59416,32762,"Brunswick County, North Carolina",124,977,979
"G3700210","2016-2020","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37021",,,"Buncombe County, North Carolina",125872,105177,20695,"Buncombe County, North Carolina",240,1242,1231
"G3700230","2016-2020","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37023",,,"Burke County, North Carolina",41393,35664,5729,"Burke County, North Carolina",150,581,561
"G3700250","2016-2020","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37025",,,"Cabarrus County, North Carolina",81102,72843,8259,"Cabarrus County, North Carolina",172,704,712
"G3700270","2016-2020","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37027",,,"Caldwell County, North Carolina",38158,32798,5360,"Caldwell County, North Carolina",101,573,551
"G3700290","2016-2020","NC",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37029",,,"Camden County, North Carolina",4323,3912,411,"Camden County, North Carolina",22,184,177
"G3700310","2016-2020","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37031",,,"Carteret County, North Carolina",50595,30060,20535,"Carteret County, North Carolina",109,573,541
"G3700330","2016-2020","NC",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37033",,,"Caswell County, North Carolina",10833,8993,1840,"Caswell County, North Carolina",134,336,303
"G3700350","2016-2020","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37035",,,"Catawba County, North Carolina",69509,62940,6569,"Catawba County, North Carolina",228,615,603
"G3700370","2016-2020","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37037",,,"Chatham County, North Carolina",33027,29904,3123,"Chatham County, North Carolina",92,475,470
"G3700390","2016-2020","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039",,,"Cherokee County, North Carolina",18452,12546,5906,"Cherokee County, North Carolina",81,518,520
"G3700410","2016-2020","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041",,,"Chowan County, North Carolina",7322,6389,933,"Chowan County, North Carolina",53,280,274
"G3700430","2016-2020","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043",,,"Clay County, North Carolina",7389,5300,2089,"Clay County, North Carolina",25,344,343
"G3700450","2016-2020","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045",,,"Cleveland County, North Carolina",43714,36089,7625,"Cleveland County, North Carolina",139,635,649
