GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMUEE001,AMUEE002,AMUEE003,NAME_M,AMUEM001,AMUEM002,AMUEM003
"G1701970","2016-2020","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17197",,,"Will County, Illinois",245246,232395,12851,"Will County, Illinois",216,876,870
"G1701990","2016-2020","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17199",,,"Williamson County, Illinois",31435,27937,3498,"Williamson County, Illinois",134,399,395
"G1702010","2016-2020","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17201",,,"Winnebago County, Illinois",125703,115768,9935,"Winnebago County, Illinois",199,760,737
"G1702030","2016-2020","IL",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17203",,,"Woodford County, Illinois",15625,14652,973,"Woodford County, Illinois",95,237,218
"G1800010","2016-2020","IN",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18001",,,"Adams County, Indiana",13328,12512,816,"Adams County, Indiana",106,261,238
"G1800030","2016-2020","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18003",,,"Allen County, Indiana",159424,147043,12381,"Allen County, Indiana",213,838,826
"G1800050","2016-2020","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18005",,,"Bartholomew County, Indiana",34480,31772,2708,"Bartholomew County, Indiana",90,473,462
"G1800070","2016-2020","IN",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18007",,,"Benton County, Indiana",3917,3435,482,"Benton County, Indiana",49,119,104
"G1800090","2016-2020","IN",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18009",,,"Blackford County, Indiana",6013,5105,908,"Blackford County, Indiana",27,192,194
"G1800110","2016-2020","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18011",,,"Boone County, Indiana",27574,25822,1752,"Boone County, Indiana",93,464,450
"G1800130","2016-2020","IN",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18013",,,"Brown County, Indiana",8736,6372,2364,"Brown County, Indiana",65,291,274
"G1800150","2016-2020","IN",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18015",,,"Carroll County, Indiana",9643,8123,1520,"Carroll County, Indiana",56,222,213
"G1800170","2016-2020","IN",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18017",,,"Cass County, Indiana",16362,14950,1412,"Cass County, Indiana",135,269,237
"G1800190","2016-2020","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18019",,,"Clark County, Indiana",51138,45024,6114,"Clark County, Indiana",164,646,627
"G1800210","2016-2020","IN",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18021",,,"Clay County, Indiana",11773,10454,1319,"Clay County, Indiana",77,312,312
"G1800230","2016-2020","IN",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18023",,,"Clinton County, Indiana",13376,12144,1232,"Clinton County, Indiana",79,237,220
"G1800250","2016-2020","IN",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18025",,,"Crawford County, Indiana",5568,4117,1451,"Crawford County, Indiana",52,177,171
"G1800270","2016-2020","IN",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18027",,,"Daviess County, Indiana",12565,11354,1211,"Daviess County, Indiana",57,226,227
"G1800290","2016-2020","IN",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18029",,,"Dearborn County, Indiana",20596,19279,1317,"Dearborn County, Indiana",74,288,292
"G1800310","2016-2020","IN",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18031",,,"Decatur County, Indiana",11436,10241,1195,"Decatur County, Indiana",59,256,252
"G1800330","2016-2020","IN",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18033",,,"DeKalb County, Indiana",18162,16904,1258,"DeKalb County, Indiana",82,245,251
"G1800350","2016-2020","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18035",,,"Delaware County, Indiana",52677,46632,6045,"Delaware County, Indiana",286,657,555
"G1800370","2016-2020","IN",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18037",,,"Dubois County, Indiana",17936,16691,1245,"Dubois County, Indiana",89,351,341
"G1800390","2016-2020","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18039",,,"Elkhart County, Indiana",79389,72362,7027,"Elkhart County, Indiana",210,763,676
"G1800410","2016-2020","IN",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18041",,,"Fayette County, Indiana",10818,9686,1132,"Fayette County, Indiana",83,263,263
"G1800430","2016-2020","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18043",,,"Floyd County, Indiana",33011,29264,3747,"Floyd County, Indiana",133,430,443
"G1800450","2016-2020","IN",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18045",,,"Fountain County, Indiana",7937,6982,955,"Fountain County, Indiana",42,204,195
"G1800470","2016-2020","IN",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18047",,,"Franklin County, Indiana",9802,8867,935,"Franklin County, Indiana",56,226,218
"G1800490","2016-2020","IN",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18049",,,"Fulton County, Indiana",9743,7840,1903,"Fulton County, Indiana",47,276,284
"G1800510","2016-2020","IN",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18051",,,"Gibson County, Indiana",15337,13551,1786,"Gibson County, Indiana",67,297,304
"G1800530","2016-2020","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18053",,,"Grant County, Indiana",30489,26896,3593,"Grant County, Indiana",292,533,419
"G1800550","2016-2020","IN",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18055",,,"Greene County, Indiana",15290,12988,2302,"Greene County, Indiana",50,271,262
"G1800570","2016-2020","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18057",,,"Hamilton County, Indiana",129573,123066,6507,"Hamilton County, Indiana",139,846,846
"G1800590","2016-2020","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18059",,,"Hancock County, Indiana",30640,29627,1013,"Hancock County, Indiana",79,263,239
"G1800610","2016-2020","IN",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18061",,,"Harrison County, Indiana",17173,14534,2639,"Harrison County, Indiana",59,437,431
"G1800630","2016-2020","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18063",,,"Hendricks County, Indiana",62846,60307,2539,"Hendricks County, Indiana",232,501,442
"G1800650","2016-2020","IN",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18065",,,"Henry County, Indiana",21233,18387,2846,"Henry County, Indiana",120,392,380
"G1800670","2016-2020","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18067",,,"Howard County, Indiana",39662,34632,5030,"Howard County, Indiana",128,475,455
"G1800690","2016-2020","IN",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18069",,,"Huntington County, Indiana",16110,14790,1320,"Huntington County, Indiana",124,245,231
"G1800710","2016-2020","IN",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18071",,,"Jackson County, Indiana",19276,16923,2353,"Jackson County, Indiana",100,362,361
"G1800730","2016-2020","IN",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18073",,,"Jasper County, Indiana",13639,12676,963,"Jasper County, Indiana",68,265,247
"G1800750","2016-2020","IN",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18075",,,"Jay County, Indiana",9253,8293,960,"Jay County, Indiana",57,224,208
"G1800770","2016-2020","IN",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18077",,,"Jefferson County, Indiana",14529,12833,1696,"Jefferson County, Indiana",170,414,352
"G1800790","2016-2020","IN",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18079",,,"Jennings County, Indiana",12382,10776,1606,"Jennings County, Indiana",70,292,298
"G1800810","2016-2020","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18081",,,"Johnson County, Indiana",61690,57872,3818,"Johnson County, Indiana",139,595,578
"G1800830","2016-2020","IN",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18083",,,"Knox County, Indiana",17155,15186,1969,"Knox County, Indiana",173,298,269
"G1800850","2016-2020","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18085",,,"Kosciusko County, Indiana",38817,31462,7355,"Kosciusko County, Indiana",129,486,488
"G1800870","2016-2020","IN",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18087",,,"LaGrange County, Indiana",14923,12547,2376,"LaGrange County, Indiana",56,334,337
"G1800890","2016-2020","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18089",,,"Lake County, Indiana",213679,188646,25033,"Lake County, Indiana",316,1079,955
"G1800910","2016-2020","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18091",,,"LaPorte County, Indiana",49231,42725,6506,"LaPorte County, Indiana",174,607,558
"G1800930","2016-2020","IN",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18093",,,"Lawrence County, Indiana",21191,18968,2223,"Lawrence County, Indiana",92,344,333
"G1800950","2016-2020","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18095",,,"Madison County, Indiana",59173,51276,7897,"Madison County, Indiana",217,632,571
"G1800970","2016-2020","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18097",,,"Marion County, Indiana",424711,377695,47016,"Marion County, Indiana",436,1868,1824
"G1800990","2016-2020","IN",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18099",,,"Marshall County, Indiana",20333,17430,2903,"Marshall County, Indiana",91,335,322
"G1801010","2016-2020","IN",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18101",,,"Martin County, Indiana",4808,4095,713,"Martin County, Indiana",27,159,155
"G1801030","2016-2020","IN",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18103",,,"Miami County, Indiana",15398,13531,1867,"Miami County, Indiana",115,302,266
"G1801050","2016-2020","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18105",,,"Monroe County, Indiana",62073,56399,5674,"Monroe County, Indiana",338,682,570
"G1801070","2016-2020","IN",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18107",,,"Montgomery County, Indiana",16709,15618,1091,"Montgomery County, Indiana",111,222,207
"G1801090","2016-2020","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18109",,,"Morgan County, Indiana",28519,26460,2059,"Morgan County, Indiana",98,364,336
"G1801110","2016-2020","IN",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18111",,,"Newton County, Indiana",6101,5599,502,"Newton County, Indiana",44,157,154
"G1801130","2016-2020","IN",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18113",,,"Noble County, Indiana",20659,18133,2526,"Noble County, Indiana",72,345,328
"G1801150","2016-2020","IN",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18115",,,"Ohio County, Indiana",2865,2623,242,"Ohio County, Indiana",41,91,87
"G1801170","2016-2020","IN",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18117",,,"Orange County, Indiana",9243,7988,1255,"Orange County, Indiana",62,195,190
"G1801190","2016-2020","IN",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18119",,,"Owen County, Indiana",10234,8830,1404,"Owen County, Indiana",43,222,223
"G1801210","2016-2020","IN",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18121",,,"Parke County, Indiana",8253,6005,2248,"Parke County, Indiana",64,303,291
"G1801230","2016-2020","IN",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18123",,,"Perry County, Indiana",8737,7713,1024,"Perry County, Indiana",90,224,209
"G1801250","2016-2020","IN",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18125",,,"Pike County, Indiana",5787,5294,493,"Pike County, Indiana",64,149,134
"G1801270","2016-2020","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18127",,,"Porter County, Indiana",69271,65153,4118,"Porter County, Indiana",173,584,529
"G1801290","2016-2020","IN",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18129",,,"Posey County, Indiana",11552,10361,1191,"Posey County, Indiana",72,238,229
"G1801310","2016-2020","IN",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18131",,,"Pulaski County, Indiana",6119,5113,1006,"Pulaski County, Indiana",35,171,172
"G1801330","2016-2020","IN",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18133",,,"Putnam County, Indiana",15188,13651,1537,"Putnam County, Indiana",142,248,225
"G1801350","2016-2020","IN",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18135",,,"Randolph County, Indiana",11711,10358,1353,"Randolph County, Indiana",81,226,228
"G1801370","2016-2020","IN",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18137",,,"Ripley County, Indiana",12430,11243,1187,"Ripley County, Indiana",72,249,235
"G1801390","2016-2020","IN",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18139",,,"Rush County, Indiana",7503,6648,855,"Rush County, Indiana",32,192,191
"G1801410","2016-2020","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18141",,,"St. Joseph County, Indiana",117050,104380,12670,"St. Joseph County, Indiana",343,860,821
"G1801430","2016-2020","IN",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18143",,,"Scott County, Indiana",10667,9228,1439,"Scott County, Indiana",76,274,255
"G1801450","2016-2020","IN",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18145",,,"Shelby County, Indiana",19395,17902,1493,"Shelby County, Indiana",76,293,301
"G1801470","2016-2020","IN",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18147",,,"Spencer County, Indiana",9126,8321,805,"Spencer County, Indiana",77,180,157
"G1801490","2016-2020","IN",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18149",,,"Starke County, Indiana",11185,8490,2695,"Starke County, Indiana",35,330,323
"G1801510","2016-2020","IN",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18151",,,"Steuben County, Indiana",20147,14449,5698,"Steuben County, Indiana",119,371,373
"G1801530","2016-2020","IN",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18153",,,"Sullivan County, Indiana",8982,7806,1176,"Sullivan County, Indiana",102,252,224
"G1801550","2016-2020","IN",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18155",,,"Switzerland County, Indiana",5395,4430,965,"Switzerland County, Indiana",32,184,174
"G1801570","2016-2020","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18157",,,"Tippecanoe County, Indiana",77128,71686,5442,"Tippecanoe County, Indiana",626,1015,720
"G1801590","2016-2020","IN",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18159",,,"Tipton County, Indiana",7021,6360,661,"Tipton County, Indiana",41,203,200
"G1801610","2016-2020","IN",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18161",,,"Union County, Indiana",3266,2848,418,"Union County, Indiana",24,110,107
"G1801630","2016-2020","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18163",,,"Vanderburgh County, Indiana",84478,76094,8384,"Vanderburgh County, Indiana",276,730,684
"G1801650","2016-2020","IN",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18165",,,"Vermillion County, Indiana",7512,6557,955,"Vermillion County, Indiana",71,222,216
"G1801670","2016-2020","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18167",,,"Vigo County, Indiana",47351,42657,4694,"Vigo County, Indiana",276,606,531
"G1801690","2016-2020","IN",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18169",,,"Wabash County, Indiana",14162,12705,1457,"Wabash County, Indiana",156,350,286
"G1801710","2016-2020","IN",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18171",,,"Warren County, Indiana",3760,3383,377,"Warren County, Indiana",50,126,121
"G1801730","2016-2020","IN",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18173",,,"Warrick County, Indiana",26309,24607,1702,"Warrick County, Indiana",86,419,407
"G1801750","2016-2020","IN",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18175",,,"Washington County, Indiana",12454,10820,1634,"Washington County, Indiana",58,269,263
"G1801770","2016-2020","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18177",,,"Wayne County, Indiana",31446,27435,4011,"Wayne County, Indiana",136,429,433
"G1801790","2016-2020","IN",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18179",,,"Wells County, Indiana",11923,11122,801,"Wells County, Indiana",76,219,224
"G1801810","2016-2020","IN",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18181",,,"White County, Indiana",13153,9792,3361,"White County, Indiana",58,305,304
"G1801830","2016-2020","IN",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18183",,,"Whitley County, Indiana",14911,13822,1089,"Whitley County, Indiana",75,313,302
"G1900010","2016-2020","IA",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19001",,,"Adair County, Iowa",3709,3217,492,"Adair County, Iowa",51,121,106
"G1900030","2016-2020","IA",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19003",,,"Adams County, Iowa",2011,1627,384,"Adams County, Iowa",36,93,89
"G1900050","2016-2020","IA",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19005",,,"Allamakee County, Iowa",7816,5947,1869,"Allamakee County, Iowa",65,207,207
"G1900070","2016-2020","IA",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19007",,,"Appanoose County, Iowa",6639,5196,1443,"Appanoose County, Iowa",30,214,213
"G1900090","2016-2020","IA",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19009",,,"Audubon County, Iowa",2988,2691,297,"Audubon County, Iowa",73,99,76
"G1900110","2016-2020","IA",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19011",,,"Benton County, Iowa",11187,10306,881,"Benton County, Iowa",74,218,208
"G1900130","2016-2020","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19013",,,"Black Hawk County, Iowa",58187,53321,4866,"Black Hawk County, Iowa",177,508,475
"G1900150","2016-2020","IA",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19015",,,"Boone County, Iowa",12017,10801,1216,"Boone County, Iowa",89,272,249
"G1900170","2016-2020","IA",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19017",,,"Bremer County, Iowa",10503,9680,823,"Bremer County, Iowa",98,195,183
"G1900190","2016-2020","IA",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19019",,,"Buchanan County, Iowa",9113,8027,1086,"Buchanan County, Iowa",41,214,206
"G1900210","2016-2020","IA",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19021",,,"Buena Vista County, Iowa",8292,7584,708,"Buena Vista County, Iowa",95,147,129
"G1900230","2016-2020","IA",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19023",,,"Butler County, Iowa",6804,6153,651,"Butler County, Iowa",45,126,115
"G1900250","2016-2020","IA",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19025",,,"Calhoun County, Iowa",5108,4103,1005,"Calhoun County, Iowa",124,189,135
"G1900270","2016-2020","IA",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19027",,,"Carroll County, Iowa",9519,8651,868,"Carroll County, Iowa",70,257,235
"G1900290","2016-2020","IA",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19029",,,"Cass County, Iowa",6583,5901,682,"Cass County, Iowa",53,165,165
"G1900310","2016-2020","IA",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19031",,,"Cedar County, Iowa",8244,7472,772,"Cedar County, Iowa",54,179,165
"G1900330","2016-2020","IA",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19033",,,"Cerro Gordo County, Iowa",22364,19452,2912,"Cerro Gordo County, Iowa",123,428,394
"G1900350","2016-2020","IA",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19035",,,"Cherokee County, Iowa",5734,5297,437,"Cherokee County, Iowa",115,147,130
"G1900370","2016-2020","IA",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19037",,,"Chickasaw County, Iowa",5702,5107,595,"Chickasaw County, Iowa",57,141,134
"G1900390","2016-2020","IA",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19039",,,"Clarke County, Iowa",4325,3950,375,"Clarke County, Iowa",28,152,155
"G1900410","2016-2020","IA",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19041",,,"Clay County, Iowa",8292,7381,911,"Clay County, Iowa",80,261,239
"G1900430","2016-2020","IA",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19043",,,"Clayton County, Iowa",9133,7563,1570,"Clayton County, Iowa",84,215,189
"G1900450","2016-2020","IA",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19045",,,"Clinton County, Iowa",22114,19477,2637,"Clinton County, Iowa",89,368,334
"G1900470","2016-2020","IA",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19047",,,"Crawford County, Iowa",7068,6388,680,"Crawford County, Iowa",88,149,118
"G1900490","2016-2020","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19049",,,"Dallas County, Iowa",37769,35383,2386,"Dallas County, Iowa",68,446,453
"G1900510","2016-2020","IA",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19051",,,"Davis County, Iowa",3602,3182,420,"Davis County, Iowa",24,130,128
"G1900530","2016-2020","IA",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19053",,,"Decatur County, Iowa",3853,3242,611,"Decatur County, Iowa",63,120,109
"G1900550","2016-2020","IA",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19055",,,"Delaware County, Iowa",8108,6915,1193,"Delaware County, Iowa",47,209,205
"G1900570","2016-2020","IA",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19057",,,"Des Moines County, Iowa",18613,16850,1763,"Des Moines County, Iowa",72,296,295
"G1900590","2016-2020","IA",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19059",,,"Dickinson County, Iowa",14048,8479,5569,"Dickinson County, Iowa",60,266,255
