GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MDGE001,MDGE002,MDGE003,NAME_M,MDGM001,MDGM002,MDGM003
"G4100390","2011","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",157072,145781,11291,"Lane County, Oregon",644,2162,2042
"G4100430","2011","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",49038,45399,3639,"Linn County, Oregon",311,1300,1255
"G4100470","2011","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",121437,110822,10615,"Marion County, Oregon",662,2123,2124
"G4100510","2011","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",326207,308131,18076,"Multnomah County, Oregon",868,2739,2563
"G4100530","2011","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",30755,28494,2261,"Polk County, Oregon",329,900,862
"G4100590","2011","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",29692,26648,3044,"Umatilla County, Oregon",297,1081,1043
"G4100670","2011","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",214014,202152,11862,"Washington County, Oregon",619,2825,2771
"G4100710","2011","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",37359,32678,4681,"Yamhill County, Oregon",463,1405,1345
"G4200010","2011","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",41019,38006,3013,"Adams County, Pennsylvania",357,1080,1015
"G4200030","2011","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",588609,518366,70243,"Allegheny County, Pennsylvania",1543,4197,4231
"G4200050","2011","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32464,28320,4144,"Armstrong County, Pennsylvania",236,890,839
"G4200070","2011","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",77980,70059,7921,"Beaver County, Pennsylvania",356,1375,1398
"G4200110","2011","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",165301,155425,9876,"Berks County, Pennsylvania",834,1577,1472
"G4200130","2011","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",56201,50849,5352,"Blair County, Pennsylvania",422,1270,1254
"G4200170","2011","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",246461,232208,14253,"Bucks County, Pennsylvania",737,2411,2236
"G4200190","2011","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",78386,73286,5100,"Butler County, Pennsylvania",667,1494,1243
"G4200210","2011","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",65449,57348,8101,"Cambria County, Pennsylvania",792,1721,1426
"G4200250","2011","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34507,25087,9420,"Carbon County, Pennsylvania",243,1514,1464
"G4200270","2011","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",64109,58695,5414,"Centre County, Pennsylvania",837,1582,1410
"G4200290","2011","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",193933,184245,9688,"Chester County, Pennsylvania",802,2408,2154
"G4200330","2011","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",38628,32709,5919,"Clearfield County, Pennsylvania",422,1000,898
"G4200370","2011","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",29637,25631,4006,"Columbia County, Pennsylvania",312,920,895
"G4200390","2011","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",44726,34898,9828,"Crawford County, Pennsylvania",449,1334,1192
"G4200410","2011","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",101136,94545,6591,"Cumberland County, Pennsylvania",624,1706,1547
"G4200430","2011","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",121202,107704,13498,"Dauphin County, Pennsylvania",653,2506,2254
"G4200450","2011","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",223121,204553,18568,"Delaware County, Pennsylvania",840,2561,2468
"G4200490","2011","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",119401,109138,10263,"Erie County, Pennsylvania",622,1829,1695
"G4200510","2011","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",62265,54708,7557,"Fayette County, Pennsylvania",457,1460,1406
"G4200550","2011","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",63859,56999,6860,"Franklin County, Pennsylvania",430,1613,1562
"G4200630","2011","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",38209,34709,3500,"Indiana County, Pennsylvania",506,907,844
"G4200690","2011","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",96785,86343,10442,"Lackawanna County, Pennsylvania",627,1690,1503
"G4200710","2011","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",204740,193231,11509,"Lancaster County, Pennsylvania",1014,2414,2149
"G4200730","2011","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",41027,36278,4749,"Lawrence County, Pennsylvania",334,1221,1201
"G4200750","2011","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",56041,51744,4297,"Lebanon County, Pennsylvania",345,1268,1250
"G4200770","2011","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",143657,133097,10560,"Lehigh County, Pennsylvania",639,2097,2020
"G4200790","2011","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",148752,130170,18582,"Luzerne County, Pennsylvania",690,2257,2062
"G4200810","2011","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",52268,46506,5762,"Lycoming County, Pennsylvania",376,1154,1136
"G4200850","2011","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",51754,46623,5131,"Mercer County, Pennsylvania",562,1240,1144
"G4200890","2011","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",80605,57527,23078,"Monroe County, Pennsylvania",379,3291,3231
"G4200910","2011","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",327098,306463,20635,"Montgomery County, Pennsylvania",734,2552,2373
"G4200950","2011","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",120875,111907,8968,"Northampton County, Pennsylvania",632,2006,2013
"G4200970","2011","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",45257,39378,5879,"Northumberland County, Pennsylvania",1169,1660,1169
"G4201010","2011","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",670265,576429,93836,"Philadelphia County, Pennsylvania",1466,4899,4665
"G4201070","2011","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",69175,60018,9157,"Schuylkill County, Pennsylvania",468,1196,1212
"G4201110","2011","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",38112,28898,9214,"Somerset County, Pennsylvania",374,1059,1001
"G4201250","2011","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",93236,83097,10139,"Washington County, Pennsylvania",409,1543,1560
"G4201290","2011","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",168370,152569,15801,"Westmoreland County, Pennsylvania",907,2338,2204
"G4201330","2011","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",179817,167625,12192,"York County, Pennsylvania",567,2668,2556
"G4400030","2011","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",73759,67705,6054,"Kent County, Rhode Island",204,1429,1425
"G4400050","2011","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",41945,33705,8240,"Newport County, Rhode Island",234,1653,1634
"G4400070","2011","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",265704,240912,24792,"Providence County, Rhode Island",590,2315,2207
"G4400090","2011","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",62450,50296,12154,"Washington County, Rhode Island",495,2069,1984
"G4500030","2011","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",72975,63586,9389,"Aiken County, South Carolina",420,1834,1822
"G4500070","2011","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",84947,72551,12396,"Anderson County, South Carolina",270,2032,1999
"G4500130","2011","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",94299,62612,31687,"Beaufort County, South Carolina",503,3642,3609
"G4500150","2011","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",75201,67838,7363,"Berkeley County, South Carolina",572,2142,2006
"G4500190","2011","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",170206,141214,28992,"Charleston County, South Carolina",1429,2913,2587
"G4500310","2011","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",30258,26382,3876,"Darlington County, South Carolina",181,1203,1194
"G4500350","2011","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",56578,49402,7176,"Dorchester County, South Carolina",260,2075,2087
"G4500410","2011","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",59233,50857,8376,"Florence County, South Carolina",401,1868,1841
"G4500450","2011","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",196668,176771,19897,"Greenville County, South Carolina",614,2882,2853
"G4500470","2011","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",31143,27319,3824,"Greenwood County, South Carolina",420,1214,1145
"G4500510","2011","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",188896,109447,79449,"Horry County, South Carolina",319,4703,4717
"G4500570","2011","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",33424,29930,3494,"Lancaster County, South Carolina",308,1199,1178
"G4500590","2011","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",30598,22593,8005,"Laurens County, South Carolina",326,1927,1892
"G4500630","2011","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",116383,105785,10598,"Lexington County, South Carolina",887,2499,2458
"G4500730","2011","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",38910,29728,9182,"Oconee County, South Carolina",194,1891,1895
"G4500750","2011","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",42650,33275,9375,"Orangeburg County, South Carolina",263,1695,1655
"G4500770","2011","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",51327,42258,9069,"Pickens County, South Carolina",620,1899,1899
"G4500790","2011","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",163259,141993,21266,"Richland County, South Carolina",875,2870,2789
"G4500830","2011","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",122945,105420,17525,"Spartanburg County, South Carolina",448,2682,2536
"G4500850","2011","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",46304,41041,5263,"Sumter County, South Carolina",257,1332,1319
"G4500910","2011","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",96288,88624,7664,"York County, South Carolina",820,1510,1633
"G4600990","2011","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",72449,67163,5286,"Minnehaha County, South Dakota",423,1880,1791
"G4601030","2011","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",45423,39684,5739,"Pennington County, South Dakota",429,1511,1393
"G4700010","2011","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",34762,31256,3506,"Anderson County, Tennessee",220,1237,1223
"G4700090","2011","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",55630,48905,6725,"Blount County, Tennessee",408,1609,1574
"G4700110","2011","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",41533,36744,4789,"Bradley County, Tennessee",341,1613,1623
"G4700370","2011","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",285027,254655,30372,"Davidson County, Tennessee",1093,3607,3596
"G4700590","2011","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",32089,28914,3175,"Greene County, Tennessee",1143,1697,1223
"G4700650","2011","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",151971,133444,18527,"Hamilton County, Tennessee",630,2620,2476
"G4700930","2011","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",195678,180706,14972,"Knox County, Tennessee",1171,3038,2791
"G4701130","2011","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",41848,34199,7649,"Madison County, Tennessee",237,1439,1394
"G4701190","2011","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",35332,31325,4007,"Maury County, Tennessee",245,1434,1419
"G4701250","2011","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",71630,64000,7630,"Montgomery County, Tennessee",285,1886,1944
"G4701410","2011","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",32321,29055,3266,"Putnam County, Tennessee",346,1048,1020
"G4701470","2011","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",26265,24771,1494,"Robertson County, Tennessee",198,696,688
"G4701490","2011","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",103921,94768,9153,"Rutherford County, Tennessee",509,2779,2735
"G4701550","2011","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",57793,35873,21920,"Sevier County, Tennessee",208,2538,2567
"G4701570","2011","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",398014,342041,55973,"Shelby County, Tennessee",911,4105,3957
"G4701630","2011","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",73870,67075,6795,"Sullivan County, Tennessee",446,1875,1880
"G4701650","2011","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",66766,61478,5288,"Sumner County, Tennessee",367,1557,1450
"G4701790","2011","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",57967,53237,4730,"Washington County, Tennessee",776,1755,1500
"G4701870","2011","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",69760,66274,3486,"Williamson County, Tennessee",150,1422,1417
"G4701890","2011","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",46164,43566,2598,"Wilson County, Tennessee",323,1115,1057
"G4800050","2011","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",35783,30706,5077,"Angelina County, Texas",524,1385,1313
"G4800210","2011","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",31879,27748,4131,"Bastrop County, Texas",1342,1688,1508
"G4800270","2011","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",128786,101634,27152,"Bell County, Texas",376,3383,3399
"G4800290","2011","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",672337,608722,63615,"Bexar County, Texas",1079,4605,4539
"G4800370","2011","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",38631,32028,6603,"Bowie County, Texas",504,1583,1440
"G4800390","2011","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",120596,108627,11969,"Brazoria County, Texas",705,2214,2166
"G4800410","2011","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",79070,68707,10363,"Brazos County, Texas",1110,2456,2062
"G4800610","2011","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",142328,118782,23546,"Cameron County, Texas",298,2915,2896
"G4800850","2011","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",307362,290609,16753,"Collin County, Texas",904,3935,3818
"G4800910","2011","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",47900,41647,6253,"Comal County, Texas",237,1737,1722
"G4800990","2011","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",25489,17817,7672,"Coryell County, Texas",427,1462,1396
"G4801130","2011","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",944022,852266,91756,"Dallas County, Texas",933,6458,6296
"G4801210","2011","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",264068,241661,22407,"Denton County, Texas",935,4211,4165
"G4801350","2011","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",53275,49905,3370,"Ector County, Texas",332,1184,1161
"G4801390","2011","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",55139,49819,5320,"Ellis County, Texas",232,1839,1813
"G4801410","2011","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",274827,257285,17542,"El Paso County, Texas",673,3236,3257
"G4801570","2011","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",208682,194513,14169,"Fort Bend County, Texas",319,3206,3213
"G4801670","2011","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",133519,108966,24553,"Galveston County, Texas",562,1841,1804
"G4801810","2011","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",53975,46447,7528,"Grayson County, Texas",275,1432,1389
"G4801830","2011","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",49706,45443,4263,"Gregg County, Texas",378,1211,1204
"G4801870","2011","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",51820,49217,2603,"Guadalupe County, Texas",278,1070,1039
"G4802010","2011","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1612208,1417603,194605,"Harris County, Texas",1114,8832,8765
"G4802030","2011","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",27825,24238,3587,"Harrison County, Texas",229,1138,1143
"G4802090","2011","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",61833,56754,5079,"Hays County, Texas",616,1621,1603
"G4802130","2011","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",39799,29567,10232,"Henderson County, Texas",170,1636,1618
"G4802150","2011","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",250243,215877,34366,"Hidalgo County, Texas",420,3852,3826
"G4802310","2011","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",37140,30913,6227,"Hunt County, Texas",394,1333,1320
"G4802450","2011","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",105575,92904,12671,"Jefferson County, Texas",855,2169,1869
"G4802510","2011","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",57500,52562,4938,"Johnson County, Texas",293,1394,1347
"G4802570","2011","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",39313,36007,3306,"Kaufman County, Texas",278,1489,1457
"G4802910","2011","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",28957,24215,4742,"Liberty County, Texas",319,1071,1081
"G4803030","2011","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",115770,104390,11380,"Lubbock County, Texas",776,2428,2218
"G4803090","2011","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",95961,84117,11844,"McLennan County, Texas",444,1713,1674
"G4803290","2011","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",55102,50842,4260,"Midland County, Texas",260,1248,1238
"G4803390","2011","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",182539,165692,16847,"Montgomery County, Texas",305,3766,3694
"G4803470","2011","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",27509,23198,4311,"Nacogdoches County, Texas",728,1308,978
"G4803550","2011","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",142448,122780,19668,"Nueces County, Texas",573,2361,2296
"G4803610","2011","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",35456,30786,4670,"Orange County, Texas",137,1146,1137
"G4803670","2011","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",48248,43364,4884,"Parker County, Texas",389,1780,1671
"G4803750","2011","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",47301,42442,4859,"Potter County, Texas",442,983,860
"G4803810","2011","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",52458,48977,3481,"Randall County, Texas",345,1308,1330
"G4803970","2011","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",29301,27513,1788,"Rockwall County, Texas",203,966,935
"G4804090","2011","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",26479,21525,4954,"San Patricio County, Texas",132,1121,1103
"G4804230","2011","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",88716,80332,8384,"Smith County, Texas",439,1913,1831
"G4804390","2011","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",723299,653266,70033,"Tarrant County, Texas",839,6523,6410
"G4804410","2011","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",56056,48414,7642,"Taylor County, Texas",407,1679,1630
"G4804510","2011","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",47108,41711,5397,"Tom Green County, Texas",809,1360,1303
