GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JRJE001,JRJE002,JRJE003,NAME_M,JRJM001,JRJM002,JRJM003
"G1900570","2006-2010","IA",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19057",,,"Des Moines County, Iowa",18629,16862,1767,"Des Moines County, Iowa",147,337,305
"G1900590","2006-2010","IA",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19059",,,"Dickinson County, Iowa",12692,8103,4589,"Dickinson County, Iowa",224,257,266
"G1900610","2006-2010","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19061",,,"Dubuque County, Iowa",38619,36787,1832,"Dubuque County, Iowa",592,686,320
"G1900630","2006-2010","IA",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19063",,,"Emmet County, Iowa",4788,4286,502,"Emmet County, Iowa",150,212,153
"G1900650","2006-2010","IA",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19065",,,"Fayette County, Iowa",9579,8474,1105,"Fayette County, Iowa",121,257,199
"G1900670","2006-2010","IA",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19067",,,"Floyd County, Iowa",7521,6779,742,"Floyd County, Iowa",106,225,201
"G1900690","2006-2010","IA",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19069",,,"Franklin County, Iowa",4882,4189,693,"Franklin County, Iowa",63,209,181
"G1900710","2006-2010","IA",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19071",,,"Fremont County, Iowa",3445,3119,326,"Fremont County, Iowa",47,84,76
"G1900730","2006-2010","IA",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19073",,,"Greene County, Iowa",4563,4168,395,"Greene County, Iowa",59,145,120
"G1900750","2006-2010","IA",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19075",,,"Grundy County, Iowa",5537,5042,495,"Grundy County, Iowa",57,131,115
"G1900770","2006-2010","IA",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19077",,,"Guthrie County, Iowa",5749,4669,1080,"Guthrie County, Iowa",50,151,148
"G1900790","2006-2010","IA",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19079",,,"Hamilton County, Iowa",7222,6603,619,"Hamilton County, Iowa",66,162,143
"G1900810","2006-2010","IA",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19081",,,"Hancock County, Iowa",5334,4774,560,"Hancock County, Iowa",87,150,122
"G1900830","2006-2010","IA",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19083",,,"Hardin County, Iowa",8290,7353,937,"Hardin County, Iowa",146,263,194
"G1900850","2006-2010","IA",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19085",,,"Harrison County, Iowa",6760,6096,664,"Harrison County, Iowa",77,182,148
"G1900870","2006-2010","IA",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19087",,,"Henry County, Iowa",8308,7657,651,"Henry County, Iowa",133,233,153
"G1900890","2006-2010","IA",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19089",,,"Howard County, Iowa",4382,4021,361,"Howard County, Iowa",132,151,93
"G1900910","2006-2010","IA",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19091",,,"Humboldt County, Iowa",4692,4289,403,"Humboldt County, Iowa",67,107,95
"G1900930","2006-2010","IA",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19093",,,"Ida County, Iowa",3458,3123,335,"Ida County, Iowa",63,109,87
"G1900950","2006-2010","IA",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19095",,,"Iowa County, Iowa",7178,6657,521,"Iowa County, Iowa",152,216,149
"G1900970","2006-2010","IA",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19097",,,"Jackson County, Iowa",9384,8381,1003,"Jackson County, Iowa",120,223,180
"G1900990","2006-2010","IA",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19099",,,"Jasper County, Iowa",16160,15036,1124,"Jasper County, Iowa",253,338,275
"G1901010","2006-2010","IA",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19101",,,"Jefferson County, Iowa",7602,6826,776,"Jefferson County, Iowa",355,445,230
"G1901030","2006-2010","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19103",,,"Johnson County, Iowa",54894,50985,3909,"Johnson County, Iowa",380,619,482
"G1901050","2006-2010","IA",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19105",,,"Jones County, Iowa",8806,8093,713,"Jones County, Iowa",183,245,170
"G1901070","2006-2010","IA",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19107",,,"Keokuk County, Iowa",4971,4571,400,"Keokuk County, Iowa",58,101,101
"G1901090","2006-2010","IA",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19109",,,"Kossuth County, Iowa",7505,6661,844,"Kossuth County, Iowa",132,193,137
"G1901110","2006-2010","IA",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19111",,,"Lee County, Iowa",16338,14234,2104,"Lee County, Iowa",328,438,332
"G1901130","2006-2010","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19113",,,"Linn County, Iowa",91151,85447,5704,"Linn County, Iowa",349,627,591
"G1901150","2006-2010","IA",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19115",,,"Louisa County, Iowa",5016,4280,736,"Louisa County, Iowa",125,174,141
"G1901170","2006-2010","IA",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19117",,,"Lucas County, Iowa",4257,3668,589,"Lucas County, Iowa",45,162,161
"G1901190","2006-2010","IA",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19119",,,"Lyon County, Iowa",4826,4365,461,"Lyon County, Iowa",221,247,110
"G1901210","2006-2010","IA",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19121",,,"Madison County, Iowa",6491,5753,738,"Madison County, Iowa",74,220,200
"G1901230","2006-2010","IA",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19123",,,"Mahaska County, Iowa",9774,8988,786,"Mahaska County, Iowa",174,243,176
"G1901250","2006-2010","IA",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19125",,,"Marion County, Iowa",13862,12522,1340,"Marion County, Iowa",167,336,266
"G1901270","2006-2010","IA",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19127",,,"Marshall County, Iowa",16845,15517,1328,"Marshall County, Iowa",222,315,219
"G1901290","2006-2010","IA",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19129",,,"Mills County, Iowa",6074,5581,493,"Mills County, Iowa",158,188,169
"G1901310","2006-2010","IA",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19131",,,"Mitchell County, Iowa",4813,4328,485,"Mitchell County, Iowa",73,157,144
"G1901330","2006-2010","IA",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19133",,,"Monona County, Iowa",4708,4200,508,"Monona County, Iowa",57,143,138
"G1901350","2006-2010","IA",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19135",,,"Monroe County, Iowa",3831,3384,447,"Monroe County, Iowa",55,179,169
"G1901370","2006-2010","IA",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19137",,,"Montgomery County, Iowa",5275,4519,756,"Montgomery County, Iowa",53,154,145
"G1901390","2006-2010","IA",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19139",,,"Muscatine County, Iowa",17849,16481,1368,"Muscatine County, Iowa",71,293,295
"G1901410","2006-2010","IA",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19141",,,"O'Brien County, Iowa",6638,6022,616,"O'Brien County, Iowa",72,163,143
"G1901430","2006-2010","IA",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19143",,,"Osceola County, Iowa",2997,2724,273,"Osceola County, Iowa",64,107,86
"G1901450","2006-2010","IA",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19145",,,"Page County, Iowa",7200,6396,804,"Page County, Iowa",386,411,176
"G1901470","2006-2010","IA",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19147",,,"Palo Alto County, Iowa",4646,3979,667,"Palo Alto County, Iowa",92,132,127
"G1901490","2006-2010","IA",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19149",,,"Plymouth County, Iowa",10517,9804,713,"Plymouth County, Iowa",74,175,166
"G1901510","2006-2010","IA",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19151",,,"Pocahontas County, Iowa",3847,3317,530,"Pocahontas County, Iowa",58,88,77
"G1901530","2006-2010","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19153",,,"Polk County, Iowa",180177,168352,11825,"Polk County, Iowa",414,1132,1060
"G1901550","2006-2010","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19155",,,"Pottawattamie County, Iowa",39146,36325,2821,"Pottawattamie County, Iowa",283,489,370
"G1901570","2006-2010","IA",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19157",,,"Poweshiek County, Iowa",8951,7650,1301,"Poweshiek County, Iowa",182,291,226
"G1901590","2006-2010","IA",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19159",,,"Ringgold County, Iowa",2666,2072,594,"Ringgold County, Iowa",48,109,103
"G1901610","2006-2010","IA",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19161",,,"Sac County, Iowa",5456,4535,921,"Sac County, Iowa",66,122,118
"G1901630","2006-2010","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19163",,,"Scott County, Iowa",71006,66318,4688,"Scott County, Iowa",311,600,563
"G1901650","2006-2010","IA",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19165",,,"Shelby County, Iowa",5512,5070,442,"Shelby County, Iowa",88,142,121
"G1901670","2006-2010","IA",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19167",,,"Sioux County, Iowa",12122,11522,600,"Sioux County, Iowa",204,232,176
"G1901690","2006-2010","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19169",,,"Story County, Iowa",36031,34227,1804,"Story County, Iowa",319,450,321
"G1901710","2006-2010","IA",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19171",,,"Tama County, Iowa",7757,7058,699,"Tama County, Iowa",103,204,164
"G1901730","2006-2010","IA",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19173",,,"Taylor County, Iowa",3139,2687,452,"Taylor County, Iowa",30,96,92
"G1901750","2006-2010","IA",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19175",,,"Union County, Iowa",5908,5326,582,"Union County, Iowa",98,167,151
"G1901770","2006-2010","IA",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19177",,,"Van Buren County, Iowa",3679,3098,581,"Van Buren County, Iowa",79,104,119
"G1901790","2006-2010","IA",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19179",,,"Wapello County, Iowa",16134,14764,1370,"Wapello County, Iowa",125,290,258
"G1901810","2006-2010","IA",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19181",,,"Warren County, Iowa",17931,17008,923,"Warren County, Iowa",145,268,228
"G1901830","2006-2010","IA",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19183",,,"Washington County, Iowa",9372,8767,605,"Washington County, Iowa",87,180,152
"G1901850","2006-2010","IA",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19185",,,"Wayne County, Iowa",3259,2742,517,"Wayne County, Iowa",33,84,82
"G1901870","2006-2010","IA",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19187",,,"Webster County, Iowa",17097,15936,1161,"Webster County, Iowa",310,381,254
"G1901890","2006-2010","IA",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19189",,,"Winnebago County, Iowa",5191,4711,480,"Winnebago County, Iowa",112,161,133
"G1901910","2006-2010","IA",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19191",,,"Winneshiek County, Iowa",8680,7869,811,"Winneshiek County, Iowa",184,253,169
"G1901930","2006-2010","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19193",,,"Woodbury County, Iowa",41616,38739,2877,"Woodbury County, Iowa",316,468,346
"G1901950","2006-2010","IA",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19195",,,"Worth County, Iowa",3554,3279,275,"Worth County, Iowa",43,84,82
"G1901970","2006-2010","IA",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19197",,,"Wright County, Iowa",6544,5545,999,"Wright County, Iowa",72,205,191
"G2000010","2006-2010","KS",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20001",,,"Allen County, Kansas",6269,5575,694,"Allen County, Kansas",114,174,151
"G2000030","2006-2010","KS",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20003",,,"Anderson County, Kansas",3718,3188,530,"Anderson County, Kansas",60,152,151
"G2000050","2006-2010","KS",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20005",,,"Atchison County, Kansas",6971,6220,751,"Atchison County, Kansas",209,288,182
"G2000070","2006-2010","KS",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20007",,,"Barber County, Kansas",2773,2304,469,"Barber County, Kansas",74,134,113
"G2000090","2006-2010","KS",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20009",,,"Barton County, Kansas",12769,11472,1297,"Barton County, Kansas",121,326,302
"G2000110","2006-2010","KS",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20011",,,"Bourbon County, Kansas",7202,5833,1369,"Bourbon County, Kansas",104,215,178
"G2000130","2006-2010","KS",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20013",,,"Brown County, Kansas",4809,4080,729,"Brown County, Kansas",56,138,133
"G2000150","2006-2010","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20015",,,"Butler County, Kansas",25817,23987,1830,"Butler County, Kansas",239,414,325
"G2000170","2006-2010","KS",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20017",,,"Chase County, Kansas",1515,1175,340,"Chase County, Kansas",13,89,87
"G2000190","2006-2010","KS",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20019",,,"Chautauqua County, Kansas",2171,1554,617,"Chautauqua County, Kansas",55,108,92
"G2000210","2006-2010","KS",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20021",,,"Cherokee County, Kansas",9986,8362,1624,"Cherokee County, Kansas",83,327,312
"G2000230","2006-2010","KS",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20023",,,"Cheyenne County, Kansas",1540,1269,271,"Cheyenne County, Kansas",17,68,64
"G2000250","2006-2010","KS",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20025",,,"Clark County, Kansas",1137,954,183,"Clark County, Kansas",70,74,53
"G2000270","2006-2010","KS",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20027",,,"Clay County, Kansas",4068,3561,507,"Clay County, Kansas",82,167,156
"G2000290","2006-2010","KS",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20029",,,"Cloud County, Kansas",4712,3970,742,"Cloud County, Kansas",187,213,142
"G2000310","2006-2010","KS",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20031",,,"Coffey County, Kansas",3956,3445,511,"Coffey County, Kansas",100,151,110
"G2000330","2006-2010","KS",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20033",,,"Comanche County, Kansas",1098,832,266,"Comanche County, Kansas",69,83,68
"G2000350","2006-2010","KS",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20035",,,"Cowley County, Kansas",16055,13583,2472,"Cowley County, Kansas",213,380,329
"G2000370","2006-2010","KS",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20037",,,"Crawford County, Kansas",17807,15484,2323,"Crawford County, Kansas",239,420,338
"G2000390","2006-2010","KS",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20039",,,"Decatur County, Kansas",1803,1517,286,"Decatur County, Kansas",92,106,83
"G2000410","2006-2010","KS",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20041",,,"Dickinson County, Kansas",8920,7559,1361,"Dickinson County, Kansas",65,240,228
"G2000430","2006-2010","KS",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20043",,,"Doniphan County, Kansas",3569,3123,446,"Doniphan County, Kansas",83,128,86
"G2000450","2006-2010","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20045",,,"Douglas County, Kansas",46037,42943,3094,"Douglas County, Kansas",474,656,485
"G2000470","2006-2010","KS",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20047",,,"Edwards County, Kansas",1660,1389,271,"Edwards County, Kansas",64,80,63
"G2000490","2006-2010","KS",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20049",,,"Elk County, Kansas",1793,1340,453,"Elk County, Kansas",49,92,82
"G2000510","2006-2010","KS",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20051",,,"Ellis County, Kansas",12752,11721,1031,"Ellis County, Kansas",243,412,303
"G2000530","2006-2010","KS",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20053",,,"Ellsworth County, Kansas",3261,2564,697,"Ellsworth County, Kansas",71,130,103
"G2000550","2006-2010","KS",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20055",,,"Finney County, Kansas",13426,11974,1452,"Finney County, Kansas",119,329,309
"G2000570","2006-2010","KS",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20057",,,"Ford County, Kansas",12022,11010,1012,"Ford County, Kansas",58,239,225
"G2000590","2006-2010","KS",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20059",,,"Franklin County, Kansas",11124,10197,927,"Franklin County, Kansas",181,296,227
"G2000610","2006-2010","KS",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20061",,,"Geary County, Kansas",13586,11379,2207,"Geary County, Kansas",122,329,295
"G2000630","2006-2010","KS",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20063",,,"Gove County, Kansas",1395,1182,213,"Gove County, Kansas",19,48,44
"G2000650","2006-2010","KS",,,"Kansas","20","Graham County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20065",,,"Graham County, Kansas",1519,1157,362,"Graham County, Kansas",79,94,77
"G2000670","2006-2010","KS",,,"Kansas","20","Grant County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20067",,,"Grant County, Kansas",2975,2723,252,"Grant County, Kansas",48,134,130
"G2000690","2006-2010","KS",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20069",,,"Gray County, Kansas",2328,2051,277,"Gray County, Kansas",22,80,80
"G2000710","2006-2010","KS",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20071",,,"Greeley County, Kansas",656,507,149,"Greeley County, Kansas",50,52,39
"G2000730","2006-2010","KS",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20073",,,"Greenwood County, Kansas",4126,3020,1106,"Greenwood County, Kansas",49,171,173
"G2000750","2006-2010","KS",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20075",,,"Hamilton County, Kansas",1308,1125,183,"Hamilton County, Kansas",90,105,58
"G2000770","2006-2010","KS",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20077",,,"Harper County, Kansas",3145,2647,498,"Harper County, Kansas",143,162,106
"G2000790","2006-2010","KS",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20079",,,"Harvey County, Kansas",14408,13252,1156,"Harvey County, Kansas",224,341,232
"G2000810","2006-2010","KS",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20081",,,"Haskell County, Kansas",1673,1381,292,"Haskell County, Kansas",15,67,67
"G2000830","2006-2010","KS",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20083",,,"Hodgeman County, Kansas",989,787,202,"Hodgeman County, Kansas",67,64,51
"G2000850","2006-2010","KS",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20085",,,"Jackson County, Kansas",5691,5205,486,"Jackson County, Kansas",133,177,138
"G2000870","2006-2010","KS",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20087",,,"Jefferson County, Kansas",8123,7512,611,"Jefferson County, Kansas",49,169,170
"G2000890","2006-2010","KS",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20089",,,"Jewell County, Kansas",2056,1455,601,"Jewell County, Kansas",19,71,69
