GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RP8E001,RP8E002,RP8E003,NAME_M,RP8M001,RP8M002,RP8M003
"G4701550","2005-2009","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",42669,31140,11529,"Sevier County, Tennessee",140,594,567
"G4701570","2005-2009","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",397268,344095,53173,"Shelby County, Tennessee",847,2081,1749
"G4701590","2005-2009","TN",,,"Tennessee","47","Smith County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47159","Smith County, Tennessee",8244,6825,1419,"Smith County, Tennessee",79,223,205
"G4701610","2005-2009","TN",,,"Tennessee","47","Stewart County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47161","Stewart County, Tennessee",6350,4986,1364,"Stewart County, Tennessee",27,251,253
"G4701630","2005-2009","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",73660,67284,6376,"Sullivan County, Tennessee",432,823,715
"G4701650","2005-2009","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",61661,57714,3947,"Sumner County, Tennessee",186,602,593
"G4701670","2005-2009","TN",,,"Tennessee","47","Tipton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47167","Tipton County, Tennessee",22941,21323,1618,"Tipton County, Tennessee",370,481,329
"G4701690","2005-2009","TN",,,"Tennessee","47","Trousdale County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47169","Trousdale County, Tennessee",3384,2896,488,"Trousdale County, Tennessee",15,154,153
"G4701710","2005-2009","TN",,,"Tennessee","47","Unicoi County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47171","Unicoi County, Tennessee",8605,7296,1309,"Unicoi County, Tennessee",124,294,276
"G4701730","2005-2009","TN",,,"Tennessee","47","Union County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47173","Union County, Tennessee",9096,7718,1378,"Union County, Tennessee",86,269,259
"G4701750","2005-2009","TN",,,"Tennessee","47","Van Buren County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47175","Van Buren County, Tennessee",2588,2048,540,"Van Buren County, Tennessee",87,151,117
"G4701770","2005-2009","TN",,,"Tennessee","47","Warren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47177","Warren County, Tennessee",17475,14986,2489,"Warren County, Tennessee",188,387,348
"G4701790","2005-2009","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",52815,46676,6139,"Washington County, Tennessee",456,728,593
"G4701810","2005-2009","TN",,,"Tennessee","47","Wayne County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47181","Wayne County, Tennessee",7109,5822,1287,"Wayne County, Tennessee",144,275,224
"G4701830","2005-2009","TN",,,"Tennessee","47","Weakley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47183","Weakley County, Tennessee",15741,13860,1881,"Weakley County, Tennessee",233,465,361
"G4701850","2005-2009","TN",,,"Tennessee","47","White County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47185","White County, Tennessee",10704,9315,1389,"White County, Tennessee",47,221,227
"G4701870","2005-2009","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",60656,57490,3166,"Williamson County, Tennessee",83,496,496
"G4701890","2005-2009","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",42562,40149,2413,"Wilson County, Tennessee",179,455,405
"G4800010","2005-2009","TX",,,"Texas","48","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48001","Anderson County, Texas",19366,15497,3869,"Anderson County, Texas",510,676,388
"G4800030","2005-2009","TX",,,"Texas","48","Andrews County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48003","Andrews County, Texas",5657,5119,538,"Andrews County, Texas",17,206,208
"G4800050","2005-2009","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",34300,30247,4053,"Angelina County, Texas",397,635,513
"G4800070","2005-2009","TX",,,"Texas","48","Aransas County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48007","Aransas County, Texas",14520,9966,4554,"Aransas County, Texas",120,408,410
"G4800090","2005-2009","TX",,,"Texas","48","Archer County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48009","Archer County, Texas",4017,3348,669,"Archer County, Texas",20,103,100
"G4800110","2005-2009","TX",,,"Texas","48","Armstrong County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48011","Armstrong County, Texas",954,769,185,"Armstrong County, Texas",85,105,53
"G4800130","2005-2009","TX",,,"Texas","48","Atascosa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48013","Atascosa County, Texas",15909,13634,2275,"Atascosa County, Texas",104,369,357
"G4800150","2005-2009","TX",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48015","Austin County, Texas",10866,9028,1838,"Austin County, Texas",64,333,326
"G4800170","2005-2009","TX",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48017","Bailey County, Texas",2948,2313,635,"Bailey County, Texas",235,199,189
"G4800190","2005-2009","TX",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48019","Bandera County, Texas",10088,7320,2768,"Bandera County, Texas",101,316,306
"G4800210","2005-2009","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",24999,22018,2981,"Bastrop County, Texas",274,440,395
"G4800230","2005-2009","TX",,,"Texas","48","Baylor County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48023","Baylor County, Texas",2863,1702,1161,"Baylor County, Texas",194,166,154
"G4800250","2005-2009","TX",,,"Texas","48","Bee County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48025","Bee County, Texas",11230,9107,2123,"Bee County, Texas",499,564,350
"G4800270","2005-2009","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",112653,96378,16275,"Bell County, Texas",669,1298,1023
"G4800290","2005-2009","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",599229,540332,58897,"Bexar County, Texas",1250,2354,2059
"G4800310","2005-2009","TX",,,"Texas","48","Blanco County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48031","Blanco County, Texas",4314,3459,855,"Blanco County, Texas",25,195,196
"G4800330","2005-2009","TX",,,"Texas","48","Borden County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48033","Borden County, Texas",452,256,196,"Borden County, Texas",32,40,40
"G4800350","2005-2009","TX",,,"Texas","48","Bosque County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48035","Bosque County, Texas",8965,6562,2403,"Bosque County, Texas",321,368,190
"G4800370","2005-2009","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",38601,34159,4442,"Bowie County, Texas",345,537,452
"G4800390","2005-2009","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",112518,100617,11901,"Brazoria County, Texas",509,1077,884
"G4800410","2005-2009","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",70202,62350,7852,"Brazos County, Texas",464,835,708
"G4800430","2005-2009","TX",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48043","Brewster County, Texas",4869,3995,874,"Brewster County, Texas",187,271,184
"G4800450","2005-2009","TX",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48045","Briscoe County, Texas",1051,707,344,"Briscoe County, Texas",83,91,56
"G4800470","2005-2009","TX",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48047","Brooks County, Texas",3526,2850,676,"Brooks County, Texas",271,278,171
"G4800490","2005-2009","TX",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48049","Brown County, Texas",18757,14080,4677,"Brown County, Texas",322,457,341
"G4800510","2005-2009","TX",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48051","Burleson County, Texas",8679,6757,1922,"Burleson County, Texas",26,263,264
"G4800530","2005-2009","TX",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48053","Burnet County, Texas",19797,16061,3736,"Burnet County, Texas",169,479,436
"G4800550","2005-2009","TX",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48055","Caldwell County, Texas",13271,11243,2028,"Caldwell County, Texas",503,597,378
"G4800570","2005-2009","TX",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48057","Calhoun County, Texas",11001,7926,3075,"Calhoun County, Texas",48,265,264
"G4800590","2005-2009","TX",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48059","Callahan County, Texas",6214,5093,1121,"Callahan County, Texas",62,208,215
"G4800610","2005-2009","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",143029,116170,26859,"Cameron County, Texas",286,1106,1051
"G4800630","2005-2009","TX",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48063","Camp County, Texas",5444,4422,1022,"Camp County, Texas",156,291,238
"G4800650","2005-2009","TX",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48065","Carson County, Texas",2909,2544,365,"Carson County, Texas",17,100,99
"G4800670","2005-2009","TX",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48067","Cass County, Texas",14539,12313,2226,"Cass County, Texas",92,250,259
"G4800690","2005-2009","TX",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48069","Castro County, Texas",3232,2772,460,"Castro County, Texas",81,142,124
"G4800710","2005-2009","TX",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48071","Chambers County, Texas",13373,11615,1758,"Chambers County, Texas",96,285,279
"G4800730","2005-2009","TX",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48073","Cherokee County, Texas",20140,16356,3784,"Cherokee County, Texas",157,417,376
"G4800750","2005-2009","TX",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48075","Childress County, Texas",3236,2432,804,"Childress County, Texas",217,239,215
"G4800770","2005-2009","TX",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48077","Clay County, Texas",5196,4583,613,"Clay County, Texas",26,118,119
"G4800790","2005-2009","TX",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48079","Cochran County, Texas",1602,1273,329,"Cochran County, Texas",76,97,64
"G4800810","2005-2009","TX",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48081","Coke County, Texas",2994,1456,1538,"Coke County, Texas",94,134,111
"G4800830","2005-2009","TX",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48083","Coleman County, Texas",5363,3534,1829,"Coleman County, Texas",104,244,223
"G4800850","2005-2009","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",273312,255800,17512,"Collin County, Texas",322,1298,1263
"G4800870","2005-2009","TX",,,"Texas","48","Collingsworth County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48087","Collingsworth County, Texas",1671,1242,429,"Collingsworth County, Texas",123,105,84
"G4800890","2005-2009","TX",,,"Texas","48","Colorado County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48089","Colorado County, Texas",9743,7727,2016,"Colorado County, Texas",117,295,280
"G4800910","2005-2009","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",44212,38087,6125,"Comal County, Texas",551,776,530
"G4800930","2005-2009","TX",,,"Texas","48","Comanche County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48093","Comanche County, Texas",7349,5433,1916,"Comanche County, Texas",95,243,238
"G4800950","2005-2009","TX",,,"Texas","48","Concho County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48095","Concho County, Texas",1547,980,567,"Concho County, Texas",81,105,68
"G4800970","2005-2009","TX",,,"Texas","48","Cooke County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48097","Cooke County, Texas",15876,14056,1820,"Cooke County, Texas",104,339,306
"G4800990","2005-2009","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",23544,19854,3690,"Coryell County, Texas",455,672,428
"G4801010","2005-2009","TX",,,"Texas","48","Cottle County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48101","Cottle County, Texas",1151,663,488,"Cottle County, Texas",50,73,73
"G4801030","2005-2009","TX",,,"Texas","48","Crane County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48103","Crane County, Texas",1657,1489,168,"Crane County, Texas",146,151,76
"G4801050","2005-2009","TX",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48105","Crockett County, Texas",2072,1380,692,"Crockett County, Texas",205,179,183
"G4801070","2005-2009","TX",,,"Texas","48","Crosby County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48107","Crosby County, Texas",3236,2413,823,"Crosby County, Texas",118,154,79
"G4801090","2005-2009","TX",,,"Texas","48","Culberson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48109","Culberson County, Texas",1092,750,342,"Culberson County, Texas",154,137,112
"G4801110","2005-2009","TX",,,"Texas","48","Dallam County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48111","Dallam County, Texas",2779,2060,719,"Dallam County, Texas",16,174,176
"G4801130","2005-2009","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",934468,832734,101734,"Dallas County, Texas",980,2656,2581
"G4801150","2005-2009","TX",,,"Texas","48","Dawson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48115","Dawson County, Texas",5529,4540,989,"Dawson County, Texas",75,233,218
"G4801170","2005-2009","TX",,,"Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48117","Deaf Smith County, Texas",7049,6086,963,"Deaf Smith County, Texas",106,257,220
"G4801190","2005-2009","TX",,,"Texas","48","Delta County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48119","Delta County, Texas",2501,2085,416,"Delta County, Texas",17,97,94
"G4801210","2005-2009","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",219299,202351,16948,"Denton County, Texas",1014,1472,1014
"G4801230","2005-2009","TX",,,"Texas","48","DeWitt County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48123","DeWitt County, Texas",9008,7233,1775,"DeWitt County, Texas",135,223,236
"G4801250","2005-2009","TX",,,"Texas","48","Dickens County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48125","Dickens County, Texas",1378,865,513,"Dickens County, Texas",105,106,58
"G4801270","2005-2009","TX",,,"Texas","48","Dimmit County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48127","Dimmit County, Texas",4260,3519,741,"Dimmit County, Texas",79,212,192
"G4801290","2005-2009","TX",,,"Texas","48","Donley County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48129","Donley County, Texas",2450,1445,1005,"Donley County, Texas",156,159,103
"G4801310","2005-2009","TX",,,"Texas","48","Duval County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48131","Duval County, Texas",5801,4455,1346,"Duval County, Texas",88,241,219
"G4801330","2005-2009","TX",,,"Texas","48","Eastland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48133","Eastland County, Texas",9813,7126,2687,"Eastland County, Texas",217,390,293
"G4801350","2005-2009","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",51519,46561,4958,"Ector County, Texas",214,503,503
"G4801370","2005-2009","TX",,,"Texas","48","Edwards County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48137","Edwards County, Texas",1324,759,565,"Edwards County, Texas",84,78,68
"G4801390","2005-2009","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",49917,46407,3510,"Ellis County, Texas",239,579,534
"G4801410","2005-2009","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",253038,234366,18672,"El Paso County, Texas",699,1386,1142
"G4801430","2005-2009","TX",,,"Texas","48","Erath County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48143","Erath County, Texas",15429,13121,2308,"Erath County, Texas",181,393,329
"G4801450","2005-2009","TX",,,"Texas","48","Falls County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48145","Falls County, Texas",7873,5916,1957,"Falls County, Texas",131,234,188
"G4801470","2005-2009","TX",,,"Texas","48","Fannin County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48147","Fannin County, Texas",13628,11344,2284,"Fannin County, Texas",156,306,250
"G4801490","2005-2009","TX",,,"Texas","48","Fayette County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48149","Fayette County, Texas",11510,9390,2120,"Fayette County, Texas",140,307,270
"G4801510","2005-2009","TX",,,"Texas","48","Fisher County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48151","Fisher County, Texas",2360,1777,583,"Fisher County, Texas",98,121,102
"G4801530","2005-2009","TX",,,"Texas","48","Floyd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48153","Floyd County, Texas",3224,2851,373,"Floyd County, Texas",78,81,113
"G4801550","2005-2009","TX",,,"Texas","48","Foard County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48155","Foard County, Texas",868,592,276,"Foard County, Texas",55,66,48
"G4801570","2005-2009","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",149230,140542,8688,"Fort Bend County, Texas",260,666,672
"G4801590","2005-2009","TX",,,"Texas","48","Franklin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48159","Franklin County, Texas",5436,3564,1872,"Franklin County, Texas",18,244,245
"G4801610","2005-2009","TX",,,"Texas","48","Freestone County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48161","Freestone County, Texas",8689,6844,1845,"Freestone County, Texas",405,466,270
"G4801630","2005-2009","TX",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48163","Frio County, Texas",5917,4661,1256,"Frio County, Texas",108,269,243
"G4801650","2005-2009","TX",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48165","Gaines County, Texas",5596,4942,654,"Gaines County, Texas",18,196,195
"G4801670","2005-2009","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",130739,107133,23606,"Galveston County, Texas",450,1181,1098
"G4801690","2005-2009","TX",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48169","Garza County, Texas",1491,1202,289,"Garza County, Texas",258,236,104
"G4801710","2005-2009","TX",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48171","Gillespie County, Texas",10850,9363,1487,"Gillespie County, Texas",124,257,223
"G4801730","2005-2009","TX",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48173","Glasscock County, Texas",679,480,199,"Glasscock County, Texas",41,55,47
"G4801750","2005-2009","TX",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48175","Goliad County, Texas",3595,2862,733,"Goliad County, Texas",20,178,178
"G4801770","2005-2009","TX",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48177","Gonzales County, Texas",8481,7113,1368,"Gonzales County, Texas",386,452,214
"G4801790","2005-2009","TX",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48179","Gray County, Texas",10599,8377,2222,"Gray County, Texas",133,279,264
"G4801810","2005-2009","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",51722,44694,7028,"Grayson County, Texas",386,713,614
