GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S25E001,S25E002,S25E003,NAME_M,S25M001,S25M002,S25M003
"G4804090","2013","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",26740,22725,4015,"San Patricio County, Texas",157,1090,1077
"G4804230","2013","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",87737,79043,8694,"Smith County, Texas",540,1976,1984
"G4804390","2013","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",730669,673785,56884,"Tarrant County, Texas",848,4965,5091
"G4804410","2013","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",56341,49880,6461,"Taylor County, Texas",462,1442,1389
"G4804510","2013","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",47103,43376,3727,"Tom Green County, Texas",779,1308,1045
"G4804530","2013","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",461551,428889,32662,"Travis County, Texas",2626,4220,3514
"G4804690","2013","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",35476,32512,2964,"Victoria County, Texas",283,907,894
"G4804710","2013","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",24638,20440,4198,"Walker County, Texas",1335,1674,1201
"G4804790","2013","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",76241,68696,7545,"Webb County, Texas",319,1627,1580
"G4804850","2013","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",55763,49809,5954,"Wichita County, Texas",1085,1571,1189
"G4804910","2013","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",171144,161887,9257,"Williamson County, Texas",525,2119,2008
"G4900050","2013","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",38728,35232,3496,"Cache County, Utah",402,1119,979
"G4900110","2013","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",101409,96480,4929,"Davis County, Utah",145,1582,1564
"G4900350","2013","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",371490,348179,23311,"Salt Lake County, Utah",518,3009,2903
"G4900490","2013","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",154040,146644,7396,"Utah County, Utah",613,1653,1572
"G4900530","2013","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",60528,49394,11134,"Washington County, Utah",440,1851,1831
"G4900570","2013","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",87109,79829,7280,"Weber County, Utah",385,1487,1408
"G5000070","2013","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",66647,62927,3720,"Chittenden County, Vermont",286,1239,1220
"G5100030","2013","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",43483,39022,4461,"Albemarle County, Virginia",940,1279,1185
"G5100130","2013","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",109689,98973,10716,"Arlington County, Virginia",504,2218,2182
"G5100150","2013","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",31552,26961,4591,"Augusta County, Virginia",476,1007,947
"G5100190","2013","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",32444,27955,4489,"Bedford County, Virginia",89,1236,1247
"G5100410","2013","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",125030,115675,9355,"Chesterfield County, Virginia",521,1984,1862
"G5100590","2013","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",409303,391784,17519,"Fairfax County, Virginia",591,2787,2668
"G5100610","2013","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",25930,23219,2711,"Fauquier County, Virginia",110,877,882
"G5100690","2013","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",32007,29643,2364,"Frederick County, Virginia",228,1070,1035
"G5100850","2013","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",39260,37791,1469,"Hanover County, Virginia",294,797,760
"G5100870","2013","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",134069,123334,10735,"Henrico County, Virginia",286,2210,2211
"G5100950","2013","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",30986,27484,3502,"James City County, Virginia",277,1315,1272
"G5101070","2013","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",118351,112749,5602,"Loudoun County, Virginia",300,1291,1243
"G5101210","2013","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",38849,34883,3966,"Montgomery County, Virginia",689,1536,1313
"G5101530","2013","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",142546,137636,4910,"Prince William County, Virginia",456,1322,1271
"G5101610","2013","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",40349,38224,2125,"Roanoke County, Virginia",408,999,1044
"G5101650","2013","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",34074,28855,5219,"Rockingham County, Virginia",253,1176,1179
"G5101770","2013","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",45734,42286,3448,"Spotsylvania County, Virginia",146,1055,1062
"G5101790","2013","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",45470,43629,1841,"Stafford County, Virginia",277,914,908
"G5101990","2013","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",26995,24042,2953,"York County, Virginia",146,1009,1014
"G5105100","2013","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",73472,65595,7877,"Alexandria city, Virginia",487,1972,2020
"G5105500","2013","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",86457,80014,6443,"Chesapeake city, Virginia",892,1950,1684
"G5106500","2013","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",60076,53255,6821,"Hampton city, Virginia",383,1462,1414
"G5106800","2013","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",32161,29631,2530,"Lynchburg city, Virginia",576,1105,907
"G5107000","2013","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",77133,67538,9595,"Newport News city, Virginia",595,1794,1744
"G5107100","2013","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",95683,85484,10199,"Norfolk city, Virginia",1603,2393,1604
"G5107400","2013","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",40848,36012,4836,"Portsmouth city, Virginia",328,1208,1166
"G5107600","2013","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",99268,88110,11158,"Richmond city, Virginia",898,2051,1763
"G5107700","2013","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",47142,42759,4383,"Roanoke city, Virginia",478,1384,1392
"G5108000","2013","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",34086,30989,3097,"Suffolk city, Virginia",365,906,827
"G5108100","2013","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",180458,165428,15030,"Virginia Beach city, Virginia",845,2329,2197
"G5300050","2013","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",71275,68334,2941,"Benton County, Washington",535,1186,1109
"G5300070","2013","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",35636,27665,7971,"Chelan County, Washington",301,1554,1542
"G5300090","2013","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",35611,30606,5005,"Clallam County, Washington",246,1037,1015
"G5300110","2013","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",169730,158778,10952,"Clark County, Washington",303,2011,1933
"G5300150","2013","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",43259,38483,4776,"Cowlitz County, Washington",260,1375,1359
"G5300210","2013","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",26038,24434,1604,"Franklin County, Washington",236,705,664
"G5300250","2013","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",35122,29888,5234,"Grant County, Washington",123,1199,1192
"G5300270","2013","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",35090,26815,8275,"Grays Harbor County, Washington",427,1647,1626
"G5300290","2013","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",40412,32990,7422,"Island County, Washington",453,1646,1551
"G5300330","2013","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",868388,819434,48954,"King County, Washington",1143,5599,5413
"G5300350","2013","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",108336,97854,10482,"Kitsap County, Washington",580,2164,2106
"G5300410","2013","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",33936,29040,4896,"Lewis County, Washington",294,1197,1203
"G5300530","2013","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",329569,302287,27282,"Pierce County, Washington",841,3450,3333
"G5300570","2013","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",51542,45234,6308,"Skagit County, Washington",330,1302,1241
"G5300610","2013","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",293095,270616,22479,"Snohomish County, Washington",471,3044,3011
"G5300630","2013","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",204343,186456,17887,"Spokane County, Washington",716,2137,2097
"G5300670","2013","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",110401,99815,10586,"Thurston County, Washington",775,2093,2043
"G5300730","2013","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",91396,78330,13066,"Whatcom County, Washington",401,2307,2303
"G5300770","2013","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",85898,79742,6156,"Yakima County, Washington",377,1363,1316
"G5400030","2013","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",45565,41281,4284,"Berkeley County, West Virginia",194,1392,1418
"G5400110","2013","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",46157,40095,6062,"Cabell County, West Virginia",489,1434,1353
"G5400330","2013","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",31413,27136,4277,"Harrison County, West Virginia",129,994,985
"G5400390","2013","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",91947,82199,9748,"Kanawha County, West Virginia",413,1776,1719
"G5400610","2013","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",44206,37766,6440,"Monongalia County, West Virginia",605,1563,1435
"G5400810","2013","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",35815,30875,4940,"Raleigh County, West Virginia",559,1200,1084
"G5401070","2013","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",40115,36202,3913,"Wood County, West Virginia",180,919,890
"G5500090","2013","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",106216,99703,6513,"Brown County, Wisconsin",576,1777,1691
"G5500250","2013","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",219564,212218,7346,"Dane County, Wisconsin",978,2076,1743
"G5500270","2013","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",37027,31784,5243,"Dodge County, Wisconsin",369,1133,1068
"G5500350","2013","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",42608,39652,2956,"Eau Claire County, Wisconsin",364,1078,1046
"G5500390","2013","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",44191,41202,2989,"Fond du Lac County, Wisconsin",373,1115,996
"G5500550","2013","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",35141,32613,2528,"Jefferson County, Wisconsin",373,780,666
"G5500590","2013","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",69347,62882,6465,"Kenosha County, Wisconsin",608,1655,1531
"G5500630","2013","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",48817,45632,3185,"La Crosse County, Wisconsin",351,1089,1014
"G5500710","2013","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",37098,33343,3755,"Manitowoc County, Wisconsin",252,938,921
"G5500730","2013","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",58051,54422,3629,"Marathon County, Wisconsin",288,1015,995
"G5500790","2013","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",416673,381115,35558,"Milwaukee County, Wisconsin",1007,3017,2939
"G5500870","2013","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",74459,70571,3888,"Outagamie County, Wisconsin",397,1082,1048
"G5500890","2013","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",36433,33805,2628,"Ozaukee County, Wisconsin",273,874,838
"G5500970","2013","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",30193,27605,2588,"Portage County, Wisconsin",355,902,843
"G5501010","2013","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",82057,72057,10000,"Racine County, Wisconsin",464,1766,1673
"G5501050","2013","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",68146,64088,4058,"Rock County, Wisconsin",364,1149,1051
"G5501090","2013","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",34341,32541,1800,"St. Croix County, Wisconsin",139,871,859
"G5501170","2013","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",50487,47295,3192,"Sheboygan County, Wisconsin",243,1062,1035
"G5501270","2013","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",51501,40292,11209,"Walworth County, Wisconsin",361,1454,1388
"G5501310","2013","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",55138,52779,2359,"Washington County, Wisconsin",253,885,789
"G5501330","2013","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",161657,155263,6394,"Waukesha County, Wisconsin",451,1473,1386
"G5501390","2013","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",73795,68985,4810,"Winnebago County, Wisconsin",467,1466,1345
"G5501410","2013","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",34113,31724,2389,"Wood County, Wisconsin",190,868,832
"G5600210","2013","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",40962,35785,5177,"Laramie County, Wyoming",255,1398,1305
"G5600250","2013","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",35183,32665,2518,"Natrona County, Wyoming",261,943,914
"G7200130","2013","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",41440,32556,8884,"Arecibo Municipio, Puerto Rico",1216,1613,1525
"G7200210","2013","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",83664,70934,12730,"Bayamón Municipio, Puerto Rico",1697,2016,1466
"G7200250","2013","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",58189,50891,7298,"Caguas Municipio, Puerto Rico",1240,1511,1109
"G7200310","2013","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",76905,63554,13351,"Carolina Municipio, Puerto Rico",1514,2106,1628
"G7200610","2013","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",40898,36844,4054,"Guaynabo Municipio, Puerto Rico",970,1113,952
"G7200970","2013","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",41178,29928,11250,"Mayagüez Municipio, Puerto Rico",990,1680,1530
"G7201130","2013","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",67140,56289,10851,"Ponce Municipio, Puerto Rico",1246,1806,1358
"G7201270","2013","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",192374,148675,43699,"San Juan Municipio, Puerto Rico",2135,2959,2401
"G7201350","2013","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",25736,22224,3512,"Toa Alta Municipio, Puerto Rico",936,1267,1063
"G7201370","2013","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",34404,28715,5689,"Toa Baja Municipio, Puerto Rico",911,1298,990
"G7201390","2013","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29144,24608,4536,"Trujillo Alto Municipio, Puerto Rico",807,1150,894
