GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA02E001,AA02E002,AA02E003,NAME_M,AA02M001,AA02M002,AA02M003
"G3400390","2014","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",201601,186037,15564,"Union County, New Jersey",498,2682,2587
"G3400410","2014","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",45266,41607,3659,"Warren County, New Jersey",240,1043,983
"G3500010","2014","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",288413,261279,27134,"Bernalillo County, New Mexico",536,3780,3703
"G3500050","2014","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",26692,23747,2945,"Chaves County, New Mexico",279,897,840
"G3500130","2014","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",84225,75530,8695,"Doña Ana County, New Mexico",366,1872,1911
"G3500250","2014","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",25092,21805,3287,"Lea County, New Mexico",516,869,718
"G3500310","2014","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",25779,18148,7631,"McKinley County, New Mexico",112,936,910
"G3500350","2014","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",30969,23190,7779,"Otero County, New Mexico",300,1545,1515
"G3500430","2014","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",54493,49357,5136,"Sandoval County, New Mexico",261,1258,1234
"G3500450","2014","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",49613,40378,9235,"San Juan County, New Mexico",376,1393,1321
"G3500490","2014","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",71726,60565,11161,"Santa Fe County, New Mexico",506,1860,1687
"G3500610","2014","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",30190,26595,3595,"Valencia County, New Mexico",211,1203,1174
"G3600010","2014","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",138229,124716,13513,"Albany County, New York",1132,2418,2055
"G3600050","2014","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",522161,492481,29680,"Bronx County, New York",1271,3016,2900
"G3600070","2014","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",89811,78810,11001,"Broome County, New York",533,1581,1688
"G3600090","2014","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",40957,30735,10222,"Cattaraugus County, New York",333,1061,1006
"G3600110","2014","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",36394,31290,5104,"Cayuga County, New York",737,1091,912
"G3600130","2014","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",66661,52916,13745,"Chautauqua County, New York",483,1601,1515
"G3600150","2014","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",38380,34617,3763,"Chemung County, New York",467,1154,1086
"G3600190","2014","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",35939,31426,4513,"Clinton County, New York",432,1112,1040
"G3600270","2014","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",119108,104190,14918,"Dutchess County, New York",823,2449,2153
"G3600290","2014","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",421172,383657,37515,"Erie County, New York",1282,3313,3141
"G3600450","2014","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",58780,43516,15264,"Jefferson County, New York",320,1464,1450
"G3600470","2014","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1022569,942402,80167,"Kings County, New York",1598,4290,3762
"G3600510","2014","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27309,25334,1975,"Livingston County, New York",463,754,648
"G3600530","2014","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",31770,25932,5838,"Madison County, New York",316,1084,1036
"G3600550","2014","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",323252,298271,24981,"Monroe County, New York",883,3121,2772
"G3600590","2014","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",466973,440168,26805,"Nassau County, New York",664,2552,2451
"G3600610","2014","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",867643,762228,105415,"New York County, New York",2373,8765,7961
"G3600630","2014","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",99197,86907,12290,"Niagara County, New York",521,1623,1533
"G3600650","2014","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",103967,90583,13384,"Oneida County, New York",732,2059,1905
"G3600670","2014","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",204458,185474,18984,"Onondaga County, New York",1047,2280,2232
"G3600690","2014","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",49614,43581,6033,"Ontario County, New York",323,1260,1144
"G3600710","2014","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",139651,124587,15064,"Orange County, New York",695,2048,2051
"G3600750","2014","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",53702,45646,8056,"Oswego County, New York",429,1430,1375
"G3600790","2014","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38319,34234,4085,"Putnam County, New York",306,1134,1125
"G3600810","2014","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",847773,785985,61788,"Queens County, New York",1078,3862,3802
"G3600830","2014","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",71818,63289,8529,"Rensselaer County, New York",461,1544,1496
"G3600850","2014","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",178596,164971,13625,"Richmond County, New York",639,1697,1639
"G3600870","2014","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",104524,98873,5651,"Rockland County, New York",373,1313,1267
"G3600890","2014","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",52240,40286,11954,"St. Lawrence County, New York",744,1431,1272
"G3600910","2014","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",101832,90964,10868,"Saratoga County, New York",459,1757,1699
"G3600930","2014","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",68126,56255,11871,"Schenectady County, New York",413,1614,1582
"G3601010","2014","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",48839,41046,7793,"Steuben County, New York",245,1061,1031
"G3601030","2014","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",570465,493287,77178,"Suffolk County, New York",773,4392,4483
"G3601050","2014","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",49627,27524,22103,"Sullivan County, New York",397,1585,1541
"G3601090","2014","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",42087,38120,3967,"Tompkins County, New York",803,1565,1253
"G3601110","2014","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",83713,69522,14191,"Ulster County, New York",723,2130,1989
"G3601130","2014","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",38999,26193,12806,"Warren County, New York",133,1260,1280
"G3601170","2014","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",41342,35577,5765,"Wayne County, New York",278,1164,1134
"G3601190","2014","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",369881,342557,27324,"Westchester County, New York",1087,3234,2965
"G3700010","2014","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",68101,62799,5302,"Alamance County, North Carolina",269,1229,1198
"G3700190","2014","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",81427,49842,31585,"Brunswick County, North Carolina",304,2282,2271
"G3700210","2014","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",115683,103299,12384,"Buncombe County, North Carolina",574,2347,2185
"G3700230","2014","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",40651,33214,7437,"Burke County, North Carolina",439,1510,1442
"G3700250","2014","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",75519,69144,6375,"Cabarrus County, North Carolina",266,1403,1417
"G3700270","2014","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",37594,30458,7136,"Caldwell County, North Carolina",194,1438,1388
"G3700310","2014","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",48897,28773,20124,"Carteret County, North Carolina",147,1334,1318
"G3700350","2014","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",67766,56304,11462,"Catawba County, North Carolina",253,2097,2064
"G3700370","2014","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",29967,28264,1703,"Chatham County, North Carolina",157,837,827
"G3700450","2014","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43263,37038,6225,"Cleveland County, North Carolina",188,1369,1322
"G3700490","2014","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",45922,40109,5813,"Craven County, North Carolina",368,1276,1247
"G3700510","2014","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",143893,122359,21534,"Cumberland County, North Carolina",507,1713,1624
"G3700570","2014","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",73006,61896,11110,"Davidson County, North Carolina",206,2261,2244
"G3700630","2014","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",128821,118565,10256,"Durham County, North Carolina",748,2350,2144
"G3700670","2014","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",160648,146198,14450,"Forsyth County, North Carolina",620,1946,1888
"G3700710","2014","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",89925,76610,13315,"Gaston County, North Carolina",313,1621,1620
"G3700810","2014","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",223182,198860,24322,"Guilford County, North Carolina",799,2898,2813
"G3700850","2014","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",49321,44153,5168,"Harnett County, North Carolina",184,969,970
"G3700890","2014","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",55476,45597,9879,"Henderson County, North Carolina",244,1461,1411
"G3700970","2014","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",70280,61911,8369,"Iredell County, North Carolina",162,1535,1490
"G3701010","2014","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",70094,63831,6263,"Johnston County, North Carolina",210,1383,1439
"G3701090","2014","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",33986,30327,3659,"Lincoln County, North Carolina",150,1038,1047
"G3701190","2014","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",419150,389047,30103,"Mecklenburg County, North Carolina",839,3279,3159
"G3701250","2014","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",45235,37179,8056,"Moore County, North Carolina",229,1601,1592
"G3701270","2014","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",42389,36957,5432,"Nash County, North Carolina",223,1510,1491
"G3701290","2014","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",105549,90106,15443,"New Hanover County, North Carolina",548,2181,2273
"G3701330","2014","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",76061,61873,14188,"Onslow County, North Carolina",434,2332,2296
"G3701350","2014","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",56508,51325,5183,"Orange County, North Carolina",880,1363,1086
"G3701470","2014","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",76615,68412,8203,"Pitt County, North Carolina",449,1593,1657
"G3701510","2014","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",61248,53711,7537,"Randolph County, North Carolina",261,1388,1385
"G3701550","2014","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",52284,46484,5800,"Robeson County, North Carolina",313,676,637
"G3701570","2014","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",43604,36879,6725,"Rockingham County, North Carolina",208,1529,1493
"G3701590","2014","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",60164,52294,7870,"Rowan County, North Carolina",448,1335,1280
"G3701610","2014","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",33878,25805,8073,"Rutherford County, North Carolina",178,1639,1631
"G3701710","2014","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",33568,27632,5936,"Surry County, North Carolina",222,941,905
"G3701790","2014","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",76512,71569,4943,"Union County, North Carolina",265,1419,1415
"G3701830","2014","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",402030,370061,31969,"Wake County, North Carolina",968,3734,3474
"G3701910","2014","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",53203,46281,6922,"Wayne County, North Carolina",294,1711,1672
"G3701930","2014","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",33031,27257,5774,"Wilkes County, North Carolina",155,1554,1550
"G3701950","2014","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",35662,32691,2971,"Wilson County, North Carolina",286,901,907
"G3800150","2014","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",39997,38892,1105,"Burleigh County, North Dakota",335,759,635
"G3800170","2014","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",75131,69621,5510,"Cass County, North Dakota",303,1734,1721
"G3800350","2014","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",31336,29217,2119,"Grand Forks County, North Dakota",422,910,789
"G3801010","2014","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",31723,26091,5632,"Ward County, North Dakota",303,1418,1430
"G3900030","2014","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",44847,39412,5435,"Allen County, Ohio",422,1286,1231
"G3900070","2014","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",45851,38891,6960,"Ashtabula County, Ohio",352,1038,1080
"G3900130","2014","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",32161,27205,4956,"Belmont County, Ohio",406,1155,1078
"G3900170","2014","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",149282,134613,14669,"Butler County, Ohio",709,2237,2039
"G3900230","2014","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",61182,55199,5983,"Clark County, Ohio",349,1107,1083
"G3900250","2014","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",82046,75561,6485,"Clermont County, Ohio",324,1480,1487
"G3900290","2014","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",46674,42107,4567,"Columbiana County, Ohio",382,1153,1082
"G3900350","2014","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",618853,535295,83558,"Cuyahoga County, Ohio",829,4486,4478
"G3900410","2014","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",69689,66615,3074,"Delaware County, Ohio",348,1187,1173
"G3900430","2014","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",37714,31492,6222,"Erie County, Ohio",272,1152,1137
"G3900450","2014","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",59688,55316,4372,"Fairfield County, Ohio",304,1207,1168
"G3900490","2014","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",541108,486877,54231,"Franklin County, Ohio",925,3830,3877
"G3900550","2014","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",36742,35450,1292,"Geauga County, Ohio",196,689,632
"G3900570","2014","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",69173,64527,4646,"Greene County, Ohio",554,1343,1335
"G3900610","2014","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",376943,335137,41806,"Hamilton County, Ohio",774,3367,3306
"G3900630","2014","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",33272,31747,1525,"Hancock County, Ohio",248,673,665
"G3900810","2014","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",32523,27447,5076,"Jefferson County, Ohio",353,916,846
"G3900850","2014","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",101728,95116,6612,"Lake County, Ohio",358,1435,1381
"G3900890","2014","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",69948,65290,4658,"Licking County, Ohio",384,1357,1333
"G3900930","2014","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",128739,116551,12188,"Lorain County, Ohio",372,2062,2018
"G3900950","2014","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",202129,176302,25827,"Lucas County, Ohio",898,2776,2684
"G3900990","2014","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",111351,96868,14483,"Mahoning County, Ohio",820,2320,1986
"G3901010","2014","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",27776,24346,3430,"Marion County, Ohio",351,975,877
"G3901030","2014","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",70626,66081,4545,"Medina County, Ohio",213,1394,1390
"G3901090","2014","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",44270,41339,2931,"Miami County, Ohio",161,973,973
"G3901130","2014","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",254413,221744,32669,"Montgomery County, Ohio",739,2671,2755
"G3901190","2014","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",37778,33921,3857,"Muskingum County, Ohio",266,1127,1091
"G3901330","2014","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",68061,61796,6265,"Portage County, Ohio",470,1333,1334
"G3901390","2014","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",54262,47378,6884,"Richland County, Ohio",506,1631,1507
"G3901410","2014","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",31787,27569,4218,"Ross County, Ohio",377,1471,1376
"G3901450","2014","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",34095,30790,3305,"Scioto County, Ohio",345,950,965
"G3901510","2014","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",165561,149011,16550,"Stark County, Ohio",602,2457,2406
"G3901530","2014","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",245180,221568,23612,"Summit County, Ohio",843,2550,2417
"G3901550","2014","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",95477,86855,8622,"Trumbull County, Ohio",306,1640,1639
"G3901570","2014","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",39988,37516,2472,"Tuscarawas County, Ohio",158,754,738
"G3901650","2014","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",83588,79096,4492,"Warren County, Ohio",795,1677,1580
"G3901690","2014","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",46011,42830,3181,"Wayne County, Ohio",279,915,883
"G3901730","2014","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",53829,50731,3098,"Wood County, Ohio",651,1248,962
"G4000170","2014","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",47133,44093,3040,"Canadian County, Oklahoma",380,940,839
"G4000270","2014","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",110387,100767,9620,"Cleveland County, Oklahoma",882,1864,1721
"G4000310","2014","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",51659,41156,10503,"Comanche County, Oklahoma",497,1909,1910
"G4000370","2014","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",30020,26529,3491,"Creek County, Oklahoma",167,523,495
"G4001010","2014","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30916,26016,4900,"Muskogee County, Oklahoma",295,734,721
"G4001090","2014","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",330154,293079,37075,"Oklahoma County, Oklahoma",1618,3761,3087
"G4001190","2014","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",35208,29934,5274,"Payne County, Oklahoma",534,1215,1169
"G4001250","2014","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29633,25733,3900,"Pottawatomie County, Oklahoma",334,697,591
"G4001310","2014","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",36378,33586,2792,"Rogers County, Oklahoma",276,659,564
"G4001430","2014","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",277044,248907,28137,"Tulsa County, Oklahoma",551,1752,1674
"G4001450","2014","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",30773,27368,3405,"Wagoner County, Oklahoma",84,553,549
"G4100030","2014","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",37115,33904,3211,"Benton County, Oregon",386,995,970
"G4100050","2014","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",160778,149910,10868,"Clackamas County, Oregon",426,2255,2198
