GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALIME001,ALIME002,ALIME003,NAME_M,ALIMM001,ALIMM002,ALIMM003
"G4000370","2019","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",30776,26561,4215,"Creek County, Oklahoma",148,712,680
"G4001010","2019","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30949,26842,4107,"Muskogee County, Oklahoma",325,769,696
"G4001090","2019","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",343982,305493,38489,"Oklahoma County, Oklahoma",739,3296,3261
"G4001190","2019","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",36849,31788,5061,"Payne County, Oklahoma",545,1484,1267
"G4001250","2019","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29943,25655,4288,"Pottawatomie County, Oklahoma",383,667,637
"G4001310","2019","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",38955,35531,3424,"Rogers County, Oklahoma",333,891,803
"G4001430","2019","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",285880,255352,30528,"Tulsa County, Oklahoma",625,1952,1898
"G4001450","2019","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",33217,29837,3380,"Wagoner County, Oklahoma",88,611,608
"G4100030","2019","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",39107,37378,1729,"Benton County, Oregon",409,988,882
"G4100050","2019","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",170716,161295,9421,"Clackamas County, Oregon",439,2077,2045
"G4100170","2019","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",92781,76528,16253,"Deschutes County, Oregon",321,2717,2734
"G4100190","2019","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",50968,46186,4782,"Douglas County, Oregon",463,1473,1452
"G4100290","2019","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",97268,87800,9468,"Jackson County, Oregon",351,2140,2028
"G4100330","2019","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",39641,35206,4435,"Josephine County, Oregon",246,1163,1183
"G4100350","2019","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",33882,29357,4525,"Klamath County, Oregon",177,1030,1042
"G4100390","2019","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",164846,155696,9150,"Lane County, Oregon",739,2263,2195
"G4100430","2019","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",51391,49407,1984,"Linn County, Oregon",205,868,842
"G4100470","2019","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",128637,121061,7576,"Marion County, Oregon",704,2226,2172
"G4100510","2019","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",359802,337903,21899,"Multnomah County, Oregon",936,3138,3121
"G4100530","2019","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",32959,31224,1735,"Polk County, Oregon",305,920,894
"G4100590","2019","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",30909,27538,3371,"Umatilla County, Oregon",336,1041,1001
"G4100670","2019","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",234162,222877,11285,"Washington County, Oregon",649,2644,2601
"G4100710","2019","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",39901,36323,3578,"Yamhill County, Oregon",389,1266,1191
"G4200010","2019","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",42760,38703,4057,"Adams County, Pennsylvania",364,1303,1254
"G4200030","2019","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",604269,553858,50411,"Allegheny County, Pennsylvania",1363,4070,3900
"G4200050","2019","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32834,29095,3739,"Armstrong County, Pennsylvania",222,869,821
"G4200070","2019","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",79792,70745,9047,"Beaver County, Pennsylvania",425,1646,1681
"G4200110","2019","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",167863,154696,13167,"Berks County, Pennsylvania",951,2552,2294
"G4200130","2019","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",57025,52497,4528,"Blair County, Pennsylvania",504,1379,1247
"G4200170","2019","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",252245,240491,11754,"Bucks County, Pennsylvania",629,2073,2183
"G4200190","2019","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",84871,77920,6951,"Butler County, Pennsylvania",797,1627,1494
"G4200210","2019","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",66019,56490,9529,"Cambria County, Pennsylvania",607,1468,1421
"G4200250","2019","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34885,27107,7778,"Carbon County, Pennsylvania",253,1430,1369
"G4200270","2019","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",67401,58963,8438,"Centre County, Pennsylvania",684,2042,1863
"G4200290","2019","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",203192,193234,9958,"Chester County, Pennsylvania",755,2161,1945
"G4200330","2019","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",39351,31990,7361,"Clearfield County, Pennsylvania",526,1085,1056
"G4200370","2019","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",30431,26219,4212,"Columbia County, Pennsylvania",425,1002,891
"G4200390","2019","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",45003,35387,9616,"Crawford County, Pennsylvania",408,1116,1085
"G4200410","2019","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",107924,101823,6101,"Cumberland County, Pennsylvania",630,1756,1688
"G4200430","2019","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",125440,113905,11535,"Dauphin County, Pennsylvania",1725,2480,1881
"G4200450","2019","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",225011,209502,15509,"Delaware County, Pennsylvania",862,2047,2010
"G4200490","2019","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",121861,110128,11733,"Erie County, Pennsylvania",1221,1696,1898
"G4200510","2019","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",64068,54955,9113,"Fayette County, Pennsylvania",517,1449,1314
"G4200550","2019","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",66195,60260,5935,"Franklin County, Pennsylvania",326,1627,1652
"G4200630","2019","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",39020,30704,8316,"Indiana County, Pennsylvania",467,1696,1617
"G4200690","2019","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",100848,88154,12694,"Lackawanna County, Pennsylvania",707,1936,1837
"G4200710","2019","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",213299,204701,8598,"Lancaster County, Pennsylvania",578,1948,1868
"G4200730","2019","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",41363,37282,4081,"Lawrence County, Pennsylvania",302,916,876
"G4200750","2019","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",58258,53861,4397,"Lebanon County, Pennsylvania",338,1156,1104
"G4200770","2019","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",147125,137847,9278,"Lehigh County, Pennsylvania",1519,2572,1771
"G4200790","2019","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",150503,130890,19613,"Luzerne County, Pennsylvania",749,2754,2644
"G4200810","2019","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",53647,44842,8805,"Lycoming County, Pennsylvania",439,1617,1565
"G4200850","2019","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",52406,46427,5979,"Mercer County, Pennsylvania",667,1338,1252
"G4200890","2019","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",81828,56274,25554,"Monroe County, Pennsylvania",330,3491,3374
"G4200910","2019","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",338480,321373,17107,"Montgomery County, Pennsylvania",893,2596,2545
"G4200950","2019","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",123896,114950,8946,"Northampton County, Pennsylvania",571,1810,1696
"G4200970","2019","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",45625,38592,7033,"Northumberland County, Pennsylvania",464,1525,1470
"G4201010","2019","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",691653,619505,72148,"Philadelphia County, Pennsylvania",1639,4709,4430
"G4201070","2019","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",70037,58242,11795,"Schuylkill County, Pennsylvania",579,1840,1691
"G4201110","2019","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",38587,29456,9131,"Somerset County, Pennsylvania",462,1072,956
"G4201250","2019","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",96602,86716,9886,"Washington County, Pennsylvania",520,1702,1638
"G4201290","2019","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",170858,155147,15711,"Westmoreland County, Pennsylvania",750,1991,1935
"G4201330","2019","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",185652,175441,10211,"York County, Pennsylvania",752,2373,2120
"G4400030","2019","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",74633,70166,4467,"Kent County, Rhode Island",154,1470,1503
"G4400050","2019","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",42778,33690,9088,"Newport County, Rhode Island",260,1958,1955
"G4400070","2019","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",266824,237518,29306,"Providence County, Rhode Island",506,3103,3069
"G4400090","2019","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",64710,48051,16659,"Washington County, Rhode Island",368,2104,2097
"G4500030","2019","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",78524,67889,10635,"Aiken County, South Carolina",457,2252,2160
"G4500070","2019","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",89873,75825,14048,"Anderson County, South Carolina",284,2343,2289
"G4500130","2019","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",102702,73043,29659,"Beaufort County, South Carolina",540,2340,2200
"G4500150","2019","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",88370,80640,7730,"Berkeley County, South Carolina",562,1907,1773
"G4500190","2019","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",195148,165568,29580,"Charleston County, South Carolina",854,3515,3441
"G4500310","2019","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",31014,24801,6213,"Darlington County, South Carolina",238,1419,1376
"G4500350","2019","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",62371,57768,4603,"Dorchester County, South Carolina",279,1427,1373
"G4500410","2019","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",61817,53047,8770,"Florence County, South Carolina",363,1606,1605
"G4500450","2019","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",218205,199551,18654,"Greenville County, South Carolina",639,2904,2801
"G4500470","2019","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",31586,28544,3042,"Greenwood County, South Carolina",397,1097,1060
"G4500510","2019","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",214839,140260,74579,"Horry County, South Carolina",461,3637,3508
"G4500550","2019","SC",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,"05000US45055","Kershaw County, South Carolina",29692,24544,5148,"Kershaw County, South Carolina",95,1349,1340
"G4500570","2019","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",39578,35410,4168,"Lancaster County, South Carolina",285,1658,1657
"G4500590","2019","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",31739,25901,5838,"Laurens County, South Carolina",301,1333,1287
"G4500630","2019","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",127995,118193,9802,"Lexington County, South Carolina",481,2184,2072
"G4500730","2019","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",41184,31530,9654,"Oconee County, South Carolina",190,1806,1784
"G4500750","2019","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",42940,32129,10811,"Orangeburg County, South Carolina",290,1945,1913
"G4500770","2019","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",55598,48203,7395,"Pickens County, South Carolina",605,1687,1711
"G4500790","2019","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",177357,153484,23873,"Richland County, South Carolina",1257,3941,3553
"G4500830","2019","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",134034,121256,12778,"Spartanburg County, South Carolina",568,2317,2227
"G4500850","2019","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",48613,44105,4508,"Sumter County, South Carolina",245,1260,1276
"G4500910","2019","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",112650,108400,4250,"York County, South Carolina",470,1474,1392
"G4600990","2019","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",85648,81046,4602,"Minnehaha County, South Dakota",684,1478,1321
"G4601030","2019","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",49796,44676,5120,"Pennington County, South Dakota",603,1686,1557
"G4700010","2019","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",35157,30175,4982,"Anderson County, Tennessee",461,1340,1218
"G4700090","2019","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",58947,50813,8134,"Blount County, Tennessee",463,1557,1490
"G4700110","2019","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",44530,39992,4538,"Bradley County, Tennessee",365,1363,1291
"G4700370","2019","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",325455,289427,36028,"Davidson County, Tennessee",1033,4247,3916
"G4700590","2019","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",32776,28323,4453,"Greene County, Tennessee",270,1448,1358
"G4700650","2019","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",165520,148157,17363,"Hamilton County, Tennessee",702,2642,2418
"G4700930","2019","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",210101,191925,18176,"Knox County, Tennessee",1097,3205,2959
"G4701130","2019","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",43495,38930,4565,"Madison County, Tennessee",321,1354,1264
"G4701190","2019","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",39263,37104,2159,"Maury County, Tennessee",273,994,995
"G4701250","2019","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",84147,76974,7173,"Montgomery County, Tennessee",464,1909,1926
"G4701410","2019","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",35347,31778,3569,"Putnam County, Tennessee",283,1119,1091
"G4701470","2019","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",28023,26577,1446,"Robertson County, Tennessee",414,902,768
"G4701490","2019","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",125467,113797,11670,"Rutherford County, Tennessee",429,2636,2576
"G4701550","2019","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",58730,37933,20797,"Sevier County, Tennessee",278,2403,2421
"G4701570","2019","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",407303,353950,53353,"Shelby County, Tennessee",814,4012,3993
"G4701630","2019","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",75923,68560,7363,"Sullivan County, Tennessee",534,1882,1734
"G4701650","2019","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",75380,70098,5282,"Sumner County, Tennessee",337,1651,1586
"G4701790","2019","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",61186,55817,5369,"Washington County, Tennessee",693,1712,1709
"G4701870","2019","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",87536,84393,3143,"Williamson County, Tennessee",131,1193,1202
"G4701890","2019","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",56429,51618,4811,"Wilson County, Tennessee",460,1815,1660
"G4800050","2019","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",37257,32293,4964,"Angelina County, Texas",451,1229,1146
"G4800210","2019","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",31085,26393,4692,"Bastrop County, Texas",293,1525,1517
"G4800270","2019","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",144248,126772,17476,"Bell County, Texas",694,2430,2406
"G4800290","2019","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",705080,646352,58728,"Bexar County, Texas",801,4813,4737
"G4800370","2019","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",40203,34935,5268,"Bowie County, Texas",740,1517,1293
"G4800390","2019","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",142622,129261,13361,"Brazoria County, Texas",795,2246,2205
"G4800410","2019","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",94330,79971,14359,"Brazos County, Texas",1148,2792,2504
"G4800610","2019","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",154022,129307,24715,"Cameron County, Texas",619,2801,2786
"G4800850","2019","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",390255,363599,26656,"Collin County, Texas",1358,3928,3712
"G4800910","2019","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",63392,57004,6388,"Comal County, Texas",541,1375,1495
"G4800990","2019","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",27085,22093,4992,"Coryell County, Texas",716,1237,892
"G4801130","2019","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",1041816,940587,101229,"Dallas County, Texas",931,5547,5505
"G4801210","2019","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",329507,305164,24343,"Denton County, Texas",703,3815,3756
"G4801350","2019","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",59599,53155,6444,"Ector County, Texas",316,1332,1266
"G4801390","2019","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",65933,61465,4468,"Ellis County, Texas",267,1556,1499
"G4801410","2019","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",301465,269150,32315,"El Paso County, Texas",717,3541,3584
"G4801570","2019","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",269377,253030,16347,"Fort Bend County, Texas",677,3135,3191
"G4801670","2019","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",150382,127092,23290,"Galveston County, Texas",441,2880,2773
"G4801810","2019","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",57459,49024,8435,"Grayson County, Texas",312,1794,1829
"G4801830","2019","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",52431,45711,6720,"Gregg County, Texas",451,1858,1730
"G4801870","2019","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",61304,56051,5253,"Guadalupe County, Texas",232,1420,1396
"G4802010","2019","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1818241,1647384,170857,"Harris County, Texas",1311,10077,9854
"G4802030","2019","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",28988,24197,4791,"Harrison County, Texas",169,1193,1180
"G4802090","2019","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",84564,77749,6815,"Hays County, Texas",763,2243,2118
"G4802130","2019","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",41914,30607,11307,"Henderson County, Texas",294,1358,1316
"G4802150","2019","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",285996,247544,38452,"Hidalgo County, Texas",411,3892,3915
"G4802310","2019","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",38398,35093,3305,"Hunt County, Texas",379,1197,1127
"G4802450","2019","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",109138,89273,19865,"Jefferson County, Texas",1072,2715,2592
"G4802510","2019","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",63680,59113,4567,"Johnson County, Texas",237,1594,1563
"G4802570","2019","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",43485,39835,3650,"Kaufman County, Texas",186,1204,1182
