GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PDHE001,PDHE002,PDHE003,NAME_M,PDHM001,PDHM002,PDHM003
"G4100050","2012","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",158339,146422,11917,"Clackamas County, Oregon",414,2126,2042
"G4100170","2012","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",80664,66086,14578,"Deschutes County, Oregon",237,2029,2051
"G4100190","2012","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",48917,43348,5569,"Douglas County, Oregon",334,1456,1419
"G4100290","2012","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",91186,80957,10229,"Jackson County, Oregon",358,2082,2031
"G4100330","2012","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",38030,34048,3982,"Josephine County, Oregon",229,1036,1044
"G4100350","2012","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",32849,29287,3562,"Klamath County, Oregon",388,933,808
"G4100390","2012","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",156535,146327,10208,"Lane County, Oregon",955,2006,1853
"G4100430","2012","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",48926,43905,5021,"Linn County, Oregon",249,1556,1503
"G4100470","2012","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",121648,114388,7260,"Marion County, Oregon",650,1715,1619
"G4100510","2012","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",325785,305576,20209,"Multnomah County, Oregon",899,2719,2597
"G4100530","2012","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",30406,28358,2048,"Polk County, Oregon",342,1044,971
"G4100590","2012","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",29698,26371,3327,"Umatilla County, Oregon",910,1174,877
"G4100670","2012","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",214294,203250,11044,"Washington County, Oregon",529,1991,1914
"G4100710","2012","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",37284,33995,3289,"Yamhill County, Oregon",494,1181,1112
"G4200010","2012","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",41103,38102,3001,"Adams County, Pennsylvania",594,759,798
"G4200030","2012","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",588509,527219,61290,"Allegheny County, Pennsylvania",1293,3698,3463
"G4200050","2012","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32448,29099,3349,"Armstrong County, Pennsylvania",209,696,648
"G4200070","2012","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",78251,70767,7484,"Beaver County, Pennsylvania",359,1416,1364
"G4200110","2012","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",164689,151291,13398,"Berks County, Pennsylvania",533,1759,1718
"G4200130","2012","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",56154,50098,6056,"Blair County, Pennsylvania",340,1386,1341
"G4200170","2012","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",245865,231626,14239,"Bucks County, Pennsylvania",723,2366,2168
"G4200190","2012","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",78846,73318,5528,"Butler County, Pennsylvania",743,1220,1285
"G4200210","2012","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",65397,58228,7169,"Cambria County, Pennsylvania",693,1397,1171
"G4200250","2012","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34380,26476,7904,"Carbon County, Pennsylvania",267,1217,1242
"G4200270","2012","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",63743,56980,6763,"Centre County, Pennsylvania",634,1533,1424
"G4200290","2012","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",193868,184574,9294,"Chester County, Pennsylvania",830,1926,1745
"G4200330","2012","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",38629,32186,6443,"Clearfield County, Pennsylvania",605,1124,919
"G4200370","2012","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",29539,26460,3079,"Columbia County, Pennsylvania",489,881,748
"G4200390","2012","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",44549,34792,9757,"Crawford County, Pennsylvania",352,1030,966
"G4200410","2012","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",101124,94453,6671,"Cumberland County, Pennsylvania",602,1877,1708
"G4200430","2012","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",120950,107336,13614,"Dauphin County, Pennsylvania",488,2013,1934
"G4200450","2012","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",222199,204112,18087,"Delaware County, Pennsylvania",836,2297,2108
"G4200490","2012","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",119404,109973,9431,"Erie County, Pennsylvania",691,1661,1526
"G4200510","2012","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",62755,53599,9156,"Fayette County, Pennsylvania",394,1491,1427
"G4200550","2012","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",63766,58515,5251,"Franklin County, Pennsylvania",289,1414,1414
"G4200630","2012","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",38221,34934,3287,"Indiana County, Pennsylvania",476,1037,921
"G4200690","2012","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",96718,85491,11227,"Lackawanna County, Pennsylvania",634,1615,1460
"G4200710","2012","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",204755,194198,10557,"Lancaster County, Pennsylvania",692,2136,1938
"G4200730","2012","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",40841,37154,3687,"Lawrence County, Pennsylvania",297,997,943
"G4200750","2012","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",55755,52424,3331,"Lebanon County, Pennsylvania",336,1030,970
"G4200770","2012","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",143022,133861,9161,"Lehigh County, Pennsylvania",509,1750,1659
"G4200790","2012","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",148402,129158,19244,"Luzerne County, Pennsylvania",629,2419,2306
"G4200810","2012","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",52533,45595,6938,"Lycoming County, Pennsylvania",449,1223,1164
"G4200850","2012","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",51670,45647,6023,"Mercer County, Pennsylvania",515,1392,1266
"G4200890","2012","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",80565,57561,23004,"Monroe County, Pennsylvania",374,2238,2285
"G4200910","2012","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",326224,308795,17429,"Montgomery County, Pennsylvania",869,2181,1839
"G4200950","2012","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",120685,112574,8111,"Northampton County, Pennsylvania",696,1803,1588
"G4200970","2012","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",45026,39070,5956,"Northumberland County, Pennsylvania",331,1364,1302
"G4201010","2012","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",668247,579874,88373,"Philadelphia County, Pennsylvania",1811,5204,5085
"G4201070","2012","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",69172,59338,9834,"Schuylkill County, Pennsylvania",524,1479,1436
"G4201110","2012","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",38048,30048,8000,"Somerset County, Pennsylvania",364,969,907
"G4201250","2012","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",93336,84509,8827,"Washington County, Pennsylvania",536,1519,1482
"G4201290","2012","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",168144,152420,15724,"Westmoreland County, Pennsylvania",1054,2257,1894
"G4201330","2012","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",179687,168508,11179,"York County, Pennsylvania",719,1980,1797
"G4400030","2012","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",73593,69563,4030,"Kent County, Rhode Island",221,1072,1062
"G4400050","2012","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",41776,34585,7191,"Newport County, Rhode Island",332,1325,1351
"G4400070","2012","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",263940,239398,24542,"Providence County, Rhode Island",582,2592,2428
"G4400090","2012","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",62506,50360,12146,"Washington County, Rhode Island",427,1773,1669
"G4500030","2012","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",73288,63065,10223,"Aiken County, South Carolina",400,1659,1588
"G4500070","2012","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",84947,72363,12584,"Anderson County, South Carolina",312,2357,2243
"G4500130","2012","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",93325,63505,29820,"Beaufort County, South Carolina",830,2565,2517
"G4500150","2012","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",75431,65832,9599,"Berkeley County, South Carolina",616,2124,1929
"G4500190","2012","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",172811,143705,29106,"Charleston County, South Carolina",897,3070,2973
"G4500310","2012","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",30289,26460,3829,"Darlington County, South Carolina",222,1091,1096
"G4500350","2012","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",56150,52594,3556,"Dorchester County, South Carolina",298,1034,1035
"G4500410","2012","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",58948,51418,7530,"Florence County, South Carolina",316,1548,1469
"G4500450","2012","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",197303,176523,20780,"Greenville County, South Carolina",749,2594,2515
"G4500470","2012","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",30971,25342,5629,"Greenwood County, South Carolina",366,1327,1209
"G4500510","2012","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",188590,118092,70498,"Horry County, South Carolina",427,3198,3140
"G4500570","2012","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",32690,28792,3898,"Lancaster County, South Carolina",267,1138,1108
"G4500590","2012","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",30611,24910,5701,"Laurens County, South Carolina",367,1291,1255
"G4500630","2012","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",116247,105560,10687,"Lexington County, South Carolina",415,1734,1723
"G4500730","2012","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",38889,30688,8201,"Oconee County, South Carolina",154,1486,1478
"G4500750","2012","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",42341,34286,8055,"Orangeburg County, South Carolina",356,1409,1405
"G4500770","2012","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",51382,44473,6909,"Pickens County, South Carolina",982,1731,1461
"G4500790","2012","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",163850,141771,22079,"Richland County, South Carolina",1262,3051,2708
"G4500830","2012","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",123161,108569,14592,"Spartanburg County, South Carolina",512,2087,2044
"G4500850","2012","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",46461,40321,6140,"Sumter County, South Carolina",233,1369,1383
"G4500910","2012","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",96252,87424,8828,"York County, South Carolina",442,2009,1967
"G4600990","2012","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",73157,67390,5767,"Minnehaha County, South Dakota",525,1406,1372
"G4601030","2012","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",45620,40455,5165,"Pennington County, South Dakota",565,1537,1375
"G4700010","2012","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",34726,31019,3707,"Anderson County, Tennessee",246,1164,1152
"G4700090","2012","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",55417,48759,6658,"Blount County, Tennessee",459,1589,1522
"G4700110","2012","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",41970,38749,3221,"Bradley County, Tennessee",405,1002,873
"G4700370","2012","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",286745,258465,28280,"Davidson County, Tennessee",1092,3259,3017
"G4700590","2012","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",32085,29562,2523,"Greene County, Tennessee",264,956,945
"G4700650","2012","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",152464,135387,17077,"Hamilton County, Tennessee",832,2567,2377
"G4700930","2012","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",196741,182792,13949,"Knox County, Tennessee",911,2161,2056
"G4701130","2012","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",42129,36572,5557,"Madison County, Tennessee",276,1211,1130
"G4701190","2012","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",35511,31960,3551,"Maury County, Tennessee",254,1127,1082
"G4701250","2012","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",73752,64699,9053,"Montgomery County, Tennessee",299,2042,2005
"G4701410","2012","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",32397,28700,3697,"Putnam County, Tennessee",294,1138,1135
"G4701470","2012","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",26269,24247,2022,"Robertson County, Tennessee",244,796,798
"G4701490","2012","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",104840,97326,7514,"Rutherford County, Tennessee",413,1734,1745
"G4701550","2012","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",56190,36334,19856,"Sevier County, Tennessee",256,2058,2034
"G4701570","2012","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",399778,344327,55451,"Shelby County, Tennessee",804,3742,3820
"G4701630","2012","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",73871,65110,8761,"Sullivan County, Tennessee",426,2036,1920
"G4701650","2012","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",66769,60232,6537,"Sumner County, Tennessee",430,1474,1383
"G4701790","2012","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",57934,52405,5529,"Washington County, Tennessee",646,1651,1543
"G4701870","2012","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",70421,66726,3695,"Williamson County, Tennessee",151,1435,1417
"G4701890","2012","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",47068,42559,4509,"Wilson County, Tennessee",373,1163,1107
"G4800050","2012","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",36077,30199,5878,"Angelina County, Texas",524,1212,1131
"G4800210","2012","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",29427,24863,4564,"Bastrop County, Texas",274,1448,1431
"G4800270","2012","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",129549,104604,24945,"Bell County, Texas",437,2734,2764
"G4800290","2012","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",670689,607310,63379,"Bexar County, Texas",1091,4934,4609
"G4800370","2012","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",38949,36045,2904,"Bowie County, Texas",543,1025,840
"G4800390","2012","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",122219,110093,12126,"Brazoria County, Texas",592,2129,2027
"G4800410","2012","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",80062,70780,9282,"Brazos County, Texas",1012,2206,1893
"G4800610","2012","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",144029,121179,22850,"Cameron County, Texas",383,2246,2246
"G4800850","2012","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",310927,294576,16351,"Collin County, Texas",754,2627,2504
"G4800910","2012","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",48870,42690,6180,"Comal County, Texas",302,1312,1294
"G4800990","2012","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",25654,22253,3401,"Coryell County, Texas",659,1204,1035
"G4801130","2012","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",952825,862007,90818,"Dallas County, Texas",1057,5565,5574
"G4801210","2012","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",266377,250239,16138,"Denton County, Texas",735,2987,2842
"G4801350","2012","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",54309,49382,4927,"Ector County, Texas",301,1167,1136
"G4801390","2012","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",55510,52925,2585,"Ellis County, Texas",332,1002,870
"G4801410","2012","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",278742,260645,18097,"El Paso County, Texas",786,2764,2720
"G4801570","2012","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",208466,197148,11318,"Fort Bend County, Texas",516,2922,2841
"G4801670","2012","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",135953,111204,24749,"Galveston County, Texas",597,2240,2214
"G4801810","2012","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",54021,47770,6251,"Grayson County, Texas",260,1337,1294
"G4801830","2012","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",50207,43650,6557,"Gregg County, Texas",334,1632,1656
"G4801870","2012","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",52217,46633,5584,"Guadalupe County, Texas",220,1551,1532
"G4802010","2012","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1628479,1443611,184868,"Harris County, Texas",1406,8222,8111
"G4802030","2012","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",27905,24368,3537,"Harrison County, Texas",172,1104,1101
"G4802090","2012","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",64338,57395,6943,"Hays County, Texas",646,2118,2042
"G4802130","2012","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",39710,29273,10437,"Henderson County, Texas",199,1568,1553
"G4802150","2012","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",254809,222849,31960,"Hidalgo County, Texas",454,3129,3095
"G4802310","2012","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",36795,30491,6304,"Hunt County, Texas",401,1282,1264
"G4802450","2012","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",106123,93111,13012,"Jefferson County, Texas",1219,2030,1707
"G4802510","2012","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",57703,52680,5023,"Johnson County, Texas",438,1350,1212
"G4802570","2012","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",38672,35432,3240,"Kaufman County, Texas",259,969,896
"G4802910","2012","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",29218,25042,4176,"Liberty County, Texas",1117,1470,1030
"G4803030","2012","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",117827,106257,11570,"Lubbock County, Texas",737,2291,1947
"G4803090","2012","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",96063,85171,10892,"McLennan County, Texas",707,1742,1586
"G4803290","2012","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",55223,51216,4007,"Midland County, Texas",269,1177,1169
"G4803390","2012","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",184849,166278,18571,"Montgomery County, Texas",317,3391,3271
"G4803470","2012","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",27686,24099,3587,"Nacogdoches County, Texas",675,899,709
"G4803550","2012","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",142589,123035,19554,"Nueces County, Texas",664,2604,2550
"G4803610","2012","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",35827,30420,5407,"Orange County, Texas",125,1240,1230
"G4803670","2012","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",47145,42326,4819,"Parker County, Texas",367,1394,1437
"G4803750","2012","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",47902,43376,4526,"Potter County, Texas",445,1015,999
"G4803810","2012","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",52319,48295,4024,"Randall County, Texas",336,1299,1270
