GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHNBE001,AHNBE002,AHNBE003,NAME_M,AHNBM001,AHNBM002,AHNBM003
"G3400270","2017","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",192979,180854,12125,"Morris County, New Jersey",704,2444,2396
"G3400290","2017","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",283679,225847,57832,"Ocean County, New Jersey",447,3679,3552
"G3400310","2017","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",177175,168397,8778,"Passaic County, New Jersey",446,1897,1817
"G3400330","2017","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27613,24801,2812,"Salem County, New Jersey",307,922,856
"G3400350","2017","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",126707,114812,11895,"Somerset County, New Jersey",363,2105,2061
"G3400370","2017","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62371,53396,8975,"Sussex County, New Jersey",465,1572,1487
"G3400390","2017","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",202224,190138,12086,"Union County, New Jersey",561,1786,1793
"G3400410","2017","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",45524,41366,4158,"Warren County, New Jersey",286,1163,1123
"G3500010","2017","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",293882,264827,29055,"Bernalillo County, New Mexico",614,3114,3084
"G3500050","2017","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",27352,23002,4350,"Chaves County, New Mexico",369,1152,1100
"G3500130","2017","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",87842,75441,12401,"Doña Ana County, New Mexico",596,2513,2517
"G3500250","2017","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",26647,22222,4425,"Lea County, New Mexico",374,1083,988
"G3500310","2017","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",26286,21083,5203,"McKinley County, New Mexico",112,640,636
"G3500350","2017","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",31733,23007,8726,"Otero County, New Mexico",360,1488,1455
"G3500430","2017","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",56593,50873,5720,"Sandoval County, New Mexico",347,1230,1171
"G3500450","2017","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",51105,41071,10034,"San Juan County, New Mexico",372,1584,1490
"G3500490","2017","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",73156,60904,12252,"Santa Fe County, New Mexico",527,1872,1790
"G3500610","2017","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",31214,26359,4855,"Valencia County, New Mexico",182,1301,1260
"G3600010","2017","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",141630,124144,17486,"Albany County, New York",996,2156,2036
"G3600050","2017","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",528851,503985,24866,"Bronx County, New York",1317,3195,2814
"G3600070","2017","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",90924,78604,12320,"Broome County, New York",803,2009,1949
"G3600090","2017","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",41588,32360,9228,"Cattaraugus County, New York",319,1144,1018
"G3600110","2017","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",37085,30870,6215,"Cayuga County, New York",501,994,1054
"G3600130","2017","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",67598,51985,15613,"Chautauqua County, New York",315,2010,1955
"G3600150","2017","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",38840,32247,6593,"Chemung County, New York",591,1594,1559
"G3600190","2017","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",36588,31493,5095,"Clinton County, New York",432,1193,1150
"G3600270","2017","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",120743,106043,14700,"Dutchess County, New York",1032,1981,1772
"G3600290","2017","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",428565,386396,42169,"Erie County, New York",1183,4036,3749
"G3600450","2017","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",59946,41548,18398,"Jefferson County, New York",493,1763,1712
"G3600470","2017","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1044287,956223,88064,"Kings County, New York",1349,5436,5139
"G3600510","2017","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27523,24725,2798,"Livingston County, New York",484,1147,966
"G3600530","2017","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",32306,26024,6282,"Madison County, New York",299,1451,1354
"G3600550","2017","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",328357,301619,26738,"Monroe County, New York",988,3421,3228
"G3600590","2017","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",472366,446978,25388,"Nassau County, New York",671,2927,2887
"G3600610","2017","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",886384,764218,122166,"New York County, New York",1702,7019,7281
"G3600630","2017","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",100444,88659,11785,"Niagara County, New York",400,1679,1579
"G3600650","2017","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",105238,88790,16448,"Oneida County, New York",687,2407,2173
"G3600670","2017","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",208531,185709,22822,"Onondaga County, New York",1242,2562,2351
"G3600690","2017","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",50926,44414,6512,"Ontario County, New York",339,1455,1466
"G3600710","2017","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",143292,127517,15775,"Orange County, New York",761,2481,2345
"G3600750","2017","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",54528,45971,8557,"Oswego County, New York",436,1507,1359
"G3600790","2017","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38645,34549,4096,"Putnam County, New York",457,1117,1112
"G3600810","2017","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",857250,769258,87992,"Queens County, New York",832,5311,5327
"G3600830","2017","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",73118,66127,6991,"Rensselaer County, New York",498,1231,1177
"G3600850","2017","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",180572,165990,14582,"Richmond County, New York",536,2568,2582
"G3600870","2017","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",106220,100167,6053,"Rockland County, New York",363,1392,1403
"G3600890","2017","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",53298,41008,12290,"St. Lawrence County, New York",666,1362,1188
"G3600910","2017","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",106302,97021,9281,"Saratoga County, New York",354,1647,1602
"G3600930","2017","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",69732,49022,20710,"Schenectady County, New York",362,2193,2166
"G3601010","2017","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",49497,38382,11115,"Steuben County, New York",285,1623,1613
"G3601030","2017","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",576138,482099,94039,"Suffolk County, New York",797,5656,5513
"G3601050","2017","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",50690,25916,24774,"Sullivan County, New York",564,1865,1713
"G3601090","2017","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",43453,40230,3223,"Tompkins County, New York",702,1323,1130
"G3601110","2017","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",85141,68822,16319,"Ulster County, New York",668,2184,2158
"G3601130","2017","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",40054,27595,12459,"Warren County, New York",160,1268,1266
"G3601170","2017","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",41761,36715,5046,"Wayne County, New York",480,976,1061
"G3601190","2017","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",374912,350919,23993,"Westchester County, New York",1291,3361,3050
"G3700010","2017","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",70663,64371,6292,"Alamance County, North Carolina",584,1425,1635
"G3700190","2017","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",88972,56399,32573,"Brunswick County, North Carolina",411,2486,2392
"G3700210","2017","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",124112,107752,16360,"Buncombe County, North Carolina",649,2253,2131
"G3700230","2017","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",41184,33682,7502,"Burke County, North Carolina",480,1515,1450
"G3700250","2017","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",79446,75188,4258,"Cabarrus County, North Carolina",268,1297,1268
"G3700270","2017","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",38021,32245,5776,"Caldwell County, North Carolina",191,1226,1245
"G3700310","2017","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",50143,29944,20199,"Carteret County, North Carolina",147,1459,1449
"G3700350","2017","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",68894,61828,7066,"Catawba County, North Carolina",307,1572,1543
"G3700370","2017","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",32043,28929,3114,"Chatham County, North Carolina",136,1105,1092
"G3700450","2017","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43547,39609,3938,"Cleveland County, North Carolina",207,1034,1036
"G3700490","2017","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",46894,39866,7028,"Craven County, North Carolina",532,1591,1485
"G3700510","2017","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",146610,127702,18908,"Cumberland County, North Carolina",988,1767,1433
"G3700570","2017","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",74997,66295,8702,"Davidson County, North Carolina",449,1833,2006
"G3700630","2017","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",136145,126123,10022,"Durham County, North Carolina",933,1989,2001
"G3700670","2017","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",164281,144681,19600,"Forsyth County, North Carolina",941,2547,2311
"G3700690","2017","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",28437,24413,4024,"Franklin County, North Carolina",238,1309,1306
"G3700710","2017","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",92725,84200,8525,"Gaston County, North Carolina",339,1398,1311
"G3700810","2017","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",228348,203199,25149,"Guilford County, North Carolina",918,2753,2805
"G3700850","2017","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",51940,46661,5279,"Harnett County, North Carolina",214,1021,994
"G3700890","2017","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",57577,47920,9657,"Henderson County, North Carolina",218,1729,1689
"G3700970","2017","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",73905,65662,8243,"Iredell County, North Carolina",121,1659,1681
"G3701010","2017","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",75195,69048,6147,"Johnston County, North Carolina",203,1685,1663
"G3701090","2017","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",35762,33244,2518,"Lincoln County, North Carolina",211,884,841
"G3701190","2017","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",443743,410770,32973,"Mecklenburg County, North Carolina",716,3975,3915
"G3701250","2017","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",47277,39155,8122,"Moore County, North Carolina",211,1642,1641
"G3701270","2017","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",43043,36248,6795,"Nash County, North Carolina",244,1513,1465
"G3701290","2017","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",111173,95097,16076,"New Hanover County, North Carolina",744,2424,2228
"G3701330","2017","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",79310,62941,16369,"Onslow County, North Carolina",869,2875,2759
"G3701350","2017","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",57660,53607,4053,"Orange County, North Carolina",680,1244,1077
"G3701470","2017","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",79239,68505,10734,"Pitt County, North Carolina",524,2253,2233
"G3701510","2017","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",62379,57766,4613,"Randolph County, North Carolina",240,1286,1263
"G3701550","2017","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",53126,45351,7775,"Robeson County, North Carolina",390,1220,1119
"G3701570","2017","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",44062,36175,7887,"Rockingham County, North Carolina",201,1341,1338
"G3701590","2017","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",61589,52057,9532,"Rowan County, North Carolina",372,1968,1911
"G3701610","2017","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",34395,26408,7987,"Rutherford County, North Carolina",194,1666,1645
"G3701710","2017","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",34135,29415,4720,"Surry County, North Carolina",153,1052,1017
"G3701790","2017","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",81157,75366,5791,"Union County, North Carolina",192,1314,1330
"G3701830","2017","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",431306,400418,30888,"Wake County, North Carolina",835,3673,3399
"G3701910","2017","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",54250,47720,6530,"Wayne County, North Carolina",308,1488,1429
"G3701930","2017","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",33570,28377,5193,"Wilkes County, North Carolina",142,1562,1559
"G3701950","2017","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",36049,32015,4034,"Wilson County, North Carolina",251,1162,1145
"G3800150","2017","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",42749,39251,3498,"Burleigh County, North Dakota",275,1007,983
"G3800170","2017","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",82323,76123,6200,"Cass County, North Dakota",404,1628,1595
"G3800350","2017","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",33109,30848,2261,"Grand Forks County, North Dakota",499,729,711
"G3801010","2017","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",33102,27173,5929,"Ward County, North Dakota",343,1394,1374
"G3900030","2017","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",45039,40872,4167,"Allen County, Ohio",403,993,907
"G3900070","2017","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",46154,36704,9450,"Ashtabula County, Ohio",313,1503,1416
"G3900090","2017","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",26671,22199,4472,"Athens County, Ohio",504,1460,1386
"G3900130","2017","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",32191,23520,8671,"Belmont County, Ohio",365,1232,1163
"G3900170","2017","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",152122,139058,13064,"Butler County, Ohio",505,2476,2368
"G3900230","2017","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",61265,54026,7239,"Clark County, Ohio",392,1322,1262
"G3900250","2017","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",83054,78198,4856,"Clermont County, Ohio",376,1528,1461
"G3900290","2017","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",46821,39140,7681,"Columbiana County, Ohio",308,1452,1487
"G3900350","2017","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",618375,544208,74167,"Cuyahoga County, Ohio",1171,4413,4346
"G3900410","2017","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",73208,70224,2984,"Delaware County, Ohio",319,916,837
"G3900430","2017","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",37870,31893,5977,"Erie County, Ohio",228,1386,1414
"G3900450","2017","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",60912,55674,5238,"Fairfield County, Ohio",420,1319,1245
"G3900490","2017","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",555195,508811,46384,"Franklin County, Ohio",1507,4386,4385
"G3900550","2017","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",37133,35216,1917,"Geauga County, Ohio",137,801,795
"G3900570","2017","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",70340,64517,5823,"Greene County, Ohio",506,1613,1527
"G3900610","2017","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",379261,342793,36468,"Hamilton County, Ohio",958,3056,3064
"G3900630","2017","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",34213,31844,2369,"Hancock County, Ohio",322,1080,1030
"G3900810","2017","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",32512,26996,5516,"Jefferson County, Ohio",319,1212,1112
"G3900850","2017","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",102952,94118,8834,"Lake County, Ohio",290,1894,1825
"G3900890","2017","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",70850,63391,7459,"Licking County, Ohio",361,1661,1607
"G3900930","2017","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",131164,120394,10770,"Lorain County, Ohio",631,1862,1793
"G3900950","2017","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",203206,178672,24534,"Lucas County, Ohio",834,2599,2443
"G3900990","2017","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",111387,98084,13303,"Mahoning County, Ohio",862,1931,1997
"G3901010","2017","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",27892,24971,2921,"Marion County, Ohio",342,873,784
"G3901030","2017","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",72468,68650,3818,"Medina County, Ohio",228,1276,1268
"G3901090","2017","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",44326,39819,4507,"Miami County, Ohio",148,1318,1305
"G3901130","2017","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",254809,225106,29703,"Montgomery County, Ohio",938,2931,2984
"G3901190","2017","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",37938,33074,4864,"Muskingum County, Ohio",263,1364,1365
"G3901330","2017","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",69109,62293,6816,"Portage County, Ohio",480,1401,1369
"G3901390","2017","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",54223,48998,5225,"Richland County, Ohio",479,1322,1281
"G3901410","2017","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",32069,27914,4155,"Ross County, Ohio",413,1433,1309
"G3901450","2017","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",34559,30424,4135,"Scioto County, Ohio",445,1356,1308
"G3901510","2017","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",166748,154097,12651,"Stark County, Ohio",610,2237,2008
"G3901530","2017","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",245990,226989,19001,"Summit County, Ohio",664,2697,2677
"G3901550","2017","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",95746,86886,8860,"Trumbull County, Ohio",384,1667,1618
"G3901570","2017","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",40194,37446,2748,"Tuscarawas County, Ohio",160,905,917
"G3901650","2017","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",87021,83158,3863,"Warren County, Ohio",375,1586,1530
"G3901690","2017","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",46620,42890,3730,"Wayne County, Ohio",319,1033,986
"G3901730","2017","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",53963,49805,4158,"Wood County, Ohio",456,1407,1354
"G4000170","2017","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",48527,44814,3713,"Canadian County, Oklahoma",474,1129,1031
"G4000270","2017","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",116052,106080,9972,"Cleveland County, Oklahoma",998,2019,1903
"G4000310","2017","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",51692,43901,7791,"Comanche County, Oklahoma",666,1461,1299
"G4000370","2017","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",30678,26390,4288,"Creek County, Oklahoma",175,635,641
"G4001010","2017","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30984,26122,4862,"Muskogee County, Oklahoma",304,806,772
