GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADAVE001,ADAVE002,ADAVE003,NAME_M,ADAVM001,ADAVM002,ADAVM003
"G4803810","2015","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",53936,48323,5613,"Randall County, Texas",337,1499,1457
"G4803970","2015","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",31609,30229,1380,"Rockwall County, Texas",189,683,662
"G4804090","2015","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",27223,22216,5007,"San Patricio County, Texas",172,1044,1003
"G4804230","2015","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",88869,78380,10489,"Smith County, Texas",533,2212,2174
"G4804390","2015","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",747681,685443,62238,"Tarrant County, Texas",794,4281,4191
"G4804410","2015","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",56931,48934,7997,"Taylor County, Texas",461,1569,1470
"G4804510","2015","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",48282,44422,3860,"Tom Green County, Texas",817,1494,1151
"G4804530","2015","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",486544,446342,40202,"Travis County, Texas",2663,3869,3170
"G4804690","2015","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",36855,32956,3899,"Victoria County, Texas",311,992,1015
"G4804710","2015","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",25260,21295,3965,"Walker County, Texas",1621,1953,970
"G4804790","2015","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",79704,72259,7445,"Webb County, Texas",316,1260,1244
"G4804850","2015","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",56105,48070,8035,"Wichita County, Texas",1341,2134,1658
"G4804910","2015","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",181000,170987,10013,"Williamson County, Texas",812,2240,2111
"G4900050","2015","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",39752,36600,3152,"Cache County, Utah",287,974,890
"G4900110","2015","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",104990,99998,4992,"Davis County, Utah",236,1325,1312
"G4900350","2015","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",380781,357623,23158,"Salt Lake County, Utah",773,3147,3051
"G4900490","2015","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",162531,155089,7442,"Utah County, Utah",643,1620,1476
"G4900530","2015","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",63957,52453,11504,"Washington County, Utah",447,2328,2326
"G4900570","2015","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",88593,80988,7605,"Weber County, Utah",348,1612,1674
"G5000070","2015","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",67884,64271,3613,"Chittenden County, Vermont",349,1238,1211
"G5100030","2015","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",44260,39916,4344,"Albemarle County, Virginia",431,1331,1213
"G5100130","2015","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",112517,103408,9109,"Arlington County, Virginia",688,2223,2010
"G5100150","2015","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",32141,27914,4227,"Augusta County, Virginia",530,1374,1228
"G5100190","2015","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",36110,32050,4060,"Bedford County, Virginia",144,1247,1246
"G5100410","2015","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",127902,121529,6373,"Chesterfield County, Virginia",490,1593,1574
"G5100590","2015","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",412082,392822,19260,"Fairfax County, Virginia",829,2616,2481
"G5100610","2015","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",26444,25498,946,"Fauquier County, Virginia",103,555,545
"G5100690","2015","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",32774,30483,2291,"Frederick County, Virginia",448,1148,1029
"G5100850","2015","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",40330,39026,1304,"Hanover County, Virginia",220,624,583
"G5100870","2015","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",135565,125854,9711,"Henrico County, Virginia",310,2239,2263
"G5100950","2015","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",32406,28485,3921,"James City County, Virginia",378,1157,1270
"G5101070","2015","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",126508,120559,5949,"Loudoun County, Virginia",374,1405,1345
"G5101210","2015","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",39351,36971,2380,"Montgomery County, Virginia",623,1065,895
"G5101530","2015","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",145855,139082,6773,"Prince William County, Virginia",473,1742,1603
"G5101610","2015","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",40741,37968,2773,"Roanoke County, Virginia",385,1134,1116
"G5101650","2015","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",34713,30318,4395,"Rockingham County, Virginia",226,1127,1115
"G5101770","2015","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",46564,42568,3996,"Spotsylvania County, Virginia",122,939,931
"G5101790","2015","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",47247,43887,3360,"Stafford County, Virginia",365,1137,1061
"G5101990","2015","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",27656,24660,2996,"York County, Virginia",233,1057,1004
"G5105100","2015","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",76515,69008,7507,"Alexandria city, Virginia",390,1720,1655
"G5105500","2015","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",88893,83593,5300,"Chesapeake city, Virginia",1339,2069,1461
"G5106500","2015","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",60395,53132,7263,"Hampton city, Virginia",491,1793,1674
"G5106800","2015","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",32377,27864,4513,"Lynchburg city, Virginia",510,1249,1176
"G5107000","2015","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",77584,70546,7038,"Newport News city, Virginia",669,1565,1324
"G5107100","2015","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",97141,87819,9322,"Norfolk city, Virginia",1098,1920,1589
"G5107400","2015","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",41143,36654,4489,"Portsmouth city, Virginia",542,1053,917
"G5107600","2015","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",100389,91396,8993,"Richmond city, Virginia",813,2070,1721
"G5107700","2015","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",47332,41501,5831,"Roanoke city, Virginia",354,1203,1147
"G5108000","2015","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",35475,32232,3243,"Suffolk city, Virginia",91,902,898
"G5108100","2015","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",183123,169097,14026,"Virginia Beach city, Virginia",941,2240,2064
"G5300050","2015","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",73060,69084,3976,"Benton County, Washington",577,1503,1378
"G5300070","2015","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",36450,27068,9382,"Chelan County, Washington",337,1580,1512
"G5300090","2015","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",35873,32231,3642,"Clallam County, Washington",285,1091,1116
"G5300110","2015","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",174714,166335,8379,"Clark County, Washington",337,1747,1721
"G5300150","2015","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",43567,40187,3380,"Cowlitz County, Washington",378,1126,1030
"G5300210","2015","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",26691,25339,1352,"Franklin County, Washington",255,774,759
"G5300250","2015","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",35635,30915,4720,"Grant County, Washington",106,1091,1098
"G5300270","2015","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",35300,27430,7870,"Grays Harbor County, Washington",329,1413,1415
"G5300290","2015","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",40854,32939,7915,"Island County, Washington",360,1273,1234
"G5300330","2015","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",893176,845990,47186,"King County, Washington",1133,4478,4332
"G5300350","2015","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",109684,98490,11194,"Kitsap County, Washington",471,2088,2044
"G5300410","2015","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",34150,29078,5072,"Lewis County, Washington",278,969,944
"G5300530","2015","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",336362,307056,29306,"Pierce County, Washington",760,3218,3103
"G5300570","2015","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",52216,48056,4160,"Skagit County, Washington",341,770,637
"G5300610","2015","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",300466,284176,16290,"Snohomish County, Washington",544,2692,2572
"G5300630","2015","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",208309,193117,15192,"Spokane County, Washington",971,2931,2686
"G5300670","2015","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",112535,105159,7376,"Thurston County, Washington",562,2034,1975
"G5300730","2015","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",93263,80023,13240,"Whatcom County, Washington",465,2098,2094
"G5300770","2015","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",86568,81709,4859,"Yakima County, Washington",464,1176,1154
"G5400030","2015","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",46799,41265,5534,"Berkeley County, West Virginia",184,1285,1271
"G5400110","2015","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",46493,39303,7190,"Cabell County, West Virginia",413,1366,1370
"G5400330","2015","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",31580,26794,4786,"Harrison County, West Virginia",99,1042,1038
"G5400390","2015","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",92492,81804,10688,"Kanawha County, West Virginia",559,1902,1790
"G5400610","2015","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",44566,37603,6963,"Monongalia County, West Virginia",578,1488,1363
"G5400810","2015","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",36019,31315,4704,"Raleigh County, West Virginia",433,1123,1104
"G5401070","2015","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",40264,36734,3530,"Wood County, West Virginia",192,938,919
"G5500090","2015","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",107998,103894,4104,"Brown County, Wisconsin",522,1296,1076
"G5500250","2015","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",225566,216049,9517,"Dane County, Wisconsin",856,2145,1928
"G5500270","2015","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",37401,34805,2596,"Dodge County, Wisconsin",401,740,627
"G5500350","2015","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",43186,39155,4031,"Eau Claire County, Wisconsin",350,1194,1136
"G5500390","2015","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",44625,40295,4330,"Fond du Lac County, Wisconsin",321,1360,1327
"G5500550","2015","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",35320,32753,2567,"Jefferson County, Wisconsin",722,1064,682
"G5500590","2015","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",69713,62950,6763,"Kenosha County, Wisconsin",415,1510,1378
"G5500630","2015","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",49441,46116,3325,"La Crosse County, Wisconsin",388,1024,1009
"G5500710","2015","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",37200,34508,2692,"Manitowoc County, Wisconsin",256,831,761
"G5500730","2015","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",58629,54558,4071,"Marathon County, Wisconsin",340,959,890
"G5500790","2015","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",416963,381917,35046,"Milwaukee County, Wisconsin",1090,3121,2824
"G5500870","2015","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",75704,71702,4002,"Outagamie County, Wisconsin",303,1235,1173
"G5500890","2015","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",36931,35429,1502,"Ozaukee County, Wisconsin",281,675,653
"G5500970","2015","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",30417,27856,2561,"Portage County, Wisconsin",352,811,739
"G5501010","2015","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",82334,74960,7374,"Racine County, Wisconsin",626,1893,1777
"G5501050","2015","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",68314,65054,3260,"Rock County, Wisconsin",393,1038,978
"G5501090","2015","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",34922,33062,1860,"St. Croix County, Wisconsin",135,743,731
"G5501170","2015","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",50599,47438,3161,"Sheboygan County, Wisconsin",284,998,940
"G5501270","2015","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",51795,38106,13689,"Walworth County, Wisconsin",278,1268,1234
"G5501310","2015","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",55753,53353,2400,"Washington County, Wisconsin",269,917,969
"G5501330","2015","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",163365,157143,6222,"Waukesha County, Wisconsin",429,1615,1540
"G5501390","2015","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",74531,69636,4895,"Winnebago County, Wisconsin",617,1327,1154
"G5501410","2015","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",34569,30960,3609,"Wood County, Wisconsin",348,901,1083
"G5600210","2015","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",41960,37740,4220,"Laramie County, Wyoming",226,1520,1468
"G5600250","2015","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",36077,32564,3513,"Natrona County, Wyoming",229,947,921
"G7200130","2015","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",41826,31102,10724,"Arecibo Municipio, Puerto Rico",1167,1616,1399
"G7200210","2015","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",83661,70419,13242,"Bayamón Municipio, Puerto Rico",1597,1990,1689
"G7200250","2015","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",58719,50966,7753,"Caguas Municipio, Puerto Rico",1106,1751,1410
"G7200310","2015","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",78099,63199,14900,"Carolina Municipio, Puerto Rico",1291,2180,1841
"G7200610","2015","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",39804,33758,6046,"Guaynabo Municipio, Puerto Rico",1142,1358,903
"G7200970","2015","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",41613,30711,10902,"Mayagüez Municipio, Puerto Rico",1020,1248,1083
"G7201130","2015","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",66681,51733,14948,"Ponce Municipio, Puerto Rico",1468,2282,1792
"G7201270","2015","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",193449,142756,50693,"San Juan Municipio, Puerto Rico",1942,3110,3069
"G7201350","2015","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",25955,22193,3762,"Toa Alta Municipio, Puerto Rico",890,1199,986
"G7201370","2015","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",33996,26989,7007,"Toa Baja Municipio, Puerto Rico",1026,1438,1021
"G7201390","2015","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",29423,24626,4797,"Trujillo Alto Municipio, Puerto Rico",776,1203,995
