GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANLTE001,ANLTE002,ANLTE003,ANLTE004,ANLTE005,ANLTE006,ANLTE007,ANLTE008,ANLTE009,ANLTE010,NAME_M,ANLTM001,ANLTM002,ANLTM003,ANLTM004,ANLTM005,ANLTM006,ANLTM007,ANLTM008,ANLTM009,ANLTM010
"G40075000","2021","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"1600000US4075000","4075000","Tulsa city, Oklahoma",411905,229547,59016,18992,13489,948,23120,66793,33355,33438,"Tulsa city, Oklahoma",1081,3715,2126,1871,1833,184,2634,4064,3616,2915
"G41005350","2021","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"1600000US4105350","4105350","Beaverton city, Oregon",98204,60409,3885,1202,8805,318,7651,15934,9792,6142,"Beaverton city, Oregon",58,4529,1596,1151,2009,374,2971,3959,3995,1734
"G41005800","2021","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"1600000US4105800","4105800","Bend city, Oregon",102079,89584,706,194,1267,92,2693,7543,3083,4460,"Bend city, Oregon",72,2386,596,226,761,164,1643,1816,1333,1141
"G41023850","2021","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"1600000US4123850","4123850","Eugene city, Oregon",175102,138238,2757,1266,6181,26,5773,20861,9001,11860,"Eugene city, Oregon",43,3777,1258,796,1573,55,2638,3444,2934,2422
"G41031250","2021","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"1600000US4131250","4131250","Gresham city, Oregon",113106,77707,6123,718,5077,1752,5828,15901,8213,7688,"Gresham city, Oregon",36,5877,2580,619,1851,1286,2984,4219,3756,2296
"G41034100","2021","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"1600000US4134100","4134100","Hillsboro city, Oregon",106651,62685,2253,1898,12295,660,12282,14578,8292,6286,"Hillsboro city, Oregon",71,4238,1772,1483,2927,658,3221,3433,3044,2176
"G41047000","2021","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"1600000US4147000","4147000","Medford city, Oregon",86374,62398,1113,1561,1610,0,4451,15241,10177,5064,"Medford city, Oregon",32,3544,652,953,799,214,1939,3411,3133,1322
"G41059000","2021","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"1600000US4159000","4159000","Portland city, Oregon",642218,442684,35515,6966,55454,2286,22954,76359,36261,40098,"Portland city, Oregon",1919,7257,3766,2253,4086,1615,4379,5912,5637,4578
"G41064900","2021","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"1600000US4164900","4164900","Salem city, Oregon",177727,116060,3357,1557,7595,3796,13573,31789,15900,15889,"Salem city, Oregon",40,4471,1328,1190,1470,740,3674,4539,4523,4006
"G42002000","2021","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"1600000US4202000","4202000","Allentown city, Pennsylvania",125934,41589,14905,956,1724,0,34460,32300,26029,6271,"Allentown city, Pennsylvania",38,4866,2953,1380,1172,189,6295,5184,5183,2244
"G42006088","2021","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"1600000US4206088","4206088","Bethlehem city, Pennsylvania",75134,43490,7492,49,2181,92,11856,9974,6093,3881,"Bethlehem city, Pennsylvania",2629,3758,2438,85,802,154,3412,3490,2035,2014
"G42024000","2021","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"1600000US4224000","4224000","Erie city, Pennsylvania",94013,62802,16493,396,2624,65,3019,8614,3861,4753,"Erie city, Pennsylvania",47,2162,1954,322,1019,107,1407,1913,1356,1551
"G42060000","2021","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"1600000US4260000","4260000","Philadelphia city, Pennsylvania",1576251,548638,619248,4012,118209,1548,151699,132897,70044,62853,"Philadelphia city, Pennsylvania",,6876,11061,1887,2613,1306,13869,13251,9931,8027
"G42061000","2021","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"1600000US4261000","4261000","Pittsburgh city, Pennsylvania",300454,193704,62876,769,15557,153,4554,22841,8018,14823,"Pittsburgh city, Pennsylvania",93,5755,5182,422,2088,180,1925,3393,2171,3048
"G42063624","2021","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"1600000US4263624","4263624","Reading city, Pennsylvania",94834,24923,8021,1896,458,0,36522,23014,19906,3108,"Reading city, Pennsylvania",40,4064,2449,2072,344,189,4591,4291,4254,1215
"G42069000","2021","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"1600000US4269000","4269000","Scranton city, Pennsylvania",75867,53937,3568,216,4245,119,3054,10728,7317,3411,"Scranton city, Pennsylvania",36,2397,1043,196,1148,202,1509,2227,2071,1289
"G44019180","2021","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"1600000US4419180","4419180","Cranston city, Rhode Island",82568,59555,4041,56,3711,161,4583,10461,7699,2762,"Cranston city, Rhode Island",27,4978,2017,94,1367,274,2149,3507,3034,1876
"G44054640","2021","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"1600000US4454640","4454640","Pawtucket city, Rhode Island",75379,33282,9829,786,2162,141,11141,18038,14090,3948,"Pawtucket city, Rhode Island",36,3860,2938,638,1464,226,3126,3553,3239,1446
"G44059000","2021","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"1600000US4459000","4459000","Providence city, Rhode Island",189697,68084,19783,1580,12920,457,48509,38364,32190,6174,"Providence city, Rhode Island",38,5622,4443,865,2501,479,7311,6190,5805,2180
"G44074300","2021","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"1600000US4474300","4474300","Warwick city, Rhode Island",83014,69400,3204,230,1778,376,1321,6705,4546,2159,"Warwick city, Rhode Island",24,2070,1184,386,851,522,933,2046,1798,1017
"G45013330","2021","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"1600000US4513330","4513330","Charleston city, South Carolina",152046,105264,29555,2965,2432,105,4244,7481,2857,4624,"Charleston city, South Carolina",3584,5866,4647,3657,1145,181,2795,1928,1577,1379
"G45016000","2021","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"1600000US4516000","4516000","Columbia city, South Carolina",137960,63781,58247,324,4761,95,3204,7548,2532,5016,"Columbia city, South Carolina",578,4648,5708,300,1256,158,2107,2927,1477,2711
"G45030850","2021","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"1600000US4530850","4530850","Greenville city, South Carolina",72103,47620,16241,60,670,0,1619,5893,2199,3694,"Greenville city, South Carolina",42,2813,2778,102,373,226,667,1640,1196,1620
"G45048535","2021","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"1600000US4548535","4548535","Mount Pleasant town, South Carolina",92398,84952,1673,356,1315,328,812,2962,1008,1954,"Mount Pleasant town, South Carolina",20,2771,1726,561,800,383,805,1467,886,1264
"G45050875","2021","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"1600000US4550875","4550875","North Charleston city, South Carolina",117463,46571,52772,243,4753,185,4886,8053,5073,2980,"North Charleston city, South Carolina",43,5918,6614,303,1534,301,2562,2664,2348,1264
"G45061405","2021","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"1600000US4561405","4561405","Rock Hill city, South Carolina",74107,39734,27808,173,1895,0,1072,3425,1097,2328,"Rock Hill city, South Carolina",31,3367,3093,235,1117,226,948,1035,692,819
"G46052980","2021","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"1600000US4652980","4652980","Rapid City city, South Dakota",76173,57904,1154,6989,521,0,1458,8147,2225,5922,"Rapid City city, South Dakota",45,2347,716,1944,383,170,923,2067,1000,1877
"G46059020","2021","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"1600000US4659020","4659020","Sioux Falls city, South Dakota",196528,155304,13278,4351,5579,239,4131,13646,5524,8122,"Sioux Falls city, South Dakota",32,1796,1337,1187,1255,348,1287,2092,1338,1788
"G47014000","2021","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"1600000US4714000","4714000","Chattanooga city, Tennessee",182111,102109,57983,550,3863,43,4925,12638,7786,4852,"Chattanooga city, Tennessee",33,3377,3297,486,1263,72,2010,2608,2240,1715
"G47015160","2021","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"1600000US4715160","4715160","Clarksville city, Tennessee",170966,98940,33957,897,5018,524,3866,27764,7598,20166,"Clarksville city, Tennessee",31,3919,5888,552,1022,369,1523,5565,2381,4915
"G47027740","2021","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"1600000US4727740","4727740","Franklin city, Tennessee",85473,66199,5840,62,4966,0,1679,6727,2893,3834,"Franklin city, Tennessee",31,2762,2206,112,1449,224,1000,2038,1262,1575
"G47037640","2021","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"1600000US4737640","4737640","Jackson city, Tennessee",68114,29639,31715,0,928,94,2375,3363,1577,1786,"Jackson city, Tennessee",22,1483,1401,224,384,168,961,1113,859,716
"G47038320","2021","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"1600000US4738320","4738320","Johnson City city, Tennessee",70889,60112,3458,272,1128,0,837,5082,2082,3000,"Johnson City city, Tennessee",808,1523,1341,395,779,224,651,1481,1053,1084
"G47040000","2021","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"1600000US4740000","4740000","Knoxville city, Tennessee",192657,139819,25186,202,3264,0,4124,20062,8609,11453,"Knoxville city, Tennessee",42,3573,3330,191,1134,224,1655,3707,2571,2320
"G47048000","2021","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"1600000US4748000","4748000","Memphis city, Tennessee",628118,151651,398824,2158,10008,591,34871,30015,14976,15039,"Memphis city, Tennessee",52,6700,6560,1129,2423,716,4472,4560,3085,3201
"G47051560","2021","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"1600000US4751560","4751560","Murfreesboro city, Tennessee",157509,107478,26150,103,5394,1634,4077,12673,3500,9173,"Murfreesboro city, Tennessee",43,5340,5463,144,2243,2139,1969,3351,1801,3120
"G47052006","2021","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"1600000US4752006","4752006","Nashville-Davidson metropolitan government (balance), Tennessee",678845,376518,176905,1861,24881,536,37352,60792,35753,25039,"Nashville-Davidson metropolitan government (balance), Tennessee",32,3162,4445,870,3065,670,5312,6861,5055,4727
"G48001000","2021","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"1600000US4801000","4801000","Abilene city, Texas",129601,82411,13021,349,2714,0,7038,24068,20550,3518,"Abilene city, Texas",4030,4058,1787,297,726,249,2022,2913,2750,1030
"G48001924","2021","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"1600000US4801924","4801924","Allen city, Texas",106868,60144,7519,485,23316,94,3985,11325,6530,4795,"Allen city, Texas",34,6803,2932,595,5873,159,2995,2832,2326,2317
"G48003000","2021","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"1600000US4803000","4803000","Amarillo city, Texas",198781,126117,14449,1951,6474,187,12602,37001,29448,7553,"Amarillo city, Texas",4394,5741,2371,1207,853,221,2741,5790,5326,2134
"G48004000","2021","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"1600000US4804000","4804000","Arlington city, Texas",392802,155759,83847,2078,25405,351,42771,82591,68478,14113,"Arlington city, Texas",70,8757,9732,1704,4824,435,7731,8996,7778,3266
"G48004462","2021","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"1600000US4804462","4804462","Atascocita CDP, Texas",85808,30551,22357,828,4106,0,10530,17436,13339,4097,"Atascocita CDP, Texas",15290,6790,10618,817,2935,249,5899,6802,5714,3258
"G48005000","2021","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"1600000US4805000","4805000","Austin city, Texas",964000,541800,72982,7988,82451,214,87792,170773,135098,35675,"Austin city, Texas",705,15966,7903,3005,4793,170,14360,13736,13025,3946
"G48006128","2021","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"1600000US4806128","4806128","Baytown city, Texas",79676,21177,13941,344,1994,245,20213,21762,19634,2128,"Baytown city, Texas",2275,5252,4201,311,1309,274,4908,5498,5409,1381
"G48007000","2021","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"1600000US4807000","4807000","Beaumont city, Texas",112559,35146,51887,37,3047,37,6529,15876,11725,4151,"Beaumont city, Texas",27,3831,3710,59,1156,63,2386,3270,2440,1975
"G48010768","2021","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"1600000US4810768","4810768","Brownsville city, Texas",187840,50101,357,1164,804,0,21751,113663,111500,2163,"Brownsville city, Texas",45,9266,501,768,518,249,7326,10446,10410,893
"G48010912","2021","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"1600000US4810912","4810912","Bryan city, Texas",86851,50331,15803,264,3198,0,5079,12176,10739,1437,"Bryan city, Texas",53,4684,2805,218,1484,249,2615,3485,3467,658
"G48013024","2021","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"1600000US4813024","4813024","Carrollton city, Texas",132569,67374,11119,897,20358,0,12756,20065,14910,5155,"Carrollton city, Texas",38,6266,3630,671,4495,249,3473,4315,4214,2065
"G48013552","2021","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"1600000US4813552","4813552","Cedar Park city, Texas",78326,47984,3754,582,13465,194,3382,8965,6340,2625,"Cedar Park city, Texas",3688,5645,2093,500,3604,330,3201,3198,2857,1122
"G48015976","2021","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"1600000US4815976","4815976","College Station city, Texas",120032,81820,9685,674,10646,460,4508,12239,8991,3248,"College Station city, Texas",50,3215,2627,616,1431,448,2035,2871,2687,1091
"G48016432","2021","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"1600000US4816432","4816432","Conroe city, Texas",94401,59092,10706,733,4243,501,4741,14385,12209,2176,"Conroe city, Texas",28,5563,3909,839,2601,689,2873,4047,4198,1689
"G48017000","2021","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"1600000US4817000","4817000","Corpus Christi city, Texas",317768,124702,11150,960,7305,0,21429,152222,145833,6389,"Corpus Christi city, Texas",25,5294,1663,524,1171,249,3768,6760,6127,2872
"G48019000","2021","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"1600000US4819000","4819000","Dallas city, Texas",1288441,443201,309208,17320,44615,287,197940,275870,238070,37800,"Dallas city, Texas",78,16515,14059,6582,5754,259,17597,18793,18935,5645
"G48019972","2021","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"1600000US4819972","4819972","Denton city, Texas",148139,93477,20305,1068,5847,260,8579,18603,15557,3046,"Denton city, Texas",37,7371,5290,1220,2182,246,2784,6877,6790,1062
"G48022660","2021","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"1600000US4822660","4822660","Edinburg city, Texas",102477,29606,1503,544,2553,0,4256,64015,61420,2595,"Edinburg city, Texas",30,6520,1194,731,1672,249,2153,6557,6748,1315
"G48024000","2021","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"1600000US4824000","4824000","El Paso city, Texas",678422,194823,22590,7330,9118,662,117142,326757,307987,18770,"El Paso city, Texas",48,15249,2828,2915,1423,799,11029,15761,16098,3584
"G48026232","2021","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"1600000US4826232","4826232","Flower Mound town, Texas",78375,52895,2695,245,12745,0,1744,8051,4219,3832,"Flower Mound town, Texas",2588,4730,1337,290,2600,249,989,2058,1571,1379
"G48027000","2021","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"1600000US4827000","4827000","Fort Worth city, Texas",940437,393683,196213,6445,44569,683,145525,153319,118854,34465,"Fort Worth city, Texas",6382,16724,14207,3323,6683,523,12760,12712,11073,5576
"G48027684","2021","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"1600000US4827684","4827684","Frisco city, Texas",210735,104029,16763,616,54658,0,5595,29074,20069,9005,"Frisco city, Texas",69,7127,4953,520,5689,249,2076,5615,4946,2289
"G48029000","2021","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"1600000US4829000","4829000","Garland city, Texas",241870,74517,37898,2465,25203,161,20638,80988,70631,10357,"Garland city, Texas",48,8899,7658,1407,5174,266,6507,9584,9933,3657
"G48029336","2021","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"1600000US4829336","4829336","Georgetown city, Texas",75407,50457,3424,846,1082,67,4722,14809,13236,1573,"Georgetown city, Texas",51,4053,1698,918,738,121,3166,4142,4179,912
"G48030464","2021","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"1600000US4830464","4830464","Grand Prairie city, Texas",197338,47841,54603,2369,16464,0,35369,40692,36068,4624,"Grand Prairie city, Texas",63,6855,8407,1948,5085,249,6419,7630,7253,1411
"G48032372","2021","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"1600000US4832372","4832372","Harlingen city, Texas",71928,34362,1106,74,1687,0,6383,28316,27882,434,"Harlingen city, Texas",26,5042,909,142,776,249,2581,5430,5476,484
"G48035000","2021","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"1600000US4835000","4835000","Houston city, Texas",2287047,677326,508080,22447,160881,2322,380198,535793,475542,60251,"Houston city, Texas",3111,21443,22956,5783,10974,1331,20129,24003,24247,7097
"G48037000","2021","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"1600000US4837000","4837000","Irving city, Texas",254190,76355,30985,2718,60843,0,41543,41746,35077,6669,"Irving city, Texas",53,7057,6634,2360,5918,249,6182,6481,6508,2003
"G48039148","2021","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"1600000US4839148","4839148","Killeen city, Texas",156260,52272,59055,739,4647,134,13775,25638,14141,11497,"Killeen city, Texas",25,6274,5924,436,1898,158,4315,5488,4331,3851
"G48041464","2021","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"1600000US4841464","4841464","Laredo city, Texas",258014,51884,777,1003,1483,0,26462,176405,175282,1123,"Laredo city, Texas",2480,7906,525,1305,614,249,5862,9558,9598,662
"G48041980","2021","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"1600000US4841980","4841980","League City city, Texas",114664,76894,8612,29,8570,0,3888,16671,11368,5303,"League City city, Texas",975,5522,4745,50,1968,249,2027,3873,3871,2183
"G48042016","2021","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"1600000US4842016","4842016","Leander city, Texas",68993,40664,2243,547,7448,0,4154,13937,8219,5718,"Leander city, Texas",5073,4488,1229,776,2408,249,2186,4343,3412,2883
"G48042508","2021","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"1600000US4842508","4842508","Lewisville city, Texas",112853,47479,18271,518,13215,0,14703,18667,12681,5986,"Lewisville city, Texas",799,6004,4483,461,3490,249,4679,5567,5130,2327
"G48043888","2021","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"1600000US4843888","4843888","Longview city, Texas",81877,45233,15973,348,1082,0,2525,16716,12942,3774,"Longview city, Texas",1501,3027,1922,327,508,249,1358,2795,2690,1314
"G48045000","2021","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"1600000US4845000","4845000","Lubbock city, Texas",260990,152439,22438,2253,6168,115,23579,53998,46011,7987,"Lubbock city, Texas",28,7103,2080,1087,1051,143,4695,5328,5326,2219
"G48045384","2021","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"1600000US4845384","4845384","McAllen city, Texas",143922,59613,1535,837,2974,0,28856,50107,48215,1892,"McAllen city, Texas",34,6783,1468,804,1509,249,5156,7141,7292,1146
"G48045744","2021","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"1600000US4845744","4845744","McKinney city, Texas",202680,110686,30929,2103,27354,365,6318,24925,17369,7556,"McKinney city, Texas",50,6580,6473,1746,4486,503,3236,3890,3763,1822
"G48046452","2021","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"1600000US4846452","4846452","Mansfield city, Texas",74106,38620,16207,41,4947,0,3674,10617,7116,3501,"Mansfield city, Texas",1997,5287,4890,72,2126,249,1779,4421,3816,2162
"G48047892","2021","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"1600000US4847892","4847892","Mesquite city, Texas",148087,38423,36701,679,4027,92,20217,47948,37194,10754,"Mesquite city, Texas",532,4868,6622,700,2061,168,6244,7716,7104,4318
"G48048072","2021","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"1600000US4848072","4848072","Midland city, Texas",131292,70760,7070,780,1882,0,15252,35548,29305,6243,"Midland city, Texas",29,5388,2044,830,1501,249,5193,6828,6462,2776
"G48048768","2021","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"1600000US4848768","4848768","Mission city, Texas",86215,22045,891,523,1495,182,10768,50311,49295,1016,"Mission city, Texas",37,5564,1306,547,883,205,4094,6164,6279,987
"G48048804","2021","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"1600000US4848804","4848804","Missouri City city, Texas",76462,12373,35300,0,13198,0,6843,8748,5898,2850,"Missouri City city, Texas",3359,3300,5911,249,3705,249,2785,3134,2784,1770
"G48050820","2021","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"1600000US4850820","4850820","New Braunfels city, Texas",96630,62290,3788,0,661,0,3698,26193,22186,4007,"New Braunfels city, Texas",3863,6008,1756,249,576,249,2579,6195,5926,1904
"G48052356","2021","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"1600000US4852356","4852356","North Richland Hills city, Texas",70212,50625,3367,716,2478,0,4363,8663,5035,3628,"North Richland Hills city, Texas",31,3667,1451,986,1314,249,2020,2297,2074,1714
"G48053388","2021","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"1600000US4853388","4853388","Odessa city, Texas",116436,49377,9000,1678,1276,0,25343,29762,27111,2651,"Odessa city, Texas",2895,5841,2584,1997,1512,249,4481,5686,5909,1465
"G48056000","2021","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US4856000","4856000","Pasadena city, Texas",148629,48093,6687,896,3055,0,25693,64205,60900,3305,"Pasadena city, Texas",35,6513,3827,621,1554,249,6349,9363,9536,1869
"G48056348","2021","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"1600000US4856348","4856348","Pearland city, Texas",120694,54662,23606,144,23338,0,4922,14022,12141,1881,"Pearland city, Texas",2999,6796,5241,190,3708,249,2300,3910,3851,1043
"G48057176","2021","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"1600000US4857176","4857176","Pflugerville city, Texas",66700,33000,9420,310,5052,153,7884,10881,9986,895,"Pflugerville city, Texas",32,6965,6022,500,2767,261,3855,4593,4198,751
"G48057200","2021","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"1600000US4857200","4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2021","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"1600000US4858016","4858016","Plano city, Texas",287037,145305,25558,1481,63836,84,19817,30956,22261,8695,"Plano city, Texas",1039,8858,5953,1096,6569,136,4823,4463,4083,2091
"G48061796","2021","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"1600000US4861796","4861796","Richardson city, Texas",116369,65531,11674,111,16930,0,9477,12646,8718,3928,"Richardson city, Texas",57,5347,4248,109,4256,249,5219,4509,4077,1490
"G48063500","2021","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"1600000US4863500","4863500","Round Rock city, Texas",127130,66739,16982,349,8499,138,9916,24507,16824,7683,"Round Rock city, Texas",3229,6317,4593,435,2628,227,3935,5194,4980,3526
"G48064472","2021","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"1600000US4864472","4864472","San Angelo city, Texas",101063,62561,3440,1674,1461,70,7534,24323,19683,4640,"San Angelo city, Texas",3484,4363,734,1187,566,149,2508,3741,3480,1309
"G48065000","2021","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"1600000US4865000","4865000","San Antonio city, Texas",1451863,560029,91160,17822,41196,2215,180353,559088,501966,57122,"San Antonio city, Texas",92,18250,6879,4974,4986,525,13891,21970,21471,6474
"G48065600","2021","TX",,,"Texas","48",,,"San Marcos city","65600",,,,,,,,,,,,,,,,"1600000US4865600","4865600","San Marcos city, Texas",68578,38556,5909,1012,827,0,3406,18868,13914,4954,"San Marcos city, Texas",17,5124,1917,1016,688,249,2191,4778,4399,3532
"G48069596","2021","TX",,,"Texas","48",,,"Spring CDP","69596",,,,,,,,,,,,,,,,"1600000US4869596","4869596","Spring CDP, Texas",71893,29878,16025,0,336,50,4934,20670,18586,2084,"Spring CDP, Texas",12905,8704,7098,249,356,93,2231,8608,7783,1558
"G48070808","2021","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"1600000US4870808","4870808","Sugar Land city, Texas",109337,45747,7602,119,43735,0,2130,10004,5839,4165,"Sugar Land city, Texas",129,5642,4199,123,5843,249,1225,2799,2320,2055
"G48072176","2021","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"1600000US4872176","4872176","Temple city, Texas",85428,54466,6189,176,1508,0,5121,17968,10504,7464,"Temple city, Texas",48,3760,1826,179,949,249,2180,3328,3342,1957
"G48072656","2021","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"1600000US4872656","4872656","The Woodlands CDP, Texas",116251,75992,5297,186,8955,0,3553,22268,19974,2294,"The Woodlands CDP, Texas",12358,8970,3526,319,3373,249,2241,8352,8287,1227
