GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G48070808","2011","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",81698,42429,6321,266,27807,0,3016,1859,459,1400,"Sugar Land city, Texas",37,4348,2511,468,4477,218,2024,1186,463,1108
"G48072176","2011","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",67183,54307,7615,13,2430,24,1461,1333,384,949,"Temple city, Texas",31,2544,2063,29,1454,44,892,826,359,781
"G48072656","2011","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",112858,95073,4458,0,6363,0,712,6252,745,5507,"The Woodlands CDP, Texas",9857,9437,1926,218,2109,218,661,2753,710,2475
"G48074144","2011","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",98573,66316,24630,481,2368,76,3062,1640,737,903,"Tyler city, Texas",44,3462,2993,508,691,133,1602,848,631,549
"G48076000","2011","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",126691,90276,28364,129,2170,57,3347,2348,836,1512,"Waco city, Texas",34,2837,2300,146,1146,107,1313,843,514,665
"G48079000","2011","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",103932,81816,12722,756,2696,70,1699,4173,1048,3125,"Wichita Falls city, Texas",23,1534,1379,423,692,110,827,1643,933,1355
"G49043660","2011","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",68488,60339,2442,98,1129,359,2591,1530,322,1208,"Layton city, Utah",33,2425,1608,164,868,412,1968,912,343,847
"G49055980","2011","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",83950,62530,1085,926,1303,202,15808,2096,705,1391,"Ogden city, Utah",24,3207,535,492,796,198,2973,830,661,692
"G49057300","2011","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",90719,82141,1536,427,983,549,2198,2885,252,2633,"Orem city, Utah",40,2203,1033,462,604,493,1318,1171,250,1093
"G49062470","2011","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",115324,101694,1139,312,3634,1452,3240,3853,448,3405,"Provo city, Utah",34,2740,655,218,1215,1075,1912,1196,295,1112
"G49065330","2011","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",74776,68804,236,1771,401,1054,745,1765,184,1581,"St. George city, Utah",30,1333,292,731,285,633,676,899,273,818
"G49067000","2011","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",189906,141084,5382,3097,9255,5363,19334,6391,1477,4914,"Salt Lake City city, Utah",49,6956,1566,1465,1902,2125,5414,2304,932,2148
"G49067440","2011","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",89191,80129,419,228,2140,514,2694,3067,903,2164,"Sandy city, Utah",43,2289,511,255,866,594,1648,1149,997,909
"G49082950","2011","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",105694,94180,1084,1021,2692,934,2981,2802,534,2268,"West Jordan city, Utah",70,2664,615,1033,904,688,1359,1046,367,1024
"G49083470","2011","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",131928,101985,4156,913,8735,3473,8262,4404,284,4120,"West Valley City city, Utah",62,4958,2510,804,2063,2195,3352,1767,277,1817
"G51001000","2011","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",144301,93723,30380,310,8547,0,5304,6037,1125,4912,"Alexandria city, Virginia",0,2426,1239,280,1192,210,2335,1986,1091,1730
"G51003000","2011","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",216004,152764,18017,1443,20711,237,16422,6410,998,5412,"Arlington CDP, Virginia",0,3746,1130,1029,1447,299,3565,1844,753,1659
"G51014440","2011","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",77602,37842,5249,0,24122,0,3507,6882,2070,4812,"Centreville CDP, Virginia",9826,4601,2933,210,6920,210,2907,4240,2817,3158
"G51016000","2011","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",225050,140666,65759,609,7439,391,3033,7153,708,6445,"Chesapeake city, Virginia",0,1622,1421,268,831,528,1364,1675,627,1593
"G51021088","2011","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",65174,27883,22834,0,5746,0,3340,5371,234,5137,"Dale City CDP, Virginia",7038,4276,4757,210,1764,210,2136,2518,286,2505
"G51035000","2011","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",136401,59098,68574,560,3086,39,791,4253,614,3639,"Hampton city, Virginia",0,1639,1463,425,710,68,798,1696,742,1550
"G51047672","2011","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",76503,51780,20921,229,1930,0,215,1428,163,1265,"Lynchburg city, Virginia",0,1494,1270,323,653,210,240,597,239,524
"G51056000","2011","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",179611,91478,72777,581,5172,264,2343,6996,543,6453,"Newport News city, Virginia",0,1821,2358,464,806,252,1675,2045,448,1955
"G51057000","2011","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",242628,115500,102621,917,8528,418,5153,9491,586,8905,"Norfolk city, Virginia",0,2034,2530,584,849,542,1512,1842,498,1744
"G51064000","2011","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",95684,39758,50965,70,643,0,1225,3023,304,2719,"Portsmouth city, Virginia",0,854,946,109,539,210,855,904,401,888
"G51067000","2011","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",205533,89030,101361,286,4904,31,3053,6868,44,6824,"Richmond city, Virginia",0,1997,1781,259,538,69,1833,2284,62,2283
"G51068000","2011","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",96714,62443,24781,188,1933,0,1912,5457,0,5457,"Roanoke city, Virginia",0,1363,2333,244,144,210,1204,2279,210,2279
"G51076432","2011","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",84930,44314,34648,103,664,0,339,4862,26,4836,"Suffolk city, Virginia",0,759,1627,185,464,210,316,1691,46,1691
"G51082000","2011","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",442707,302996,86949,1705,28736,240,5507,16574,967,15607,"Virginia Beach city, Virginia",0,2552,2612,637,1499,345,2074,2591,623,2545
"G53003180","2011","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",70724,50990,2942,1646,6112,1167,3151,4716,767,3949,"Auburn city, Washington",2034,3622,1686,817,2122,903,2379,1965,662,1890
"G53005210","2011","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",124790,82043,1926,372,30183,584,4359,5323,977,4346,"Bellevue city, Washington",39,4539,933,292,3965,552,3442,1690,943,1413
"G53005280","2011","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",81865,72310,1040,770,3889,0,2116,1740,95,1645,"Bellingham city, Washington",25,3028,1020,445,1464,201,2540,847,135,834
"G53022640","2011","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",104304,79903,3196,1156,10554,1170,3188,5137,840,4297,"Everett city, Washington",42,4015,1227,552,2577,1209,1713,1466,962,1156
"G53023515","2011","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",91079,60267,8971,1599,9125,1848,5374,3895,406,3489,"Federal Way city, Washington",37,3983,2629,806,2522,1615,2577,1192,583,1201
"G53035275","2011","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",76219,56888,2299,112,2046,0,11622,3252,1077,2175,"Kennewick city, Washington",29,4075,696,184,972,201,3880,1730,1298,1190
"G53035415","2011","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",120919,68629,11054,612,21345,3477,7005,8797,838,7959,"Kent city, Washington",38,6808,2587,437,4372,2106,3569,3087,746,2951
"G53057745","2011","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",92827,52047,10008,660,19853,287,3445,6527,1808,4719,"Renton city, Washington",52,5746,2761,518,5905,357,3512,2432,1780,1787
"G53063000","2011","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",620778,433436,45994,4523,95955,1361,8514,30995,2301,28694,"Seattle city, Washington",43,9559,5928,1344,7130,1020,2335,4407,1487,3994
"G53067000","2011","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",210107,183697,5621,3854,5737,536,3124,7538,103,7435,"Spokane city, Washington",36,2928,1695,1364,1128,766,1503,1624,127,1614
"G53067167","2011","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",90282,79424,1331,2384,903,490,450,5300,278,5022,"Spokane Valley city, Washington",27,2694,931,1126,594,719,325,1875,240,1882
"G53070000","2011","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",200677,132653,21038,2370,20980,964,6878,15794,989,14805,"Tacoma city, Washington",39,5316,3222,753,3618,750,2395,3024,658,3103
"G53074060","2011","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",164774,134114,5290,2038,9306,1622,3416,8988,309,8679,"Vancouver city, Washington",62,2962,1410,697,1771,892,1974,2368,377,2360
"G53080010","2011","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",92521,66893,993,756,996,0,19426,3457,1073,2384,"Yakima city, Washington",38,5114,749,480,777,201,5426,1243,760,1010
"G55002375","2011","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",72395,64547,579,499,4155,30,495,2090,225,1865,"Appleton city, Wisconsin",2450,2709,403,643,1120,59,548,862,227,819
"G55022300","2011","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",65973,59925,171,322,3046,0,183,2326,0,2326,"Eau Claire city, Wisconsin",780,935,193,229,999,151,254,719,151,719
"G55031000","2011","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",105815,87221,4422,2652,4461,25,2363,4671,718,3953,"Green Bay city, Wisconsin",31,2303,1151,988,1412,45,1284,1405,495,1282
"G55039225","2011","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",99743,84430,10631,588,1049,0,1363,1682,47,1635,"Kenosha city, Wisconsin",29,1825,1214,532,676,151,826,838,60,831
"G55048000","2011","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",236889,190145,15082,1010,18927,0,3693,8032,915,7117,"Madison city, Wisconsin",60,4358,3204,481,2015,151,1735,2220,596,2155
"G55053000","2011","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",597884,284607,233507,3333,20552,349,32479,23057,3846,19211,"Milwaukee city, Wisconsin",62,5563,4116,926,2955,310,4308,3717,1116,3449
"G55060500","2011","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66339,60548,2342,498,1668,0,166,1117,0,1117,"Oshkosh city, Wisconsin",27,1052,360,403,807,151,177,604,151,604
"G55066000","2011","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",78847,53752,17925,92,1054,0,3894,2130,608,1522,"Racine city, Wisconsin",29,2734,1855,108,837,151,2050,840,408,768
"G55084250","2011","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",70872,63198,1239,321,1843,0,2235,2036,0,2036,"Waukesha city, Wisconsin",33,2508,1034,273,820,151,1748,840,151,840
"G72006593","2011","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",184282,109110,17369,1319,327,0,18420,37737,1296,36441,"Bayamón zona urbana, Puerto Rico",2750,5113,3058,818,285,210,4310,4849,553,4776
"G72010334","2011","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",87617,69700,6541,55,100,0,3169,8052,520,7532,"Caguas zona urbana, Puerto Rico",4618,4963,1933,89,161,210,1570,2682,373,2638
"G72014290","2011","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",156916,93016,34334,1020,387,0,16666,11493,1502,9991,"Carolina zona urbana, Puerto Rico",2916,5240,4911,859,420,210,3017,3812,736,3713
"G72032522","2011","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",77821,61314,3807,390,167,0,10206,1937,262,1675,"Guaynabo zona urbana, Puerto Rico",2729,3607,1418,622,248,210,2667,1076,227,1015
"G72052431","2011","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",68888,39318,3415,0,11,0,2155,23989,864,23125,"Mayagüez zona urbana, Puerto Rico",2717,3318,969,210,17,210,1125,3451,697,3369
"G72063820","2011","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",133464,91316,7331,87,51,0,9855,24824,980,23844,"Ponce zona urbana, Puerto Rico",3851,4930,1488,105,77,210,2214,4009,522,4036
"G72076770","2011","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",373584,232289,62028,1204,3757,0,29058,45248,3711,41537,"San Juan zona urbana, Puerto Rico",3720,6836,6078,715,1542,210,3723,5430,1268,5199
