GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G44054640","2019","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",72108,42919,12791,279,2228,0,7727,6164,1352,4812,"Pawtucket city, Rhode Island",41,3359,2899,302,1142,222,2656,2301,1094,2144
"G44059000","2019","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",179875,94189,37817,933,9899,69,24878,12090,4562,7528,"Providence city, Rhode Island",40,9003,6119,559,2499,133,6309,3759,2372,3083
"G44074300","2019","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",81006,73153,2560,586,2294,0,664,1749,84,1665,"Warwick city, Rhode Island",22,1750,985,390,1243,222,542,853,138,863
"G45013330","2019","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",143151,104176,29585,91,3598,1485,1505,2711,27,2684,"Charleston city, South Carolina",2321,4589,4682,295,1182,2222,806,1115,50,1132
"G45016000","2019","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",131323,74771,47503,139,3464,163,1424,3859,310,3549,"Columbia city, South Carolina",245,3615,3871,177,1412,163,1042,1070,293,1020
"G45030850","2019","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",70633,47845,16556,86,1044,1309,1785,2008,427,1581,"Greenville city, South Carolina",26,2946,2354,110,552,1558,1200,869,371,756
"G45048535","2019","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,
"G45050875","2019","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",122400,47925,52938,0,3128,2975,11256,4178,158,4020,"North Charleston city, South Carolina",5412,4843,5970,218,1516,3819,3376,2191,263,2188
"G45061405","2019","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",75041,41484,30059,237,885,0,681,1695,486,1209,"Rock Hill city, South Carolina",39,3425,3519,231,626,218,901,1066,764,725
"G46052980","2019","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",77496,63627,1951,7244,1021,0,0,3653,165,3488,"Rapid City city, South Dakota",30,1668,451,1791,358,167,167,1547,270,1517
"G46059020","2019","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",183799,156866,12352,2522,3990,0,1116,6953,507,6446,"Sioux Falls city, South Dakota",35,1529,1392,951,940,167,773,1933,806,1791
"G47014000","2019","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",182803,113117,53674,248,6046,338,4856,4524,280,4244,"Chattanooga city, Tennessee",33,3937,4275,372,1546,369,2264,1900,331,1832
"G47015160","2019","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",158152,98696,38866,997,3549,668,3697,11679,630,11049,"Clarksville city, Tennessee",31,2801,3394,815,854,236,1554,3220,412,3156
"G47027740","2019","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",83096,69103,4635,104,7519,0,308,1427,0,1427,"Franklin city, Tennessee",27,2581,1381,188,1886,216,344,922,216,922
"G47037640","2019","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",67187,29745,31822,310,1083,0,2660,1567,132,1435,"Jackson city, Tennessee",27,2414,1638,349,244,216,1968,865,212,834
"G47038320","2019","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",,,,,,,,,,,"Johnson City city, Tennessee",,,,,,,,,,
"G47040000","2019","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",187610,145784,28611,1639,2944,35,1815,6782,200,6582,"Knoxville city, Tennessee",43,3586,3058,458,876,61,1173,1980,187,1964
"G47048000","2019","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",651088,197650,409998,889,13563,95,19349,9544,780,8764,"Memphis city, Tennessee",65,8312,6894,636,2550,158,5318,2535,468,2452
"G47051560","2019","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",146912,102501,29005,4,7522,0,2408,5472,359,5113,"Murfreesboro city, Tennessee",50,6202,5737,10,3329,216,1902,2122,371,2055
"G47052006","2019","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",668580,419934,181426,2053,25916,787,22811,15653,1487,14166,"Nashville-Davidson metropolitan government (balance), Tennessee",3352,4782,3607,749,1384,754,4420,2788,1001,2852
"G48001000","2019","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",123201,94265,13948,145,2695,0,9343,2805,431,2374,"Abilene city, Texas",3657,4176,1062,113,623,234,2836,924,238,876
"G48001924","2019","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",105630,72640,8741,144,19725,0,2101,2279,263,2016,"Allen city, Texas",35,5858,3662,171,4586,234,1190,1160,269,1114
"G48003000","2019","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",197365,160660,14228,1218,10193,446,5569,5051,1404,3647,"Amarillo city, Texas",2773,4506,1494,487,1836,359,2499,1936,1376,1349
"G48004000","2019","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",398860,209561,95214,574,28119,1718,48751,14923,3717,11206,"Arlington city, Texas",63,11973,9916,545,5429,1380,9606,4190,1608,3911
"G48004462","2019","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",82572,58681,16388,105,2667,0,2540,2191,441,1750,"Atascocita CDP, Texas",10372,10037,5028,124,2276,234,2312,1436,530,1135
"G48005000","2019","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",979263,715060,76480,8401,80117,504,57942,40759,5923,34836,"Austin city, Texas",570,11926,6997,3487,5821,700,9602,6143,2433,5762
"G48006128","2019","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",76895,61360,10055,515,593,157,3176,1039,293,746,"Baytown city, Texas",1990,3858,3765,858,614,289,1770,636,311,550
"G48007000","2019","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",116822,55726,52622,507,3528,204,3158,1077,0,1077,"Beaumont city, Texas",32,3978,3453,397,1423,327,2447,626,234,626
"G48010768","2019","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",182781,171537,780,113,1876,63,6977,1435,1064,371,"Brownsville city, Texas",31,3409,489,181,753,114,2736,1676,1150,550
"G48010912","2019","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",86268,66332,16003,52,1284,303,1015,1279,373,906,"Bryan city, Texas",37,2393,2303,88,799,501,659,765,327,585
"G48013024","2019","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",139272,90166,13332,844,24001,536,4461,5932,1185,4747,"Carrollton city, Texas",100,5994,4129,695,4179,475,2130,2022,797,1870
"G48013552","2019","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",77419,62407,3055,398,6941,102,1418,3098,691,2407,"Cedar Park city, Texas",2356,4549,2158,542,2971,216,896,1332,667,1246
"G48015976","2019","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",117911,92898,8500,66,11087,70,1248,4042,151,3891,"College Station city, Texas",26,2769,2209,116,1569,120,923,1387,205,1350
"G48016432","2019","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",91081,76301,8758,436,1824,0,2073,1689,195,1494,"Conroe city, Texas",27,4048,3520,551,1275,234,1257,922,255,898
"G48017000","2019","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",326590,292495,13816,766,7663,0,6410,5440,925,4515,"Corpus Christi city, Texas",26,2866,1050,523,844,234,1956,1374,574,1397
"G48019000","2019","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1343565,835216,330519,6746,50033,371,90392,30288,5221,25067,"Dallas city, Texas",69,16147,14685,1739,7605,455,11747,4252,1770,3645
"G48019972","2019","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",141522,109434,14676,1509,5668,106,3489,6640,1132,5508,"Denton city, Texas",74,5488,4585,1301,1815,226,1817,2032,951,1744
"G48022660","2019","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",101168,88164,2051,39,2009,0,8018,887,415,472,"Edinburg city, Texas",24,4806,1126,76,1404,234,4362,518,446,355
"G48024000","2019","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",681729,537285,23085,4631,9271,174,89455,17828,7853,9975,"El Paso city, Texas",34,14784,2998,1451,947,279,13656,3248,2240,2280
"G48026232","2019","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",83205,64292,2442,76,8987,0,5100,2308,41,2267,"Flower Mound town, Texas",6366,3017,1356,142,2502,234,6613,1102,68,1103
"G48027000","2019","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",913656,589390,171689,4553,45041,628,77635,24720,4788,19932,"Fort Worth city, Texas",3113,16408,10272,1708,6474,752,11092,4377,1718,3815
"G48027684","2019","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",200513,121741,16835,869,52169,105,2298,6496,762,5734,"Frisco city, Texas",89,5619,4691,690,5185,211,1437,2234,909,2013
"G48029000","2019","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",239539,155024,39227,1453,21662,296,12274,9603,850,8753,"Garland city, Texas",51,9175,8616,1043,4706,336,3501,2974,585,2904
"G48029336","2019","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",79609,68895,6107,171,606,99,1512,2219,276,1943,"Georgetown city, Texas",33,3209,2790,199,469,70,1320,1375,403,1325
"G48030464","2019","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",194522,105810,40009,365,11230,0,32758,4350,1509,2841,"Grand Prairie city, Texas",47,9382,6317,376,3219,234,7615,1807,1054,1481
"G48032372","2019","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",,,,,,,,,,,"Harlingen city, Texas",,,,,,,,,,
"G48035000","2019","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2316797,1262326,534981,9417,150806,832,305458,52977,10633,42344,"Houston city, Texas",1179,22702,14462,1989,9754,543,19571,7167,2572,6579
"G48037000","2019","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",239779,108147,33906,1115,53694,115,36396,6406,1837,4569,"Irving city, Texas",72,9484,7358,803,6113,149,8318,2240,1005,1981
"G48039148","2019","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",151685,62637,64973,1391,6174,1845,4289,10376,909,9467,"Killeen city, Texas",72,5455,6131,919,1825,649,1692,2539,516,2594
"G48041464","2019","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",264069,253531,1327,1607,1298,0,5191,1115,980,135,"Laredo city, Texas",2988,3920,1181,1349,889,234,2120,517,525,186
"G48041980","2019","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",106730,88981,7945,391,4521,0,654,4238,84,4154,"League City city, Texas",864,4332,2956,609,2094,234,642,3148,141,3147
"G48042016","2019","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"16000US4842016","Leander city, Texas",68583,56113,3643,0,4026,0,336,4465,403,4062,"Leander city, Texas",3326,3379,2261,234,1759,234,289,2258,492,2238
"G48042508","2019","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",108562,74334,13669,858,11858,0,3886,3957,469,3488,"Lewisville city, Texas",424,4701,3465,727,3021,234,1915,2844,417,2852
"G48043888","2019","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",82461,60027,15545,81,1597,0,1549,3662,159,3503,"Longview city, Texas",1364,3003,2018,97,651,234,1247,1908,203,1883
"G48045000","2019","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",258870,205564,19575,1620,6830,760,15432,9089,1519,7570,"Lubbock city, Texas",35,4756,2354,746,1362,1014,4176,2372,753,2273
"G48045384","2019","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",143258,99073,904,101,5092,0,34588,3500,1361,2139,"McAllen city, Texas",47,7226,708,159,1685,234,7378,1848,1006,1474
"G48045744","2019","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",199174,146574,23214,1028,20130,48,1527,6653,715,5938,"McKinney city, Texas",40,6656,5057,636,3814,76,632,2214,576,1977
"G48046452","2019","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",74841,52949,13833,460,1789,0,2859,2951,99,2852,"Mansfield city, Texas",1960,4810,3934,518,1149,234,1785,1688,165,1680
"G48047892","2019","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",140795,91472,29037,852,4660,0,9292,5482,870,4612,"Mesquite city, Texas",39,6920,6610,695,2100,234,4039,2435,720,2347
"G48048072","2019","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",146042,106728,9832,374,1932,95,22165,4916,1041,3875,"Midland city, Texas",19,5874,2236,512,832,167,5609,1898,987,1750
"G48048768","2019","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2019","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",75543,26289,31765,0,12993,0,3082,1414,980,434,"Missouri City city, Texas",3767,4660,5759,234,3294,234,2420,1037,993,460
"G48050820","2019","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",90710,83614,2945,191,1436,0,1363,1161,321,840,"New Braunfels city, Texas",3609,4147,1196,158,868,234,995,1021,548,619
"G48052356","2019","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",70655,58275,5641,433,2501,79,1727,1999,0,1999,"North Richland Hills city, Texas",60,3770,3814,517,1295,162,774,1094,234,1094
"G48053388","2019","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",123163,92173,10004,1574,2367,23,14022,3000,761,2239,"Odessa city, Texas",1301,5275,1135,1718,724,46,4900,1783,799,1466
"G48056000","2019","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",151230,134600,3381,1796,2439,0,5149,3865,900,2965,"Pasadena city, Texas",38,3923,1920,1474,1020,234,1862,2100,704,2041
"G48056348","2019","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",131448,83290,19842,1576,20045,0,4042,2653,724,1929,"Pearland city, Texas",4389,6782,4548,1096,3406,234,2102,1361,680,1219
"G48057176","2019","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"16000US4857176","Pflugerville city, Texas",65124,40971,10941,131,3175,0,6499,3407,1151,2256,"Pflugerville city, Texas",68,6776,5533,232,1664,234,5837,1266,794,1201
"G48057200","2019","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2019","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",285849,183249,27322,552,63686,432,3285,7323,1758,5565,"Plano city, Texas",1340,7255,5623,357,6053,288,1316,2003,979,1662
"G48061796","2019","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",121331,82085,16682,384,15198,0,3629,3353,833,2520,"Richardson city, Texas",42,5723,5949,440,3135,234,2223,1385,900,1175
"G48063500","2019","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",133435,108447,10603,55,6929,0,2038,5363,392,4971,"Round Rock city, Texas",1774,4465,3505,95,2571,234,1214,2386,402,2374
"G48063572","2019","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",66805,43653,13380,54,5045,137,1537,2999,282,2717,"Rowlett city, Texas",2047,5534,4661,86,2554,224,957,2384,366,2340
"G48064472","2019","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",98193,85298,4655,568,1353,145,4164,2010,119,1891,"San Angelo city, Texas",4205,4236,1000,598,370,246,1945,847,149,835
"G48065000","2019","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1547250,1211805,112670,14696,44966,861,105033,57219,13452,43767,"San Antonio city, Texas",118,14181,6836,4164,4206,473,11742,6860,2733,6022
"G48070808","2019","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",118500,59353,10119,312,41794,901,2049,3972,677,3295,"Sugar Land city, Texas",45,6592,3718,295,6303,1548,1390,1595,743,1420
"G48072176","2019","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",78437,58981,11347,110,2367,91,1225,4316,394,3922,"Temple city, Texas",30,3252,2881,122,1362,160,812,1894,379,1872
"G48072656","2019","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",117270,92520,6465,0,11212,0,2801,4272,374,3898,"The Woodlands CDP, Texas",10155,9910,3450,234,2606,234,2001,2055,455,1939
"G48074144","2019","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",106991,72015,26827,703,3179,0,2915,1352,136,1216,"Tyler city, Texas",33,3955,3387,595,903,234,1484,834,142,793
"G48075428","2019","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",66920,57484,4831,0,890,61,1787,1867,1116,751,"Victoria city, Texas",21,1911,1500,234,1060,107,1332,1241,949,842
"G48076000","2019","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",139245,101201,28254,449,2617,28,1784,4912,618,4294,"Waco city, Texas",42,2258,2460,409,881,63,799,1926,692,1723
"G48079000","2019","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104677,82751,12693,667,2297,120,2659,3490,375,3115,"Wichita Falls city, Texas",26,1605,1327,405,720,175,943,1175,289,1128
"G49043660","2019","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",78008,70592,725,486,2008,143,648,3406,184,3222,"Layton city, Utah",34,2193,675,408,1208,198,625,1297,319,1242
"G49044320","2019","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",,,,,,,,,,,"Lehi city, Utah",,,,,,,,,,
"G49055980","2019","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",87764,77617,1854,1433,1015,168,2599,3078,662,2416,"Ogden city, Utah",36,1917,694,750,668,209,1222,1251,472,1031
"G49057300","2019","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",97839,88627,291,823,1070,589,1388,5051,284,4767,"Orem city, Utah",48,2286,268,627,567,524,1223,1516,254,1505
"G49062470","2019","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",116616,100953,1061,828,3224,1527,2437,6586,1808,4778,"Provo city, Utah",33,2312,559,561,957,1107,1160,1820,1135,1374
"G49065330","2019","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",89586,79918,837,1191,155,151,4162,3172,0,3172,"St. George city, Utah",22,2859,520,600,308,267,2455,1127,198,1127
"G49067000","2019","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",200546,143613,5596,3549,13615,6476,20110,7587,1903,5684,"Salt Lake City city, Utah",74,7598,2172,3012,2885,4004,4967,2955,2204,1621
"G49067440","2019","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",96385,83529,1311,108,5440,103,3370,2524,90,2434,"Sandy city, Utah",39,3143,949,173,2185,121,2289,1335,151,1331
"G49070850","2019","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",76607,67848,139,349,2572,688,3276,1735,166,1569,"South Jordan city, Utah",40,2860,190,625,1215,773,2386,858,224,842
"G49082950","2019","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",116482,92580,904,301,2549,2114,13229,4805,192,4613,"West Jordan city, Utah",40,6521,599,311,1330,1915,5026,2625,162,2629
"G49083470","2019","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",135255,88975,5736,1367,6832,3471,22548,6326,3052,3274,"West Valley City city, Utah",40,6532,3273,1079,3097,2081,5058,2395,1764,1653
"G51001000","2019","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",159428,101087,33266,105,9227,36,7259,8448,859,7589,"Alexandria city, Virginia",0,3213,1906,138,1152,70,3194,2096,634,1995
"G51003000","2019","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",236842,170938,22564,708,24317,0,9135,9180,631,8549,"Arlington CDP, Virginia",0,3282,809,584,1699,208,3194,1939,389,1882
"G51014440","2019","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",66457,39429,5178,0,17471,0,1491,2888,647,2241,"Centreville CDP, Virginia",4689,4720,2200,208,3165,208,876,1100,749,834
"G51016000","2019","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",244835,147098,73569,454,8655,0,5643,9416,461,8955,"Chesapeake city, Virginia",0,1850,2970,624,915,208,2068,2616,425,2520
"G51021088","2019","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",73918,30136,20590,503,6399,284,12829,3177,271,2906,"Dale City CDP, Virginia",7671,4924,4218,333,1841,350,5265,1478,306,1382
"G51035000","2019","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",134510,53875,67315,29,3459,312,3443,6077,1209,4868,"Hampton city, Virginia",0,1062,2205,57,566,310,1508,1882,761,1706
"G51047672","2019","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",82168,52367,23704,211,1499,0,1698,2689,290,2399,"Lynchburg city, Virginia",0,1006,1282,259,626,208,1490,1049,244,991
"G51056000","2019","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",179225,86265,74156,549,5643,427,3084,9101,972,8129,"Newport News city, Virginia",0,2075,2063,635,810,670,1574,2443,639,2368
"G51057000","2019","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",242742,114295,100025,816,8913,45,7491,11157,933,10224,"Norfolk city, Virginia",0,2060,1841,422,785,75,1915,2032,418,1915
"G51064000","2019","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",94398,37612,50972,39,1195,187,1101,3292,104,3188,"Portsmouth city, Virginia",0,923,1335,69,569,196,828,1336,123,1331
