GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APKGE001,APKGE002,APKGE003,APKGE004,APKGE005,APKGE006,APKGE007,APKGE008,APKGE009,APKGE010,NAME_M,APKGM001,APKGM002,APKGM003,APKGM004,APKGM005,APKGM006,APKGM007,APKGM008,APKGM009,APKGM010
"G48065000","2022","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"1600000US4865000","4865000","San Antonio city, Texas",1472904,585287,99643,17594,45471,1789,182468,540652,478825,61827,"San Antonio city, Texas",73,20347,8581,3879,4197,678,14088,18701,18862,8171
"G48065600","2022","TX",,,"Texas","48",,,"San Marcos city","65600",,,,,,,,,,,,,,,,"1600000US4865600","4865600","San Marcos city, Texas",70308,39017,3034,273,1545,41,10291,16107,12407,3700,"San Marcos city, Texas",36,4141,823,303,593,89,2825,3614,3699,1584
"G48069596","2022","TX",,,"Texas","48",,,"Spring CDP","69596",,,,,,,,,,,,,,,,"1600000US4869596","4869596","Spring CDP, Texas",73085,25877,21542,642,3000,0,6339,15685,12460,3225,"Spring CDP, Texas",10617,6777,5975,895,1691,237,3123,5846,5222,2545
"G48070808","2022","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"1600000US4870808","4870808","Sugar Land city, Texas",109395,47366,5296,102,38322,0,2366,15943,11653,4290,"Sugar Land city, Texas",73,5099,2122,133,4661,237,1257,4515,4316,1154
"G48072176","2022","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"1600000US4872176","4872176","Temple city, Texas",89455,50343,10935,881,3067,0,5929,18300,13786,4514,"Temple city, Texas",34,4952,3122,658,1238,237,2223,4943,4591,1438
"G48072656","2022","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"1600000US4872656","4872656","The Woodlands CDP, Texas",117970,80365,1967,506,9461,0,5374,20297,16051,4246,"The Woodlands CDP, Texas",11397,9590,1226,532,2205,237,2543,4311,4099,1350
"G48074144","2022","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"1600000US4874144","4874144","Tyler city, Texas",109277,59824,26072,311,2918,0,3212,16940,12699,4241,"Tyler city, Texas",42,4749,3257,339,869,237,1594,4293,3775,1904
"G48075428","2022","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"1600000US4875428","4875428","Victoria city, Texas",65372,30758,3818,142,1088,0,4131,25435,23076,2359,"Victoria city, Texas",18,3207,1215,189,253,237,2638,3604,3798,1183
"G48076000","2022","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"1600000US4876000","4876000","Waco city, Texas",143987,68635,26979,640,3729,215,5790,37999,28975,9024,"Waco city, Texas",34,4249,3611,746,1086,289,1913,5128,4243,2880
"G48079000","2022","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"1600000US4879000","4879000","Wichita Falls city, Texas",102659,73977,11107,570,2829,1052,3741,9383,5224,4159,"Wichita Falls city, Texas",22,2245,1233,368,469,699,1650,1881,1674,1094
"G49043660","2022","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"1600000US4943660","4943660","Layton city, Utah",82600,71837,810,660,1641,53,2639,4960,3271,1689,"Layton city, Utah",29,2463,534,732,829,89,1117,1670,1544,810
"G49044320","2022","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"1600000US4944320","4944320","Lehi city, Utah",84368,71312,297,255,3079,410,3229,5786,2263,3523,"Lehi city, Utah",38,3044,288,343,2023,409,1660,1516,917,1304
"G49055980","2022","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"1600000US4955980","4955980","Ogden city, Utah",86813,67121,1444,428,1048,534,7396,8842,4934,3908,"Ogden city, Utah",47,3144,704,364,603,366,2528,2091,1516,1628
"G49057300","2022","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"1600000US4957300","4957300","Orem city, Utah",95918,73454,630,365,1753,651,6897,12168,7476,4692,"Orem city, Utah",35,3512,754,274,697,540,2002,3077,2708,1487
"G49062470","2022","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"1600000US4962470","4962470","Provo city, Utah",113516,91733,750,577,1818,1872,3994,12772,8099,4673,"Provo city, Utah",42,2958,524,397,724,1174,1523,2191,1883,1421
"G49065330","2022","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"1600000US4965330","4965330","St. George city, Utah",102523,85197,379,1158,1570,1270,3960,8989,5208,3781,"St. George city, Utah",30,3171,371,785,858,737,2405,3362,3209,1261
"G49067000","2022","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"1600000US4967000","4967000","Salt Lake City city, Utah",204653,138988,4799,3024,12143,2931,17884,24884,13957,10927,"Salt Lake City city, Utah",40,7360,1952,2122,3157,2456,4385,5301,3754,3408
"G49067440","2022","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"1600000US4967440","4967440","Sandy city, Utah",93029,74177,735,5,2313,1555,4019,10225,3646,6579,"Sandy city, Utah",36,4456,888,5,1181,1734,2649,3605,1651,3178
"G49070850","2022","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"1600000US4970850","4970850","South Jordan city, Utah",83520,70316,326,937,4340,223,1931,5447,3702,1745,"South Jordan city, Utah",38,3893,339,808,2032,271,1441,2621,2430,936
"G49082950","2022","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"1600000US4982950","4982950","West Jordan city, Utah",116662,86667,1597,301,5300,411,11156,11230,7674,3556,"West Jordan city, Utah",40,4415,1093,242,2166,441,4074,3242,2736,1402
"G49083470","2022","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"1600000US4983470","4983470","West Valley City city, Utah",136639,56070,6788,2058,8982,8086,37454,17201,11428,5773,"West Valley City city, Utah",52,6439,6290,1621,2717,3254,7608,3973,3171,1821
"G51001000","2022","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"1600000US5101000","5101000","Alexandria city, Virginia",155525,79750,32101,375,10094,0,8685,24520,16324,8196,"Alexandria city, Virginia",,1256,2483,383,995,214,2915,4109,2825,2645
"G51003000","2022","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"1600000US5103000","5103000","Arlington CDP, Virginia",234000,143133,22486,480,24408,270,15716,27507,15749,11758,"Arlington CDP, Virginia",,2210,1533,336,1954,260,3315,3860,2864,2527
"G51014440","2022","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"1600000US5114440","5114440","Centreville CDP, Virginia",69345,31141,4520,0,22069,142,2530,8943,6226,2717,"Centreville CDP, Virginia",6253,4181,2308,214,4276,193,1647,3243,3077,1473
"G51016000","2022","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"1600000US5116000","5116000","Chesapeake city, Virginia",252488,140919,73251,358,9863,0,5886,22211,9004,13207,"Chesapeake city, Virginia",,1492,2527,281,1555,214,2258,3617,2926,2528
"G51021088","2022","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"1600000US5121088","5121088","Dale City CDP, Virginia",66140,14873,16261,1716,10114,0,13520,9656,6407,3249,"Dale City CDP, Virginia",7229,2813,3673,1908,3443,214,3926,3026,2488,1292
"G51035000","2022","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"1600000US5135000","5135000","Hampton city, Virginia",138037,51038,67212,166,3514,487,2053,13567,4382,9185,"Hampton city, Virginia",,1549,2958,200,284,458,1072,3352,1386,2844
"G51047672","2022","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"1600000US5147672","5147672","Lynchburg city, Virginia",79287,48863,20680,181,1712,295,2465,5091,1656,3435,"Lynchburg city, Virginia",,1646,1133,132,393,453,1227,1655,969,1163
"G51056000","2022","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"1600000US5156000","5156000","Newport News city, Virginia",184306,75609,75590,386,5959,1479,4461,20822,13610,7212,"Newport News city, Virginia",,1400,2530,259,886,1916,2074,3184,2574,1707
"G51057000","2022","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"1600000US5157000","5157000","Norfolk city, Virginia",232995,103192,91839,1117,8563,454,8023,19807,6283,13524,"Norfolk city, Virginia",,1656,2416,724,770,511,1991,2731,1491,2357
"G51064000","2022","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"1600000US5164000","5164000","Portsmouth city, Virginia",97029,35068,49396,683,1692,52,2500,7638,912,6726,"Portsmouth city, Virginia",,674,2250,706,607,92,1291,2290,613,2340
"G51067000","2022","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"1600000US5167000","5167000","Richmond city, Virginia",229395,100542,93406,174,5763,406,9106,19998,7704,12294,"Richmond city, Virginia",,1299,3948,171,660,369,2629,4991,2427,3839
"G51068000","2022","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"1600000US5168000","5168000","Roanoke city, Virginia",97847,55210,28727,11,3053,75,4122,6649,2884,3765,"Roanoke city, Virginia",,851,1052,3,562,145,1706,1963,1627,1452
"G51076432","2022","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"1600000US5176432","5176432","Suffolk city, Virginia",98537,46146,41547,173,1725,0,1616,7330,3756,3574,"Suffolk city, Virginia",,1592,1528,143,438,214,956,2360,1483,1610
"G51082000","2022","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"1600000US5182000","5182000","Virginia Beach city, Virginia",455618,274572,85511,1363,32676,1531,13030,46935,17429,29506,"Virginia Beach city, Virginia",,2787,3892,711,2406,1327,3845,5131,3475,4259
"G53003180","2022","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"1600000US5303180","5303180","Auburn city, Washington",83976,39421,9932,1787,9366,2900,12192,8378,3246,5132,"Auburn city, Washington",2897,4942,3628,1278,2253,2589,4549,2398,1943,1634
"G53005210","2022","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"1600000US5305210","5305210","Bellevue city, Washington",152765,60979,4355,250,63677,570,4719,18215,7997,10218,"Bellevue city, Washington",35,5044,1979,181,5592,656,2954,3716,2655,2930
"G53005280","2022","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"1600000US5305280","5305280","Bellingham city, Washington",93899,70788,1336,821,6378,370,5301,8905,5001,3904,"Bellingham city, Washington",27,4240,770,423,1518,297,4259,2457,2349,1119
"G53022640","2022","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"1600000US5322640","5322640","Everett city, Washington",111348,65550,5058,1027,8851,2944,14167,13751,5924,7827,"Everett city, Washington",49,6104,1777,1154,2571,1671,5749,3385,2292,2170
"G53023515","2022","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"1600000US5323515","5323515","Federal Way city, Washington",97863,36691,10847,497,15035,2974,15936,15883,8724,7159,"Federal Way city, Washington",36,5342,3284,357,3820,3240,6121,4447,4019,2439
"G53035275","2022","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"1600000US5335275","5335275","Kennewick city, Washington",84757,54592,2900,652,2519,0,12492,11602,8260,3342,"Kennewick city, Washington",33,4145,1070,615,1148,214,3763,3195,2890,1550
"G53035415","2022","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"1600000US5335415","5335415","Kent city, Washington",134400,52507,20200,2123,26621,5391,13011,14547,5386,9161,"Kent city, Washington",52,5408,4826,1459,4868,2965,4008,3084,2220,2278
"G53035940","2022","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"1600000US5335940","5335940","Kirkland city, Washington",92155,59097,1588,676,18094,197,3995,8508,3733,4775,"Kirkland city, Washington",33,3807,1163,659,2935,336,2508,1642,1213,1352
"G53043955","2022","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"1600000US5343955","5343955","Marysville city, Washington",72280,49852,1273,1585,8016,201,2871,8482,4889,3593,"Marysville city, Washington",34,3737,724,1233,3021,292,1412,2622,2391,1140
"G53053545","2022","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"1600000US5353545","5353545","Pasco city, Washington",80205,36642,558,2682,1581,0,18360,20382,17244,3138,"Pasco city, Washington",3531,3884,663,2342,989,214,5116,4255,3956,1432
"G53057535","2022","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"1600000US5357535","5357535","Redmond city, Washington",76739,33280,2449,170,31707,0,2848,6285,3199,3086,"Redmond city, Washington",36,4383,1915,215,4547,214,1848,1962,1502,1238
"G53057745","2022","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"1600000US5357745","5357745","Renton city, Washington",104060,39709,12233,1001,32832,494,6144,11647,3528,8119,"Renton city, Washington",52,3830,4281,566,3996,534,2499,2844,1307,2281
"G53061115","2022","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"1600000US5361115","5361115","Sammamish city, Washington",65844,35254,52,0,23842,188,577,5931,1701,4230,"Sammamish city, Washington",33,3003,57,214,3188,248,610,1612,905,1465
"G53063000","2022","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"1600000US5363000","5363000","Seattle city, Washington",749267,456075,43820,4393,135886,1638,26777,80678,31433,49245,"Seattle city, Washington",73,9351,6714,1961,7820,921,4546,6107,4010,4704
"G53065922","2022","WA",,,"Washington","53",,,"South Hill CDP","65922",,,,,,,,,,,,,,,,"1600000US5365922","5365922","South Hill CDP, Washington",64623,39881,4625,888,4757,557,1879,12036,3775,8261,"South Hill CDP, Washington",6217,5039,1903,701,1499,583,1257,2965,1760,2374
"G53067000","2022","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"1600000US5367000","5367000","Spokane city, Washington",230176,185801,5710,1768,4658,1240,6731,24268,6734,17534,"Spokane city, Washington",61,4070,1384,725,1552,886,2960,2859,2085,2278
"G53067167","2022","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"1600000US5367167","5367167","Spokane Valley city, Washington",107325,90060,1456,1850,2424,146,2267,9122,3188,5934,"Spokane Valley city, Washington",31,3271,970,1222,1097,206,1219,2033,1503,1556
"G53070000","2022","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"1600000US5370000","5370000","Tacoma city, Washington",221790,137675,22316,2164,17487,3715,7249,31184,10612,20572,"Tacoma city, Washington",60,4767,3246,1077,2685,2033,2531,3660,2570,3183
"G53074060","2022","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"1600000US5374060","5374060","Vancouver city, Washington",194509,129737,7722,1213,10789,1848,9991,33209,20839,12370,"Vancouver city, Washington",35,4869,2207,746,2475,1006,2879,4476,4173,2386
"G53080010","2022","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"1600000US5380010","5380010","Yakima city, Washington",97017,43379,790,876,1554,92,16646,33680,28637,5043,"Yakima city, Washington",32,3718,650,525,568,115,5066,5831,5757,2428
"G55002375","2022","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"1600000US5502375","5502375","Appleton city, Wisconsin",75018,61992,1818,507,4211,224,740,5526,3204,2322,"Appleton city, Wisconsin",2334,2944,777,375,1337,365,541,1311,1164,742
"G55022300","2022","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"1600000US5522300","5522300","Eau Claire city, Wisconsin",69073,62438,1197,383,2204,214,0,2637,1070,1567,"Eau Claire city, Wisconsin",841,1577,741,241,1035,366,159,1075,744,832
"G55031000","2022","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"1600000US5531000","5531000","Green Bay city, Wisconsin",106096,72262,4320,3893,3967,0,8073,13581,6395,7186,"Green Bay city, Wisconsin",26,4233,1378,1143,1681,159,2940,3315,2859,1615
"G55037825","2022","WI",,,"Wisconsin","55",,,"Janesville city","37825",,,,,,,,,,,,,,,,"1600000US5537825","5537825","Janesville city, Wisconsin",65901,56662,2384,0,725,0,734,5396,3170,2226,"Janesville city, Wisconsin",39,2650,1277,159,518,159,604,2473,2179,1069
"G55039225","2022","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"1600000US5539225","5539225","Kenosha city, Wisconsin",98490,68567,8882,245,2408,0,3436,14952,10111,4841,"Kenosha city, Wisconsin",29,3034,1601,281,897,159,1490,3002,2803,1594
"G55048000","2022","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"1600000US5548000","5548000","Madison city, Wisconsin",272907,197358,21772,545,19194,77,4451,29510,16141,13369,"Madison city, Wisconsin",32,4618,3682,708,2178,139,1704,4001,3203,2716
"G55053000","2022","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"1600000US5553000","5553000","Milwaukee city, Wisconsin",563306,194467,209306,4754,31124,124,23863,99668,72245,27423,"Milwaukee city, Wisconsin",40,6625,5049,1702,3716,111,4214,8302,6829,5183
"G55060500","2022","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"1600000US5560500","5560500","Oshkosh city, Wisconsin",65934,54246,2658,260,3542,0,981,4247,921,3326,"Oshkosh city, Wisconsin",53,1536,566,191,1096,159,716,1352,572,1169
"G55066000","2022","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"1600000US5566000","5566000","Racine city, Wisconsin",76455,41872,14480,273,949,41,4207,14633,9072,5561,"Racine city, Wisconsin",31,2826,2184,252,679,69,1774,3262,3141,2309
"G55084250","2022","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"1600000US5584250","5584250","Waukesha city, Wisconsin",70465,55669,3723,29,2425,0,3322,5297,3077,2220,"Waukesha city, Wisconsin",44,2581,1492,41,1044,159,1590,1527,1293,955
"G56013900","2022","WY",,,"Wyoming","56",,,"Cheyenne city","13900",,,,,,,,,,,,,,,,"1600000US5613900","5613900","Cheyenne city, Wyoming",64623,52778,1857,291,809,380,1795,6713,3167,3546,"Cheyenne city, Wyoming",48,1718,618,209,632,635,1101,1887,1637,1213
"G72006593","2022","PR",,,"Puerto Rico","72",,,"Bayam�n zona urbana","06593",,,,,,,,,,,,,,,,"1600000US7206593","7206593","Bayamón zona urbana, Puerto Rico",166032,18508,9743,234,565,0,56295,80687,80106,581,"Bayamón zona urbana, Puerto Rico",2974,2751,1811,312,446,244,4886,5054,5053,371
"G72010334","2022","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"1600000US7210334","7210334","Caguas zona urbana, Puerto Rico",68451,24286,5901,618,0,0,18550,19096,18323,773,"Caguas zona urbana, Puerto Rico",4611,4338,2637,609,244,244,3825,3442,3394,485
"G72014290","2022","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"1600000US7214290","7214290","Carolina zona urbana, Puerto Rico",134842,24745,14962,0,946,0,50855,43334,41076,2258,"Carolina zona urbana, Puerto Rico",3835,3642,3378,244,593,244,5173,3931,3866,1157
"G72032522","2022","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"1600000US7232522","7232522","Guaynabo zona urbana, Puerto Rico",70174,7951,1545,0,559,0,17365,42754,41198,1556,"Guaynabo zona urbana, Puerto Rico",2891,1830,781,244,693,244,3248,4245,4341,935
"G72063820","2022","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"1600000US7263820","7263820","Ponce zona urbana, Puerto Rico",105979,27441,4233,218,137,0,19273,54677,52774,1903,"Ponce zona urbana, Puerto Rico",3615,3604,1469,213,185,244,3704,4263,4324,1078
"G72076770","2022","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"1600000US7276770","7276770","San Juan zona urbana, Puerto Rico",319837,87900,38872,1147,907,93,77368,113550,102615,10935,"San Juan zona urbana, Puerto Rico",3038,7733,5071,677,694,160,6617,7885,7472,3483
