GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SBME001,SBME002,SBME003,SBME004,SBME005,SBME006,SBME007,SBME008,SBME009,SBME010,NAME_M,SBMM001,SBMM002,SBMM003,SBMM004,SBMM005,SBMM006,SBMM007,SBMM008,SBMM009,SBMM010
"G48045384","2013","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",136631,120782,802,536,3464,0,9514,1533,612,921,"McAllen city, Texas",39,4073,619,629,1506,213,3595,726,460,568
"G48045744","2013","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",148544,120430,17442,378,5768,51,1470,3005,288,2717,"McKinney city, Texas",65,4624,3878,431,1744,85,779,1177,306,1085
"G48047892","2013","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",143341,92594,37272,924,4032,0,6930,1589,449,1140,"Mesquite city, Texas",51,6358,6298,910,1885,213,2540,793,321,733
"G48048072","2013","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",123935,89865,8031,487,1616,864,19295,3777,544,3233,"Midland city, Texas",20,5140,1576,561,558,1301,5156,1431,420,1422
"G48048768","2013","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2013","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",69521,23107,32563,0,10377,0,2463,1011,144,867,"Missouri City city, Texas",2123,3748,4686,213,2556,213,1665,661,173,603
"G48052356","2013","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",67319,55999,2152,491,4035,388,2074,2180,192,1988,"North Richland Hills city, Texas",30,3280,1717,524,2076,643,2517,1096,158,1076
"G48053388","2013","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",110406,90079,6142,881,1399,0,8207,3698,397,3301,"Odessa city, Texas",990,3194,937,648,77,213,2759,1564,330,1516
"G48056000","2013","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",152734,126078,3361,2338,3052,0,14687,3218,320,2898,"Pasadena city, Texas",43,4640,1987,1565,1217,213,3923,1903,246,1948
"G48056348","2013","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",102491,60242,21561,219,15633,0,3715,1121,237,884,"Pearland city, Texas",4621,4929,3883,383,2108,213,2412,737,248,683
"G48057200","2013","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2013","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",273519,188898,21946,1822,50081,24,3636,7112,1435,5677,"Plano city, Texas",1224,5990,4399,1037,4440,53,1805,1865,702,1799
"G48061796","2013","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",104477,68811,10089,65,17651,0,1282,6579,1133,5446,"Richardson city, Texas",40,4358,2876,76,2783,213,992,2709,612,2557
"G48063500","2013","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",109835,82855,11064,198,6235,0,5372,4111,795,3316,"Round Rock city, Texas",1558,3834,2900,326,1898,213,2312,1451,564,1300
"G48064472","2013","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",100111,81385,5256,272,1308,0,9126,2764,1456,1308,"San Angelo city, Texas",2406,3787,807,280,287,213,2605,1239,1145,692
"G48065000","2013","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1409000,1115376,100363,7593,37803,1137,111230,35498,10358,25140,"San Antonio city, Texas",87,12651,5324,2344,3264,828,10511,4417,2201,4274
"G48070808","2013","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",83851,40489,7844,0,30890,0,2266,2362,234,2128,"Sugar Land city, Texas",46,4731,3503,213,4251,213,2273,1128,385,1046
"G48072176","2013","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",70182,50209,13850,136,2001,266,1415,2305,0,2305,"Temple city, Texas",43,3815,3218,149,1448,491,1065,1045,213,1045
"G48072656","2013","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",100843,88379,2482,0,7153,60,1126,1643,278,1365,"The Woodlands CDP, Texas",9378,8782,2065,213,2588,103,1072,947,383,850
"G48074144","2013","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",100217,71637,23255,103,1673,0,1601,1948,1332,616,"Tyler city, Texas",34,3455,3097,117,1080,213,1056,1382,1369,455
"G48075428","2013","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",65097,55568,5095,94,819,0,2488,1033,398,635,"Victoria city, Texas",20,1692,1240,159,686,213,1157,730,373,541
"G48076000","2013","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",129031,83488,25576,442,3321,34,12337,3833,474,3359,"Waco city, Texas",36,3949,2639,347,1025,57,3467,1731,446,1813
"G48079000","2013","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104900,81388,13437,749,2701,0,3525,3100,608,2492,"Wichita Falls city, Texas",21,1590,808,603,549,213,1231,1004,467,877
"G49043660","2013","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",70798,62459,654,312,1534,482,2859,2498,835,1663,"Layton city, Utah",38,2530,580,253,793,719,1903,1063,754,875
"G49055980","2013","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",84239,74874,1694,1421,939,233,2617,2461,662,1799,"Ogden city, Utah",43,2115,539,779,515,246,1331,1073,598,897
"G49057300","2013","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",91650,79586,497,794,2866,1661,3898,2348,33,2315,"Orem city, Utah",32,3320,456,664,1247,1500,2207,1092,55,1089
"G49062470","2013","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",116289,100000,1293,1020,2874,1554,5117,4431,615,3816,"Provo city, Utah",28,3608,1284,686,897,895,2668,1340,493,1203
"G49065330","2013","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",76824,69773,476,239,151,868,2910,2407,498,1909,"St. George city, Utah",35,2865,391,371,181,639,2515,1435,885,1053
"G49067000","2013","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",191160,139809,5637,2093,9855,5388,23935,4443,640,3803,"Salt Lake City city, Utah",68,6750,2134,1067,2250,2624,6514,1347,365,1261
"G49067440","2013","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",90215,78346,946,161,3539,558,4918,1747,169,1578,"Sandy city, Utah",59,3828,683,200,1615,869,3620,827,191,796
"G49082950","2013","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",110064,93782,773,2024,3472,1829,6694,1490,220,1270,"West Jordan city, Utah",61,3798,854,1728,1756,1249,2538,829,227,773
"G49083470","2013","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",133597,77798,4143,1596,4450,8286,31554,5770,1465,4305,"West Valley City city, Utah",65,5123,2010,1137,1766,2940,4827,2510,881,2317
"G51001000","2013","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",148892,96307,33626,237,9913,0,4180,4629,1390,3239,"Alexandria city, Virginia",0,2458,902,256,887,198,2146,1431,1148,943
"G51003000","2013","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",224906,160325,19607,1858,21316,146,15374,6280,553,5727,"Arlington CDP, Virginia",0,3880,761,1511,1261,187,3772,1627,581,1474
"G51014440","2013","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",72622,42228,5449,299,18039,43,1849,4715,1072,3643,"Centreville CDP, Virginia",6656,4999,2607,461,3863,54,1162,1635,893,1444
"G51016000","2013","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",230571,144713,68899,375,7393,163,1147,7881,317,7564,"Chesapeake city, Virginia",0,1273,1638,264,736,210,635,2086,403,2068
"G51021088","2013","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",66259,37647,18483,356,5841,65,821,3046,434,2612,"Dale City CDP, Virginia",6334,4630,3973,438,2410,201,630,1172,380,1088
"G51035000","2013","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",136699,58817,69903,39,2494,24,1368,4054,90,3964,"Hampton city, Virginia",0,1192,1752,71,1370,40,850,1956,137,1957
"G51047672","2013","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",78014,50278,21916,0,2166,60,1418,2176,33,2143,"Lynchburg city, Virginia",0,1045,756,198,346,69,1001,854,53,852
"G51056000","2013","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",182020,93041,73712,465,6320,362,1899,6221,794,5427,"Newport News city, Virginia",0,1361,1438,285,1028,198,948,1233,574,1160
"G51057000","2013","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",246139,119451,102683,1322,8565,36,4248,9834,1249,8585,"Norfolk city, Virginia",0,1522,2314,845,740,70,1346,2098,759,1933
"G51064000","2013","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",96205,39532,50229,282,1312,0,1126,3724,476,3248,"Portsmouth city, Virginia",0,678,1360,232,654,198,864,1211,421,1194
"G51067000","2013","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",214114,94420,102491,905,4329,64,3146,8759,209,8550,"Richmond city, Virginia",0,1585,2472,948,607,107,1299,2434,202,2415
"G51068000","2013","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",98465,64840,26127,378,2042,511,269,4298,131,4167,"Roanoke city, Virginia",0,837,1881,356,376,732,414,1763,245,1753
"G51076432","2013","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",85728,44893,35914,58,612,102,271,3878,433,3445,"Suffolk city, Virginia",0,606,1028,73,469,129,212,1230,404,1134
"G51082000","2013","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",448479,306569,84836,1415,29786,747,4779,20347,941,19406,"Virginia Beach city, Virginia",0,2173,2839,594,1355,289,1726,2895,576,2893
"G53003180","2013","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",73882,51513,3421,1846,7990,2120,862,6130,125,6005,"Auburn city, Washington",2041,4446,1329,1195,2837,1606,538,2553,131,2535
"G53005210","2013","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",133990,78855,3949,344,41754,75,2468,6545,488,6057,"Bellevue city, Washington",37,4670,1585,321,4600,121,1713,1595,353,1585
"G53005280","2013","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",82635,69177,988,1446,4947,86,1195,4796,0,4796,"Bellingham city, Washington",30,2304,438,675,1350,81,1003,1684,198,1684
"G53022640","2013","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",105355,83349,3876,552,8716,2041,1363,5458,386,5072,"Everett city, Washington",55,3788,1764,377,2656,2082,973,1855,348,1854
"G53023515","2013","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",92717,58043,8618,981,15545,929,2026,6575,179,6396,"Federal Way city, Washington",73,4882,3109,610,4396,771,1221,1911,232,1906
"G53035275","2013","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",76760,54186,1814,582,1619,21,14388,4150,1076,3074,"Kennewick city, Washington",26,3395,1053,446,1231,38,3418,1390,774,1162
"G53035415","2013","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",124410,74881,12418,951,23208,5129,1212,6611,702,5909,"Kent city, Washington",91,5920,4007,727,5107,3107,668,2690,440,2718
"G53035940","2013","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",84434,65812,439,524,11213,0,1612,4834,0,4834,"Kirkland city, Washington",34,2757,296,571,2317,198,1460,1845,198,1845
"G53053545","2013","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",70345,53100,1417,371,1852,0,11087,2518,934,1584,"Pasco city, Washington",3198,4828,781,237,801,198,4104,1423,881,1019
"G53057745","2013","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",96987,57196,8403,1256,19475,227,3771,6659,0,6659,"Renton city, Washington",56,4786,2375,1324,3669,276,2156,2211,198,2211
"G53063000","2013","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",652429,459360,46431,3177,87331,2904,12868,40358,2251,38107,"Seattle city, Washington",97,7473,5595,1401,6629,1390,3467,4425,1098,4240
"G53067000","2013","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",210722,183945,6141,2398,6433,963,737,10105,575,9530,"Spokane city, Washington",30,2788,1913,1105,1347,705,500,2705,431,2642
"G53067167","2013","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",91111,82801,1184,889,1901,544,1110,2682,175,2507,"Spokane Valley city, Washington",24,2169,1081,664,929,593,909,1041,206,1024
"G53070000","2013","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",203451,139048,16976,1680,18767,4038,7875,15067,1915,13152,"Tacoma city, Washington",43,5200,2669,705,2968,2295,2761,3205,1972,2699
"G53074060","2013","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",167410,133065,5745,1124,7969,1548,9366,8593,926,7667,"Vancouver city, Washington",41,3908,1749,890,1618,920,2772,1735,523,1718
"G53080010","2013","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93260,62853,1361,1612,731,130,24860,1713,270,1443,"Yakima city, Washington",35,4614,848,817,537,154,4435,782,357,597
"G55002375","2013","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",74124,62205,1017,697,6390,0,2348,1467,303,1164,"Appleton city, Wisconsin",1625,2445,658,529,1002,149,1272,711,257,684
"G55022300","2013","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",67155,61802,466,254,2830,0,287,1516,0,1516,"Eau Claire city, Wisconsin",496,814,304,240,700,149,344,447,149,447
"G55031000","2013","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",104773,82682,4288,3498,4354,61,4293,5597,1520,4077,"Green Bay city, Wisconsin",31,3188,1103,1137,1523,106,2425,1816,1177,1432
"G55039225","2013","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",99887,82478,10295,554,1199,52,2574,2735,272,2463,"Kenosha city, Wisconsin",26,1968,1526,493,722,84,1065,1119,352,1029
"G55048000","2013","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",243337,194764,17257,782,19169,0,4087,7278,753,6525,"Madison city, Wisconsin",38,3467,2783,380,2032,149,1478,1868,391,1807
"G55053000","2013","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",599168,287529,233739,3325,21205,58,31011,22301,3112,19189,"Milwaukee city, Wisconsin",36,5859,3640,857,2392,85,4426,3070,1204,3036
"G55060500","2013","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66771,61457,2015,111,1845,0,155,1188,86,1102,"Oshkosh city, Wisconsin",34,1279,412,103,1019,149,170,564,153,581
"G55066000","2013","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",78204,49253,17475,717,1062,0,6768,2929,496,2433,"Racine city, Wisconsin",30,3291,1669,469,764,149,3183,1370,439,1341
"G55084250","2013","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",71026,62030,1896,40,2420,0,3443,1197,51,1146,"Waukesha city, Wisconsin",44,2128,1032,66,1179,149,1656,619,85,615
"G72006593","2013","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",178894,112087,13096,2402,408,0,11239,39662,897,38765,"Bayamón zona urbana, Puerto Rico",3223,5784,2299,1100,347,225,2697,4827,410,4785
"G72010334","2013","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",82680,64021,6858,432,183,0,10348,838,383,455,"Caguas zona urbana, Puerto Rico",4902,4809,1841,635,292,225,2543,607,374,429
"G72014290","2013","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",153245,89092,37859,6168,1490,0,6777,11859,1370,10489,"Carolina zona urbana, Puerto Rico",2556,5605,5494,2702,1193,225,2597,3318,660,3360
"G72032522","2013","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",72715,57975,3732,421,0,0,6215,4372,286,4086,"Guaynabo zona urbana, Puerto Rico",3397,3745,1579,439,225,225,1999,1493,303,1456
"G72052431","2013","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",69454,41889,3848,199,0,0,22351,1167,592,575,"Mayagüez zona urbana, Puerto Rico",2881,3888,1425,317,225,225,3673,680,520,554
"G72063820","2013","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",124904,109201,5303,449,307,0,1898,7746,581,7165,"Ponce zona urbana, Puerto Rico",4587,5044,1545,514,511,225,1082,2767,436,2718
"G72076770","2013","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",363000,252956,46502,2341,1624,0,22999,36578,3240,33338,"San Juan zona urbana, Puerto Rico",2761,7238,5263,1337,768,225,3649,4719,1129,4603
