GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G55039225","2017","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",99875,76966,11558,578,1660,0,4382,4731,710,4021,"Kenosha city, Wisconsin",23,2584,1190,489,687,151,1859,1445,970,1216
"G55048000","2017","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",255239,202314,14410,1099,24495,371,4295,8255,742,7513,"Madison city, Wisconsin",89,4036,2511,530,2498,342,2042,1818,586,1774
"G55053000","2017","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",595365,261951,232375,3062,25793,92,46860,25232,6985,18247,"Milwaukee city, Wisconsin",60,6014,5304,888,2571,153,5080,3719,1978,2829
"G55060500","2017","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66668,60797,2626,218,1620,0,85,1322,0,1322,"Oshkosh city, Wisconsin",25,1313,600,287,1061,151,118,548,151,548
"G55066000","2017","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",77555,51059,16902,340,746,0,3809,4699,264,4435,"Racine city, Wisconsin",50,2635,2302,326,479,151,1739,1861,259,1849
"G55084250","2017","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",72483,65290,1756,316,2246,0,1568,1307,337,970,"Waukesha city, Wisconsin",32,1712,915,285,956,151,1020,571,338,444
"G72006593","2017","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",164319,122871,13814,393,278,0,6169,20794,1176,19618,"Bayamón zona urbana, Puerto Rico",2400,6165,3392,307,308,262,2224,4799,793,4627
"G72010334","2017","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",73819,56718,5078,0,104,0,8667,3252,502,2750,"Caguas zona urbana, Puerto Rico",5702,5167,1707,262,174,262,2817,1739,401,1625
"G72014290","2017","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",135781,70323,35330,3272,695,0,14245,11916,1715,10201,"Carolina zona urbana, Puerto Rico",3825,6185,5328,1810,985,262,4285,2936,993,2687
"G72032522","2017","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",,,,,,,,,,,"Guaynabo zona urbana, Puerto Rico",,,,,,,,,,
"G72063820","2017","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",114335,85388,5858,130,0,0,11606,11353,1025,10328,"Ponce zona urbana, Puerto Rico",4529,5148,1950,187,262,262,3591,3083,625,3156
"G72076770","2017","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",321613,202970,49524,582,389,0,50557,17591,3552,14039,"San Juan zona urbana, Puerto Rico",4554,8513,5409,408,343,262,6347,3740,1799,3777
