GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G45061405","2018","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",74308,42152,27349,194,901,0,1826,1886,185,1701,"Rock Hill city, South Carolina",30,3199,3059,235,634,214,1076,817,230,718
"G46052980","2018","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",75448,58778,1133,9638,1134,39,252,4474,94,4380,"Rapid City city, South Dakota",31,1394,707,1934,515,68,251,1927,155,1923
"G46059020","2018","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",181906,150917,13514,4027,5886,0,1512,6050,121,5929,"Sioux Falls city, South Dakota",76,1602,2102,1047,457,163,981,2262,177,2240
"G47014000","2018","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",180551,112989,56502,297,3738,0,1515,5510,258,5252,"Chattanooga city, Tennessee",39,3637,3660,251,1264,211,860,1693,274,1665
"G47015160","2018","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",156800,98694,40681,1503,4825,483,4141,6473,410,6063,"Clarksville city, Tennessee",33,2290,2343,483,1343,424,1765,1781,357,1741
"G47027740","2018","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",80920,66834,6078,32,5015,0,328,2633,198,2435,"Franklin city, Tennessee",32,2542,1545,67,1386,211,374,1189,247,1165
"G47037640","2018","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",66900,30588,32058,80,1033,0,2588,553,0,553,"Jackson city, Tennessee",23,1485,1569,142,333,211,874,398,211,398
"G47038320","2018","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",68245,58063,4656,291,2244,0,1350,1641,170,1471,"Johnson City city, Tennessee",1526,1838,1143,333,347,211,811,852,233,858
"G47040000","2018","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",187514,142844,31844,615,2689,0,3358,6164,42,6122,"Knoxville city, Tennessee",57,2844,2970,626,819,211,1615,2323,69,2310
"G47048000","2018","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",650632,183694,428009,951,9788,74,18077,10039,442,9597,"Memphis city, Tennessee",53,7221,6629,429,2017,122,3874,2789,306,2721
"G47051560","2018","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",141336,101154,28270,461,4762,0,1261,5428,0,5428,"Murfreesboro city, Tennessee",39,4017,4067,672,1741,211,1002,2054,211,2054
"G47052006","2018","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",665498,416071,184470,927,23845,852,23274,16059,2037,14022,"Nashville-Davidson metropolitan government (balance), Tennessee",4419,5597,6242,450,2038,1053,6599,2556,906,2448
"G48001000","2018","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",125456,88513,13299,470,3726,27,14721,4700,1058,3642,"Abilene city, Texas",3546,3995,1138,274,924,49,2594,1126,551,1070
"G48001924","2018","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",103378,71117,10517,691,19157,0,366,1530,138,1392,"Allen city, Texas",29,5877,4074,595,4018,228,299,932,166,920
"G48003000","2018","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",200880,166268,14161,1455,9048,443,5031,4474,964,3510,"Amarillo city, Texas",2284,3032,1749,800,744,478,1323,1465,894,1392
"G48004000","2018","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",398122,226690,92364,2633,27658,0,33336,15441,2597,12844,"Arlington city, Texas",60,10196,8801,1998,4738,228,7466,3505,1912,2923
"G48004462","2018","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",86243,63785,16308,102,2567,0,2354,1127,206,921,"Atascocita CDP, Texas",8729,8875,4733,138,1649,228,1472,750,266,690
"G48005000","2018","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",964243,682357,82148,8555,73960,439,81282,35502,4601,30901,"Austin city, Texas",72,10203,5522,3413,4270,267,9854,3431,2011,3468
"G48006128","2018","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",77962,53662,18877,24,991,95,2083,2230,430,1800,"Baytown city, Texas",2505,5534,5174,40,970,158,1019,1432,505,1455
"G48007000","2018","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",118425,53687,55408,126,4948,0,2446,1810,298,1512,"Beaumont city, Texas",36,3617,3757,170,1709,228,1133,1206,320,1236
"G48010768","2018","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",,,,,,,,,,,"Brownsville city, Texas",,,,,,,,,,
"G48010912","2018","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",85447,64169,16602,65,2589,0,993,1029,0,1029,"Bryan city, Texas",24,2718,2333,116,1482,228,685,769,228,769
"G48013024","2018","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",136869,94309,16413,149,19661,396,3279,2662,324,2338,"Carrollton city, Texas",53,5110,3721,140,3982,655,1831,1180,246,1113
"G48013552","2018","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",75553,60595,2481,167,6512,0,2347,3451,601,2850,"Cedar Park city, Texas",1335,3111,1476,206,1702,228,1818,1514,537,1362
"G48015976","2018","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",116218,91533,6765,107,12060,0,2463,3290,579,2711,"College Station city, Texas",22,2978,2031,137,1650,228,2057,1301,400,1257
"G48016432","2018","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",87656,68188,7410,1133,4572,0,4515,1838,446,1392,"Conroe city, Texas",30,4137,2955,1246,2112,228,1866,1005,429,936
"G48017000","2018","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",326566,294085,13614,1243,7863,359,5594,3808,611,3197,"Corpus Christi city, Texas",44,2332,1268,588,548,486,1819,1477,426,1224
"G48019000","2018","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1345076,836340,338036,4163,45979,412,94241,25905,4557,21348,"Dallas city, Texas",128,14258,13155,1296,5753,316,10854,4316,1784,3467
"G48019972","2018","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",138553,106453,15169,1423,6751,0,4340,4417,1370,3047,"Denton city, Texas",49,4705,3780,973,2428,228,2737,1359,861,1117
"G48022660","2018","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",98671,89296,2592,283,2151,0,3609,740,410,330,"Edinburg city, Texas",36,2246,929,338,1501,228,1122,455,373,264
"G48024000","2018","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",682686,526550,21759,2746,9954,1030,98816,21831,6412,15419,"El Paso city, Texas",66,11438,2337,998,1350,313,11034,4373,2119,3754
"G48026232","2018","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",77038,61230,2670,514,8326,0,2349,1949,267,1682,"Flower Mound town, Texas",62,3113,1499,359,2196,228,2097,667,273,689
"G48027000","2018","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",898919,546141,170498,6617,43267,1497,103234,27665,5490,22175,"Fort Worth city, Texas",3846,13055,10601,2724,5885,1156,10326,4835,1665,4693
"G48027684","2018","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",188153,121347,18325,919,39223,0,3119,5220,1218,4002,"Frisco city, Texas",80,6596,3804,598,5316,228,1791,1926,808,1784
"G48029000","2018","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",242402,148644,35681,2558,29998,0,19347,6174,1095,5079,"Garland city, Texas",495,8501,6652,1296,5379,228,4698,1656,604,1524
"G48029336","2018","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",74176,66749,4113,135,826,91,514,1748,1214,534,"Georgetown city, Texas",31,2998,2818,233,698,194,503,1541,1722,424
"G48030464","2018","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",194600,117963,36313,676,11677,175,20461,7335,1119,6216,"Grand Prairie city, Texas",58,6679,5583,567,3169,217,5190,2814,718,2640
"G48032372","2018","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",,,,,,,,,,,"Harlingen city, Texas",,,,,,,,,,
"G48035000","2018","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2326090,1252435,522419,8662,169263,1259,320044,52008,9768,42240,"Houston city, Texas",2841,22068,16620,2345,8811,858,16530,6750,1839,6472
"G48037000","2018","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",242228,106844,35443,1057,47988,100,45391,5405,1227,4178,"Irving city, Texas",56,7578,6042,686,5901,133,6251,1692,686,1547
"G48039148","2018","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",149102,65326,64870,1694,4563,1207,3194,8248,844,7404,"Killeen city, Texas",35,5249,5371,1083,1135,992,1462,2101,696,1957
"G48041464","2018","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",259512,250434,1532,116,1591,0,4811,1028,510,518,"Laredo city, Texas",3367,4085,795,146,268,228,1603,492,356,414
"G48041980","2018","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",106188,82426,11532,145,6445,0,1975,3665,791,2874,"League City city, Texas",2258,3370,3787,208,1711,228,1113,1813,1111,1303
"G48042508","2018","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",106205,73535,12675,416,10480,93,3455,5551,2157,3394,"Lewisville city, Texas",416,4095,2787,291,2880,116,1883,2061,1450,1351
"G48043888","2018","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",81424,57469,20209,191,1419,363,534,1239,257,982,"Longview city, Texas",1051,2283,2327,268,561,484,446,821,346,721
"G48045000","2018","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",255885,205415,20449,2452,7122,531,12479,7437,1186,6251,"Lubbock city, Texas",31,4231,2876,1073,786,663,2801,1941,647,1865
"G48045384","2018","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",143429,113985,773,106,4947,0,22627,991,427,564,"McAllen city, Texas",29,5886,562,171,2238,228,5163,472,296,367
"G48045744","2018","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",191666,145554,22319,728,13257,0,2776,7032,780,6252,"McKinney city, Texas",86,4767,4594,472,3397,228,1160,1861,586,1763
"G48046452","2018","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",74786,52084,12077,562,2726,0,3886,3451,177,3274,"Mansfield city, Texas",2404,4633,2924,476,1268,228,2493,2670,310,2524
"G48047892","2018","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",142874,91312,34843,1357,3629,40,8524,3169,832,2337,"Mesquite city, Texas",228,6990,6227,1056,1786,72,2586,1166,439,1135
"G48048072","2018","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",142339,114272,12640,3069,3150,182,5239,3787,1072,2715,"Midland city, Texas",24,4009,2530,2321,1013,223,2418,1901,850,1758
"G48048768","2018","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2018","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",72978,26654,29272,0,12518,0,1337,3197,91,3106,"Missouri City city, Texas",1984,4746,5479,228,2652,228,1005,1564,144,1556
"G48050820","2018","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",85566,79623,1242,407,611,0,1633,2050,0,2050,"New Braunfels city, Texas",3695,3882,675,424,512,228,1121,829,228,829
"G48052356","2018","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",70839,54173,3176,797,3520,0,3177,5996,246,5750,"North Richland Hills city, Texas",33,4029,1692,1124,2389,228,1988,2314,292,2316
"G48053388","2018","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",122440,95567,8127,925,2001,109,12018,3693,1501,2192,"Odessa city, Texas",1628,4822,1421,782,326,181,4320,1598,987,1262
"G48056000","2018","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",153212,137365,4196,2481,2290,35,2581,4264,703,3561,"Pasadena city, Texas",48,3654,1831,2235,1043,69,1009,1679,739,1472
"G48056348","2018","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",124321,74586,25162,217,18760,0,3536,2060,374,1686,"Pearland city, Texas",2665,6903,5280,327,3078,228,2829,851,371,798
"G48057200","2018","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2018","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",287765,184130,21986,1427,66814,50,4666,8692,1567,7125,"Plano city, Texas",1434,6971,4337,821,6074,86,2048,2046,1029,1945
"G48061796","2018","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",120954,80130,12017,1234,19932,104,4608,2929,392,2537,"Richardson city, Texas",99,6512,4148,710,5018,173,2768,1049,483,1045
"G48063500","2018","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",128490,98036,13551,377,8076,0,3321,5129,151,4978,"Round Rock city, Texas",880,4296,3135,481,2604,228,1482,1878,189,1896
"G48063572","2018","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",66686,45034,12643,573,4678,0,1255,2503,0,2503,"Rowlett city, Texas",2452,4849,4851,687,1876,228,1136,1727,228,1727
"G48064472","2018","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",101824,89438,4536,534,1917,7,3377,2015,102,1913,"San Angelo city, Texas",2967,3855,758,410,340,12,1605,847,128,861
"G48065000","2018","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1532212,1251454,101551,11822,51302,722,69849,45512,13215,32297,"San Antonio city, Texas",75,11564,6360,3895,3572,629,8514,5323,3431,4151
"G48070808","2018","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",118614,64922,6721,699,41506,43,1744,2979,455,2524,"Sugar Land city, Texas",54,4268,3328,691,5095,71,1136,1498,560,1338
"G48072176","2018","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",76251,57986,11152,420,1106,0,1470,4117,474,3643,"Temple city, Texas",31,3170,2712,381,1052,228,697,1661,399,1628
"G48072656","2018","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",107305,91218,4568,111,5820,128,1094,4366,1400,2966,"The Woodlands CDP, Texas",9921,9880,3130,162,2266,217,821,2431,1438,1656
"G48074144","2018","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",105727,72877,23385,705,3546,162,2041,3011,267,2744,"Tyler city, Texas",25,4081,3946,508,1004,263,1129,1978,344,1956
"G48075428","2018","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",67020,55922,5379,167,1285,0,1582,2685,277,2408,"Victoria city, Texas",27,2203,602,178,159,228,1135,1831,247,1740
"G48076000","2018","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",138180,100206,29326,249,2646,28,3103,2622,228,2394,"Waco city, Texas",33,3153,2298,279,839,52,1525,1168,229,1153
"G48079000","2018","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104568,78185,13870,1227,3181,0,4830,3275,467,2808,"Wichita Falls city, Texas",36,2014,812,664,565,228,1847,1109,500,988
"G49043660","2018","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",77306,67952,2026,285,1760,333,687,4263,1144,3119,"Layton city, Utah",28,2177,894,360,844,326,517,1632,1050,1293
"G49044320","2018","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",66029,60758,43,37,1654,148,392,2997,275,2722,"Lehi city, Utah",40,1600,73,61,850,233,262,1413,293,1228
"G49055980","2018","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",87305,75256,1624,912,1023,803,4573,3114,290,2824,"Ogden city, Utah",71,2174,629,616,570,505,1824,1034,284,1016
"G49057300","2018","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",97512,87548,434,127,2148,817,3224,3214,26,3188,"Orem city, Utah",38,2134,296,181,853,853,1796,1256,44,1255
"G49062470","2018","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",116713,99646,1813,1272,2667,2721,3719,4875,274,4601,"Provo city, Utah",45,2830,1152,982,777,1724,1716,1155,253,1159
"G49065330","2018","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",87178,78465,622,1648,615,851,3053,1924,471,1453,"St. George city, Utah",28,2679,541,1098,472,747,1914,1259,427,1207
"G49067000","2018","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",200576,148780,4734,3252,9523,1774,24715,7798,1783,6015,"Salt Lake City city, Utah",61,6598,1683,1706,2301,1015,6509,1727,1110,1522
"G49067440","2018","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",96901,86213,329,242,3372,1740,1809,3196,53,3143,"Sandy city, Utah",31,2624,272,269,1259,1717,1581,1318,96,1320
"G49070850","2018","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",74155,63833,807,99,2924,30,3364,3098,546,2552,"South Jordan city, Utah",34,3862,659,167,1645,52,3625,1708,588,1481
"G49082950","2018","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",116047,90596,2930,1652,5094,2069,9084,4622,1164,3458,"West Jordan city, Utah",44,4397,2068,1692,2221,1562,3185,1850,1184,1524
"G49083470","2018","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",136420,73685,3274,1520,7365,5323,37960,7293,3280,4013,"West Valley City city, Utah",73,6452,1896,1012,2223,2360,6609,2166,1647,1635
"G51001000","2018","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",160530,100922,36569,0,9090,82,5175,8692,1095,7597,"Alexandria city, Virginia",0,2904,2477,206,1034,147,2160,2255,1161,2158
"G51003000","2018","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",237521,165900,21345,1341,23125,717,13270,11823,1450,10373,"Arlington CDP, Virginia",0,3392,1169,788,1759,632,3475,1955,766,1879
"G51014440","2018","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",78356,43485,5479,246,22034,189,3393,3530,261,3269,"Centreville CDP, Virginia",6048,4691,1577,290,3136,260,2210,1166,283,1149
"G51016000","2018","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",242634,146670,72849,212,9053,128,4698,9024,313,8711,"Chesapeake city, Virginia",0,1948,2016,286,965,162,1730,2028,338,2016
"G51021088","2018","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",68805,34949,17559,794,6719,0,4912,3872,738,3134,"Dale City CDP, Virginia",6402,5493,3587,641,1904,206,2281,1246,660,1043
"G51035000","2018","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",134313,55091,67768,317,2668,237,1958,6274,577,5697,"Hampton city, Virginia",0,1509,1653,242,778,255,1442,2043,636,1881
"G51047672","2018","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",82126,52897,23311,277,1889,0,1512,2240,201,2039,"Lynchburg city, Virginia",0,954,757,230,382,206,923,921,274,876
"G51056000","2018","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",178626,85037,75446,126,6400,381,3846,7390,877,6513,"Newport News city, Virginia",0,1674,1813,150,594,402,1736,2074,898,1820
"G51057000","2018","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",244076,113964,98688,614,9250,211,8344,13005,1562,11443,"Norfolk city, Virginia",0,1774,2512,442,619,205,1879,2859,1060,2502
"G51064000","2018","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",94632,37625,47317,1554,1429,0,2036,4671,0,4671,"Portsmouth city, Virginia",0,963,2100,1275,365,206,935,1762,206,1762
"G51067000","2018","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",228783,108092,106543,236,5502,0,1806,6604,501,6103,"Richmond city, Virginia",0,1133,1780,236,506,206,973,1915,315,1760
"G51068000","2018","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",99920,61938,29378,162,3048,0,906,4488,423,4065,"Roanoke city, Virginia",0,1286,1878,211,974,206,843,2134,528,1982
"G51076432","2018","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",91185,46485,37311,174,1952,0,1196,4067,839,3228,"Suffolk city, Virginia",0,894,1456,137,508,206,675,1696,629,1539
"G51082000","2018","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",450189,296395,86768,1861,32129,143,10599,22294,1072,21222,"Virginia Beach city, Virginia",0,3503,3043,594,1544,196,2819,4132,578,4041
"G53003180","2018","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",82782,49411,6087,1168,10683,1238,7170,7025,1136,5889,"Auburn city, Washington",2467,4991,2192,531,3298,1071,3329,2696,1464,2259
"G53005210","2018","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",147595,78543,4224,145,55089,0,2674,6920,994,5926,"Bellevue city, Washington",37,5307,2401,172,5137,204,1444,1750,738,1621
"G53005280","2018","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",90660,75011,1471,276,6418,92,3679,3713,485,3228,"Bellingham city, Washington",29,2623,711,236,1353,159,1945,1365,484,1305
"G53022640","2018","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",111263,79337,6554,562,12037,1464,5408,5901,325,5576,"Everett city, Washington",35,4295,2261,333,3136,1870,2884,1795,279,1785
"G53023515","2018","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",97037,45835,16075,1644,12370,2459,11400,7254,1710,5544,"Federal Way city, Washington",38,4426,3916,909,2916,1591,4123,1967,1068,1684
"G53035275","2018","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",82950,67077,2102,260,3492,0,8273,1746,370,1376,"Kennewick city, Washington",32,4138,1139,253,1434,204,3503,874,340,792
