GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G06050076","2012","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",106809,74260,6415,888,9548,717,8460,6521,383,6138,"Murrieta city, California",43,5215,2811,1313,2577,698,2985,2782,363,2803
"G06050258","2012","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",78332,64641,436,592,1699,0,9836,1128,418,710,"Napa city, California",36,3119,366,465,726,197,3015,571,453,373
"G06051182","2012","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",87060,72694,497,63,4874,347,4470,4115,1095,3020,"Newport Beach city, California",37,3136,535,111,1428,381,1843,1565,726,1417
"G06052526","2012","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",106286,62699,5342,586,16111,1346,17297,2905,1357,1548,"Norwalk city, California",40,4551,1987,381,3344,1722,3709,1111,878,567
"G06053000","2012","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",400740,164376,102456,2536,64663,2570,41607,22532,3445,19087,"Oakland city, California",51,6624,5698,851,5239,1246,6132,3257,1238,2867
"G06053322","2012","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",171272,109963,7936,771,11577,2076,28160,10789,3533,7256,"Oceanside city, California",81,6937,2326,404,3213,1839,6630,2920,1933,2366
"G06053896","2012","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",167207,95983,7469,1349,9470,0,47730,5206,1908,3298,"Ontario city, California",45,7043,2110,788,2495,197,7014,1362,946,1136
"G06053980","2012","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",139425,92068,2461,746,16859,1665,20966,4660,1161,3499,"Orange city, California",46,5902,880,681,3061,1640,5478,1777,704,1679
"G06054652","2012","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",201565,150691,6272,1754,15163,773,19735,7177,3013,4164,"Oxnard city, California",47,5930,1913,1375,2872,807,3828,2148,1461,1551
"G06055156","2012","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",155660,70519,17176,596,4694,149,54835,7691,2757,4934,"Palmdale city, California",42,6506,3415,359,1964,251,6433,1895,1440,1395
"G06055282","2012","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",66359,42502,800,49,19788,0,545,2675,182,2493,"Palo Alto city, California",24,2910,716,83,2821,197,442,1033,179,1003
"G06056000","2012","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",138553,85532,16124,695,21230,112,8464,6396,768,5628,"Pasadena city, California",49,5052,3065,607,3728,164,2652,1756,478,1673
"G06056700","2012","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",71327,37602,11195,436,3485,0,17180,1429,960,469,"Perris city, California",29,4823,3594,573,1941,197,4524,782,695,394
"G06057456","2012","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",65655,23213,13899,140,9731,995,13035,4642,1282,3360,"Pittsburg city, California",49,3907,2863,217,2874,1050,3970,1671,720,1577
"G06057792","2012","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",72326,49138,1413,22,17203,186,1068,3296,843,2453,"Pleasanton city, California",46,3062,896,38,2708,222,1153,1031,566,840
"G06058072","2012","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",150817,98793,10248,1399,14090,363,21166,4758,2135,2623,"Pomona city, California",39,5348,2425,749,2996,529,3797,1864,1557,986
"G06059444","2012","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",66999,41720,5927,362,7441,1413,5671,4465,381,4084,"Rancho Cordova city, California",32,3087,1454,335,1540,999,1922,1180,267,1156
"G06059451","2012","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",170740,109667,14011,392,24949,294,9469,11958,2558,9400,"Rancho Cucamonga city, California",48,6453,3135,427,5173,351,2961,2922,1225,2491
"G06059920","2012","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",90750,78898,1692,2081,4421,0,1647,2011,250,1761,"Redding city, California",31,1898,1105,822,887,197,894,748,357,826
"G06059962","2012","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",69908,53606,2456,896,5617,0,4020,3313,590,2723,"Redlands city, California",36,2960,1095,557,1677,197,1839,1663,530,1574
"G06060018","2012","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",67683,49057,1902,237,8031,0,3899,4557,821,3736,"Redondo Beach city, California",41,3055,1596,319,2227,197,1864,1693,541,1616
"G06060102","2012","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",79005,57660,2219,106,8091,318,7349,3262,338,2924,"Redwood City city, California",34,3322,1165,134,1769,370,2298,1235,250,1186
"G06060466","2012","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",101747,64166,14140,888,2381,0,17264,2908,614,2294,"Rialto city, California",41,5016,3432,592,1209,197,3767,1686,478,1587
"G06060620","2012","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",106526,49703,27395,452,13681,607,7951,6737,1107,5630,"Richmond city, California",54,4761,3935,374,3266,822,2869,1801,725,1607
"G06062000","2012","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",313700,201768,18038,2976,20773,648,55051,14446,3885,10561,"Riverside city, California",107,8055,2973,1295,3482,408,6890,3766,1338,3453
"G06062938","2012","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",124525,97596,1610,192,11086,199,7842,6000,1017,4983,"Roseville city, California",42,3560,858,181,2303,249,2385,1350,605,1288
"G06064000","2012","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",475524,232757,71297,2665,87977,6729,42479,31620,4633,26987,"Sacramento city, California",82,9431,6683,1192,6570,2234,5997,4819,1626,4495
"G06064224","2012","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",154463,105402,2761,933,11471,394,29922,3580,1443,2137,"Salinas city, California",77,5632,1088,776,2613,378,5062,1118,812,741
"G06065000","2012","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",213298,112628,27947,2689,10766,779,45039,13450,4188,9262,"San Bernardino city, California",48,6907,4544,1109,2420,982,6298,3142,1875,2474
"G06065042","2012","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",107755,89488,1935,287,4969,173,6518,4385,1923,2462,"San Buenaventura (Ventura) city, California",81,3196,1149,226,2120,220,2642,1337,1070,793
"G06066000","2012","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",1338354,852307,87569,11130,230434,5814,89526,61574,10064,51510,"San Diego city, California",71,12769,5835,3321,9630,1918,8450,6022,2226,5584
"G06067000","2012","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",825863,409803,46406,2640,274340,3381,50114,39179,5262,33917,"San Francisco city, California",0,5406,2304,1181,3274,459,5558,3722,1548,3627
"G06068000","2012","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",982783,453617,30619,6287,325098,5174,116296,45692,11363,34329,"San Jose city, California",81,13128,3526,1590,9377,1293,11727,5083,2555,4030
"G06068084","2012","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",86884,34179,10009,1010,27678,1508,6710,5790,1228,4562,"San Leandro city, California",39,3494,2399,1094,3828,999,2152,1978,1057,1637
"G06068196","2012","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",86756,66933,1886,269,6671,409,6069,4519,1132,3387,"San Marcos city, California",29,3597,1473,222,2492,661,2584,2141,1034,1528
"G06068252","2012","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",99653,63584,1706,486,18918,1791,8379,4789,1301,3488,"San Mateo city, California",69,4164,877,353,2757,1208,2953,1342,747,1011
"G06068378","2012","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",73922,37980,1802,251,27583,232,1177,4897,254,4643,"San Ramon city, California",36,2829,790,303,2876,384,735,1927,244,1917
"G06069000","2012","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",330913,174088,3887,1843,32089,655,112055,6296,3566,2730,"Santa Ana city, California",65,10518,1572,989,3581,525,10238,1825,1499,858
"G06069070","2012","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",89638,67966,2038,407,2919,74,12799,3435,1322,2113,"Santa Barbara city, California",23,4073,845,404,1403,85,3849,1333,963,824
"G06069084","2012","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",119307,55488,6070,719,45662,270,5930,5168,1696,3472,"Santa Clara city, California",39,5079,2062,314,5311,303,2916,1702,1124,1205
"G06069088","2012","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",179005,131553,3282,360,17966,396,16542,8906,1055,7851,"Santa Clarita city, California",51,5783,1289,303,5138,474,4575,2490,595,2452
"G06069196","2012","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",101469,67231,1696,1177,5657,576,23180,1952,508,1444,"Santa Maria city, California",42,6163,1406,715,1453,729,5930,966,459,831
"G06070000","2012","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",91814,73780,3078,235,8579,330,985,4827,415,4412,"Santa Monica city, California",30,2888,1478,331,2286,388,547,1686,261,1673
"G06070098","2012","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",170684,129599,2834,2633,7489,1439,19073,7617,1176,6441,"Santa Rosa city, California",33,4653,1036,2079,2087,1065,3693,1930,768,1711
"G06072016","2012","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",125794,96173,2229,335,11134,123,8217,7583,1144,6439,"Simi Valley city, California",35,3179,994,211,2005,133,2441,1902,726,1856
"G06073080","2012","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",95297,47633,854,930,547,0,44267,1066,396,670,"South Gate city, California",39,4736,649,556,633,197,4518,530,280,484
"G06073262","2012","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",65565,26360,1626,286,23314,1838,8824,3317,1085,2232,"South San Francisco city, California",61,3661,1024,339,3354,1328,3728,1509,902,1263
"G06075000","2012","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",297975,122464,32986,3059,63383,3364,48784,23935,3546,20389,"Stockton city, California",50,7296,3699,1399,5926,1084,6184,4138,1451,3756
"G06077000","2012","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",146199,71663,3951,644,58560,649,5508,5224,476,4748,"Sunnyvale city, California",43,5161,1430,561,4942,516,3687,1451,416,1363
"G06078120","2012","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",105213,80152,2337,1452,12031,36,3365,5840,484,5356,"Temecula city, California",43,4893,1175,1044,3495,63,2852,2055,302,2027
"G06078582","2012","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",128411,104423,1090,106,9844,81,8088,4779,1150,3629,"Thousand Oaks city, California",36,4010,694,131,2356,100,3439,1479,637,1347
"G06080000","2012","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",147036,74888,4917,122,49749,655,9229,7476,1571,5905,"Torrance city, California",56,5499,2171,138,5200,768,3524,1984,1065,1504
"G06080238","2012","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"16000US0680238","Tracy city, California",84682,54145,5124,158,9700,124,7686,7745,941,6804,"Tracy city, California",54,4841,1873,161,3104,156,3368,3050,602,3015
"G06080812","2012","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"16000US0680812","Turlock city, California",69735,56806,1082,123,6019,198,2909,2598,830,1768,"Turlock city, California",28,3263,907,138,3093,350,1292,1070,624,975
"G06080854","2012","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"16000US0680854","Tustin city, California",78044,37723,2814,84,16918,128,17374,3003,1118,1885,"Tustin city, California",36,4306,1685,100,4069,148,5167,1368,938,973
"G06081204","2012","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"16000US0681204","Union City city, California",71749,18502,4702,781,34583,1156,6334,5691,1473,4218,"Union City city, California",61,3258,2652,470,3299,753,2886,2243,791,1934
"G06081344","2012","CA",,,"California","06",,,"Upland city","81344",,,,,,,,,,,,,,,,"16000US0681344","Upland city, California",75208,46607,3963,401,5192,0,15951,3094,472,2622,"Upland city, California",29,4272,1369,314,1819,197,3675,1700,298,1694
"G06081554","2012","CA",,,"California","06",,,"Vacaville city","81554",,,,,,,,,,,,,,,,"16000US0681554","Vacaville city, California",93899,63287,6935,196,6861,543,8018,8059,1025,7034,"Vacaville city, California",30,3586,1361,153,2086,449,2841,2900,1061,2697
"G06081666","2012","CA",,,"California","06",,,"Vallejo city","81666",,,,,,,,,,,,,,,,"16000US0681666","Vallejo city, California",117814,52357,26370,529,26260,1125,3952,7221,1060,6161,"Vallejo city, California",69,4004,3109,379,2593,835,1742,1733,622,1687
"G06082590","2012","CA",,,"California","06",,,"Victorville city","82590",,,,,,,,,,,,,,,,"16000US0682590","Victorville city, California",120327,70094,32116,1471,3164,72,10005,3405,1005,2400,"Victorville city, California",45,8926,7758,1142,1550,129,3710,1274,568,1013
"G06082954","2012","CA",,,"California","06",,,"Visalia city","82954",,,,,,,,,,,,,,,,"16000US0682954","Visalia city, California",127072,97344,1985,1549,8829,87,9847,7431,1846,5585,"Visalia city, California",42,4890,969,872,2293,127,2992,3118,1274,2679
"G06082996","2012","CA",,,"California","06",,,"Vista city","82996",,,,,,,,,,,,,,,,"16000US0682996","Vista city, California",96046,80970,3346,1102,3191,99,3999,3339,982,2357,"Vista city, California",32,2579,1169,994,1128,122,1462,1163,712,965
"G06083346","2012","CA",,,"California","06",,,"Walnut Creek city","83346",,,,,,,,,,,,,,,,"16000US0683346","Walnut Creek city, California",65696,54272,261,657,8469,0,960,1077,0,1077,"Walnut Creek city, California",28,2754,215,466,2513,197,722,549,197,549
"G06084200","2012","CA",,,"California","06",,,"West Covina city","84200",,,,,,,,,,,,,,,,"16000US0684200","West Covina city, California",107472,39311,4262,1015,26944,160,31168,4612,1389,3223,"West Covina city, California",110,4496,1915,737,3833,260,4863,2103,657,2008
"G06084550","2012","CA",,,"California","06",,,"Westminster city","84550",,,,,,,,,,,,,,,,"16000US0684550","Westminster city, California",91355,32701,632,89,47561,327,7879,2166,882,1284,"Westminster city, California",84,4054,573,147,3900,413,3131,905,632,511
"G06085292","2012","CA",,,"California","06",,,"Whittier city","85292",,,,,,,,,,,,,,,,"16000US0685292","Whittier city, California",86159,52973,914,52,3920,371,25710,2219,870,1349,"Whittier city, California",65,3682,721,94,1478,435,3597,1004,523,812
"G06086832","2012","CA",,,"California","06",,,"Yorba Linda city","86832",,,,,,,,,,,,,,,,"16000US0686832","Yorba Linda city, California",66739,47445,67,0,13667,0,989,4571,735,3836,"Yorba Linda city, California",36,3367,110,197,2778,197,623,2241,743,2026
"G06086972","2012","CA",,,"California","06",,,"Yuba City city","86972",,,,,,,,,,,,,,,,"16000US0686972","Yuba City city, California",65105,42388,1218,726,12119,0,4336,4318,749,3569,"Yuba City city, California",23,2081,390,604,1508,197,1978,1395,360,1324
"G08003455","2012","CO",,,"Colorado","08",,,"Arvada city","03455",,,,,,,,,,,,,,,,"16000US0803455","Arvada city, Colorado",109315,98113,984,1058,1907,26,4207,3020,613,2407,"Arvada city, Colorado",1194,2860,627,837,956,48,2242,1002,496,809
"G08004000","2012","CO",,,"Colorado","08",,,"Aurora city","04000",,,,,,,,,,,,,,,,"16000US0804000","Aurora city, Colorado",338835,223122,56817,3243,14916,808,20053,19876,6980,12896,"Aurora city, Colorado",95,6659,3831,1293,2535,491,4338,3699,2876,2235
"G08007850","2012","CO",,,"Colorado","08",,,"Boulder city","07850",,,,,,,,,,,,,,,,"16000US0807850","Boulder city, Colorado",101812,91562,1352,93,3726,19,2198,2862,287,2575,"Boulder city, Colorado",31,2156,690,150,1186,34,1503,816,327,739
"G08012815","2012","CO",,,"Colorado","08",,,"Centennial city","12815",,,,,,,,,,,,,,,,"16000US0812815","Centennial city, Colorado",103735,88763,2561,817,4805,319,3487,2983,1015,1968,"Centennial city, Colorado",49,2825,1134,508,1530,339,1806,1242,599,841
"G08016000","2012","CO",,,"Colorado","08",,,"Colorado Springs city","16000",,,,,,,,,,,,,,,,"16000US0816000","Colorado Springs city, Colorado",431846,348013,28963,2172,13552,636,19189,19321,2311,17010,"Colorado Springs city, Colorado",59,5807,4086,815,1398,417,4063,3150,1197,2884
"G08020000","2012","CO",,,"Colorado","08",,,"Denver city","20000",,,,,,,,,,,,,,,,"16000US0820000","Denver city, Colorado",634265,479745,64566,5941,21689,464,39761,22099,6071,16028,"Denver city, Colorado",0,6561,1834,1536,2099,422,6236,3404,2257,2606
"G08027425","2012","CO",,,"Colorado","08",,,"Fort Collins city","27425",,,,,,,,,,,,,,,,"16000US0827425","Fort Collins city, Colorado",148634,131686,2081,751,4415,373,2792,6536,1072,5464,"Fort Collins city, Colorado",73,2203,835,459,908,489,1250,1581,515,1489
"G08032155","2012","CO",,,"Colorado","08",,,"Greeley city","32155",,,,,,,,,,,,,,,,"16000US0832155","Greeley city, Colorado",95365,69531,2114,1532,1776,35,17005,3372,1595,1777,"Greeley city, Colorado",35,3469,513,656,911,69,3521,823,635,642
"G08036410","2012","CO",,,"Colorado","08",,,"Highlands Ranch CDP","36410",,,,,,,,,,,,,,,,"16000US0836410","Highlands Ranch CDP, Colorado",101898,90853,508,207,7763,0,626,1941,777,1164,"Highlands Ranch CDP, Colorado",4745,4743,396,199,1542,189,504,968,822,666
"G08043000","2012","CO",,,"Colorado","08",,,"Lakewood city","43000",,,,,,,,,,,,,,,,"16000US0843000","Lakewood city, Colorado",145522,129486,2412,2336,4654,0,2042,4592,767,3825,"Lakewood city, Colorado",38,2461,1234,1201,1199,189,1055,1202,421,1184
"G08045970","2012","CO",,,"Colorado","08",,,"Longmont city","45970",,,,,,,,,,,,,,,,"16000US0845970","Longmont city, Colorado",88636,76416,1832,464,3624,0,4497,1803,125,1678,"Longmont city, Colorado",45,3204,1060,288,2504,189,1914,866,206,832
"G08046465","2012","CO",,,"Colorado","08",,,"Loveland city","46465",,,,,,,,,,,,,,,,"16000US0846465","Loveland city, Colorado",70214,61977,108,155,747,0,4606,2621,660,1961,"Loveland city, Colorado",34,2581,155,176,625,189,2396,1092,529,1021
"G08062000","2012","CO",,,"Colorado","08",,,"Pueblo city","62000",,,,,,,,,,,,,,,,"16000US0862000","Pueblo city, Colorado",107775,79933,2736,2134,430,0,16188,6354,3137,3217,"Pueblo city, Colorado",26,3986,548,691,294,189,3400,1625,1345,838
"G08077290","2012","CO",,,"Colorado","08",,,"Thornton city","77290",,,,,,,,,,,,,,,,"16000US0877290","Thornton city, Colorado",124131,107507,1158,632,7043,78,4512,3201,426,2775,"Thornton city, Colorado",54,3195,968,432,1754,128,2300,1321,426,1264
"G08083835","2012","CO",,,"Colorado","08",,,"Westminster city","83835",,,,,,,,,,,,,,,,"16000US0883835","Westminster city, Colorado",109181,91743,1367,582,6700,0,3349,5440,822,4618,"Westminster city, Colorado",58,3036,732,529,1794,189,1887,1856,637,1669
"G09008000","2012","CT",,,"Connecticut","09",,,"Bridgeport city","08000",,,,,,,,,,,,,,,,"16000US0908000","Bridgeport city, Connecticut",146434,61154,52636,971,4767,0,23075,3831,1196,2635,"Bridgeport city, Connecticut",41,4987,4343,598,1625,193,4279,1110,702,929
"G09018430","2012","CT",,,"Connecticut","09",,,"Danbury city","18430",,,,,,,,,,,,,,,,"16000US0918430","Danbury city, Connecticut",82783,52751,7517,223,5519,253,11690,4830,1424,3406,"Danbury city, Connecticut",87,3933,2419,194,1370,406,3379,1674,963,1569
"G09037000","2012","CT",,,"Connecticut","09",,,"Hartford city","37000",,,,,,,,,,,,,,,,"16000US0937000","Hartford city, Connecticut",124887,54065,47485,566,3134,28,14956,4653,1524,3129,"Hartford city, Connecticut",43,4400,3847,670,1211,47,3349,1504,761,1309
"G09050370","2012","CT",,,"Connecticut","09",,,"New Britain city","50370",,,,,,,,,,,,,,,,"16000US0950370","New Britain city, Connecticut",73148,49952,6600,0,1604,0,11134,3858,961,2897,"New Britain city, Connecticut",33,3246,1888,193,881,193,2861,1403,777,1135
"G09052000","2012","CT",,,"Connecticut","09",,,"New Haven city","52000",,,,,,,,,,,,,,,,"16000US0952000","New Haven city, Connecticut",130749,55794,48665,327,5997,63,16894,3009,693,2316,"New Haven city, Connecticut",47,4398,4012,293,1219,107,3919,951,548,776
"G09055990","2012","CT",,,"Connecticut","09",,,"Norwalk city","55990",,,,,,,,,,,,,,,,"16000US0955990","Norwalk city, Connecticut",87196,60975,14518,238,5287,0,3059,3119,928,2191,"Norwalk city, Connecticut",37,3840,3630,335,1624,193,1714,1576,768,1566
"G09073000","2012","CT",,,"Connecticut","09",,,"Stamford city","73000",,,,,,,,,,,,,,,,"16000US0973000","Stamford city, Connecticut",125102,81386,16103,143,9846,62,14613,2949,1535,1414,"Stamford city, Connecticut",44,5123,3211,177,2155,106,4331,1483,1196,895
"G09080000","2012","CT",,,"Connecticut","09",,,"Waterbury city","80000",,,,,,,,,,,,,,,,"16000US0980000","Waterbury city, Connecticut",109915,73722,20998,475,1296,0,9616,3808,1176,2632,"Waterbury city, Connecticut",33,4663,3480,530,692,193,3386,1316,707,1083
"G10077580","2012","DE",,,"Delaware","10",,,"Wilmington city","77580",,,,,,,,,,,,,,,,"16000US1077580","Wilmington city, Delaware",71289,26947,39561,102,806,0,3068,805,266,539,"Wilmington city, Delaware",31,2602,2661,119,495,182,1471,467,350,343
"G11050000","2012","DC",,,"District Of Columbia","11",,,"Washington city","50000",,,,,,,,,,,,,,,,"16000US1150000","Washington city, District of Columbia",632323,250657,313224,2258,21858,54,28401,15871,2654,13217,"Washington city, District of Columbia",0,4014,2333,864,1613,90,4268,2753,1205,2357
"G12000410","2012","FL",,,"Florida","12",,,"Alafaya CDP","00410",,,,,,,,,,,,,,,,"16000US1200410","Alafaya CDP, Florida",85334,60789,8009,310,10499,0,4365,1362,264,1098,"Alafaya CDP, Florida",10976,9734,3024,498,4355,211,3493,1233,308,1090
"G12007300","2012","FL",,,"Florida","12",,,"Boca Raton city","07300",,,,,,,,,,,,,,,,"16000US1207300","Boca Raton city, Florida",87848,76469,5204,0,2511,0,2321,1343,316,1027,"Boca Raton city, Florida",48,3158,2538,211,1146,211,1558,849,323,687
"G12007875","2012","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"16000US1207875","Boynton Beach city, Florida",70120,41745,20697,120,3638,0,2345,1575,431,1144,"Boynton Beach city, Florida",77,4048,4019,155,2499,211,1783,1026,493,661
"G12008150","2012","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"16000US1208150","Brandon CDP, Florida",101167,72018,19139,134,2217,13,2023,5623,820,4803,"Brandon CDP, Florida",7001,6478,4189,135,1004,27,1040,1569,442,1497
"G12010275","2012","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"16000US1210275","Cape Coral city, Florida",161237,144166,9008,1010,3050,0,1699,2304,433,1871,"Cape Coral city, Florida",52,4434,3991,955,1831,211,1080,991,460,837
"G12012875","2012","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"16000US1212875","Clearwater city, Florida",108732,88290,11724,124,3349,82,923,4240,465,3775,"Clearwater city, Florida",36,3045,2430,147,1341,134,599,1400,346,1354
"G12014400","2012","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"16000US1214400","Coral Springs city, Florida",125275,87281,23628,130,6075,0,5719,2442,448,1994,"Coral Springs city, Florida",55,5134,4936,150,1813,211,2752,1049,320,978
"G12016475","2012","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"16000US1216475","Davie town, Florida",95492,73837,10446,0,4316,0,4857,2036,301,1735,"Davie town, Florida",33,4515,3994,211,1942,211,2812,1071,321,1037
"G12016725","2012","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"16000US1216725","Deerfield Beach city, Florida",77426,47608,26006,0,655,0,1176,1981,657,1324,"Deerfield Beach city, Florida",53,4329,4641,211,396,211,962,1361,801,1084
"G12017200","2012","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",85436,70027,7440,561,1292,249,3699,2168,303,1865,"Deltona city, Florida",35,3374,2150,774,1071,283,2570,1162,285,1103
"G12024000","2012","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",170747,106854,51586,157,2824,320,4594,4412,184,4228,"Fort Lauderdale city, Florida",34,5302,5697,195,905,408,2132,1765,239,1749
