GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G24026000","2012","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",71933,46367,7948,0,14608,0,703,2307,371,1936,"Ellicott City CDP, Maryland",4060,3658,2798,190,2552,190,562,818,330,777
"G24030325","2012","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",66390,44246,11815,601,2802,229,3957,2740,163,2577,"Frederick city, Maryland",38,2733,1705,311,1220,249,2337,904,168,897
"G24032025","2012","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",91541,45408,17747,232,19917,0,2955,5282,1446,3836,"Germantown CDP, Maryland",7032,5166,3985,206,3266,190,2151,2765,1181,2406
"G24032650","2012","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",70285,46515,15235,49,4227,148,387,3724,0,3724,"Glen Burnie CDP, Maryland",6694,5346,3153,86,1537,248,344,1835,190,1835
"G24072450","2012","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",73958,31325,20286,93,8020,0,10810,3424,427,2997,"Silver Spring CDP, Maryland",5543,3229,2971,120,2500,190,3409,1360,423,1185
"G24081175","2012","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",72890,26082,39777,1099,2787,0,179,2966,0,2966,"Waldorf CDP, Maryland",4322,3208,3479,806,1021,190,182,1211,190,1211
"G25007000","2012","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",637516,340877,166148,2300,58186,0,38788,31217,7717,23500,"Boston city, Massachusetts",2304,5033,4192,1295,2352,195,5434,4359,2135,3859
"G25009000","2012","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",94092,45298,37817,278,1947,0,5140,3612,1728,1884,"Brockton city, Massachusetts",24,2941,2083,367,1203,195,1904,1296,749,1002
"G25011000","2012","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",106456,75710,12152,243,12243,46,1961,4101,620,3481,"Cambridge city, Massachusetts",60,2830,2371,239,1665,76,981,988,342,878
"G25023000","2012","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",88943,76759,3320,244,1544,0,3998,3078,424,2654,"Fall River city, Massachusetts",23,2383,1445,351,926,195,1721,994,536,854
"G25024960","2012","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",70076,52737,5319,5,5587,0,4755,1673,455,1218,"Framingham CDP, Massachusetts",33,3279,2282,10,1953,195,2524,841,449,684
"G25034550","2012","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",77321,28797,10446,203,1988,0,34129,1758,1428,330,"Lawrence city, Massachusetts",37,3342,2766,192,1195,195,3846,856,886,234
"G25037000","2012","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",108528,60370,7814,611,22954,0,13006,3773,1469,2304,"Lowell city, Massachusetts",38,4452,2591,524,3848,195,3109,1264,841,1125
"G25037490","2012","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",91247,46406,10831,60,6741,53,22697,4459,1543,2916,"Lynn city, Massachusetts",41,3653,2010,99,2009,122,4069,1234,707,1028
"G25045000","2012","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",94929,73724,7022,777,1031,0,7818,4557,982,3575,"New Bedford city, Massachusetts",26,3093,1544,710,691,195,2587,1517,568,1452
"G25045560","2012","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",86304,68295,3188,8,12403,0,610,1800,263,1537,"Newton city, Massachusetts",27,2840,1008,15,2902,195,517,642,164,644
"G25055745","2012","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",93031,61727,4568,169,23021,0,1059,2487,36,2451,"Quincy city, Massachusetts",26,3437,1751,267,2736,195,920,1055,58,1045
"G25062535","2012","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",77112,57074,6453,36,9268,0,2142,2139,151,1988,"Somerville city, Massachusetts",35,3495,2952,67,2763,195,1362,1049,172,1034
"G25067000","2012","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",153557,84052,31844,1087,2593,0,28167,5814,2401,3413,"Springfield city, Massachusetts",38,5149,2353,1065,1122,195,4373,1832,1427,1156
"G25082000","2012","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",182680,131261,23637,520,11225,0,7459,8578,1771,6807,"Worcester city, Massachusetts",50,4633,2921,368,2394,195,2974,2453,920,2139
"G26003000","2012","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",116128,84544,8154,168,19000,0,266,3996,310,3686,"Ann Arbor city, Michigan",35,2168,1852,167,1603,161,257,818,227,843
"G26021000","2012","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",96470,86508,3882,182,1621,0,201,4076,312,3764,"Dearborn city, Michigan",28,2414,1880,214,591,161,183,1262,290,1264
"G26022000","2012","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",701524,87281,572298,2580,7569,42,16703,15051,4144,10907,"Detroit city, Michigan",68,5233,5005,813,2230,98,3632,2645,1698,2212
"G26027440","2012","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",80752,54497,13915,490,9106,0,610,2134,302,1832,"Farmington Hills city, Michigan",26,2970,2806,454,2026,161,795,863,238,840
"G26029000","2012","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",100515,39531,56638,483,202,0,666,2995,192,2803,"Flint city, Michigan",27,3125,2969,394,149,161,561,1032,145,1034
"G26034000","2012","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",190426,132308,37894,1008,4529,0,5648,9039,932,8107,"Grand Rapids city, Michigan",57,4723,3640,587,1612,161,1935,2267,628,2069
"G26042160","2012","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",75092,51555,17175,315,2049,0,1673,2325,63,2262,"Kalamazoo city, Michigan",27,2490,1906,314,1038,161,1087,824,80,827
"G26046000","2012","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",113488,71038,26068,749,4308,140,1864,9321,977,8344,"Lansing city, Michigan",1345,2896,2358,702,1202,221,794,1972,585,1986
"G26049000","2012","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",95576,88700,2268,152,2427,0,140,1889,175,1714,"Livonia city, Michigan",33,1855,915,174,1346,161,118,810,204,744
"G26069035","2012","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",72288,58795,6471,103,5483,9,76,1351,319,1032,"Rochester Hills city, Michigan",31,3154,2953,169,1642,19,122,820,414,700
"G26074900","2012","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",72502,20512,47513,126,1259,0,925,2167,42,2125,"Southfield city, Michigan",35,2617,2905,128,807,161,844,773,64,770
"G26076460","2012","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",130414,111601,6821,36,9161,0,338,2457,87,2370,"Sterling Heights city, Michigan",29,2915,2194,63,2100,161,345,1245,143,1222
"G26080700","2012","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",82211,62481,2516,72,15015,0,866,1261,223,1038,"Troy city, Michigan",38,2530,1312,130,2110,161,1254,550,173,521
"G26084000","2012","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",134155,101118,21321,201,6267,0,859,4389,82,4307,"Warren city, Michigan",51,3628,3664,182,1928,161,623,1371,99,1359
"G26086000","2012","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",82868,61477,14851,245,3198,0,1267,1830,0,1830,"Westland city, Michigan",52,2755,2783,330,1438,161,1719,790,161,790
"G26088940","2012","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",73374,63033,3088,1070,1552,0,2296,2335,342,1993,"Wyoming city, Michigan",30,2900,1539,945,1019,161,1263,1435,259,1448
"G27006616","2012","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",86031,67130,6710,175,5195,264,3915,2642,158,2484,"Bloomington city, Minnesota",30,2840,2140,147,1931,350,2040,1144,203,1116
"G27007966","2012","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",77762,43869,19749,319,11061,0,1465,1299,84,1215,"Brooklyn Park city, Minnesota",38,3813,3692,290,2568,139,1032,657,145,613
"G27017000","2012","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86197,77941,2080,1583,1123,68,69,3333,14,3319,"Duluth city, Minnesota",49,940,576,628,339,88,88,1000,28,996
"G27043000","2012","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",392871,262253,70474,4780,22628,108,13679,18949,1168,17781,"Minneapolis city, Minnesota",48,5946,5175,1284,3081,165,3177,3079,494,3058
"G27051730","2012","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",72928,60716,3037,352,6579,0,493,1751,0,1751,"Plymouth city, Minnesota",27,2842,1392,223,2348,139,466,730,139,730
"G27054880","2012","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",108994,89784,6996,125,8456,0,920,2713,77,2636,"Rochester city, Minnesota",27,915,896,153,838,139,772,1032,96,1013
"G27056896","2012","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",64949,52803,6027,546,1535,0,625,3413,368,3045,"St. Cloud city, Minnesota",2971,2597,1709,345,589,139,502,1529,491,1435
"G27058000","2012","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",290776,177504,45731,1235,45634,52,6447,14173,1253,12920,"St. Paul city, Minnesota",40,4409,3345,573,3591,67,1828,2909,624,2835
"G28029700","2012","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",70101,42098,25476,238,581,0,486,1222,85,1137,"Gulfport city, Mississippi",48,3387,3399,390,455,198,517,816,100,807
"G28036000","2012","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",175376,31889,139207,129,749,0,2195,1207,190,1017,"Jackson city, Mississippi",318,2734,3095,217,444,198,1164,782,319,710
"G29015670","2012","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",113230,91039,7928,532,6068,0,796,6867,121,6746,"Columbia city, Missouri",28,2471,2063,613,1065,177,697,2434,216,2460
"G29035000","2012","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117264,101471,6230,901,547,76,5657,2382,285,2097,"Independence city, Missouri",41,2994,1644,601,371,102,2177,850,249,793
"G29038000","2012","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",464346,272691,139934,2698,10825,118,21598,16482,3891,12591,"Kansas City city, Missouri",217,5215,5100,730,1920,171,3144,2455,1668,1975
"G29041348","2012","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",92770,78893,7824,63,2453,576,774,2187,839,1348,"Lee's Summit city, Missouri",698,2863,2497,93,1462,793,571,926,595,762
"G29054074","2012","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,
"G29064082","2012","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",66454,57247,5238,622,1722,0,511,1114,0,1114,"St. Charles city, Missouri",40,1898,1244,837,755,177,441,546,177,546
"G29064550","2012","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",76523,67344,3274,151,1082,299,554,3819,297,3522,"St. Joseph city, Missouri",1973,2200,1005,188,55,352,500,1129,357,1110
"G29065000","2012","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",318172,143417,152068,900,9220,0,3821,8746,255,8491,"St. Louis city, Missouri",0,1319,1982,459,597,177,1207,2105,221,2044
"G29070000","2012","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",162193,143851,6710,1320,4368,1098,739,4107,562,3545,"Springfield city, Missouri",32,2102,1519,688,1136,927,377,944,345,930
"G30006550","2012","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",106964,95649,517,5038,1210,0,1905,2645,122,2523,"Billings city, Montana",42,1228,408,1108,367,157,1067,941,143,898
"G30050200","2012","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",68386,62390,40,720,1131,214,237,3654,581,3073,"Missoula city, Montana",36,1226,74,447,518,219,331,1095,514,1005
"G31028000","2012","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",265389,231664,10319,2481,10239,201,1959,8526,801,7725,"Lincoln city, Nebraska",53,1363,1308,909,741,158,1075,1946,555,1937
"G31037000","2012","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",421564,314990,57054,2856,11594,25,25133,9912,835,9077,"Omaha city, Nebraska",49,4333,2613,672,1476,43,3790,2155,482,2140
"G32023770","2012","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",123493,71568,12413,546,24061,2526,4192,8187,667,7520,"Enterprise CDP, Nevada",9011,7754,3760,476,4686,1812,1932,2538,530,2458
"G32031900","2012","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",265688,212809,14575,1057,19577,301,6385,10984,1236,9748,"Henderson city, Nevada",45,5082,4273,628,2841,267,2796,2077,637,2006
"G32040000","2012","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",596440,400931,61749,3346,36402,2099,67865,24048,4395,19653,"Las Vegas city, Nevada",87,9726,5997,1475,4392,1096,7972,3352,1541,2855
"G32051800","2012","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",223489,106952,45868,1494,13477,3619,41334,10745,2107,8638,"North Las Vegas city, Nevada",35,7545,5424,1180,3310,1872,5627,2487,939,2317
"G32054600","2012","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",230184,145791,21328,1081,21162,1489,29306,10027,1802,8225,"Paradise CDP, Nevada",10723,8831,4082,683,3832,920,5991,3905,779,3816
"G32060600","2012","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",231004,182512,6180,2827,15340,1768,15240,7137,1019,6118,"Reno city, Nevada",85,5423,1653,1422,2159,709,4731,1485,460,1405
"G32068400","2012","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",92177,74569,2030,1378,5247,311,4268,4374,840,3534,"Sparks city, Nevada",44,3229,1183,882,1684,290,1908,1802,490,1641
"G32068585","2012","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",177162,101025,19259,1200,34126,1585,10823,9144,1562,7582,"Spring Valley CDP, Nevada",8794,5756,4112,534,6147,907,3600,2581,941,2651
"G32071400","2012","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",190583,117206,23740,2241,12285,1453,24129,9529,2043,7486,"Sunrise Manor CDP, Nevada",9919,7935,3923,1276,3300,933,5327,2641,830,2371
"G33045140","2012","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",110197,95680,5275,80,4039,0,1977,3146,589,2557,"Manchester city, New Hampshire",47,2199,1584,141,1215,181,968,1384,568,1334
"G33050260","2012","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",86932,74678,2241,0,7118,0,286,2609,308,2301,"Nashua city, New Hampshire",24,2658,1773,181,1582,181,228,1352,273,1310
"G34010000","2012","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",77235,8972,39662,675,1284,0,22468,4174,3139,1035,"Camden city, New Jersey",52,2394,3395,597,957,192,3558,1792,1882,792
"G34013690","2012","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",84722,65136,3976,484,7019,0,6162,1945,819,1126,"Clifton city, New Jersey",27,3852,2162,486,2146,192,2693,902,578,647
"G34019390","2012","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",64275,2017,57184,102,433,0,3866,673,181,492,"East Orange city, New Jersey",31,762,1896,183,442,192,1715,399,211,313
"G34021000","2012","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",126459,67565,28860,451,2019,0,25050,2514,1454,1060,"Elizabeth city, New Jersey",33,4967,3907,571,1287,192,4412,964,740,674
"G34036000","2012","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",254444,88488,67085,1459,61965,25,29079,6343,1748,4595,"Jersey City city, New Jersey",40,5161,3528,918,3829,43,3742,1651,758,1263
"G34051000","2012","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",277718,63733,137461,1055,5954,432,60311,8772,2707,6065,"Newark city, New Jersey",53,5002,5280,658,2238,88,5381,2182,1124,1955
"G34056550","2012","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",70215,37638,12150,154,1382,0,15281,3610,458,3152,"Passaic city, New Jersey",31,4245,2719,243,770,192,3640,1476,322,1409
"G34057000","2012","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",145236,65402,46986,329,5468,0,12489,14562,1153,13409,"Paterson city, New Jersey",56,6228,5827,336,1990,192,3218,4306,732,4323
"G34073110","2012","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",88984,82400,2176,0,3294,0,432,682,0,682,"Toms River CDP, New Jersey",1040,2023,1090,192,1439,192,342,373,192,373
"G34074000","2012","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",84492,31829,44606,99,828,0,5269,1861,493,1368,"Trenton city, New Jersey",56,3483,3533,124,758,192,1871,855,406,762
"G34074630","2012","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",67751,40427,4417,0,1853,0,18560,2494,2160,334,"Union City city, New Jersey",34,3787,1892,192,988,192,3591,966,963,318
"G35002000","2012","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",555419,384566,18373,23905,14026,665,90515,23369,8349,15020,"Albuquerque city, New Mexico",47,8621,1867,2010,1439,560,8961,3184,1800,2792
"G35039380","2012","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",101053,87275,1767,1982,2201,0,4806,3022,1690,1332,"Las Cruces city, New Mexico",32,1826,869,928,428,185,1418,1412,1187,800
"G35063460","2012","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",90805,76364,3040,1987,891,45,4906,3572,1065,2507,"Rio Rancho city, New Mexico",32,3006,323,836,685,72,2213,1448,872,1115
"G35070500","2012","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",69211,59339,829,1120,1019,0,5259,1645,675,970,"Santa Fe city, New Mexico",33,1972,416,585,384,185,1699,743,500,424
"G36001000","2012","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",97905,56811,30691,453,4536,0,1384,4030,725,3305,"Albany city, New York",26,2809,2405,298,1185,185,922,1725,490,1538
"G36011000","2012","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",259386,128663,95223,1140,11733,173,13519,8935,1569,7366,"Buffalo city, New York",32,4389,3526,708,1856,286,2472,1912,929,1807
"G36015000","2012","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",75599,61740,10265,131,1190,0,1336,937,0,937,"Cheektowaga CDP, New York",1625,3293,2951,171,873,185,979,647,185,647
"G36049121","2012","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",67902,17721,41590,91,2200,74,3837,2389,572,1817,"Mount Vernon city, New York",33,2644,2691,121,1206,124,1448,1106,508,950
"G36050617","2012","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",78390,54525,13985,109,3048,0,5405,1318,202,1116,"New Rochelle city, New York",27,3575,2629,116,1370,185,2492,641,219,618
"G36051000","2012","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8336697,3647131,2058522,30230,1091449,3548,1251568,254249,94536,159713,"New York city, New York",0,22387,11830,4255,6731,2215,23057,11580,7219,9000
"G36063000","2012","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",210521,94990,86386,1151,8569,0,11651,7774,1328,6446,"Rochester city, New York",55,4052,4041,952,1921,185,1822,1634,756,1414
"G36065508","2012","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",66072,40055,12881,236,2898,0,4117,5885,1529,4356,"Schenectady city, New York",27,1875,1987,288,997,185,1919,1874,735,1697
"G36073000","2012","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",144161,80011,42015,1962,8167,50,3271,8685,2012,6673,"Syracuse city, New York",42,2778,2367,931,1088,81,1202,1767,950,1599
"G36084000","2012","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",198457,111061,34889,1248,11791,54,33673,5741,2417,3324,"Yonkers city, New York",50,6475,4485,1070,2789,90,6236,1981,1290,1442
"G37002140","2012","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",85721,70482,10697,0,2084,0,843,1615,382,1233,"Asheville city, North Carolina",39,1790,1648,193,519,193,692,611,328,559
"G37010740","2012","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",145830,108123,11968,1199,18050,162,2260,4068,165,3903,"Cary town, North Carolina",490,4139,2689,566,3068,255,1492,1264,124,1276
"G37012000","2012","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",775208,407772,271441,3597,42313,980,27390,21715,1930,19785,"Charlotte city, North Carolina",55,7666,5924,1560,2245,1513,5073,3783,967,3538
"G37014100","2012","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",81976,62565,15175,87,2084,0,809,1256,74,1182,"Concord city, North Carolina",31,2655,2521,105,885,193,709,602,91,569
"G37019000","2012","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",239320,117578,95537,1470,11417,388,4769,8161,1489,6672,"Durham city, North Carolina",34,3833,3084,711,994,656,2300,2664,1164,2233
