GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G48019972","2016","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",133803,103969,13659,917,5920,264,3875,5199,656,4543,"Denton city, Texas",37,4809,4012,474,1849,246,1677,1446,577,1352
"G48022660","2016","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,
"G48024000","2016","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",683088,561325,28025,3850,10758,299,60696,18135,5057,13078,"El Paso city, Texas",49,10074,2582,1266,1152,316,8947,4817,1946,4617
"G48026232","2016","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",73289,60475,2657,193,6443,34,740,2747,282,2465,"Flower Mound town, Texas",58,2227,1254,213,1747,59,755,1136,383,1070
"G48027000","2016","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",855897,545285,162955,3337,39260,454,73569,31037,4838,26199,"Fort Worth city, Texas",2918,11317,9829,1460,5686,499,10558,4989,1789,4548
"G48027684","2016","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",163631,112304,11038,558,33350,35,2203,4143,803,3340,"Frisco city, Texas",95,5069,3263,431,4772,73,1696,1291,648,1072
"G48029000","2016","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",234588,158211,34752,518,24919,0,8226,7962,2504,5458,"Garland city, Texas",60,7698,6168,268,4584,220,3110,2851,1744,2190
"G48029336","2016","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",67137,61995,1829,0,312,0,1941,1060,299,761,"Georgetown city, Texas",29,2367,1345,220,250,220,1398,768,501,569
"G48030464","2016","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",190626,121743,40206,409,15551,0,7542,5175,1114,4061,"Grand Prairie city, Texas",69,6999,5982,394,3662,220,2728,1904,571,1920
"G48032372","2016","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",65533,58336,871,303,237,85,4630,1071,477,594,"Harlingen city, Texas",30,2873,555,365,243,143,2683,766,569,531
"G48035000","2016","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2304388,1318837,520127,5044,171312,968,237903,50197,10482,39715,"Houston city, Texas",2884,21479,15733,1431,9387,741,17985,6756,2742,5489
"G48037000","2016","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",238284,113047,31480,1303,46029,531,36805,9089,3485,5604,"Irving city, Texas",42,7695,4517,1058,5577,470,5954,2744,1755,2253
"G48039148","2016","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",143397,62075,59327,1476,4855,2217,3868,9579,535,9044,"Killeen city, Texas",30,5395,4662,1167,1502,456,1942,2057,305,2078
"G48041464","2016","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",257988,245694,1139,358,832,0,7971,1994,366,1628,"Laredo city, Texas",2598,4224,291,340,769,220,3346,1404,259,1402
"G48041980","2016","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",101619,80612,10912,973,4686,0,3350,1086,45,1041,"League City city, Texas",1270,5283,4601,723,1658,220,1666,902,86,894
"G48042508","2016","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",104676,66383,11573,373,9229,315,11303,5500,356,5144,"Lewisville city, Texas",563,4492,2729,415,2454,297,4318,1948,335,1948
"G48043888","2016","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",81712,57039,20621,408,1545,0,426,1673,173,1500,"Longview city, Texas",878,2275,1798,244,431,220,475,1008,227,997
"G48045000","2016","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",252514,202208,20501,3576,5184,1000,13687,6358,2057,4301,"Lubbock city, Texas",32,3639,1632,1972,1051,1067,3408,1748,626,1514
"G48045384","2016","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",142203,93259,1630,1320,4412,0,40030,1552,1090,462,"McAllen city, Texas",39,7618,1602,1198,1555,220,7655,1116,1225,442
"G48045744","2016","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",172318,129425,18887,679,13596,162,4036,5533,747,4786,"McKinney city, Texas",80,6249,4163,380,4420,264,1770,1688,569,1646
"G48046452","2016","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",65205,41470,10686,487,5950,264,2925,3423,1007,2416,"Mansfield city, Texas",1073,3978,3694,458,2846,437,1897,1512,686,1150
"G48047892","2016","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",143763,94356,36061,1146,4066,244,3228,4662,1354,3308,"Mesquite city, Texas",252,6924,6876,864,1579,401,1225,1920,949,1683
"G48048072","2016","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",134613,112486,11052,341,3386,88,4458,2802,1177,1625,"Midland city, Texas",19,2622,1933,544,443,132,1841,1321,967,948
"G48048768","2016","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2016","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",74875,27403,33846,220,8361,0,2784,2261,0,2261,"Missouri City city, Texas",2652,4676,4910,313,2999,220,2232,1574,220,1574
"G48050820","2016","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",70999,64295,2006,73,1304,0,2158,1163,318,845,"New Braunfels city, Texas",2734,2833,1127,126,450,220,1408,604,394,456
"G48052356","2016","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",69807,59726,3335,0,802,0,4616,1328,0,1328,"North Richland Hills city, Texas",40,2838,1871,220,463,220,2541,754,220,754
"G48053388","2016","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",117749,98075,7301,849,1426,0,6530,3568,545,3023,"Odessa city, Texas",929,3510,1385,978,630,220,3052,1367,368,1422
"G48056000","2016","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",153359,136040,5370,1340,2409,0,4519,3681,824,2857,"Pasadena city, Texas",44,3492,2227,1153,1133,220,1567,1635,765,1429
"G48056348","2016","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",117367,69095,21685,2460,17246,0,3071,3810,292,3518,"Pearland city, Texas",2908,5577,4515,2698,2991,220,1593,2228,299,2197
"G48057200","2016","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2016","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",286047,188085,30299,1179,52511,495,4115,9363,686,8677,"Plano city, Texas",1382,5942,4414,761,4587,365,1344,2403,466,2429
"G48061796","2016","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",113368,74781,14373,225,16656,0,3252,4081,219,3862,"Richardson city, Texas",79,4905,4026,181,3654,220,2006,1904,244,1876
"G48063500","2016","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",120528,86455,11983,0,9200,0,3678,9212,1667,7545,"Round Rock city, Texas",1096,3414,2976,220,2172,220,1771,2482,986,2360
"G48064472","2016","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",103526,91526,5803,455,1259,0,2730,1753,246,1507,"San Angelo city, Texas",2105,2721,754,314,360,220,1358,409,208,391
"G48065000","2016","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1492494,1184876,110885,11402,41863,727,106782,35959,8448,27511,"San Antonio city, Texas",86,12857,6296,4705,3332,488,10538,4146,1936,3324
"G48070808","2016","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",88187,42580,5788,167,35725,0,1513,2414,1782,632,"Sugar Land city, Texas",47,4787,3021,282,5717,220,1467,2776,2766,493
"G48072176","2016","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",73597,57045,10162,432,764,0,1474,3720,49,3671,"Temple city, Texas",32,3653,2599,477,849,220,983,1594,87,1604
"G48072656","2016","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",112076,97357,3720,0,5460,0,1770,3769,683,3086,"The Woodlands CDP, Texas",9297,9594,2633,220,2052,220,1096,1921,672,1696
"G48074144","2016","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",104796,71494,23237,280,2799,0,4355,2631,429,2202,"Tyler city, Texas",30,4295,3618,257,607,220,2445,1238,507,1125
"G48075428","2016","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",67672,58049,5009,101,1396,164,2394,559,355,204,"Victoria city, Texas",19,1946,1219,170,220,275,1400,398,347,208
"G48076000","2016","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",134422,90117,30745,640,2498,149,6770,3503,1053,2450,"Waco city, Texas",46,3181,1981,418,829,256,1924,1251,610,1011
"G48079000","2016","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104735,78901,12703,856,3329,151,3313,5482,1576,3906,"Wichita Falls city, Texas",43,1908,1210,903,659,188,1663,1912,1335,1432
"G49043660","2016","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",75658,63061,1525,705,1754,821,4046,3746,1305,2441,"Layton city, Utah",30,3231,968,564,953,677,2188,1459,1249,919
"G49055980","2016","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",86709,74796,1432,1065,1771,141,5720,1784,175,1609,"Ogden city, Utah",30,2635,966,668,982,208,2100,887,223,840
"G49057300","2016","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",97508,85801,1368,1358,1635,784,1321,5241,360,4881,"Orem city, Utah",38,2876,742,1788,952,516,672,1420,391,1358
"G49062470","2016","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",116874,104399,515,890,3532,1799,1524,4215,349,3866,"Provo city, Utah",35,2515,392,603,1035,1093,1137,1430,271,1385
"G49065330","2016","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",82315,69725,456,789,629,869,6851,2996,916,2080,"St. George city, Utah",24,2934,401,533,546,653,2959,1736,1232,806
"G49067000","2016","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",193776,140022,7022,1730,9569,2946,26037,6450,515,5935,"Salt Lake City city, Utah",122,4898,2669,816,1735,1924,5424,1699,410,1709
"G49067440","2016","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",95827,88549,348,422,3046,208,1270,1984,0,1984,"Sandy city, Utah",45,1809,415,464,1017,257,801,864,190,864
"G49070850","2016","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,
"G49082950","2016","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",113688,92944,322,636,2341,3886,9001,4558,631,3927,"West Jordan city, Utah",52,4112,285,692,1115,2548,3456,1777,416,1718
"G49083470","2016","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",136579,76838,4588,376,6569,3713,40550,3945,1150,2795,"West Valley City city, Utah",47,6024,1832,301,2076,2261,5804,1176,714,833
"G51001000","2016","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",155810,92717,34500,99,9726,146,11250,7372,2103,5269,"Alexandria city, Virginia",0,2256,2083,159,802,192,2606,2578,1535,2155
"G51003000","2016","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",230050,162749,19802,962,23558,411,13518,9050,755,8295,"Arlington CDP, Virginia",0,3924,1221,316,1515,390,4075,1835,454,1827
"G51014440","2016","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",68024,38736,4861,84,18770,329,868,4376,703,3673,"Centreville CDP, Virginia",5746,4784,2146,146,3309,354,816,1741,926,1373
"G51016000","2016","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",237940,147623,71159,68,7197,0,2808,9085,179,8906,"Chesapeake city, Virginia",0,1647,1502,90,1159,201,1174,2173,226,2165
"G51021088","2016","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",72073,31207,17879,0,8570,0,10769,3648,428,3220,"Dale City CDP, Virginia",7320,4650,4217,201,2489,201,4577,1461,504,1389
"G51035000","2016","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",135410,56219,68730,75,3506,476,1902,4502,322,4180,"Hampton city, Virginia",0,1375,2014,125,678,422,985,1749,315,1765
"G51047672","2016","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",80212,53004,23624,312,795,0,235,2242,57,2185,"Lynchburg city, Virginia",0,417,1486,391,418,201,214,1280,75,1280
"G51056000","2016","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",181825,86739,73750,430,4472,202,3401,12831,1817,11014,"Newport News city, Virginia",0,1439,2428,357,852,259,1068,2323,1035,2387
"G51057000","2016","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",245115,115675,100685,832,9313,496,8111,10003,1270,8733,"Norfolk city, Virginia",0,1776,2264,483,626,473,2412,2285,765,2083
"G51064000","2016","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",95252,38231,49467,265,1626,1001,1566,3096,0,3096,"Portsmouth city, Virginia",0,570,1974,249,256,1558,890,1035,201,1035
"G51067000","2016","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",223170,101987,105155,650,4903,115,1948,8412,451,7961,"Richmond city, Virginia",0,985,2458,266,612,158,750,2516,444,2517
"G51068000","2016","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",99660,63615,30307,68,3200,123,640,1707,240,1467,"Roanoke city, Virginia",0,1480,966,103,139,225,974,860,338,728
"G51076432","2016","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",89273,45912,37324,191,1688,89,583,3486,287,3199,"Suffolk city, Virginia",0,546,1433,194,285,118,352,1296,358,1323
"G51082000","2016","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",452602,303452,82660,901,30196,175,9160,26058,2689,23369,"Virginia Beach city, Virginia",0,3140,3299,444,2030,131,2661,3848,1123,3907
"G53003180","2016","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",75968,48026,5401,2449,6948,1790,3076,8278,87,8191,"Auburn city, Washington",2030,4020,2253,1527,2118,1819,2034,2506,109,2497
"G53005210","2016","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",141415,75456,4794,121,50111,470,2769,7694,343,7351,"Bellevue city, Washington",59,4927,1761,198,5112,786,2060,1619,309,1514
"G53005280","2016","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",87577,69699,2085,947,5425,290,5159,3972,420,3552,"Bellingham city, Washington",31,2844,612,531,1795,245,2183,1445,374,1362
"G53022640","2016","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",109035,79608,4681,1508,9952,1564,6439,5283,202,5081,"Everett city, Washington",42,4794,1515,845,3150,1041,4097,1777,174,1792
"G53023515","2016","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",96748,57647,5951,905,12444,2451,11108,6242,1197,5045,"Federal Way city, Washington",44,5075,2108,656,2603,2179,3751,2185,930,1787
"G53035275","2016","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",80469,65134,1110,344,2206,0,9773,1902,85,1817,"Kennewick city, Washington",57,3671,941,240,819,198,3448,1189,157,1166
"G53035415","2016","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",127506,62039,14175,534,25478,1645,13745,9890,1709,8181,"Kent city, Washington",54,5014,4372,409,4476,1322,3941,2327,846,2385
"G53035940","2016","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",87672,66935,1252,180,13587,0,1744,3974,231,3743,"Kirkland city, Washington",98,2977,792,246,2504,198,1203,1179,310,1144
"G53043955","2016","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",67625,58328,277,125,4286,376,921,3312,830,2482,"Marysville city, Washington",23,2674,239,150,2314,383,596,1458,791,1270
"G53053545","2016","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",71934,42553,1382,609,647,759,22884,3100,845,2255,"Pasco city, Washington",3510,3887,778,474,724,654,4227,1522,900,1248
"G53057745","2016","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",100952,47180,12634,755,22178,2890,7356,7959,1014,6945,"Renton city, Washington",34,4389,3610,485,4170,2201,2997,1824,639,1914
"G53063000","2016","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",704358,475419,50146,2701,104955,2098,18005,51034,1996,49038,"Seattle city, Washington",51,8504,6455,931,6334,1695,3993,6147,675,6360
"G53067000","2016","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",215964,181230,3434,5330,6186,2166,4747,12871,1475,11396,"Spokane city, Washington",43,3845,1287,2603,1837,494,1812,2629,1065,2515
"G53067167","2016","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",96337,87705,967,855,1238,360,2740,2472,55,2417,"Spokane Valley city, Washington",31,2566,657,654,1125,357,1930,905,80,898
"G53070000","2016","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",211304,132869,21790,4164,21480,2037,8029,20935,678,20257,"Tacoma city, Washington",88,5168,3363,2068,3871,1394,2887,3859,431,3826
"G53074060","2016","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",174836,137738,4197,909,10538,2477,9650,9327,1338,7989,"Vancouver city, Washington",97,4090,1182,431,1745,997,2981,1824,819,1580
"G53080010","2016","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93974,70908,3116,1899,1206,0,12857,3988,1450,2538,"Yakima city, Washington",49,3295,2518,1074,626,198,3255,1632,1307,1236
"G55002375","2016","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",75465,64422,2402,493,4571,65,2029,1483,273,1210,"Appleton city, Wisconsin",2015,2654,915,352,1596,107,1145,810,360,768
"G55022300","2016","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",67776,62345,614,196,3114,0,110,1397,90,1307,"Eau Claire city, Wisconsin",503,1068,400,246,930,147,179,703,106,701
"G55031000","2016","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",105142,82200,3493,3765,4112,0,5685,5887,2917,2970,"Green Bay city, Wisconsin",28,3276,1041,1211,1476,147,2218,2501,2098,1163
"G55039225","2016","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",99634,80060,10507,688,1629,175,2523,4052,709,3343,"Kenosha city, Wisconsin",25,2512,1296,269,572,301,1499,1415,582,1312
"G55048000","2016","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",252557,199966,15656,1852,22813,198,2554,9518,1594,7924,"Madison city, Wisconsin",45,3160,2318,1188,2351,238,1165,1672,899,1609
"G55053000","2016","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",595070,259589,229503,2533,26295,35,51156,25959,3671,22288,"Milwaukee city, Wisconsin",71,5893,3672,813,2630,58,4961,3473,1282,3199
"G55060500","2016","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66570,61088,2685,220,1673,0,400,504,0,504,"Oshkosh city, Wisconsin",35,1160,658,182,868,147,293,283,147,283
"G55066000","2016","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",77572,49635,17860,398,756,0,4286,4637,931,3706,"Racine city, Wisconsin",27,2861,1873,438,613,147,2021,2409,718,2307
"G55084250","2016","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",72358,61904,4394,321,2502,99,915,2223,426,1797,"Waukesha city, Wisconsin",31,1666,1502,410,846,150,536,1387,477,1121
"G72006593","2016","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",163941,115073,15784,51,459,0,9887,22687,809,21878,"Bayamón zona urbana, Puerto Rico",3687,5444,2306,88,455,222,2382,4196,533,4237
"G72010334","2016","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",75619,57610,6044,38,0,0,9843,2084,535,1549,"Caguas zona urbana, Puerto Rico",4855,4255,2023,63,222,222,2806,1995,434,1849
"G72014290","2016","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",141984,71270,33944,3617,190,0,21153,11810,2575,9235,"Carolina zona urbana, Puerto Rico",2407,3975,3317,1650,197,222,3209,2763,1402,2502
"G72032522","2016","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",70097,54848,3396,0,40,0,9826,1987,226,1761,"Guaynabo zona urbana, Puerto Rico",2989,3754,1168,222,68,222,2724,957,233,945
"G72063820","2016","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",117185,92457,5228,0,0,0,9063,10437,522,9915,"Ponce zona urbana, Puerto Rico",3918,4990,1489,222,222,222,2543,2316,380,2294
"G72076770","2016","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",333149,221408,47300,1073,860,104,52633,9771,3132,6639,"San Juan zona urbana, Puerto Rico",3205,7140,4190,540,669,170,4403,2745,1322,2440
