GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G48041464","2014","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",253747,239531,1187,498,1558,0,9424,1549,601,948,"Laredo city, Texas",2782,3829,487,388,322,211,2470,644,356,554
"G48041980","2014","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",94287,74579,5156,143,6127,0,4967,3315,878,2437,"League City city, Texas",784,4181,1956,174,1750,211,3932,1410,794,1343
"G48042508","2014","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",102283,72624,13752,404,6900,0,3994,4609,556,4053,"Lewisville city, Texas",207,4366,3130,341,2088,211,2563,1716,479,1633
"G48043888","2014","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",84313,59794,20993,349,804,0,715,1658,450,1208,"Longview city, Texas",2113,2817,2528,308,613,211,497,1073,696,869
"G48045000","2014","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",243843,189866,19199,1310,5685,28,19304,8451,2091,6360,"Lubbock city, Texas",29,4407,2103,770,795,50,3746,1918,1134,1655
"G48045384","2014","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",138584,127923,743,113,2280,199,5977,1349,838,511,"McAllen city, Texas",49,3123,960,186,1121,322,2384,849,617,423
"G48045744","2014","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",156753,123936,16145,410,8200,139,3244,4679,667,4012,"McKinney city, Texas",60,4833,3503,290,2364,164,2171,1599,1001,1188
"G48047892","2014","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",144289,93276,36215,569,5295,0,3727,5207,530,4677,"Mesquite city, Texas",36,6682,6344,576,1739,211,1812,2311,353,2339
"G48048072","2014","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",128037,104524,9603,632,2072,0,8004,3202,745,2457,"Midland city, Texas",15,3253,1440,394,802,211,3049,1405,660,1262
"G48048768","2014","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2014","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",75128,19740,32932,0,14534,171,5051,2700,71,2629,"Missouri City city, Texas",4913,4720,5524,211,4063,212,3263,1391,117,1381
"G48050820","2014","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",65714,57397,1910,0,837,135,4098,1337,512,825,"New Braunfels city, Texas",3004,3357,944,211,607,230,2881,804,455,659
"G48052356","2014","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",68527,57446,2790,108,3766,465,2038,1914,206,1708,"North Richland Hills city, Texas",28,2364,1410,153,1478,750,1394,865,235,842
"G48053388","2014","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",116394,91188,6099,785,2141,0,10828,5353,1258,4095,"Odessa city, Texas",1645,4885,1543,432,744,211,3583,2134,1235,1713
"G48056000","2014","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",153914,125529,3005,2204,1310,295,20030,1541,452,1089,"Pasadena city, Texas",88,5527,1424,1843,755,293,5074,758,346,696
"G48056348","2014","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",104759,69187,15229,102,13984,0,2595,3662,714,2948,"Pearland city, Texas",2078,5026,3616,161,3795,211,1173,1570,553,1335
"G48057200","2014","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2014","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",277910,184996,26473,856,48925,114,7738,8808,1986,6822,"Plano city, Texas",1451,4399,3882,399,4700,148,2335,1781,996,1441
"G48061796","2014","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",108609,77567,8570,405,16287,217,1679,3884,405,3479,"Richardson city, Texas",44,4145,2893,345,2706,316,1202,1329,386,1212
"G48063500","2014","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",112196,88946,9745,333,6786,39,2970,3377,891,2486,"Round Rock city, Texas",702,2882,2282,204,1761,66,1124,1521,758,1166
"G48064472","2014","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",97207,79436,4085,264,1174,0,10092,2156,265,1891,"San Angelo city, Texas",3756,4629,1183,290,469,211,3303,1074,311,996
"G48065000","2014","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1436723,1147399,101274,9436,39025,583,98466,40540,11135,29405,"San Antonio city, Texas",184,13390,6132,2612,2642,483,10560,4980,2738,4190
"G48070808","2014","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",86775,44300,3648,199,36098,0,764,1766,576,1190,"Sugar Land city, Texas",37,4778,1942,336,4962,211,478,1104,841,637
"G48072176","2014","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",70785,52306,12362,432,2219,75,1169,2222,670,1552,"Temple city, Texas",73,2942,2495,324,1023,161,793,1009,411,950
"G48072656","2014","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",102764,88786,5375,127,6243,235,709,1289,290,999,"The Woodlands CDP, Texas",10072,10191,2970,188,1900,388,603,836,479,685
"G48074144","2014","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",101436,64210,29261,94,2512,941,2410,2008,298,1710,"Tyler city, Texas",56,2657,2582,88,738,1268,1370,976,329,861
"G48075428","2014","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",66098,58130,4148,192,1277,0,1221,1130,437,693,"Victoria city, Texas",24,1371,940,183,188,211,819,629,380,520
"G48076000","2014","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",130191,90270,27528,1089,1560,0,6591,3153,466,2687,"Waco city, Texas",37,3058,2406,774,831,211,2406,1215,317,1235
"G48079000","2014","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",105107,77633,13350,1388,2630,0,6021,4085,521,3564,"Wichita Falls city, Texas",34,2773,1014,1016,549,211,2461,2144,364,2045
"G49043660","2014","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",72223,63326,1255,78,1754,0,1759,4051,848,3203,"Layton city, Utah",38,2265,723,139,767,184,904,1877,757,1728
"G49050150","2014","UT",,,"Utah","49",,,"Millcreek CDP","50150",,,,,,,,,,,,,,,,"16000US4950150","Millcreek CDP, Utah",65203,57519,1476,1498,1881,100,1525,1204,91,1113,"Millcreek CDP, Utah",4906,4872,937,1606,787,181,1193,1058,108,1048
"G49055980","2014","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",84325,69963,800,680,1348,79,6869,4586,382,4204,"Ogden city, Utah",40,2913,481,389,643,104,2947,1624,311,1487
"G49057300","2014","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",91781,80733,1317,877,2404,432,3223,2795,80,2715,"Orem city, Utah",32,2103,599,718,1013,489,1248,956,94,961
"G49062470","2014","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",114807,102375,820,358,2083,1461,4103,3607,78,3529,"Provo city, Utah",31,2768,547,308,925,784,2299,1167,94,1150
"G49065330","2014","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",78509,71467,746,1545,451,1348,1379,1573,93,1480,"St. George city, Utah",30,1753,497,653,298,795,1570,779,155,768
"G49067000","2014","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",190873,137726,3363,3077,10684,4296,25575,6152,762,5390,"Salt Lake City city, Utah",43,5378,1424,1339,2422,2071,5159,1421,516,1328
"G49067440","2014","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",91135,83886,731,254,1139,1436,1614,2075,346,1729,"Sandy city, Utah",56,2043,459,336,544,1274,1070,955,321,866
"G49082950","2014","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",110917,93447,1753,590,2768,1526,7373,3460,1537,1923,"West Jordan city, Utah",42,3950,1227,383,1466,1066,2783,1749,1254,1043
"G49083470","2014","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",134492,78508,1361,1112,8061,5805,33581,6064,2296,3768,"West Valley City city, Utah",39,5310,837,812,2604,2532,5753,2258,1781,1691
"G51001000","2014","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",150575,96093,31128,61,10573,138,5310,7272,1547,5725,"Alexandria city, Virginia",0,2270,1409,99,700,206,2375,2421,1435,1826
"G51003000","2014","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",226908,165090,18950,156,23472,374,11740,7126,1858,5268,"Arlington CDP, Virginia",0,3674,1818,144,1279,352,3471,2243,1791,1330
"G51014440","2014","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",77618,42500,5878,207,23727,0,700,4606,705,3901,"Centreville CDP, Virginia",5655,4680,2298,282,3739,195,585,1461,699,1353
"G51016000","2014","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",233371,145126,69163,219,8037,859,4150,5817,540,5277,"Chesapeake city, Virginia",0,1662,2571,342,774,1359,2142,1374,447,1242
"G51021088","2014","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",73809,36438,19252,366,7034,716,5006,4997,720,4277,"Dale City CDP, Virginia",6438,4833,3863,375,2051,173,4189,1805,494,1700
"G51035000","2014","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",136879,58451,68295,954,3595,0,2283,3301,76,3225,"Hampton city, Virginia",0,1231,1173,258,348,195,1280,1096,137,1089
"G51047672","2014","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",79047,51500,22915,17,2290,52,611,1662,203,1459,"Lynchburg city, Virginia",0,688,709,31,347,98,621,805,222,777
"G51056000","2014","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",182965,92495,73305,385,5250,362,3235,7933,366,7567,"Newport News city, Virginia",0,1924,1440,233,695,195,1487,1529,246,1508
"G51057000","2014","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",245428,114315,104703,1134,8984,0,7056,9236,1171,8065,"Norfolk city, Virginia",0,1630,2255,364,690,195,1728,1897,741,1795
"G51064000","2014","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",96004,39566,49982,681,1214,288,1304,2969,438,2531,"Portsmouth city, Virginia",0,914,1170,194,347,447,878,1201,340,1134
"G51067000","2014","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",217853,97755,105349,812,5125,0,2112,6700,465,6235,"Richmond city, Virginia",0,1236,1328,468,496,195,796,1527,512,1471
"G51068000","2014","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",99428,62351,28553,27,2462,0,3721,2314,436,1878,"Roanoke city, Virginia",0,1022,777,44,249,195,1092,891,319,845
"G51076432","2014","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",86806,44473,35933,22,1347,0,1036,3995,279,3716,"Suffolk city, Virginia",0,453,1191,40,398,195,565,1269,269,1253
"G51082000","2014","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",450980,303113,87511,914,29617,123,8751,20951,1198,19753,"Virginia Beach city, Virginia",0,2651,2268,532,2170,122,2497,3011,562,2830
"G53003180","2014","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",78769,53751,3799,1529,8370,1544,4068,5708,181,5527,"Auburn city, Washington",2663,4698,1864,965,2367,1188,3056,1653,176,1600
"G53005210","2014","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",136426,81323,2968,474,45508,60,765,5328,513,4815,"Bellevue city, Washington",39,5088,1651,463,5042,77,534,2014,580,1832
"G53005280","2014","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",83363,67939,908,1425,5781,0,2217,5093,438,4655,"Bellingham city, Washington",23,2147,597,750,1391,193,1202,1278,389,1152
"G53022640","2014","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",106741,84546,4368,1810,7882,674,1657,5804,362,5442,"Everett city, Washington",44,3543,1975,1012,2805,860,1217,1815,251,1774
"G53023515","2014","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",93428,54704,10211,341,13248,3897,4705,6322,239,6083,"Federal Way city, Washington",29,5155,3178,330,3171,3195,2907,3171,255,3154
"G53035275","2014","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",77424,60281,2796,592,569,124,9995,3067,192,2875,"Kennewick city, Washington",25,3230,1128,417,504,138,2979,1011,220,969
"G53035415","2014","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",125547,66037,15507,2682,26072,1450,5934,7865,634,7231,"Kent city, Washington",68,5393,4265,1829,5263,980,3006,2193,436,2138
"G53035940","2014","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",85778,65009,873,157,12607,62,1698,5372,96,5276,"Kirkland city, Washington",61,3228,676,196,2777,106,1540,1614,158,1604
"G53043955","2014","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",65088,52105,801,542,6039,584,2104,2913,262,2651,"Marysville city, Washington",28,3411,579,350,2827,686,1767,1483,431,1257
"G53053545","2014","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",69807,50393,1497,417,2063,0,13905,1532,546,986,"Pasco city, Washington",3514,4115,767,615,479,193,4033,994,535,817
"G53057745","2014","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",98382,43702,9168,358,24165,1701,9546,9742,2141,7601,"Renton city, Washington",77,3640,2353,389,3408,1370,3991,1943,1061,1920
"G53063000","2014","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",668337,464857,46638,5155,93532,4408,12399,41348,2522,38826,"Seattle city, Washington",50,8588,5373,1361,6081,1882,3264,4704,1793,4286
"G53067000","2014","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",212067,183191,4682,3902,5701,1364,1634,11593,822,10771,"Spokane city, Washington",56,2720,1336,1154,1886,930,887,2045,558,1978
"G53067167","2014","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",91733,83989,801,1603,1312,409,1143,2476,172,2304,"Spokane Valley city, Washington",33,2095,389,1133,792,443,713,1238,173,1229
"G53070000","2014","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",205153,130905,20946,2986,17208,4496,11108,17504,843,16661,"Tacoma city, Washington",48,6123,3436,1314,2525,2111,3575,2893,430,2880
"G53074060","2014","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",169303,130751,4031,985,8427,3370,8814,12925,742,12183,"Vancouver city, Washington",52,3866,1314,479,1706,420,3614,2530,502,2517
"G53080010","2014","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93355,72031,843,2547,1136,0,12515,4283,1024,3259,"Yakima city, Washington",32,3766,355,1225,367,193,3560,1000,638,835
"G55002375","2014","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",72654,61004,1942,191,5106,0,2139,2272,0,2272,"Appleton city, Wisconsin",1595,2075,1149,177,1148,145,1229,960,145,960
"G55022300","2014","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",68207,61844,922,494,3852,211,0,884,76,808,"Eau Claire city, Wisconsin",935,1071,533,356,921,347,145,525,120,508
"G55031000","2014","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",104893,82850,3720,3974,3222,0,7244,3883,367,3516,"Green Bay city, Wisconsin",26,3249,1238,1119,1513,145,2402,1415,384,1416
"G55039225","2014","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",99898,81775,12493,277,1148,0,958,3247,902,2345,"Kenosha city, Wisconsin",28,1646,1099,188,638,145,551,1441,640,1104
"G55048000","2014","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",245674,190300,16596,775,21925,0,6976,9102,977,8125,"Madison city, Wisconsin",75,4428,2578,443,2140,145,3375,2235,661,2163
"G55053000","2014","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",599653,284178,233522,3558,21848,203,38039,18305,3211,15094,"Milwaukee city, Wisconsin",49,5536,4072,926,2783,222,4029,2690,1363,2244
"G55060500","2014","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66631,61095,2425,272,1488,98,35,1218,0,1218,"Oshkosh city, Wisconsin",39,1237,432,267,736,161,60,784,145,784
"G55066000","2014","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",78054,50751,18039,513,405,0,5232,3114,615,2499,"Racine city, Wisconsin",45,2357,1761,479,327,145,1830,1304,467,1119
"G55084250","2014","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",71482,61567,3260,255,2891,0,1983,1526,0,1526,"Waukesha city, Wisconsin",34,2069,1203,247,924,145,1277,821,145,821
"G72006593","2014","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",175826,102110,9493,614,98,49,10501,52961,1710,51251,"Bayamón zona urbana, Puerto Rico",3045,5300,1668,554,127,81,2455,5162,932,5048
"G72010334","2014","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",77624,59671,7997,0,436,0,7583,1937,429,1508,"Caguas zona urbana, Puerto Rico",3937,3963,2341,220,429,220,2116,1456,390,1409
"G72014290","2014","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",148712,82770,37911,3478,406,79,11366,12702,1098,11604,"Carolina zona urbana, Puerto Rico",2503,5471,4317,1354,442,126,2782,2755,692,2610
"G72032522","2014","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",71460,56787,3615,191,200,0,1397,9270,246,9024,"Guaynabo zona urbana, Puerto Rico",3352,3854,2010,235,266,220,689,2106,256,2128
"G72052431","2014","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",64488,25184,2662,273,0,0,34270,2099,595,1504,"Mayagüez zona urbana, Puerto Rico",3501,3058,1448,372,220,220,3946,1178,482,1131
"G72063820","2014","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",124015,101016,6664,420,66,0,9421,6428,168,6260,"Ponce zona urbana, Puerto Rico",4177,4384,1715,342,106,220,2451,1821,169,1807
"G72076770","2014","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",351290,264669,39322,960,1896,69,27108,17266,2162,15104,"San Juan zona urbana, Puerto Rico",2646,6474,4241,490,1101,112,3076,3223,940,3035
