GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G3600110","2014","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",9457,8405,289,39,369,272,50,470,258,824,478,904,990,830,412,681,629,240,168,194,47,181,80,1052,"Cayuga County, New York",1099,1079,231,67,317,163,66,305,197,394,295,556,520,429,234,396,364,193,192,171,67,211,123,484
"G3600130","2014","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",15008,14263,67,194,326,610,575,1404,1623,1431,2392,1268,837,1088,942,308,402,139,150,361,18,128,0,745,"Chautauqua County, New York",1591,1535,80,196,247,248,280,616,700,447,651,324,437,439,467,286,282,131,130,252,31,104,189,357
"G3600150","2014","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",10870,10553,106,43,269,236,218,406,488,570,728,764,640,738,1322,879,333,1005,640,722,154,117,175,317,"Chemung County, New York",1111,1113,182,67,285,208,177,319,232,275,360,410,391,344,649,494,260,460,427,435,188,183,106,245
"G3600190","2014","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",9692,9020,37,29,197,101,36,104,614,307,246,1159,393,1235,810,211,960,1224,318,628,290,70,51,672,"Clinton County, New York",1316,1323,64,46,260,104,43,94,409,251,198,625,270,642,425,255,640,453,268,428,234,112,92,393
"G3600270","2014","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",34231,31924,0,378,477,288,201,334,246,631,237,534,1057,1186,398,1726,1640,3323,3341,8958,3153,2779,1037,2307,"Dutchess County, New York",2318,2223,189,321,386,195,328,213,189,341,347,365,635,499,278,728,724,857,762,1560,777,937,498,813
"G3600290","2014","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",134093,129412,1593,1070,2422,4211,3059,4326,5546,7487,10491,12058,12524,10123,11431,8084,8220,9303,5950,6709,2633,1159,1013,4681,"Erie County, New York",4310,4316,604,456,829,906,860,1031,1086,1313,1681,1995,1914,1542,1739,1731,1499,1439,1050,1231,778,418,420,1004
"G3600450","2014","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",19747,17007,117,208,919,616,341,409,333,366,698,598,418,1373,699,983,619,876,2015,2483,1523,1148,265,2740,"Jefferson County, New York",1582,1531,115,181,452,389,207,239,220,192,412,423,222,669,446,541,432,387,879,928,493,436,224,730
"G3600470","2014","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",674002,654875,2115,4178,14900,17695,11872,9533,6572,12595,7083,12271,6973,17558,9577,17944,14406,39466,44181,144084,91308,104040,66524,19127,"Kings County, New York",6642,6619,732,1048,2089,2029,1778,1602,1251,1667,1511,1805,1294,2198,1522,2012,1945,2651,2878,4711,4246,4577,3123,2087
"G3600510","2014","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",7353,7024,0,58,172,35,289,35,165,886,471,530,1327,727,951,72,111,221,32,380,0,228,334,329,"Livingston County, New York",1023,1033,189,95,156,58,291,40,135,479,300,340,609,342,436,68,193,187,53,233,189,263,338,248
"G3600530","2014","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",6545,5702,92,166,121,164,161,197,83,401,398,456,331,1026,423,588,402,465,121,75,0,32,0,843,"Madison County, New York",1056,961,154,159,130,195,148,156,74,305,272,276,259,443,258,376,429,340,96,97,189,42,189,469
"G3600550","2014","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",106350,103631,325,669,1211,1807,1005,2172,1339,2686,3545,5780,8733,8028,12019,9035,9830,13561,7897,7081,3014,2161,1733,2719,"Monroe County, New York",3616,3689,246,349,605,585,455,732,459,626,741,1146,1589,1475,1648,1608,1726,1883,1641,1369,929,672,439,833
"G3600590","2014","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",85881,80716,153,29,335,951,886,620,694,725,738,1507,390,547,514,749,562,2977,2496,12384,12236,22210,19013,5165,"Nassau County, New York",4147,3962,161,49,415,341,428,351,498,426,428,562,424,357,328,415,249,887,817,1934,1957,2597,2264,1105
"G3600610","2014","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",589484,575568,2735,4676,8841,20628,8764,7854,6990,9045,7503,8647,9603,12110,11362,11795,12570,25605,28156,57608,39496,88148,193432,13916,"New York County, New York",10114,10037,1022,1206,1665,2960,1939,1733,1534,1537,1658,1657,2015,2042,2502,2122,2211,3308,3104,4533,3651,6225,7158,2642
"G3600630","2014","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",23858,22196,71,162,843,592,587,828,1984,2011,2823,3013,2411,1457,2222,1090,754,440,174,422,103,105,104,1662,"Niagara County, New York",1790,1795,84,202,589,339,454,378,623,645,715,660,700,529,832,422,471,330,153,255,122,133,124,507
"G3600650","2014","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",31560,29267,310,352,662,811,643,1085,1526,2077,2577,3852,2454,3385,2559,1759,977,1394,1016,733,571,219,305,2293,"Oneida County, New York",2070,2035,289,273,369,332,388,490,719,629,802,951,734,815,790,671,436,608,466,335,300,207,190,804
"G3600670","2014","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",64413,63032,654,528,1104,1717,746,1752,1081,2903,2731,4000,5189,6999,6003,4451,5219,6687,3711,4214,1828,843,672,1381,"Onondaga County, New York",2845,2792,333,407,470,450,335,576,427,723,680,969,811,1154,1137,1068,952,1330,955,1030,709,405,349,460
"G3600690","2014","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",12048,11125,39,28,182,297,153,255,273,514,673,783,853,1080,1146,1505,449,774,519,456,753,202,191,923,"Ontario County, New York",1491,1468,65,48,145,221,115,190,262,308,364,332,429,572,520,671,236,378,308,399,494,228,235,558
"G3600710","2014","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",36572,34521,61,83,585,522,157,107,253,707,287,938,649,1567,1153,1082,1248,4360,3894,9012,4052,1952,1852,2051,"Orange County, New York",2160,2165,76,112,342,385,171,190,255,409,238,455,473,640,509,463,446,1097,975,1479,1030,675,622,691
"G3600750","2014","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",13027,11582,58,257,253,225,184,685,952,1000,1126,1213,1222,848,1228,748,352,702,124,328,0,77,0,1445,"Oswego County, New York",1405,1332,84,214,180,137,165,549,462,437,540,574,524,488,488,362,259,486,114,315,189,103,189,640
"G3600790","2014","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2014","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",447469,432053,816,910,3071,6009,2291,3548,2155,4029,3132,5113,3517,6149,5384,7743,7593,22448,23379,99236,90831,103827,30872,15416,"Queens County, New York",6729,6910,494,400,762,1248,705,911,802,960,1009,1121,951,1128,1239,1398,1324,2435,2220,4532,4818,5371,2294,2179
"G3600830","2014","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",22942,21271,136,216,292,48,564,225,314,727,447,1758,721,1491,1824,1441,1210,3517,1304,2191,1660,919,266,1671,"Rensselaer County, New York",2007,1806,146,212,247,76,330,242,262,369,306,670,366,599,639,595,524,986,514,841,763,623,267,787
"G3600850","2014","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",52462,49284,996,379,1559,1674,905,245,332,615,408,917,983,1114,1392,1203,1330,5613,5125,9458,6720,5709,2607,3178,"Richmond County, New York",3517,3427,795,305,794,562,396,169,230,346,390,471,660,586,551,648,588,1367,1453,1546,1339,1304,836,843
"G3600870","2014","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",31072,29400,137,365,195,268,331,399,421,422,256,1311,643,166,252,453,322,1576,2804,6828,4925,5265,2061,1672,"Rockland County, New York",2403,2289,108,376,145,181,187,316,277,341,226,538,485,115,174,310,253,643,838,1480,1165,1019,657,708
"G3600890","2014","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",11661,10566,79,58,157,484,395,470,710,968,1098,1369,730,479,1630,681,57,164,280,258,217,127,155,1095,"St. Lawrence County, New York",1345,1277,127,48,111,231,222,307,429,514,396,478,454,302,660,406,76,140,172,159,172,130,203,448
"G3600910","2014","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",26615,25722,96,65,645,493,328,177,323,908,260,898,402,1036,1398,2433,2121,2902,3369,4004,1649,1348,867,893,"Saratoga County, New York",1995,1926,155,80,458,394,245,136,239,571,231,486,319,376,602,838,741,847,963,1237,658,777,472,388
"G3600930","2014","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",19068,17815,161,350,275,673,48,127,179,886,588,1111,617,1265,1977,1866,1299,1459,1899,1215,704,598,518,1253,"Schenectady County, New York",1720,1792,156,365,154,372,76,129,194,566,380,446,307,517,734,676,550,624,640,444,433,445,289,488
"G3601010","2014","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",12975,12063,50,181,149,286,466,948,526,1210,1240,942,1610,704,887,388,608,592,425,543,184,0,124,912,"Steuben County, New York",1064,1038,86,139,139,157,331,415,267,461,395,427,564,232,388,237,289,426,254,314,178,189,200,283
"G3601030","2014","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",108022,102911,288,1120,482,633,1460,717,821,874,564,1138,496,1314,414,902,489,3982,3804,20881,15794,31602,15136,5111,"Suffolk County, New York",4759,4561,271,675,304,329,802,418,468,626,383,666,373,713,244,560,304,1092,999,2712,1902,3054,2052,994
"G3601050","2014","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",9259,8546,216,0,0,220,99,257,319,177,127,595,1262,669,736,801,264,1396,290,1032,23,63,0,713,"Sullivan County, New York",1363,1298,297,189,189,221,156,287,297,185,159,378,536,377,455,357,183,636,205,411,38,81,189,350
"G3601090","2014","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",17283,17167,112,0,79,380,57,152,462,288,307,193,98,1005,810,765,1678,1720,1701,4001,1836,696,827,116,"Tompkins County, New York",1767,1754,189,189,134,313,97,187,405,229,237,215,114,535,502,515,775,841,793,866,763,395,477,128
"G3601110","2014","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",21665,20882,0,0,146,166,515,470,292,392,308,722,258,1034,793,1607,1521,3380,2607,3746,1120,1392,413,783,"Ulster County, New York",1883,1861,189,189,148,119,453,415,197,296,296,465,196,565,368,528,701,1049,754,863,488,613,325,316
"G3601130","2014","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",7730,7119,0,110,74,240,252,56,126,588,582,330,489,595,393,358,771,1286,300,409,46,0,114,611,"Warren County, New York",1056,1040,189,138,94,243,221,94,177,374,284,181,287,324,264,243,346,469,207,261,77,189,148,319
"G3601170","2014","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",9225,8809,17,46,241,285,210,396,431,331,737,666,888,1144,610,501,999,496,415,273,0,0,123,416,"Wayne County, New York",1274,1283,28,61,158,160,298,240,307,210,455,370,472,484,385,317,489,388,387,288,189,189,142,224
"G3601190","2014","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",135752,129277,329,412,1708,1759,1902,1632,1051,725,585,2298,1093,1996,1400,2950,2703,5213,7858,26999,22082,27977,16605,6475,"Westchester County, New York",3996,4151,306,272,542,706,818,685,395,450,295,733,502,796,567,953,696,1272,1243,2503,2222,2357,1779,1295
"G3700010","2014","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",21741,20418,236,441,537,502,234,768,1049,1996,1218,2582,1101,1560,1173,2451,1735,1122,203,309,452,258,491,1323,"Alamance County, North Carolina",2049,1963,187,323,395,338,247,403,536,783,491,1013,564,685,626,979,809,513,197,226,474,168,296,610
"G3700190","2014","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",13006,12014,68,68,102,468,425,239,308,249,636,1593,585,597,1446,645,993,1457,1196,498,242,136,63,992,"Brunswick County, North Carolina",2080,2089,121,112,120,464,512,305,260,219,429,716,298,366,853,429,496,729,647,393,224,173,104,442
"G3700210","2014","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",36496,34251,211,75,1189,1223,347,527,1301,1527,1307,2477,1396,2594,2078,1655,2318,4329,2625,4780,808,1020,464,2245,"Buncombe County, North Carolina",3218,2991,241,96,621,707,255,314,659,775,548,933,659,858,712,848,897,1254,873,1275,305,399,323,911
"G3700230","2014","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",10300,8846,236,207,70,276,893,512,1226,971,786,989,835,1059,388,105,53,69,75,41,0,55,0,1454,"Burke County, North Carolina",1604,1322,228,160,116,265,594,330,556,498,402,576,400,515,354,116,71,116,125,71,198,97,198,738
"G3700250","2014","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",19688,17841,0,73,45,295,541,192,1032,1201,802,1414,2470,1484,1111,844,1152,1339,1369,1170,701,543,63,1847,"Cabarrus County, North Carolina",1998,1791,198,68,76,329,494,196,514,585,404,691,894,664,479,386,550,621,799,631,587,480,101,880
"G3700270","2014","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G3700310","2014","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",8508,7958,81,151,0,288,220,315,277,132,144,488,688,457,950,422,200,757,687,1041,280,293,87,550,"Carteret County, North Carolina",1078,1052,78,126,198,271,225,271,220,113,146,234,321,283,504,320,202,365,282,318,274,198,115,289
"G3700350","2014","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",18562,17339,362,116,324,420,105,877,1804,2018,1686,2674,1763,1083,1121,985,311,350,354,861,0,125,0,1223,"Catawba County, North Carolina",2031,1843,333,137,402,321,119,520,763,998,784,924,865,563,563,716,232,293,287,496,198,146,198,610
"G3700370","2014","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G3700450","2014","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",11845,10847,0,8,335,144,252,820,1012,1473,1408,1995,670,725,1164,145,385,117,0,108,0,0,86,998,"Cleveland County, North Carolina",1533,1462,198,15,234,161,241,480,546,757,666,796,372,455,711,130,334,121,198,115,198,198,142,478
"G3700490","2014","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",15568,14998,484,271,284,189,382,623,359,795,495,1406,1172,1414,631,484,748,1162,1624,1399,520,259,297,570,"Craven County, North Carolina",1701,1707,408,201,266,180,342,382,270,564,430,555,819,690,500,400,501,626,847,553,378,170,325,318
"G3700510","2014","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",60088,56323,498,427,370,754,414,1467,2102,3018,3834,4045,3943,3879,5011,4229,3024,4390,3948,8634,1449,812,75,3765,"Cumberland County, North Carolina",2140,2109,278,222,223,448,281,652,456,730,720,818,719,740,1059,811,705,825,977,1205,415,339,129,879
"G3700570","2014","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",18476,16647,651,154,296,685,967,1923,1864,2610,2385,1916,701,657,469,260,295,228,18,455,0,113,0,1829,"Davidson County, North Carolina",2000,2024,470,156,281,552,571,1023,792,1120,786,740,373,464,287,222,151,239,31,381,198,191,198,683
"G3700630","2014","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",56882,55004,479,802,328,937,266,497,1319,1507,2673,2750,3751,3410,4091,3833,4215,7615,3820,7459,2976,1690,586,1878,"Durham County, North Carolina",3016,3114,381,639,226,468,253,325,602,740,1063,981,1110,1049,1070,1125,1195,1678,1023,1664,751,719,325,830
"G3700670","2014","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",57802,55312,773,640,578,1264,1214,2105,2605,3391,4560,5933,5204,3541,4661,4507,3592,3972,2475,1943,626,813,915,2490,"Forsyth County, North Carolina",2825,2950,432,314,223,549,717,876,704,959,1063,1490,1216,1020,1245,950,882,929,725,754,347,444,447,714
"G3700710","2014","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",25551,24120,360,287,167,438,661,552,499,3283,2991,2924,2076,2186,1938,1004,1229,1590,837,621,67,53,357,1431,"Gaston County, North Carolina",1993,1936,335,239,175,301,375,440,321,923,825,782,773,763,760,506,520,548,488,315,84,86,362,478
"G3700810","2014","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",84461,81529,1064,1263,928,1323,1668,1571,2518,4199,4872,6802,8579,8259,8708,5193,4229,9405,3519,4435,1270,1087,637,2932,"Guilford County, North Carolina",3575,3523,555,619,435,512,637,686,897,1098,1003,1145,1399,1461,1611,1164,1230,1719,1172,1144,611,490,341,794
"G3700850","2014","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",17652,16434,33,352,100,706,530,503,1022,972,1301,2204,1245,1517,557,538,441,709,337,991,1194,1182,0,1218,"Harnett County, North Carolina",1474,1460,40,264,86,374,400,300,533,420,424,621,558,517,248,315,307,392,298,558,558,433,198,352
"G3700890","2014","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",13789,12941,0,152,244,53,297,830,689,560,950,1120,847,1032,834,873,971,1238,285,701,399,40,826,848,"Henderson County, North Carolina",1535,1493,198,181,287,99,396,468,445,428,671,502,510,510,610,626,494,529,246,406,393,69,405,366
"G3700970","2014","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",18694,17243,47,162,40,424,528,736,679,1084,1192,1663,1151,1117,590,1492,722,2063,1427,1596,106,299,125,1451,"Iredell County, North Carolina",1681,1575,78,128,75,298,418,439,415,573,647,660,657,636,297,722,395,793,616,617,124,203,128,610
"G3701010","2014","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",19410,17843,467,8,264,244,330,655,1431,1007,1256,1956,1370,1569,960,1447,812,1505,950,697,37,668,210,1567,"Johnston County, North Carolina",2198,2216,314,14,245,204,277,499,658,473,656,801,853,882,541,882,483,743,774,442,62,525,347,589
"G3701090","2014","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,
