GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G3701190","2017","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",178351,175718,255,674,784,676,1338,1527,1575,1598,3214,4174,4670,7870,8574,8588,8337,22075,21635,41088,20265,13066,1616,1068,820,231,2633,"Mecklenburg County, North Carolina",4713,4563,268,384,441,555,555,760,812,645,901,1046,1216,1447,1457,1748,1566,2249,2738,3363,2196,1979,498,565,488,174,951
"G3701250","2017","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",10430,9987,0,385,0,301,197,135,266,652,302,610,298,685,1278,183,684,468,207,752,849,1169,42,198,166,160,443,"Moore County, North Carolina",1414,1371,207,411,207,238,223,148,325,633,232,475,193,510,680,296,425,458,207,424,654,641,73,202,263,208,330
"G3701270","2017","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",13567,12368,370,168,167,645,129,1009,479,1138,378,884,812,457,1796,627,1082,747,617,863,0,0,0,0,0,0,1199,"Nash County, North Carolina",1723,1646,297,156,145,425,210,625,454,677,309,456,669,296,877,643,556,532,516,698,207,207,207,207,207,207,605
"G3701290","2017","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",38504,36544,436,49,1353,936,501,374,390,668,554,1385,958,2755,1920,2150,3143,5584,3537,4898,2199,2078,534,142,0,0,1960,"New Hanover County, North Carolina",2802,2694,421,84,536,512,348,285,395,479,516,865,658,1140,1047,851,805,1343,1154,1113,874,780,423,171,207,207,910
"G3701330","2017","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",28533,27553,378,234,111,146,118,125,274,777,708,1409,1132,484,1909,1903,1412,2584,3158,6400,2665,1384,242,0,0,0,980,"Onslow County, North Carolina",2941,2854,373,306,137,233,171,180,272,453,622,830,470,381,1050,1160,802,1020,1157,1863,1390,811,222,207,207,207,546
"G3701350","2017","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",20999,19800,59,56,0,0,7,36,44,164,784,450,504,789,602,1791,1005,2382,2304,3811,1435,2663,366,103,374,71,1199,"Orange County, North Carolina",1565,1529,99,96,207,207,11,64,55,176,677,426,399,508,430,931,466,814,803,871,527,933,305,140,308,123,573
"G3701470","2017","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",31759,30586,481,900,123,876,695,701,901,1916,3016,1799,3704,1761,1494,1979,516,2665,1850,3293,758,639,242,191,0,86,1173,"Pitt County, North Carolina",2290,2285,451,587,159,764,496,520,477,771,1073,784,1462,723,885,970,379,1196,849,1152,556,558,340,314,207,155,682
"G3701510","2017","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",17221,15754,403,118,90,223,551,422,1165,1549,2608,2008,1620,1176,1061,464,563,915,110,528,0,134,46,0,0,0,1467,"Randolph County, North Carolina",1751,1633,320,149,89,247,439,350,563,687,881,817,728,673,556,407,531,581,132,350,207,220,76,207,207,207,634
"G3701550","2017","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",16683,13909,741,408,581,821,518,1021,1137,2137,1533,1752,688,790,452,426,261,97,30,224,82,57,0,153,0,0,2774,"Robeson County, North Carolina",1119,1028,273,189,289,317,282,362,408,503,372,630,276,374,254,260,218,128,47,125,123,98,207,96,207,207,579
"G3701570","2017","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",10263,9921,0,109,699,570,465,311,1081,1338,1362,1189,863,541,424,406,257,169,137,0,0,0,0,0,0,0,342,"Rockingham County, North Carolina",1339,1348,207,120,454,356,327,279,571,625,711,658,604,479,416,264,226,174,230,207,207,207,207,207,207,207,199
"G3701590","2017","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",14868,13107,264,185,601,423,211,492,603,970,776,2085,635,1800,1391,791,716,320,413,141,70,0,152,0,68,0,1761,"Rowan County, North Carolina",1675,1637,286,242,485,388,162,390,384,454,432,810,394,791,757,537,419,223,297,169,114,207,221,207,63,207,778
"G3701610","2017","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701710","2017","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701790","2017","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",13512,11718,0,0,30,57,76,276,245,474,492,535,1039,1336,1039,581,286,792,517,1445,1090,1113,247,0,48,0,1794,"Union County, North Carolina",1549,1500,207,207,54,95,94,336,192,418,432,395,593,672,613,332,205,427,366,778,571,524,274,207,77,207,821
"G3701830","2017","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",138521,136094,55,541,426,897,341,562,853,1642,3244,1520,3340,3127,6402,7146,10235,17439,17754,29730,17602,9132,1647,340,869,1250,2427,"Wake County, North Carolina",5392,5407,91,329,450,567,266,346,492,715,1292,672,1047,1061,1472,1477,1966,2425,2153,2764,2024,1686,678,215,549,573,806
"G3701910","2017","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",16413,14499,695,0,498,465,646,595,860,1205,1245,1498,728,1012,1520,247,1059,133,321,1152,388,232,0,0,0,0,1914,"Wayne County, North Carolina",1878,1832,505,207,354,400,494,378,512,657,580,725,483,538,942,267,622,167,239,691,284,202,207,207,207,207,911
"G3701930","2017","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701950","2017","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",13667,12680,413,238,208,97,100,803,943,853,1325,1739,1231,956,759,754,950,760,346,117,88,0,0,0,0,0,987,"Wilson County, North Carolina",1655,1713,339,276,204,131,166,517,652,407,496,712,601,520,537,519,585,398,372,193,113,207,207,207,207,207,553
"G3800150","2017","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",12465,11700,362,262,142,0,128,153,116,345,176,528,458,949,1442,492,751,1279,971,1535,716,565,58,272,0,0,765,"Burleigh County, North Dakota",1423,1441,298,337,165,161,125,153,176,302,260,367,351,421,634,396,429,651,492,616,477,416,102,336,161,161,437
"G3800170","2017","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",33508,32921,228,7,79,151,86,195,351,784,1017,1636,3517,3738,2806,1501,3594,3867,3045,4283,1699,54,283,0,0,0,587,"Cass County, North Dakota",1981,2060,298,11,90,198,128,188,275,378,404,604,942,1131,941,578,1166,1084,1105,1918,744,93,263,161,161,161,364
"G3800350","2017","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",16695,16320,334,40,152,457,646,428,269,254,759,935,1488,1227,2089,951,593,1314,632,2090,1069,562,31,0,0,0,375,"Grand Forks County, North Dakota",1072,1083,374,69,94,364,552,364,249,242,395,493,657,449,796,506,409,676,359,693,404,326,50,161,161,161,207
"G3801010","2017","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",10658,10263,147,130,0,28,91,82,359,136,491,1112,596,410,751,702,809,732,471,1436,787,254,439,300,0,0,395,"Ward County, North Dakota",1348,1341,199,173,161,37,117,98,440,162,399,685,371,390,499,455,429,476,310,669,400,221,265,408,161,161,284
"G3900030","2017","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",13662,13081,316,236,226,511,55,825,1049,1470,1612,1454,1446,1758,681,212,355,453,0,98,298,0,26,0,0,0,581,"Allen County, Ohio",1279,1258,336,249,270,269,68,441,655,768,683,702,696,654,370,166,261,362,193,127,231,193,43,193,193,193,296
"G3900070","2017","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",12405,11444,0,116,123,585,402,277,470,734,1296,2850,1596,1100,836,154,307,123,0,179,109,0,187,0,0,0,961,"Ashtabula County, Ohio",1352,1294,193,174,138,404,261,192,312,391,536,877,637,488,487,153,231,183,193,169,167,193,160,193,193,193,402
"G3900090","2017","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",9407,8633,53,0,71,50,56,430,217,501,691,847,826,1555,200,354,302,1296,364,451,22,0,137,128,0,82,774,"Athens County, Ohio",1333,1279,93,193,68,77,75,376,203,338,354,500,385,720,180,276,258,701,307,253,40,193,160,191,193,156,349
"G3900130","2017","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900170","2017","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",43179,41056,378,268,1115,781,442,1128,630,1572,1853,3362,3844,4721,3855,3164,2493,3260,2433,2565,1377,1258,453,104,0,0,2123,"Butler County, Ohio",3106,3014,331,251,684,586,260,738,445,672,842,1013,993,1201,996,1033,893,865,744,965,593,654,407,88,193,193,1058
"G3900230","2017","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",18398,17253,812,154,189,405,803,688,408,1456,2232,3056,1834,1703,1002,486,569,394,292,379,259,86,46,0,0,0,1145,"Clark County, Ohio",1756,1722,444,165,210,223,561,350,218,557,650,854,690,616,433,340,306,221,292,267,280,115,78,193,193,193,522
"G3900250","2017","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",20941,20017,168,175,169,636,208,91,410,679,1090,2731,1719,947,1088,1970,1683,2460,1017,1078,1022,339,182,155,0,0,924,"Clermont County, Ohio",2029,2029,247,176,226,445,274,118,218,436,475,1093,819,452,486,845,703,667,545,564,684,354,216,199,193,193,497
"G3900290","2017","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbiana County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900350","2017","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",230175,220840,4714,2143,2245,8211,2895,4019,4806,9173,9367,18386,14933,21249,19308,15417,15211,21915,16536,15706,7572,3878,1337,696,470,653,9335,"Cuyahoga County, Ohio",5663,5608,1199,757,818,1299,807,1013,1038,1353,1409,2000,1767,2553,2534,2297,2226,1932,2228,1950,1492,891,547,368,323,443,1412
"G3900410","2017","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",13227,12851,39,38,39,142,62,43,235,238,112,555,199,716,384,1234,1311,1387,1692,2597,824,360,573,71,0,0,376,"Delaware County, Ohio",1390,1440,69,66,67,180,85,72,245,279,137,409,176,513,186,583,616,539,654,864,457,260,446,119,193,193,277
"G3900430","2017","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",11010,10434,299,58,0,124,49,403,163,1133,647,1442,1296,1314,404,803,618,423,505,213,373,167,0,0,0,0,576,"Erie County, Ohio",1339,1299,419,99,193,162,84,323,186,559,445,698,692,528,308,390,444,327,272,252,463,139,193,193,193,193,457
"G3900450","2017","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",14985,14788,40,305,0,0,23,643,516,615,181,1109,898,1823,1487,1099,1082,1716,896,1614,545,196,0,0,0,0,197,"Fairfield County, Ohio",1618,1628,70,409,193,193,27,417,301,457,162,442,545,816,585,523,487,622,476,804,490,223,193,193,193,193,186
"G3900490","2017","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",237021,232257,1767,2351,3450,3259,757,2815,2419,6065,7299,11807,13510,17496,20561,18099,16083,30752,22774,29389,11143,7045,2267,342,543,264,4764,"Franklin County, Ohio",6544,6501,660,995,1176,986,384,763,783,1280,1481,1668,1522,2219,2952,2262,2119,2950,2846,3407,1537,1232,713,221,453,193,1100
"G3900550","2017","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geauga County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900570","2017","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",21297,20478,620,161,274,231,211,483,302,687,627,1690,1333,1061,2634,926,1062,2285,1242,2605,919,906,219,0,0,0,819,"Greene County, Ohio",1850,1847,508,252,297,231,172,317,278,359,333,690,553,542,860,402,565,768,552,853,410,427,231,193,193,193,394
"G3900610","2017","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",143713,139252,3417,1254,2684,3726,2091,2677,3085,6921,10138,13194,10523,10900,10086,9810,5577,14019,10132,9052,4227,3156,1113,726,599,145,4461,"Hamilton County, Ohio",4288,4256,1120,551,874,823,773,861,903,1662,2035,2047,1775,1746,1791,1793,1130,2044,1858,1467,1073,728,426,350,387,121,1040
"G3900630","2017","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900810","2017","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",8772,7614,183,93,101,363,701,756,391,1452,418,950,256,466,504,541,275,138,0,0,26,0,0,0,0,0,1158,"Jefferson County, Ohio",1044,1035,237,104,88,286,446,478,309,584,257,333,193,290,412,292,228,143,193,193,33,193,193,193,193,193,460
"G3900850","2017","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",23139,22229,25,23,196,560,261,552,300,277,667,1210,591,1874,2450,2187,3570,2978,1535,2046,361,232,129,88,0,117,910,"Lake County, Ohio",2011,2028,41,41,265,497,222,427,225,215,402,697,397,685,841,786,1013,733,562,797,248,222,114,104,193,96,521
"G3900890","2017","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",15563,14771,195,71,241,274,40,311,502,411,1363,1005,1804,1583,528,1000,653,2020,857,1303,377,144,0,0,89,0,792,"Licking County, Ohio",1652,1599,157,117,283,233,68,461,276,228,433,470,690,785,391,647,442,730,581,743,302,171,193,193,151,193,362
"G3900930","2017","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",33725,31858,1116,169,511,581,661,1041,1002,1394,3274,2275,3947,3894,2194,1432,1809,2509,1144,1201,1141,407,0,0,156,0,1867,"Lorain County, Ohio",2647,2457,544,169,397,309,347,620,423,773,1221,760,974,1144,695,677,763,1065,698,482,459,305,193,193,138,193,893
"G3900950","2017","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",73046,70208,2759,563,1372,1935,1069,1881,2969,5890,6109,8136,6706,6277,6148,3553,3952,4758,2295,2545,771,197,323,0,0,0,2838,"Lucas County, Ohio",3128,3209,891,417,701,742,555,564,1058,1252,1410,1406,1378,1332,1546,1110,1123,1404,848,815,515,177,296,193,193,193,753
"G3900990","2017","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",31764,29481,612,403,637,1054,1068,1135,2190,2278,2725,3607,4345,1638,2838,2153,746,438,315,807,320,109,40,0,23,0,2283,"Mahoning County, Ohio",2255,2223,316,405,418,356,598,477,925,661,785,881,996,612,1089,761,595,339,238,451,370,87,65,193,56,193,590
"G3901010","2017","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901030","2017","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",14571,14053,140,0,0,215,83,241,116,715,543,1208,1382,1198,1327,639,657,1642,1104,1400,963,303,0,0,177,0,518,"Medina County, Ohio",1667,1602,169,193,193,190,97,362,141,476,462,746,716,570,583,319,406,604,476,698,555,300,193,193,164,193,351
"G3901090","2017","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901130","2017","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",90320,86329,1931,839,1108,3027,1299,1891,3315,4906,7584,9504,7522,7673,7523,5109,4826,7113,4169,2855,1838,1267,695,335,0,0,3991,"Montgomery County, Ohio",3560,3616,969,489,594,811,529,682,1057,1130,1558,1748,1274,1455,1568,1189,1216,1568,1132,692,721,629,380,255,193,193,1373
"G3901190","2017","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",9284,8356,66,127,125,678,285,372,459,1251,954,906,1077,441,336,190,126,336,607,20,0,0,0,0,0,0,928,"Muskingum County, Ohio",1302,1222,110,85,134,502,366,280,282,569,403,450,482,365,315,159,147,254,403,36,193,193,193,193,193,193,550
"G3901330","2017","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",19221,18219,0,53,74,34,45,966,189,498,786,421,1880,2208,839,1534,840,2082,2143,1650,945,418,614,0,0,0,1002,"Portage County, Ohio",1920,1833,193,77,83,56,73,456,171,387,417,257,793,791,528,812,466,696,875,762,635,411,575,193,193,193,567
"G3901390","2017","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",15836,15246,53,250,249,351,914,1087,1138,2858,2001,1440,1293,1759,645,299,214,433,0,79,0,0,92,0,91,0,590,"Richland County, Ohio",1600,1562,86,217,185,259,480,546,468,984,767,664,712,675,428,313,172,318,193,98,193,193,150,193,105,193,335
"G3901410","2017","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ross County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901450","2017","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901510","2017","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",50869,47456,1618,597,530,1460,1033,1057,1899,3410,5174,5162,4700,4916,4859,2705,1567,3640,1073,957,291,576,163,0,0,69,3413,"Stark County, Ohio",2780,2666,834,468,331,569,552,529,809,831,1195,962,1020,1118,1462,857,611,1093,467,402,281,321,141,193,193,116,1198
"G3901530","2017","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",76986,73774,455,287,753,2196,1516,871,1386,1849,3836,5371,7463,9973,8070,6964,4332,6748,3647,5125,1155,661,288,155,532,141,3212,"Summit County, Ohio",3387,3323,303,227,408,702,630,423,682,679,1101,1116,1665,2116,1770,1575,1182,1377,972,1171,668,457,239,161,470,169,780
"G3901550","2017","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",24402,22258,462,200,164,821,402,697,899,1729,2197,4034,3331,2434,1836,1288,497,758,248,118,143,0,0,0,0,0,2144,"Trumbull County, Ohio",2134,2102,285,174,183,336,298,372,505,724,696,1056,967,809,613,551,240,470,234,112,226,193,193,193,193,193,614
"G3901570","2017","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",10415,9393,121,136,55,397,182,234,731,750,808,1351,707,900,996,370,511,680,276,29,79,0,0,0,80,0,1022,"Tuscarawas County, Ohio",1243,1145,145,151,96,221,155,192,538,415,469,603,457,426,519,267,368,460,210,49,129,193,193,193,142,193,570
