GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G3700510","2018","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",61922,58705,680,305,342,230,926,669,1597,2040,3939,5305,2671,4631,4147,4994,5298,5983,4483,7943,1689,687,146,0,0,0,3217,"Cumberland County, North Carolina",2259,2384,324,186,287,177,422,309,629,583,874,984,640,984,1010,943,1101,1050,874,1120,605,369,132,210,210,210,824
"G3700570","2018","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",23630,20960,674,0,229,976,697,1645,1689,1878,3042,2771,1168,726,1723,292,1010,1057,713,246,264,160,0,0,0,0,2670,"Davidson County, North Carolina",2684,2523,578,210,256,800,445,677,764,868,1113,967,598,417,814,208,676,600,454,239,295,207,210,210,210,210,935
"G3700630","2018","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",56998,56078,376,173,216,745,376,573,914,508,718,2534,1838,1453,3100,4112,3176,7130,6026,12081,5964,3394,324,32,315,0,920,"Durham County, North Carolina",2692,2758,302,149,214,407,372,470,665,321,459,1082,885,644,989,1455,945,1620,1487,2151,1226,1198,198,53,210,210,559
"G3700670","2018","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",62630,60527,731,886,493,1276,1326,1617,1591,3072,4684,5172,5226,3967,5728,4193,4562,4332,3594,5180,1277,934,383,283,20,0,2103,"Forsyth County, North Carolina",3059,2936,541,528,382,583,636,884,618,931,1424,1510,1335,1125,1606,1152,1177,1017,1088,1092,631,581,291,294,35,210,817
"G3700690","2018","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700710","2018","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",27532,25607,39,239,415,284,212,232,841,1113,2313,2059,1707,2698,1466,2265,1973,3937,921,1816,614,111,0,175,0,177,1925,"Gaston County, North Carolina",2091,1874,68,228,348,231,271,252,595,438,796,568,738,964,682,857,827,1181,404,585,411,132,210,203,210,158,647
"G3700810","2018","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",89654,86551,850,581,879,1260,1800,1570,2179,2965,2978,6635,7055,5555,6829,7186,6574,11867,6909,6946,2832,2232,365,55,390,59,3103,"Guilford County, North Carolina",4086,4268,693,336,514,587,1053,820,1093,1131,878,1611,1675,1482,1948,1971,1624,2335,1550,1431,995,817,226,96,395,99,1075
"G3700850","2018","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",16056,15301,282,188,125,283,125,935,446,552,543,1170,959,1772,956,1011,1406,654,417,1485,1204,697,75,0,16,0,755,"Harnett County, North Carolina",1517,1468,206,136,124,209,119,591,284,250,303,471,414,670,465,565,773,449,340,677,491,307,108,210,27,210,336
"G3700890","2018","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",12878,12015,211,41,680,286,44,262,149,660,1220,942,1413,793,747,665,519,787,823,690,525,276,0,0,79,203,863,"Henderson County, North Carolina",1670,1564,339,71,618,354,73,202,149,464,850,459,731,555,590,380,438,399,480,473,261,224,210,210,95,113,478
"G3700970","2018","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",19224,17661,0,156,311,300,193,251,515,1231,1198,1562,1683,900,886,952,737,1150,1204,2254,813,1107,205,53,0,0,1563,"Iredell County, North Carolina",2055,1953,210,150,219,264,245,197,427,606,587,672,698,558,372,335,497,678,686,661,407,457,196,92,210,210,733
"G3701010","2018","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",20862,19347,0,628,212,1104,124,612,423,660,1111,1983,924,2044,1057,481,526,1451,1698,2785,209,883,29,403,0,0,1515,"Johnston County, North Carolina",2507,2419,210,696,222,693,157,507,387,445,699,888,482,713,608,554,342,795,735,1101,224,628,50,628,210,210,733
"G3701090","2018","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701190","2018","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",184516,181053,804,1267,1240,1073,1111,780,564,2008,1275,4294,4879,6096,5323,6706,8599,23379,21302,43166,25125,16278,3375,1228,690,491,3463,"Mecklenburg County, North Carolina",5332,5454,383,631,575,506,676,445,342,704,542,1008,1167,1366,1358,1423,1507,2740,2960,3188,2583,1929,1059,492,520,491,1032
"G3701250","2018","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701270","2018","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",12140,11250,370,312,188,649,492,313,373,1381,1355,1025,1125,710,414,472,678,436,491,290,0,0,0,176,0,0,890,"Nash County, North Carolina",1882,1803,352,323,245,522,409,275,402,757,756,629,726,604,325,459,659,393,498,237,210,210,210,277,210,210,483
"G3701290","2018","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",43299,42038,258,328,331,923,106,641,100,1359,502,1136,1752,1532,1548,1891,1850,6627,3836,9334,4058,3012,445,66,109,294,1261,"New Hanover County, North Carolina",2950,2904,219,433,347,593,170,511,177,739,390,776,830,789,836,679,809,1624,1354,1925,1325,1234,431,110,138,332,748
"G3701330","2018","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",31017,30124,41,166,276,688,0,0,625,1322,761,1010,787,2188,2161,1071,1934,5266,1515,7602,1704,967,40,0,0,0,893,"Onslow County, North Carolina",2389,2347,47,182,412,782,210,210,561,854,482,580,537,927,1114,784,967,1747,640,1787,793,463,67,210,210,210,603
"G3701350","2018","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",19749,18993,304,209,66,258,53,120,346,613,385,714,247,1459,409,589,1409,1246,2699,4205,1179,1185,1027,126,0,145,756,"Orange County, North Carolina",2196,2218,324,285,102,281,86,197,433,465,414,536,173,856,500,412,654,704,980,891,504,445,574,137,210,162,371
"G3701470","2018","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",32296,30780,987,746,787,631,957,643,2729,2152,3211,3533,1570,1648,1497,1445,1367,1696,1256,1893,505,939,588,0,0,0,1516,"Pitt County, North Carolina",2591,2584,636,508,446,341,661,467,1283,1026,1254,1355,719,816,804,745,805,859,592,849,412,670,534,210,210,210,735
"G3701510","2018","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",13878,12622,0,124,411,309,329,945,520,1037,1780,1772,821,2044,1060,184,459,429,0,0,223,0,27,0,148,0,1256,"Randolph County, North Carolina",1855,1738,210,161,426,297,236,773,408,420,754,726,382,922,681,181,401,337,210,210,353,210,48,210,237,210,581
"G3701550","2018","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",16336,13611,537,905,411,614,817,1053,716,2273,1513,1257,825,971,532,118,268,327,111,224,0,0,0,139,0,0,2725,"Robeson County, North Carolina",1328,1236,230,333,263,294,362,384,302,586,478,423,387,410,306,142,176,244,111,195,210,210,210,134,210,210,560
"G3701570","2018","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701590","2018","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",15583,13437,11,199,260,656,176,283,1041,716,1225,1183,419,2051,1503,382,1063,848,315,845,0,190,0,0,71,0,2146,"Rowan County, North Carolina",1758,1582,21,184,304,422,160,223,496,440,659,494,247,983,638,279,683,531,241,582,210,243,210,210,84,210,878
"G3701610","2018","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701710","2018","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701790","2018","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",14824,14023,175,0,197,30,455,223,173,468,457,631,472,909,823,689,792,1635,795,1777,1195,1716,411,0,0,0,801,"Union County, North Carolina",1581,1513,263,210,258,49,332,344,131,320,332,462,398,459,584,431,378,725,446,706,583,699,355,210,210,210,383
"G3701830","2018","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",149315,146355,421,421,760,1268,1562,712,1637,1226,1127,3228,2968,3698,4319,4971,7027,18829,17563,35437,18779,16014,2337,685,930,436,2960,"Wake County, North Carolina",4354,4206,290,281,531,832,1020,576,1052,663,643,1238,1137,1049,1189,1603,1414,2703,2372,3534,2619,2456,796,483,420,208,936
"G3701910","2018","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",18840,16888,1084,187,514,250,146,832,536,1016,2064,1539,1253,587,1628,1049,736,737,561,1141,373,381,90,184,0,0,1952,"Wayne County, North Carolina",1855,1786,686,214,437,260,137,462,400,634,1052,581,698,403,800,663,642,621,326,507,311,265,152,283,210,210,806
"G3701930","2018","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3701950","2018","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",12677,11611,498,114,78,64,534,1124,1512,901,802,1502,629,1153,316,297,502,1060,172,353,0,0,0,0,0,0,1066,"Wilson County, North Carolina",1387,1285,388,176,132,116,387,540,495,404,381,711,401,566,322,266,552,713,229,325,210,210,210,210,210,210,488
"G3800150","2018","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",12527,11947,7,121,420,92,143,313,257,270,113,801,790,676,476,1304,909,414,1317,2170,805,296,43,0,101,109,580,"Burleigh County, North Dakota",1370,1320,13,206,306,94,205,291,325,276,145,625,401,443,429,661,473,315,581,826,495,384,71,161,172,129,403
"G3800170","2018","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",33691,33313,52,0,298,299,370,333,348,752,2058,1950,933,2972,1934,3387,3826,4725,2925,3495,1266,576,625,0,189,0,378,"Cass County, North Dakota",3103,3078,91,161,452,253,285,395,223,416,747,701,426,861,876,1514,1412,1509,1164,1267,747,399,499,161,213,161,190
"G3800350","2018","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",15950,15705,0,0,0,247,152,54,314,285,613,1363,1620,798,747,935,1265,2325,1412,1737,1187,614,0,37,0,0,245,"Grand Forks County, North Dakota",1280,1243,161,161,161,219,152,78,294,226,321,670,711,431,373,558,571,834,790,757,852,371,161,66,161,161,213
"G3801010","2018","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",12397,11920,144,0,64,53,501,263,476,433,728,302,272,320,770,368,421,1383,1115,1906,389,1373,369,0,0,270,477,"Ward County, North Dakota",1512,1541,146,161,112,75,438,301,438,270,614,229,248,262,476,402,254,682,656,749,255,879,289,161,161,382,373
"G3900030","2018","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",14401,13904,192,318,0,551,211,799,567,1214,1793,1709,1799,1514,636,663,839,243,337,169,203,100,47,0,0,0,497,"Allen County, Ohio",1371,1356,235,271,195,330,152,530,373,567,695,657,624,653,305,362,540,177,341,145,230,113,79,195,195,195,266
"G3900070","2018","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",9046,7600,16,253,37,264,203,534,158,472,1115,1098,549,964,678,423,282,0,113,365,0,0,0,0,0,76,1446,"Ashtabula County, Ohio",1208,1081,28,256,60,187,168,329,112,279,521,421,320,487,410,323,270,195,139,280,195,195,195,195,195,69,561
"G3900090","2018","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",9768,8881,213,51,65,336,604,145,505,767,652,659,497,752,521,293,376,1045,159,500,347,287,41,66,0,0,887,"Athens County, Ohio",1272,1147,198,82,85,238,472,154,375,374,471,334,366,417,451,198,243,482,128,262,273,193,79,78,195,195,483
"G3900130","2018","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900170","2018","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",49901,47385,297,466,165,581,159,954,955,1933,2773,4960,3828,3265,2360,3384,3576,6042,3930,4514,1332,1154,688,69,0,0,2516,"Butler County, Ohio",3046,2910,225,299,160,346,142,488,600,866,846,1293,1094,984,699,962,894,1401,1263,1292,610,454,580,117,195,195,923
"G3900230","2018","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",19269,18168,473,87,181,760,457,512,644,1563,1939,1842,2530,1702,1904,1150,861,850,169,276,0,23,196,0,0,49,1101,"Clark County, Ohio",1745,1663,427,105,155,412,359,321,363,694,790,575,1010,639,874,528,456,434,163,269,195,37,124,195,195,83,448
"G3900250","2018","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",18971,17946,153,180,446,598,269,117,212,475,449,1558,1656,1342,1276,1415,1837,2451,1664,1154,283,198,0,0,0,213,1025,"Clermont County, Ohio",1797,1661,241,223,412,428,206,85,195,278,286,667,771,686,674,707,856,802,837,497,234,194,195,195,195,325,521
"G3900290","2018","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",11422,10668,0,298,551,691,231,481,508,1789,1299,2220,594,796,437,451,186,136,0,0,0,0,0,0,0,0,754,"Columbiana County, Ohio",1196,1197,195,392,439,339,230,359,340,755,536,838,479,377,297,306,158,153,195,195,195,195,195,195,195,195,335
"G3900350","2018","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",230000,220312,4205,2310,2139,9870,2829,3836,4028,8070,7434,15947,18644,20084,19413,15346,15495,19140,15946,18596,6960,5361,2965,859,584,251,9688,"Cuyahoga County, Ohio",5247,5318,1209,876,741,1910,777,1110,1050,1280,1171,1938,2246,2258,2420,2355,2037,2361,2356,2268,1469,1203,844,453,460,207,1413
"G3900410","2018","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",13996,13289,66,76,0,200,63,163,264,35,249,488,373,698,546,646,496,2059,1311,2714,1530,992,241,79,0,0,707,"Delaware County, Ohio",1878,1857,94,78,195,197,84,265,245,59,304,393,266,564,350,309,309,731,703,1022,619,520,193,129,195,195,490
"G3900430","2018","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900450","2018","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",12853,12421,189,0,229,102,125,569,136,716,829,498,511,1079,704,1433,1008,1509,888,968,459,383,86,0,0,0,432,"Fairfield County, Ohio",1529,1514,215,195,253,98,169,431,138,364,553,275,264,483,382,857,586,753,602,620,348,402,145,195,195,195,328
"G3900490","2018","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",240664,232504,1743,1786,1865,2627,1706,1878,2013,6215,5699,9238,14008,16348,18856,16876,14681,35172,24083,31794,13858,9097,1828,718,234,181,8160,"Franklin County, Ohio",5124,5397,742,721,771,984,788,677,842,1637,1371,1709,2087,2600,2069,2328,2247,3845,3124,3050,2133,1265,504,387,208,180,1762
"G3900550","2018","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geauga County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3900570","2018","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",23601,22742,281,177,222,266,411,277,561,1060,550,1735,1513,1676,2734,1131,1369,2318,1779,2316,746,1293,206,121,0,0,859,"Greene County, Ohio",2135,2084,273,208,212,236,298,381,494,593,328,696,676,608,824,487,563,665,640,822,420,647,241,190,195,195,498
"G3900610","2018","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",146289,142219,2683,1243,1791,3241,1859,4101,4303,4018,8049,11541,11312,11445,11195,9563,8550,13552,8755,13075,5308,4083,914,556,237,845,4070,"Hamilton County, Ohio",4765,4733,1047,535,670,870,853,1382,1101,909,1570,1885,1902,1854,1779,1889,1623,2184,1645,1853,1260,977,491,373,158,426,767
"G3900630","2018","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",9509,8891,249,76,545,22,24,546,375,223,1120,589,1258,649,271,420,1168,752,216,244,144,0,0,0,0,0,618,"Hancock County, Ohio",1476,1428,342,125,396,20,32,438,307,185,364,385,697,443,299,268,714,397,216,208,152,195,195,195,195,195,509
"G3900810","2018","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",8252,7443,264,187,71,498,468,471,457,1181,818,1000,505,733,302,305,48,0,43,42,0,50,0,0,0,0,809,"Jefferson County, Ohio",1045,1034,218,178,95,248,254,236,300,551,345,549,315,496,204,212,80,195,76,70,195,80,195,195,195,195,455
"G3900850","2018","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",25710,24076,0,200,120,115,559,214,235,685,244,479,1215,1964,1908,3030,2369,3080,2855,2984,1292,193,77,0,220,38,1634,"Lake County, Ohio",1791,1690,195,238,154,198,460,227,173,405,262,296,532,643,617,797,830,902,934,857,463,171,107,195,151,63,769
"G3900890","2018","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",16143,15015,585,73,271,247,294,210,433,1272,988,1004,1460,850,1369,1103,1129,1167,801,725,668,271,95,0,0,0,1128,"Licking County, Ohio",1707,1686,579,123,246,200,285,153,371,622,455,446,658,399,668,673,566,454,402,405,390,246,161,195,195,195,472
"G3900930","2018","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",34208,32192,138,85,736,1599,515,363,210,1304,2842,3579,2925,3965,2536,2718,1466,2909,1306,1925,778,293,0,0,0,0,2016,"Lorain County, Ohio",2184,2036,145,100,418,690,430,327,138,615,845,922,780,1094,743,851,533,843,588,623,374,269,195,195,195,195,691
"G3900950","2018","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",71524,69127,2204,639,1130,1900,606,2438,3044,4000,6854,7025,6183,6520,6190,4544,3777,5194,2564,1394,1635,406,366,58,123,333,2397,"Lucas County, Ohio",3170,3134,790,377,551,558,430,826,982,1130,1338,1370,1331,1515,1144,1194,935,1491,892,471,756,251,340,103,148,517,662
"G3900990","2018","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",32340,30653,649,283,432,1693,618,1237,860,3293,3115,5395,2885,2509,2243,1128,906,917,1096,206,808,174,0,0,206,0,1687,"Mahoning County, Ohio",2265,2288,397,191,437,628,428,739,427,1132,967,1192,877,793,857,566,431,552,673,174,466,217,195,195,216,195,496
"G3901010","2018","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",8585,7729,51,388,67,119,176,224,560,573,986,891,543,390,675,876,422,219,353,172,0,0,0,0,0,44,856,"Marion County, Ohio",1191,1082,89,330,86,196,148,243,368,288,547,501,324,228,369,510,284,186,446,194,195,195,195,195,195,81,533
"G3901030","2018","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",14197,13611,0,0,209,531,221,162,359,164,291,455,918,1815,1201,699,944,1054,1554,1757,882,245,150,0,0,0,586,"Medina County, Ohio",1581,1564,195,195,207,499,210,165,355,200,160,387,458,649,424,469,413,477,834,765,427,253,175,195,195,195,315
"G3901090","2018","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",12236,11126,102,0,0,595,388,456,462,512,1177,1935,873,1155,1266,962,80,607,283,167,106,0,0,0,0,0,1110,"Miami County, Ohio",1308,1284,158,195,195,444,328,372,324,474,683,929,488,451,529,557,101,402,252,171,126,195,195,195,195,195,567
"G3901130","2018","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",90441,86949,1166,1906,1347,2618,1383,2283,3443,3964,6439,8116,7789,6777,7233,6047,6022,6883,5229,4687,1883,1052,233,449,0,0,3492,"Montgomery County, Ohio",3615,3542,531,731,597,1060,551,800,1125,895,1432,1534,1457,1474,1459,1282,1298,1319,1177,1111,726,604,230,390,195,195,996
"G3901190","2018","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",9854,9232,656,34,41,337,12,571,650,871,524,1241,809,609,1145,378,181,648,132,265,49,79,0,0,0,0,622,"Muskingum County, Ohio",1099,1085,406,45,76,280,20,310,434,485,237,535,449,380,520,319,199,334,206,197,83,134,195,195,195,195,377
"G3901330","2018","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",16417,15627,74,78,0,20,71,255,467,1003,517,687,1049,1759,1141,922,860,2956,880,1483,769,428,208,0,0,0,790,"Portage County, Ohio",1890,1821,85,137,195,33,87,212,272,572,317,376,477,789,687,370,548,947,507,592,461,273,339,195,195,195,478
"G3901390","2018","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",16045,15335,240,296,546,244,400,895,2043,1860,1657,2184,1141,943,742,431,988,251,145,77,76,66,39,71,0,0,710,"Richland County, Ohio",1332,1362,201,389,426,325,344,445,775,788,743,745,512,494,528,346,894,218,214,104,128,110,68,116,195,195,358
"G3901410","2018","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ross County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901450","2018","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3901510","2018","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",48909,46339,1030,404,579,2303,777,1129,1372,3119,4644,5325,4981,5854,4311,2570,2457,2323,881,1353,508,80,89,173,0,77,2570,"Stark County, Ohio",2828,2722,500,337,391,858,392,468,604,941,1162,1262,1273,1398,1068,871,944,961,460,494,299,116,151,165,195,128,827
