GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G3600090","2016","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",8599,7945,276,101,127,392,331,592,313,568,1268,1079,621,724,484,177,355,225,148,92,0,46,26,0,0,0,654,"Cattaraugus County, New York",1152,1092,254,73,110,243,166,361,156,259,547,402,326,333,236,151,293,195,158,101,192,78,43,192,192,192,270
"G3600110","2016","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",9133,8624,0,164,109,379,193,82,220,466,241,1421,803,826,739,651,341,1114,286,469,120,0,0,0,0,0,509,"Cayuga County, New York",1139,1127,192,263,120,245,148,69,178,254,168,598,481,410,359,412,239,630,319,293,196,192,192,192,192,192,184
"G3600130","2016","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",16506,15772,66,55,225,479,181,876,1674,2045,1519,1726,1303,1805,1305,649,278,445,366,486,253,0,36,0,0,0,734,"Chautauqua County, New York",1691,1667,98,92,165,240,195,383,542,710,597,541,560,686,616,335,210,217,256,411,306,192,46,192,192,192,250
"G3600150","2016","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",12147,11623,64,303,73,592,95,418,163,906,791,1048,797,740,752,1011,669,1450,316,650,409,182,194,0,0,0,524,"Chemung County, New York",1435,1363,108,385,77,415,85,312,166,390,442,518,449,361,482,454,293,601,294,523,502,173,144,192,192,192,386
"G3600190","2016","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600270","2016","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",34965,33021,419,56,61,439,486,562,122,148,160,922,642,1102,970,1106,1258,4751,3568,7649,4031,3212,1091,266,0,0,1944,"Dutchess County, New York",2336,2362,343,97,98,330,424,398,205,142,192,535,459,522,508,591,507,1005,864,1454,1201,1034,427,258,192,192,716
"G3600290","2016","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",133807,129035,1262,1451,2373,4785,2117,3545,5226,6270,7269,9175,8279,12174,11498,8877,8251,13071,8700,8514,3004,1664,820,424,160,126,4772,"Erie County, New York",4451,4549,509,540,653,1159,693,847,1268,1417,1326,1655,1441,2008,1848,1599,1534,1745,1559,1520,884,721,399,380,185,162,897
"G3600450","2016","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",17227,16410,92,210,228,553,221,368,382,517,120,839,649,1164,1012,976,676,1435,754,2195,2412,1286,313,0,8,0,817,"Jefferson County, New York",1588,1627,64,189,146,413,156,211,331,340,113,458,311,535,485,633,386,502,420,570,796,434,215,192,16,192,340
"G3600470","2016","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",664125,646168,2569,2966,9588,17631,9294,10419,8067,11640,6189,11310,6158,10799,7776,13852,12957,32706,38329,121926,92808,126215,44025,24537,16070,8337,17957,"Kings County, New York",6979,6871,780,854,1524,2387,1550,1520,1250,1494,1019,1810,1206,1664,1246,1717,1806,2268,2868,4751,4242,4654,2769,2011,1720,1276,1784
"G3600510","2016","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",6075,5861,129,24,25,225,142,162,227,583,318,803,694,557,169,731,159,210,121,276,65,0,179,0,62,0,214,"Livingston County, New York",1059,1088,187,43,43,204,146,139,223,426,196,441,463,285,138,488,174,209,114,260,113,192,198,192,108,192,159
"G3600530","2016","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600550","2016","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",110955,108329,284,478,689,3645,1642,1979,1589,4071,3094,4495,5036,7962,9218,9292,9157,16688,9082,9956,5113,3020,612,357,555,315,2626,"Monroe County, New York",3639,3565,220,350,371,1065,653,703,465,1048,894,953,1135,1561,1495,1483,1556,2089,1672,1696,1244,910,274,291,481,226,794
"G3600590","2016","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",86139,81051,261,384,505,1255,906,611,631,1330,765,923,752,1211,1018,395,759,1579,2215,12954,10590,21361,10236,6411,2948,1051,5088,"Nassau County, New York",4584,4329,275,254,398,568,423,319,479,643,488,501,411,476,557,285,399,620,774,1907,1672,2439,1979,1523,898,607,1153
"G3600610","2016","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",575969,563369,2438,1892,7406,16484,11655,10292,8592,9340,7026,8119,8956,8743,8939,10056,14279,26159,22578,47693,37543,78460,69659,53450,47550,46060,12600,"New York County, New York",10368,10331,791,682,1554,2637,2037,1907,1697,1867,1692,1969,1793,1754,1841,1676,1959,2921,2888,3405,3231,5584,5007,4294,4128,4290,2806
"G3600630","2016","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",25347,24477,369,116,514,1342,1106,1004,1125,3007,1754,2119,1513,3163,1815,1819,663,1004,392,519,790,190,153,0,0,0,870,"Niagara County, New York",1886,1860,454,142,451,468,551,509,384,814,636,690,600,1005,627,647,389,483,235,277,458,204,228,192,192,192,422
"G3600650","2016","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",26712,25283,135,226,812,974,464,1137,1777,1245,1889,1698,2890,2223,2508,1462,1485,1533,946,983,367,216,192,47,74,0,1429,"Oneida County, New York",2036,1957,131,193,479,423,316,639,711,512,695,538,1028,642,693,587,709,517,447,466,261,234,235,81,97,192,558
"G3600670","2016","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",64817,62382,489,515,828,1830,762,758,1083,2072,2169,3845,4636,4586,6619,5492,4448,8666,4153,6317,1077,1290,61,343,46,297,2435,"Onondaga County, New York",3272,3235,287,321,349,753,354,299,508,663,685,916,903,973,1342,1209,1014,1328,870,1214,452,539,72,356,73,199,605
"G3600690","2016","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",12669,12194,225,0,183,487,313,113,97,549,507,758,575,893,1129,711,1069,1159,1260,1644,238,186,0,98,0,0,475,"Ontario County, New York",1236,1193,230,192,265,385,213,140,147,327,263,365,350,424,547,362,517,473,634,673,199,149,192,158,192,192,278
"G3600710","2016","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",45687,43478,321,41,125,765,94,344,187,728,587,578,918,1227,1731,2518,1622,5675,4862,8623,5956,4779,755,619,277,146,2209,"Orange County, New York",2715,2747,361,70,144,453,169,260,186,549,476,375,670,834,613,808,621,1380,1018,1369,1187,1140,473,465,208,115,798
"G3600750","2016","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",13115,11998,142,108,91,278,50,464,259,668,923,1113,1720,1823,740,809,542,710,257,1019,93,189,0,0,0,0,1117,"Oswego County, New York",1275,1335,134,116,90,179,62,391,195,310,375,415,636,668,355,496,349,381,253,567,114,186,192,192,192,192,441
"G3600790","2016","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2016","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",425835,408030,695,1230,3306,4473,4534,2824,2945,3014,2862,3508,2748,5921,4281,7038,4632,17510,20425,78129,77763,116818,28108,8604,4218,2444,17805,"Queens County, New York",7016,6773,431,730,954,1139,1009,779,984,923,916,850,1046,1364,1070,1454,1132,2067,2567,4692,4426,5021,2282,1287,1075,755,2419
"G3600830","2016","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",23150,22545,90,410,481,419,582,368,178,614,993,1226,791,1443,1602,1944,1997,2330,2183,2780,1084,925,105,0,0,0,605,"Rensselaer County, New York",2089,2138,118,254,327,415,402,272,180,423,439,482,395,566,585,553,748,673,936,866,542,546,125,192,192,192,365
"G3600850","2016","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",48427,46310,308,112,906,963,902,1128,378,889,488,1702,495,817,574,899,474,3311,3592,11276,7060,8390,1231,333,39,43,2117,"Richmond County, New York",3087,2915,245,144,442,397,596,560,224,610,387,791,504,420,492,652,429,1142,1227,1618,1529,1682,535,240,64,70,836
"G3600870","2016","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",31015,29853,301,90,304,560,27,0,438,160,182,465,223,409,114,240,818,770,1367,6105,5145,5998,3653,1143,699,642,1162,"Rockland County, New York",2089,2131,260,90,280,364,60,192,344,156,147,249,200,350,138,205,498,477,648,1350,978,1188,980,545,466,620,545
"G3600890","2016","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",10477,9571,18,42,278,690,520,378,474,633,418,1084,682,667,452,683,617,538,494,489,229,144,41,0,0,0,906,"St. Lawrence County, New York",1243,1203,31,75,267,400,370,270,323,298,354,404,338,265,364,339,548,338,303,293,257,144,71,192,192,192,328
"G3600910","2016","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",26012,24894,81,0,614,37,196,262,522,195,284,1050,392,1568,1380,1386,1263,2895,2680,3712,2940,1896,651,409,481,0,1118,"Saratoga County, New York",2204,2149,132,192,474,63,133,230,325,219,315,654,294,737,766,621,570,1027,760,896,1257,736,443,326,354,192,542
"G3600930","2016","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",17015,16297,51,407,70,355,74,384,47,348,172,849,677,1081,1066,1902,2203,1898,1730,1852,565,0,308,120,84,54,718,"Schenectady County, New York",1700,1747,88,430,91,273,132,350,79,275,147,472,396,507,384,735,746,581,682,545,435,192,341,109,142,89,648
"G3601010","2016","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",10455,9489,0,19,149,234,319,404,790,844,768,849,933,646,671,615,921,400,378,360,152,37,0,0,0,0,966,"Steuben County, New York",1236,1228,192,35,141,117,268,183,360,369,351,297,435,337,431,277,581,325,224,231,170,47,192,192,192,192,363
"G3601030","2016","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",99631,95095,550,1115,1058,1003,816,238,148,352,325,1064,508,584,574,756,853,4042,2903,14925,13044,31598,13477,3412,896,854,4536,"Suffolk County, New York",4066,4322,576,567,571,656,479,147,182,266,252,629,294,394,330,380,515,1382,951,2560,1879,3102,2182,985,539,325,1322
"G3601050","2016","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601090","2016","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",16952,16073,57,179,131,93,114,131,95,480,294,168,332,678,59,538,1812,2304,1787,2384,2295,1578,399,0,0,165,879,"Tompkins County, New York",1689,1668,81,263,143,155,125,116,116,303,240,168,268,449,98,388,716,832,730,640,822,549,287,192,192,219,399
"G3601110","2016","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",21854,20395,0,156,271,233,585,181,355,809,79,128,404,803,1576,991,1221,3538,1988,4297,1658,945,68,50,0,59,1459,"Ulster County, New York",1700,1690,192,242,286,197,303,207,251,726,103,126,276,422,795,512,560,920,716,978,652,484,81,91,192,97,676
"G3601130","2016","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3601170","2016","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",8965,8579,0,46,233,293,177,273,185,369,219,1122,817,730,1288,712,311,1199,76,334,14,181,0,0,0,0,386,"Wayne County, New York",1338,1323,192,88,190,203,159,232,190,237,224,558,526,457,589,411,323,673,69,289,23,285,192,192,192,192,224
"G3601190","2016","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",134473,129019,1116,596,1460,3795,1292,1028,932,1787,1136,584,1063,1177,1654,2019,1419,6364,7563,23148,20967,30090,10433,3763,3630,2003,5454,"Westchester County, New York",5045,4842,615,485,559,844,579,441,547,740,698,347,574,530,768,731,466,1568,1703,2508,2614,2692,1843,916,964,672,1191
"G3700010","2016","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",23350,22399,178,559,339,173,596,980,922,2742,2110,2247,1880,1696,989,744,1340,2001,731,931,515,170,215,95,246,0,951,"Alamance County, North Carolina",1938,2011,172,383,324,156,530,653,547,1008,1017,921,760,685,606,458,865,886,434,552,279,190,184,122,206,203,587
"G3700190","2016","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",13863,12077,183,0,0,183,288,65,380,466,709,1404,458,1077,669,443,727,1227,772,1273,271,1373,36,25,48,0,1786,"Brunswick County, North Carolina",2297,2249,172,203,203,256,364,70,354,385,557,751,438,517,516,287,512,1067,422,519,239,1107,64,42,86,203,631
"G3700210","2016","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",37022,33641,218,313,512,1154,819,390,564,1080,1182,2098,1708,1881,2063,2633,1412,3059,2967,5990,1804,1480,99,0,73,142,3381,"Buncombe County, North Carolina",2724,2713,153,232,299,643,454,346,432,697,717,943,780,801,908,978,635,1000,932,1246,682,536,115,203,89,121,1038
"G3700230","2016","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700250","2016","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",21373,20583,372,157,213,495,169,837,333,651,735,1677,1913,1480,1651,1163,1063,2094,1575,2633,544,784,0,44,0,0,790,"Cabarrus County, North Carolina",1887,1866,300,228,159,496,164,553,276,356,579,703,1032,725,728,573,457,908,835,931,353,581,203,73,203,203,371
"G3700270","2016","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700310","2016","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",8774,7751,302,185,130,92,72,278,47,302,615,430,406,828,474,726,282,922,617,350,287,266,114,26,0,0,1023,"Carteret County, North Carolina",1007,945,256,160,127,135,119,214,73,247,416,218,249,510,258,427,162,411,234,161,159,253,123,42,203,203,474
"G3700350","2016","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",19849,18040,398,0,355,523,226,456,1099,2063,1743,1845,2129,2232,965,1035,993,1170,105,666,0,37,0,0,0,0,1809,"Catawba County, North Carolina",1981,1833,279,203,433,342,252,365,686,830,756,670,864,805,499,510,552,676,95,429,203,64,203,203,203,203,725
"G3700370","2016","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3700450","2016","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",13090,11392,376,230,347,199,870,1041,361,1363,1405,1851,822,1139,337,198,83,507,183,64,0,16,0,0,0,0,1698,"Cleveland County, North Carolina",1432,1328,458,179,349,169,498,529,266,597,666,710,473,562,237,209,72,306,206,104,203,30,203,203,203,203,717
"G3700490","2016","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",13933,13224,136,227,186,807,42,386,614,875,562,1397,1239,1214,715,514,237,1273,529,1593,412,266,0,0,0,0,709,"Craven County, North Carolina",1589,1584,119,233,187,581,66,355,351,485,378,800,763,618,481,341,229,626,349,679,390,192,203,203,203,203,378
"G3700510","2016","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",59621,56563,1235,481,392,344,543,1406,1712,2478,3266,4131,4829,4481,4484,3335,3494,5542,4699,7022,1895,634,82,78,0,0,3058,"Cumberland County, North Carolina",2387,2376,469,288,259,239,357,524,618,579,693,918,944,921,923,767,892,1194,974,1290,692,336,107,127,203,203,877
"G3700570","2016","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",19112,17670,200,159,466,602,720,635,1680,2029,2602,1024,1163,2274,909,472,712,487,623,584,292,37,0,0,0,0,1442,"Davidson County, North Carolina",1974,1868,235,207,317,485,516,344,767,735,899,504,621,1107,456,323,494,343,431,624,365,62,203,203,203,203,589
"G3700630","2016","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",58583,56648,154,186,977,747,196,747,1436,982,2272,2396,1790,2477,2866,4192,5908,5166,7199,8333,4604,3117,643,0,82,178,1935,"Durham County, North Carolina",3177,3245,184,241,729,507,145,383,731,501,923,927,751,953,886,1239,1625,1404,1684,1630,1348,995,319,203,122,146,789
"G3700670","2016","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",55286,52317,520,630,699,1563,625,1026,2422,2697,4314,5871,6577,3402,2836,2351,2376,5894,2399,3922,572,1086,132,130,56,217,2969,"Forsyth County, North Carolina",3295,3173,277,363,494,664,405,486,907,1045,1227,1201,1488,1020,852,796,836,1355,718,1058,364,569,158,158,93,176,920
"G3700710","2016","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",30038,27968,1048,711,435,260,339,1179,1516,1615,1822,1847,2814,3715,1555,2798,1629,2908,604,661,256,119,43,50,44,0,2070,"Gaston County, North Carolina",2294,2318,554,445,379,243,208,598,686,672,701,692,900,903,677,884,583,906,516,377,261,190,73,42,70,203,588
"G3700810","2016","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",86093,82592,961,450,1088,1796,1900,1869,1669,4001,3358,5770,8910,7169,9695,8285,6982,6566,4462,4542,1280,1189,48,156,262,184,3501,"Guilford County, North Carolina",3775,3552,436,295,658,666,851,762,665,1186,1031,1408,1714,1437,1895,1589,1691,1618,1130,1175,635,568,56,135,174,211,953
"G3700850","2016","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",16323,14772,230,185,309,468,235,345,641,1173,976,1544,1098,1032,1155,624,462,496,377,1848,1012,541,21,0,0,0,1551,"Harnett County, North Carolina",1341,1421,211,138,200,337,230,226,349,435,481,549,424,449,594,302,348,214,248,654,471,282,36,203,203,203,582
"G3700890","2016","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",11802,11149,52,0,303,381,468,683,89,764,396,589,194,264,964,667,774,1461,617,902,309,573,544,84,71,0,653,"Henderson County, North Carolina",1701,1691,97,203,349,278,288,577,110,454,371,417,195,187,532,425,469,667,342,477,236,347,476,100,120,203,377
"G3700970","2016","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",19658,18606,77,199,94,290,289,983,201,904,1488,1940,985,1565,736,1315,994,2141,1179,1701,835,593,97,0,0,0,1052,"Iredell County, North Carolina",1743,1629,132,239,98,195,276,509,160,571,490,661,584,673,364,541,510,777,625,561,389,262,129,203,203,203,522
"G3701010","2016","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",18309,17303,672,218,203,381,364,601,523,1454,1308,1375,1091,1908,706,1028,1466,2005,854,548,484,114,0,0,0,0,1006,"Johnston County, North Carolina",2180,2123,501,177,245,274,269,403,342,737,573,706,705,895,362,554,1052,1023,512,435,327,162,203,203,203,203,391
