GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G4701410","2015","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",10871,10499,244,108,112,57,157,500,977,737,984,1581,1597,631,1332,392,309,387,179,180,35,0,0,0,0,0,372,"Putnam County, Tennessee",1241,1188,266,130,155,70,135,353,500,512,455,655,799,414,585,274,264,243,137,153,60,200,200,200,200,200,238
"G4701470","2015","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701490","2015","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",35453,34748,236,88,387,600,0,182,806,437,1021,2181,1315,2305,3091,2335,3588,4858,2940,5277,1979,749,113,0,0,260,705,"Rutherford County, Tennessee",2395,2394,205,113,284,361,200,151,551,354,657,959,637,697,985,724,1102,1521,1084,1371,704,531,188,200,200,246,295
"G4701550","2015","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",13522,12393,194,128,233,396,0,247,263,664,911,1172,2061,2084,759,348,500,759,568,716,321,0,0,0,39,30,1129,"Sevier County, Tennessee",2049,1998,218,113,361,312,200,358,263,400,575,568,1004,1139,576,286,482,524,428,518,481,200,200,200,53,50,549
"G4701570","2015","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",156752,150534,1362,1723,778,3254,2141,3282,5488,6580,10416,12782,10812,15465,10743,12024,7753,14701,10461,13195,3609,2418,1059,89,244,155,6218,"Shelby County, Tennessee",5836,5584,566,642,471,907,746,866,1099,1330,1941,1902,1821,2087,1459,2096,1544,2344,2090,2000,1028,747,616,79,272,176,1345
"G4701630","2015","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",18208,16086,279,219,576,1621,415,430,2032,1012,1467,1158,1985,1109,838,1025,556,458,245,277,52,281,0,0,0,51,2122,"Sullivan County, Tennessee",1973,1910,273,238,408,624,255,301,830,423,660,543,740,538,397,611,419,381,212,218,72,287,200,200,200,84,682
"G4701650","2015","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",18065,17421,272,239,0,458,124,24,146,426,439,1500,719,1558,837,687,1694,3073,1121,2090,631,890,167,76,0,250,644,"Sumner County, Tennessee",1772,1761,344,234,200,377,120,41,128,354,316,602,426,623,528,363,673,903,564,881,372,489,170,89,200,401,326
"G4701790","2015","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",17218,15418,254,84,41,584,312,416,467,1470,1626,1707,1057,1311,1489,946,692,906,469,570,288,319,316,94,0,0,1800,"Washington County, Tennessee",1897,1740,275,97,68,452,235,276,364,615,815,743,481,575,656,557,382,500,298,409,279,265,423,159,200,200,847
"G4701870","2015","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4701890","2015","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",8709,8152,136,158,37,207,165,318,0,248,171,547,345,1032,964,448,152,946,322,879,418,0,659,0,0,0,557,"Wilson County, Tennessee",1469,1470,138,161,69,225,204,221,200,230,201,434,288,555,508,346,128,498,213,557,354,200,554,200,200,200,344
"G4800050","2015","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",11672,10748,55,352,288,48,272,356,232,913,1067,892,206,1458,1115,648,778,456,504,476,0,517,115,0,0,0,924,"Angelina County, Texas",1508,1471,98,237,243,82,200,263,195,457,541,488,242,926,609,513,524,343,446,326,214,354,194,214,214,214,535
"G4800210","2015","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bastrop County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800270","2015","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",56496,53858,120,268,742,533,773,1030,1584,2874,2879,4768,3775,4368,3173,3403,2771,6041,4025,6809,2116,1111,116,57,268,254,2638,"Bell County, Texas",2798,2710,202,261,513,299,474,435,646,877,977,1166,887,1361,1008,1029,873,1318,1244,1338,866,553,143,95,249,422,976
"G4800290","2015","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",270359,260007,2396,3736,4458,2305,3151,4282,3646,5335,6614,14670,15397,19788,17217,18615,19743,34102,20876,32749,16801,10101,1682,1869,398,76,10352,"Bexar County, Texas",6485,6151,782,985,1128,735,1058,1384,1042,1083,1364,2030,2350,2386,2453,2243,2347,4248,2627,3416,2542,1640,612,941,267,125,1608
"G4800370","2015","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",10164,9440,23,217,178,145,451,315,626,977,965,750,359,745,1229,121,620,191,351,670,70,341,0,0,47,49,724,"Bowie County, Texas",1383,1372,41,203,179,152,372,287,420,435,425,502,310,427,520,128,417,211,297,493,119,374,214,214,80,88,406
"G4800390","2015","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",38893,34997,370,150,658,136,169,934,855,606,1500,1243,1591,2392,1989,2117,1434,2513,1994,6373,5259,2198,425,70,0,21,3896,"Brazoria County, Texas",3689,3415,423,180,444,157,190,960,488,364,1069,549,806,870,1018,1062,736,967,930,1844,2143,1297,432,114,214,37,1306
"G4800410","2015","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",42500,40425,127,149,90,877,182,553,687,1086,2523,3010,3257,3700,3444,2912,2009,4418,2411,4464,2100,1681,639,41,65,0,2075,"Brazos County, Texas",2285,2353,140,241,112,429,170,368,474,659,833,944,897,855,1092,879,785,1016,784,1076,712,549,413,65,112,214,699
"G4800610","2015","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",41647,37236,1519,1348,844,2028,829,1880,2733,2150,4211,3895,4368,2991,1611,1563,1108,2448,726,461,165,338,0,20,0,0,4411,"Cameron County, Texas",2657,2473,693,651,462,768,383,668,929,746,1183,988,1110,938,581,693,449,992,380,331,178,379,214,33,214,214,1104
"G4800850","2015","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",109271,107312,318,546,273,472,436,165,101,990,626,855,1124,2058,4974,4795,5788,14366,13408,21053,16598,13522,2841,527,1369,107,1959,"Collin County, Texas",4324,4263,252,322,253,325,350,142,124,663,492,534,569,921,1295,1303,1394,2329,2125,2601,2507,2119,973,496,637,131,511
"G4800910","2015","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comal County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4800990","2015","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",11632,10951,263,76,0,128,194,315,214,426,460,811,600,1059,663,836,661,764,214,2527,715,25,0,0,0,0,681,"Coryell County, Texas",1226,1269,326,116,214,188,177,343,176,283,288,347,401,590,400,514,447,457,217,738,417,43,214,214,214,214,425
"G4801130","2015","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",452128,441672,3231,3141,2524,5373,3737,3773,2569,6034,8611,21787,23969,35326,35672,34466,31184,54865,38413,58231,31853,23784,7421,2062,2155,1491,10456,"Dallas County, Texas",8270,8197,1166,831,702,1072,1110,1049,835,1219,1567,2607,2420,3372,3377,2864,2801,4191,2959,4083,2467,2255,1324,775,939,459,1535
"G4801210","2015","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",97857,95792,69,78,452,84,77,177,318,431,946,1185,3282,3613,4310,8510,6667,13434,12245,20905,9303,7507,1500,507,104,88,2065,"Denton County, Texas",3820,3705,87,126,417,140,126,203,316,412,474,515,935,1033,1127,1651,1443,1827,1877,2431,1622,1475,683,253,134,144,721
"G4801350","2015","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",16271,14886,0,418,115,384,250,0,354,534,180,669,207,980,1052,695,303,1949,1821,2824,827,1073,143,108,0,0,1385,"Ector County, Texas",1962,1856,214,406,185,269,224,214,373,376,138,415,243,606,691,425,317,761,765,1065,551,688,155,168,214,214,599
"G4801390","2015","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",15513,14573,0,0,0,53,18,244,82,415,429,2006,1136,803,1155,1083,924,1124,1623,1458,1134,854,32,0,0,0,940,"Ellis County, Texas",1907,1820,214,214,214,69,37,202,104,312,272,881,568,471,628,558,474,421,864,620,782,675,56,214,214,214,592
"G4801410","2015","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",100222,94031,3580,1059,2334,2689,2301,2144,3791,4530,3912,6653,5670,6636,8246,7577,6408,8970,5610,7121,3009,1340,334,80,0,37,6191,"El Paso County, Texas",4274,4415,1132,524,875,822,814,773,1188,1047,1139,1473,1381,1414,1794,2017,1588,1937,1585,1509,1171,500,239,136,214,63,1243
"G4801570","2015","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",50900,46059,0,13,389,161,213,1076,415,162,0,772,1414,1592,565,1980,730,5218,3978,9426,7082,6821,2127,162,1212,551,4841,"Fort Bend County, Texas",4257,3875,214,23,498,202,234,767,450,163,214,589,815,751,446,970,441,1416,1122,2048,2081,2119,956,201,799,575,1574
"G4801670","2015","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",37599,35549,579,99,187,521,919,483,174,539,1186,2243,2339,2278,2042,1694,2431,4473,3896,4380,2509,1541,558,478,0,0,2050,"Galveston County, Texas",3197,3189,442,102,222,432,613,463,151,377,731,935,847,893,765,759,906,1287,1611,1261,959,775,458,330,214,214,868
"G4801810","2015","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",15151,13920,97,315,376,379,142,684,387,407,1279,1381,1127,800,1308,1334,878,1067,334,943,52,90,0,241,299,0,1231,"Grayson County, Texas",1723,1596,123,238,237,282,150,444,286,239,664,559,510,422,538,578,398,407,262,563,91,133,214,389,410,214,554
"G4801830","2015","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",19461,18459,340,31,37,633,61,453,477,627,293,1490,2938,1975,1286,1072,2090,1780,849,925,753,268,0,0,0,81,1002,"Gregg County, Texas",2096,2177,399,52,62,385,96,415,550,584,217,656,1074,745,625,622,919,893,586,416,420,341,214,214,214,98,648
"G4801870","2015","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",13005,12547,290,43,222,243,0,218,0,19,20,453,932,416,847,1233,1014,1057,1564,1360,1129,1363,0,124,0,0,458,"Guadalupe County, Texas",1431,1404,352,70,249,330,214,177,214,32,35,283,743,364,488,593,507,558,604,593,573,590,214,157,214,214,288
"G4802010","2015","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",744516,722220,3746,3991,2933,4818,3006,4142,7171,15204,23265,38613,42282,54034,49562,51121,49763,86984,60563,97864,61853,35577,12540,5345,5041,2802,22296,"Harris County, Texas",12048,12099,1174,1337,961,1389,1070,956,1429,2232,2665,3095,3624,4466,4149,4530,4718,5768,4711,6114,4781,3607,2335,1451,1395,1239,2640
"G4802030","2015","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4802090","2015","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",26029,25493,77,0,482,110,383,182,142,405,904,1201,768,1494,1094,1136,1767,3546,2889,3665,3034,1779,435,0,0,0,536,"Hays County, Texas",2026,2068,139,214,471,112,457,242,168,304,618,856,422,767,602,673,782,977,1194,1140,1014,857,320,214,214,214,355
"G4802130","2015","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",8015,6346,11,313,371,397,117,277,102,884,432,567,258,579,253,166,586,685,46,157,61,84,0,0,0,0,1669,"Henderson County, Texas",1593,1382,20,319,377,343,106,198,108,481,290,281,197,379,252,198,469,656,50,123,80,99,214,214,214,214,642
"G4802150","2015","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",68851,63670,1102,1069,2096,2408,1563,3426,3798,4491,6493,6714,3970,5165,5604,2807,1874,4153,2721,2515,660,334,707,0,0,0,5181,"Hidalgo County, Texas",3778,3639,556,520,899,867,650,1005,1169,1301,1602,1344,1328,1350,1490,1186,831,1169,1218,875,517,289,651,214,214,214,1159
"G4802310","2015","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",9687,8617,43,72,150,265,188,474,204,375,517,1373,521,679,813,967,839,303,414,183,237,0,0,0,0,0,1070,"Hunt County, Texas",1260,1256,74,92,146,310,183,235,176,326,309,521,323,331,373,551,423,190,336,173,258,214,214,214,214,214,419
"G4802450","2015","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",38021,36049,272,1056,702,465,987,969,1484,892,1516,2741,2719,3471,3842,2602,3028,3730,1128,3155,806,484,0,0,0,0,1972,"Jefferson County, Texas",3026,3083,337,545,370,311,645,511,626,640,674,766,898,1277,1316,945,1004,1214,507,1034,568,461,214,214,214,214,716
"G4802510","2015","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",15264,13888,75,214,175,314,390,394,227,223,395,1275,517,890,1039,936,2108,1239,1206,1345,694,232,0,0,0,0,1376,"Johnson County, Texas",1784,1645,126,216,184,307,391,339,325,257,361,599,298,550,647,636,1105,564,604,694,435,226,214,214,214,214,646
"G4802570","2015","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",8566,7729,211,187,92,0,40,133,299,757,389,533,113,414,580,189,888,1288,450,802,256,108,0,0,0,0,837,"Kaufman County, Texas",1314,1316,329,165,155,214,66,169,250,383,257,348,107,301,388,160,585,748,286,430,272,130,214,214,214,214,375
"G4802910","2015","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803030","2015","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",50060,46832,267,232,237,155,575,1037,1670,1531,2639,4793,3923,3597,4146,2984,2376,4468,3878,4256,1177,1120,926,258,333,254,3228,"Lubbock County, Texas",2701,2489,262,237,237,161,390,600,675,627,878,1355,1194,1119,1050,1221,955,985,893,1319,544,516,485,221,347,269,888
"G4803090","2015","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",36056,33985,268,61,228,808,207,544,996,946,1979,3877,3612,3038,3848,2362,2731,2064,1685,3320,384,417,610,0,0,0,2071,"McLennan County, Texas",2315,2292,295,81,186,619,186,337,573,452,689,1159,1115,1008,1373,876,825,829,753,1080,306,315,510,214,214,214,756
"G4803290","2015","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803390","2015","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",57569,52639,295,155,265,349,1152,1178,265,1222,2207,1543,985,3030,2660,2638,2652,4220,4181,9997,3488,7690,1788,51,509,119,4930,"Montgomery County, Texas",5031,5099,320,181,229,290,901,946,238,846,1155,696,703,1166,1330,1294,1051,1341,1471,2723,1267,2727,1066,59,460,134,1704
"G4803470","2015","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",11225,10167,377,114,32,442,41,416,151,1253,715,678,1048,953,556,479,1305,508,188,585,323,3,0,0,0,0,1058,"Nacogdoches County, Texas",1309,1340,311,132,61,333,74,346,218,618,481,418,569,528,325,331,737,356,174,449,320,11,214,214,214,214,483
"G4803550","2015","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",59849,56133,1534,666,1068,954,651,849,1251,3140,1602,3761,2331,3580,3295,2892,3871,7300,4902,5980,3234,2161,375,110,102,524,3716,"Nueces County, Texas",3189,2976,720,403,425,597,364,563,524,1148,629,1147,816,973,942,927,1188,1654,1151,1013,1119,844,302,115,164,435,1094
"G4803610","2015","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4803670","2015","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",9916,8943,0,0,153,108,0,30,327,583,0,652,73,715,860,766,999,954,1395,698,356,207,0,0,0,67,973,"Parker County, Texas",1703,1459,214,214,220,134,214,52,326,421,214,472,126,442,433,471,615,542,739,437,305,173,214,214,214,112,688
"G4803750","2015","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",18995,18256,90,250,226,381,238,451,1124,1339,1570,1206,2219,1603,1154,1108,1048,1393,512,1314,281,344,179,157,0,69,739,"Potter County, Texas",1624,1527,100,201,246,228,233,383,480,709,707,528,755,611,540,441,533,660,314,626,253,281,224,145,214,111,393
"G4803810","2015","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",15007,14350,0,0,79,151,42,105,433,138,637,1769,662,1515,1331,933,1418,1106,1556,1520,312,351,236,56,0,0,657,"Randall County, Texas",1734,1555,214,214,99,199,53,145,358,181,385,570,350,664,616,401,667,524,674,688,230,290,306,87,214,214,476
"G4803970","2015","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2015","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804230","2015","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",26636,25061,236,210,75,395,166,550,592,457,832,1939,1509,2752,2276,2359,1827,3489,1148,1701,1667,627,187,0,0,67,1575,"Smith County, Texas",2589,2414,301,228,95,338,175,370,530,405,593,722,637,826,837,1049,723,1071,571,736,575,410,227,214,214,113,623
"G4804390","2015","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",273996,265760,1081,1624,1364,1354,1728,1701,3068,3328,6794,10817,17928,21168,21844,18316,19202,41160,23042,34975,18275,11788,2663,985,908,647,8236,"Tarrant County, Texas",7159,7047,475,604,650,643,812,644,929,910,1262,1720,2096,2229,2583,2415,2482,3618,2955,3525,2848,2110,1212,453,476,303,1273
"G4804410","2015","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",20407,19076,125,68,276,442,715,703,375,775,1845,1915,1997,1314,1231,833,726,1601,968,1305,959,409,421,73,0,0,1331,"Taylor County, Texas",1963,1872,135,118,224,292,317,425,233,399,760,741,725,540,528,520,427,617,457,514,613,358,372,124,214,214,509
"G4804510","2015","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",17545,16427,0,96,129,112,440,687,724,452,417,1658,801,1766,1233,1063,331,2028,873,2391,298,884,0,0,44,0,1118,"Tom Green County, Texas",1594,1705,214,165,137,134,381,504,315,290,373,914,470,957,633,570,307,820,466,748,230,588,214,214,71,214,599
"G4804530","2015","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",218429,214165,898,649,837,1498,454,472,2009,995,1670,3250,3926,7931,6924,12480,13425,31083,24594,44376,25375,22547,5084,1396,1322,970,4264,"Travis County, Texas",6061,5899,598,426,447,531,248,286,789,541,813,970,1074,1469,1458,2013,1682,3570,2496,3442,3185,2165,1151,471,546,469,887
"G4804690","2015","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",10347,10094,0,0,256,282,184,410,232,193,745,1162,712,758,777,1003,927,601,644,657,453,38,60,0,0,0,253,"Victoria County, Texas",1506,1499,214,214,352,246,255,251,233,182,461,541,476,426,618,658,370,544,375,421,257,67,102,214,214,214,183
