GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G48065000","2014","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",492940,45318,30466,29085,31684,29968,30064,23974,24709,18692,41412,48545,53322,33624,18690,17459,15928,"San Antonio city, Texas",4788,3002,2979,2774,2603,3039,2706,2543,2385,2147,2852,3467,3239,2823,2112,1943,2020
"G48070808","2014","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",28213,1074,276,692,523,912,959,796,707,522,1594,2316,2407,2800,2180,3632,6823,"Sugar Land city, Texas",1927,607,264,476,411,516,417,554,386,429,672,740,812,938,636,880,1189
"G48072176","2014","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",25732,1713,1316,1687,1841,1586,1762,1221,1611,1376,2183,2369,2502,1281,655,970,1659,"Temple city, Texas",1469,548,628,676,710,555,639,449,580,443,737,678,780,553,316,451,765
"G48072656","2014","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",38872,1203,965,805,1031,2210,565,1016,645,486,1312,3179,5515,3566,2602,3616,10156,"The Woodlands CDP, Texas",2644,477,459,549,692,1398,297,631,503,333,685,1104,1964,1042,1071,1151,1998
"G48074144","2014","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",35901,3253,2763,2503,2605,2835,1907,2194,2462,982,3378,2721,3356,2045,892,990,1015,"Tyler city, Texas",1796,819,862,965,789,864,710,765,759,412,786,662,842,617,510,392,494
"G48075428","2014","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",24195,1859,1048,1376,1943,1927,1335,1525,1231,1140,1617,2027,2554,1878,612,1240,883,"Victoria city, Texas",1230,672,432,510,740,727,492,761,592,498,619,627,691,573,304,535,312
"G48076000","2014","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",46843,6433,4166,4397,3914,2481,3781,1948,2031,1474,3784,2822,4220,2815,642,787,1148,"Waco city, Texas",2003,1077,1064,948,997,833,1007,614,695,587,974,785,1018,910,415,451,513
"G48079000","2014","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",34845,3159,2978,1991,2365,1418,2377,2581,2028,1433,3293,2765,3545,2497,654,803,958,"Wichita Falls city, Texas",1958,783,915,619,939,519,824,876,764,439,841,831,870,741,323,367,359
"G49043660","2014","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",22863,556,982,910,646,519,1421,678,1112,231,2688,3913,3380,2070,1313,1432,1012,"Layton city, Utah",1237,373,431,509,297,347,643,410,498,200,923,1006,796,696,518,546,423
"G49050150","2014","UT",,,"Utah","49",,,"Millcreek CDP","50150",,,,,,,,,,,,,,,,"16000US4950150","Millcreek CDP, Utah",26621,1784,925,925,926,1568,1225,1698,1706,1143,2718,3289,3202,1648,857,1707,1300,"Millcreek CDP, Utah",1967,844,391,502,472,555,514,680,817,411,754,771,866,534,389,659,397
"G49055980","2014","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",29689,3159,2133,1688,2302,1250,1760,1765,1866,1080,2939,3377,3569,1246,731,265,559,"Ogden city, Utah",1420,837,736,554,685,466,631,555,652,479,866,901,878,498,387,194,338
"G49057300","2014","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",25216,1596,1278,939,1489,965,1535,959,1230,1004,2056,3036,4187,2178,817,1240,707,"Orem city, Utah",1241,612,454,407,514,423,493,431,488,321,464,705,681,556,304,322,225
"G49062470","2014","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",32916,2324,1827,2070,3012,2251,2436,1669,2218,1542,2879,2957,2749,1773,1099,1291,819,"Provo city, Utah",1341,613,588,687,853,803,731,568,727,460,816,753,597,396,404,475,347
"G49065330","2014","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",26640,892,1738,1592,1657,1774,1621,1785,1226,1407,2606,3352,2988,1632,594,1164,612,"St. George city, Utah",1509,405,714,838,702,752,623,707,746,551,781,931,831,652,361,739,419
"G49067000","2014","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",75923,7804,3379,4539,4603,5128,4478,3452,3112,3729,6082,7046,9002,4227,2801,1828,4713,"Salt Lake City city, Utah",2579,1058,869,1122,1125,1262,1073,777,795,960,1122,1337,1242,915,805,552,773
"G49067440","2014","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",27007,437,763,583,718,441,645,1171,560,1102,1791,3001,4797,3819,2543,2552,2084,"Sandy city, Utah",1242,274,388,285,374,308,332,477,225,479,485,774,895,718,672,633,482
"G49082950","2014","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",32100,1057,776,310,1156,1274,1665,1798,1215,1394,3428,4699,6226,3431,1561,1479,631,"West Jordan city, Utah",1686,673,600,221,585,554,1011,980,447,495,936,996,893,735,495,470,331
"G49083470","2014","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",35717,1567,1044,1387,1451,1604,2123,2605,1910,1700,4107,4507,6493,2733,1252,745,489,"West Valley City city, Utah",1911,568,620,634,531,539,761,831,679,607,857,1069,962,559,454,401,344
"G51001000","2014","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",68796,2747,1611,1548,2114,1370,1458,2898,2128,2424,3892,7125,9379,7973,5455,6407,10267,"Alexandria city, Virginia",1406,993,689,537,920,686,758,862,736,1060,931,1369,1514,1304,1222,956,1218
"G51003000","2014","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",100732,4027,1868,2209,2213,2097,1924,2567,1321,2134,4968,7725,11810,13677,10066,13396,18730,"Arlington CDP, Virginia",1834,922,707,887,831,753,713,942,423,805,1104,1395,1763,1938,1643,1522,1893
"G51014440","2014","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",25676,691,363,109,1095,448,436,290,555,794,1396,2310,3743,3746,2506,3020,4174,"Centreville CDP, Virginia",1563,478,273,178,650,257,260,231,336,444,523,775,871,1011,565,579,641
"G51016000","2014","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",83904,4289,3048,3499,3675,2463,3140,3928,2919,2864,7554,10755,12085,10861,4759,5314,2751,"Chesapeake city, Virginia",1433,1326,1080,1115,1080,973,939,1101,666,760,1345,1754,1519,1555,886,1025,706
"G51021088","2014","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",21194,708,358,350,276,309,660,1414,1306,900,1565,2884,2873,2329,1817,1374,2071,"Dale City CDP, Virginia",1646,459,334,278,256,235,403,767,703,455,682,804,745,692,607,426,680
"G51035000","2014","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",53420,3558,3262,2466,4058,3749,2566,2710,3099,2428,4690,6120,5687,3761,2664,1882,720,"Hampton city, Virginia",1636,1220,1087,735,1122,1017,782,878,839,862,904,1236,1188,764,760,648,335
"G51047672","2014","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",27870,3711,1715,2016,2264,1814,1186,994,1576,1090,1878,3128,2804,2094,601,425,574,"Lynchburg city, Virginia",1111,1097,525,605,696,783,496,381,620,402,545,1005,713,740,284,247,303
"G51056000","2014","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",68768,5696,3340,2799,3877,3941,4193,3554,3882,3265,7065,7870,8139,4427,2489,2595,1636,"Newport News city, Virginia",1569,1098,757,769,1162,1123,1020,1055,920,883,1335,1494,1264,875,660,699,503
"G51057000","2014","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",87760,10074,5732,4848,5403,4538,5726,4989,4033,4326,6440,8458,9554,6115,2497,2351,2676,"Norfolk city, Virginia",1634,1132,1082,968,844,880,1070,1119,1068,937,1103,1423,1245,1069,647,638,536
"G51064000","2014","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",37123,3915,1892,1500,2769,2413,2626,2519,937,1624,2723,3887,5594,2656,1160,646,262,"Portsmouth city, Virginia",1043,765,731,424,791,780,837,665,435,566,579,837,1016,681,424,316,187
"G51067000","2014","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",88421,10526,5754,4455,6315,4428,4836,4818,4103,4840,8017,6316,8234,5309,3230,2848,4392,"Richmond city, Virginia",1778,1394,1012,988,1117,967,1099,1068,1027,1053,1243,997,1063,1244,903,639,725
"G51068000","2014","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",42636,4038,2903,3653,2678,3163,1928,1993,2025,2274,4249,4637,3917,1485,1413,1151,1129,"Roanoke city, Virginia",1451,1013,848,953,818,1044,717,617,660,831,926,1117,887,574,635,515,437
"G51076432","2014","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",30689,2153,1713,1240,1586,1148,1144,865,948,1793,2411,2770,4623,3585,2136,1414,1160,"Suffolk city, Virginia",1199,594,404,470,536,575,490,352,378,693,653,638,931,859,515,457,305
"G51082000","2014","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",167008,5753,4838,4437,6931,5443,7765,8828,7372,6699,13273,19828,27118,16434,11809,11474,9006,"Virginia Beach city, Virginia",2587,1068,948,972,1471,1158,1474,1397,1372,1345,1528,1871,2561,1604,1595,1658,1046
"G53003180","2014","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",27524,1988,1278,616,676,1252,1480,1055,1410,1063,2776,2955,4919,1941,1212,2074,829,"Auburn city, Washington",1829,682,554,315,235,514,656,523,721,538,908,863,1197,632,525,810,333
"G53005210","2014","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",53945,1987,1571,941,1313,1217,1106,1777,2185,1722,2600,5640,6418,5051,4148,5621,10648,"Bellevue city, Washington",2402,827,743,400,535,475,504,698,833,589,765,1258,1059,963,1089,1046,1448
"G53005280","2014","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",34963,2910,2171,2906,3250,2404,2274,1036,1389,963,3387,3606,3395,1419,1176,1473,1204,"Bellingham city, Washington",1930,954,789,954,1128,898,959,506,608,501,945,944,933,526,450,543,462
"G53022640","2014","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",40895,2932,2117,2020,2686,1749,2871,1747,3110,1285,3335,3030,6058,3340,2165,1628,822,"Everett city, Washington",1992,965,687,692,896,681,964,590,865,498,934,897,976,860,770,569,490
"G53023515","2014","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",35121,1451,1369,1695,1658,2066,1862,1671,2247,1926,2893,4195,4099,2987,2161,1481,1360,"Federal Way city, Washington",1655,653,687,749,844,770,658,568,852,712,1002,1160,839,768,645,567,581
"G53035275","2014","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",27028,1796,1378,1205,2862,1578,1011,2385,696,586,2247,3010,3839,1833,795,900,907,"Kennewick city, Washington",1431,662,581,453,834,639,414,824,332,352,817,900,1091,605,372,424,381
"G53035415","2014","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",41586,2409,1989,1791,1352,1428,2258,1982,1837,1857,2959,5459,4428,5657,2602,2090,1488,"Kent city, Washington",2260,731,821,695,581,572,758,759,550,631,858,1103,956,1035,878,796,423
"G53035940","2014","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",34240,1371,546,1166,382,1152,884,1327,1511,631,2188,2736,3692,5204,3230,3919,4301,"Kirkland city, Washington",1290,483,302,630,286,623,431,495,592,370,642,849,778,887,865,830,915
"G53043955","2014","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",24298,1015,804,792,1152,1217,1054,897,1362,1466,2247,2869,3773,2681,1271,1339,359,"Marysville city, Washington",1375,438,514,418,633,587,487,394,547,659,934,749,973,920,519,639,278
"G53053545","2014","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",20549,1159,1050,1061,1010,839,1034,1659,737,1006,1604,3046,2594,1067,1270,1048,365,"Pasco city, Washington",956,420,531,602,581,590,664,629,404,574,679,872,776,550,705,520,229
"G53057745","2014","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",36913,1486,1197,1299,1452,1531,1594,1053,2716,1279,2673,3659,5774,4122,2342,2271,2465,"Renton city, Washington",1845,637,587,605,716,566,610,400,898,534,910,936,1202,1015,625,685,782
"G53063000","2014","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",304564,23646,10045,12229,11597,10625,11040,11036,10904,11680,18293,27947,33977,30988,19002,29646,31909,"Seattle city, Washington",4479,2578,1769,1868,1632,1713,1799,1737,1657,1918,2237,2609,2919,2644,1913,2814,2333
"G53067000","2014","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",85300,7453,6884,5655,5273,4318,5172,4708,4390,3105,7455,8139,9978,5566,3049,2268,1887,"Spokane city, Washington",2097,1254,1466,1217,1185,1106,1093,971,963,1047,1162,1570,1486,1076,783,678,535
"G53067167","2014","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",36986,2588,1638,1963,2889,2677,2069,2778,1469,2131,3198,4285,4683,2085,1131,1220,182,"Spokane Valley city, Washington",1538,737,732,796,920,949,689,959,543,684,1004,895,812,648,439,517,180
"G53070000","2014","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",78717,7875,4050,4621,3636,3503,3778,3692,3153,3462,7503,7660,9081,6933,3727,3482,2561,"Tacoma city, Washington",2620,1287,796,1177,1086,912,956,841,904,914,1287,1522,1160,1098,729,721,609
"G53074060","2014","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",67721,4463,1623,2376,4107,4716,4404,3293,4466,3076,6225,8023,8630,5732,2419,2393,1775,"Vancouver city, Washington",1880,1013,479,730,958,1035,926,855,1231,789,1201,1212,1215,941,594,777,556
"G53080010","2014","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",33212,2003,2965,1628,1539,3269,2272,1795,2410,1849,2279,4094,3558,1586,762,501,702,"Yakima city, Washington",1530,696,909,729,424,1016,686,736,898,676,771,1025,995,588,388,432,433
"G55002375","2014","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",28648,1806,1505,1048,1335,1575,1489,1599,1051,1758,2359,3345,4485,2221,1176,839,1057,"Appleton city, Wisconsin",1213,714,528,374,437,476,453,576,447,618,598,622,753,543,433,348,316
"G55022300","2014","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",27180,1525,2477,1678,2118,1902,2202,1219,1468,1338,2127,2118,3019,1991,1112,653,233,"Eau Claire city, Wisconsin",1288,571,797,564,713,618,609,431,610,636,596,610,593,761,554,309,173
"G55031000","2014","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",42292,3215,3374,2618,3038,2950,2214,2031,2230,2696,4199,3026,4764,3625,943,508,861,"Green Bay city, Wisconsin",1538,916,878,619,1010,802,585,665,662,770,765,741,964,867,333,246,351
"G55039225","2014","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",36471,3316,1743,2107,2369,2474,1612,1599,1653,1046,3118,3611,4658,3927,1055,1452,731,"Kenosha city, Wisconsin",1510,981,627,627,721,785,539,480,659,419,788,776,1112,958,361,524,382
"G55048000","2014","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",103771,9366,4658,4761,4896,4007,4557,5690,4749,4217,8394,11036,12069,10453,5448,5325,4145,"Madison city, Wisconsin",2821,1780,867,1112,1096,999,1102,1116,1153,926,1406,1634,1636,1264,1061,1028,809
"G55053000","2014","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",233161,28534,19713,17806,20057,14173,16162,11854,11102,9871,17774,21562,20386,10551,5496,4119,4001,"Milwaukee city, Wisconsin",3609,2627,1945,1927,1974,1771,1661,1494,1618,1253,1571,1983,1889,1348,873,763,840
"G55060500","2014","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",26698,1297,1972,2537,1675,2006,1465,2018,1146,1299,2134,3294,2793,1057,857,642,506,"Oshkosh city, Wisconsin",1533,553,638,693,563,656,557,688,419,577,447,687,661,406,358,315,301
"G55066000","2014","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",29646,2514,2099,2841,1886,2320,1453,1554,1525,1539,3476,2723,2653,1431,735,769,128,"Racine city, Wisconsin",1497,868,681,767,761,847,602,596,532,808,825,745,825,511,455,512,167
"G55084250","2014","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",28137,1750,1028,1699,1280,1114,1895,1138,1502,1288,1960,2925,3705,3106,1948,1248,551,"Waukesha city, Wisconsin",1426,826,492,641,592,392,597,472,587,645,641,722,893,884,516,420,298
"G72006593","2014","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",65210,14918,6643,5734,5005,3556,4282,3991,3462,2594,3777,4706,2934,1840,454,923,391,"Bayamón zona urbana, Puerto Rico",2165,1753,1121,1176,884,757,887,834,805,698,928,918,681,630,328,393,293
"G72010334","2014","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",29881,7279,3412,2403,2840,1895,2376,1539,1199,859,2119,2048,1237,460,215,0,0,"Caguas zona urbana, Puerto Rico",1698,1261,837,661,941,648,841,598,534,362,688,679,551,258,257,220,220
"G72014290","2014","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",60040,11313,4403,5061,5132,5318,4208,3058,3743,2483,3549,4739,3747,1620,823,307,536,"Carolina zona urbana, Puerto Rico",2105,1556,978,977,1101,1307,1051,1106,1054,697,813,1149,806,619,524,252,295
"G72032522","2014","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",26674,5042,1443,1530,1619,1230,1637,1167,736,819,1545,1895,2448,2095,767,1318,1383,"Guaynabo zona urbana, Puerto Rico",1499,962,558,559,666,402,672,505,384,350,620,643,854,552,373,597,587
"G72052431","2014","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",23989,9442,3067,1744,2119,1356,1614,642,649,369,696,881,505,486,125,31,263,"Mayagüez zona urbana, Puerto Rico",1284,1133,725,524,607,597,609,337,395,263,388,421,309,295,148,53,219
"G72063820","2014","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",46905,17041,5635,3744,4126,2918,2634,1405,1598,1232,1101,1957,1242,929,318,560,465,"Ponce zona urbana, Puerto Rico",1828,1285,934,763,806,669,684,537,592,467,491,623,475,500,284,368,298
"G72076770","2014","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",143569,41722,15588,13966,10015,7952,6847,6113,5796,3818,7367,7749,6068,3772,1799,1971,3026,"San Juan zona urbana, Puerto Rico",3570,2818,1767,1568,1274,1512,1047,1133,1002,836,1150,1343,1163,987,557,693,622
