GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G48061796","2015","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",38816,1753,498,1174,1661,568,1704,1518,827,1147,3007,4507,4964,4129,2790,4707,3862,"Richardson city, Texas",1793,578,243,476,829,445,637,601,471,508,915,1136,1037,834,825,998,918
"G48063500","2015","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",36819,677,810,725,1334,1763,1942,782,1252,1536,3200,3902,7019,5224,1952,2540,2161,"Round Rock city, Texas",1744,361,464,460,789,782,708,353,626,740,883,1244,1250,1245,643,743,798
"G48064472","2015","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",37817,2864,1759,2445,2772,3501,1839,1795,1439,1472,2243,5464,4106,2123,1536,721,1738,"San Angelo city, Texas",1619,1038,772,901,877,1259,760,669,525,722,793,1222,1084,912,699,481,729
"G48065000","2015","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",494344,39699,25867,29428,28497,27034,29778,25103,23699,23177,44079,51100,56489,36755,20380,17053,16206,"San Antonio city, Texas",5301,3606,2889,2967,2999,2963,2821,3160,3230,2532,3375,3754,3712,3298,2328,1878,1871
"G48070808","2015","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",29712,917,684,244,816,908,244,408,866,644,1418,2808,3480,2529,2711,4050,6985,"Sugar Land city, Texas",1578,487,430,264,526,528,229,318,550,412,683,1051,929,795,794,1049,1052
"G48072176","2015","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",27319,2569,1774,1443,1478,1716,1538,1498,1705,1274,2485,3271,2990,1275,820,456,1027,"Temple city, Texas",1991,851,767,568,510,580,727,616,688,595,879,805,749,523,458,304,450
"G48072656","2015","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",40446,837,1465,658,84,1595,1955,815,832,243,3237,2386,3900,3562,2638,4918,11321,"The Woodlands CDP, Texas",3082,441,955,557,102,1145,942,501,404,194,1952,956,1010,1108,1479,1724,1569
"G48074144","2015","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",38326,3312,1770,2144,3370,1864,2317,2390,2412,2232,2225,3229,3534,2121,1465,1817,2124,"Tyler city, Texas",2106,759,691,857,904,812,781,768,988,820,773,753,891,695,552,729,620
"G48075428","2015","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",24575,1367,757,1240,1354,1498,1797,1188,1380,900,2079,1762,2632,3550,1093,765,1213,"Victoria city, Texas",899,538,374,572,562,619,560,520,665,400,579,576,796,904,479,309,524
"G48076000","2015","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",48448,7131,2767,3194,3760,3199,2998,2129,3334,2540,3721,4220,3330,2187,1225,1308,1405,"Waco city, Texas",2030,1378,840,832,991,1072,849,757,1259,883,1034,1095,854,766,502,501,429
"G48079000","2015","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",37173,3678,2578,1732,3007,1843,2088,2282,1523,2145,2806,3418,3452,3439,1283,994,905,"Wichita Falls city, Texas",2036,848,565,644,846,645,749,771,586,619,874,861,746,877,462,446,432
"G49043660","2015","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",22883,1082,459,262,809,683,772,659,1081,956,2423,2496,4805,3180,1044,1411,761,"Layton city, Utah",1139,532,356,332,433,467,554,323,524,462,672,676,939,797,396,478,382
"G49055980","2015","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",30954,3151,2221,1650,1576,1878,2489,1527,2033,1724,2182,3387,3871,1056,545,1042,622,"Ogden city, Utah",1491,745,644,665,584,650,714,469,656,684,588,871,902,477,405,414,298
"G49057300","2015","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",27922,1178,1324,1104,1287,1153,1623,1672,2255,1140,2412,3390,3974,1853,1220,902,1435,"Orem city, Utah",1498,557,586,440,485,473,646,573,759,458,727,700,828,520,345,341,375
"G49062470","2015","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",31821,2192,2455,1966,2710,1634,1303,1845,1384,1514,2677,3311,3322,2456,1265,688,1099,"Provo city, Utah",1530,717,779,529,854,569,519,566,459,465,792,813,706,713,491,306,376
"G49065330","2015","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",28196,1258,1025,1361,994,2023,1910,1568,1299,906,3031,4142,3905,1637,908,1006,1223,"St. George city, Utah",1932,486,472,530,547,891,668,649,659,420,942,1137,1045,619,412,534,607
"G49067000","2015","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",79031,6925,3812,4101,4731,4937,4589,5130,2794,3127,5282,7503,8652,5740,3604,2587,5517,"Salt Lake City city, Utah",2798,1657,1068,968,1110,1151,1132,1254,652,874,1144,1349,1277,1157,762,699,1038
"G49067440","2015","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",28926,702,332,927,1321,899,673,756,628,777,2170,3830,5065,3404,2196,3313,1933,"Sandy city, Utah",1299,338,296,497,530,458,392,328,356,310,686,1044,944,737,722,749,437
"G49070850","2015","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",18458,293,257,184,183,491,260,225,527,48,1264,2079,3460,2083,1893,3170,2041,"South Jordan city, Utah",1339,234,267,240,187,528,292,195,343,78,663,931,933,656,668,922,729
"G49082950","2015","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",32234,303,996,629,691,1847,1805,1714,1021,1475,2721,4196,5896,4093,2236,1549,1062,"West Jordan city, Utah",1718,173,608,304,429,839,869,861,512,733,770,1003,964,1184,630,577,461
"G49083470","2015","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",35654,1614,1085,1384,2053,1532,1409,2377,1320,2224,4046,4426,5902,3620,1566,507,589,"West Valley City city, Utah",1572,735,481,680,746,604,534,692,395,730,984,1042,918,779,565,261,332
"G51001000","2015","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",69008,3023,725,1823,1327,2352,1666,1727,2899,1565,4111,7310,8785,8095,6549,6748,10303,"Alexandria city, Virginia",1720,896,396,854,567,951,620,759,899,576,859,1166,1352,1037,1307,1042,1176
"G51003000","2015","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",103408,4457,1220,1276,2931,1389,2211,1541,2017,1707,5338,9611,13921,12619,8472,15083,19615,"Arlington CDP, Virginia",2223,1027,500,477,953,557,737,540,689,824,1145,1583,1738,1710,1340,1739,1614
"G51014440","2015","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",24169,786,325,423,305,154,490,263,868,628,1405,2057,3725,3770,2161,3255,3554,"Centreville CDP, Virginia",1490,420,252,310,263,128,323,218,511,474,454,749,925,777,801,615,707
"G51016000","2015","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",83593,3012,2353,2003,3719,2738,3197,4161,4869,3422,6657,9251,13530,8374,6412,5707,4188,"Chesapeake city, Virginia",2069,1012,785,798,1111,992,977,1001,1384,1040,1243,1533,1783,1438,971,1037,827
"G51021088","2015","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",19570,287,153,516,670,431,411,975,857,688,1230,2064,3440,2769,2167,1399,1513,"Dale City CDP, Virginia",1678,366,120,541,476,252,312,462,519,408,539,658,790,688,590,486,488
"G51035000","2015","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",53132,4407,2921,2742,3226,2537,2465,3251,2110,2220,4012,7216,7094,4248,1547,2023,1113,"Hampton city, Virginia",1793,1286,914,833,1019,663,723,876,941,712,871,1351,1377,868,575,680,577
"G51047672","2015","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",27864,2844,2162,1558,1767,1829,1827,2224,1378,918,1863,2599,3007,1537,770,718,863,"Lynchburg city, Virginia",1249,778,947,751,822,842,678,747,664,458,650,742,844,566,352,379,396
"G51056000","2015","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",70546,5324,3601,4452,4276,3794,4207,3219,3586,3509,5503,7719,8480,6510,1863,2503,2000,"Newport News city, Virginia",1565,1120,935,1206,880,918,1110,1050,1068,910,1150,1426,1350,1157,540,792,663
"G51057000","2015","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",87819,9878,4863,4043,5499,4292,5337,3481,5507,4352,7960,9191,8627,5175,2949,3727,2938,"Norfolk city, Virginia",1920,1531,843,870,1224,887,1101,817,1052,1023,1193,1363,1268,901,723,758,598
"G51064000","2015","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",36654,2539,2689,2804,2335,1615,1519,1458,2047,1529,4682,4018,4234,2742,1125,728,590,"Portsmouth city, Virginia",1053,728,753,881,605,597,576,607,625,558,1178,850,926,701,457,290,332
"G51067000","2015","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",91396,12190,7521,5461,6416,5471,4259,4474,5907,3040,6004,7821,6583,5223,2857,3371,4798,"Richmond city, Virginia",2070,1868,1469,1236,1337,1129,877,880,1166,655,1194,1466,1001,930,700,827,960
"G51068000","2015","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",41501,4909,2675,3319,2314,2187,3242,2165,3023,2059,2883,4109,4330,1900,826,666,894,"Roanoke city, Virginia",1203,1329,949,962,644,887,1120,683,1004,823,807,1025,1034,738,394,286,565
"G51076432","2015","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",32232,2219,1546,1430,941,1527,1413,1600,829,1163,3024,3489,5088,2919,2000,1696,1348,"Suffolk city, Virginia",902,624,600,693,451,581,564,488,347,551,724,669,969,638,498,451,441
"G51082000","2015","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",169097,5684,3620,5819,6696,7933,8292,7078,7807,6724,13211,22233,27890,17769,10704,9668,7969,"Virginia Beach city, Virginia",2240,1057,865,1305,1164,1341,1451,1565,1328,1358,1989,2228,2506,2042,1232,1196,1185
"G53003180","2015","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",27829,1204,464,558,565,1626,1337,1396,986,1150,1854,3817,4264,3641,1666,1565,1736,"Auburn city, Washington",1738,423,265,323,286,664,622,556,412,568,501,1116,1023,787,529,492,525
"G53005210","2015","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",56937,3014,1059,1866,917,1511,973,793,1616,1659,3458,5035,6733,5731,3973,7852,10747,"Bellevue city, Washington",2041,931,508,737,410,696,539,361,682,684,1052,1489,1109,1171,771,1256,1596
"G53005280","2015","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",32933,3364,2055,1657,1501,1741,2451,1949,1055,842,3176,3449,3491,2488,1177,1624,913,"Bellingham city, Washington",1789,1041,785,715,639,805,868,670,584,379,976,895,1011,957,460,618,426
"G53022640","2015","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",44510,3268,1350,2579,3516,1342,2687,2674,1461,2275,4204,4632,6072,2518,2371,1886,1675,"Everett city, Washington",2288,961,568,958,1110,547,902,861,688,684,1137,1023,1083,676,879,518,527
"G53023515","2015","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",35244,2504,1419,1426,924,1950,1634,1863,1333,1426,2390,3644,5267,3939,2042,2437,1046,"Federal Way city, Washington",1772,859,467,854,438,726,720,686,609,639,954,873,990,858,667,636,425
"G53035275","2015","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",27849,1940,1402,1681,1687,1587,907,1975,708,1553,1862,3592,3491,2751,1394,909,410,"Kennewick city, Washington",1468,757,624,760,694,632,450,645,376,511,616,929,944,740,664,427,300
"G53035415","2015","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",40844,2087,957,1111,983,1625,2903,1838,1795,1605,3122,4831,6259,3277,3023,2847,2581,"Kent city, Washington",1855,782,517,470,475,647,908,856,629,596,807,1248,1260,612,770,832,919
"G53035940","2015","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",37497,1240,518,955,968,623,871,1475,1167,647,1469,2966,4863,5474,2643,5221,6397,"Kirkland city, Washington",1698,554,444,410,565,374,494,645,515,329,616,772,1032,1104,820,928,1108
"G53043955","2015","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",23790,1316,688,537,619,951,1105,709,600,758,1631,2944,4598,3986,1676,1280,392,"Marysville city, Washington",1060,598,359,393,444,459,418,400,323,640,628,717,1045,944,685,548,251
"G53053545","2015","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",19606,1207,618,686,921,474,1166,671,1328,928,1788,2145,4298,1383,802,334,857,"Pasco city, Washington",1059,602,509,391,552,367,578,349,583,518,775,644,1122,601,474,241,541
"G53057745","2015","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",38732,1777,1411,1124,1203,1248,1866,1860,1280,1121,4124,5011,5030,4092,2380,2352,2853,"Renton city, Washington",1813,760,791,615,608,527,1016,817,666,599,1188,1197,1055,910,710,679,729
"G53063000","2015","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",311038,19695,9559,9724,9173,9231,11315,9514,12273,11650,18132,27004,36228,33209,24633,29328,40370,"Seattle city, Washington",5065,2612,1783,1683,1720,1539,2087,1995,2008,2095,1822,2823,2845,2676,2911,2390,2407
"G53067000","2015","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",87867,8362,5355,4918,5395,5779,5047,5338,4221,4484,7342,8545,9833,5637,3287,2146,2178,"Spokane city, Washington",2567,1089,1109,1045,1293,1229,1109,1320,894,1101,1122,1381,1318,1159,930,556,741
"G53067167","2015","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",39322,2378,2727,2095,2424,3210,3845,1153,2737,2304,2975,4351,4369,2202,1362,759,431,"Spokane Valley city, Washington",2136,782,981,937,940,927,1318,464,891,736,810,992,1053,628,458,446,258
"G53070000","2015","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",81647,6579,4317,4150,4560,3266,3953,4387,5104,3020,6858,9372,11006,5724,3041,3681,2629,"Tacoma city, Washington",2517,1185,909,1010,1139,1016,886,982,1181,974,1253,1512,1278,1035,669,970,700
"G53074060","2015","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",68513,2810,3070,3492,3903,2851,3319,3869,4786,3724,7362,7512,8057,5103,4045,2137,2473,"Vancouver city, Washington",2139,812,743,910,882,741,858,1011,1021,1103,1361,1234,1211,1037,950,618,773
"G53080010","2015","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",33290,2050,1875,2681,2582,1617,2507,1212,2325,2450,2336,4055,3296,1703,626,1170,805,"Yakima city, Washington",1708,695,604,775,813,729,793,439,736,1029,802,998,938,570,296,516,484
"G55002375","2015","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",29201,1086,1405,1564,2442,1508,2235,1516,1672,1379,1996,2934,3858,2258,1447,1135,766,"Appleton city, Wisconsin",1359,416,474,474,699,513,764,459,529,436,509,732,723,537,468,353,294
"G55022300","2015","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",26475,1351,1882,1082,2043,1452,1293,1610,1399,1630,2488,3207,3095,1872,942,517,612,"Eau Claire city, Wisconsin",1391,509,639,538,695,598,460,535,506,652,752,775,778,612,367,354,311
"G55031000","2015","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",42864,3396,2177,3392,3056,3110,2768,2705,2066,2087,3323,4614,5773,2001,830,825,741,"Green Bay city, Wisconsin",1732,977,700,1050,858,900,706,741,763,572,637,831,1118,559,367,348,350
"G55039225","2015","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",37852,2478,1328,2757,2312,1801,2891,2549,1892,1492,3087,4371,4181,3560,1053,1518,582,"Kenosha city, Wisconsin",1587,760,597,972,851,636,874,795,610,570,733,751,791,947,446,587,329
"G55048000","2015","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",105922,6794,4926,3273,6477,5109,5419,5436,4965,3621,8745,12433,14748,8646,5142,5233,4955,"Madison city, Wisconsin",2755,1386,1065,799,1319,1219,1151,1237,1226,838,1417,1650,1593,1200,925,883,875
"G55053000","2015","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",232104,27698,17143,16836,16910,14783,15270,12179,12411,9336,20034,20957,22520,11816,6237,4466,3508,"Milwaukee city, Wisconsin",3649,2492,1705,1829,1879,1697,1499,1572,1383,1204,1889,2002,1867,1503,946,769,588
"G55060500","2015","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",25719,1318,1642,1831,1564,2103,1507,1252,1750,1411,2693,2952,2699,1642,545,573,237,"Oshkosh city, Wisconsin",1322,476,551,639,490,817,508,337,533,561,700,698,628,477,235,305,174
"G55066000","2015","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",29796,2074,2111,1874,3390,1618,2019,1371,854,1648,2836,2650,4270,1479,571,448,583,"Racine city, Wisconsin",1536,866,778,622,851,698,686,656,419,552,672,721,839,545,405,228,233
"G55084250","2015","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",29349,1642,1235,1297,1796,972,1038,1128,1625,1298,2242,3433,4286,3653,1445,1189,1070,"Waukesha city, Wisconsin",1304,591,519,579,783,362,447,513,523,552,694,869,852,744,494,476,450
"G72006593","2015","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",63857,13816,5683,6823,5306,4108,3842,3983,3768,3038,3110,3901,3463,1317,712,753,234,"Bayamón zona urbana, Puerto Rico",2083,1230,926,896,1007,990,812,828,920,761,742,878,800,532,386,421,227
"G72010334","2015","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",29813,7952,3113,3436,1834,1319,2619,1631,1404,464,1782,1691,2090,270,121,0,87,"Caguas zona urbana, Puerto Rico",1566,1296,739,777,470,445,935,697,487,240,669,629,787,245,203,221,104
"G72014290","2015","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",56613,10686,5044,5598,5756,2760,3189,2741,2943,1885,4287,4888,3145,1654,502,935,600,"Carolina zona urbana, Puerto Rico",2242,1511,1140,1128,994,776,844,854,811,643,1006,1201,983,643,483,486,399
"G72032522","2015","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",26494,4208,1463,1256,1553,1283,1139,1140,766,1674,1532,2289,1825,1678,1726,1236,1726,"Guaynabo zona urbana, Puerto Rico",1321,988,607,549,613,525,454,538,488,683,539,777,628,768,691,561,556
