GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AP2FE001,AP2FE002,AP2FE003,AP2FE004,AP2FE005,AP2FE006,AP2FE007,AP2FE008,AP2FE009,AP2FE010,AP2FE011,AP2FE012,AP2FE013,AP2FE014,AP2FE015,AP2FE016,AP2FE017,NAME_M,AP2FM001,AP2FM002,AP2FM003,AP2FM004,AP2FM005,AP2FM006,AP2FM007,AP2FM008,AP2FM009,AP2FM010,AP2FM011,AP2FM012,AP2FM013,AP2FM014,AP2FM015,AP2FM016,AP2FM017
"G12017100","2022","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"1600000US1217100","1217100","Delray Beach city, Florida",26688,1626,761,398,1573,856,775,1038,1249,873,1340,1943,3675,2548,1696,2252,4085,"Delray Beach city, Florida",2441,629,382,358,689,539,460,505,565,411,685,913,992,749,682,712,1006
"G12017200","2022","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"1600000US1217200","1217200","Deltona city, Florida",32909,1246,801,441,1276,1271,942,1031,2115,1307,2410,4002,7357,2554,2725,1924,1507,"Deltona city, Florida",1824,655,481,250,530,462,559,564,937,566,851,1099,1700,746,1012,613,716
"G12017935","2022","FL",,,"Florida","12",,,"Doral city","17935",,,,,,,,,,,,,,,,"1600000US1217935","1217935","Doral city, Florida",25770,1191,271,653,418,631,453,507,43,595,1967,4241,3411,1576,2513,2882,4418,"Doral city, Florida",1290,649,232,542,438,340,333,437,71,386,830,1326,940,752,967,977,1035
"G12024000","2022","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"1600000US1224000","1224000","Fort Lauderdale city, Florida",80089,4299,2561,2947,3644,2495,3980,1841,2667,2699,4744,6218,7668,6738,5737,8466,13385,"Fort Lauderdale city, Florida",3967,1065,795,1105,1197,966,1276,1063,869,1055,1381,1638,1581,1566,1527,1736,2102
"G12024125","2022","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"1600000US1224125","1224125","Fort Myers city, Florida",40790,3206,868,2348,1803,1185,1871,2569,2028,1259,3017,2978,5312,4045,2379,1881,4041,"Fort Myers city, Florida",2484,1152,486,1047,874,684,961,1002,879,506,1053,1026,1385,1091,753,571,994
"G12024581","2022","FL",,,"Florida","12",,,"Four Corners CDP","24581",,,,,,,,,,,,,,,,"1600000US1224581","1224581","Four Corners CDP, Florida",28434,493,571,476,442,1589,1277,1608,438,1437,1938,3776,4488,2809,1786,2747,2559,"Four Corners CDP, Florida",3387,386,557,316,317,956,984,855,282,825,919,1599,1494,1430,1083,1119,1060
"G12025175","2022","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"1600000US1225175","1225175","Gainesville city, Florida",60343,8480,3957,3758,2538,4036,2944,1893,3563,2785,3157,4289,7331,3445,3107,2615,2445,"Gainesville city, Florida",2371,1692,1389,1259,1404,1326,1744,677,1445,1304,1023,1167,1700,1139,1027,805,1096
"G12030000","2022","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"1600000US1230000","1230000","Hialeah city, Florida",78015,5486,5600,4404,4656,3962,3898,3178,3508,2400,5733,9111,8673,6377,3709,3734,3586,"Hialeah city, Florida",2464,1396,1345,1210,1162,1068,1145,1093,1122,750,1340,1952,1610,1559,1158,1140,1021
"G12032000","2022","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"1600000US1232000","1232000","Hollywood city, Florida",63958,3302,2378,3553,3905,3894,3507,2302,3167,1979,4024,5443,8082,5112,4495,4017,4798,"Hollywood city, Florida",2694,1289,976,1485,1515,1285,1230,920,1166,919,1269,1503,1491,1188,1121,1040,1108
"G12032275","2022","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"1600000US1232275","1232275","Homestead city, Florida",27124,2333,1199,1111,1835,1047,1244,630,1505,303,2046,2621,4122,3427,1337,1612,752,"Homestead city, Florida",1929,1086,854,821,865,718,804,422,739,311,1166,1239,1174,1736,807,664,445
"G12035000","2022","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"1600000US1235000","1235000","Jacksonville city, Florida",395223,21817,13346,14850,18024,13231,15456,14609,16272,17106,29623,38101,58827,41810,22646,31596,27909,"Jacksonville city, Florida",4608,3029,2440,2776,3327,2338,2471,2767,2660,3059,4148,4079,5129,4448,2553,3251,3015
"G12036100","2022","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"1600000US1236100","1236100","Kendall CDP, Florida",31159,1531,317,750,1200,955,881,1151,706,1272,1568,3029,3929,2987,2248,2950,5685,"Kendall CDP, Florida",2808,891,198,447,715,493,670,688,464,720,625,1134,1099,861,993,931,1107
"G12036950","2022","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"1600000US1236950","1236950","Kissimmee city, Florida",29541,2542,1942,1031,2570,928,2145,2009,1835,859,1452,1911,5157,2252,1613,773,522,"Kissimmee city, Florida",2758,1416,1011,615,1194,824,1486,1131,998,514,747,895,1674,1095,868,512,548
"G12038250","2022","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"1600000US1238250","1238250","Lakeland city, Florida",50058,3201,1960,894,2224,2615,2697,2249,2886,2628,4774,5448,7196,4351,3894,1521,1520,"Lakeland city, Florida",3030,1237,738,458,888,931,1176,836,970,1092,1533,1475,1554,1119,1331,709,592
"G12039425","2022","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"1600000US1239425","1239425","Largo city, Florida",40099,3254,2481,1129,1522,2256,1962,1860,1063,1745,4645,3524,6419,3173,1566,2042,1458,"Largo city, Florida",2460,1079,868,476,659,840,890,840,506,682,1435,850,1358,800,721,947,608
"G12039550","2022","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"1600000US1239550","1239550","Lauderhill city, Florida",25091,2091,1222,1507,1277,1795,1227,1712,1814,1041,2286,1802,2036,2121,982,932,1246,"Lauderhill city, Florida",1980,1108,686,733,690,1100,626,806,902,791,970,819,893,851,515,593,675
"G12039925","2022","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"1600000US1239925","1239925","Lehigh Acres CDP, Florida",43929,2776,2159,1149,864,884,1574,1019,2687,2001,4628,5951,6821,5597,2381,2313,1125,"Lehigh Acres CDP, Florida",3025,1006,958,690,463,571,707,652,1399,724,1258,1489,1610,1562,926,911,751
"G12043975","2022","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"1600000US1243975","1243975","Melbourne city, Florida",37902,3512,2062,1481,1506,1741,1304,1620,1037,1197,2195,3855,4339,3310,2970,3479,2294,"Melbourne city, Florida",2223,1069,854,588,752,780,573,751,451,547,766,1051,1025,1195,1190,1477,1091
"G12045000","2022","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"1600000US1245000","1245000","Miami city, Florida",199578,17186,12360,10827,7504,6948,10480,9092,6844,3207,13604,17818,22389,14198,9309,14794,23018,"Miami city, Florida",4782,2998,2415,2376,1896,1717,2003,2111,1637,1004,2747,2693,3510,2407,2067,2498,2467
"G12045025","2022","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"1600000US1245025","1245025","Miami Beach city, Florida",41597,2644,2909,1880,1522,1458,1988,1018,1089,1922,2959,2606,3973,2661,1503,4197,7268,"Miami Beach city, Florida",2885,1076,1239,954,746,675,1217,583,561,741,969,842,970,813,676,1230,1171
"G12045060","2022","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"1600000US1245060","1245060","Miami Gardens city, Florida",36040,2776,2030,1027,1744,895,1489,1465,1389,1379,3461,3340,7058,3950,1640,1022,1375,"Miami Gardens city, Florida",2179,1053,881,583,647,447,711,755,666,673,1080,1064,1274,1180,649,451,739
"G12045975","2022","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"1600000US1245975","1245975","Miramar city, Florida",45016,2566,252,529,886,1395,685,971,1735,2377,3191,6028,7640,5021,2646,4409,4685,"Miramar city, Florida",2883,1286,259,365,553,851,432,580,1136,1215,1135,1758,1761,1390,931,1182,1332
"G12049675","2022","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"1600000US1249675","1249675","North Port city, Florida",34297,1057,548,904,1000,1432,1851,966,1357,1361,2207,3424,5819,4318,4687,1737,1629,"North Port city, Florida",2308,523,352,541,730,832,977,472,739,643,1043,979,1275,1219,1771,818,613
"G12050750","2022","FL",,,"Florida","12",,,"Ocala city","50750",,,,,,,,,,,,,,,,"1600000US1250750","1250750","Ocala city, Florida",24206,2947,1458,891,700,2317,850,1109,1913,718,1957,2637,1947,2209,832,1357,364,"Ocala city, Florida",1755,1150,832,529,416,1282,521,597,981,467,869,1085,718,852,532,700,249
"G12053000","2022","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"1600000US1253000","1253000","Orlando city, Florida",136364,10918,3589,4566,2447,5010,7037,5726,6619,4367,11851,15911,17583,11064,7673,9592,12411,"Orlando city, Florida",4604,2401,982,1409,831,1669,1568,1703,1872,1180,2402,3104,3410,2372,1813,1885,2175
"G12054000","2022","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"1600000US1254000","1254000","Palm Bay city, Florida",44338,1093,639,1156,1110,1443,2144,1969,3085,2096,3572,5079,6541,5451,4044,3572,1344,"Palm Bay city, Florida",2224,466,365,681,598,686,833,789,1217,979,1233,1445,1597,1196,1416,1100,512
"G12054200","2022","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"1600000US1254200","1254200","Palm Coast city, Florida",42656,1439,951,882,1174,1423,2636,3023,2383,1789,3873,3675,6262,4860,2301,3463,2522,"Palm Coast city, Florida",1775,622,570,628,726,671,1044,1052,994,806,1157,1084,1612,1465,719,1037,826
"G12054350","2022","FL",,,"Florida","12",,,"Palm Harbor CDP","54350",,,,,,,,,,,,,,,,"1600000US1254350","1254350","Palm Harbor CDP, Florida",27531,837,1126,625,641,956,1391,1372,597,818,1048,2948,3518,3428,1982,2955,3289,"Palm Harbor CDP, Florida",2266,483,895,388,454,446,686,666,333,438,531,1029,903,1112,797,970,1155
"G12055775","2022","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"1600000US1255775","1255775","Pembroke Pines city, Florida",62685,3691,2771,1200,1627,1563,1275,2757,2696,2235,4587,5008,8827,6941,5003,6517,5987,"Pembroke Pines city, Florida",2819,1409,1152,543,1049,764,694,1144,1357,1077,1439,1789,1757,1636,1236,1280,1619
"G12056825","2022","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"1600000US1256825","1256825","Pine Hills CDP, Florida",24183,1282,1204,1294,1774,2423,1822,1438,1166,909,1999,2584,2619,1321,657,603,1088,"Pine Hills CDP, Florida",2764,780,882,1020,1086,1135,1019,881,719,675,990,1232,1181,936,491,377,826
"G12057425","2022","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"1600000US1257425","1257425","Plantation city, Florida",36054,1893,1209,1332,844,1037,862,1022,1419,2083,2263,2176,4049,3767,3047,3961,5090,"Plantation city, Florida",2038,836,773,784,617,761,458,680,834,1402,991,709,1279,994,1057,1511,1214
"G12057900","2022","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"1600000US1257900","1257900","Poinciana CDP, Florida",27494,1608,1752,1705,778,798,911,1103,1071,1755,2328,3913,3380,2553,1573,845,1421,"Poinciana CDP, Florida",3059,923,1088,1183,454,557,760,758,834,1083,1150,1263,1135,1292,929,641,802
"G12058050","2022","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"1600000US1258050","1258050","Pompano Beach city, Florida",48177,3348,2803,1569,1805,1463,2060,2451,2022,1679,4163,6005,6841,4237,2091,2576,3064,"Pompano Beach city, Florida",2689,1127,1293,834,821,699,997,1048,935,857,1114,1637,1441,1435,782,1060,900
"G12058350","2022","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"1600000US1258350","1258350","Port Charlotte CDP, Florida",26788,878,599,571,1581,1538,696,896,1026,1663,2681,5085,4774,1392,1097,1768,543,"Port Charlotte CDP, Florida",2414,522,464,339,879,690,504,411,506,763,989,1319,1218,545,522,658,289
"G12058715","2022","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"1600000US1258715","1258715","Port St. Lucie city, Florida",82788,3184,2026,2104,3531,2640,3446,2625,4484,3704,7269,8534,13691,9628,5569,6159,4194,"Port St. Lucie city, Florida",3392,1340,779,900,1354,1218,1556,970,1721,1159,1767,1601,2349,2327,1621,1463,1011
"G12060950","2022","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"1600000US1260950","1260950","Riverview CDP, Florida",38803,1636,729,1436,961,1448,677,880,557,691,1952,3717,5177,6384,3372,4575,4611,"Riverview CDP, Florida",3367,1240,685,1027,1007,723,417,615,403,396,1084,1352,1550,2023,1085,1603,1294
"G12063000","2022","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"1600000US1263000","1263000","St. Petersburg city, Florida",117276,8683,4502,4200,3649,3368,4311,4620,4492,3493,9565,11446,14537,10619,7597,8986,13208,"St. Petersburg city, Florida",4186,1838,1163,1193,1186,971,1150,1128,1330,1013,1661,1847,2443,1747,1508,1540,1852
"G12068350","2022","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"1600000US1268350","1268350","Spring Hill CDP, Florida",45677,2830,1360,886,1815,1722,1447,2760,1244,2817,4920,4377,8334,4213,2780,2093,2079,"Spring Hill CDP, Florida",2254,1057,663,462,741,711,662,1036,658,1093,1246,1285,1477,1127,1186,648,782
"G12069700","2022","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"1600000US1269700","1269700","Sunrise city, Florida",36798,1331,1063,1608,728,2251,1740,1107,1079,1846,2055,3910,6290,4104,2638,2563,2485,"Sunrise city, Florida",2315,699,791,966,473,981,878,587,691,1052,805,1183,1548,1510,901,849,1112
"G12070600","2022","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",83747,9054,4289,4001,3908,3037,4117,3685,2815,4237,7065,7998,10668,5773,2425,4328,6347,"Tallahassee city, Florida",2241,2011,1355,1241,1315,1203,1100,1297,756,1344,1445,1783,1869,1141,657,1229,1318
"G12070675","2022","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",32274,1474,2245,1091,1293,1511,968,1190,2045,1785,4436,3134,4263,2224,1646,1728,1241,"Tamarac city, Florida",1865,693,1058,752,772,882,728,649,826,802,1786,1151,1322,604,661,1002,722
"G12071000","2022","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",166243,12053,6016,7740,6265,5621,6656,6194,7631,4423,10357,14471,18683,15361,8756,12536,23480,"Tampa city, Florida",4161,1807,1417,1731,1300,1300,1453,1752,1623,1397,1751,2125,2317,2406,1637,1691,2346
"G12071625","2022","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",45783,1556,213,1135,1674,2265,945,1591,2541,2333,3213,5402,9493,4127,2785,3458,3052,"The Villages CDP, Florida",2307,561,158,493,853,1174,701,664,824,913,1160,1266,1788,1302,980,1478,1091
"G12072145","2022","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",32132,1714,1117,245,1040,1379,879,1373,1166,1187,3813,3646,6589,2610,1468,1442,2464,"Town 'n' Country CDP, Florida",3020,738,755,214,535,726,514,845,743,695,1526,1230,1580,954,778,608,882
"G12075875","2022","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",27725,965,210,613,667,836,205,928,154,888,2167,2710,2949,4019,2377,4978,3059,"Wesley Chapel CDP, Florida",2486,544,204,558,595,676,204,628,148,544,987,977,1093,1252,892,1326,865
"G12076582","2022","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",20634,373,486,181,406,506,577,328,415,214,758,1292,2527,1862,2054,2850,5805,"Weston city, Florida",938,244,383,166,326,289,493,324,433,151,698,616,869,758,702,812,989
"G12076600","2022","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",51208,2870,1554,2083,2357,1578,1678,1762,1481,1097,4035,6551,8556,4263,2009,3635,5699,"West Palm Beach city, Florida",2941,1025,630,896,1100,746,815,880,680,631,1594,1671,1847,1361,768,1216,1257
"G13001052","2022","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",27608,2711,2420,2095,2349,1946,1108,1329,1621,1025,1768,3225,2398,1676,338,780,819,"Albany city, Georgia",1407,1077,790,1141,954,770,589,623,725,563,808,1077,1070,637,342,475,473
"G13001696","2022","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",25403,873,217,248,214,687,964,757,562,253,1369,1603,2382,2066,2117,3565,7526,"Alpharetta city, Georgia",1344,534,191,177,201,593,723,489,363,195,682,705,722,765,739,813,1193
"G13003440","2022","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",52761,5142,3071,2633,3391,2812,2299,3515,2971,1379,2892,5668,6290,3618,1345,3340,2395,"Athens-Clarke County unified government (balance), Georgia",1443,1152,1101,1017,1386,1148,824,1014,1055,657,1050,1694,1705,897,533,874,575
"G13004000","2022","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",236202,17855,12838,7211,6912,7006,7927,7364,3925,6396,12031,18538,30167,23287,14314,20307,40124,"Atlanta city, Georgia",5154,2896,2519,1710,2006,1961,1797,2041,1183,1668,2213,2726,3187,3299,2133,2989,2842
"G13004204","2022","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",74244,7038,3515,4120,4627,3564,4244,2800,4183,3101,5038,7475,8775,5449,3021,3035,4259,"Augusta-Richmond County consolidated government (balance), Georgia",2220,1570,1040,1062,1169,1107,1170,868,1256,1130,1264,1805,1718,1404,908,1074,1181
"G13019000","2022","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",80694,7263,3825,2754,4006,4936,2755,3600,4788,3587,6872,8687,10985,5414,3071,3203,4948,"Columbus city, Georgia",1869,1745,1239,890,1097,1210,863,1414,1637,1294,1650,2259,2175,1569,987,978,1108
"G13042425","2022","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",29459,718,533,84,236,597,631,380,536,232,626,1339,3318,2700,2910,4688,9931,"Johns Creek city, Georgia",1547,499,487,106,182,548,447,244,358,160,363,624,924,794,799,926,1157
"G13049008","2022","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",62061,5362,4874,3792,2692,3234,4188,3710,2070,2236,5029,5747,6166,5083,2769,1702,3407,"Macon-Bibb County, Georgia",2004,1216,1359,1223,897,987,1288,1400,804,847,1604,1261,1713,1517,970,721,1001
"G13067284","2022","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",34850,938,369,386,246,564,544,643,1205,588,1747,2201,3409,3686,3560,4482,10282,"Roswell city, Georgia",1989,575,268,376,227,573,338,370,624,439,724,883,1017,1017,979,906,1402
"G13068516","2022","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",50135,2758,1380,1025,1539,445,1342,798,1134,867,2098,5270,5627,4394,3600,5864,11994,"Sandy Springs city, Georgia",2090,933,966,790,792,300,730,490,635,546,680,1281,1398,1258,1159,1463,1347
"G13069000","2022","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",60764,4579,3371,3583,2995,3396,2700,2430,2116,3301,4518,5719,8409,6189,2168,2882,2408,"Savannah city, Georgia",2366,1106,1011,1013,1055,1430,851,821,861,1128,1403,1186,1977,1295,680,803,804
