GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G48052356","2017","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",27650,869,1289,878,854,1584,1434,371,1318,705,3211,2729,4128,2823,1089,2575,1793,"North Richland Hills city, Texas",1686,450,794,553,420,841,833,263,694,517,874,783,976,793,546,718,533
"G48053388","2017","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",39400,2646,1117,1323,1577,1894,2627,1899,1901,983,4004,5727,5444,3750,1381,2425,702,"Odessa city, Texas",1774,920,639,569,711,831,930,879,794,490,1260,1867,1145,1046,599,808,445
"G48056000","2017","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",47532,4111,3202,2667,1986,2857,3239,1410,1795,2398,3946,4741,5586,3457,2495,2391,1251,"Pasadena city, Texas",2223,1077,1111,863,795,852,962,560,673,774,1068,1097,1057,915,747,652,452
"G48056348","2017","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",42672,1063,259,1583,490,380,738,412,1359,259,2375,3045,7006,6965,6010,5912,4816,"Pearland city, Texas",2274,648,241,1122,373,420,495,394,1032,313,1073,1353,1901,1998,1847,1519,1256
"G48057200","2017","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",22897,2230,1495,2948,1170,906,1043,1087,2055,968,1513,1893,2721,1453,275,850,290,"Pharr city, Texas",1618,911,599,1160,559,633,654,699,879,613,803,929,1186,794,263,642,296
"G48058016","2017","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",106078,4038,1660,977,3372,2499,3280,2585,3536,2575,5658,8997,16303,14721,9201,12728,13948,"Plano city, Texas",3217,1099,702,568,1169,696,825,891,1029,707,1244,1603,2102,2120,1414,1959,1465
"G48061796","2017","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",43017,2326,814,1057,1669,1869,2828,1097,1825,1379,3341,4206,5813,4241,3324,3282,3946,"Richardson city, Texas",2577,1124,388,582,769,766,1034,447,714,637,927,1216,1141,922,1004,772,761
"G48063500","2017","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",38368,763,725,521,888,905,2375,1234,1848,1511,2529,4428,7043,3477,3003,3680,3438,"Round Rock city, Texas",2070,520,449,377,479,552,1317,616,1048,589,934,1180,1369,852,894,894,1158
"G48064472","2017","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",35383,2868,1389,1522,1880,2522,3078,1849,2191,1330,2450,4316,3597,2930,1440,1121,900,"San Angelo city, Texas",1733,954,509,642,759,879,1077,881,756,532,753,1219,934,753,631,596,413
"G48065000","2017","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",501645,43659,24591,27525,28125,25887,25973,28258,24127,22443,42579,50506,57960,38237,22377,21279,18119,"San Antonio city, Texas",5428,3516,2928,2583,2759,2999,2767,3437,2514,2849,3470,3540,3819,3189,2138,2244,1878
"G48070808","2017","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",29065,1344,172,813,498,671,550,378,988,553,1991,2385,2904,2395,2902,2888,7633,"Sugar Land city, Texas",2138,748,171,588,435,395,417,334,878,343,773,840,966,844,927,876,1369
"G48072176","2017","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",27395,2377,524,1342,1613,1517,927,1530,1930,1492,2432,3529,2659,1923,1594,1162,844,"Temple city, Texas",1778,886,254,540,760,557,462,740,633,761,736,1172,759,828,814,541,568
"G48072656","2017","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",42621,1220,609,588,1148,1128,952,693,1124,655,1310,3342,5192,4287,2398,6056,11919,"The Woodlands CDP, Texas",2866,573,297,425,651,703,655,506,1143,376,784,1555,2038,1518,1121,1704,2025
"G48074144","2017","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",36030,3178,1795,1592,2556,1677,1460,1806,2111,1211,3374,3661,4678,1951,1266,2111,1603,"Tyler city, Texas",2013,1149,585,685,848,654,724,668,748,668,905,933,1111,657,482,1024,587
"G48075428","2017","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",23876,1409,1317,1269,2093,933,1126,1682,1052,1146,1847,1790,2554,1913,1291,1576,878,"Victoria city, Texas",1240,697,482,504,759,454,537,651,525,527,600,572,824,776,576,709,370
"G48076000","2017","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",49706,7094,2564,2989,3672,2917,3504,2617,3440,2710,2618,3212,4700,2913,1755,1730,1271,"Waco city, Texas",2323,1342,735,1015,1076,880,1043,905,996,837,923,802,1120,732,615,686,411
"G48079000","2017","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",37535,5941,1923,1120,2407,2393,1642,2205,1854,1572,3110,4279,3711,2171,1328,1320,559,"Wichita Falls city, Texas",2317,1252,704,508,731,724,766,721,652,734,791,982,1032,666,506,521,325
"G49043660","2017","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",23579,333,461,328,251,719,1143,630,938,667,2054,3972,4888,2625,1056,2667,847,"Layton city, Utah",1238,254,452,266,173,580,623,426,533,297,730,1084,799,696,486,688,311
"G49055980","2017","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",30058,3306,1197,1251,1398,1966,2403,1429,2087,1452,2735,2893,3867,1905,863,535,771,"Ogden city, Utah",1609,814,473,472,530,678,774,535,773,520,719,701,772,531,491,285,452
"G49057300","2017","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",28262,1146,1097,1032,916,735,1484,1590,1916,1103,2497,3685,3958,2692,1291,1812,1308,"Orem city, Utah",1250,486,463,442,460,348,563,688,661,441,663,778,916,529,414,508,428
"G49062470","2017","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",34962,2490,2321,1980,2578,1867,3270,2065,1467,979,4029,2614,2844,2176,2034,973,1275,"Provo city, Utah",1553,838,720,516,690,562,896,687,533,396,915,634,645,602,592,340,508
"G49065330","2017","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",29352,1672,1085,1741,1787,1030,1969,1301,2051,965,2980,2675,3736,1965,1365,1968,1062,"St. George city, Utah",1970,698,497,787,762,542,738,759,755,504,959,844,897,597,622,826,466
"G49067000","2017","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",78086,7149,4376,3070,2882,3580,2724,2888,2788,3569,6745,8559,9617,5899,4545,4364,5331,"Salt Lake City city, Utah",2618,1623,981,854,754,1070,918,915,706,1212,1105,1562,1560,1137,987,865,1075
"G49067440","2017","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",31784,1077,312,1300,1080,1030,713,882,1149,796,1849,2551,5117,5030,3385,2877,2636,"Sandy city, Utah",1642,625,188,640,556,696,499,490,606,336,588,770,984,856,739,766,631
"G49070850","2017","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",21745,382,486,333,809,136,332,242,331,379,1110,1951,3793,3317,1525,3683,2936,"South Jordan city, Utah",1693,354,447,282,770,169,273,209,306,297,607,838,1033,950,628,904,914
"G49082950","2017","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",32635,736,149,459,700,1531,1261,762,1187,973,3086,5745,5427,4977,2365,2015,1262,"West Jordan city, Utah",2187,642,169,355,734,722,514,372,518,439,893,1374,1044,1050,756,611,442
"G49083470","2017","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",40010,1037,835,1313,1605,1876,2130,1447,2181,1869,4168,5533,6665,5291,1638,1401,1021,"West Valley City city, Utah",2227,605,551,531,771,686,707,608,860,651,1007,1224,1196,1080,497,471,487
"G51001000","2017","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",69667,2830,903,980,1887,1575,2179,1611,1969,2745,4325,5375,8029,9382,5392,9419,11066,"Alexandria city, Virginia",1713,1047,494,547,682,820,902,654,776,789,1024,1109,1362,1430,940,1317,978
"G51003000","2017","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",104750,4416,1373,1317,2240,1551,2253,2303,1874,1593,5475,7049,12883,12202,10105,13993,24123,"Arlington CDP, Virginia",2143,1014,786,669,898,650,890,764,635,647,1083,1419,1787,1614,1618,1798,2065
"G51014440","2017","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",24888,665,644,301,370,252,313,678,887,542,1519,1975,3457,3189,2734,2315,5047,"Centreville CDP, Virginia",1594,429,431,302,295,177,238,379,435,333,687,609,792,768,924,701,983
"G51016000","2017","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",83402,3360,2213,2957,1933,2693,3308,1775,3127,3596,6758,9041,12439,11191,6413,7041,5557,"Chesapeake city, Virginia",2082,1072,766,1209,798,834,1058,603,952,1133,1368,1671,1683,1640,1370,1080,1069
"G51021088","2017","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",20525,329,235,622,378,536,456,1069,554,487,1609,1900,3874,2658,1216,2432,2170,"Dale City CDP, Virginia",1817,370,260,352,276,326,365,662,373,258,648,663,1026,767,449,589,625
"G51035000","2017","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",53267,4445,2464,1920,2662,1747,3430,3362,1999,2321,4395,5727,6937,4588,2836,3012,1422,"Hampton city, Virginia",1436,1160,746,730,903,724,1046,963,668,904,1133,1199,1272,1164,743,832,575
"G51047672","2017","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",27814,2200,1991,1197,2075,1249,1905,1795,1429,1598,2623,2654,3707,1429,609,633,720,"Lynchburg city, Virginia",1456,733,745,508,836,433,631,829,526,817,638,861,855,503,302,324,332
"G51056000","2017","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",69249,6315,4369,3258,4104,2445,3702,4156,3655,2832,5691,7425,9471,5514,2980,2033,1299,"Newport News city, Virginia",2154,1166,1167,1009,1220,903,864,1086,995,888,1099,1293,1627,1107,809,685,485
"G51057000","2017","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",87857,7923,5669,5199,5548,3219,4378,4059,3755,4573,7486,7482,11650,6343,3738,3126,3709,"Norfolk city, Virginia",2152,1387,1112,1031,1050,703,1075,1009,1006,1010,1222,1226,1459,1225,848,649,722
"G51064000","2017","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",36246,2358,2216,2000,2640,1865,1178,2180,1604,1993,3688,4841,4280,3105,1011,663,624,"Portsmouth city, Virginia",1157,860,741,670,696,675,499,749,545,680,1085,1062,815,929,366,383,314
"G51067000","2017","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",87401,9617,6237,5521,4098,4790,4230,4890,3247,3520,6679,8285,9462,5823,2816,3070,5116,"Richmond city, Virginia",2053,1598,1208,1056,1102,1051,1074,1252,914,719,1113,1382,1527,961,690,824,820
"G51068000","2017","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",42133,4609,3597,2134,2857,2311,2063,1580,2705,2257,3808,4092,5016,1660,727,1219,1498,"Roanoke city, Virginia",1319,1272,1187,724,892,777,781,680,992,819,999,1107,1269,561,419,676,644
"G51076432","2017","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",33077,2696,1311,1932,1396,715,921,727,911,1022,1648,4242,4413,4129,3265,1784,1965,"Suffolk city, Virginia",1054,762,586,736,590,408,310,368,372,459,586,989,1060,1119,743,545,550
"G51082000","2017","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",168818,6150,4138,4284,5465,5585,6158,5717,8420,5946,14860,20039,26419,19973,11161,13102,11401,"Virginia Beach city, Virginia",2960,1365,1153,1054,1396,1114,1260,1090,1590,1103,1740,1801,2747,2023,1544,1610,1440
"G53003180","2017","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",29701,1376,856,1214,894,1199,1973,961,946,817,2435,2987,4632,3312,2138,2913,1048,"Auburn city, Washington",1812,508,561,713,406,667,749,477,568,666,837,953,942,804,682,889,415
"G53005210","2017","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",59588,2395,1683,1171,1310,705,1100,1211,1197,865,2355,4622,6851,5169,4761,8012,16181,"Bellevue city, Washington",2171,960,723,551,704,373,520,596,544,466,910,1056,1338,1149,1068,1477,1489
"G53005280","2017","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",39465,3822,2837,2342,1756,2067,2018,1143,1152,1242,3453,5030,3758,3916,1574,1789,1566,"Bellingham city, Washington",1894,1013,1226,873,695,873,834,529,541,579,1192,1401,1009,1370,554,676,508
"G53022640","2017","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",42895,3541,1202,1450,2017,1462,1573,1798,1671,2064,4310,5277,5796,4383,2630,2617,1104,"Everett city, Washington",2124,1023,542,593,757,562,633,736,570,806,1188,1380,1240,1023,649,679,379
"G53023515","2017","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",35162,2320,1021,1036,838,2044,1337,1632,1578,1874,3207,3991,3848,2891,2624,2441,2480,"Federal Way city, Washington",1874,850,733,707,474,1063,538,822,702,869,1073,1089,978,899,917,677,1136
"G53035275","2017","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",29353,1620,1560,1992,1766,1629,1083,727,1251,2673,2518,3315,3483,2287,1393,792,1264,"Kennewick city, Washington",1620,728,843,857,884,801,710,460,623,893,886,971,901,756,549,411,649
"G53035415","2017","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",43906,1819,1812,1274,2288,1707,1315,1854,2403,2406,2680,5404,5425,5399,3538,2630,1952,"Kent city, Washington",2337,660,776,719,743,782,567,754,937,788,861,1059,1229,1177,917,642,630
"G53035940","2017","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",36175,1619,954,178,1021,761,1019,699,758,1096,1893,2866,3948,2972,3864,4640,7887,"Kirkland city, Washington",1584,695,564,183,499,447,520,388,389,681,717,778,810,821,882,863,996
"G53043955","2017","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",25410,923,656,615,580,1471,1071,665,535,978,1662,2567,3925,4278,1652,2605,1227,"Marysville city, Washington",1644,467,375,322,358,726,582,405,359,465,666,875,993,1207,720,1076,511
"G53053545","2017","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",20628,577,899,979,1418,866,1018,1180,923,962,1669,1287,2906,3340,816,855,933,"Pasco city, Washington",1192,350,667,572,764,508,569,647,630,652,780,575,860,911,361,496,543
"G53057745","2017","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",38103,1047,989,1042,1300,1271,1538,1500,1099,1381,2739,4261,5915,4802,2149,4199,2871,"Renton city, Washington",2098,541,532,582,631,776,726,647,585,590,900,1061,1477,1073,687,917,1039
"G53063000","2017","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",329671,18243,11927,10129,7693,8087,8895,9737,8992,7069,23124,28240,42625,35255,25112,32417,52126,"Seattle city, Washington",5082,2688,2082,1865,1569,1672,1591,1839,1644,1565,2551,2560,3580,3118,2842,2823,3412
"G53067000","2017","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",90699,7110,4844,5239,4751,5075,5739,5907,4842,5063,7646,7678,10645,6462,3628,3418,2652,"Spokane city, Washington",2337,1427,1138,1186,1182,1139,1132,1296,1062,1212,1399,1368,1633,1207,977,728,620
"G53067167","2017","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",41372,3084,1658,2024,2268,2602,2673,2035,2697,1670,2520,3366,6531,3692,2052,1334,1166,"Spokane Valley city, Washington",1836,1050,652,747,790,895,1120,773,990,631,763,822,1445,957,646,478,703
"G53070000","2017","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",83034,7048,3783,3811,4365,2749,3533,2409,3616,4409,7411,8009,10742,8655,5058,4052,3384,"Tacoma city, Washington",2591,1323,963,901,1189,845,958,697,832,1049,1238,1176,1714,1220,1089,890,655
"G53074060","2017","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",68395,3751,2168,2918,4091,2077,2335,3372,3753,3584,5538,8189,9441,6616,4520,2812,3230,"Vancouver city, Washington",1763,886,634,806,888,684,574,964,883,918,861,1596,1409,1313,948,651,791
"G53080010","2017","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",33768,2108,1957,1644,1864,2376,3294,2605,2835,1703,2732,3345,3136,1554,484,886,1245,"Yakima city, Washington",1724,988,874,604,739,1008,1031,906,1058,698,919,906,906,590,367,505,524
"G55002375","2017","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",29323,1646,830,1626,1437,1080,1239,1886,2037,1311,1939,3314,3651,2355,1651,1506,1815,"Appleton city, Wisconsin",1471,585,387,602,582,425,484,616,695,452,543,694,629,621,484,509,624
"G55022300","2017","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",27785,1604,2038,1868,1374,884,1606,856,1623,1462,1867,3218,3880,2232,1314,898,1061,"Eau Claire city, Wisconsin",1260,667,783,650,447,375,641,379,648,683,657,958,859,662,539,387,468
"G55031000","2017","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",43546,2814,2676,2177,1955,3161,2575,2469,2737,2124,3788,4418,6305,2611,1525,1013,1198,"Green Bay city, Wisconsin",1416,866,742,908,588,1004,712,805,740,792,1015,865,1086,614,471,452,477
"G55039225","2017","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",37867,2558,1044,1817,2460,2235,2430,1626,1607,1695,3707,4008,4427,3503,1515,1434,1801,"Kenosha city, Wisconsin",1381,738,546,648,825,744,929,611,610,660,1054,1051,1035,875,695,511,707
"G55048000","2017","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",111035,9204,4281,5004,4471,3257,4641,4436,4414,4251,8257,12397,16996,9368,6287,7165,6606,"Madison city, Wisconsin",2902,1665,974,1214,1182,838,1191,1219,1147,1104,1351,1660,2006,1428,1089,1210,1119
"G55053000","2017","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",228054,24282,19254,14097,16153,15041,13503,13735,12234,9702,16989,22829,22304,12767,6216,4876,4072,"Milwaukee city, Wisconsin",4186,2129,2106,1813,1748,1818,1469,2021,1828,1242,1823,2428,2029,1460,1005,779,948
"G55060500","2017","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",27122,1368,1666,1180,2144,1596,1368,1555,1143,1547,2645,2601,3464,2772,1261,655,157,"Oshkosh city, Wisconsin",1403,523,490,527,735,543,523,584,488,654,745,664,856,763,533,359,132
"G55066000","2017","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",30633,2088,1767,2086,2890,1858,2006,1636,1723,1729,3269,2918,2510,1871,553,1182,547,"Racine city, Wisconsin",1359,679,737,749,920,821,866,647,582,644,931,980,737,741,341,483,360
"G55084250","2017","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",32294,1388,1427,1212,1077,1078,2041,1533,1713,1285,3035,3479,4659,3786,1750,2243,588,"Waukesha city, Wisconsin",1457,528,603,506,677,444,742,520,634,529,827,973,1001,825,587,619,339
