GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G37014100","2011","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",29351,2456,1653,1041,2464,1344,1468,2292,819,1275,2457,3045,3333,2582,1851,977,294,"Concord city, North Carolina",2131,1060,875,502,1099,557,655,1005,565,735,989,1055,1238,924,764,733,254
"G37019000","2011","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",95430,9139,6061,5943,7024,6271,5838,3383,5736,4942,7489,8029,9158,4452,4915,3392,3658,"Durham city, North Carolina",2550,1613,1459,1302,1592,1337,1395,1110,1306,1711,1808,1439,1761,1153,1414,1172,1171
"G37022920","2011","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",76787,7735,5412,4302,4989,3137,5425,4396,4324,3619,6317,10115,7701,4173,2224,1452,1466,"Fayetteville city, North Carolina",2364,1391,1336,1034,1531,966,1304,1031,1210,1176,1217,1394,1798,1069,769,647,585
"G37025580","2011","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",26374,2559,2199,2416,2088,1668,1454,1434,2034,492,1709,2727,2152,1585,1007,438,412,"Gastonia city, North Carolina",1546,869,732,696,762,786,520,583,765,278,555,820,767,550,471,261,261
"G37028000","2011","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",113127,11830,8243,9100,5996,9533,6804,5400,4405,4300,9517,10436,10200,7142,3151,4310,2760,"Greensboro city, North Carolina",3356,1968,1547,1561,1095,2066,1724,1210,1155,1039,2090,1780,1623,1847,949,1029,946
"G37028080","2011","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",32771,4917,2379,2925,3023,1909,2215,968,1827,999,2593,1637,2311,1917,1309,1101,741,"Greenville city, North Carolina",1927,1533,889,1232,1239,1134,1056,899,1028,630,1021,958,1045,859,854,669,517
"G37031400","2011","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",40777,3898,3323,2854,2307,2751,2886,1929,2476,2334,2782,4213,3966,1944,1218,1004,892,"High Point city, North Carolina",1975,971,978,854,738,726,885,780,747,879,936,1090,1064,776,535,459,597
"G37034200","2011","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",19596,953,752,2346,1367,1153,1981,1029,710,603,1898,2678,2459,1168,254,210,35,"Jacksonville city, North Carolina",1431,421,479,1020,546,653,768,538,422,348,764,899,966,644,253,172,58
"G37055000","2011","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",159961,11573,9024,6585,5806,9936,9912,6563,9377,6794,16367,14726,18582,12068,7225,8655,6768,"Raleigh city, North Carolina",4836,2016,1890,1867,1509,2321,2330,1425,2131,1662,2907,2530,2740,1986,1610,1650,1146
"G37074440","2011","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",47729,6343,2828,4109,3652,3532,3535,2169,2474,1954,2626,3275,4150,1857,1552,1928,1745,"Wilmington city, North Carolina",2078,1372,901,1165,1077,1168,1169,733,987,884,864,955,1168,555,695,702,846
"G37075000","2011","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",91339,10480,5727,8268,5651,6182,6044,5612,4502,5043,5790,7751,7125,4669,2996,2419,3080,"Winston-Salem city, North Carolina",2714,1394,1172,1518,1043,1085,1294,1280,1125,1017,1179,1192,1312,1099,775,679,754
"G38025700","2011","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",47606,5226,2566,1797,4087,2198,3340,1944,2751,1661,5422,3650,5139,2536,1892,1359,2038,"Fargo city, North Dakota",1774,1427,794,614,1188,692,1059,784,909,714,1875,1150,1225,695,762,589,864
"G39001000","2011","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",80445,12128,6841,7601,6278,5197,6489,3912,3334,3323,6048,7243,5258,2951,1891,1058,893,"Akron city, Ohio",2650,1745,1219,1436,1017,1133,1420,1059,759,784,972,1281,956,775,639,591,349
"G39012000","2011","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",28700,5978,2951,3012,1868,1830,2353,1857,1364,672,1551,1898,2273,293,237,395,168,"Canton city, Ohio",1744,1057,855,912,668,662,858,525,639,403,499,614,751,205,185,241,168
"G39015000","2011","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",125928,23253,13364,7392,9024,7481,7111,6154,5142,3879,7244,10011,10366,6004,3349,2569,3585,"Cincinnati city, Ohio",3234,2211,1857,1432,1357,1487,1531,1145,1156,819,1140,1458,1522,1087,756,581,739
"G39016000","2011","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",171000,34314,20068,16373,13780,11035,11542,7658,9007,7315,10054,11410,10329,3601,1421,1622,1471,"Cleveland city, Ohio",3332,2552,1814,1746,1451,1496,1504,1048,1316,1344,1308,1386,1369,716,450,546,516
"G39018000","2011","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",322314,37019,21061,20277,21363,20971,21158,17201,19082,14137,25107,32811,30766,19252,9177,7367,5565,"Columbus city, Ohio",4852,2931,2138,2529,2469,2638,2290,2110,2615,2388,2496,3427,2847,2460,1662,1346,1303
"G39021000","2011","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",57850,12648,6816,4201,4777,4587,3631,3180,1497,2217,3859,4110,3475,1188,502,813,349,"Dayton city, Ohio",2261,1712,1278,1057,960,994,854,1078,418,828,960,934,819,526,281,422,181
"G39044856","2011","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",26136,3333,3077,1350,2461,1767,1545,1059,1781,800,2155,1863,1958,1734,546,601,106,"Lorain city, Ohio",1388,734,800,476,800,678,513,423,754,380,693,593,562,510,291,460,104
"G39061000","2011","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",32048,2041,2507,1642,2067,1685,1967,1584,1920,1782,2685,4224,4011,2363,986,421,163,"Parma city, Ohio",1309,610,710,491,593,573,692,498,528,604,753,820,715,572,499,209,172
"G39077000","2011","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",116635,18028,10478,9848,9816,8044,7875,6135,5594,5399,8706,9897,9642,4167,1621,1039,346,"Toledo city, Ohio",2775,1982,1430,1570,1519,1157,1243,985,1254,1076,1355,1494,1397,821,567,411,239
"G39088000","2011","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",26926,5261,3174,3250,2234,1525,1853,1576,1532,826,1361,1964,1205,501,346,118,200,"Youngstown city, Ohio",1531,991,623,654,579,447,570,417,505,373,473,565,358,308,289,153,134
"G40009050","2011","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",37133,1237,1308,1311,1305,1608,1576,2397,1584,1972,3425,5335,5474,3842,2168,1661,930,"Broken Arrow city, Oklahoma",1265,436,377,515,412,542,537,663,393,631,830,1000,761,817,441,527,358
"G40023200","2011","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",31556,1687,1614,1256,1673,1250,1265,770,696,1310,3142,3229,4817,2272,1934,1817,2824,"Edmond city, Oklahoma",1562,478,613,591,628,653,671,376,366,575,893,825,894,580,741,546,682
"G40041850","2011","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",34760,2389,2313,2397,2221,2185,3551,1754,1722,1819,2999,3942,2801,2599,929,369,770,"Lawton city, Oklahoma",1387,656,675,791,829,608,1125,680,607,688,833,798,726,791,489,352,450
"G40052500","2011","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",43173,4582,3247,1269,1996,2768,2411,1781,2189,2441,3978,3018,5045,2646,2045,1986,1771,"Norman city, Oklahoma",1787,1067,1034,446,772,752,820,623,692,816,988,899,1176,722,705,641,707
"G40055000","2011","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",225089,21351,15633,13537,14184,13564,13937,12089,11737,11057,16423,22623,23706,16300,6722,6087,6139,"Oklahoma City city, Oklahoma",4147,2099,1800,1511,1527,1714,1942,1466,1886,1744,1913,2232,2275,2136,1157,1171,977
"G40075000","2011","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",163222,17986,10516,10706,12219,11261,9515,9128,8576,7274,13578,13479,13419,9494,4945,4557,6569,"Tulsa city, Oklahoma",3107,1872,1269,1502,1508,1256,1023,1340,1176,1189,1756,1781,1562,1432,986,917,800
"G41005350","2011","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",34082,2233,1708,1785,1687,1550,1957,1992,1266,1472,2552,4617,3870,2862,2331,1153,1047,"Beaverton city, Oregon",1827,767,717,722,734,573,961,659,529,747,870,1146,863,741,802,573,436
"G41005800","2011","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",33939,2103,1661,1509,1677,1874,3780,1874,1937,1135,2634,3900,4417,1812,1683,1064,879,"Bend city, Oregon",1918,894,757,724,785,805,1162,863,998,617,1120,1258,1365,926,745,647,492
"G41023850","2011","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",66126,9163,6380,3520,3634,5288,3227,3445,5073,2284,5307,6056,4420,3149,1449,2018,1713,"Eugene city, Oregon",2129,1623,1144,829,1038,1105,953,898,1291,685,1282,1112,896,912,445,629,525
"G41031250","2011","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",40116,4663,2265,2216,2198,3404,2769,2028,2261,1422,3257,4169,4288,2454,1343,1028,351,"Gresham city, Oregon",2191,1253,793,959,749,1145,1020,747,881,579,1113,1092,1159,734,631,539,224
"G41034100","2011","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",34645,1842,1391,1682,1402,1079,1938,1460,739,686,2576,5248,7000,2867,2644,969,1122,"Hillsboro city, Oregon",2070,802,638,953,682,655,994,590,538,552,940,1389,1710,984,1046,554,576
"G41047000","2011","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",30783,2348,2497,2461,2684,2092,2460,1754,1540,1900,2339,2959,2783,1557,328,674,407,"Medford city, Oregon",1849,905,995,785,768,910,776,635,609,757,808,1017,891,543,297,320,276
"G41059000","2011","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",250828,25456,16203,13004,15573,12721,14455,12560,10484,10561,19279,23495,29572,16458,9878,10747,10382,"Portland city, Oregon",2699,2480,2242,1764,2128,1710,1781,1659,1545,1717,2200,2570,2532,1891,1392,1518,1283
"G41064900","2011","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",57196,3877,3981,3844,3840,3374,4247,3072,3118,2945,4980,5563,5756,3929,1490,1769,1411,"Salem city, Oregon",1994,1026,870,1276,1033,984,1170,1038,857,813,992,1475,1183,936,539,686,590
"G42002000","2011","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",42279,5602,3475,4562,3995,3195,2080,1863,2392,1800,3051,3626,3748,1657,743,292,198,"Allentown city, Pennsylvania",2149,1240,889,1166,1123,872,665,608,813,724,811,867,982,595,501,180,169
"G42006088","2011","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",29545,3405,2299,1395,1371,1542,1632,1532,1593,820,2174,4189,3464,1443,1290,882,514,"Bethlehem city, Pennsylvania",1810,971,757,536,580,564,617,597,609,416,619,1004,869,497,475,507,297
"G42024000","2011","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",40989,5254,4804,3617,3043,2896,2410,3103,2374,1648,3059,3126,2647,1584,563,654,207,"Erie city, Pennsylvania",1444,1043,1011,693,694,796,665,681,778,418,688,765,530,514,303,329,159
"G42060000","2011","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",576429,92714,51778,40005,39025,36971,32002,27211,27633,21606,39292,47833,52408,27151,15546,12855,12399,"Philadelphia city, Pennsylvania",4899,5205,3398,3043,3362,2831,3143,3078,2929,2093,3493,4142,3537,2284,2028,1636,2174
"G42061000","2011","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",131776,19988,11032,9815,8547,8953,6128,6672,5996,5200,9553,12046,11376,5700,3254,3320,4196,"Pittsburgh city, Pennsylvania",2904,1978,1542,1367,1168,1272,1198,1061,949,1064,1289,1411,1409,1043,764,766,845
"G42063624","2011","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",31916,6163,3919,3467,2564,2151,2144,1571,1857,1282,1650,2160,1690,520,451,293,34,"Reading city, Pennsylvania",1307,1103,938,882,682,724,657,603,564,473,554,677,564,304,307,252,57
"G42069000","2011","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",29545,3310,3221,2171,2381,2081,1199,2040,2006,1475,1821,2227,2568,1739,449,464,393,"Scranton city, Pennsylvania",1501,819,738,651,708,577,342,623,586,588,532,618,603,598,225,251,200
"G44019180","2011","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",29490,2002,1955,1666,1148,2048,1748,1146,1301,187,2782,2560,3783,3436,1363,1176,1189,"Cranston city, Rhode Island",1856,808,791,512,471,777,716,559,694,146,792,814,859,981,528,460,485
"G44054640","2011","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",29861,5340,1900,1536,2871,1708,1503,1466,1193,917,2650,3619,2814,1297,672,148,227,"Pawtucket city, Rhode Island",1422,1182,604,652,775,567,557,427,466,459,721,890,718,509,336,121,166
"G44059000","2011","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",63284,10247,6233,4466,3209,2803,3127,2935,2358,2628,5679,4748,5690,3505,1506,1881,2269,"Providence city, Rhode Island",2505,1728,1174,1053,880,848,935,890,787,976,1121,1140,1075,835,650,721,681
"G44074300","2011","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",34245,1130,1590,1787,1537,2242,1691,1577,1120,1583,2649,4539,4451,3200,1958,1677,1514,"Warwick city, Rhode Island",1534,501,612,577,595,706,653,659,436,604,655,1096,905,739,817,508,536
"G45013330","2011","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",50420,7352,2504,2633,3212,2755,1546,1259,2211,1997,3880,4582,6163,3262,2289,2140,2635,"Charleston city, South Carolina",2491,1510,671,1102,1085,953,655,551,840,824,1167,1480,1161,843,917,834,777
"G45016000","2011","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",43908,4792,4213,2521,3214,3022,2582,1957,2080,1939,3721,3800,3605,1699,1405,1029,2329,"Columbia city, South Carolina",2190,922,920,742,842,892,893,653,537,781,1211,972,877,560,563,515,636
"G45048535","2011","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",27373,1588,801,1026,1523,1342,602,943,273,740,3389,2379,2854,3563,1665,2043,2642,"Mount Pleasant town, South Carolina",2223,884,535,881,1032,586,411,642,334,514,1362,1054,1124,1608,967,1367,1177
"G45050875","2011","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",35655,3470,3252,2690,2339,2324,2346,2298,1094,1739,2939,4068,3097,2429,522,579,469,"North Charleston city, South Carolina",2268,912,789,802,868,713,874,932,520,531,941,1094,1030,916,308,525,391
"G45061405","2011","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",27689,3522,1998,1864,2006,757,1805,2108,1340,1502,2661,3281,1379,969,1229,852,416,"Rock Hill city, South Carolina",1494,1027,772,714,700,430,902,770,660,556,956,1082,572,480,560,719,266
"G46052980","2011","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",26550,1875,2192,1979,934,1518,1738,1700,1477,735,3080,3349,3390,970,574,367,672,"Rapid City city, South Dakota",1658,586,635,755,369,540,517,608,598,359,838,834,958,458,299,338,353
"G46059020","2011","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",63473,4542,3086,2343,5556,3368,4115,3510,2496,2357,5189,7126,8900,4771,2249,2408,1457,"Sioux Falls city, South Dakota",2125,1246,1066,964,1503,1030,1052,1045,865,1150,1144,1485,1588,1284,970,1022,565
"G47014000","2011","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",69351,11273,5545,5199,5679,4345,4938,2556,2875,3098,5548,4943,5627,3469,1280,1046,1930,"Chattanooga city, Tennessee",2511,1847,1120,1369,1299,896,1410,777,748,835,1238,1100,1102,1043,502,405,557
"G47015160","2011","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",50991,5817,1465,2952,2916,2927,3686,1907,5286,1941,4600,5946,5446,3515,938,885,764,"Clarksville city, Tennessee",1873,1363,522,795,1090,969,1799,880,1481,839,1450,1536,1769,1195,597,577,596
"G47037640","2011","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",22730,2672,2618,1736,1400,1858,1595,1021,1148,1023,1247,2016,1581,1152,761,471,431,"Jackson city, Tennessee",1179,915,898,662,548,759,655,450,445,495,647,674,584,531,435,228,213
"G47040000","2011","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",82487,10331,6034,6380,6219,7759,5901,6158,3289,3052,6731,5338,7314,3381,1485,1252,1863,"Knoxville city, Tennessee",2930,1252,1036,1229,1268,1656,1246,1415,804,912,1431,1096,1306,1265,539,495,605
"G47048000","2011","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",245836,32165,20901,17685,20262,16933,15056,14153,11621,11330,18814,20931,19936,9976,6704,3926,5443,"Memphis city, Tennessee",4445,2385,1934,2097,2350,2533,2016,2102,1826,1946,2455,2579,2261,1915,1378,949,1123
"G47051560","2011","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",43483,4301,1623,2326,1990,2744,2963,2322,3965,1348,3574,2342,4157,3239,1514,3330,1745,"Murfreesboro city, Tennessee",2288,1191,688,984,834,1171,1118,1062,1682,724,1262,1289,1232,1222,769,1528,1065
"G47052006","2011","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",244365,23059,14291,16951,14346,15624,13776,14144,14460,11668,22779,23121,23351,13580,7837,7893,7485,"Nashville-Davidson metropolitan government (balance), Tennessee",3493,2435,1688,2361,1700,2276,1956,1793,1964,1957,2128,2728,2505,1927,1241,1770,1228
"G48001000","2011","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",41886,3766,2757,2599,3949,2634,3133,2611,2047,2010,4261,3999,3684,1795,1172,654,815,"Abilene city, Texas",1747,888,763,872,1036,816,964,717,680,652,1098,921,908,529,439,335,481
"G48001924","2011","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",30560,1062,296,255,1155,1073,985,1076,1085,730,1210,2054,3932,4760,2713,4934,3240,"Allen city, Texas",2288,794,363,234,751,588,840,719,551,491,598,1173,1357,1378,1052,1224,1418
"G48003000","2011","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",74756,5246,5989,5370,4710,4680,4942,3140,3552,3808,6038,7772,7499,5961,2001,2069,1979,"Amarillo city, Texas",1667,1045,1260,1171,1107,1060,1141,622,843,1064,1126,1156,1226,1078,715,693,565
"G48004000","2011","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",130544,8482,8110,5012,9918,7318,7858,6020,7147,4329,12081,14714,15868,12232,4582,3804,3069,"Arlington city, Texas",3740,1555,1611,1225,2313,1761,1887,1627,1432,1263,2332,2253,2004,1891,1402,994,642
"G48004462","2011","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",22252,403,164,138,684,228,1182,714,672,675,1525,3930,3904,3509,1999,1432,1093,"Atascocita CDP, Texas",2416,402,272,224,493,205,714,760,575,474,710,1625,1433,1449,1163,738,648
"G48005000","2011","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",331582,26926,17752,14671,18939,17299,18308,19064,17892,14969,26096,34663,34968,23756,14483,15096,16700,"Austin city, Texas",5920,2735,2118,1973,2827,2430,2343,2448,2502,2592,2791,3418,3260,2768,2018,1868,1790
"G48006128","2011","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",23110,1857,1524,1441,1296,1215,1443,967,1689,1269,1641,3001,2515,1323,772,511,646,"Baytown city, Texas",1481,732,576,681,522,600,683,457,629,512,670,828,728,520,352,293,339
"G48007000","2011","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",46367,4636,3868,4172,3629,3201,2196,3208,2140,2770,2923,4643,3042,2281,504,1840,1314,"Beaumont city, Texas",1995,988,904,1335,981,834,786,893,601,967,940,1045,764,869,289,723,507
"G48010768","2011","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",51437,8052,5185,4077,3231,3536,4054,2011,2316,2175,4196,4452,3438,2062,1012,851,789,"Brownsville city, Texas",1961,1178,1037,968,812,1014,1158,633,772,659,1013,1089,901,626,508,464,459
"G48010912","2011","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",27862,4680,2407,2436,2327,1706,1279,1605,861,1335,2725,2127,2372,676,453,635,238,"Bryan city, Texas",1661,1410,894,845,963,654,525,788,606,736,973,765,779,438,453,400,179
"G48013024","2011","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",42397,682,1090,1096,1306,2360,2568,1385,2017,2020,4387,5147,6581,5241,2606,2701,1210,"Carrollton city, Texas",1947,347,496,556,556,693,1060,620,880,760,1214,1463,1366,1623,867,808,566
"G48015976","2011","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",31743,7791,2286,1748,2462,2948,617,1688,1139,922,1106,2153,2260,1030,1730,809,1054,"College Station city, Texas",2099,1733,981,898,845,1257,389,767,584,574,515,914,701,541,749,453,504
"G48017000","2011","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",110554,11185,7108,5513,4828,7908,7646,4926,6267,5361,8259,11218,12548,8131,3583,3241,2832,"Corpus Christi city, Texas",2448,1838,1678,1243,1245,1377,1595,1279,1961,1261,1665,1748,1868,1561,988,1074,924
"G48019000","2011","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",455371,49764,30144,26792,35065,26648,28689,27196,22614,19980,37199,39223,35867,24964,12306,13536,25384,"Dallas city, Texas",6913,3806,2978,2993,3340,2338,3018,3194,2670,2865,3315,3249,3110,3037,1881,1627,2343
"G48019972","2011","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",40704,4901,2217,1269,2630,2859,2512,2688,2105,1997,2872,4137,3901,2599,1356,937,1724,"Denton city, Texas",2841,1242,801,551,941,1479,1021,988,1066,860,1028,1156,1494,1437,743,583,737
"G48022660","2011","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",21149,2925,1221,1003,1000,1672,420,1345,654,1595,1314,2384,2184,1491,1304,362,275,"Edinburg city, Texas",1674,1173,573,527,563,753,333,743,483,993,617,1086,751,778,777,255,267
"G48024000","2011","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",219568,20549,16980,15625,16054,12214,13882,12815,10907,10892,16558,21968,19472,12828,7663,6247,4914,"El Paso city, Texas",3630,2379,2496,2378,2395,1664,2565,1944,1693,2155,2194,2836,2915,2128,1823,1424,1290
