GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G32031900","2013","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",105373,6424,3327,3432,5544,4350,5003,4650,5136,4007,9892,11830,15090,10033,6145,5906,4604,"Henderson city, Nevada",2822,1409,911,1072,1019,1140,1067,1120,1145,1099,1839,1691,1617,1511,1173,924,894
"G32040000","2013","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",209439,16877,11006,11836,12471,10235,13095,10742,10815,8723,18051,23139,24063,14551,9203,8024,6608,"Las Vegas city, Nevada",5034,2342,1446,1761,1796,1492,1863,1707,1413,1576,2141,2217,2207,1723,1450,1437,1091
"G32051800","2013","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",66973,5443,3116,2120,2669,4907,4455,3250,4626,2819,7292,6898,9144,4734,1952,3163,385,"North Las Vegas city, Nevada",2714,1371,788,702,810,1100,1096,913,1157,670,1406,1282,1400,1134,786,750,194
"G32054600","2013","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",85004,4912,5170,4180,5704,6886,5323,5001,5170,3974,7636,10172,8782,5069,2704,2619,1702,"Paradise CDP, Nevada",3504,1071,1199,929,1032,1538,1169,1041,1171,997,1464,1776,1545,1087,855,933,527
"G32060600","2013","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",90507,8618,5716,6215,6074,4473,3922,4060,3438,3727,7309,8891,9381,6838,5101,3350,3394,"Reno city, Nevada",2573,1481,1237,1235,1295,1040,915,1158,917,1083,1462,1405,1381,1304,1039,1070,889
"G32068400","2013","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",36050,1324,2618,1920,1635,2605,1398,1731,2570,1238,3156,4298,4534,2869,1929,937,1288,"Sparks city, Nevada",1909,493,903,724,547,749,601,752,852,424,834,1139,982,721,839,396,557
"G32068585","2013","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",73457,4329,2763,5501,3891,3782,4760,4372,4577,3489,8303,8769,8323,5655,1207,1863,1873,"Spring Valley CDP, Nevada",3125,1086,872,1376,1089,1179,1142,1263,1242,849,1498,1606,1348,1055,383,635,627
"G32071400","2013","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",58222,5326,4484,3906,3436,3672,4131,3717,2970,3413,5041,5879,5873,3127,1826,764,657,"Sunrise Manor CDP, Nevada",2287,1139,1143,810,801,998,888,1029,936,802,1005,1214,1112,763,726,293,317
"G33045140","2013","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",45632,3226,2972,2860,2516,2758,2131,2849,1802,1132,3626,5509,6398,3298,2105,1737,713,"Manchester city, New Hampshire",1993,900,852,826,870,1057,735,992,663,479,982,1027,1296,850,672,794,341
"G33050260","2013","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",33630,2109,812,1807,1545,1005,1178,1847,1426,2286,2227,3231,4674,3692,2517,1710,1564,"Nashua city, New Hampshire",1737,890,412,594,679,431,610,734,648,993,768,954,934,753,737,598,559
"G34003580","2013","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",24687,2679,1145,1032,1389,1120,1556,1114,680,1126,2147,2296,3097,1810,770,1496,1230,"Bayonne city, New Jersey",1315,802,558,405,682,542,628,545,411,669,661,815,821,664,398,575,543
"G34010000","2013","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",26533,6848,2835,2459,2296,703,1506,1364,996,1174,1262,1632,2171,737,145,405,0,"Camden city, New Jersey",1511,1522,887,828,815,444,623,671,571,614,618,718,951,583,196,388,200
"G34013690","2013","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",27746,1166,794,1306,982,951,793,1081,563,988,2283,2051,3999,2743,2114,4127,1805,"Clifton city, New Jersey",1322,599,368,729,535,459,362,533,301,480,693,691,959,737,633,1160,686
"G34019390","2013","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",24450,3042,1386,1978,2135,1792,1163,1358,849,985,1520,2608,2517,1284,850,832,151,"East Orange city, New Jersey",1652,720,558,788,701,617,534,611,447,492,512,873,701,530,425,366,156
"G34021000","2013","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",39976,3705,1466,2861,3265,1968,2494,2822,2831,1354,3560,4863,4592,2235,855,745,360,"Elizabeth city, New Jersey",1797,997,540,805,930,684,735,791,975,545,861,1037,902,701,500,334,259
"G34036000","2013","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",97530,7758,5409,6778,6054,4179,3703,4188,3298,3024,7371,7970,10135,8316,5411,6818,7118,"Jersey City city, New Jersey",2501,1270,1101,1511,1106,1034,1026,1091,971,828,1480,1548,1723,1325,1142,1348,1103
"G34051000","2013","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",93022,14037,7303,6768,7563,6957,5421,5148,6071,3705,6373,6377,7682,4805,2514,1334,964,"Newark city, New Jersey",3012,1597,1235,1283,1478,1237,1101,1157,988,1074,1202,1035,1340,1083,736,502,434
"G34056550","2013","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",19749,2331,2096,1231,1105,1209,1272,927,1439,956,1451,1732,1531,1129,541,600,199,"Passaic city, New Jersey",1034,641,624,542,424,475,505,429,627,438,486,579,497,448,357,298,136
"G34057000","2013","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",44262,6956,4795,3638,3356,2857,3164,1828,2210,1411,2374,3569,3240,2354,1008,710,792,"Paterson city, New Jersey",1990,1405,1045,1001,811,956,926,640,580,701,782,1012,841,758,582,436,465
"G34073110","2013","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",33415,871,910,1677,1904,1117,1019,1493,742,1486,2451,3281,4836,3652,2895,2613,2468,"Toms River CDP, New Jersey",1817,514,389,637,751,471,409,578,366,579,734,1022,807,922,738,744,738
"G34074000","2013","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",27633,4049,2209,1801,2147,1530,1476,1097,1326,1265,1863,3669,2184,994,893,623,507,"Trenton city, New Jersey",1652,1041,918,618,673,673,580,434,542,562,686,974,718,426,478,341,288
"G34074630","2013","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",21810,2113,1948,1115,1287,1265,1895,1069,1346,790,2151,1658,2057,1050,702,915,449,"Union City city, New Jersey",1305,714,703,542,501,453,662,454,605,382,676,553,655,469,417,410,255
"G35002000","2013","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",217856,18737,13463,13262,12556,11678,12042,10062,11093,8234,17732,24114,26914,16172,8754,6966,6077,"Albuquerque city, New Mexico",3021,2349,1741,2078,1863,1757,1600,1902,1565,1384,2109,2281,2341,1969,1433,1317,1000
"G35039380","2013","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",39299,4861,2638,3020,3257,1680,2470,1845,3081,1131,2041,3941,3427,2403,788,1971,745,"Las Cruces city, New Mexico",1837,1330,838,1279,1231,661,1023,779,1132,611,781,1071,1014,834,424,763,420
"G35063460","2013","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",32868,2172,1676,1690,1741,1364,1199,1280,2059,1579,2454,3353,4528,2475,2204,2420,674,"Rio Rancho city, New Mexico",1225,782,675,686,644,522,583,510,764,808,659,867,1125,783,855,809,432
"G35070500","2013","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",32027,3341,2204,1656,1900,1398,1953,1416,1123,1198,3189,2565,3643,2067,1549,1583,1242,"Santa Fe city, New Mexico",1431,940,614,552,519,513,528,621,448,499,777,644,853,524,527,520,412
"G36001000","2013","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",41881,4677,4332,3589,2476,1665,2909,2506,1267,1149,3587,3513,4336,3135,1437,586,717,"Albany city, New York",2137,1047,1114,1110,785,585,1189,1047,607,427,993,840,1012,799,505,321,307
"G36011000","2013","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",109511,18486,9715,7578,8270,6401,7329,6153,4676,3793,8585,8992,9264,4685,2628,1468,1488,"Buffalo city, New York",2738,2042,1468,1299,1533,1276,1514,1117,878,877,1463,1594,1374,1070,828,532,488
"G36015000","2013","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",34788,2836,2336,2171,1689,2367,1831,1811,1549,1741,2814,4611,4917,2501,572,867,175,"Cheektowaga CDP, New York",1837,838,715,872,561,782,598,657,598,495,678,852,959,765,285,412,142
"G36049121","2013","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",24180,1965,2109,915,1127,922,1198,1659,1601,670,1385,2472,2340,1044,1557,1420,1796,"Mount Vernon city, New York",1558,668,729,466,448,392,573,561,587,345,629,703,667,533,657,627,547
"G36050617","2013","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",30045,1952,2011,886,1616,1555,1029,1228,1278,801,1881,1763,3730,3088,1468,2002,3757,"New Rochelle city, New York",1599,696,697,421,976,697,571,722,677,528,744,722,860,935,588,674,791
"G36051000","2013","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3084861,331161,184921,168806,155704,135416,145774,123608,130680,101946,208273,266054,330549,244276,147404,174961,235328,"New York city, New York",9520,10135,7724,6782,7244,6237,6444,5079,6274,5502,6644,7739,8671,7795,7251,7509,8782
"G36063000","2013","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",86482,14509,9314,6336,7174,5729,4735,5120,4364,3615,5944,6535,5668,3829,1350,1084,1176,"Rochester city, New York",2881,1717,1441,1002,1165,1099,866,1156,1016,736,890,1021,1128,896,564,486,547
"G36065508","2013","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",25054,2587,3053,2201,1034,1546,1451,1597,1349,1306,1732,3040,2096,918,426,616,102,"Schenectady city, New York",1443,835,824,775,500,515,638,588,623,549,748,851,695,485,341,326,93
"G36073000","2013","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",55060,10149,4861,3617,3222,4280,3254,3962,1608,1867,3925,3916,4628,2315,1253,1188,1015,"Syracuse city, New York",2151,1578,784,679,744,817,851,824,489,526,737,690,841,661,493,414,440
"G36084000","2013","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",73972,6610,3177,2961,4047,3225,3167,2952,2172,1907,4078,7887,11649,6779,4451,4098,4812,"Yonkers city, New York",2383,1305,818,995,931,846,934,904,749,697,916,1820,1901,1286,972,937,839
"G37002140","2013","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",37411,2797,3065,2838,1406,1864,2705,2553,2175,1944,2384,3230,3551,2487,1399,1422,1591,"Asheville city, North Carolina",2105,898,849,894,718,604,1084,987,920,843,806,872,930,888,560,599,717
"G37010740","2013","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",57544,1022,1292,1566,2048,1910,2216,2172,2343,1522,3161,4683,7447,6520,5599,6851,7192,"Cary town, North Carolina",2086,450,649,633,767,723,834,797,649,540,762,1092,1121,1327,973,1164,971
"G37012000","2013","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",299823,21552,14044,14497,16324,19465,15757,15464,16260,13526,24130,29058,30352,20467,13758,15261,19908,"Charlotte city, North Carolina",3587,2211,2099,1795,2335,2606,2051,1961,2292,1924,2055,2878,2399,1973,1621,1765,1743
"G37014100","2013","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",27853,994,1002,1097,1650,1931,1123,2011,866,1265,2670,2647,3843,2028,1896,1440,1390,"Concord city, North Carolina",1357,520,443,523,635,604,489,845,357,675,601,804,994,695,604,455,622
"G37019000","2013","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",99643,7099,5277,5247,6085,6576,5247,5423,4109,4284,7398,9349,11595,7169,3791,4960,6034,"Durham city, North Carolina",2144,1318,1218,1438,1325,1274,1081,1264,1236,1169,1542,1567,2028,1336,1002,1211,1215
"G37022920","2013","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",80010,6988,4331,4403,5071,5167,5114,4527,4457,4786,6273,9317,8476,5323,2211,1876,1690,"Fayetteville city, North Carolina",1865,1190,791,787,1011,926,948,868,897,969,898,1337,1400,1192,618,534,575
"G37025580","2013","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",27706,2697,2296,2194,2201,1712,1523,1077,1638,1642,1589,2532,3026,1906,455,515,703,"Gastonia city, North Carolina",1386,770,909,847,828,736,553,414,585,604,523,564,829,561,234,296,302
"G37028000","2013","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",115731,11372,7906,7273,8590,7357,6799,6658,5975,4764,8670,11397,11369,6269,3577,3284,4471,"Greensboro city, North Carolina",2981,1733,1351,1180,1541,1368,1158,1636,1131,1170,1563,1523,1602,1167,887,912,901
"G37028080","2013","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",35490,4511,2999,2710,3425,2024,1690,1914,1821,1277,2629,2774,2993,1702,1053,657,1311,"Greenville city, North Carolina",1533,1174,1119,1067,1059,844,715,923,732,554,981,886,1055,690,547,410,531
"G37031400","2013","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",40800,3362,2781,2899,2896,2374,2156,2292,2608,1779,3097,4075,3552,2833,1566,1551,979,"High Point city, North Carolina",1925,985,749,816,792,613,674,782,763,597,758,837,720,607,561,556,398
"G37034200","2013","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",20666,1671,944,1428,1584,1337,2189,708,2264,1276,2063,1507,1226,1360,302,591,216,"Jacksonville city, North Carolina",1641,581,580,611,756,715,868,481,1125,883,929,734,578,617,281,521,194
"G37055000","2013","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",170554,10314,7387,8596,7600,7768,9431,8962,8634,7769,14904,19990,21059,14973,6850,7119,9198,"Raleigh city, North Carolina",4016,1854,1568,1481,1502,1824,1789,1746,1993,1734,2327,2450,2716,2189,1350,1048,1422
"G37074440","2013","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",49069,4859,3922,2641,2515,3575,2497,2717,2687,1645,4905,4414,4128,3638,936,1658,2332,"Wilmington city, North Carolina",2297,1056,940,883,729,1169,837,917,871,627,1450,1231,1019,971,346,615,702
"G37075000","2013","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",94074,10267,6245,7175,7170,7219,6702,3774,3466,3305,8471,7791,8384,4590,2846,2693,3976,"Winston-Salem city, North Carolina",2406,1976,1141,1500,1452,1353,1355,978,912,910,1491,1308,1348,880,902,638,839
"G38007200","2013","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",28761,1101,1769,1160,1680,1175,1917,1688,1562,1356,1902,2095,4153,2913,1475,1384,1431,"Bismarck city, North Dakota",1084,538,568,461,651,499,681,820,449,714,630,703,994,926,530,431,582
"G38025700","2013","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",49568,4481,2837,2354,3494,3334,3242,2028,3101,2215,4415,5190,6128,2376,1724,991,1658,"Fargo city, North Dakota",1828,1105,780,570,1180,969,925,865,994,847,1303,1086,1248,860,705,430,540
"G39001000","2013","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",81989,11555,7899,6338,5103,5636,4998,4505,3974,4584,6199,7917,5440,3482,1381,1578,1400,"Akron city, Ohio",2384,1459,1509,1178,1060,1177,988,977,1094,1081,1256,1402,1234,928,545,730,554
"G39012000","2013","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",30184,4962,3619,2874,3316,1630,1906,1993,1587,1199,1882,1936,1703,524,767,0,286,"Canton city, Ohio",1899,1126,1137,930,1074,560,684,646,655,510,656,727,512,342,432,190,235
"G39015000","2013","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",133301,25003,11339,7610,8933,6205,8033,7835,6167,5866,8156,10081,10784,6676,3491,2618,4504,"Cincinnati city, Ohio",3442,2131,1851,1449,1666,1281,1757,1543,1107,1215,1332,1481,1427,1150,683,613,799
"G39016000","2013","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",164400,36309,17743,13689,11641,10659,10614,8189,6420,5957,9490,10318,10421,5996,2760,2074,2120,"Cleveland city, Ohio",3806,2571,1784,1860,1438,1501,1557,1309,1109,1043,1436,1409,1208,1029,647,604,678
"G39018000","2013","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",329894,34723,18082,20108,20482,17395,19560,18428,17484,14369,27671,33861,37002,22573,12434,9781,5941,"Columbus city, Ohio",4236,2918,2439,2655,2387,2145,2259,2019,2300,1803,2633,3142,3416,2606,1792,1343,1009
"G39021000","2013","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",59009,10655,4822,4369,6131,4400,4832,2464,3374,1892,4122,4632,3161,1979,947,526,703,"Dayton city, Ohio",2377,1753,975,1138,1314,1008,1119,707,946,711,951,1136,721,541,472,397,432
"G39044856","2013","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",25029,2702,2943,2027,1933,1831,1981,1587,1218,924,1122,2475,2239,1071,340,458,178,"Lorain city, Ohio",1576,825,820,656,692,538,629,580,449,410,549,718,705,393,208,310,200
"G39061000","2013","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",33438,1883,2025,1605,1971,2854,1385,1304,2359,1256,2919,4253,5068,2029,1833,387,307,"Parma city, Ohio",1636,676,727,540,639,788,385,449,675,430,758,858,934,544,646,195,218
"G39077000","2013","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",118526,18451,10134,10282,10228,7082,7031,5892,6433,4973,10671,9418,9307,4268,1991,1311,1054,"Toledo city, Ohio",2949,1934,1543,1699,1530,1535,1141,1190,1244,804,1602,1245,1394,1061,627,504,548
"G39088000","2013","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",26384,5114,2655,2582,2914,2390,1327,1235,895,824,2135,2355,1286,294,197,68,113,"Youngstown city, Ohio",1636,1014,723,592,706,604,376,393,410,353,649,560,460,137,133,83,112
"G40009050","2013","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",37461,1698,1129,1155,1457,1077,1915,1762,1622,1597,3103,4937,6004,4566,2111,1600,1728,"Broken Arrow city, Oklahoma",1261,507,384,357,420,311,460,480,475,479,597,718,876,734,477,431,460
"G40023200","2013","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",32956,1559,1403,1047,1551,1412,1117,944,1134,743,2217,3081,4226,3891,2742,3006,2883,"Edmond city, Oklahoma",1590,584,637,453,477,527,514,387,421,323,685,783,935,771,710,652,586
