GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANY7E001,ANY7E002,ANY7E003,ANY7E004,ANY7E005,ANY7E006,ANY7E007,ANY7E008,ANY7E009,ANY7E010,ANY7E011,ANY7E012,ANY7E013,ANY7E014,ANY7E015,ANY7E016,ANY7E017,NAME_M,ANY7M001,ANY7M002,ANY7M003,ANY7M004,ANY7M005,ANY7M006,ANY7M007,ANY7M008,ANY7M009,ANY7M010,ANY7M011,ANY7M012,ANY7M013,ANY7M014,ANY7M015,ANY7M016,ANY7M017
"G35063460","2021","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",40013,1001,979,773,810,906,1397,1273,2035,2943,3628,3970,5910,5841,2841,2937,2769,"Rio Rancho city, New Mexico",1085,531,565,411,571,613,655,779,764,1092,1138,1461,1336,1247,954,923,961
"G35070500","2021","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",40641,3138,1248,1265,1864,2318,1900,1737,1181,1511,3998,4495,4186,2975,2639,3058,3128,"Santa Fe city, New Mexico",1542,1119,726,474,785,775,725,791,605,712,1116,1078,1078,903,814,861,707
"G36001000","2021","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",44279,3596,4150,3256,1481,1553,2028,1478,2256,2440,3084,3097,6004,3139,2048,2543,2126,"Albany city, New York",2638,1063,1673,1299,865,925,1144,861,999,1298,928,952,1410,1018,735,950,647
"G36011000","2021","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",122569,15211,9962,7602,7816,7141,6177,6477,6437,3898,9059,9054,12612,6882,4797,4486,4958,"Buffalo city, New York",3241,2385,1728,1926,1712,1574,1722,1910,1496,1061,1924,1861,2190,1680,1162,1184,1143
"G36015000","2021","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",33247,1613,1139,1068,1288,1475,1987,1528,1166,1316,2552,3814,5746,4162,1648,1961,784,"Cheektowaga CDP, New York",1785,549,460,427,568,523,705,608,563,520,909,1000,1244,1035,558,652,417
"G36049121","2021","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",26465,2695,586,1511,203,581,433,929,827,240,2268,2507,3033,2753,2253,2791,2855,"Mount Vernon city, New York",1709,1035,459,723,235,514,371,714,602,332,977,928,853,1094,1010,956,1144
"G36050617","2021","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",32877,1804,1928,468,536,1276,857,450,460,926,1371,2600,2817,2641,2972,3003,8768,"New Rochelle city, New York",2149,908,1150,448,517,607,825,453,372,730,857,1175,1013,1058,1337,1068,1329
"G36051000","2021","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",3263895,296678,174080,132486,122556,118201,119787,106891,110904,103919,198622,264968,365430,278974,192143,260462,417794,"New York city, New York",13490,9767,8280,7935,6175,7047,7109,5667,5644,7050,8833,10501,11953,9896,7509,9740,11716
"G36063000","2021","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",93263,11370,8013,5508,5084,5212,4253,4776,5688,3033,7958,8953,7058,6081,4211,3087,2978,"Rochester city, New York",3427,2092,1402,1319,1427,1337,1164,1470,1483,1055,1342,1728,1330,1346,1322,756,1046
"G36065508","2021","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",28965,2753,1970,2321,1237,1156,714,1533,808,1457,1597,1798,3667,3027,2517,1011,1399,"Schenectady city, New York",1690,900,784,1158,568,612,584,742,406,698,665,732,966,1052,1101,673,660
"G36073000","2021","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",62663,8970,5339,4146,3408,3754,3751,1919,2695,2336,5338,5744,4986,4730,2284,1503,1760,"Syracuse city, New York",2304,1395,1265,1130,884,1041,1203,543,810,840,1076,1145,1027,1036,677,555,719
"G36084000","2021","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",81397,8041,3524,3445,3762,3223,2662,1865,3946,1921,5457,6057,8644,6243,6042,7526,9039,"Yonkers city, New York",3240,2037,1247,1101,1019,1200,1156,870,1433,648,1639,1674,1729,1903,1383,1493,1586
"G37002140","2021","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",38131,2034,3248,1221,2141,1849,1780,1122,1479,1313,2958,3748,4202,3392,2531,2257,2856,"Asheville city, North Carolina",2492,854,1424,545,979,894,772,475,696,532,1077,1006,1159,990,891,783,771
"G37010740","2021","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",65254,2099,1357,799,1688,1403,966,1459,308,1551,3165,4676,6510,7138,7194,8125,16816,"Cary town, North Carolina",2540,864,637,394,921,665,599,616,210,456,1096,1177,1338,1636,1429,1587,1938
"G37012000","2021","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",365269,19491,7978,10906,12467,12763,15349,14717,15449,14599,27776,40203,45603,35071,23955,28681,40261,"Charlotte city, North Carolina",4087,2438,1545,1845,1780,2075,2208,2555,2267,2449,2997,3636,4491,3561,2748,3079,2967
"G37014100","2021","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",33859,1080,588,1678,905,793,1295,1412,1483,951,2018,3579,4566,4723,3581,2644,2563,"Concord city, North Carolina",2004,718,363,1001,477,545,727,829,868,491,926,1259,1361,1293,1142,909,871
"G37019000","2021","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",122412,7337,3580,3465,3422,6197,6270,3874,5394,4387,9368,11092,15883,11363,8898,10307,11575,"Durham city, North Carolina",2774,1960,1145,1125,1358,2091,1836,1194,1970,1283,1974,2257,2312,1811,1732,1946,1598
"G37022920","2021","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",83147,6676,3973,3287,4601,4591,5135,4836,3101,3303,7843,9360,11585,6330,3059,2697,2770,"Fayetteville city, North Carolina",1934,1050,754,717,915,872,1063,1078,728,763,1334,1217,1506,1116,619,677,622
"G37025580","2021","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",33292,1907,2402,1665,1648,1414,1040,2351,1871,1351,2904,4054,3782,2437,1983,1404,1079,"Gastonia city, North Carolina",1792,831,713,661,622,653,738,875,767,637,941,1117,1124,819,806,628,469
"G37028000","2021","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",123955,10987,4451,5374,5265,6077,8085,6729,6350,6679,9627,12423,13613,10863,5682,5192,6558,"Greensboro city, North Carolina",3924,2221,1196,1478,1688,1416,1852,1669,1441,1953,1807,2462,2138,1917,1396,1321,1428
"G37028080","2021","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",41575,6883,3036,2143,2860,1671,3623,1997,2540,1533,2449,3582,3084,1432,1468,1776,1498,"Greenville city, North Carolina",2191,1707,1062,1022,1795,968,1223,851,1292,741,1304,1398,1133,598,640,744,597
"G37031400","2021","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",42738,2946,1954,2738,1918,1645,2171,2188,1978,2227,2583,5650,5304,3908,1905,1955,1668,"High Point city, North Carolina",2230,923,997,915,589,707,1125,803,741,890,882,1472,1376,1167,827,700,565
"G37034200","2021","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",22024,1065,1131,947,1896,795,1249,1611,2572,818,2648,2377,1532,1186,756,565,876,"Jacksonville city, North Carolina",1853,805,703,857,1279,544,665,902,1402,576,1126,1337,713,677,498,377,588
"G37055000","2021","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",194917,12505,6334,7104,5742,7751,9287,7220,6672,5900,11236,18062,25884,19073,13216,16178,22753,"Raleigh city, North Carolina",4618,2621,1518,1489,1488,2017,1835,1794,1761,1772,1979,2928,3118,2899,2199,2186,2528
"G37074440","2021","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",59341,5658,3058,3016,2194,1956,2002,3658,3554,2640,6792,4232,4910,4496,2486,2588,6101,"Wilmington city, North Carolina",2415,1637,1237,1186,1007,675,830,1299,1466,1354,1923,1095,1310,1158,929,906,1317
"G37075000","2021","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",101551,7445,4981,4895,7694,4234,5119,4207,4451,5305,6568,9409,12744,7390,4721,5840,6548,"Winston-Salem city, North Carolina",2991,1643,1186,1316,2033,1303,1562,1145,1075,1757,1490,1745,2001,1369,1151,1569,1314
"G38007200","2021","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",31426,904,1472,740,1738,975,1555,1224,1814,1063,3298,3625,3862,3087,1908,3191,970,"Bismarck city, North Dakota",1267,424,620,495,729,442,666,586,688,520,857,941,1088,1041,591,1015,461
"G38025700","2021","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",58269,3923,2816,1950,2228,3823,2803,3211,1809,3342,3662,6117,7673,4000,2203,4322,4387,"Fargo city, North Dakota",1737,1909,1274,864,1093,1184,880,1258,900,1441,1238,1725,1792,1043,827,1478,1377
"G39001000","2021","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",84914,10282,5221,3806,5834,4957,5676,4133,5281,3307,5962,10157,8561,4865,3323,2091,1458,"Akron city, Ohio",2749,1874,1256,1056,1283,1036,1276,1309,1507,1089,1154,1734,1359,1005,918,821,614
"G39012000","2021","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",31168,2992,2645,1869,1637,2334,2315,1199,2163,1183,2382,2974,4031,1247,1037,575,585,"Canton city, Ohio",1849,781,1023,801,692,1018,925,487,952,499,941,1161,1228,638,612,343,329
"G39015000","2021","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"1600000US3915000","3915000","Cincinnati city, Ohio",144929,19495,9527,9040,9372,6969,7624,6164,5973,4945,9997,11437,14743,9271,5309,6716,8347,"Cincinnati city, Ohio",3676,3130,1908,1904,2214,1480,1826,1544,1540,1459,1658,1937,2134,1561,1105,1527,1149
"G39016000","2021","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"1600000US3916000","3916000","Cleveland city, Ohio",171321,26481,13853,13028,8814,11032,11240,9207,8331,7452,12279,13561,16147,8254,4220,4581,2841,"Cleveland city, Ohio",4585,2651,2019,2101,1609,1689,1662,1594,1231,1402,1894,1642,2071,1505,930,1051,762
