GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G12058050","2016","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",39136,2928,1702,2882,3503,2137,2108,3157,2013,1801,3856,3147,3994,2319,964,1720,905,"Pompano Beach city, Florida",2075,814,660,792,954,568,684,1012,536,669,1022,770,942,727,398,510,378
"G12058715","2016","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",64360,3313,1897,4969,2928,3109,5015,2447,5025,2579,6965,7117,8769,2911,2841,1947,2528,"Port St. Lucie city, Florida",3236,1301,1147,1640,1431,1028,1746,895,1674,1016,1951,2012,1646,1143,1258,799,1193
"G12060950","2016","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",30547,1645,654,604,1068,668,931,1213,949,1895,3787,3309,6508,2105,2414,1874,923,"Riverview CDP, Florida",2195,601,561,408,558,378,583,506,577,761,1380,1047,1285,745,777,667,394
"G12063000","2016","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",109832,6507,6151,6716,5718,5689,5316,5820,6258,4170,9688,10503,12784,9946,5930,4102,4534,"St. Petersburg city, Florida",3780,1298,1250,1383,1354,1138,1150,1195,1175,743,1615,1361,1809,1807,1229,798,894
"G12068350","2016","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",42168,3187,2078,1921,2446,2477,2655,2337,2403,1654,4444,4449,5268,3086,2364,1029,370,"Spring Hill CDP, Florida",1873,959,685,609,801,773,833,828,698,584,959,1122,1169,867,891,513,285
"G12069700","2016","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",32671,2336,2005,1531,1323,2395,1755,2256,1237,2076,2419,3106,3982,3002,1379,1117,752,"Sunrise city, Florida",2030,852,773,755,526,819,661,917,561,714,727,907,1004,923,482,375,385
"G12070600","2016","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",75147,8972,4661,4083,4069,4413,4020,4024,4252,2766,6658,6749,7353,5875,1949,2946,2357,"Tallahassee city, Florida",2673,1599,1132,1200,892,1140,873,1143,1333,799,1259,1206,1539,1121,629,746,665
"G12070675","2016","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"16000US1270675","Tamarac city, Florida",25951,1326,1466,1061,1155,1953,1532,1490,1643,1329,2142,3218,2896,2610,1097,439,594,"Tamarac city, Florida",1943,673,692,560,609,941,546,696,809,535,750,1103,912,823,488,282,554
"G12071000","2016","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",151167,14471,8814,8956,9673,8180,7332,5399,6441,5623,12595,12932,15525,10392,6313,7115,11406,"Tampa city, Florida",3886,2219,1672,1451,1509,1595,1325,1042,1147,1301,1597,1605,1746,1636,1147,1256,1460
"G12071569","2016","FL",,,"Florida","12",,,"The Hammocks CDP","71569",,,,,,,,,,,,,,,,"16000US1271569","The Hammocks CDP, Florida",16890,816,303,412,963,463,525,427,214,570,2094,1706,3140,1607,1541,1017,1092,"The Hammocks CDP, Florida",1807,338,186,275,516,296,454,255,147,448,788,780,1014,552,655,515,622
"G12071625","2016","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",38271,1690,908,960,2503,1251,1826,3038,1341,1198,3840,7754,5775,1907,1431,1818,1031,"The Villages CDP, Florida",2387,880,627,633,1205,786,827,1279,681,643,1147,1796,1505,747,763,1020,678
"G12072145","2016","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",31705,1688,1909,2407,1544,2048,856,1898,1575,1988,2634,3247,4492,2104,1142,961,1212,"Town 'n' Country CDP, Florida",2184,733,771,881,635,843,486,861,674,927,924,748,1161,743,480,544,500
"G12076582","2016","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",21053,781,478,610,798,771,978,320,304,400,1267,1611,2128,2025,1909,2632,4041,"Weston city, Florida",1238,517,375,345,442,569,687,234,320,301,600,591,812,718,806,813,947
"G12076600","2016","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",41679,2915,2355,2122,2339,2737,2713,1750,2436,963,3011,4521,3608,3616,2069,2147,2377,"West Palm Beach city, Florida",2687,927,734,704,863,834,892,715,645,444,838,1097,810,816,624,673,646
"G13001052","2016","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",28054,3292,2055,3041,2421,1825,1452,887,1481,1398,1950,2667,2231,1489,704,695,466,"Albany city, Georgia",1524,818,676,1038,795,822,543,386,781,620,680,746,659,508,513,380,263
"G13001696","2016","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",23559,515,349,793,775,1048,331,546,335,623,1614,2241,3235,2810,1596,2634,4114,"Alpharetta city, Georgia",1534,370,276,745,518,716,244,338,250,330,742,1023,914,1013,639,915,933
"G13003440","2016","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",47020,5752,5288,3896,3909,2537,2287,1882,2790,1855,2372,3392,3989,2581,1778,1285,1427,"Athens-Clarke County unified government (balance), Georgia",1388,1288,1229,1051,1241,856,891,629,773,687,688,750,988,803,649,495,495
"G13004000","2016","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",193815,21140,13021,10739,8330,8899,7136,7745,7219,6128,14130,18250,17732,14239,9193,10458,19456,"Atlanta city, Georgia",5654,2392,2120,1950,1489,1600,1249,1577,1428,1538,2011,1899,1995,1815,1349,1555,2025
"G13004204","2016","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",73962,8481,5728,4448,4286,3970,4457,4040,4240,4373,5283,7681,7594,4276,1904,1776,1425,"Augusta-Richmond County consolidated government (balance), Georgia",2054,1463,1486,1136,1012,924,1020,1272,1222,1255,1321,1660,1704,1074,711,741,418
"G13019000","2016","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",73051,9280,4999,4578,5432,4263,4179,3751,3008,3455,4733,6144,7452,4741,2208,2704,2124,"Columbus city, Georgia",2017,1771,1073,1154,1303,965,976,1075,963,945,934,1102,1277,1051,773,941,594
"G13042425","2016","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",27227,1161,275,530,367,410,448,178,937,456,1665,1957,3338,3074,2481,3433,6517,"Johns Creek city, Georgia",1524,624,238,337,298,279,351,259,482,416,1143,764,807,964,978,941,1478
"G13049008","2016","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",57642,8110,5573,2958,4341,3563,3144,2988,2351,2202,4382,4599,4842,3703,1600,1265,2021,"Macon-Bibb County, Georgia",1767,1281,1121,873,1111,893,762,811,696,639,1110,1028,1004,853,578,466,656
"G13067284","2016","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",32537,770,568,784,632,1620,1143,916,1660,1059,2894,2547,4194,3931,2197,2699,4923,"Roswell city, Georgia",1600,540,495,579,337,706,689,528,706,534,1000,1013,1088,796,814,860,907
"G13068516","2016","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",45183,1419,1229,1246,1664,1398,1837,1496,2030,696,3857,6142,4748,4554,2609,3093,7165,"Sandy Springs city, Georgia",2449,744,594,652,682,728,815,624,741,385,1374,1675,1277,1056,838,823,1079
"G13069000","2016","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",55363,6543,4896,3105,3689,3334,3191,3831,3708,2086,4012,4665,5775,2963,1196,1125,1244,"Savannah city, Georgia",2242,1187,982,1121,963,881,683,1049,953,585,967,919,1077,746,544,433,406
"G13080508","2016","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",29590,2551,848,1783,1917,722,1404,874,1365,1156,2837,3374,4748,2807,912,1094,1198,"Warner Robins city, Georgia",1585,1193,541,919,699,470,790,487,748,782,1056,1151,1544,1303,663,604,881
"G15071550","2016","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",128883,10130,5870,3379,5910,3491,4090,5893,5980,4732,9504,15407,16414,12102,7452,8475,10054,"Urban Honolulu CDP, Hawaii",3059,1482,1345,814,1232,851,942,1202,1193,1144,1409,1990,2323,1558,1061,1155,1106
"G16008830","2016","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",89012,7112,3467,4568,4589,3306,6109,3867,4699,3282,6987,9919,10227,6331,5328,4090,5131,"Boise City city, Idaho",3091,1467,1131,1179,1188,855,1719,1144,1208,783,1106,1530,1669,1283,1244,1033,1174
"G16052120","2016","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",33458,1383,978,251,1537,590,1687,2715,991,1099,3386,5074,4979,3629,1451,2311,1397,"Meridian city, Idaho",2289,874,523,236,776,472,854,1604,532,804,1377,1596,1733,1144,988,1262,919
"G16056260","2016","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",30041,2066,1610,1382,2022,2064,1748,2485,1841,1637,3420,3669,3193,1694,429,662,119,"Nampa city, Idaho",1745,906,673,710,748,882,781,787,605,702,1038,991,983,611,324,657,196
"G17002154","2016","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",30610,1517,695,965,1502,1298,847,734,940,650,1929,3410,3651,3330,2304,2997,3841,"Arlington Heights village, Illinois",1760,576,440,515,628,594,455,354,440,402,608,949,893,696,766,771,714
"G17003012","2016","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",62913,1979,2474,2091,2869,2881,2234,2859,3579,3386,4095,6895,8135,6973,3501,4669,4293,"Aurora city, Illinois",2213,702,881,735,908,1076,888,782,1098,994,1011,1488,1548,1236,747,1022,826
"G17006613","2016","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",32784,2261,1460,1166,2005,1361,1653,1163,1652,1209,2258,2677,4687,2918,2270,1922,2122,"Bloomington city, Illinois",1274,815,605,442,816,465,557,373,672,493,713,668,1012,864,812,575,589
"G17007133","2016","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",22954,667,688,860,664,687,733,1182,852,924,1469,2244,3098,2546,1671,2970,1699,"Bolingbrook village, Illinois",1422,418,549,478,362,456,384,579,464,457,618,752,798,678,574,878,633
"G17012385","2016","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",34343,4966,1233,1335,1785,1534,2434,1398,2403,715,2645,3164,2967,2333,2119,1269,2043,"Champaign city, Illinois",2132,1076,515,610,722,791,965,633,948,404,891,1007,724,688,655,469,624
"G17014000","2016","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1053986,107863,56938,56411,55921,44665,46976,46592,42533,37824,74354,91579,116164,84407,51869,64537,75353,"Chicago city, Illinois",9730,4208,3155,3680,4142,3035,3385,3299,2881,3478,3942,4452,5044,4546,3122,3718,3966
"G17014351","2016","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",22495,1513,949,1436,1703,1374,1432,2083,1926,1071,2336,1817,2383,1203,555,535,179,"Cicero town, Illinois",1179,623,521,725,695,653,542,799,693,707,729,760,662,571,311,361,153
"G17018823","2016","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",30770,3087,2436,2286,2402,1735,1618,2167,1571,1031,2126,3479,3022,1188,513,1244,865,"Decatur city, Illinois",1315,686,620,699,716,518,489,726,565,393,553,861,737,425,270,413,313
"G17023074","2016","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",36969,2495,903,1406,1274,1857,1933,2011,1784,1067,3178,4226,4382,3769,1806,2722,2156,"Elgin city, Illinois",1919,875,523,589,540,759,662,674,690,553,1108,1138,979,1032,590,1079,738
"G17024582","2016","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",29073,2231,1344,1207,1177,1592,786,787,775,1466,2392,2106,3369,2562,1321,2073,3885,"Evanston city, Illinois",1667,779,528,601,461,576,547,458,344,655,760,601,933,721,437,532,722
"G17038570","2016","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",47921,2124,1191,2101,2421,2487,2335,2384,1465,2023,4164,4761,7789,4918,3679,2693,1386,"Joliet city, Illinois",2244,561,445,557,793,709,734,681,499,654,1040,941,1526,860,805,652,491
"G17051622","2016","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",50672,1125,1021,900,687,1032,1313,889,1239,1368,1775,3780,5833,6268,5028,6818,11596,"Naperville city, Illinois",1434,659,503,427,422,400,568,432,413,479,629,775,1128,1151,901,1259,1157
"G17057225","2016","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",26743,919,498,442,515,461,1271,766,1420,1129,1364,3711,3346,3899,1859,2473,2670,"Palatine village, Illinois",1627,623,341,274,259,321,549,464,693,587,617,1069,838,909,571,601,728
"G17059000","2016","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",46774,5643,3248,2428,2950,2292,2067,1884,1504,1899,4028,4146,5297,3479,1628,1828,2453,"Peoria city, Illinois",1599,936,860,704,775,792,676,598,561,670,847,800,1122,796,524,619,631
"G17065000","2016","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",60659,6257,4874,4722,5186,3141,3333,3084,3088,2689,5194,5376,5953,3196,1942,1108,1516,"Rockford city, Illinois",1796,1246,1014,1130,1160,797,792,872,788,799,1127,1036,1134,764,551,416,522
"G17068003","2016","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",29556,1317,426,592,1058,1516,639,1019,1044,1114,2466,3345,4960,3411,2383,2727,1539,"Schaumburg village, Illinois",1457,554,242,277,537,559,287,571,498,431,717,950,1063,794,725,641,462
"G17070122","2016","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",22461,1432,937,715,918,565,676,945,1497,1171,981,2268,2570,2484,1230,1736,2336,"Skokie village, Illinois",1339,536,511,458,504,301,348,525,785,610,522,756,686,609,492,661,588
"G17072000","2016","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",50310,4143,3060,3237,2889,1679,2662,2846,2481,2914,3883,4333,5704,3665,2093,2627,2094,"Springfield city, Illinois",1468,950,786,841,928,632,758,1050,707,866,919,918,993,687,646,759,627
"G17079293","2016","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",28476,2364,1387,1682,2276,1222,1680,2414,1398,1085,2365,2457,3540,2114,918,1033,541,"Waukegan city, Illinois",1538,834,591,674,743,635,710,817,726,506,820,714,973,638,459,506,298
"G18005860","2016","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",30366,5573,2704,2840,1493,1699,1577,1066,1800,1128,1867,2068,2417,1194,901,783,1256,"Bloomington city, Indiana",1926,1151,938,958,681,689,539,574,833,398,739,661,803,455,469,477,509
"G18010342","2016","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",32863,327,241,717,876,450,1230,748,832,688,1614,2489,4081,4224,2844,5226,6276,"Carmel city, Indiana",1410,293,177,483,440,480,574,410,390,421,537,1017,1015,1116,808,1101,915
"G18022000","2016","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",51199,4444,3959,2985,3952,4451,2864,3563,3795,2247,4377,4359,5270,2462,989,992,490,"Evansville city, Indiana",1629,1029,923,763,949,1075,810,988,1052,755,969,816,1078,704,439,495,265
"G18023278","2016","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",32839,576,114,157,614,601,897,1478,983,1574,1599,2948,5108,4827,1706,4619,5038,"Fishers city, Indiana",1752,495,148,205,344,459,454,871,609,727,679,910,1232,1490,648,1299,1314
"G18025000","2016","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",103942,8295,6514,6821,6656,6725,5047,5701,5962,4630,9158,13104,9984,6681,3230,3247,2187,"Fort Wayne city, Indiana",2085,1342,1357,1190,1064,1361,1135,1286,1167,1139,1282,1607,1531,1123,835,624,628
"G18027000","2016","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",31809,6404,3313,2090,2664,1607,1681,1711,2153,1422,2619,2098,1723,1181,459,335,349,"Gary city, Indiana",1700,1231,890,601,723,649,576,511,663,726,795,760,624,549,275,262,242
"G18031000","2016","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",27332,2930,1504,1162,1790,1031,1364,1986,1530,1354,3346,3889,2859,1070,477,636,404,"Hammond city, Indiana",1548,777,587,444,554,335,547,799,589,558,889,836,723,411,281,331,213
"G18036003","2016","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",332643,31956,18406,17458,22572,20296,19050,19997,17539,13813,27230,31609,36156,20943,11517,12407,11694,"Indianapolis city (balance), Indiana",3933,3193,2009,2360,2588,2495,2297,2569,1846,1949,2454,2900,2590,2139,1500,1603,1527
"G18040788","2016","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",31819,3409,1496,2200,1640,1806,2092,1091,2302,1453,3442,4169,3415,1628,904,439,333,"Lafayette city, Indiana",1829,1152,677,916,676,645,811,571,879,538,1028,1388,1107,634,453,313,299
"G18051876","2016","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",28042,4100,1971,1894,3070,1712,1915,1585,1035,1131,2286,2672,2320,874,825,123,529,"Muncie city, Indiana",1457,912,561,590,879,616,628,660,477,663,700,748,770,430,550,150,418
"G18071000","2016","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",37234,4613,3236,3171,2017,2197,2076,2548,1902,1696,3844,2937,3792,1167,770,545,723,"South Bend city, Indiana",1938,912,768,902,537,733,573,616,598,598,749,706,915,410,355,314,286
"G19001855","2016","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",25185,3523,1270,2175,2146,1114,544,1312,897,917,1352,1929,2475,1728,1925,892,986,"Ames city, Iowa",1172,1060,572,1004,1019,503,350,670,600,402,581,498,712,551,967,400,566
"G19012000","2016","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",54445,2807,2054,1965,2056,2822,3313,2823,3257,2334,5023,5769,8221,4613,3573,2045,1770,"Cedar Rapids city, Iowa",1814,1106,935,601,729,928,866,849,864,774,906,1106,1551,1092,1004,566,625
"G19019000","2016","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",39481,3633,1694,2269,1775,3015,3071,1433,2479,1593,3529,3587,4834,2188,1540,1939,902,"Davenport city, Iowa",1494,916,601,654,534,756,1054,570,926,552,733,816,906,577,550,649,408
"G19021000","2016","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",82837,6084,3827,4549,5483,4244,4511,4045,4725,4713,6122,9268,10186,6502,3086,2930,2562,"Des Moines city, Iowa",2704,1382,818,1076,1313,1038,886,964,1029,866,1287,1369,1338,1210,618,751,669
