GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G5100870","2011","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",123503,6000,6027,4394,6352,5168,6775,6782,6302,4757,11695,14025,16508,9952,4833,7977,5956,"Henrico County, Virginia",2025,1213,1416,965,1146,1245,1337,1234,1220,1073,1664,1576,2407,1679,1058,1446,1584
"G5100950","2011","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",26944,1459,348,1008,649,660,1282,913,1398,1326,1951,2997,4929,2078,1633,2366,1947,"James City County, Virginia",1396,708,264,586,429,462,652,505,848,650,809,981,1132,862,772,828,726
"G5101070","2011","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",106492,1670,792,1256,1858,902,2083,2057,3450,3451,4390,7699,12364,14711,13486,16989,19334,"Loudoun County, Virginia",2161,679,547,785,946,538,922,766,1466,1420,1193,1925,1756,2142,2281,2467,2802
"G5101210","2011","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",33946,3203,3189,1372,2484,2411,1284,1576,1717,1209,1914,3297,3574,3047,910,1079,1680,"Montgomery County, Virginia",1512,916,901,597,754,902,624,746,871,592,726,894,928,948,479,462,827
"G5101530","2011","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",131840,3467,2171,2206,3119,3566,3011,3918,3222,3737,9224,10803,20792,16667,12785,17472,15680,"Prince William County, Virginia",1958,1263,743,822,1169,1202,1105,1286,866,1121,1563,2116,2578,2488,2160,2064,2107
"G5101610","2011","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",37931,1808,1146,1317,1449,1376,2531,1609,1682,2080,3410,4253,6331,3578,2472,1322,1567,"Roanoke County, Virginia",1000,647,490,454,619,673,826,489,664,763,945,1152,1258,907,856,539,589
"G5101650","2011","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",28734,1427,1623,1064,1699,2287,1387,1381,1627,1117,2669,3465,4044,2000,1316,984,644,"Rockingham County, Virginia",1263,422,543,382,511,708,463,571,642,438,731,760,830,564,441,361,333
"G5101770","2011","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",42896,510,759,1831,1819,1774,882,1915,1256,1810,2499,5783,8061,4629,3347,4120,1901,"Spotsylvania County, Virginia",1225,396,462,1075,1087,858,519,844,565,846,991,1942,1933,1235,1062,1255,809
"G5101790","2011","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",42033,1509,558,689,1212,1186,1545,1235,1626,1400,2001,3155,7026,4637,4183,5723,4348,"Stafford County, Virginia",1019,628,305,360,678,565,725,708,661,579,697,741,1307,926,902,1001,1022
"G5101990","2011","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",23436,659,535,176,434,904,1085,957,1101,575,2123,1925,3855,4214,1443,1973,1477,"York County, Virginia",1171,349,329,151,292,528,568,390,519,381,735,754,944,981,509,556,476
"G5105100","2011","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",64723,2347,1397,1153,2389,1759,1754,3073,1647,2365,4604,6686,8997,7138,4155,6795,8464,"Alexandria city, Virginia",2105,797,669,609,1172,655,731,1168,666,848,1228,1475,1636,1345,1049,1265,1255
"G5105500","2011","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",78004,2765,2900,3624,2453,3192,3987,3342,2605,2840,6457,8739,13078,8999,5654,4887,2482,"Chesapeake city, Virginia",1928,840,896,1083,783,971,783,872,803,912,1356,1551,1847,1321,1071,1221,640
"G5106500","2011","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",51006,3756,3030,2983,2789,2730,3224,2608,2270,2165,4741,5375,6763,4322,1979,1601,670,"Hampton city, Virginia",2026,894,780,861,788,810,1201,793,796,833,1135,1156,1153,1091,584,586,321
"G5106800","2011","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",29648,3988,3124,1677,1548,1487,2381,1806,1863,1159,1934,2132,2326,1846,1073,746,558,"Lynchburg city, Virginia",1213,1088,900,719,669,509,771,662,697,566,728,794,523,609,422,375,288
"G5107000","2011","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",66533,5225,2729,3011,4410,3891,4268,3443,3794,3373,6245,8056,8227,4527,1616,1999,1719,"Newport News city, Virginia",2424,1175,634,848,1320,1065,1081,855,883,804,1277,1598,1323,1124,455,831,585
"G5107100","2011","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",86480,8168,5180,5396,6037,4688,5363,4940,4999,4848,7658,9053,8245,4564,2817,3102,1422,"Norfolk city, Virginia",2758,1191,913,1051,1039,835,942,830,1009,1135,1065,1364,1313,954,636,817,464
"G5107400","2011","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",36207,3578,2515,2144,2650,1593,1980,2421,1869,2065,2728,3770,4452,2024,1130,726,562,"Portsmouth city, Virginia",1115,880,688,545,830,578,592,749,577,666,720,942,973,642,448,332,417
"G5107600","2011","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",84355,12788,6171,4927,5815,4716,4702,3744,4912,3947,6479,6111,8069,4373,2360,2023,3218,"Richmond city, Virginia",2003,1659,1195,967,1128,1060,1007,925,990,1049,1292,1226,1217,910,818,553,700
"G5107700","2011","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",41267,4514,2372,2500,3193,3800,2526,2237,2414,2042,3816,4189,3647,1648,796,1117,456,"Roanoke city, Virginia",1464,979,681,830,813,1190,746,744,833,784,895,927,963,701,485,471,309
"G5108000","2011","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",30199,1252,1319,921,1276,1584,1091,1251,1745,1589,1756,3871,3811,3989,1560,1793,1391,"Suffolk city, Virginia",1129,501,587,435,544,728,524,597,823,586,718,1109,961,1275,676,663,771
"G5108100","2011","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",162521,7482,5286,6136,5143,5728,6776,7364,6322,8237,14943,20791,24190,16536,10502,9599,7486,"Virginia Beach city, Virginia",2517,1428,1101,1289,1108,1161,1541,1339,1099,1528,1745,2451,2195,1835,1542,1397,1079
"G5300050","2011","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",65598,2942,2607,2611,3568,2888,3057,3094,2722,2633,5280,6935,10627,6063,5084,3398,2089,"Benton County, Washington",1513,1112,784,898,1036,1159,933,1127,994,1012,1044,1435,1878,1505,1259,1082,742
"G5300070","2011","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",26943,1738,1081,1459,1013,1283,1910,1138,1436,2121,2669,3509,3169,2072,722,520,1103,"Chelan County, Washington",1524,786,481,686,606,525,781,479,786,673,776,957,964,763,422,359,859
"G5300090","2011","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",31458,2053,2405,1645,1313,1828,1742,1772,1402,1495,2759,3969,4754,2129,785,398,1009,"Clallam County, Washington",1295,742,614,515,418,699,604,518,439,457,679,846,882,714,400,273,445
"G5300110","2011","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",160304,8969,7717,6268,7117,7839,7885,9422,6829,6839,15798,18207,22835,12687,9251,7238,5403,"Clark County, Washington",1897,1509,1302,1297,1550,1506,1530,1456,1326,1241,2176,1914,2024,1743,1246,1531,1064
"G5300150","2011","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",40659,2639,3196,3449,3083,2452,2101,2420,2466,1412,2742,4480,4405,2601,976,1337,900,"Cowlitz County, Washington",999,711,1031,970,882,645,670,775,789,601,762,1021,947,836,516,601,498
"G5300210","2011","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",23332,1460,1038,1783,1669,1632,682,1847,1128,483,1756,3174,3111,1162,702,1377,328,"Franklin County, Washington",838,611,632,942,747,885,414,928,623,284,659,929,911,559,464,599,245
"G5300250","2011","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",31009,2587,1761,2374,2586,2006,2004,1416,1133,1146,2776,4322,3557,1573,390,572,806,"Grant County, Washington",1081,897,766,844,919,754,684,488,446,585,792,1001,1032,630,265,485,475
"G5300270","2011","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",25619,2711,1121,1753,1443,2175,1745,1491,1536,1311,2375,1916,3215,1842,529,383,73,"Grays Harbor County, Washington",1938,745,403,634,522,750,598,477,522,464,827,551,1014,570,297,250,73
"G5300290","2011","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",32932,1271,1767,1331,1605,1293,1672,1506,2013,1187,3014,3606,5055,3674,1712,1578,648,"Island County, Washington",1369,478,733,650,486,482,525,586,690,386,686,748,983,807,566,647,322
"G5300330","2011","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",797665,48953,31105,30759,31874,28251,31622,30341,33210,30936,54690,80495,104361,79564,55330,58958,67216,"King County, Washington",4906,3609,3202,3462,2655,2906,3057,3030,2931,2879,3909,4529,5530,3810,3582,3445,3893
"G5300350","2011","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",100688,5894,3739,3776,4079,5062,5400,4792,4625,4718,7792,13035,13284,9642,5849,5290,3711,"Kitsap County, Washington",2013,1192,1017,1045,1110,1031,1207,1048,1098,1198,1497,1616,1762,1450,980,1368,884
"G5300410","2011","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",29829,1679,1955,2003,2297,1501,3009,1678,1937,1441,3129,2588,2882,1972,906,710,142,"Lewis County, Washington",1105,544,526,695,613,552,705,498,622,445,713,654,668,673,386,438,145
"G5300530","2011","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",298160,16194,13869,12328,13795,14096,16858,16170,15161,14691,26949,36456,37701,25709,15554,13203,9426,"Pierce County, Washington",3877,1805,1790,1875,2245,1849,2243,2084,2229,1707,2378,3209,2680,2820,1731,1634,1388
"G5300570","2011","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",45801,2146,3106,2762,2561,2249,2431,2262,1942,2389,3197,5055,6720,3253,2483,2406,839,"Skagit County, Washington",1390,698,956,884,950,479,732,631,728,693,720,1040,1152,646,772,752,312
"G5300610","2011","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",268449,12560,9522,8814,11176,10455,12899,11636,13664,12796,21691,29824,42450,30567,16225,14593,9577,"Snohomish County, Washington",2956,2087,1540,1261,1832,1508,1639,1939,1608,2067,2492,3253,3217,2388,1904,1809,1295
"G5300630","2011","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",187360,15541,11631,10139,13489,8678,12500,7920,7678,7463,17670,21298,23585,12571,5871,5910,5416,"Spokane County, Washington",2799,1779,1764,1676,1889,1309,1574,1435,1324,1269,2140,2155,2111,1829,1150,1129,1050
"G5300670","2011","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",101970,7387,4795,2820,3209,3879,5228,3907,4654,5902,9140,14429,16349,9333,4770,3963,2205,"Thurston County, Washington",2132,1906,1365,1154,1063,1102,1466,1184,1518,1556,1631,2051,2419,1717,1157,1086,824
"G5300730","2011","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",79958,7068,2923,4450,4313,4037,5155,3849,3779,3008,6836,9584,11292,5892,3163,2770,1839,"Whatcom County, Washington",2211,1583,898,1057,1178,1025,1044,1173,1119,915,1359,1946,1911,1319,1032,1035,705
"G5300770","2011","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",80071,4395,5314,6777,6194,5530,5099,4706,3880,3895,7755,6942,9198,3974,3244,2238,930,"Yakima County, Washington",1626,1022,1529,1375,1260,1312,1161,1225,1224,1229,1421,1341,1591,1177,903,745,471
"G5400030","2011","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",39569,2454,3078,2929,1713,1404,1387,1856,2598,2022,3840,5283,4263,3711,1428,804,799,"Berkeley County, West Virginia",1618,902,1069,947,803,607,787,606,953,808,1185,1543,981,1127,1036,501,628
"G5400110","2011","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",39053,5368,3572,2580,2759,2333,1849,2228,1817,1096,3074,3091,3623,2310,1128,1012,1213,"Cabell County, West Virginia",1223,822,1047,634,689,732,504,622,587,442,792,797,926,828,478,478,560
"G5400330","2011","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",26713,2514,2113,2339,1450,2031,1738,1426,1157,725,1549,2290,3238,2357,815,491,480,"Harrison County, West Virginia",1164,588,944,626,485,637,590,431,397,356,462,564,823,689,421,254,329
"G5400390","2011","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",81094,7662,5943,6066,5598,6419,4206,4720,3055,2688,6479,7283,8868,4987,2622,2333,2165,"Kanawha County, West Virginia",1874,1388,1215,1287,1241,1225,1154,1110,865,608,1041,1080,1326,987,852,676,694
"G5400610","2011","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",35029,5705,2268,1682,1519,1825,1297,1546,1925,1795,2173,3700,3541,2352,1538,1197,966,"Monongalia County, West Virginia",1766,1027,658,541,573,611,459,536,748,671,850,985,796,642,507,470,343
"G5400810","2011","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",32121,3064,2535,2183,2500,2575,2058,1634,1470,1503,2642,2369,3178,1904,1422,545,539,"Raleigh County, West Virginia",1253,999,832,737,649,856,668,698,558,665,768,757,945,808,584,368,378
"G5401070","2011","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",34923,3119,2965,2648,3181,2911,2088,1552,2250,1230,2108,2876,2785,2403,1114,1046,647,"Wood County, West Virginia",1108,823,679,828,752,750,636,439,503,477,516,594,645,631,335,429,306
"G5500090","2011","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",98471,5361,4409,5707,5820,4827,6204,4761,5208,4604,9196,12526,13126,7014,4620,2908,2180,"Brown County, Wisconsin",1877,1137,965,1240,1259,1172,1419,937,1070,1075,1364,1709,1367,1021,1170,692,747
"G5500250","2011","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",206024,13123,8202,7539,11161,9713,10250,8881,9445,9179,14830,22766,30162,18473,11746,12217,8337,"Dane County, Wisconsin",2374,2014,1412,1486,1736,1739,1627,1478,1458,1537,2220,1840,2408,1934,1844,1751,1256
"G5500270","2011","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",32762,1717,1501,1748,1908,1437,2084,1747,1315,1863,3305,4341,4997,2490,869,716,724,"Dodge County, Wisconsin",985,471,505,521,550,410,554,519,488,482,650,708,760,511,285,326,254
"G5500350","2011","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",40053,3178,2551,3090,2194,2274,2227,1838,2146,1145,4053,4748,4763,2661,1160,1089,936,"Eau Claire County, Wisconsin",872,957,720,765,637,664,617,567,612,530,921,812,754,609,407,454,387
"G5500390","2011","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",41277,2001,2644,2090,2457,1546,1696,2689,2012,2391,3756,5820,6141,2702,1412,1030,890,"Fond du Lac County, Wisconsin",806,671,721,568,624,500,516,594,407,555,769,904,761,572,483,412,268
"G5500550","2011","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",32457,1382,1538,1287,1635,2043,1167,1944,1880,1669,3662,3932,4735,2613,1294,1027,649,"Jefferson County, Wisconsin",1082,558,402,356,583,559,367,674,602,499,783,701,831,651,337,452,342
"G5500590","2011","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",61072,4621,3206,3071,4188,2751,3154,3361,2939,2380,5656,5758,7500,5495,2850,2148,1994,"Kenosha County, Wisconsin",1766,1309,925,844,1157,808,894,1027,897,699,1322,1014,1397,1155,899,763,731
"G5500630","2011","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",45705,3491,2034,2463,2338,2882,2392,2918,2235,2108,3968,5487,5676,3138,2145,1481,949,"La Crosse County, Wisconsin",1114,965,648,716,663,670,902,815,785,728,992,950,946,731,682,458,326
"G5500710","2011","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",34029,1320,1921,1400,2029,2529,2261,2258,2144,1691,2878,4240,4740,2538,860,798,422,"Manitowoc County, Wisconsin",912,440,510,402,610,564,563,535,503,499,529,742,805,448,304,353,236
"G5500730","2011","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",53343,2664,2691,3150,3494,2411,3101,2655,3565,1868,4900,6633,6860,4489,1989,1641,1232,"Marathon County, Wisconsin",1203,510,680,727,756,607,906,663,729,602,847,889,865,872,532,504,428
"G5500790","2011","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",376552,40371,28740,27896,24996,20886,22984,19458,17994,17766,29816,37301,35408,23523,11224,11192,6997,"Milwaukee County, Wisconsin",2865,2495,2407,2325,2309,1962,2096,1918,2041,2319,2429,2795,2522,2098,1513,1528,1031
"G5500870","2011","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",68937,2461,3260,3719,4238,3083,3832,3363,2888,3186,6856,8783,10927,6409,2715,1800,1417,"Outagamie County, Wisconsin",1175,734,1002,930,972,767,926,729,593,818,1196,1474,1440,1220,868,562,507
"G5500890","2011","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",33994,985,1115,1407,1106,1747,990,1865,1375,1163,1858,3769,4770,4126,1785,2209,3724,"Ozaukee County, Wisconsin",1014,346,476,733,340,666,433,634,467,448,573,681,974,805,555,618,804
"G5500970","2011","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",27479,2125,1800,1063,1526,1274,1198,1814,2025,980,2691,3734,3210,2267,716,695,361,"Portage County, Wisconsin",788,743,534,408,437,406,446,523,512,359,738,710,646,647,256,304,185
"G5501010","2011","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",75903,4404,3930,2879,4413,4118,4755,3528,3916,3682,6903,9793,9569,7190,2376,2084,2363,"Racine County, Wisconsin",1720,1022,846,886,1056,979,1012,786,913,790,1212,1410,1242,1264,598,613,688
"G5501050","2011","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",63615,4358,3685,4342,3517,3906,3769,3644,3067,3100,5792,7278,7862,5177,2112,1361,645,"Rock County, Wisconsin",1293,898,838,944,883,774,986,828,768,685,1031,999,1066,1008,503,392,298
"G5501090","2011","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",31005,1566,1164,1440,1176,1084,1134,1633,1878,1479,2150,4192,5401,2625,1870,926,1287,"St. Croix County, Wisconsin",1391,664,405,503,581,463,467,696,869,707,756,775,1339,625,576,446,731
