GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G4804850","2019","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",48315,4070,2257,2342,3051,1644,1949,3253,2435,1984,4470,5163,6345,4119,2419,1437,1377,"Wichita County, Texas",2499,1164,795,938,997,641,713,1023,940,894,1193,1106,1066,941,735,578,475
"G4804910","2019","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",193008,4580,2664,3799,4169,4655,4244,7834,5112,7513,13941,20570,26409,24386,18023,24362,20747,"Williamson County, Texas",2970,1218,1016,1124,1383,1323,1058,2122,1241,2024,1834,2784,2804,2855,2120,2620,2317
"G4804970","2019","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",22882,798,716,389,343,1455,854,621,675,601,1862,3358,3050,3040,1084,2090,1946,"Wise County, Texas",1087,420,409,285,198,551,521,466,389,339,661,923,868,751,423,661,744
"G4900050","2019","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",40206,2115,1824,1056,1608,1827,2129,1891,1413,2040,3245,5113,6172,4006,2223,1932,1612,"Cache County, Utah",1109,894,720,495,557,575,610,649,516,661,872,1063,918,810,551,568,491
"G4900110","2019","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",109358,2048,1880,2281,2550,2778,2702,2728,3529,3755,7951,13289,19254,15087,9878,10832,8816,"Davis County, Utah",1333,745,679,838,822,1004,774,763,1069,1044,1303,1803,2232,1644,1391,1655,1329
"G4900350","2019","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",384692,14957,10183,10858,9865,9922,13493,11178,14951,12327,28333,43301,60571,45506,29523,37303,32421,"Salt Lake County, Utah",3966,2429,1903,2055,1758,1700,2285,1972,2657,2138,2863,3746,4500,2927,3388,2687,2654
"G4900450","2019","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",21292,599,547,520,190,771,681,559,448,836,1679,3212,3586,3078,2464,1321,801,"Tooele County, Utah",786,430,319,535,202,599,499,365,361,518,541,1044,1016,1098,970,722,496
"G4900490","2019","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",178152,4923,3724,5945,5336,6346,6478,5156,7096,6286,13622,18897,27204,22396,15715,15397,13631,"Utah County, Utah",1695,979,946,1334,1221,1110,1377,1020,1234,1111,1586,1781,2215,2191,1733,1562,1797
"G4900530","2019","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",63144,1199,2915,2068,3218,3116,3559,1490,2637,3051,5686,7625,9545,7596,1636,3771,4032,"Washington County, Utah",2292,633,1099,858,1182,1109,1153,563,1096,981,1199,1597,1822,1684,690,973,1006
"G4900570","2019","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",87863,2728,2591,1964,2776,2887,4487,2563,4328,3127,6799,11401,16208,9732,6192,5186,4894,"Weber County, Utah",1481,693,930,681,682,827,1208,779,1100,902,1373,1634,1967,1773,1480,1075,1155
"G5000070","2019","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",68516,4218,2371,1202,1926,2320,2529,2426,2416,1853,4716,7162,9294,7764,5075,6217,7027,"Chittenden County, Vermont",975,1211,876,490,757,1010,1029,1027,922,697,1159,1410,1652,1516,1124,966,1057
"G5100030","2019","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",43754,1360,1277,1232,1267,1237,1097,1265,909,1899,3642,3558,6379,4323,2830,5197,6282,"Albemarle County, Virginia",1134,456,711,577,640,624,584,608,462,845,1116,929,1386,941,774,973,1175
"G5100130","2019","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",111887,4857,2372,2222,1865,1888,1698,1920,1777,1905,4059,10954,11915,11653,9359,16578,26865,"Arlington County, Virginia",1847,1322,1017,898,990,946,885,784,763,815,1130,1852,1507,1700,1576,1925,1886
"G5100150","2019","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",29951,912,885,543,1642,991,1207,1715,2032,1826,2638,3344,4833,3223,1918,1580,662,"Augusta County, Virginia",1333,555,472,365,708,506,558,775,679,663,916,874,1136,806,717,569,387
"G5100190","2019","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",31390,1571,889,1223,934,1401,1762,2052,772,1219,1822,3313,5167,3018,2078,2058,2111,"Bedford County, Virginia",1264,524,459,618,397,688,796,719,382,626,654,1015,1178,931,671,523,659
"G5100410","2019","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",128920,2936,3128,3637,3111,4675,6009,3524,4729,3987,9587,14329,16720,18258,10884,11589,11817,"Chesterfield County, Virginia",1764,992,1035,1118,869,1261,1829,1065,908,904,1452,1910,2103,2236,1710,1713,1753
"G5100590","2019","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",400186,11122,4485,5081,6312,6640,7288,6947,9551,9811,17587,24901,44371,41184,36578,60928,107400,"Fairfax County, Virginia",2978,2010,1161,1340,1251,1485,1334,1670,2102,1838,2545,3014,3203,3283,2840,3270,3597
"G5100610","2019","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",24270,494,791,224,719,362,382,413,463,744,1779,1857,3233,3472,2272,3151,3914,"Fauquier County, Virginia",1052,275,536,172,491,301,234,316,271,359,716,601,971,791,533,758,732
"G5100690","2019","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",32010,1018,702,737,831,897,1495,887,849,846,2212,3119,5552,5073,2798,3472,1522,"Frederick County, Virginia",1398,558,418,398,500,560,637,371,525,367,730,852,1091,1213,860,832,578
"G5100850","2019","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",39521,898,465,902,1080,849,2061,1081,1026,1485,2683,3886,5583,3881,4864,5092,3685,"Hanover County, Virginia",1078,403,310,653,475,445,831,557,376,621,733,805,1194,878,1007,781,772
"G5100870","2019","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",130591,5698,3509,5169,5678,4599,4481,6834,6012,5107,9341,14594,14740,12529,7458,10484,14358,"Henrico County, Virginia",1988,1419,1151,1423,1662,1378,1008,1707,1379,1295,1725,2156,1873,1642,1315,1994,2088
"G5100950","2019","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",30262,901,266,749,1093,616,943,605,705,848,1217,3040,5471,4119,3357,3345,2987,"James City County, Virginia",1513,502,234,437,598,460,516,378,457,547,564,797,1252,891,967,806,830
"G5101070","2019","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",133750,2308,845,1002,2054,2095,2284,1405,2256,1846,3845,7285,14290,12736,11267,22550,45682,"Loudoun County, Virginia",1935,1012,408,449,950,824,772,519,908,668,1222,1480,2002,1847,1414,2460,2660
"G5101210","2019","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",36244,4738,1203,686,1437,1911,1339,1330,1736,1214,2505,5193,4076,1835,2124,2563,2354,"Montgomery County, Virginia",1423,1284,712,387,681,960,588,703,659,698,1004,1291,1217,743,710,896,725
"G5101530","2019","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",143508,3540,1528,2382,3072,2872,4147,2782,3607,3287,7162,11407,19763,19446,14756,18482,25275,"Prince William County, Virginia",1907,1068,743,963,1162,910,1126,1095,1048,1196,1494,1726,2428,2360,1786,2001,2184
"G5101610","2019","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",37506,1326,1602,747,1684,1713,923,1050,1873,742,2893,5039,4864,5032,2153,2788,3077,"Roanoke County, Virginia",1472,720,712,539,674,689,472,604,755,443,839,1165,1142,922,581,945,809
"G5101650","2019","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",30462,632,515,968,1017,1461,1495,1741,1690,1808,2111,3572,5328,2966,1499,1953,1706,"Rockingham County, Virginia",1157,263,295,419,472,664,619,621,612,702,697,960,991,792,451,637,744
"G5101770","2019","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",46427,1635,1200,911,1559,1164,1667,1543,2184,1139,1883,4293,6067,6487,4690,5174,4831,"Spotsylvania County, Virginia",1134,747,525,528,689,596,574,525,612,446,672,857,1246,1152,1007,847,851
"G5101790","2019","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",48092,1423,343,467,648,708,960,1352,1456,1103,2540,4181,6936,4905,4441,9166,7463,"Stafford County, Virginia",1304,542,234,337,433,516,564,740,657,492,871,1192,1377,1180,898,1427,1195
"G5101990","2019","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",26008,903,894,425,955,297,580,388,485,913,1789,2340,4220,3181,2861,2176,3601,"York County, Virginia",921,433,574,301,602,267,408,324,292,588,619,813,1019,906,1008,574,1098
"G5105100","2019","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",71005,1134,1319,1107,1312,1979,1928,1876,962,1431,4223,6540,9741,7592,5476,7716,16669,"Alexandria city, Virginia",1523,595,717,486,599,907,958,792,541,634,1076,1243,1403,1321,1359,1121,1327
"G5105500","2019","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",86878,2109,3520,1537,4890,3146,2908,2240,4033,2323,7809,7900,11197,9530,8855,8723,6158,"Chesapeake city, Virginia",1764,870,1373,845,1727,1250,1110,895,1476,803,1681,1452,1598,1663,1636,1387,1079
"G5106500","2019","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",55633,2716,2924,2489,2446,2410,2295,3660,2729,3041,3865,6596,8394,4387,2319,2813,2549,"Hampton city, Virginia",1442,916,818,953,870,839,796,1162,851,1000,1092,1471,1519,1266,773,847,794
"G5106800","2019","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",28950,2356,922,1471,620,1074,2218,1278,1879,1137,2708,3338,4572,1816,1305,1208,1048,"Lynchburg city, Virginia",1238,966,527,668,373,460,893,522,700,413,887,944,1031,619,492,549,439
"G5107000","2019","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",70918,5966,3187,2892,3895,2664,3416,3799,2855,4226,6131,8547,9311,5941,2826,3005,2257,"Newport News city, Virginia",2279,1284,1023,1037,1359,761,942,1097,990,1087,1543,1515,1582,1162,845,866,682
"G5107100","2019","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",88387,8092,4136,3283,4790,3550,6474,3268,4130,3487,8895,8790,11507,6156,4123,4615,3091,"Norfolk city, Virginia",2248,1429,971,862,916,881,1306,914,889,860,1337,1482,1601,1044,906,856,664
"G5107400","2019","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",36089,3157,1967,1280,2499,872,1651,1770,2957,1367,3177,3694,5496,2899,1440,739,1124,"Portsmouth city, Virginia",1133,992,729,796,743,434,524,683,1020,529,949,988,1307,909,533,345,469
"G5107600","2019","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",89878,9734,5910,4130,5080,3001,4967,3602,4405,3195,7249,8686,8956,5146,4376,5016,6425,"Richmond city, Virginia",2207,1774,1610,991,1248,999,1390,1161,1171,852,1572,1538,1363,878,1016,898,944
"G5107700","2019","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",40810,3451,4252,2548,2549,1778,2298,1386,1876,1933,3862,3758,3826,3034,1106,1309,1844,"Roanoke city, Virginia",1405,1156,1430,924,910,539,995,616,739,748,962,1154,1026,1036,414,539,921
"G5108000","2019","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",34597,1570,818,1172,1322,1117,1114,1072,1078,1376,2958,2241,6040,4831,2571,2416,2901,"Suffolk city, Virginia",1038,657,393,624,650,450,651,533,463,432,875,630,1255,953,711,623,571
"G5108100","2019","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",175029,5411,2120,3737,5166,5790,7665,6457,5969,6506,12878,20562,29019,19907,14254,15721,13867,"Virginia Beach city, Virginia",2072,1233,673,1004,1350,1619,1877,1510,1363,1591,1923,2466,2946,2380,1974,1912,1521
"G5300050","2019","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",73678,1712,2385,2304,4280,2011,2880,3842,2697,2854,5396,8023,8734,8672,5868,5905,6115,"Benton County, Washington",1554,741,1047,851,1736,774,1250,1256,936,887,1359,1645,1428,1606,1436,1032,1250
"G5300070","2019","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",28974,1359,909,1092,1862,1581,1221,1164,1670,878,2992,3223,3662,2232,1467,2275,1387,"Chelan County, Washington",1437,813,603,514,935,584,605,617,746,584,995,1009,959,752,615,712,487
"G5300090","2019","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",33022,2669,985,1094,2417,1708,781,2207,1380,1203,2777,2985,5736,2961,1756,1694,669,"Clallam County, Washington",1395,884,465,458,717,613,334,726,458,455,711,803,1146,843,611,551,361
"G5300110","2019","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",180862,5587,4429,3745,7118,5297,6254,6089,7572,6623,12610,18650,28156,21931,16060,15583,15158,"Clark County, Washington",1845,1035,1025,998,1631,1144,1375,1094,1660,1242,1588,1943,2515,2537,1956,1472,1702
"G5300150","2019","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",42790,2426,1659,2179,1856,2110,2717,1990,2108,2103,3927,4394,6101,3512,1433,2387,1888,"Cowlitz County, Washington",1091,820,572,747,827,974,1016,774,818,705,1107,1086,1227,881,584,914,659
"G5300210","2019","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",28162,1725,494,794,1475,1721,1278,1134,684,1063,3333,2897,3058,2845,1918,2536,1207,"Franklin County, Washington",801,949,421,595,1005,1021,737,640,469,601,1107,914,1015,889,635,701,606
"G5300250","2019","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",30866,1166,1096,1431,1239,2563,1493,1481,2220,828,2745,3582,4765,2566,1168,1092,1431,"Grant County, Washington",1944,525,589,742,563,960,645,769,1001,617,1157,931,1448,760,663,441,619
"G5300270","2019","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",29920,1666,1183,1117,1564,1212,1475,1347,1852,707,2431,3819,4627,2448,1761,1573,1138,"Grays Harbor County, Washington",1485,614,537,490,670,589,639,490,629,385,818,1080,1129,661,676,677,481
"G5300290","2019","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",35586,1895,393,606,1004,1440,766,2119,1678,1469,2907,4278,5872,3693,2735,2594,2137,"Island County, Washington",1400,815,290,320,528,700,328,764,678,581,838,856,1285,834,893,721,693
"G5300330","2019","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",907761,36887,20683,17595,23890,20724,23647,21776,26994,22989,49535,72305,99668,101420,74115,105225,190308,"King County, Washington",5540,3635,3206,2382,3161,2542,3094,2460,2989,2614,4234,4598,4853,5079,4671,4812,6092
"G5300350","2019","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",107525,3948,2506,2695,3323,3182,1902,2900,3941,4225,8730,13444,16596,12906,9255,8801,9171,"Kitsap County, Washington",1905,940,797,779,902,758,519,788,1090,1044,1785,2126,2257,1768,1378,1562,1686
"G5300410","2019","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",31879,1705,1288,1764,2061,1166,1315,1152,1729,1165,3022,3469,4517,3048,1721,2087,670,"Lewis County, Washington",1111,476,490,640,770,513,532,481,668,518,866,941,896,672,679,671,302
"G5300450","2019","WA",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,"05000US53045","Mason County, Washington",24820,1295,366,848,808,1555,702,1984,871,429,2175,3284,2249,3395,1829,1980,1050,"Mason County, Washington",1724,683,228,605,489,737,408,920,474,286,812,853,710,946,671,870,453
"G5300530","2019","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",333657,11837,9890,8244,9745,9374,10080,13052,11401,13617,22828,37042,49896,44224,26807,29781,25839,"Pierce County, Washington",3333,1870,2063,1579,1543,1537,1702,2414,1889,2388,2248,3051,3842,3380,2259,2611,2410
"G5300570","2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",49043,1439,2207,2006,1681,1659,1876,2077,1794,2966,3982,5515,7317,5261,3431,3327,2505,"Skagit County, Washington",1429,458,718,746,611,555,593,651,627,941,870,1081,1209,1244,770,716,536
"G5300610","2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",299827,9214,8372,6983,8395,8021,8271,9163,7659,8132,21795,27580,44646,35864,24779,35977,34976,"Snohomish County, Washington",3248,1654,1712,1616,1717,1711,1780,1618,1595,1566,2542,3082,3961,2681,2441,3048,2795
"G5300630","2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",211723,12176,9068,6669,10861,9423,9522,9089,10698,10074,18325,24098,26878,17359,11320,15448,10715,"Spokane County, Washington",2427,1568,1525,1567,1979,1767,1558,1697,1752,1807,2441,2540,2616,1932,1750,2172,1766
"G5300670","2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",112909,5059,3469,3828,4209,3696,3345,4251,2812,4577,7869,11106,18638,13334,9252,8970,8494,"Thurston County, Washington",1988,1387,1112,1098,1232,1221,898,1064,834,1243,1371,1610,2324,1742,1487,1473,1457
"G5300730","2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",88794,4150,3041,3792,3472,3068,4558,2296,3427,2497,8826,8927,14138,9640,5630,6124,5208,"Whatcom County, Washington",2439,1062,821,1036,1153,1152,1103,671,1105,847,1865,1611,2090,1606,1375,1161,1344
"G5300770","2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",83992,4590,2588,5208,4164,3217,5924,3280,4548,4262,6695,9214,12900,7150,3559,3610,3083,"Yakima County, Washington",1666,1027,643,1548,1341,1104,1638,1017,1081,1198,1303,1573,1716,1165,985,889,740
"G5400030","2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",46395,2611,1207,1604,1121,2467,2729,2330,1984,1455,4771,5772,6208,5273,2726,2267,1870,"Berkeley County, West Virginia",1509,986,628,675,555,1044,1063,1026,917,786,1398,1491,1468,1488,1016,770,703
"G5400110","2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",38040,4711,2189,2767,1906,2529,2495,1872,2292,1474,3087,2820,3667,2123,1436,1501,1171,"Cabell County, West Virginia",1440,1210,914,922,733,764,954,789,775,561,1147,828,982,726,696,656,542
"G5400330","2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",25905,977,1369,1411,1501,1344,1512,723,1329,1499,2365,1298,2994,2996,2148,1631,808,"Harrison County, West Virginia",1348,394,830,548,542,521,591,350,514,562,734,483,728,735,720,508,391
"G5400390","2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",78384,8951,3903,3859,4358,3980,3521,3550,5059,3505,6124,7637,8561,5601,3571,3141,3063,"Kanawha County, West Virginia",2302,1922,956,1191,1160,1104,799,1071,1664,1017,1273,1409,1548,1076,931,796,847
