GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G4802910","2015","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",26383,1298,1437,1845,1658,691,1521,1184,1338,1457,2195,2440,3826,2459,1327,650,1057,"Liberty County, Texas",1069,583,659,736,755,346,684,684,725,710,850,865,982,899,538,491,590
"G4803030","2015","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",108485,8813,6190,5431,7457,6023,5456,4594,6374,5222,9645,11580,11970,7785,4731,3472,3742,"Lubbock County, Texas",2448,1736,1289,1242,1688,1347,1167,1254,1324,1273,1526,1629,1679,1585,1016,891,808
"G4803090","2015","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",87308,8890,4926,4512,5755,4798,4589,3842,4699,4221,7593,9152,9500,6018,3393,2588,2832,"McLennan County, Texas",1963,1468,1106,921,1173,1164,1046,959,1389,955,1334,1464,1443,1210,821,623,605
"G4803290","2015","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",56280,2201,1609,1296,1534,1700,2192,2435,2247,2248,3539,5566,7443,6917,3915,5483,5955,"Midland County, Texas",1283,798,565,581,651,682,1004,1029,911,795,1132,1280,1502,1411,1086,1537,1251
"G4803390","2015","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",185869,6632,6949,7905,6377,7203,10282,6052,7663,4762,15251,17103,21620,19702,13104,13997,21267,"Montgomery County, Texas",3125,1502,2227,2254,1688,1954,2211,1524,1993,1462,2655,2632,2909,2474,2563,2793,2283
"G4803470","2015","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",23493,3295,1821,1848,1462,979,1468,880,1297,878,1923,1718,2072,1601,781,450,1020,"Nacogdoches County, Texas",1251,1057,727,653,572,516,758,432,581,481,635,620,717,526,364,323,470
"G4803550","2015","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",130207,10824,7824,7392,8194,6023,6785,6192,5909,5072,10250,14160,17409,8221,5583,5709,4660,"Nueces County, Texas",2635,1893,1532,1399,1561,1393,1402,1245,1342,1475,1649,1805,2119,1406,1243,1157,1008
"G4803610","2015","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",32848,3138,1417,1423,2177,1819,1812,2075,1372,972,2377,3789,2965,3819,1530,1553,610,"Orange County, Texas",1086,1042,501,534,883,775,626,788,523,460,804,920,876,1005,596,651,364
"G4803670","2015","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",42804,2134,931,792,1616,2073,1749,2947,2237,1138,3428,4901,4887,3900,3472,2872,3727,"Parker County, Texas",1468,696,515,413,578,753,610,862,923,403,957,1017,962,918,991,933,944
"G4803750","2015","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",43715,2957,3519,3852,3432,2286,3655,1894,2333,1819,3035,5074,4343,2626,654,1139,1097,"Potter County, Texas",1407,779,902,1103,926,659,956,641,779,652,714,1105,1001,670,412,479,532
"G4803810","2015","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",48323,1642,1385,1499,2459,1895,2017,2150,2784,2365,5134,4826,7345,5336,2807,2622,2057,"Randall County, Texas",1499,508,528,571,912,699,717,638,961,663,1009,942,1321,1068,772,623,570
"G4803970","2015","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",30229,646,640,532,998,356,336,881,1593,1554,1586,3362,3996,3848,2915,3021,3965,"Rockwall County, Texas",683,361,487,424,544,321,263,490,660,811,648,846,1153,1073,868,889,877
"G4804090","2015","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",22216,1465,553,1635,710,901,1234,859,1288,1535,1925,2375,2319,1769,872,1771,1005,"San Patricio County, Texas",1044,579,302,680,293,480,557,374,588,653,646,647,641,557,397,553,393
"G4804230","2015","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",78380,5403,3653,4023,5009,3911,4113,4514,5105,4167,5255,7558,8814,6445,3004,3923,3483,"Smith County, Texas",2212,1027,880,1112,1067,1147,1013,1177,1418,1034,1260,1100,1496,1442,773,1149,980
"G4804390","2015","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",685443,35637,24444,30923,32876,33416,36298,27756,30381,28050,57505,76725,88858,59730,36575,40537,45732,"Tarrant County, Texas",4281,3104,2417,3649,3216,2762,3722,2843,2603,2885,4574,4146,4536,4146,3213,2998,2780
"G4804410","2015","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",48934,2852,2617,3344,2979,2637,3398,2758,3034,1304,4674,4979,5382,4083,1970,1397,1526,"Taylor County, Texas",1569,809,877,955,766,881,899,799,988,454,1115,1035,1365,980,650,630,415
"G4804510","2015","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",44422,3236,1810,2763,2879,3949,2302,2263,1634,1796,2562,6242,4980,2930,1976,988,2112,"Tom Green County, Texas",1494,1116,762,946,879,1357,827,780,533,743,787,1294,1079,957,761,527,818
"G4804530","2015","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",446342,23782,15059,15203,20967,18428,20945,19570,20131,17141,34354,45577,57669,36751,25192,31915,43658,"Travis County, Texas",3869,2639,2024,2271,3107,2868,2905,2643,2173,2266,3491,3701,3841,3099,2666,2840,3044
"G4804690","2015","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",32956,1961,864,1426,1736,1724,2060,1557,1950,1384,2688,2838,4103,3931,2007,1379,1348,"Victoria County, Texas",992,568,396,594,605,682,607,607,746,537,767,666,992,962,640,441,509
"G4804710","2015","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",21295,3482,1187,780,538,2009,1264,1257,764,713,1491,2833,2913,721,255,760,328,"Walker County, Texas",1953,1176,493,485,366,709,672,734,459,509,839,967,1081,385,182,434,300
"G4804790","2015","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",72259,8795,5959,4558,4055,4630,4937,3329,3761,2234,4220,7884,6767,4714,2277,1770,2369,"Webb County, Texas",1260,1339,1212,1099,1034,1102,947,943,986,652,968,1284,1071,990,907,553,795
"G4804850","2015","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",48070,4496,3433,1981,3348,2602,2496,3186,2152,2911,3682,5117,4945,4072,1462,1172,1015,"Wichita County, Texas",2134,927,792,671,873,918,741,886,745,794,890,1037,880,952,458,458,428
"G4804910","2015","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",170987,4468,3208,3224,5765,5491,8464,4979,7846,6031,12883,18611,28813,22113,12456,15962,10673,"Williamson County, Texas",2240,1060,878,985,1267,1361,1454,973,1645,1340,1608,2215,2115,2172,1416,1770,1446
"G4900050","2015","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",36600,1519,2022,1874,2189,2357,2479,1549,2348,1809,3186,3507,4798,2715,1777,1220,1251,"Cache County, Utah",974,440,484,616,698,661,636,546,727,592,756,745,859,593,499,335,369
"G4900110","2015","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",99998,3389,2617,1961,2972,2168,4004,2944,4604,5108,10043,12132,17033,12614,5884,7406,5119,"Davis County, Utah",1325,1008,945,651,845,729,980,817,1057,1226,1428,1523,1558,1720,1054,1231,986
"G4900350","2015","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",357623,15361,11356,12255,14630,16210,15562,17551,15059,15107,28771,41601,53061,37847,21284,21899,20069,"Salt Lake County, Utah",3147,2007,1875,1677,1776,2306,2125,2234,2285,2034,2395,3447,2786,2826,2386,2427,1920
"G4900490","2015","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",155089,6360,5698,5558,6263,4641,7240,7122,7604,5663,13216,19736,24767,15819,8804,9286,7312,"Utah County, Utah",1620,1306,1012,938,1273,988,1081,1171,1241,925,1590,1777,1972,1546,1179,1119,942
"G4900530","2015","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",52453,1897,1973,1880,2284,3665,3221,2949,2586,2264,6394,6544,7909,3078,1535,1891,2383,"Washington County, Utah",2328,571,681,575,912,1285,958,918,954,729,1273,1313,1444,895,525,1073,874
"G4900570","2015","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",80988,5024,3536,2838,3083,4188,3800,3512,3841,3831,7103,11022,11928,6794,4068,4341,2079,"Weber County, Utah",1612,876,910,739,688,1165,802,815,941,806,1194,1542,1424,1352,860,877,619
"G5000070","2015","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",64271,2722,2869,3068,2770,2435,2631,1939,2579,2498,5080,7073,9519,6866,4236,4139,3847,"Chittenden County, Vermont",1238,725,757,927,880,741,760,554,769,753,1119,1116,1311,1101,803,868,766
"G5100030","2015","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",39916,2892,425,994,1745,1175,1118,2110,1759,1920,2939,4176,4987,3409,2401,3435,4431,"Albemarle County, Virginia",1331,897,391,411,734,526,460,736,701,627,797,1088,969,755,685,775,920
"G5100130","2015","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",103408,4457,1220,1276,2931,1389,2211,1541,2017,1707,5338,9611,13921,12619,8472,15083,19615,"Arlington County, Virginia",2223,1027,500,477,953,557,737,540,689,824,1145,1583,1738,1710,1340,1739,1614
"G5100150","2015","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",27914,1543,1065,1599,1115,2073,1031,1700,1445,1084,2068,4721,3256,2013,1762,445,994,"Augusta County, Virginia",1374,642,528,607,417,730,491,558,724,431,764,1207,831,681,660,325,527
"G5100190","2015","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",32050,1985,1530,1869,1456,1791,1579,990,1841,1914,2598,3396,4423,2729,1890,994,1065,"Bedford County, Virginia",1247,818,603,612,474,636,615,404,538,667,708,855,1048,698,625,485,416
"G5100410","2015","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",121529,4493,2772,2633,2943,4597,4689,4589,5765,5439,11564,11142,19434,13961,9491,9048,8969,"Chesterfield County, Virginia",1593,1127,797,612,826,1168,1031,886,1163,1222,1583,1385,2282,1391,1293,1290,1498
"G5100590","2015","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",392822,10150,6688,6589,4919,7304,8153,7402,10482,7444,20518,28117,49440,50863,37685,55371,81697,"Fairfax County, Virginia",2616,1661,1481,1226,980,1397,1357,1640,1561,1299,2001,2937,2923,2677,2746,3189,3158
"G5100610","2015","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",25498,475,1123,378,859,653,439,809,580,780,1675,2319,3537,4071,2442,2648,2710,"Fauquier County, Virginia",555,252,515,293,380,308,253,573,493,376,553,766,893,727,578,627,611
"G5100690","2015","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",30483,1363,1299,502,981,1299,1140,1116,627,1134,2453,3961,4902,3960,2707,1917,1122,"Frederick County, Virginia",1148,640,662,259,484,505,532,451,323,413,817,932,891,1082,962,615,437
"G5100850","2015","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",39026,1418,1208,992,838,936,827,1407,1639,1191,3017,4281,6410,4509,2800,3875,3678,"Hanover County, Virginia",624,550,544,584,408,323,347,578,407,427,955,1130,1152,947,698,761,790
"G5100870","2015","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",125854,6791,3264,4382,4583,4682,6564,7204,5675,4309,9890,14221,17000,11904,6952,8770,9663,"Henrico County, Virginia",2239,1295,929,1248,1177,1150,1508,1524,1160,984,1557,1813,2134,1614,1168,1424,1383
"G5100950","2015","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",28485,1069,563,552,1197,1047,548,1419,1233,534,3282,3108,3800,3689,2399,2720,1325,"James City County, Virginia",1157,699,307,343,545,676,344,890,628,361,1162,838,1108,874,730,885,551
"G5101070","2015","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",120559,2163,1178,1502,1995,1756,1781,2708,1981,2581,6590,6861,14391,14790,12735,18167,29380,"Loudoun County, Virginia",1405,812,504,743,722,685,631,1007,647,996,1109,1288,1810,1944,1341,1890,2053
"G5101210","2015","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",36971,3690,1836,2143,2385,1142,1410,2074,1433,1402,3397,3733,4147,3854,1131,1543,1651,"Montgomery County, Virginia",1065,930,620,830,994,544,663,724,617,592,1080,962,1041,1094,525,616,653
"G5101530","2015","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",139082,3245,2372,2548,3741,3553,3626,3936,5599,3764,6800,10920,19650,20707,13628,17098,17895,"Prince William County, Virginia",1742,880,962,964,1161,1259,992,928,1645,955,1243,1392,1842,2112,1570,1713,1583
"G5101610","2015","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",37968,1533,1630,701,746,1887,1509,1650,1937,1993,4852,4361,6110,4701,1534,1753,1071,"Roanoke County, Virginia",1134,631,685,251,337,786,547,518,515,689,1280,897,1229,948,552,602,415
"G5101650","2015","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",30318,1620,1590,1272,1252,1541,1745,2217,1199,1816,3690,3500,3616,2292,1241,782,945,"Rockingham County, Virginia",1127,484,581,519,524,530,597,804,455,594,964,890,792,656,407,363,449
"G5101770","2015","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",42568,1456,856,923,1376,2026,1108,942,2736,1468,3790,4445,5484,4966,3855,3781,3356,"Spotsylvania County, Virginia",939,552,385,386,515,640,437,405,831,619,948,948,841,982,694,721,717
"G5101790","2015","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",43887,576,693,1070,905,1096,1375,884,1763,1111,3025,3663,6882,5076,4019,6400,5349,"Stafford County, Virginia",1137,382,446,398,491,621,649,482,787,515,898,835,1265,1071,1097,1118,806
"G5101990","2015","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",24660,799,614,281,711,449,917,515,1179,1216,2113,2271,3332,3333,2544,2540,1846,"York County, Virginia",1057,452,321,256,425,338,419,273,543,485,770,694,710,809,681,709,551
"G5105100","2015","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",69008,3023,725,1823,1327,2352,1666,1727,2899,1565,4111,7310,8785,8095,6549,6748,10303,"Alexandria city, Virginia",1720,896,396,854,567,951,620,759,899,576,859,1166,1352,1037,1307,1042,1176
"G5105500","2015","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",83593,3012,2353,2003,3719,2738,3197,4161,4869,3422,6657,9251,13530,8374,6412,5707,4188,"Chesapeake city, Virginia",2069,1012,785,798,1111,992,977,1001,1384,1040,1243,1533,1783,1438,971,1037,827
"G5106500","2015","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",53132,4407,2921,2742,3226,2537,2465,3251,2110,2220,4012,7216,7094,4248,1547,2023,1113,"Hampton city, Virginia",1793,1286,914,833,1019,663,723,876,941,712,871,1351,1377,868,575,680,577
"G5106800","2015","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",27864,2844,2162,1558,1767,1829,1827,2224,1378,918,1863,2599,3007,1537,770,718,863,"Lynchburg city, Virginia",1249,778,947,751,822,842,678,747,664,458,650,742,844,566,352,379,396
"G5107000","2015","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",70546,5324,3601,4452,4276,3794,4207,3219,3586,3509,5503,7719,8480,6510,1863,2503,2000,"Newport News city, Virginia",1565,1120,935,1206,880,918,1110,1050,1068,910,1150,1426,1350,1157,540,792,663
"G5107100","2015","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",87819,9878,4863,4043,5499,4292,5337,3481,5507,4352,7960,9191,8627,5175,2949,3727,2938,"Norfolk city, Virginia",1920,1531,843,870,1224,887,1101,817,1052,1023,1193,1363,1268,901,723,758,598
"G5107400","2015","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",36654,2539,2689,2804,2335,1615,1519,1458,2047,1529,4682,4018,4234,2742,1125,728,590,"Portsmouth city, Virginia",1053,728,753,881,605,597,576,607,625,558,1178,850,926,701,457,290,332
"G5107600","2015","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",91396,12190,7521,5461,6416,5471,4259,4474,5907,3040,6004,7821,6583,5223,2857,3371,4798,"Richmond city, Virginia",2070,1868,1469,1236,1337,1129,877,880,1166,655,1194,1466,1001,930,700,827,960
"G5107700","2015","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",41501,4909,2675,3319,2314,2187,3242,2165,3023,2059,2883,4109,4330,1900,826,666,894,"Roanoke city, Virginia",1203,1329,949,962,644,887,1120,683,1004,823,807,1025,1034,738,394,286,565
"G5108000","2015","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",32232,2219,1546,1430,941,1527,1413,1600,829,1163,3024,3489,5088,2919,2000,1696,1348,"Suffolk city, Virginia",902,624,600,693,451,581,564,488,347,551,724,669,969,638,498,451,441
"G5108100","2015","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",169097,5684,3620,5819,6696,7933,8292,7078,7807,6724,13211,22233,27890,17769,10704,9668,7969,"Virginia Beach city, Virginia",2240,1057,865,1305,1164,1341,1451,1565,1328,1358,1989,2228,2506,2042,1232,1196,1185
"G5300050","2015","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",69084,3636,2722,3188,3576,3698,2218,4057,1954,3214,4910,8150,9269,6730,4538,4249,2975,"Benton County, Washington",1503,1081,889,929,953,895,665,857,607,701,1139,1428,1376,1014,961,863,610
"G5300070","2015","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",27068,1672,1088,1233,1031,1225,1245,1519,1443,1474,2712,2983,3165,2631,1771,899,977,"Chelan County, Washington",1580,723,468,566,636,656,661,631,619,656,969,1038,926,919,591,386,495
"G5300090","2015","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",32231,1808,3172,2553,1931,2456,1084,1448,1683,1807,2680,3799,3753,1517,945,785,810,"Clallam County, Washington",1091,575,753,819,749,754,477,534,480,695,726,867,832,468,334,328,432
"G5300110","2015","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",166335,5760,5576,6205,8081,6291,7499,7784,8834,7118,14405,18622,23805,16992,11901,8596,8866,"Clark County, Washington",1747,989,1027,1232,1405,1064,1325,1324,1414,1207,1698,1952,2122,1952,1362,1370,1346
"G5300150","2015","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",40187,2544,2068,2114,2054,2224,2165,2243,2896,1816,3182,3603,5015,3782,2465,1272,744,"Cowlitz County, Washington",1126,779,717,636,818,822,763,747,900,676,856,804,1028,899,690,476,345
