GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G3701470","2017","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",68505,7711,3928,4814,4637,2213,4015,3680,2904,2284,4599,8652,6151,4576,3165,2563,2613,"Pitt County, North Carolina",2253,1638,1191,1404,1439,717,1261,1230,1035,827,1218,1697,1352,985,926,888,845
"G3701510","2017","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",57766,4702,4413,2851,4052,2571,2977,3412,5479,2612,4406,5610,6859,2770,2429,1722,901,"Randolph County, North Carolina",1286,1200,1232,979,1227,839,887,914,1102,1056,955,1135,1246,800,777,640,401
"G3701550","2017","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",45351,6144,4282,3298,3663,3161,2997,2208,1800,1678,2908,4218,3722,2439,909,941,983,"Robeson County, North Carolina",1220,851,630,652,772,643,588,523,576,486,758,687,766,486,384,348,419
"G3701570","2017","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",36175,2746,2096,1716,2287,2672,1800,2073,1675,1187,3887,5503,3634,2102,1026,976,795,"Rockingham County, North Carolina",1341,833,739,511,958,974,703,746,621,521,1136,1134,966,705,589,523,497
"G3701590","2017","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",52057,4588,2587,3001,3131,2642,3044,3429,2632,2533,3770,5087,6667,3055,2669,2311,911,"Rowan County, North Carolina",1968,1118,908,934,1037,885,998,1086,863,797,889,1039,1150,873,774,689,452
"G3701610","2017","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",26408,1968,2107,2253,1678,1669,1254,1975,2070,1134,2442,2234,2033,1719,383,464,1025,"Rutherford County, North Carolina",1666,790,776,845,758,606,601,721,779,660,938,814,712,742,336,323,437
"G3701710","2017","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",29415,2923,2747,2474,1148,2109,969,1843,1273,1516,2178,2701,3538,1857,789,817,533,"Surry County, North Carolina",1052,819,930,773,515,609,425,640,415,528,666,654,824,596,291,361,285
"G3701790","2017","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",75366,2909,2797,2258,2626,2152,2067,3191,3296,2027,6000,6820,11112,8038,6260,7095,6718,"Union County, North Carolina",1314,914,872,693,745,790,589,944,774,690,1012,977,1412,1231,1151,1026,1059
"G3701830","2017","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",400418,12345,9078,9403,14511,13552,14912,14461,18292,14278,32313,42172,53180,46076,30449,36829,38567,"Wake County, North Carolina",3673,1600,1537,1599,2077,2172,2390,2109,2776,2040,2866,3727,3503,3112,2901,2966,2691
"G3701910","2017","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",47720,3774,3004,2675,3387,3082,2679,3168,2373,2276,3674,5142,5122,3759,1525,981,1099,"Wayne County, North Carolina",1488,1022,973,877,985,1054,798,980,842,754,1161,1223,1023,1071,483,418,489
"G3701930","2017","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",28377,2267,2809,2266,1467,2211,1833,987,1461,1082,2198,3418,2737,1122,961,506,1052,"Wilkes County, North Carolina",1562,816,800,858,598,882,793,478,738,589,757,1017,914,550,626,304,568
"G3701950","2017","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",32015,2101,1842,1588,2400,2017,1897,1681,2286,969,2695,3479,4842,2245,1023,643,307,"Wilson County, North Carolina",1162,780,641,680,814,716,556,669,893,545,823,862,1134,742,497,398,232
"G3800150","2017","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",39251,2209,1646,1211,2116,1695,1823,927,1312,1119,2534,4815,5564,4358,2567,4038,1317,"Burleigh County, North Dakota",1007,729,613,519,767,756,574,458,620,500,822,937,1152,820,743,892,439
"G3800170","2017","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",76123,3830,2016,3915,3246,3092,2555,2393,4391,2776,5744,8608,12590,7796,4238,3142,5791,"Cass County, North Dakota",1628,1131,585,1281,882,954,886,766,1356,930,1186,1770,2239,1390,975,812,1494
"G3800350","2017","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",30848,3058,1926,2333,1001,1386,2257,1643,1204,1417,2028,1987,3884,2323,2077,1208,1116,"Grand Forks County, North Dakota",729,796,608,800,394,656,847,480,441,603,544,532,732,521,678,403,391
"G3801010","2017","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",27173,1441,743,684,1608,1201,1551,1597,1033,739,1847,3376,4337,2552,1638,1902,924,"Ward County, North Dakota",1394,608,430,433,681,578,609,696,437,460,709,964,898,672,600,633,464
"G3900030","2017","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",40872,4283,1623,1397,2992,1529,1986,1646,3108,1137,3668,4414,5305,4013,1796,1194,781,"Allen County, Ohio",993,982,536,531,699,620,636,438,878,441,818,853,1018,890,475,481,435
"G3900070","2017","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",36704,3024,3032,2845,2201,1876,2018,1691,1801,1867,3621,3112,4581,2389,846,827,973,"Ashtabula County, Ohio",1503,834,847,661,573,650,675,485,711,509,866,648,905,612,435,502,488
"G3900090","2017","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",22199,3335,1330,1695,909,922,1187,1293,533,834,1213,2770,2779,1218,473,1051,657,"Athens County, Ohio",1460,876,501,721,329,390,514,522,266,379,511,746,720,417,276,448,345
"G3900130","2017","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",23520,1339,1050,1160,883,1077,1512,1352,1422,948,1982,2597,3565,2137,1161,762,573,"Belmont County, Ohio",1232,412,420,398,372,400,497,485,414,330,699,542,765,687,382,303,246
"G3900170","2017","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",139058,9278,5575,5915,4297,4456,5920,6141,5990,5219,12497,14276,20775,15319,9172,7811,6417,"Butler County, Ohio",2476,1589,1226,1378,926,960,1284,1226,1226,1213,1859,1769,2148,2099,1480,1157,1165
"G3900230","2017","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",54026,3367,3190,2675,3876,2438,3820,4016,3061,1689,5630,4673,6269,3828,2173,2311,1010,"Clark County, Ohio",1322,772,742,629,1071,648,817,924,838,486,878,806,888,844,717,606,350
"G3900250","2017","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",78198,3092,2442,3607,2807,3235,4557,3087,3012,3188,6508,9277,10657,8163,4547,5393,4626,"Clermont County, Ohio",1528,901,796,1002,717,893,1055,1017,851,836,1198,1519,1731,1440,1277,1079,848
"G3900290","2017","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",39140,2190,2271,3075,2826,3224,3011,2011,2045,1729,3165,3712,4912,1986,937,1054,992,"Columbiana County, Ohio",1452,658,753,838,753,913,819,716,763,559,810,812,972,623,374,528,395
"G3900350","2017","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",544208,55627,33507,30536,29751,28866,31295,26469,27387,20166,38018,49583,60413,39219,23707,22836,26828,"Cuyahoga County, Ohio",4413,3694,2345,2856,2507,2550,2567,2210,2557,2070,2652,3134,3168,2884,2216,1893,1851
"G3900410","2017","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",70224,1929,1534,1409,1741,1368,2233,2364,1460,1884,3121,4192,9402,9074,7931,9222,11360,"Delaware County, Ohio",916,708,649,595,629,406,762,678,587,747,745,796,1576,1463,1305,1111,1282
"G3900430","2017","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",31893,2741,1048,1632,443,1977,1160,1709,1760,1307,3301,3581,4088,2651,1420,1765,1310,"Erie County, Ohio",1386,979,522,595,265,695,444,599,615,460,864,861,995,865,580,573,485
"G3900450","2017","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",55674,1710,1955,2429,3195,2353,2441,2272,2027,1589,4493,6232,7697,7467,2943,4022,2849,"Fairfield County, Ohio",1319,749,639,735,968,744,741,562,681,510,912,1166,1249,1193,826,930,683
"G3900490","2017","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",508811,32680,21652,21401,24460,24487,24257,22586,21927,20275,43253,55164,69746,46272,29115,26630,24906,"Franklin County, Ohio",4386,2829,2249,2102,2716,2475,2370,2320,2447,2408,3983,3993,5006,2900,2918,2499,2229
"G3900550","2017","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",35216,1739,1147,977,988,577,856,1951,1063,1466,1376,3689,5666,3876,2962,3247,3636,"Geauga County, Ohio",801,512,443,523,407,271,373,739,584,628,503,835,1024,895,871,774,847
"G3900570","2017","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",64517,3617,2383,2572,2360,2857,2272,2257,1845,2466,6282,5982,8708,8084,4964,4457,3411,"Greene County, Ohio",1613,1011,909,980,739,863,669,746,512,653,1271,1226,1268,1089,1107,931,750
"G3900610","2017","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",342793,26705,17408,16209,18663,16014,17630,16334,14855,12474,25726,30869,41638,28678,17734,21907,19949,"Hamilton County, Ohio",3056,2683,2171,1836,2560,2505,2521,2421,1870,1813,2484,2506,3337,2008,1859,1886,2025
"G3900630","2017","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",31844,1931,1010,1268,1551,2014,2338,1950,1653,1565,3076,2941,3925,2359,1254,1549,1460,"Hancock County, Ohio",1080,776,552,541,639,774,766,794,580,769,809,764,851,686,543,561,528
"G3900810","2017","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",26996,1976,1429,1795,2135,1523,1551,1349,2065,1025,2518,2654,2622,1929,1512,527,386,"Jefferson County, Ohio",1212,513,441,594,613,578,567,439,666,403,618,643,685,600,626,261,290
"G3900850","2017","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",94118,3867,2885,3981,5446,4945,4967,4473,4114,4759,7824,11187,12340,8426,5601,5215,4088,"Lake County, Ohio",1894,1006,850,1123,1227,849,1154,1022,1151,1055,1611,1518,1774,1422,989,1052,908
"G3900890","2017","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",63391,2458,2279,2340,2734,3414,3118,2906,3047,3222,4922,6828,9109,6382,3728,3475,3429,"Licking County, Ohio",1661,723,814,747,883,1034,907,883,885,906,1154,1062,1554,1202,854,868,795
"G3900930","2017","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",120394,8756,6045,6760,5795,5344,7413,3808,6769,3982,10374,11852,17226,10459,5476,6236,4099,"Lorain County, Ohio",1862,1557,1469,1337,1295,1112,1283,860,1430,902,1255,1562,1804,1517,1144,1161,1228
"G3900950","2017","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",178672,18499,8780,10844,11765,8711,8974,8688,8761,8414,13029,18403,18457,13854,8109,7470,5914,"Lucas County, Ohio",2599,1831,1268,1696,1561,1371,1774,1222,1538,1610,1645,2115,2038,1767,1413,1536,1110
"G3900990","2017","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",98084,9173,5905,6086,5543,5823,6361,5765,5920,4817,7624,9739,9529,5873,4333,2630,2963,"Mahoning County, Ohio",1931,1553,1089,1056,1067,1065,1326,941,1157,1029,1272,1531,1375,1145,790,712,723
"G3901010","2017","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",24971,2700,1652,967,1349,1284,1628,1495,1486,1165,1707,3311,2649,1690,765,713,410,"Marion County, Ohio",873,854,636,434,447,438,723,577,541,471,608,766,665,589,352,460,294
"G3901030","2017","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",68650,1872,1521,2996,2511,3408,2427,2491,2869,2464,6308,7078,10756,7862,5305,5029,3753,"Medina County, Ohio",1276,507,584,869,716,941,750,686,682,758,1241,1247,1268,1082,1011,1015,747
"G3901090","2017","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",39819,1717,915,2157,1789,1570,2548,1760,2030,1446,3592,4560,6066,4069,2082,2104,1414,"Miami County, Ohio",1318,715,515,720,611,661,868,664,766,548,943,1014,985,943,574,658,521
"G3901130","2017","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",225106,18599,12179,12435,14844,11311,13182,12133,12350,10548,17073,22830,25082,16418,9217,9520,7385,"Montgomery County, Ohio",2931,2224,1555,1849,2140,1412,1727,1656,1917,1707,1787,2238,2327,2076,1248,1323,1275
"G3901190","2017","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",33074,2712,2612,2357,1959,1685,1944,2146,1615,1107,2380,4440,3807,1941,958,579,832,"Muskingum County, Ohio",1364,778,710,661,552,612,672,683,547,518,571,1041,950,521,460,286,439
"G3901330","2017","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",62293,3760,3151,2401,3117,3000,2254,2685,2720,2822,5467,6408,8881,6081,4145,2945,2456,"Portage County, Ohio",1401,1190,980,717,939,915,638,716,759,787,1068,1170,1419,1014,962,903,682
"G3901390","2017","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",48998,3285,2631,2262,3870,3156,3185,1959,3870,1601,3505,5333,7002,3449,1480,1174,1236,"Richland County, Ohio",1322,863,668,694,926,777,799,575,1180,528,878,1323,1169,884,579,488,494
"G3901410","2017","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",27914,2254,1661,1155,1903,1049,1518,1323,1813,1133,3241,3684,2190,2443,1391,729,427,"Ross County, Ohio",1433,688,515,559,725,559,648,617,694,491,933,1108,702,811,588,320,293
"G3901450","2017","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",30424,3377,1958,2142,2152,2272,1028,1363,1099,1855,2138,2963,3340,1561,1066,1119,991,"Scioto County, Ohio",1356,944,672,630,768,822,419,511,453,720,715,802,870,603,500,572,405
"G3901510","2017","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",154097,10895,8342,7919,8875,9281,8702,7330,7117,7438,12059,16813,18683,11832,7975,7084,3752,"Stark County, Ohio",2237,1743,1441,1379,1415,1406,1388,1287,1110,1423,1683,1672,1562,1431,1325,1258,914
"G3901530","2017","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",226989,16649,11165,12026,10209,9692,12141,11192,9768,10003,18797,23719,31005,18320,10775,10998,10530,"Summit County, Ohio",2697,2017,1820,1760,1636,1459,1889,1427,1631,1869,2312,2409,2590,2030,1490,1776,1345
"G3901550","2017","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",86886,5753,5122,5669,6128,5584,5754,3697,4079,5903,6890,9916,8680,6821,2988,1939,1963,"Trumbull County, Ohio",1667,1275,890,1344,1189,1158,1118,801,859,1270,1312,1373,1311,980,898,536,801
"G3901570","2017","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",37446,2177,2598,1991,2200,1794,1673,1876,2238,1597,3750,4291,5329,2751,1195,1028,958,"Tuscarawas County, Ohio",905,757,753,727,796,673,560,676,683,504,1007,760,1052,624,382,440,487
"G3901650","2017","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",83158,1961,1980,1058,2238,2297,2958,2562,3642,2226,5289,10575,11385,9547,6651,8903,9886,"Warren County, Ohio",1586,676,917,496,870,724,1310,785,1098,631,1142,1631,1585,1640,1138,1613,1837
"G3901690","2017","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",42890,2939,1980,2000,2210,1982,2406,1506,1905,1910,3956,6906,5333,3224,1668,1332,1633,"Wayne County, Ohio",1033,719,586,773,658,570,607,643,613,617,938,1148,828,679,580,525,601
"G3901730","2017","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",49805,2509,2276,2322,2430,2079,2629,2322,2532,2046,3638,4974,6864,4693,3278,2073,3140,"Wood County, Ohio",1407,690,846,841,625,749,882,704,865,634,1011,816,1105,1086,743,590,848
"G4000170","2017","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",44814,1779,1081,1393,1359,1511,2122,1359,1994,1669,3524,4656,6868,5536,4541,3493,1929,"Canadian County, Oklahoma",1129,552,443,596,542,595,736,684,742,535,715,983,1207,1096,1100,733,652
"G4000270","2017","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",106080,5760,4796,3201,5000,4943,5340,5099,4580,3304,9389,14437,14658,9648,5962,5214,4749,"Cleveland County, Oklahoma",2019,1292,1230,849,1167,1101,1167,1335,1176,1017,1500,1789,1936,1323,1281,973,1065
"G4000310","2017","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",43901,3318,2070,2894,2703,2254,2064,2115,2404,1364,4183,4566,6825,3480,1557,1239,865,"Comanche County, Oklahoma",1461,808,821,990,679,797,708,697,874,545,957,948,1146,809,714,550,353
"G4000370","2017","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",26390,2094,1577,1575,1721,1412,1080,1680,1284,1488,1833,3264,3023,2070,986,798,505,"Creek County, Oklahoma",635,392,436,427,427,490,320,409,449,343,455,640,615,438,268,311,257
"G4001010","2017","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",26122,3838,2430,1790,1374,1772,1543,1226,1144,967,1883,2254,2442,1679,904,448,428,"Muskogee County, Oklahoma",806,663,587,519,436,503,507,509,377,333,496,646,619,489,345,255,256
"G4001090","2017","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",297945,21683,14187,13240,15610,16856,17861,14365,17675,13787,23004,29764,34950,21990,13565,14501,14907,"Oklahoma County, Oklahoma",3809,2538,1933,1985,1617,1941,1972,1818,2161,1755,2316,2418,2946,2021,1544,1639,1804
"G4001190","2017","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",30009,3694,2242,1922,2876,1982,1411,1794,1567,995,2218,2217,2332,2064,832,1307,556,"Payne County, Oklahoma",1360,1011,560,840,928,705,508,593,777,418,663,702,632,754,400,563,288
"G4001250","2017","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",25877,2126,1762,1663,1466,1303,1540,1288,1045,1056,1985,2796,3575,1633,975,1043,621,"Pottawatomie County, Oklahoma",736,485,441,549,377,435,443,372,351,323,511,513,632,383,363,338,241
