GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G1302970","2016","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",30715,1676,1662,1133,1564,1783,1247,754,2313,1708,3327,3511,4168,2141,1020,1438,1270,"Walton County, Georgia",1037,715,621,562,662,678,641,366,686,698,1128,1031,1027,681,445,504,521
"G1303130","2016","GA",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,"05000US13313","Whitfield County, Georgia",35858,2069,2273,2505,3121,1527,2647,2004,918,2565,3349,4260,3474,2347,720,1182,897,"Whitfield County, Georgia",1376,800,717,728,983,566,672,850,439,845,882,1111,952,844,358,587,421
"G1500010","2016","HI",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,"05000US15001","Hawaii County, Hawaii",69818,4718,4551,2328,3461,3928,5107,2827,2574,2469,5381,7921,7850,5376,3847,3425,4055,"Hawaii County, Hawaii",1668,902,1101,800,1004,977,1234,1017,775,780,1159,1448,1258,935,836,870,1081
"G1500030","2016","HI",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,"05000US15003","Honolulu County, Hawaii",309169,15962,9453,7231,9891,7477,9250,10500,11263,9188,21566,32635,44360,36506,24855,27824,31208,"Honolulu County, Hawaii",3715,1892,1932,1371,1499,1240,1408,1590,1711,1448,2420,2793,2977,2614,2151,1989,2077
"G1500070","2016","HI",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,"05000US15007","Kauai County, Hawaii",23214,1429,806,464,1064,867,560,1237,772,1218,1261,2227,3501,3350,1923,932,1603,"Kauai County, Hawaii",1021,417,397,275,684,414,263,464,392,557,466,686,952,826,571,365,514
"G1500090","2016","HI",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,"05000US15009","Maui County, Hawaii",53612,3028,1838,1870,2200,1390,1790,1729,2163,1778,3696,6141,6850,5205,4081,4976,4877,"Maui County, Hawaii",1945,765,609,600,765,515,797,570,657,667,922,1197,1168,1044,1068,1079,1082
"G1600010","2016","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,"05000US16001","Ada County, Idaho",167026,11598,6483,6029,7282,4378,10643,7681,6780,7065,13494,20432,22529,16010,9661,8669,8292,"Ada County, Idaho",2212,2094,1716,1328,1560,1087,2231,1825,1516,1650,1988,2647,2708,2353,1908,1629,1580
"G1600050","2016","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,"05000US16005","Bannock County, Idaho",30106,3019,1588,1612,1709,1133,1357,1936,1776,1451,2465,2819,3947,2360,1311,791,832,"Bannock County, Idaho",1132,833,628,657,668,463,457,674,601,487,612,619,738,534,450,355,395
"G1600190","2016","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,"05000US16019","Bonneville County, Idaho",38464,2296,1281,1576,1408,1914,1463,2447,1570,1805,3583,4903,4924,3147,2976,1480,1691,"Bonneville County, Idaho",1040,745,480,678,541,733,469,708,523,535,899,1106,1020,795,761,548,639
"G1600270","2016","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,"05000US16027","Canyon County, Idaho",69859,5940,3615,3007,4117,3252,4175,4129,3936,4140,7253,8368,8388,4052,2045,2486,956,"Canyon County, Idaho",1249,1495,1028,985,1073,978,1014,1024,807,1068,1375,1356,1716,844,816,1030,697
"G1600550","2016","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,"05000US16055","Kootenai County, Idaho",58875,2993,2914,3051,2688,4105,2148,3812,3374,2652,6057,6785,6459,4463,2685,2991,1698,"Kootenai County, Idaho",1834,1005,1132,1209,901,1271,839,1178,1220,986,1366,1535,1175,1256,880,1214,586
"G1600830","2016","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,"05000US16083","Twin Falls County, Idaho",30119,1634,1872,1397,1561,2034,2087,1217,1290,1624,2423,3866,4083,2303,631,1240,857,"Twin Falls County, Idaho",865,698,790,612,751,728,748,556,551,581,696,1002,946,868,331,627,427
"G1700010","2016","IL",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,"05000US17001","Adams County, Illinois",27414,1865,1547,937,1773,1378,1371,1485,1817,863,2745,2615,3404,2510,1022,974,1108,"Adams County, Illinois",734,703,500,343,590,533,566,520,607,411,760,632,789,607,432,454,399
"G1700190","2016","IL",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,"05000US17019","Champaign County, Illinois",81856,12065,2958,2906,3651,3643,5421,3501,4227,2230,6142,7641,8829,6597,4384,3732,3929,"Champaign County, Illinois",2468,2055,938,788,932,1072,1446,812,1237,550,1182,1410,1387,1063,1040,754,832
"G1700310","2016","IL",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,"05000US17031","Cook County, Illinois",1963973,163613,89127,92489,93984,83360,87844,81203,78983,70323,140241,184658,237123,176324,105747,129170,149784,"Cook County, Illinois",8769,5681,4017,4993,5286,3923,4635,4254,3587,4243,5535,6318,7256,6106,4617,5583,5290
"G1700370","2016","IL",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,"05000US17037","DeKalb County, Illinois",36690,2503,1519,1275,2319,1406,1737,1425,1795,957,3643,4037,5088,3126,2438,1971,1451,"DeKalb County, Illinois",1355,728,570,541,843,562,682,646,577,510,949,845,954,848,749,674,534
"G1700430","2016","IL",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,"05000US17043","DuPage County, Illinois",341320,13753,9098,9831,10665,9522,12727,10932,12261,10162,22082,30038,47000,43089,24340,34298,41522,"DuPage County, Illinois",2393,1812,1261,1581,1373,1437,1992,1470,1922,1534,2375,2100,2808,2872,1774,2538,1990
"G1700890","2016","IL",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,"05000US17089","Kane County, Illinois",175360,8025,5519,5867,6264,7042,6556,6510,7648,6553,12213,16774,22901,20248,12064,14655,16521,"Kane County, Illinois",2537,1683,1222,1629,1366,1632,1386,1241,1592,1417,1716,2316,2565,2122,2048,2046,2341
"G1700910","2016","IL",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,"05000US17091","Kankakee County, Illinois",39314,2623,1196,1713,2102,1596,1822,1936,2216,2169,3867,4794,5628,2894,2215,1522,1021,"Kankakee County, Illinois",1235,743,477,591,623,565,585,654,617,624,955,764,1018,640,638,459,363
"G1700930","2016","IL",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,"05000US17093","Kendall County, Illinois",40752,2038,29,384,1033,1132,908,1551,1220,802,2257,4186,8757,4912,3130,5128,3285,"Kendall County, Illinois",620,1300,50,352,700,709,640,782,924,446,899,1617,2187,1297,1212,1326,1200
"G1700970","2016","IL",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,"05000US17097","Lake County, Illinois",244390,11056,6538,6583,10341,6299,9337,9309,9245,6907,14891,21150,29106,26408,16640,24062,36518,"Lake County, Illinois",2370,1302,1289,1164,1650,1087,1495,1320,1568,1269,1683,2351,2503,2160,1672,1924,2194
"G1700990","2016","IL",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,"05000US17099","LaSalle County, Illinois",44753,2808,2866,1806,2261,2691,2420,1332,2136,1175,3579,5323,6588,4678,2492,1868,730,"LaSalle County, Illinois",1080,776,759,705,674,777,657,402,737,316,796,1171,1096,792,604,516,300
"G1701110","2016","IL",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,"05000US17111","McHenry County, Illinois",110717,4508,2867,3455,3064,4045,4138,2951,5316,2966,8100,9011,19895,13071,8836,10762,7732,"McHenry County, Illinois",1470,1372,982,957,710,824,941,720,1316,902,1485,1354,1956,1735,1258,1643,1076
"G1701130","2016","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",65644,4333,2412,2114,3389,2841,2516,2337,3539,2301,5894,5757,8813,5578,5033,4998,3789,"McLean County, Illinois",1378,1045,688,607,1084,786,618,619,900,664,1120,948,1451,1006,1095,912,791
"G1701150","2016","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",44002,3545,3161,2860,2922,2083,2093,2821,2184,1810,3052,4574,5512,2767,1313,2012,1293,"Macon County, Illinois",1353,720,667,744,764,529,528,797,601,494,653,955,1018,663,473,522,396
"G1701190","2016","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",105465,5067,4641,6179,6509,5269,5081,4632,5319,4641,7769,10533,13184,11192,6183,5205,4061,"Madison County, Illinois",2808,1321,1284,1277,1249,1103,1037,970,1015,808,1238,1574,1491,1443,1027,942,1061
"G1701430","2016","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",73209,6522,3954,3374,4060,3767,3681,3177,2801,3737,6299,6381,9597,5977,3304,3255,3323,"Peoria County, Illinois",1808,947,949,896,915,950,909,767,732,899,1124,945,1413,938,785,708,690
"G1701610","2016","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",60206,4415,2651,3063,2981,3177,2718,4253,3103,2868,6102,5248,6921,5838,3333,2122,1413,"Rock Island County, Illinois",1162,975,965,726,756,777,567,931,940,813,1206,949,1202,1081,870,630,592
"G1701630","2016","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",104782,8620,5986,5748,5593,4562,5341,6646,4846,4756,6775,8726,11273,10198,7213,4345,4154,"St. Clair County, Illinois",2295,1582,1559,1121,1270,1251,1462,1576,1080,1253,1125,1185,1416,1318,1138,888,900
"G1701670","2016","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",82959,5418,4623,4361,4001,3596,3827,4458,4157,4305,6571,7050,11048,7274,3951,4993,3326,"Sangamon County, Illinois",1528,1055,965,961,1022,878,835,1249,810,1010,1150,1129,1494,1041,827,916,738
"G1701790","2016","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",56051,2567,1636,1728,3126,2983,2522,2909,3174,2180,5098,7055,7998,5963,2547,2356,2209,"Tazewell County, Illinois",919,846,610,592,810,951,775,768,821,623,1128,1183,1136,1149,797,792,667
"G1701830","2016","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",31928,3167,2082,1945,2056,1726,1654,1533,1610,1636,3349,3533,3253,2053,1178,780,373,"Vermilion County, Illinois",1221,770,728,611,563,530,476,478,525,459,817,661,780,441,442,398,236
"G1701970","2016","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",228068,7647,4750,8494,7390,7676,8420,8436,7022,7449,15834,22595,32874,26379,20230,23163,19709,"Will County, Illinois",2414,1228,1124,1386,1146,1311,1459,1244,1208,1186,1855,2058,2641,2148,1696,1830,2051
"G1701990","2016","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",26761,2605,1871,1134,1043,1508,1116,1684,1319,1787,1792,3568,2576,2597,900,945,316,"Williamson County, Illinois",1084,944,765,462,445,527,422,609,589,631,557,914,727,746,434,393,175
"G1702010","2016","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",114996,8520,6550,7006,7146,5756,6206,5720,5138,5685,10582,11904,14658,7706,5145,3716,3558,"Winnebago County, Illinois",1992,1316,1253,1351,1341,1142,1093,1077,1009,1110,1456,1367,1667,1167,972,664,884
"G1800030","2016","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",142762,9395,7137,7793,8666,8124,6842,7129,7841,6633,12253,18141,16046,10786,5749,5560,4667,"Allen County, Indiana",2009,1371,1375,1266,1361,1544,1222,1346,1273,1225,1496,1802,1772,1464,1085,955,927
"G1800050","2016","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",31626,1811,1596,1231,1489,1870,1812,1477,1194,1142,2298,4089,4966,1888,1860,1781,1122,"Bartholomew County, Indiana",953,640,602,534,607,762,692,590,554,399,700,932,999,539,557,666,505
"G1800190","2016","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",42498,2105,2175,2260,1528,2601,2133,2686,3000,2036,3925,3962,6039,4193,1485,1041,1329,"Clark County, Indiana",1548,695,815,722,578,662,705,862,1014,623,955,822,981,864,549,408,506
"G1800350","2016","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",46720,5301,3065,2298,4646,2517,2497,2551,2105,1770,3975,5029,4935,2459,1848,499,1225,"Delaware County, Indiana",1458,1080,702,617,1019,674,704,753,697,808,988,1007,1047,577,781,346,580
"G1800390","2016","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",72487,3989,3773,3711,3147,3393,3161,3370,4431,4015,6322,10303,11521,5048,2450,1963,1890,"Elkhart County, Indiana",1467,1102,1156,902,1156,1028,981,1026,1088,1065,1367,1785,1590,1064,939,667,643
"G1800430","2016","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",29199,1468,1651,1148,1724,1396,1774,1641,1292,917,2046,3835,3218,1991,1543,2195,1360,"Floyd County, Indiana",967,521,680,443,541,502,788,563,403,377,501,830,655,500,466,504,417
"G1800530","2016","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",26528,2434,1369,1901,2641,1795,2307,1557,1203,1015,2511,2630,2770,1276,417,416,286,"Grant County, Indiana",1025,704,558,601,794,518,641,679,397,550,756,753,681,468,234,248,206
"G1800570","2016","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",118521,2835,2123,3430,3068,2332,4117,3787,3459,4881,6759,12096,17498,15250,7851,14703,14332,"Hamilton County, Indiana",1707,1082,875,1309,942,766,1169,1268,871,1291,1284,2246,2132,2264,1264,2090,2017
"G1800590","2016","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",27968,802,942,848,1791,1450,612,1522,1299,1700,2167,2610,3689,3725,1382,1877,1552,"Hancock County, Indiana",810,487,563,487,669,686,444,644,598,931,764,751,902,953,580,676,708
"G1800630","2016","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",58677,2170,749,1686,1612,2479,2459,2123,2535,2222,3285,6460,10956,7737,4830,4486,2888,"Hendricks County, Indiana",1238,1294,341,1019,592,879,1224,841,907,1160,968,1308,2046,1679,1237,1119,821
"G1800670","2016","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",34195,2519,2316,2218,1700,2021,2871,1684,1599,1041,2867,2983,4171,2772,1279,896,1258,"Howard County, Indiana",1167,752,707,790,583,573,843,580,532,440,752,825,775,832,488,544,499
"G1800810","2016","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",54542,1349,1345,2348,2501,2374,2468,3125,1831,2257,4866,6491,8894,6113,2814,3212,2554,"Johnson County, Indiana",1630,695,755,866,719,962,755,1148,804,697,1150,1146,1689,1200,886,910,751
"G1800850","2016","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",30494,1009,588,2227,2258,1343,2051,1948,1523,966,2662,4551,3600,2892,1219,671,986,"Kosciusko County, Indiana",1012,571,313,704,709,551,762,679,504,385,826,1009,801,660,536,271,363
"G1800890","2016","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",185575,16111,8888,8219,10207,7984,8760,9551,8264,8461,15070,20675,24937,16306,8193,8422,5527,"Lake County, Indiana",2341,2012,1349,1343,1599,1294,1441,1446,1299,1513,1723,1993,2604,2029,1391,1395,1069
"G1800910","2016","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",42074,2567,1998,2446,2425,1964,1862,2722,1680,2201,3660,4320,5745,3551,2520,1207,1206,"LaPorte County, Indiana",1553,801,631,647,912,553,577,715,556,723,786,976,1139,966,680,388,456
"G1800950","2016","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",50964,3335,3502,3876,3477,2485,3264,3070,2259,1772,4219,5848,5951,3458,2103,1521,824,"Madison County, Indiana",1484,913,961,870,796,740,705,775,679,593,747,994,1121,803,661,491,357
"G1800970","2016","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",368349,34836,19892,19274,24638,22318,21329,22290,19950,15578,29565,35118,39963,23810,13326,13728,12734,"Marion County, Indiana",3531,3369,2093,2514,2714,2597,2354,2603,1989,2040,2510,3040,2606,2332,1669,1605,1488
"G1801050","2016","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",54513,6264,3491,3591,2747,2849,2531,3291,3246,1890,4307,4742,5512,3632,1959,1792,2669,"Monroe County, Indiana",1571,1196,1016,1034,717,811,738,1034,950,530,1049,985,1084,827,638,704,776
"G1801090","2016","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",25881,860,566,717,1464,1213,1573,1720,1372,774,2468,3807,3084,2571,1636,1198,858,"Morgan County, Indiana",941,369,269,356,577,502,580,851,534,448,712,963,792,951,621,480,575
"G1801270","2016","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",62986,3264,2301,1594,2628,1931,3090,4009,2879,1277,4912,7239,9369,7637,4658,2991,3207,"Porter County, Indiana",1607,855,683,530,791,745,1010,992,854,527,995,1408,1538,1216,900,821,836
"G1801410","2016","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",97071,8637,5782,5959,5096,5428,5058,5058,4909,3670,9198,9192,12001,6538,4245,2708,3592,"St. Joseph County, Indiana",2206,1202,1181,1183,961,1254,954,873,1017,978,1333,1421,1533,1165,1011,773,723
"G1801570","2016","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",68405,6688,2785,4033,3437,2980,3472,2898,3335,2907,6333,7451,8185,4487,3648,3146,2620,"Tippecanoe County, Indiana",1780,1445,987,1256,789,847,1073,956,1015,900,1240,1773,1729,907,942,944,658
"G1801630","2016","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",74968,5049,4735,4102,4356,5270,4007,4581,4795,3106,6824,6930,9561,4388,3081,2596,1587,"Vanderburgh County, Indiana",1879,1144,990,986,1012,1197,1005,1043,1235,890,1262,1197,1593,937,785,751,595
"G1801670","2016","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",40328,2751,3212,2216,3250,2820,2359,1226,2723,1896,3243,4637,4409,1947,1693,1437,509,"Vigo County, Indiana",1505,841,890,658,884,782,725,535,724,586,832,903,869,640,606,433,316
"G1801770","2016","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",26538,1713,2380,1425,2026,1250,1425,2022,1312,1404,2013,2903,2775,2272,468,455,695,"Wayne County, Indiana",1149,691,739,563,656,521,427,631,531,578,621,723,631,638,274,261,311
"G1900130","2016","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",52479,4349,1929,2778,3452,2992,3475,2279,2801,1923,4422,5539,6939,3740,2607,1395,1859,"Black Hawk County, Iowa",1390,918,533,768,820,823,1023,688,690,608,945,942,944,743,786,503,566
"G1900490","2016","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",33180,943,490,1401,1659,1196,840,1090,1530,1311,3242,2774,3839,3978,3147,2407,3333,"Dallas County, Iowa",729,540,235,572,719,569,451,467,759,581,968,813,804,950,850,713,807
"G1900610","2016","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",37710,2412,1483,1120,1838,1812,1711,1685,1610,1908,3164,3430,6452,4273,1857,1169,1786,"Dubuque County, Iowa",1062,698,518,393,586,525,489,562,490,616,643,608,926,706,474,450,556
"G1901030","2016","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",57217,6965,2877,2444,2834,1861,1981,1994,1731,2027,4740,4726,7213,5590,3266,3546,3422,"Johnson County, Iowa",1936,1410,968,849,828,680,694,701,590,739,1076,1014,1293,946,845,818,824
"G1901130","2016","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",89173,4290,3202,3373,2868,3634,4631,3980,5295,2957,7517,9302,14257,9132,5634,4658,4443,"Linn County, Iowa",2138,1286,963,877,862,935,962,874,1082,861,1218,1358,1838,1404,1307,968,962
"G1901530","2016","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",182537,8557,5961,6457,9070,8032,8511,7372,9783,8159,13398,20727,27122,17102,10800,11045,10441,"Polk County, Iowa",2636,1688,1041,1213,1721,1420,1256,1400,1928,1365,2062,2503,2535,2094,1658,1694,1786
"G1901550","2016","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",36094,1655,1812,1694,1772,1857,2246,1703,1748,1736,3137,4556,4007,2818,1904,1961,1488,"Pottawattamie County, Iowa",1075,462,561,491,492,671,614,547,498,516,746,809,677,717,567,666,427
"G1901630","2016","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",66527,4627,2819,2655,3325,4171,3937,2758,2920,3055,5228,6457,8897,5926,2998,4132,2622,"Scott County, Iowa",1677,1066,848,685,831,968,1074,724,1045,848,1022,1202,1228,1073,764,814,686
