GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G4802130","2014","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",30422,2606,2201,2084,1691,2574,1842,1580,2076,1560,2768,2585,3200,1344,1065,615,631,"Henderson County, Texas",1359,802,772,730,708,947,632,595,624,438,646,714,666,489,489,284,261
"G4802150","2014","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",226000,32366,21352,19280,14094,13731,12512,9433,10021,10528,16163,20778,21347,9834,7330,4274,2957,"Hidalgo County, Texas",3541,2902,2343,2633,2000,2046,2304,1679,1599,1920,1917,2648,2316,1567,1408,1254,881
"G4802310","2014","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",30698,2693,2811,2188,2162,1690,1609,1310,1443,819,1397,3068,4315,2470,1718,426,579,"Hunt County, Texas",1316,913,811,719,605,585,616,630,647,369,419,875,904,755,550,251,374
"G4802450","2014","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",94400,11928,7277,5719,4815,5757,5426,5434,5494,2569,8389,8236,7439,5933,3277,4322,2385,"Jefferson County, Texas",2108,1494,1341,1609,945,1303,1322,1279,1214,702,1255,1457,1395,1040,753,979,791
"G4802510","2014","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",55458,3668,2019,2181,2680,2695,3551,2584,2521,3104,4661,6142,7142,5511,3135,2808,1056,"Johnson County, Texas",1275,1176,790,696,751,723,1044,933,940,1045,1046,1110,1419,1301,1030,824,391
"G4802570","2014","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",35725,1815,1575,1608,1733,1741,2288,1629,1733,1754,3079,3509,4648,2701,3086,1997,829,"Kaufman County, Texas",1193,644,638,704,644,689,902,637,660,714,803,941,929,600,793,644,377
"G4802910","2014","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",24886,1939,2644,1266,1244,1307,1562,961,1807,522,1805,2580,3202,2161,602,951,333,"Liberty County, Texas",1366,617,879,638,656,550,783,468,649,405,714,852,919,824,339,530,211
"G4803030","2014","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",110867,10524,5989,5993,6324,6551,6846,6279,5414,6689,9730,9966,12308,6284,2967,4355,4648,"Lubbock County, Texas",2094,1588,1152,1100,1243,1377,1263,1420,1523,1326,1470,1571,1509,1204,798,1081,723
"G4803090","2014","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",87345,8324,5812,6250,6410,4351,6370,3599,3703,3130,8083,7507,9882,6430,3401,1912,2181,"McLennan County, Texas",1555,1234,1127,1123,1259,1079,1359,869,893,824,1312,1539,1437,1294,833,622,646
"G4803290","2014","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",53655,1317,1929,2050,3062,1927,2423,1992,2118,2054,3101,4442,7329,5736,4087,4476,5612,"Midland County, Texas",1336,661,818,845,1107,787,925,860,740,886,890,1088,1476,1309,1318,1069,1316
"G4803390","2014","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",179867,7768,5171,6106,8599,9389,8097,8992,5947,6802,11035,19017,23884,16878,11430,11443,19309,"Montgomery County, Texas",2823,1640,1361,1409,1724,2193,1595,1981,1581,1504,2205,2788,3517,2352,2033,2084,2466
"G4803470","2014","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",24734,3129,2031,1476,1831,1036,1314,1779,1865,1035,2062,2600,2109,1504,256,405,302,"Nacogdoches County, Texas",1288,848,656,552,570,413,569,671,635,429,663,729,812,617,181,210,229
"G4803550","2014","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",129264,10435,5914,6247,8630,6514,6637,6018,6781,4932,10736,14311,14789,12120,6144,5065,3991,"Nueces County, Texas",2309,1897,1080,1454,1547,1285,1358,1195,1434,1153,1868,2053,2022,1484,1342,1107,823
"G4803610","2014","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",32952,1929,3339,1913,1741,1480,2235,1633,1517,1282,3186,3283,4111,2093,1253,1420,537,"Orange County, Texas",996,800,949,648,627,725,760,688,603,584,906,949,993,625,424,541,319
"G4803670","2014","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",42629,2167,1479,1532,1813,1679,1384,2661,1870,1449,3271,3377,6782,4043,3511,2838,2773,"Parker County, Texas",1447,666,663,649,719,681,566,893,580,606,933,749,1321,996,843,876,802
"G4803750","2014","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",42467,4111,2874,2949,3089,3178,3547,2144,2670,1715,3490,3184,3998,2709,1174,848,787,"Potter County, Texas",1489,921,683,942,755,808,751,752,678,619,848,802,938,754,521,442,329
"G4803810","2014","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",49310,2305,1868,1655,2305,2519,2487,1900,2061,1700,3701,5239,7450,5601,3812,2972,1735,"Randall County, Texas",1124,602,731,528,826,916,746,612,627,631,960,1132,1293,1063,854,886,579
"G4803970","2014","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",29401,1511,846,480,635,1231,626,1512,1029,963,1867,2850,4487,3676,2693,2628,2367,"Rockwall County, Texas",851,822,419,339,583,727,370,629,647,500,815,895,1074,924,729,865,733
"G4804090","2014","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",23156,1331,927,1467,1033,859,1173,1003,1072,1253,2435,2130,3493,2149,1153,1034,644,"San Patricio County, Texas",1025,622,519,644,473,446,549,431,474,491,789,650,889,648,460,450,475
"G4804230","2014","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",77469,5833,4805,6382,5495,5100,3458,3842,4457,3285,5629,6743,8494,6162,2160,3013,2611,"Smith County, Texas",2204,1197,1024,1688,1352,1290,1071,872,1149,971,1058,1267,1363,1329,682,945,791
"G4804390","2014","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",681915,42382,32463,31633,32995,29958,32407,30394,31668,27283,58564,71010,87293,60260,36155,38780,38670,"Tarrant County, Texas",4618,3239,3490,3105,3234,2981,2764,2955,3077,2923,4170,3880,5490,3546,3146,2944,2871
"G4804410","2014","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",48997,2871,3349,3425,2005,2939,3716,3053,2719,2413,4040,4977,5776,2826,1843,1541,1504,"Taylor County, Texas",1496,708,943,959,642,685,810,888,728,708,947,988,1100,700,630,611,576
"G4804510","2014","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",42501,3002,3188,2426,2425,2527,2579,2484,2633,1510,3451,4557,4967,1943,1633,1016,2160,"Tom Green County, Texas",1371,1022,884,729,566,920,879,893,1142,788,965,1115,971,728,627,507,861
"G4804530","2014","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",437375,29711,17898,17303,22447,15841,15784,20410,19813,17271,35085,44515,55063,43761,19316,27479,35678,"Travis County, Texas",4609,2793,2757,2443,2571,2120,2044,2401,2278,2571,3012,3128,4169,3701,2375,2183,2517
"G4804690","2014","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",32572,1946,1367,1522,2185,2354,1780,2050,1523,1489,2236,2783,3921,2917,1547,1600,1352,"Victoria County, Texas",962,684,503,518,796,789,568,860,631,585,662,745,872,720,495,615,479
"G4804710","2014","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",20097,3186,1745,1510,1163,280,1538,939,1388,295,862,1405,3073,1222,750,408,333,"Walker County, Texas",1868,857,655,751,641,215,649,546,770,257,564,677,948,635,468,302,322
"G4804790","2014","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",70418,9860,5483,5684,4347,3668,3727,3730,3083,2803,5502,6424,6370,4172,2976,1153,1436,"Webb County, Texas",1073,1526,1006,1348,978,843,794,824,877,734,1019,1097,1147,915,905,543,449
"G4804850","2014","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",46671,3890,3782,2646,3297,1965,2767,2966,2833,1964,4369,4084,5325,3203,1425,1016,1139,"Wichita County, Texas",1958,901,972,745,1169,564,778,877,841,560,896,916,1029,811,498,473,374
"G4804910","2014","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",164805,5453,4179,5176,4949,6580,6710,7212,7050,6301,12511,19009,25756,19140,10958,12634,11187,"Williamson County, Texas",2119,1197,985,1150,1135,1319,1276,1656,1515,1377,1690,2176,2385,2267,1646,1602,1584
"G4900050","2014","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",35895,1966,1773,1753,2449,2358,2084,1092,1920,1567,4106,4767,4674,2524,1282,800,780,"Cache County, Utah",1123,545,532,646,695,596,616,351,607,594,943,851,751,515,429,280,287
"G4900110","2014","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",99117,2861,2819,2549,3416,3054,4442,3389,3674,4008,9825,13534,16937,11422,7033,5804,4350,"Davis County, Utah",1334,914,880,853,913,838,1094,892,867,1012,1750,1582,1841,1350,1168,969,913
"G4900350","2014","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",358269,18049,11986,12481,15619,16450,16125,15891,14543,14218,34367,40765,53476,34279,19492,19611,20917,"Salt Lake County, Utah",2447,2026,1640,1724,1791,2449,2474,1992,1953,2044,3158,3261,2851,2630,1579,1914,2028
"G4900490","2014","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",151010,6586,4572,5456,7892,4813,8164,6456,8109,6879,14851,17890,23418,15116,7438,8143,5227,"Utah County, Utah",1203,1135,833,1084,1242,1083,1384,1080,1312,1073,1280,1728,1713,1443,1134,1076,814
"G4900530","2014","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",49468,2041,2223,2511,3580,3325,2851,3047,2474,2689,4887,6870,5072,3111,1714,1815,1258,"Washington County, Utah",2017,697,790,788,1087,1041,761,923,964,873,1119,1451,1215,867,848,810,620
"G4900570","2014","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",80956,4690,3440,2804,4784,2672,3531,4450,3713,3298,7410,10376,13282,7271,4055,2733,2447,"Weber County, Utah",1742,1192,936,661,1154,681,811,1080,909,814,1210,1622,1505,1164,987,739,720
"G5000070","2014","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",63887,3372,2558,2726,2436,2259,3029,2870,2973,2451,5800,6546,8555,6800,4168,3984,3360,"Chittenden County, Vermont",1019,955,742,615,716,771,955,803,830,768,1184,1208,1296,1109,764,810,844
"G5100030","2014","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",39568,2687,1417,1391,1403,1802,1126,1183,2270,2057,3035,4266,5220,2501,2811,2361,4038,"Albemarle County, Virginia",1886,884,527,598,606,702,590,515,736,713,832,847,1046,701,608,654,896
"G5100130","2014","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",100732,4027,1868,2209,2213,2097,1924,2567,1321,2134,4968,7725,11810,13677,10066,13396,18730,"Arlington County, Virginia",1834,922,707,887,831,753,713,942,423,805,1104,1395,1763,1938,1643,1522,1893
"G5100150","2014","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",28533,1207,2040,1638,994,1283,1094,1066,1392,995,3445,3330,3819,3253,810,1237,930,"Augusta County, Virginia",1226,547,810,707,508,540,524,557,475,529,822,867,927,852,377,504,447
"G5100190","2014","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",30259,1959,1343,1169,953,1163,1656,1138,1321,2125,2755,3855,3925,3229,1083,1753,832,"Bedford County, Virginia",1275,692,532,494,379,424,559,555,558,668,708,646,882,874,434,650,461
"G5100410","2014","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",119732,3830,3207,3007,3578,5201,4853,4229,5266,4772,10642,12686,19315,13023,9421,9041,7661,"Chesterfield County, Virginia",1996,967,896,836,986,1192,1118,956,1321,1202,1473,1740,1783,1573,1326,1275,1257
"G5100590","2014","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",391479,11693,6277,4522,7828,7839,9029,7426,6951,7912,20206,31705,52249,46210,37461,52676,81495,"Fairfax County, Virginia",2532,1445,1218,1049,1392,1301,1386,1371,1272,989,2104,2769,3664,3014,2449,2599,3298
"G5100610","2014","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",23334,750,342,700,813,416,746,986,740,591,1274,1843,3152,3086,2174,2672,3049,"Fauquier County, Virginia",835,372,228,389,400,306,322,456,342,338,474,483,709,660,614,615,687
"G5100690","2014","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",29505,1366,878,613,1185,1337,2220,1027,1283,905,2508,2907,3293,3759,2528,2509,1187,"Frederick County, Virginia",1216,475,538,316,509,585,777,543,520,413,758,747,827,1006,850,788,637
"G5100850","2014","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",37481,1310,670,751,1238,1012,945,1723,1055,1287,2912,3527,5877,5557,3404,3505,2708,"Hanover County, Virginia",945,581,316,393,461,412,394,423,442,583,665,768,843,1019,846,707,749
"G5100870","2014","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",124447,6223,4903,5067,5698,5801,4240,4261,6534,6178,10093,14342,17464,10946,6839,7285,8573,"Henrico County, Virginia",1892,1422,1183,1172,1004,1156,991,832,1372,1098,1670,1780,2055,1417,1238,1251,1312
"G5100950","2014","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",29312,865,784,1399,1723,896,1002,1563,1567,675,1803,2966,4080,2938,2293,1492,3266,"James City County, Virginia",1124,481,574,637,694,424,515,668,814,400,767,819,1038,825,683,593,855
"G5101070","2014","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",117946,1957,1616,1088,2013,2117,2225,2516,2984,2513,5306,7417,12260,16623,12463,19202,25646,"Loudoun County, Virginia",1503,670,599,448,757,776,836,910,768,724,1149,1226,1510,1753,1710,1706,1643
"G5101210","2014","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",34549,4884,2379,1405,2523,1048,1960,1840,2187,1306,2723,2677,3236,2737,1111,1268,1265,"Montgomery County, Virginia",1289,1255,875,612,903,434,783,806,645,661,916,701,926,830,504,612,545
"G5101530","2014","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",137434,3253,2152,2261,2500,2473,4321,5203,5149,4480,9496,14413,19159,16215,12564,17086,16709,"Prince William County, Virginia",1818,833,864,629,867,1030,1166,1269,1193,1158,1825,2023,1935,1900,1382,1710,1561
"G5101610","2014","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",38879,2087,1237,1677,1338,1814,1620,2032,1671,1690,3458,5330,6422,2764,2097,2158,1484,"Roanoke County, Virginia",1003,802,525,569,502,731,683,692,528,523,691,1075,1301,795,742,854,552
"G5101650","2014","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",30333,1701,1275,1388,912,1483,1637,1972,1341,1575,2708,4170,3702,2984,1503,784,1198,"Rockingham County, Virginia",934,692,437,509,382,550,492,588,502,559,604,842,827,785,551,328,458
"G5101770","2014","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",43049,1986,1487,1207,1113,1283,1451,2037,1680,1337,3228,4430,6470,4842,3635,3649,3214,"Spotsylvania County, Virginia",903,579,574,634,443,606,599,604,625,518,714,850,1117,942,686,785,689
"G5101790","2014","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",44246,1386,403,784,1218,736,707,1283,1924,913,4024,4289,5766,5905,4077,5113,5718,"Stafford County, Virginia",881,693,246,415,508,312,336,667,962,413,1086,1152,1133,1022,799,881,788
"G5101990","2014","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",23533,443,437,577,637,620,795,782,1132,607,1467,2513,3746,3457,2164,2642,1514,"York County, Virginia",1060,251,307,326,350,338,433,491,596,350,512,712,778,789,648,645,482
"G5105100","2014","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",68796,2747,1611,1548,2114,1370,1458,2898,2128,2424,3892,7125,9379,7973,5455,6407,10267,"Alexandria city, Virginia",1406,993,689,537,920,686,758,862,736,1060,931,1369,1514,1304,1222,956,1218
"G5105500","2014","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",83904,4289,3048,3499,3675,2463,3140,3928,2919,2864,7554,10755,12085,10861,4759,5314,2751,"Chesapeake city, Virginia",1433,1326,1080,1115,1080,973,939,1101,666,760,1345,1754,1519,1555,886,1025,706
"G5106500","2014","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",53420,3558,3262,2466,4058,3749,2566,2710,3099,2428,4690,6120,5687,3761,2664,1882,720,"Hampton city, Virginia",1636,1220,1087,735,1122,1017,782,878,839,862,904,1236,1188,764,760,648,335
"G5106800","2014","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",27870,3711,1715,2016,2264,1814,1186,994,1576,1090,1878,3128,2804,2094,601,425,574,"Lynchburg city, Virginia",1111,1097,525,605,696,783,496,381,620,402,545,1005,713,740,284,247,303
"G5107000","2014","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",68768,5696,3340,2799,3877,3941,4193,3554,3882,3265,7065,7870,8139,4427,2489,2595,1636,"Newport News city, Virginia",1569,1098,757,769,1162,1123,1020,1055,920,883,1335,1494,1264,875,660,699,503
"G5107100","2014","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",87760,10074,5732,4848,5403,4538,5726,4989,4033,4326,6440,8458,9554,6115,2497,2351,2676,"Norfolk city, Virginia",1634,1132,1082,968,844,880,1070,1119,1068,937,1103,1423,1245,1069,647,638,536
"G5107400","2014","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",37123,3915,1892,1500,2769,2413,2626,2519,937,1624,2723,3887,5594,2656,1160,646,262,"Portsmouth city, Virginia",1043,765,731,424,791,780,837,665,435,566,579,837,1016,681,424,316,187
"G5107600","2014","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",88421,10526,5754,4455,6315,4428,4836,4818,4103,4840,8017,6316,8234,5309,3230,2848,4392,"Richmond city, Virginia",1778,1394,1012,988,1117,967,1099,1068,1027,1053,1243,997,1063,1244,903,639,725
"G5107700","2014","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",42636,4038,2903,3653,2678,3163,1928,1993,2025,2274,4249,4637,3917,1485,1413,1151,1129,"Roanoke city, Virginia",1451,1013,848,953,818,1044,717,617,660,831,926,1117,887,574,635,515,437
