GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G1800050","2018","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",31891,1419,1782,509,1664,1064,2125,1343,1088,1462,2905,4056,4746,2541,2024,1892,1271,"Bartholomew County, Indiana",1053,612,754,342,654,397,780,488,493,566,711,1031,1029,640,631,811,487
"G1800110","2018","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,"05000US18011","Boone County, Indiana",24808,496,930,454,625,718,663,833,551,1230,2185,2882,3321,2195,2010,2627,3088,"Boone County, Indiana",1211,282,586,297,362,436,457,408,348,548,788,1070,941,833,826,789,699
"G1800190","2018","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",45905,2009,2177,1382,1603,2571,2875,2205,2697,2579,3898,5202,6466,3650,2734,2669,1188,"Clark County, Indiana",1254,753,724,553,643,863,897,793,838,848,963,1180,1089,1005,773,730,521
"G1800350","2018","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",45311,4444,2374,3405,3536,2600,3347,2249,1761,1974,3760,4201,6004,2042,1545,589,1480,"Delaware County, Indiana",1941,1047,792,803,973,913,1029,781,576,894,918,932,1121,632,541,377,652
"G1800390","2018","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",73660,4147,1728,3087,4142,2498,3899,3979,3724,3052,7228,9582,11202,6287,3183,3371,2551,"Elkhart County, Indiana",1927,1109,619,823,1230,779,1128,916,1084,976,1416,1704,1647,1314,822,885,704
"G1800430","2018","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",30300,811,1285,1676,1038,1172,774,1348,1304,1519,3063,2989,3957,3806,2243,1498,1817,"Floyd County, Indiana",992,309,493,575,456,413,342,474,528,568,610,683,776,842,593,464,546
"G1800530","2018","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",26923,1799,1776,1652,1877,1269,1667,1471,2013,1406,2195,3195,3388,1516,1053,477,169,"Grant County, Indiana",973,585,622,582,701,467,527,521,662,528,657,930,824,504,418,305,188
"G1800570","2018","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",122876,2489,1869,2723,3312,3297,2673,3287,4110,2665,7428,11250,16112,16876,12326,13406,19053,"Hamilton County, Indiana",1759,991,703,933,1185,1183,779,1167,1016,871,1670,1950,2062,2098,1700,1867,2150
"G1800590","2018","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",29605,847,1209,626,1158,311,2445,619,1237,863,2397,4147,5149,3552,1495,2098,1452,"Hancock County, Indiana",726,450,785,319,597,268,829,431,752,553,980,1136,1335,1065,593,917,796
"G1800630","2018","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",60368,1226,675,1654,924,1540,2267,2703,2219,2245,6171,5550,11108,8801,5000,4650,3635,"Hendricks County, Indiana",1368,554,349,914,423,705,976,1077,951,823,1446,1202,1557,1452,1349,1318,950
"G1800670","2018","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",35139,2090,1765,1784,1541,1009,2534,1350,1271,2021,3362,3829,5068,3099,1873,1440,1103,"Howard County, Indiana",1401,649,566,694,616,392,898,572,659,769,934,819,953,960,670,584,546
"G1800810","2018","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",57504,2301,1250,1160,3308,2062,2777,2005,2366,2187,4839,7379,10979,4564,3929,3510,2888,"Johnson County, Indiana",1377,694,705,717,1294,737,1065,748,920,789,1249,1714,2029,1252,1057,945,902
"G1800850","2018","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",30798,1272,1110,1107,674,1560,2070,1443,1638,2026,3693,3428,4004,2980,1676,1055,1062,"Kosciusko County, Indiana",1441,483,431,425,307,603,760,626,544,744,875,756,845,716,680,457,441
"G1800890","2018","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",186769,12598,7581,10043,10408,10646,8888,8280,9080,7466,14741,17933,25795,17190,10815,8743,6562,"Lake County, Indiana",2797,1628,1143,1650,1582,1657,1676,1554,1624,1180,2030,1877,1969,1924,1814,1197,1073
"G1800910","2018","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",43122,2225,3081,2336,2833,1497,2448,3089,1369,1836,4177,4270,6200,2930,1616,1966,1249,"LaPorte County, Indiana",1279,697,877,761,935,628,815,768,599,570,855,860,1123,704,537,613,457
"G1800950","2018","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",50426,4311,2483,2478,3472,2558,3027,2267,2683,2110,4738,6094,5198,4087,2700,1265,955,"Madison County, Indiana",1409,1080,826,720,839,675,873,620,714,575,1106,851,1010,902,749,548,380
"G1800970","2018","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",373634,30156,18904,22725,19694,20191,21825,19327,23389,16903,28601,40409,40145,27582,15727,14870,13186,"Marion County, Indiana",3704,2749,2476,2671,2467,2529,1816,2345,2749,2307,2747,4152,3234,2813,1867,1963,1624
"G1801050","2018","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",57102,5761,3333,3198,3729,2888,2999,2577,2979,2238,4393,5021,7063,4107,2567,2676,1573,"Monroe County, Indiana",1586,1433,890,1011,1100,952,918,759,931,707,977,1077,1460,971,649,861,539
"G1801090","2018","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",25968,1643,1379,244,923,815,1070,625,1253,1217,2219,2687,5187,2436,2469,949,852,"Morgan County, Indiana",910,615,524,199,368,428,620,388,608,472,592,645,1059,652,791,458,465
"G1801270","2018","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",66144,3607,2150,2604,2338,2066,3785,2682,2837,3303,4872,6406,9049,7118,4088,5924,3315,"Porter County, Indiana",1137,1011,1017,703,764,816,1250,812,997,932,1052,1332,1441,1437,937,1190,854
"G1801410","2018","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",107730,7743,5060,4986,5865,6602,5385,6031,4827,4186,7514,11596,14955,7458,6727,5093,3702,"St. Joseph County, Indiana",1563,1363,1279,999,1138,1413,1091,1095,964,987,1454,1465,1754,1174,1444,1002,685
"G1801570","2018","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",70446,7074,3087,2839,4455,4347,3818,2766,2677,4053,5435,7358,8000,5968,3100,3196,2273,"Tippecanoe County, Indiana",1881,1506,946,882,1149,1086,1053,928,819,1093,1014,1678,1491,1053,807,958,654
"G1801630","2018","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",75058,6447,3955,3637,5246,3869,3931,3650,2965,3474,6307,7003,10490,4851,3726,3294,2213,"Vanderburgh County, Indiana",2145,1405,976,866,1170,1028,1129,948,910,966,1413,1378,1656,1117,1167,1119,722
"G1801670","2018","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",43262,3667,2217,2403,1840,2746,2572,2056,2369,2403,3916,4366,5115,2663,1996,1706,1227,"Vigo County, Indiana",1224,807,839,745,553,950,754,647,823,985,878,1138,1057,781,828,611,454
"G1801770","2018","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",28338,1720,1711,1790,1245,1970,2194,2165,1403,1493,3685,2275,2957,1907,774,568,481,"Wayne County, Indiana",1083,660,709,674,409,703,813,758,587,569,962,721,637,623,428,258,344
"G1900130","2018","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",53386,3327,3718,2437,2550,3335,3733,1420,2114,2509,4776,5990,6746,4177,2579,2020,1955,"Black Hawk County, Iowa",1370,734,944,739,758,804,914,541,581,718,1067,927,971,848,782,517,681
"G1900490","2018","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",35492,923,959,565,1779,1200,795,1074,1402,723,2115,3694,5416,3433,4202,4384,2828,"Dallas County, Iowa",987,503,608,308,809,586,371,519,597,350,633,883,1257,943,1063,901,732
"G1900610","2018","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",38501,2601,1422,1983,1776,1434,2004,1037,1841,2018,3053,4589,5960,3332,2108,1638,1705,"Dubuque County, Iowa",857,672,504,676,652,444,550,391,708,665,608,879,955,684,560,495,571
"G1901030","2018","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",60868,5694,2578,2863,2972,1687,2843,1996,2802,1950,3488,5728,6898,6751,3604,3336,5678,"Johnson County, Iowa",1735,1426,757,908,915,706,943,709,1055,698,803,1167,1204,1255,887,896,944
"G1901130","2018","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",91747,4422,3125,3907,2879,4329,3798,4685,4746,2330,8498,10319,12743,8655,6670,5679,4962,"Linn County, Iowa",1599,1180,871,911,814,1071,935,1095,1077,729,1682,1451,1559,1375,1284,1130,814
"G1901530","2018","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",189546,7995,5382,6711,7065,8548,8160,7943,8832,7235,15504,20354,26247,20240,13300,12715,13315,"Polk County, Iowa",2460,1238,1122,1571,1245,1604,1547,1460,1798,1120,2424,2326,2681,2176,1928,1915,1788
"G1901550","2018","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",36635,2143,1732,1790,1827,2568,2002,1376,1841,1617,2486,4354,4285,3723,2275,1544,1072,"Pottawattamie County, Iowa",1191,656,626,612,462,787,659,422,495,542,601,855,658,761,535,455,415
"G1901630","2018","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",66905,3727,2326,2779,3511,3525,3088,3441,2590,3317,5910,5838,9381,5739,4222,3516,3995,"Scott County, Iowa",1553,1047,655,822,920,948,756,927,824,847,1070,1100,1320,1062,873,763,841
"G1901690","2018","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",37290,4656,1873,1116,1679,1605,922,1346,1845,1950,3137,4336,4050,3357,2356,1424,1638,"Story County, Iowa",1491,1229,963,390,600,744,456,445,678,939,800,866,807,777,782,574,731
"G1901930","2018","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",39253,1768,1765,1087,2701,2436,2320,1407,1552,968,3058,3916,6328,3408,1888,3099,1552,"Woodbury County, Iowa",1082,734,538,522,638,850,917,504,565,370,797,987,1164,736,600,913,653
"G2000150","2018","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",24692,769,756,1343,999,707,1165,1112,1380,742,2435,2934,3716,2742,1801,1375,716,"Butler County, Kansas",1097,334,439,589,478,405,594,507,648,318,685,878,871,724,614,544,317
"G2000450","2018","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",48907,4159,2249,2091,2791,2674,1570,1471,2758,1967,3625,5585,5188,4976,2732,2923,2148,"Douglas County, Kansas",1134,1394,973,908,1023,900,800,686,1076,736,1113,1260,1222,1009,656,708,630
"G2000910","2018","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",231184,7178,5901,5327,5695,6996,8078,6812,7650,7775,16007,21538,33156,27027,17464,25224,29356,"Johnson County, Kansas",2411,1152,1280,1212,1180,1322,1563,1270,1389,1414,1949,2141,2642,2426,1561,2305,2147
"G2001030","2018","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",26654,1164,964,1423,1288,1374,1098,874,1667,715,1536,1929,3504,4057,2039,1591,1431,"Leavenworth County, Kansas",1178,620,483,612,651,690,700,400,874,452,633,644,839,896,583,565,524
"G2001610","2018","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",26617,2366,819,2232,1947,1543,1567,1345,1617,981,2098,1859,3014,1734,1231,1168,1096,"Riley County, Kansas",1379,793,426,928,652,586,611,637,614,611,606,581,862,749,462,571,544
"G2001730","2018","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",198024,12065,8524,11402,10116,9604,10313,8017,10472,8563,15050,22626,24710,16832,9637,11304,8789,"Sedgwick County, Kansas",2622,1928,1451,1666,1675,1340,1588,1347,1663,1236,2023,2378,2503,1891,1449,1483,1340
"G2001770","2018","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",72788,5410,3442,3624,3677,2758,3800,3557,5321,3388,4863,7240,10533,6249,2198,3857,2871,"Shawnee County, Kansas",1776,1087,868,1104,943,630,960,828,1195,881,960,1106,1554,1194,552,938,752
"G2002090","2018","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",60708,5624,2656,2706,4108,4073,3300,3106,2584,3808,4718,7665,6484,5777,1377,1672,1050,"Wyandotte County, Kansas",1357,1018,735,722,869,1035,837,766,663,969,949,1376,921,1222,532,507,445
"G2100150","2018","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",47684,771,365,1307,1587,2372,2190,1406,1517,1971,3580,6093,7243,4796,4835,4153,3498,"Boone County, Kentucky",1188,507,243,633,900,1099,940,634,633,987,1144,1616,1299,1023,1279,930,1084
"G2100290","2018","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",29789,1908,1042,1089,1151,1593,1502,1415,1616,1007,2992,2919,4453,3315,1491,1732,564,"Bullitt County, Kentucky",1053,805,586,480,506,564,602,567,690,420,867,757,1045,925,669,597,259
"G2100370","2018","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",36992,4246,1199,1548,1154,1862,1004,1839,1520,796,3440,3101,4126,4049,3198,2512,1398,"Campbell County, Kentucky",1272,1177,466,599,421,627,425,633,500,396,680,897,864,781,844,613,490
"G2100470","2018","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",26114,1958,1834,1618,1557,2476,2308,1904,1387,881,2562,1898,2160,1783,592,391,805,"Christian County, Kentucky",1284,637,794,610,650,881,919,695,685,453,825,611,659,649,420,252,462
"G2100590","2018","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",39590,2630,1861,2057,2476,2483,1961,2134,1604,2059,3122,4867,4520,3152,2274,1322,1068,"Daviess County, Kentucky",1165,936,576,678,853,767,678,625,499,748,809,940,994,794,664,439,496
"G2100670","2018","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",131067,7796,4776,4986,5952,6922,8202,7627,6538,7119,10318,11686,14816,9507,8448,8430,7944,"Fayette County, Kentucky",2335,1352,1355,1235,1199,1567,1464,1592,1441,1340,1679,1598,2136,1397,1373,1490,1185
"G2100930","2018","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",41625,2668,1842,1665,2884,2769,2859,1437,2446,1670,3514,4108,5207,4293,1865,1083,1315,"Hardin County, Kentucky",1438,1105,710,736,994,813,1159,627,901,609,897,954,1056,1058,893,551,433
"G2101110","2018","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",311263,21494,17176,13630,16458,13367,15781,14370,13768,13487,26889,30103,36889,25808,15388,17939,18716,"Jefferson County, Kentucky",3624,2548,2330,1919,1932,2140,1853,2036,1695,1978,3044,2624,2917,2234,1928,2057,2151
"G2101170","2018","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",64611,2909,1601,2827,3134,2442,2918,3013,3082,1674,5973,8092,8568,6670,4679,2698,4331,"Kenton County, Kentucky",1348,761,594,890,846,719,907,1081,973,453,1263,1567,1282,967,1215,641,822
"G2101450","2018","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",27650,1288,2275,2028,2115,1176,1688,1193,1414,1317,2448,2758,3041,1543,983,1052,1331,"McCracken County, Kentucky",1360,632,774,608,943,479,616,507,598,682,899,776,946,731,420,524,546
"G2101510","2018","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",33396,2557,1830,1496,1735,1432,2366,1710,1287,1471,2746,2816,4529,2877,2014,1151,1379,"Madison County, Kentucky",1260,791,676,580,544,604,897,673,526,605,729,770,888,707,595,466,488
"G2101850","2018","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",21237,434,431,692,463,347,688,477,982,707,1285,1209,2557,2682,2398,1835,4050,"Oldham County, Kentucky",722,243,244,313,218,202,356,241,429,330,504,416,686,624,667,531,661
"G2102270","2018","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",48843,2995,3525,2004,2591,2334,2542,2784,2143,1385,4764,4154,8015,3230,3139,1604,1634,"Warren County, Kentucky",1450,1053,1167,828,859,650,952,980,841,571,1238,1143,1457,924,963,689,562
"G2200050","2018","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",45102,3694,1055,1716,1367,1964,1409,1593,1212,1243,1991,4191,6201,5456,3637,3937,4436,"Ascension Parish, Louisiana",1416,1304,675,971,890,973,769,776,620,905,769,1192,1353,1644,1309,1128,1345
"G2200150","2018","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",50099,2506,3095,2696,2195,3202,2675,2174,1248,2711,4502,4864,6304,3864,3264,2939,1860,"Bossier Parish, Louisiana",1937,904,1289,889,943,1169,1066,828,583,1138,1238,1186,1356,1085,1007,1087,641
"G2200170","2018","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",94778,8172,7178,6383,8906,6668,5334,5534,4821,2030,7652,8162,7997,6800,3218,2769,3154,"Caddo Parish, Louisiana",2026,1398,1187,1159,1873,1403,1472,1361,1089,677,1619,1559,1362,1362,868,962,1018
"G2200190","2018","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",78351,4756,3302,4655,6387,5116,4351,3200,4550,3555,4755,7660,8346,6224,3556,4570,3368,"Calcasieu Parish, Louisiana",2393,1098,1069,1380,1769,1507,1237,914,1245,1023,1255,1611,1695,1568,954,993,907
"G2200330","2018","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",163274,14167,5969,9437,8949,7346,10143,7559,6582,6886,11541,13256,17367,14402,7796,10077,11797,"East Baton Rouge Parish, Louisiana",3664,2402,1509,1874,1979,1935,1996,1668,1567,1421,2320,2022,2797,2391,1466,1488,1853
"G2200450","2018","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",25386,2093,2605,1145,1409,1501,1849,1534,1260,759,1329,3061,2433,2313,1337,371,387,"Iberia Parish, Louisiana",1277,709,887,526,591,627,847,714,665,497,692,958,868,823,636,349,350
"G2200510","2018","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",167596,12345,7107,9990,10173,8311,8552,9154,8444,8434,13252,13559,21720,12828,9177,7407,7143,"Jefferson Parish, Louisiana",2590,1801,1256,1994,1591,1456,1680,1918,1668,1407,1781,1627,2280,1789,1270,1563,1152
"G2200550","2018","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",94002,7215,4139,4300,6296,4803,4633,3791,3699,2770,5294,12360,12575,8947,3122,5435,4623,"Lafayette Parish, Louisiana",2365,1766,1096,1221,1413,1232,1312,979,1039,835,1207,1977,2174,1815,998,1443,1164
"G2200570","2018","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",35838,3059,2037,2425,2119,1743,1755,1777,1501,1420,2007,2934,4821,3456,1253,2071,1460,"Lafourche Parish, Louisiana",1635,799,811,883,872,538,752,654,686,632,620,781,997,904,508,837,669
"G2200630","2018","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",49084,2483,816,3126,1429,2502,1843,1988,1779,2177,4926,4996,4232,5079,3815,4410,3483,"Livingston Parish, Louisiana",1957,1103,445,1231,917,1440,778,1117,753,902,1374,1541,1315,1866,1365,1646,1446
"G2200710","2018","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",155104,23009,14189,9888,10781,6751,7412,7481,5732,4341,10582,11995,12656,9608,6100,6150,8429,"Orleans Parish, Louisiana",2460,2103,1616,1382,1239,1051,1237,1176,1067,851,1456,1777,1305,1061,959,975,933
