GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G1800530","2013","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",27003,2611,2136,2318,861,2095,2381,1514,1720,1107,2476,2519,3430,839,391,486,119,"Grant County, Indiana",968,784,801,772,343,597,782,549,488,412,656,624,801,437,275,287,150
"G1800570","2013","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",107904,3013,2835,3419,3804,3401,2657,3850,4380,2872,6277,12779,14814,13898,9924,8623,11358,"Hamilton County, Indiana",1676,955,894,1100,1176,1051,805,1175,1199,878,1531,1802,2023,1917,1640,1487,1715
"G1800590","2013","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",26072,1427,578,1102,1037,1013,1065,1759,999,1088,2350,2682,5003,3040,1035,1267,627,"Hancock County, Indiana",1241,800,389,492,483,630,647,741,590,613,848,871,1124,943,521,621,357
"G1800630","2013","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",55273,1405,1084,1925,1249,1771,2308,2706,1993,3419,5000,8909,8392,6503,2816,3842,1951,"Hendricks County, Indiana",1018,699,564,740,530,621,690,1082,678,1086,1186,1537,1622,1187,1104,926,611
"G1800670","2013","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",34435,3312,2019,2443,1661,2342,1752,1677,2179,1237,3515,3320,4878,2124,751,522,703,"Howard County, Indiana",1253,871,771,908,546,624,616,538,617,467,917,793,872,643,327,242,345
"G1800810","2013","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",52838,3128,2508,1734,2883,2277,2888,3124,2749,2514,3726,6054,7983,4347,2508,2329,2086,"Johnson County, Indiana",1423,1113,1086,782,958,766,767,1090,878,781,1081,1187,1362,1143,600,736,581
"G1800850","2013","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",28649,1883,1567,1641,1030,1604,1553,1599,1523,1405,2527,4202,3606,1800,919,932,858,"Kosciusko County, Indiana",1345,587,486,534,282,466,535,485,585,425,679,941,755,506,435,406,410
"G1800890","2013","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",186553,16207,11005,10566,10873,9676,11247,9364,8390,8259,14955,21522,22556,12716,8673,6022,4522,"Lake County, Indiana",1860,1855,1973,1580,1647,1258,1712,1574,1436,1561,1689,2221,2123,1422,1326,1362,1103
"G1800910","2013","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",42746,3189,2359,2647,3989,2794,2797,1387,1669,1787,3401,4373,6803,2948,679,1104,820,"LaPorte County, Indiana",1264,919,660,686,855,705,744,397,500,625,896,931,1031,710,302,410,332
"G1800950","2013","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",51877,4516,4627,3624,4074,3084,2843,2469,2929,3170,3689,4858,6241,2928,1342,790,693,"Madison County, Indiana",1675,995,1068,929,921,794,654,591,724,722,693,1011,1043,742,515,420,330
"G1800970","2013","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",361596,39430,22062,22566,24620,21987,23543,19715,20973,16050,30987,33452,35920,20806,11553,8125,9807,"Marion County, Indiana",4466,3060,2116,2183,2474,2723,2535,2166,2351,2305,2647,2567,2710,2213,1649,1209,1297
"G1801050","2013","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",53577,7750,4401,3469,2395,2678,2029,2075,3104,1781,3163,4964,6811,2904,2333,1689,2031,"Monroe County, Indiana",1856,1424,955,1081,701,914,646,603,985,622,867,1195,1160,728,732,658,655
"G1801090","2013","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",25704,1506,955,815,1443,1717,1327,1029,964,1412,2445,3867,3400,1926,1585,713,600,"Morgan County, Indiana",701,632,449,367,425,638,536,505,433,518,728,836,810,632,677,384,314
"G1801270","2013","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",62471,3852,2447,3130,2789,2321,2805,2172,3115,2745,3600,7077,9479,8013,2994,3759,2173,"Porter County, Indiana",1239,985,793,1025,779,662,825,629,830,807,802,1224,1601,1467,693,959,718
"G1801410","2013","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",103404,9217,6546,6921,6867,7863,6756,6538,6799,4283,8299,9758,9658,6397,2429,2665,2408,"St. Joseph County, Indiana",1732,1390,1166,1147,992,1432,1537,1211,1637,979,1339,1193,1200,1129,668,722,595
"G1801570","2013","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",68442,7749,4163,4350,3905,3239,3564,2573,3067,3192,7122,6820,7085,4751,3478,2025,1359,"Tippecanoe County, Indiana",1608,1529,1175,1078,1002,840,1076,684,906,965,1645,1390,1424,878,1020,670,518
"G1801630","2013","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",72659,8019,4263,4352,4821,5630,4361,3774,3912,3789,4248,7279,7751,4456,2455,2321,1228,"Vanderburgh County, Indiana",1970,1542,1122,768,866,1318,897,979,912,957,849,1069,1408,979,712,664,497
"G1801670","2013","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",39311,5233,3212,2552,3811,2057,1425,2046,1673,1936,3210,3719,3846,2106,935,698,852,"Vigo County, Indiana",1727,1029,838,626,977,690,571,627,642,564,898,875,810,689,386,496,376
"G1801770","2013","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",27425,3127,2168,2785,2149,1790,1780,990,1199,1442,2233,2512,2651,1276,698,478,147,"Wayne County, Indiana",1003,785,592,872,630,531,423,370,421,511,701,642,631,475,316,266,138
"G1900130","2013","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",52312,4642,2833,3137,3084,2875,3750,3046,2420,2486,3479,6633,6173,3553,1781,1383,1037,"Black Hawk County, Iowa",1129,1153,814,718,814,678,877,731,576,698,680,943,893,725,532,485,393
"G1900490","2013","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",27287,912,567,460,810,1230,2201,1128,928,966,1688,2233,4303,3057,2549,2099,2156,"Dallas County, Iowa",682,383,252,220,459,539,678,509,422,459,519,515,866,752,727,573,577
"G1900610","2013","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",36801,2208,1638,1817,2138,1839,2598,1830,1822,1815,3758,3776,4928,2724,1331,1248,1331,"Dubuque County, Iowa",928,583,512,534,690,565,642,490,583,433,704,641,851,596,335,409,549
"G1901030","2013","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",55807,4893,2242,2322,3482,2332,2866,3388,3215,2380,3600,4054,6788,5252,2917,2906,3170,"Johnson County, Iowa",1201,1147,781,877,1022,840,1037,953,889,752,997,979,1246,1064,961,825,1013
"G1901130","2013","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",87137,5152,3487,3018,4339,4667,5950,3999,4594,3271,7656,8877,13258,8166,4516,3692,2495,"Linn County, Iowa",1502,1177,854,797,1240,949,1236,936,1039,938,1477,1324,1588,1290,1051,810,702
"G1901530","2013","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",178026,11586,7891,6419,7311,7322,10321,8121,8901,6632,15434,20699,24376,15784,9636,8363,9230,"Polk County, Iowa",2493,1678,1308,1334,1345,1259,1565,1392,1399,1276,1732,2117,2332,2159,1487,1424,1532
"G1901550","2013","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",36249,1853,2180,1541,2324,1745,2599,2105,1636,1947,2723,5164,4566,2610,1323,818,1115,"Pottawattamie County, Iowa",1074,526,633,526,645,531,657,590,480,530,626,851,725,531,483,296,358
"G1901630","2013","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",67314,4465,3513,3489,4810,2957,3394,3180,3381,2511,4649,6821,8399,6572,3375,3261,2537,"Scott County, Iowa",1348,1077,739,918,1186,723,811,803,917,639,1084,1151,978,1196,864,748,712
"G1901690","2013","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",36340,4087,2601,1484,1739,1329,1453,2643,1206,1491,2931,4026,4473,3227,1405,1490,755,"Story County, Iowa",814,1025,862,561,551,475,850,886,452,508,891,1174,1060,792,550,498,373
"G1901930","2013","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",38812,3048,2336,2076,1889,2463,2209,2627,2374,2211,3112,4564,4373,3224,1050,696,560,"Woodbury County, Iowa",882,942,810,493,652,806,625,815,772,698,740,1183,942,666,403,411,285
"G2000150","2013","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",24308,1184,1111,690,1774,871,1583,850,1260,1214,2402,3926,3139,1746,918,944,696,"Butler County, Kansas",812,451,458,406,563,478,643,386,616,471,611,820,709,612,397,520,316
"G2000450","2013","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",42470,3625,2910,1219,2822,2660,1742,1762,1826,1384,4401,4126,5128,3237,2029,2172,1427,"Douglas County, Kansas",1568,1174,951,610,1018,860,677,645,799,509,1069,1069,1159,1032,618,690,552
"G2000910","2013","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",220432,7238,5487,5309,8518,7995,9720,7619,12032,8914,15637,23764,30575,25623,13971,19754,18276,"Johnson County, Kansas",1674,1131,1256,1170,1375,1527,1650,1326,1707,1377,1815,2029,2308,1900,1486,2015,1885
"G2001030","2013","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",27311,1702,1186,502,1160,1022,1266,1057,1194,1334,1526,3169,4994,3578,1023,1486,1112,"Leavenworth County, Kansas",892,651,493,250,490,448,589,487,515,507,597,810,1012,809,545,539,423
"G2001610","2013","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",26776,2925,1276,1049,1480,2089,2285,1597,882,1838,1827,2566,3185,1444,941,539,853,"Riley County, Kansas",1042,844,572,476,594,745,1126,794,392,712,631,870,784,480,446,302,413
"G2001730","2013","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",192654,16330,9756,10753,11185,11628,9965,11271,9578,8898,15835,18982,21941,15409,8781,6393,5949,"Sedgwick County, Kansas",2721,1814,1605,1684,1514,1515,1587,1530,1417,1548,2058,2572,1864,1838,1228,1240,1080
"G2001770","2013","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",70732,4613,4471,4221,4432,4454,3714,3401,2863,3061,7565,6785,8586,5092,3632,2570,1272,"Shawnee County, Kansas",1532,824,1067,924,910,1153,957,818,803,685,1302,1067,1062,969,814,615,450
"G2002090","2013","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",57141,6357,3935,3571,4575,4573,3430,3208,3208,2985,5285,4837,5873,2850,914,1234,306,"Wyandotte County, Kansas",1478,961,837,869,991,1036,828,855,750,696,996,934,1129,708,411,479,167
"G2100150","2013","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",45559,1050,1178,2868,2926,1313,1546,1336,1987,2506,3916,5762,6333,4945,2649,2399,2845,"Boone County, Kentucky",985,523,564,1186,971,519,669,611,684,668,1145,1186,1231,1081,792,839,802
"G2100290","2013","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",27796,1029,886,1700,1423,1223,1399,1545,1887,717,2024,3812,4860,3322,1052,431,486,"Bullitt County, Kentucky",901,387,378,820,680,624,695,697,587,478,623,751,932,885,543,330,287
"G2100370","2013","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",34947,2574,2230,1702,1655,1038,1933,1621,1589,1715,3144,2917,5546,2585,1513,1796,1389,"Campbell County, Kentucky",1460,823,588,516,539,355,657,591,551,576,711,760,901,652,454,450,552
"G2100470","2013","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",24344,2520,1289,1140,1648,1319,1359,1657,1167,1335,2849,2055,2105,1225,945,666,1065,"Christian County, Kentucky",1455,659,411,531,635,489,532,664,442,643,937,528,628,537,470,355,591
"G2100590","2013","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",38210,2424,2617,2284,2271,2041,2056,1975,1978,2485,2824,4923,4164,2763,1593,664,1148,"Daviess County, Kentucky",1038,776,678,630,739,664,622,619,658,713,813,1075,841,707,646,322,616
"G2100670","2013","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",125138,12971,6961,7217,6489,5615,7037,6477,5905,5573,8609,12716,13802,9389,5530,5021,5826,"Fayette County, Kentucky",2330,1563,1365,1438,1154,1213,1189,1198,1239,1131,1470,1843,1707,1256,970,859,1103
"G2100930","2013","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",41187,3178,1907,2600,1380,3734,2385,2142,1744,2437,2750,4569,5624,3336,1071,1612,718,"Hardin County, Kentucky",1438,905,826,1021,586,1176,792,843,595,901,787,1170,1145,809,450,635,384
"G2101110","2013","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",309533,24512,20198,17471,18448,16359,18359,14798,16649,13855,26194,28712,35746,22890,11852,10697,12793,"Jefferson County, Kentucky",2892,2182,2117,2168,2417,2075,2179,1999,1892,1837,2276,2402,2752,2015,1506,1635,1383
"G2101170","2013","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",61930,4024,3534,2696,3327,3168,2851,2735,3363,3314,5598,7315,7934,5292,2418,1982,2379,"Kenton County, Kentucky",1554,1103,1048,765,766,693,793,751,718,948,959,1213,1433,1139,554,760,669
"G2101450","2013","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",25886,3443,1580,1991,1497,931,862,2208,1399,1140,2428,2944,1768,1296,826,949,624,"McCracken County, Kentucky",1469,850,561,591,598,387,362,709,474,439,664,891,632,529,422,514,368
"G2101510","2013","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",32298,3343,1719,2288,1482,2460,1004,1954,1748,1763,3048,3395,3325,1312,1408,1299,750,"Madison County, Kentucky",1006,733,544,764,612,756,536,712,632,622,930,867,841,557,518,490,312
"G2101950","2013","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",25658,3687,2805,1867,1722,1315,1668,1106,1484,496,2349,2162,2293,1252,714,328,410,"Pike County, Kentucky",1154,992,756,656,607,445,632,461,616,293,706,672,582,363,462,195,282
"G2102270","2013","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",45541,3415,2992,2576,2175,2400,2147,2716,2859,2290,3622,4821,5908,3180,1712,1164,1564,"Warren County, Kentucky",1778,1008,1055,774,775,744,725,774,827,829,972,972,1133,983,677,596,657
"G2200050","2013","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",40762,1818,1386,1414,1660,1343,2012,2068,1525,910,2921,3209,5920,7553,2806,3132,1085,"Ascension Parish, Louisiana",842,794,608,706,696,764,899,896,580,663,909,959,1380,1704,908,1058,522
"G2200150","2013","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",47151,3702,2556,2618,2668,2559,2113,2614,2281,1309,4316,4367,6324,3937,928,2692,2167,"Bossier Parish, Louisiana",1749,1085,969,788,781,970,824,873,706,636,1137,1059,1209,1090,425,789,802
"G2200170","2013","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",98570,11399,6645,4634,9060,7172,5942,4766,3680,3686,8104,8780,11289,5233,2283,3413,2484,"Caddo Parish, Louisiana",2133,1540,1429,1145,1657,1575,1359,1066,763,986,1412,1457,1728,854,707,1004,583
"G2200190","2013","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",76601,6492,4905,5580,5506,4698,4378,4505,3505,3141,6118,6838,7007,5106,3999,2487,2336,"Calcasieu Parish, Louisiana",1567,1499,1098,1286,1397,1067,1318,1246,836,893,1398,1632,1260,920,1052,911,736
"G2200330","2013","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",168824,18762,9108,11039,6979,6318,9030,7566,11147,6138,11499,14673,18568,13729,8772,7050,8446,"East Baton Rouge Parish, Louisiana",2617,2242,1613,2192,1385,1344,1469,1187,1579,1425,1696,1868,2313,1785,1547,1299,1511
"G2200450","2013","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",26536,2935,1231,2196,1480,1703,1898,1901,1295,892,2276,1826,2398,1636,1409,704,756,"Iberia Parish, Louisiana",1099,1007,513,730,550,736,765,665,561,462,841,635,709,609,602,484,446
"G2200510","2013","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",167442,13891,11997,11019,8013,9680,8969,8960,8341,7188,13281,15833,18051,12465,6249,6447,7058,"Jefferson Parish, Louisiana",2792,1898,1723,1787,1279,1372,1679,1474,1801,1331,1558,1762,2102,1754,1034,1018,1152
"G2200550","2013","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",88453,7886,5881,4429,4524,3295,3591,4522,2394,3196,5073,8874,13240,8263,4212,4468,4605,"Lafayette Parish, Louisiana",1872,1495,1153,944,1241,1022,955,1132,806,972,1134,1696,1925,1729,1105,942,1224
"G2200570","2013","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",34469,2930,2334,1893,2184,1724,1200,1694,1431,772,2092,3915,5346,2407,1893,2028,626,"Lafourche Parish, Louisiana",1177,794,783,732,710,665,432,562,535,336,593,1048,1230,795,702,670,290
"G2200630","2013","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",47465,4132,2751,2064,1918,2284,3152,2147,1748,1478,4935,5263,5419,4653,2639,1544,1338,"Livingston Parish, Louisiana",1722,1141,937,902,706,984,1139,1009,789,714,1385,1372,1515,1429,1013,667,582
"G2200710","2013","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",158354,25335,12327,11627,11098,8739,7161,8286,6048,5182,11931,10845,13190,9052,5332,5106,7095,"Orleans Parish, Louisiana",2391,1771,1500,1441,1632,1283,1224,1195,939,884,1832,1415,1395,1372,967,795,1043
"G2200730","2013","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",56477,7829,5184,3212,4213,3123,2430,1875,2438,1867,4138,5302,6175,3640,1441,1280,2330,"Ouachita Parish, Louisiana",2103,1475,1203,683,1077,760,788,721,819,609,1010,1143,1166,803,591,500,788
"G2200790","2013","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",48074,5430,3026,3217,3610,2707,3734,2628,2563,1710,3535,4413,3791,2863,1924,1519,1404,"Rapides Parish, Louisiana",1647,1127,1020,871,948,714,1090,710,839,708,1071,1030,886,889,713,430,532
"G2200970","2013","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",31698,5659,2483,3044,2708,1127,1580,674,1659,1392,2462,2324,2876,1716,630,764,600,"St. Landry Parish, Louisiana",1005,1228,717,961,715,515,500,403,709,665,963,692,919,652,345,317,331
"G2201030","2013","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",88248,5486,3075,4461,4105,3763,5094,3720,4170,2920,6363,9241,11172,8002,4623,5859,6194,"St. Tammany Parish, Louisiana",2067,1142,886,1134,1066,1191,1311,1114,1042,935,1198,1583,1293,1408,1068,1294,1328
"G2201050","2013","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",46039,4785,3909,3061,2922,3178,2383,1796,1154,1556,4374,4609,5521,2498,1737,1487,1069,"Tangipahoa Parish, Louisiana",1352,1193,1133,968,964,979,785,613,544,832,1212,1351,1152,758,793,681,706
