GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,IHXE001,NAME_M,IHXM001
"G4701410","2010","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",72564,"Putnam County, Tennessee",0
"G4701470","2010","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",66469,"Robertson County, Tennessee",0
"G4701490","2010","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",263740,"Rutherford County, Tennessee",0
"G4701550","2010","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",90072,"Sevier County, Tennessee",0
"G4701570","2010","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",929030,"Shelby County, Tennessee",0
"G4701630","2010","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",156794,"Sullivan County, Tennessee",0
"G4701650","2010","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",161250,"Sumner County, Tennessee",0
"G4701790","2010","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",123338,"Washington County, Tennessee",0
"G4701870","2010","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",184035,"Williamson County, Tennessee",0
"G4701890","2010","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",114537,"Wilson County, Tennessee",0
"G4800050","2010","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",86953,"Angelina County, Texas",0
"G4800210","2010","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",74403,"Bastrop County, Texas",0
"G4800270","2010","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",313000,"Bell County, Texas",0
"G4800290","2010","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1723780,"Bexar County, Texas",0
"G4800370","2010","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",92723,"Bowie County, Texas",0
"G4800390","2010","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",314494,"Brazoria County, Texas",0
"G4800410","2010","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",195693,"Brazos County, Texas",0
"G4800610","2010","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",408054,"Cameron County, Texas",0
"G4800850","2010","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",788407,"Collin County, Texas",0
"G4800910","2010","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",109382,"Comal County, Texas",0
"G4800990","2010","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",75645,"Coryell County, Texas",0
"G4801130","2010","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2377351,"Dallas County, Texas",0
"G4801210","2010","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",667053,"Denton County, Texas",0
"G4801350","2010","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",137145,"Ector County, Texas",0
"G4801390","2010","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",150462,"Ellis County, Texas",0
"G4801410","2010","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",804338,"El Paso County, Texas",0
"G4801570","2010","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",590350,"Fort Bend County, Texas",0
"G4801670","2010","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",292607,"Galveston County, Texas",0
"G4801810","2010","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",121145,"Grayson County, Texas",0
"G4801830","2010","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",121854,"Gregg County, Texas",0
"G4801870","2010","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",132431,"Guadalupe County, Texas",0
"G4802010","2010","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4110771,"Harris County, Texas",0
"G4802030","2010","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",65766,"Harrison County, Texas",0
"G4802090","2010","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",158312,"Hays County, Texas",0
"G4802130","2010","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",78647,"Henderson County, Texas",0
"G4802150","2010","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",780087,"Hidalgo County, Texas",0
"G4802310","2010","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",86353,"Hunt County, Texas",0
"G4802450","2010","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",252390,"Jefferson County, Texas",0
"G4802510","2010","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",151211,"Johnson County, Texas",0
"G4802570","2010","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",103927,"Kaufman County, Texas",0
"G4802910","2010","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",75868,"Liberty County, Texas",0
"G4803030","2010","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",280237,"Lubbock County, Texas",0
"G4803090","2010","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",236028,"McLennan County, Texas",0
"G4803290","2010","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",136975,"Midland County, Texas",0
"G4803390","2010","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",459018,"Montgomery County, Texas",0
"G4803550","2010","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",340480,"Nueces County, Texas",0
"G4803610","2010","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",81930,"Orange County, Texas",0
"G4803670","2010","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",117283,"Parker County, Texas",0
"G4803750","2010","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",121446,"Potter County, Texas",0
"G4803810","2010","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",121208,"Randall County, Texas",0
"G4803970","2010","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",79003,"Rockwall County, Texas",0
"G4804090","2010","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",64586,"San Patricio County, Texas",0
"G4804230","2010","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",210512,"Smith County, Texas",0
"G4804390","2010","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",1817658,"Tarrant County, Texas",0
"G4804410","2010","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",131896,"Taylor County, Texas",0
"G4804510","2010","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",110679,"Tom Green County, Texas",0
"G4804530","2010","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1030806,"Travis County, Texas",0
"G4804690","2010","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",86878,"Victoria County, Texas",0
"G4804710","2010","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",68185,"Walker County, Texas",0
"G4804790","2010","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",251632,"Webb County, Texas",0
"G4804850","2010","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",131685,"Wichita County, Texas",0
"G4804910","2010","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",426645,"Williamson County, Texas",0
"G4900050","2010","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",113417,"Cache County, Utah",0
"G4900110","2010","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",307856,"Davis County, Utah",0
"G4900350","2010","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1033910,"Salt Lake County, Utah",0
"G4900490","2010","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",520049,"Utah County, Utah",0
"G4900530","2010","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",138451,"Washington County, Utah",0
"G4900570","2010","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",232228,"Weber County, Utah",0
"G5000070","2010","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",156705,"Chittenden County, Vermont",0
"G5100030","2010","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",99150,"Albemarle County, Virginia",0
"G5100130","2010","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",209457,"Arlington County, Virginia",0
"G5100150","2010","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",74192,"Augusta County, Virginia",1712
"G5100190","2010","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",68735,"Bedford County, Virginia",0
"G5100410","2010","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",317102,"Chesterfield County, Virginia",0
"G5100590","2010","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1086743,"Fairfax County, Virginia",0
"G5100610","2010","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",62971,"Fauquier County, Virginia",2353
"G5100690","2010","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",78511,"Frederick County, Virginia",0
"G5100850","2010","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",99948,"Hanover County, Virginia",0
"G5100870","2010","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",307435,"Henrico County, Virginia",0
"G5100950","2010","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",67237,"James City County, Virginia",0
"G5101070","2010","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",315134,"Loudoun County, Virginia",0
"G5101210","2010","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",94531,"Montgomery County, Virginia",0
"G5101530","2010","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",406110,"Prince William County, Virginia",0
"G5101610","2010","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",92389,"Roanoke County, Virginia",0
"G5101650","2010","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",76413,"Rockingham County, Virginia",0
"G5101770","2010","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",122853,"Spotsylvania County, Virginia",0
"G5101790","2010","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",129745,"Stafford County, Virginia",0
"G5101990","2010","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",65467,"York County, Virginia",0
"G5105100","2010","VA",,,"Virginia","51","Alexandria City","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",140912,"Alexandria city, Virginia",0
"G5105500","2010","VA",,,"Virginia","51","Chesapeake City","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",222986,"Chesapeake city, Virginia",0
"G5106500","2010","VA",,,"Virginia","51","Hampton City","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",137381,"Hampton city, Virginia",0
"G5106800","2010","VA",,,"Virginia","51","Lynchburg City","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",75686,"Lynchburg city, Virginia",0
"G5107000","2010","VA",,,"Virginia","51","Newport News City","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",180712,"Newport News city, Virginia",0
"G5107100","2010","VA",,,"Virginia","51","Norfolk City","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",243135,"Norfolk city, Virginia",0
"G5107400","2010","VA",,,"Virginia","51","Portsmouth City","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",95696,"Portsmouth city, Virginia",0
"G5107600","2010","VA",,,"Virginia","51","Richmond City","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",204389,"Richmond city, Virginia",0
"G5107700","2010","VA",,,"Virginia","51","Roanoke City","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",96967,"Roanoke city, Virginia",0
"G5108000","2010","VA",,,"Virginia","51","Suffolk City","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",84906,"Suffolk city, Virginia",0
"G5108100","2010","VA",,,"Virginia","51","Virginia Beach City","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",439172,"Virginia Beach city, Virginia",0
"G5300050","2010","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",176455,"Benton County, Washington",0
"G5300070","2010","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",72735,"Chelan County, Washington",0
"G5300090","2010","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",71515,"Clallam County, Washington",0
"G5300110","2010","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",427044,"Clark County, Washington",0
"G5300150","2010","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",102501,"Cowlitz County, Washington",0
"G5300210","2010","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",79223,"Franklin County, Washington",0
"G5300250","2010","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",89744,"Grant County, Washington",0
"G5300270","2010","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",72882,"Grays Harbor County, Washington",0
"G5300290","2010","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",78681,"Island County, Washington",0
"G5300330","2010","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",1937961,"King County, Washington",0
"G5300350","2010","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",251809,"Kitsap County, Washington",0
"G5300410","2010","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",75487,"Lewis County, Washington",0
"G5300530","2010","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",795628,"Pierce County, Washington",0
"G5300570","2010","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",117102,"Skagit County, Washington",0
"G5300610","2010","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",715470,"Snohomish County, Washington",0
"G5300630","2010","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",472147,"Spokane County, Washington",0
"G5300670","2010","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",253087,"Thurston County, Washington",0
"G5300730","2010","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",201628,"Whatcom County, Washington",0
"G5300770","2010","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",244485,"Yakima County, Washington",0
"G5400030","2010","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",104641,"Berkeley County, West Virginia",0
"G5400110","2010","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",96378,"Cabell County, West Virginia",0
"G5400330","2010","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",69233,"Harrison County, West Virginia",0
"G5400390","2010","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",192976,"Kanawha County, West Virginia",0
"G5400610","2010","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",96791,"Monongalia County, West Virginia",0
"G5400810","2010","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",78904,"Raleigh County, West Virginia",0
"G5401070","2010","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",86990,"Wood County, West Virginia",0
"G5500090","2010","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",248506,"Brown County, Wisconsin",0
"G5500250","2010","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",489309,"Dane County, Wisconsin",0
"G5500270","2010","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",88748,"Dodge County, Wisconsin",0
"G5500350","2010","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",98928,"Eau Claire County, Wisconsin",0
"G5500390","2010","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",101665,"Fond du Lac County, Wisconsin",0
"G5500550","2010","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",83693,"Jefferson County, Wisconsin",0
"G5500590","2010","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",166671,"Kenosha County, Wisconsin",0
"G5500630","2010","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",114874,"La Crosse County, Wisconsin",0
"G5500710","2010","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",81349,"Manitowoc County, Wisconsin",0
"G5500730","2010","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",134104,"Marathon County, Wisconsin",0
"G5500790","2010","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",948944,"Milwaukee County, Wisconsin",0
"G5500870","2010","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",176912,"Outagamie County, Wisconsin",0
"G5500890","2010","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",86365,"Ozaukee County, Wisconsin",0
"G5500970","2010","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",70053,"Portage County, Wisconsin",0
"G5501010","2010","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",195510,"Racine County, Wisconsin",0
"G5501050","2010","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",160310,"Rock County, Wisconsin",0
"G5501090","2010","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",84442,"St. Croix County, Wisconsin",0
"G5501170","2010","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",115472,"Sheboygan County, Wisconsin",0
"G5501270","2010","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",102205,"Walworth County, Wisconsin",0
"G5501310","2010","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",131971,"Washington County, Wisconsin",0
"G5501330","2010","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",389964,"Waukesha County, Wisconsin",0
"G5501390","2010","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",167059,"Winnebago County, Wisconsin",0
"G5501410","2010","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",74793,"Wood County, Wisconsin",0
"G5600210","2010","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",92127,"Laramie County, Wyoming",0
"G5600250","2010","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",75507,"Natrona County, Wyoming",0
"G7200130","2010","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",96374,"Arecibo Municipio, Puerto Rico",0
"G7200210","2010","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",207960,"Bayamón Municipio, Puerto Rico",0
"G7200250","2010","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",142749,"Caguas Municipio, Puerto Rico",0
"G7200310","2010","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",176633,"Carolina Municipio, Puerto Rico",0
"G7200610","2010","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",97864,"Guaynabo Municipio, Puerto Rico",0
"G7200970","2010","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",89028,"Mayagüez Municipio, Puerto Rico",0
"G7201130","2010","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",166164,"Ponce Municipio, Puerto Rico",0
"G7201270","2010","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",395074,"San Juan Municipio, Puerto Rico",0
"G7201350","2010","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",73954,"Toa Alta Municipio, Puerto Rico",0
"G7201370","2010","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",89513,"Toa Baja Municipio, Puerto Rico",0
"G7201390","2010","PR",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,,"05000US72139","Trujillo Alto Municipio, Puerto Rico",74754,"Trujillo Alto Municipio, Puerto Rico",0
