GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJBE001,NAME_M,LJBM001
"G4701130","2011","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",98255,"Madison County, Tennessee",0
"G4701190","2011","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",81509,"Maury County, Tennessee",0
"G4701250","2011","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",176619,"Montgomery County, Tennessee",0
"G4701410","2011","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",72958,"Putnam County, Tennessee",0
"G4701470","2011","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",67106,"Robertson County, Tennessee",0
"G4701490","2011","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",268921,"Rutherford County, Tennessee",0
"G4701550","2011","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",91466,"Sevier County, Tennessee",0
"G4701570","2011","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",935088,"Shelby County, Tennessee",0
"G4701630","2011","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",157419,"Sullivan County, Tennessee",0
"G4701650","2011","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",163686,"Sumner County, Tennessee",0
"G4701790","2011","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",124353,"Washington County, Tennessee",0
"G4701870","2011","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",188560,"Williamson County, Tennessee",0
"G4701890","2011","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",116617,"Wilson County, Tennessee",0
"G4800050","2011","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",87669,"Angelina County, Texas",0
"G4800210","2011","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",75115,"Bastrop County, Texas",0
"G4800270","2011","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",315196,"Bell County, Texas",0
"G4800290","2011","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1756153,"Bexar County, Texas",0
"G4800370","2011","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",92793,"Bowie County, Texas",0
"G4800390","2011","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",319973,"Brazoria County, Texas",0
"G4800410","2011","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",197632,"Brazos County, Texas",0
"G4800610","2011","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",414123,"Cameron County, Texas",0
"G4800850","2011","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",812226,"Collin County, Texas",0
"G4800910","2011","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",111963,"Comal County, Texas",0
"G4800990","2011","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",76508,"Coryell County, Texas",0
"G4801130","2011","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2416014,"Dallas County, Texas",0
"G4801210","2011","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",686406,"Denton County, Texas",0
"G4801350","2011","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",140111,"Ector County, Texas",0
"G4801390","2011","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",152753,"Ellis County, Texas",0
"G4801410","2011","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",820790,"El Paso County, Texas",0
"G4801570","2011","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",606953,"Fort Bend County, Texas",0
"G4801670","2011","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",295747,"Galveston County, Texas",0
"G4801810","2011","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",121419,"Grayson County, Texas",0
"G4801830","2011","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",123081,"Gregg County, Texas",0
"G4801870","2011","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",135757,"Guadalupe County, Texas",0
"G4802010","2011","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4180894,"Harris County, Texas",0
"G4802030","2011","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",66296,"Harrison County, Texas",0
"G4802090","2011","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",164050,"Hays County, Texas",0
"G4802130","2011","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",78826,"Henderson County, Texas",0
"G4802150","2011","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",797810,"Hidalgo County, Texas",0
"G4802310","2011","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",86531,"Hunt County, Texas",0
"G4802450","2011","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",252802,"Jefferson County, Texas",0
"G4802510","2011","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",152734,"Johnson County, Texas",0
"G4802570","2011","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",105358,"Kaufman County, Texas",0
"G4802910","2011","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",76206,"Liberty County, Texas",0
"G4803030","2011","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",283910,"Lubbock County, Texas",0
"G4803090","2011","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",238564,"McLennan County, Texas",0
"G4803290","2011","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",140308,"Midland County, Texas",0
"G4803390","2011","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",471734,"Montgomery County, Texas",0
"G4803470","2011","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",65466,"Nacogdoches County, Texas",0
"G4803550","2011","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",343281,"Nueces County, Texas",0
"G4803610","2011","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",82487,"Orange County, Texas",0
"G4803670","2011","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",118376,"Parker County, Texas",0
"G4803750","2011","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",122285,"Potter County, Texas",0
"G4803810","2011","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",123351,"Randall County, Texas",0
"G4803970","2011","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",81290,"Rockwall County, Texas",0
"G4804090","2011","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",64726,"San Patricio County, Texas",0
"G4804230","2011","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",213381,"Smith County, Texas",0
"G4804390","2011","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",1849815,"Tarrant County, Texas",0
"G4804410","2011","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",132755,"Taylor County, Texas",0
"G4804510","2011","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",111823,"Tom Green County, Texas",0
"G4804530","2011","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1063130,"Travis County, Texas",0
"G4804690","2011","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",87545,"Victoria County, Texas",0
"G4804710","2011","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",68087,"Walker County, Texas",0
"G4804790","2011","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",256496,"Webb County, Texas",0
"G4804850","2011","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",130698,"Wichita County, Texas",0
"G4804910","2011","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",442782,"Williamson County, Texas",0
"G4900050","2011","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",114699,"Cache County, Utah",0
"G4900110","2011","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",311811,"Davis County, Utah",0
"G4900350","2011","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1048985,"Salt Lake County, Utah",0
"G4900490","2011","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",530499,"Utah County, Utah",0
"G4900530","2011","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",141666,"Washington County, Utah",0
"G4900570","2011","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",234420,"Weber County, Utah",0
"G5000070","2011","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",157491,"Chittenden County, Vermont",0
"G5100030","2011","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",100553,"Albemarle County, Virginia",0
"G5100130","2011","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",216004,"Arlington County, Virginia",0
"G5100150","2011","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",74897,"Augusta County, Virginia",1824
"G5100190","2011","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",69246,"Bedford County, Virginia",0
"G5100410","2011","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",320277,"Chesterfield County, Virginia",0
"G5100590","2011","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1100692,"Fairfax County, Virginia",0
"G5100610","2011","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",66320,"Fauquier County, Virginia",2525
"G5100690","2011","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",79666,"Frederick County, Virginia",0
"G5100850","2011","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",100342,"Hanover County, Virginia",0
"G5100870","2011","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",310445,"Henrico County, Virginia",0
"G5100950","2011","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",68200,"James City County, Virginia",0
"G5101070","2011","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",325405,"Loudoun County, Virginia",0
"G5101210","2011","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",94342,"Montgomery County, Virginia",0
"G5101530","2011","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",419006,"Prince William County, Virginia",0
"G5101610","2011","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",92740,"Roanoke County, Virginia",0
"G5101650","2011","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",76589,"Rockingham County, Virginia",0
"G5101770","2011","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",124327,"Spotsylvania County, Virginia",0
"G5101790","2011","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",132133,"Stafford County, Virginia",0
"G5101990","2011","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",66134,"York County, Virginia",0
"G5105100","2011","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",144301,"Alexandria city, Virginia",0
"G5105500","2011","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",225050,"Chesapeake city, Virginia",0
"G5106500","2011","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",136401,"Hampton city, Virginia",0
"G5106800","2011","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",76503,"Lynchburg city, Virginia",0
"G5107000","2011","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",179611,"Newport News city, Virginia",0
"G5107100","2011","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",242628,"Norfolk city, Virginia",0
"G5107400","2011","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",95684,"Portsmouth city, Virginia",0
"G5107600","2011","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",205533,"Richmond city, Virginia",0
"G5107700","2011","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",96714,"Roanoke city, Virginia",0
"G5108000","2011","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",84930,"Suffolk city, Virginia",0
"G5108100","2011","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",442707,"Virginia Beach city, Virginia",0
"G5300050","2011","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",180678,"Benton County, Washington",0
"G5300070","2011","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",73477,"Chelan County, Washington",0
"G5300090","2011","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",71838,"Clallam County, Washington",0
"G5300110","2011","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",433418,"Clark County, Washington",0
"G5300150","2011","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",102478,"Cowlitz County, Washington",0
"G5300210","2011","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",83455,"Franklin County, Washington",0
"G5300250","2011","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",91265,"Grant County, Washington",0
"G5300270","2011","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",72546,"Grays Harbor County, Washington",0
"G5300290","2011","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",78971,"Island County, Washington",0
"G5300330","2011","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",1969722,"King County, Washington",0
"G5300350","2011","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",254633,"Kitsap County, Washington",0
"G5300410","2011","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",75901,"Lewis County, Washington",0
"G5300530","2011","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",807904,"Pierce County, Washington",0
"G5300570","2011","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",118109,"Skagit County, Washington",0
"G5300610","2011","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",722400,"Snohomish County, Washington",0
"G5300630","2011","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",473761,"Spokane County, Washington",0
"G5300670","2011","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",256591,"Thurston County, Washington",0
"G5300730","2011","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",203663,"Whatcom County, Washington",0
"G5300770","2011","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",247141,"Yakima County, Washington",0
"G5400030","2011","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",105750,"Berkeley County, West Virginia",0
"G5400110","2011","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",96653,"Cabell County, West Virginia",0
"G5400330","2011","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",69436,"Harrison County, West Virginia",0
"G5400390","2011","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",192315,"Kanawha County, West Virginia",0
"G5400610","2011","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",98528,"Monongalia County, West Virginia",0
"G5400810","2011","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",79127,"Raleigh County, West Virginia",0
"G5401070","2011","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",87120,"Wood County, West Virginia",0
"G5500090","2011","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",251412,"Brown County, Wisconsin",0
"G5500250","2011","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",495959,"Dane County, Wisconsin",0
"G5500270","2011","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",88661,"Dodge County, Wisconsin",0
"G5500350","2011","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",99879,"Eau Claire County, Wisconsin",0
"G5500390","2011","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",102079,"Fond du Lac County, Wisconsin",0
"G5500550","2011","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",83943,"Jefferson County, Wisconsin",0
"G5500590","2011","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",167293,"Kenosha County, Wisconsin",0
"G5500630","2011","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",115572,"La Crosse County, Wisconsin",0
"G5500710","2011","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",80976,"Manitowoc County, Wisconsin",0
"G5500730","2011","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",134400,"Marathon County, Wisconsin",0
"G5500790","2011","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",952532,"Milwaukee County, Wisconsin",0
"G5500870","2011","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",177913,"Outagamie County, Wisconsin",0
"G5500890","2011","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",86568,"Ozaukee County, Wisconsin",0
"G5500970","2011","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",70084,"Portage County, Wisconsin",0
"G5501010","2011","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",195388,"Racine County, Wisconsin",0
"G5501050","2011","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",160092,"Rock County, Wisconsin",0
"G5501090","2011","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",84922,"St. Croix County, Wisconsin",0
"G5501170","2011","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",115149,"Sheboygan County, Wisconsin",0
"G5501270","2011","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",102931,"Walworth County, Wisconsin",0
"G5501310","2011","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",132386,"Washington County, Wisconsin",0
"G5501330","2011","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",390730,"Waukesha County, Wisconsin",0
"G5501390","2011","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",167699,"Winnebago County, Wisconsin",0
"G5501410","2011","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",74785,"Wood County, Wisconsin",0
"G5600210","2011","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",92680,"Laramie County, Wyoming",0
"G5600250","2011","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",76366,"Natrona County, Wyoming",0
"G7200130","2011","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",95816,"Arecibo Municipio, Puerto Rico",0
"G7200210","2011","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",205693,"Bayamón Municipio, Puerto Rico",0
"G7200250","2011","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",142678,"Caguas Municipio, Puerto Rico",0
"G7200310","2011","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",175129,"Carolina Municipio, Puerto Rico",0
"G7200610","2011","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",97280,"Guaynabo Municipio, Puerto Rico",0
"G7200970","2011","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",87712,"Mayagüez Municipio, Puerto Rico",0
"G7201130","2011","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",163727,"Ponce Municipio, Puerto Rico",0
"G7201270","2011","PR",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,,"05000US72127","San Juan Municipio, Puerto Rico",389714,"San Juan Municipio, Puerto Rico",0
"G7201350","2011","PR",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,,"05000US72135","Toa Alta Municipio, Puerto Rico",75105,"Toa Alta Municipio, Puerto Rico",0
"G7201370","2011","PR",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,,"05000US72137","Toa Baja Municipio, Puerto Rico",88799,"Toa Baja Municipio, Puerto Rico",0
