GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA5E001,NAME_M,AAA5M001
"G4700090","2014","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",126339,"Blount County, Tennessee",0
"G4700110","2014","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",102975,"Bradley County, Tennessee",0
"G4700370","2014","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",668347,"Davidson County, Tennessee",0
"G4700590","2014","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",68335,"Greene County, Tennessee",0
"G4700650","2014","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",351220,"Hamilton County, Tennessee",0
"G4700930","2014","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",448644,"Knox County, Tennessee",0
"G4701130","2014","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",98178,"Madison County, Tennessee",0
"G4701190","2014","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",85515,"Maury County, Tennessee",0
"G4701250","2014","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",189961,"Montgomery County, Tennessee",0
"G4701410","2014","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",74165,"Putnam County, Tennessee",0
"G4701470","2014","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",68079,"Robertson County, Tennessee",0
"G4701490","2014","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",288906,"Rutherford County, Tennessee",0
"G4701550","2014","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",95110,"Sevier County, Tennessee",0
"G4701570","2014","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",938803,"Shelby County, Tennessee",0
"G4701630","2014","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",157047,"Sullivan County, Tennessee",0
"G4701650","2014","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",172706,"Sumner County, Tennessee",0
"G4701790","2014","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",126242,"Washington County, Tennessee",0
"G4701870","2014","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",205226,"Williamson County, Tennessee",0
"G4701890","2014","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",125376,"Wilson County, Tennessee",0
"G4800050","2014","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",87750,"Angelina County, Texas",0
"G4800210","2014","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",78069,"Bastrop County, Texas",0
"G4800270","2014","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",329140,"Bell County, Texas",0
"G4800290","2014","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",1855866,"Bexar County, Texas",0
"G4800370","2014","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",93275,"Bowie County, Texas",0
"G4800390","2014","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",338124,"Brazoria County, Texas",0
"G4800410","2014","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",209152,"Brazos County, Texas",0
"G4800610","2014","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",420392,"Cameron County, Texas",0
"G4800850","2014","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",885241,"Collin County, Texas",0
"G4800910","2014","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",123694,"Comal County, Texas",0
"G4800990","2014","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",75562,"Coryell County, Texas",0
"G4801130","2014","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",2518638,"Dallas County, Texas",0
"G4801210","2014","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",753363,"Denton County, Texas",0
"G4801350","2014","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",153904,"Ector County, Texas",0
"G4801390","2014","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",159317,"Ellis County, Texas",0
"G4801410","2014","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",833487,"El Paso County, Texas",0
"G4801570","2014","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",685345,"Fort Bend County, Texas",0
"G4801670","2014","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",314198,"Galveston County, Texas",0
"G4801810","2014","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",123534,"Grayson County, Texas",0
"G4801830","2014","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",123204,"Gregg County, Texas",0
"G4801870","2014","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",147250,"Guadalupe County, Texas",0
"G4802010","2014","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",4441370,"Harris County, Texas",0
"G4802030","2014","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",67336,"Harrison County, Texas",0
"G4802090","2014","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",185025,"Hays County, Texas",0
"G4802130","2014","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",79290,"Henderson County, Texas",0
"G4802150","2014","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",831073,"Hidalgo County, Texas",0
"G4802310","2014","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",88493,"Hunt County, Texas",0
"G4802450","2014","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",252235,"Jefferson County, Texas",0
"G4802510","2014","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",157456,"Johnson County, Texas",0
"G4802570","2014","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",111236,"Kaufman County, Texas",0
"G4802910","2014","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",78117,"Liberty County, Texas",0
"G4803030","2014","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",293974,"Lubbock County, Texas",0
"G4803090","2014","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",243441,"McLennan County, Texas",0
"G4803290","2014","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",155830,"Midland County, Texas",0
"G4803390","2014","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",518947,"Montgomery County, Texas",0
"G4803470","2014","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",65301,"Nacogdoches County, Texas",0
"G4803550","2014","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",356221,"Nueces County, Texas",0
"G4803610","2014","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",83433,"Orange County, Texas",0
"G4803670","2014","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",123164,"Parker County, Texas",0
"G4803750","2014","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",121627,"Potter County, Texas",0
"G4803810","2014","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",128220,"Randall County, Texas",0
"G4803970","2014","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",87809,"Rockwall County, Texas",0
"G4804090","2014","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",66915,"San Patricio County, Texas",0
"G4804230","2014","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",218842,"Smith County, Texas",0
"G4804390","2014","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",1945360,"Tarrant County, Texas",0
"G4804410","2014","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",135143,"Taylor County, Texas",0
"G4804510","2014","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",116608,"Tom Green County, Texas",0
"G4804530","2014","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",1151145,"Travis County, Texas",0
"G4804690","2014","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",91081,"Victoria County, Texas",0
"G4804710","2014","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",69789,"Walker County, Texas",0
"G4804790","2014","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",266673,"Webb County, Texas",0
"G4804850","2014","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",132355,"Wichita County, Texas",0
"G4804910","2014","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",489250,"Williamson County, Texas",0
"G4900050","2014","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",118343,"Cache County, Utah",0
"G4900110","2014","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",329692,"Davis County, Utah",0
"G4900350","2014","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1091742,"Salt Lake County, Utah",0
"G4900490","2014","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",560974,"Utah County, Utah",0
"G4900530","2014","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",151948,"Washington County, Utah",0
"G4900570","2014","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",240475,"Weber County, Utah",0
"G5000070","2014","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",160531,"Chittenden County, Vermont",0
"G5100030","2014","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",104489,"Albemarle County, Virginia",0
"G5100130","2014","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",226908,"Arlington County, Virginia",0
"G5100150","2014","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",73862,"Augusta County, Virginia",0
"G5100190","2014","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",76583,"Bedford County, Virginia",0
"G5100410","2014","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",332499,"Chesterfield County, Virginia",0
"G5100590","2014","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1137538,"Fairfax County, Virginia",0
"G5100610","2014","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",68248,"Fauquier County, Virginia",0
"G5100690","2014","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",82377,"Frederick County, Virginia",0
"G5100850","2014","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",101918,"Hanover County, Virginia",0
"G5100870","2014","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",321924,"Henrico County, Virginia",0
"G5100950","2014","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",72583,"James City County, Virginia",0
"G5101070","2014","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",363050,"Loudoun County, Virginia",0
"G5101210","2014","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",97244,"Montgomery County, Virginia",0
"G5101530","2014","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",446094,"Prince William County, Virginia",0
"G5101610","2014","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",93785,"Roanoke County, Virginia",0
"G5101650","2014","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",78171,"Rockingham County, Virginia",0
"G5101770","2014","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",129188,"Spotsylvania County, Virginia",0
"G5101790","2014","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",139992,"Stafford County, Virginia",0
"G5101990","2014","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",66342,"York County, Virginia",0
"G5105100","2014","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",150575,"Alexandria city, Virginia",0
"G5105500","2014","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",233371,"Chesapeake city, Virginia",0
"G5106500","2014","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",136879,"Hampton city, Virginia",0
"G5106800","2014","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",79047,"Lynchburg city, Virginia",0
"G5107000","2014","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",182965,"Newport News city, Virginia",0
"G5107100","2014","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",245428,"Norfolk city, Virginia",0
"G5107400","2014","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",96004,"Portsmouth city, Virginia",0
"G5107600","2014","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",217853,"Richmond city, Virginia",0
"G5107700","2014","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99428,"Roanoke city, Virginia",0
"G5108000","2014","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",86806,"Suffolk city, Virginia",0
"G5108100","2014","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",450980,"Virginia Beach city, Virginia",0
"G5300050","2014","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",186486,"Benton County, Washington",0
"G5300070","2014","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",74588,"Chelan County, Washington",0
"G5300090","2014","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",72715,"Clallam County, Washington",0
"G5300110","2014","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",451008,"Clark County, Washington",0
"G5300150","2014","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",102133,"Cowlitz County, Washington",0
"G5300210","2014","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",87809,"Franklin County, Washington",0
"G5300250","2014","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",93147,"Grant County, Washington",0
"G5300270","2014","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",70818,"Grays Harbor County, Washington",0
"G5300290","2014","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",79275,"Island County, Washington",0
"G5300330","2014","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2079967,"King County, Washington",0
"G5300350","2014","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",254183,"Kitsap County, Washington",0
"G5300410","2014","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",75128,"Lewis County, Washington",0
"G5300530","2014","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",831928,"Pierce County, Washington",0
"G5300570","2014","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",120365,"Skagit County, Washington",0
"G5300610","2014","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",759583,"Snohomish County, Washington",0
"G5300630","2014","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",484318,"Spokane County, Washington",0
"G5300670","2014","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",265851,"Thurston County, Washington",0
"G5300730","2014","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",208351,"Whatcom County, Washington",0
"G5300770","2014","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",247687,"Yakima County, Washington",0
"G5400030","2014","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",110497,"Berkeley County, West Virginia",0
"G5400110","2014","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",97109,"Cabell County, West Virginia",0
"G5400330","2014","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",68761,"Harrison County, West Virginia",0
"G5400390","2014","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",190223,"Kanawha County, West Virginia",0
"G5400610","2014","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",103463,"Monongalia County, West Virginia",0
"G5400810","2014","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",78241,"Raleigh County, West Virginia",0
"G5401070","2014","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",86237,"Wood County, West Virginia",0
"G5500090","2014","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",256670,"Brown County, Wisconsin",0
"G5500250","2014","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",516284,"Dane County, Wisconsin",0
"G5500270","2014","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",88574,"Dodge County, Wisconsin",0
"G5500350","2014","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",101564,"Eau Claire County, Wisconsin",0
"G5500390","2014","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",101759,"Fond du Lac County, Wisconsin",0
"G5500550","2014","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",84395,"Jefferson County, Wisconsin",0
"G5500590","2014","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",168068,"Kenosha County, Wisconsin",0
"G5500630","2014","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",118011,"La Crosse County, Wisconsin",0
"G5500710","2014","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",80160,"Manitowoc County, Wisconsin",0
"G5500730","2014","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",135780,"Marathon County, Wisconsin",0
"G5500790","2014","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",956406,"Milwaukee County, Wisconsin",0
"G5500870","2014","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",182006,"Outagamie County, Wisconsin",0
"G5500890","2014","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",87470,"Ozaukee County, Wisconsin",0
"G5500970","2014","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",70482,"Portage County, Wisconsin",0
"G5501010","2014","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",195163,"Racine County, Wisconsin",0
"G5501050","2014","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",161188,"Rock County, Wisconsin",0
"G5501090","2014","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",86759,"St. Croix County, Wisconsin",0
"G5501170","2014","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",115290,"Sheboygan County, Wisconsin",0
"G5501270","2014","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",103527,"Walworth County, Wisconsin",0
"G5501310","2014","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",133251,"Washington County, Wisconsin",0
"G5501330","2014","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",395118,"Waukesha County, Wisconsin",0
"G5501390","2014","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",169511,"Winnebago County, Wisconsin",0
"G5501410","2014","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",73608,"Wood County, Wisconsin",0
"G5600210","2014","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",96389,"Laramie County, Wyoming",0
"G5600250","2014","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",81624,"Natrona County, Wyoming",0
"G7200130","2014","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",91540,"Arecibo Municipio, Puerto Rico",0
"G7200210","2014","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",194210,"Bayamón Municipio, Puerto Rico",0
"G7200250","2014","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",137032,"Caguas Municipio, Puerto Rico",0
"G7200310","2014","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",165820,"Carolina Municipio, Puerto Rico",0
"G7200610","2014","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",92799,"Guaynabo Municipio, Puerto Rico",0
