GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACJ9E001,ACJ9E002,ACJ9E003,ACJ9E004,ACJ9E005,ACJ9E006,ACJ9E007,ACJ9E008,ACJ9E009,ACJ9E010,ACJ9E011,ACJ9E012,ACJ9E013,ACJ9E014,ACJ9E015,ACJ9E016,ACJ9E017,ACJ9E018,ACJ9E019,ACJ9E020,ACJ9E021,ACJ9E022,ACJ9E023,ACJ9E024,ACJ9E025,ACJ9E026,ACJ9E027,ACJ9E028,ACJ9E029,ACJ9E030,ACJ9E031,ACJ9E032,ACJ9E033,ACJ9E034,ACJ9E035,ACJ9E036,ACJ9E037,ACJ9E038,ACJ9E039,ACJ9E040,ACJ9E041,ACJ9E042,ACJ9E043,ACJ9E044,ACJ9E045,ACJ9E046,ACJ9E047,ACJ9E048,ACJ9E049,NAME_M,ACJ9M001,ACJ9M002,ACJ9M003,ACJ9M004,ACJ9M005,ACJ9M006,ACJ9M007,ACJ9M008,ACJ9M009,ACJ9M010,ACJ9M011,ACJ9M012,ACJ9M013,ACJ9M014,ACJ9M015,ACJ9M016,ACJ9M017,ACJ9M018,ACJ9M019,ACJ9M020,ACJ9M021,ACJ9M022,ACJ9M023,ACJ9M024,ACJ9M025,ACJ9M026,ACJ9M027,ACJ9M028,ACJ9M029,ACJ9M030,ACJ9M031,ACJ9M032,ACJ9M033,ACJ9M034,ACJ9M035,ACJ9M036,ACJ9M037,ACJ9M038,ACJ9M039,ACJ9M040,ACJ9M041,ACJ9M042,ACJ9M043,ACJ9M044,ACJ9M045,ACJ9M046,ACJ9M047,ACJ9M048,ACJ9M049
"G12030000","2015","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",237082,111530,6292,5623,5497,4260,2515,1566,1290,4636,9441,6577,6886,7542,8432,10325,5724,2713,3299,2349,3112,4828,4658,3139,826,125552,6467,5779,6437,3330,2703,486,1325,3849,9161,6021,7992,10503,9511,9496,5874,3632,5154,2709,3762,8344,5390,4135,3492,"Hialeah city, Florida",49,3164,1826,1321,1083,1080,831,904,535,1450,1896,1501,1496,1436,1532,1678,1244,844,959,851,883,988,1113,890,358,3178,1494,1138,1456,743,636,343,510,1190,1804,1306,1556,1628,1910,1657,1269,870,1342,858,1342,1385,1192,1089,870
"G12032000","2015","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",149721,75358,5185,5810,3923,2171,1937,1201,499,3189,4259,5644,4217,5296,5590,5848,5434,1850,1904,1523,2413,3063,2078,1052,1272,74363,4502,3859,4031,1491,792,793,453,2800,4364,5886,4937,5600,5425,6276,5451,1928,3126,1662,2468,2952,2256,1374,1937,"Hollywood city, Florida",43,2460,1392,1402,1093,913,817,769,415,879,1415,1282,1295,1361,1054,1252,990,917,708,632,820,757,783,508,478,2461,1230,1094,1061,597,413,403,360,889,1074,1479,1322,1312,1148,1322,1111,777,896,660,874,871,731,554,606
"G12032275","2015","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",66500,31401,3149,2861,2987,1447,694,247,671,543,3211,2613,1790,2916,2233,1987,634,52,993,480,304,1313,185,8,83,35099,2581,3392,2311,1854,378,576,267,1589,2171,3568,2187,1537,3577,2849,1229,868,1319,224,445,760,436,739,242,"Homestead city, Florida",24,2742,1226,991,1326,643,482,397,590,513,1307,1104,795,1312,1123,1068,407,91,877,372,290,946,222,17,87,2750,976,1394,777,734,356,560,341,809,863,1094,721,767,1556,1197,606,602,661,236,294,436,347,528,399
"G12035000","2015","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",868031,419203,30368,28855,27999,15717,10145,6217,5045,19681,36679,31862,28541,24121,27380,29124,27158,9574,13428,7081,11045,12792,7927,4208,4256,448828,29180,26001,28212,15916,10522,6199,5536,19285,37570,34048,31506,25566,28234,31569,29388,12259,14980,8393,12830,14945,9890,8090,8709,"Jacksonville city, Florida",24,1304,582,2348,2301,420,738,1387,1243,1909,769,1040,2226,2327,458,597,2295,1669,1763,1267,1363,1571,1069,914,883,1300,460,2680,2629,478,856,1572,1084,1873,734,582,2568,2421,497,634,1977,1649,1686,1153,1478,1541,1358,1204,1169
"G12036100","2015","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",76466,36658,1112,2911,1628,1134,1069,716,441,1428,2444,2857,4253,2441,1942,2891,3056,781,949,667,846,1609,757,434,292,39808,628,2167,1481,2160,467,490,365,1318,3737,2752,2541,2956,3167,2047,3329,712,1479,1188,1105,1471,1656,1169,1423,"Kendall CDP, Florida",6628,3822,688,1094,750,526,638,698,464,594,1023,1029,1483,966,921,1036,960,366,466,500,412,671,353,361,250,4485,501,1114,667,755,392,426,383,509,1121,1031,1223,937,1072,534,1184,428,486,672,606,621,607,520,1027
"G12036950","2015","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",69152,33283,1813,2203,1955,1884,1095,100,131,1686,3148,2971,1990,2801,1991,1973,1552,1049,1163,682,619,1529,164,526,258,35869,2070,2034,2058,1397,615,399,243,1919,1908,3439,2582,2961,2526,2915,2232,1723,522,543,971,1254,1017,270,271,"Kissimmee city, Florida",25,2222,846,862,802,745,562,171,217,1017,989,941,879,1083,853,758,677,555,542,461,515,651,158,375,239,2227,1160,873,941,667,408,349,357,962,803,1007,937,973,958,934,945,845,355,408,572,680,524,235,225
"G12038250","2015","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",104410,47840,2463,3857,2381,1946,1826,781,851,1744,2791,4073,2897,2616,2522,2246,3220,938,1579,1800,1384,2092,1219,1125,1489,56570,3037,3996,3217,2029,1889,1224,388,2852,2824,3926,3219,2533,2763,3700,3664,2129,2299,1414,1493,2001,2341,2248,1384,"Lakeland city, Florida",53,2125,713,1159,780,646,709,392,603,890,879,1096,953,856,837,701,894,468,419,765,474,599,430,353,532,2119,749,1317,1146,654,678,542,340,854,811,1093,922,727,713,823,837,716,731,575,396,486,579,800,410
"G12039425","2015","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",81007,38166,2006,2123,1184,643,346,219,420,666,3732,2234,2809,2451,2551,3286,3232,707,1644,1078,1843,1757,1270,818,1147,42841,2285,2931,2493,612,544,277,385,1783,2782,3278,2698,1441,2688,2900,2687,1092,1379,1319,2537,1924,1580,971,2255,"Largo city, Florida",42,2508,792,886,506,380,265,269,569,413,1231,809,837,843,855,808,854,370,580,460,795,601,482,418,482,2514,970,1243,1058,339,299,340,565,720,964,847,911,599,681,818,696,481,470,543,851,610,545,387,764
"G12039550","2015","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",71574,32813,2459,2419,2761,1447,949,617,234,1969,1736,2298,2443,1365,2460,1597,1847,1050,1259,540,917,785,734,673,254,38761,3264,2380,1301,589,743,498,1124,1293,3221,3531,2370,3320,1380,2889,3232,475,748,856,1069,1332,718,790,1638,"Lauderhill city, Florida",34,2278,1044,931,1011,703,556,389,279,766,708,1006,1054,566,1089,779,860,510,528,453,440,530,409,313,196,2279,1310,972,610,428,459,406,810,841,1318,1189,1083,1017,665,982,973,291,329,473,655,497,412,445,793
"G12039925","2015","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",119480,57856,4268,4469,5165,2750,2724,438,672,1493,4311,4126,3184,3162,4555,3699,2409,1585,1967,1112,1721,1123,1914,349,660,61624,5729,5500,3728,2152,1334,637,1037,1819,4182,4280,4765,3954,2920,4166,2767,1669,2474,1148,1432,1603,2127,696,1505,"Lehigh Acres CDP, Florida",8417,4749,946,1220,1172,674,813,528,535,813,1280,1135,1037,890,1009,797,719,618,592,514,555,453,888,194,415,5220,1058,1277,1099,787,645,453,628,647,1256,1108,1152,984,1135,1073,813,890,940,451,488,465,1036,352,839
"G12043975","2015","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",80136,39180,2066,1994,1680,1986,957,1591,266,1790,2143,2335,2209,2548,1729,3500,2293,828,1492,820,2211,1898,1171,1012,661,40956,2302,1285,2456,909,535,147,359,1338,3801,2047,3214,1241,2433,2908,3046,1272,1784,1507,1471,1892,1551,1715,1743,"Melbourne city, Florida",42,2110,865,854,756,791,501,1041,213,821,1048,848,869,948,615,931,761,453,583,451,939,577,447,523,356,2107,882,829,1100,494,356,158,344,621,1367,814,958,619,801,881,922,627,600,676,574,676,537,706,611
"G12045000","2015","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",440989,215840,13523,9191,8840,6494,3180,2386,2729,8399,16955,18306,18347,19400,15694,14884,14236,5671,5878,3908,5483,8473,5317,3702,4844,225149,13682,9597,9819,4433,3646,3376,1766,8146,19112,20248,15323,12947,13166,18247,15158,6071,7142,3551,6580,10421,7865,6750,8103,"Miami city, Florida",53,5465,2530,1660,1718,1177,924,1048,1198,1716,2354,2473,2756,2853,2218,2211,2815,1688,1209,966,1185,1658,1350,970,1392,5464,2162,1815,1908,1147,1037,1145,857,1717,2575,2526,2121,2096,2027,2051,1999,1925,1444,923,1279,1604,1700,1328,1590
"G12045025","2015","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",92311,48090,1832,1938,1365,1231,506,73,450,1660,4351,4450,4454,4014,3680,4310,3816,1087,1600,1043,1598,1825,1640,725,442,44221,2926,1703,1194,1025,759,282,561,1033,3266,3451,4387,2766,2374,3741,3388,818,1883,942,1096,2311,1526,1475,1314,"Miami Beach city, Florida",33,2675,759,774,677,511,361,123,390,679,1206,1349,1640,1214,1118,1100,858,490,773,462,578,595,639,389,234,2677,1074,771,588,535,547,468,431,553,933,1024,1213,850,777,1105,993,387,933,438,413,668,618,651,578
"G12045060","2015","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",113199,50719,2891,3882,5570,1526,1096,817,352,3259,4221,3338,3545,2587,2523,2682,2872,1260,1897,807,1528,1208,1505,536,817,62480,3398,4467,3768,2624,1382,984,859,3423,3596,5329,4089,3475,4799,3334,4528,1123,1735,869,900,2943,2050,1724,1081,"Miami Gardens city, Florida",52,2542,1026,884,1524,579,489,404,244,926,1091,1028,1101,932,891,971,800,720,664,389,812,456,573,277,460,2542,1068,1198,1017,807,775,520,589,965,1180,1339,1089,836,1022,876,1131,516,781,349,435,889,818,666,517
"G12045975","2015","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",137115,66157,3986,4384,4513,3206,1951,990,774,2092,4894,5140,7304,3744,5150,5289,4653,797,1094,767,817,2475,1080,215,842,70958,5257,5677,4350,3019,1595,382,1243,2803,4362,4750,6088,4286,6965,5018,3650,1716,1516,1338,1710,1793,1828,865,747,"Miramar city, Florida",71,3473,1297,1174,1426,1055,928,666,629,1051,1421,1483,2981,1121,1391,1529,1550,524,518,690,501,1574,614,199,711,3476,1952,1661,1334,1229,778,393,1323,967,1407,1995,1631,1394,1539,1393,1038,1311,788,676,903,669,919,566,540
"G12053000","2015","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",270917,130940,8795,6901,8954,3558,2293,1316,2349,6530,20117,12645,10970,7566,8035,7297,6053,2370,3428,2268,3148,2214,1973,688,1472,139977,8532,7121,6453,4723,1988,2704,1531,7766,17224,13979,11523,7879,9829,8904,8776,2366,2698,2001,1910,4550,2068,1980,3472,"Orlando city, Florida",74,4085,1795,1611,1732,1065,741,604,1007,1512,2765,1997,1551,1478,1880,1495,1331,667,911,776,814,706,676,361,776,4078,1839,1662,1342,1197,629,1074,660,1498,2302,2079,1898,1368,1724,1437,1528,796,780,601,641,1115,640,616,1065
"G12054000","2015","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",107895,51767,3931,4286,2631,1817,1522,944,379,1474,2701,3092,2965,2674,3551,3059,3467,1934,1693,1152,2398,2008,1828,1050,1211,56128,2654,3845,3788,2544,1276,537,627,1951,2793,4202,1797,4224,3076,4201,3937,819,2445,1986,2301,2204,2317,1216,1388,"Palm Bay city, Florida",35,2743,1340,1459,1295,807,1209,698,398,892,999,1062,1073,1269,987,1072,1017,680,701,686,925,761,610,508,559,2745,1050,1327,1247,942,467,488,504,993,1064,1091,660,1108,1280,1325,1124,390,888,882,1037,826,808,459,519
"G12054200","2015","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",82121,39489,1217,2818,2102,1441,1300,598,408,1218,1537,1771,2205,2298,2091,2260,2627,721,1496,1551,1603,4488,1560,1000,1179,42632,1667,2761,2164,1686,920,505,588,239,1298,2177,2948,1731,2371,2448,3621,1585,1401,1672,2866,3360,1993,1014,1617,"Palm Coast city, Florida",2968,1737,439,689,604,470,599,538,306,585,411,468,1191,748,440,368,847,450,589,553,504,736,485,306,507,1813,577,691,648,377,453,456,435,196,451,421,764,759,527,614,870,605,537,601,648,732,665,420,598
"G12055775","2015","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",166624,77050,3606,5137,6057,3603,1920,1790,1210,3036,4261,5592,4236,6564,5405,5480,5066,1332,3211,1297,1470,2215,1105,2178,1279,89574,3706,4019,5969,2611,2526,1413,1663,2918,5729,6802,4739,5901,7393,6937,5529,1785,3272,2114,1320,3292,4578,2081,3277,"Pembroke Pines city, Florida",59,3007,1132,1219,1405,989,654,881,800,1031,1138,1499,1223,1766,1373,1063,1140,490,1048,555,566,738,505,849,590,3012,1207,1043,1537,897,850,750,1152,1242,1434,1834,1151,1293,1418,1401,1307,622,1351,600,544,1066,1370,789,1178
"G12056825","2015","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",76081,35344,3922,3617,2361,2049,708,687,1481,1983,2284,2151,2253,2156,2447,1507,2090,532,643,378,578,562,270,513,172,40737,3767,3087,2036,2057,1152,1275,768,2458,3289,2873,1476,4076,2162,2812,1561,590,770,775,1122,1199,505,362,565,"Pine Hills CDP, Florida",8187,4632,1145,1212,1179,839,514,496,702,1003,1155,850,1127,816,1005,585,655,331,424,261,326,368,213,330,168,4466,1177,960,967,917,619,838,574,1096,974,1171,898,1111,678,705,740,538,537,427,720,728,292,269,416
"G12057425","2015","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",92555,42881,3227,3783,1882,957,877,205,286,902,3254,3896,1842,2290,2395,4558,2583,1461,2205,1125,1072,785,1250,1074,972,49674,3445,2735,2776,1177,568,483,860,1763,4426,3132,3188,2866,2527,3754,3465,1647,2310,1169,1678,1704,1421,1146,1434,"Plantation city, Florida",35,2221,1111,1093,538,511,520,203,231,499,1089,1380,634,909,747,1083,997,565,795,480,493,347,551,818,552,2235,1175,917,758,573,349,466,675,653,1320,838,1061,899,688,977,994,608,843,516,551,637,674,597,736
"G12057900","2015","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"16000US1257900","Poinciana CDP, Florida",73943,38142,1355,2339,2710,2550,2326,945,534,1953,3183,1758,2431,2279,3952,1756,1228,247,1691,480,1084,1160,1415,246,520,35801,1719,2389,3073,1502,1222,389,936,1607,2474,2640,2380,2073,2879,2247,1404,990,801,865,903,1820,769,719,0,"Poinciana CDP, Florida",10458,6711,794,1413,1277,1225,1208,808,539,1009,1816,1182,1292,1195,1936,969,631,291,946,438,719,720,865,314,521,5221,898,1191,1535,726,646,592,875,1007,1312,1347,1050,1060,1168,1090,766,692,589,585,523,914,603,571,217
"G12058050","2015","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",107771,56569,3516,3227,2458,2491,823,807,388,2027,4121,4250,4015,3660,4562,3838,3881,1390,1460,1021,1656,1966,2222,1063,1727,51202,2858,3049,2285,1405,698,538,457,2757,2076,3308,2749,2994,3056,3466,3232,1591,1448,1062,1876,2798,2540,1866,3093,"Pompano Beach city, Florida",41,2979,1228,945,887,813,419,640,311,749,1130,1147,1409,1006,1135,837,919,665,473,429,682,826,678,477,674,2976,1112,1110,999,566,385,578,277,977,718,1003,872,908,896,922,940,666,483,493,810,920,746,657,1082
"G12058715","2015","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",179410,84069,4734,5217,6656,2476,2940,1105,1236,2688,4770,4662,4881,6875,4968,5519,4119,1963,2934,1694,3707,4990,2482,1390,2063,95341,5290,7143,4598,3791,1533,1120,334,2845,5260,6207,6514,5915,6529,6193,6506,1881,3901,3581,2619,4764,3292,2269,3256,"Port St. Lucie city, Florida",32,2911,982,1481,2069,795,1369,723,798,1101,1253,1040,1732,2182,1101,1045,1235,800,1163,762,1159,1397,775,694,910,2904,1163,2049,1725,1212,542,959,367,866,1394,1185,1527,1346,946,1009,1619,864,1244,1247,1045,1105,966,1145,1300
"G12060950","2015","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",89746,44210,3907,4166,3110,1723,1189,434,879,2314,3275,2805,3979,3404,2694,3584,2123,416,326,829,803,523,1100,422,205,45536,3817,4285,3115,2080,890,271,495,2148,2972,3975,3517,4194,2504,3096,2841,487,491,222,1251,1174,951,727,33,"Riverview CDP, Florida",8065,4196,1312,1247,1032,763,535,360,603,1282,1211,979,1312,937,794,1030,831,267,247,464,348,313,653,309,218,4741,1234,1557,1036,802,418,254,314,933,960,1236,1189,1077,797,868,976,249,255,216,487,418,601,426,54
"G12063000","2015","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",257088,123524,6439,6562,7837,4864,2704,2273,1045,4598,7797,10078,7396,7959,8012,9934,8992,3752,3800,2781,3421,5065,4052,2431,1732,133564,6127,5589,6591,4450,2475,1106,1538,4902,9036,10132,9344,8972,8603,9398,9604,4104,5877,2966,4649,5816,4847,3130,4308,"St. Petersburg city, Florida",42,2667,1320,1189,1462,999,691,943,750,1171,1331,1395,1205,1512,1262,1392,1281,1062,800,703,750,802,941,670,612,2669,1291,1148,1442,782,628,627,707,1021,1437,1530,1630,1633,1266,1610,1268,967,1013,756,987,1189,1076,902,931
"G12068350","2015","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",103197,48295,2807,2119,3132,1673,814,538,743,1757,2734,2624,2336,3240,3011,4056,3207,1243,1412,1398,1730,2621,2192,1513,1395,54902,2485,3311,2725,2224,1937,756,232,1250,2353,3213,3055,3295,3136,4415,3458,927,2428,1753,3145,3171,2633,1708,1292,"Spring Hill CDP, Florida",4546,2892,801,642,923,603,458,410,576,601,770,965,718,1123,668,1063,857,524,615,449,481,693,659,489,498,2614,725,824,889,530,583,516,276,466,725,722,758,842,893,835,1001,531,722,565,845,700,679,428,572
"G12069700","2015","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",92706,41471,2558,2744,1913,1075,1217,322,983,1384,4370,3683,2177,2811,2865,2787,2862,642,1120,1275,1179,1293,561,1114,536,51235,3030,3929,2282,2440,939,597,272,1646,3857,4059,3407,3477,3157,3318,3704,1011,2166,888,1964,1204,1386,1023,1479,"Sunrise city, Florida",35,2200,745,978,721,431,565,255,586,725,1222,1142,788,971,806,869,893,334,536,704,484,525,355,545,412,2195,987,1256,855,849,545,522,384,794,1038,1137,1064,883,802,870,966,424,984,578,838,527,511,474,580
"G12070600","2015","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",189894,89390,4103,4935,4236,2633,6513,4501,5040,11704,7890,6380,4782,3835,3768,4073,3720,1339,2592,900,2259,1589,1201,884,513,100504,4020,4766,3863,2398,8386,6199,5697,11160,9003,6579,5806,4747,3996,4592,4585,1824,2799,1268,2208,2214,1689,1092,1613,"Tallahassee city, Florida",47,1881,607,1182,935,807,754,1579,1495,2194,874,910,775,830,747,767,812,494,622,401,629,485,450,301,286,1887,737,1140,958,604,1054,1686,1375,1968,594,774,932,902,660,739,983,644,714,486,684,494,529,439,522
"G12071000","2015","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",369028,175517,10965,11360,11279,6965,6138,3364,1888,7791,15598,12176,11595,11717,12828,13042,11567,3951,4279,3087,4400,4830,2971,1311,2415,193511,11721,11222,9839,7224,7060,3836,2812,7762,18674,15086,15066,12377,12102,12341,11473,5774,5852,3429,4507,5135,3750,3284,3185,"Tampa city, Florida",159,3691,1791,1937,1417,1217,870,1005,873,1544,1772,1503,1526,1943,1662,1609,1629,921,789,654,935,865,683,496,579,3693,1637,1761,1273,1542,1080,953,955,1461,2212,1721,1579,1542,1567,1278,1423,1299,1052,814,901,950,762,808,758
"G12071625","2015","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12072145","2015","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",78996,39410,2652,3710,1605,1509,1128,298,567,1191,3847,3102,2872,2747,2594,3284,1496,1501,1213,527,811,1352,642,384,378,39586,1645,2146,1256,1434,349,574,273,1588,3792,3245,2850,2818,3020,2945,2647,1004,852,987,901,1702,1239,956,1363,"Town 'n' Country CDP, Florida",7048,4186,1192,1178,780,777,547,263,487,627,1414,993,999,948,1008,808,505,737,525,460,437,667,428,249,291,4033,701,1086,616,744,311,333,238,724,1140,936,1074,952,804,816,729,451,448,554,511,613,645,441,727
"G12076582","2015","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",69947,32956,1428,2781,4055,1874,827,675,531,1138,1084,1111,1449,2894,3058,2630,2336,490,363,463,1664,789,516,213,587,36991,1390,3568,4777,1337,986,605,330,891,1484,1360,2589,3678,3167,3351,2347,346,493,588,1206,956,679,408,455,"Weston city, Florida",45,2158,813,869,1126,730,527,517,450,557,586,631,662,1004,903,901,741,334,241,417,760,375,387,219,364,2155,763,1248,1423,522,574,573,281,513,907,916,894,1074,897,949,946,270,337,419,669,400,386,313,342
"G12076600","2015","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",106782,49262,2533,2579,2699,1716,1380,1983,345,2114,3394,3761,3720,2746,3013,3018,3403,1557,2034,879,1771,1391,1442,1052,732,57520,3265,2042,3596,1003,1937,889,413,1534,5579,3990,4000,4195,3097,4313,3226,1232,2321,934,1737,2564,2060,1842,1751,"West Palm Beach city, Florida",41,2399,918,971,910,676,535,1407,291,892,1176,905,1232,887,800,1019,968,818,778,406,606,464,576,455,498,2398,1038,714,1140,420,729,627,270,697,1352,1244,1131,1079,886,946,1082,594,841,380,673,677,878,573,538
"G13001052","2015","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",71109,31695,1636,2803,2237,1484,1233,1073,408,1755,2129,2044,1166,2325,1970,1960,2169,746,1004,587,1225,538,445,502,256,39414,3154,2308,2710,994,1689,719,987,2080,2578,2651,2056,2249,2209,2656,1808,1660,1348,262,1093,1611,875,768,949,"Albany city, Georgia",3247,1874,641,867,824,181,543,627,387,607,747,646,500,603,285,293,860,361,496,448,515,329,233,259,189,1876,444,592,651,346,302,468,466,796,677,606,603,574,462,366,627,758,438,263,383,417,313,314,461
"G13003440","2015","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",122563,57415,2663,3379,2654,1176,4564,2788,2717,6784,4619,4539,3289,3242,2333,2841,2282,787,1864,703,1043,1459,703,733,253,65148,4039,2924,3120,1399,5858,2727,3718,6932,5205,4284,3532,3395,2511,2833,3306,1012,1417,912,1566,1814,790,870,984,"Athens-Clarke County unified government (balance), Georgia",486,818,665,783,638,276,657,1168,1000,1272,602,741,926,987,507,350,670,399,636,277,329,448,263,291,178,960,750,783,752,283,691,1021,1114,1520,539,457,744,763,190,344,652,365,451,354,430,501,319,335,345
