GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G12017100","2017","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"16000US1217100","Delray Beach city, Florida",68749,32402,2377,1785,878,1062,303,54,243,821,2972,1285,2214,2204,2256,2475,2287,549,1192,939,1565,1334,963,599,2045,36347,1327,2681,1514,754,128,0,705,1175,2962,1919,1556,2015,2230,2278,2846,1106,1522,788,1620,1739,2126,1216,2140,"Delray Beach city, Florida",24,1842,929,796,512,604,294,95,208,454,1148,567,693,1193,948,772,727,247,419,395,553,535,422,287,953,1844,591,1653,847,472,114,226,505,500,1130,601,654,809,747,776,796,479,636,431,503,618,1024,601,978
"G12017200","2017","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",90743,45223,2801,3353,2559,2673,1562,844,917,1274,3346,1823,3423,3609,3011,2744,3084,826,1347,1244,975,1753,952,445,658,45520,2886,3941,2899,1752,852,179,448,1303,2479,2842,3263,2924,2844,3436,2829,1474,1507,1253,1410,1683,934,1208,1174,"Deltona city, Florida",28,2119,778,1202,956,923,590,857,623,650,1027,792,1098,1006,848,905,953,437,554,543,406,669,515,306,412,2121,1075,1188,1085,808,397,217,532,635,1065,840,878,890,793,774,1011,621,590,593,507,584,502,546,500
"G12024000","2017","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",180071,92412,3998,3797,5673,3146,1236,44,556,2975,8186,6350,5989,5683,5810,8799,6606,4819,3365,1944,3315,4253,2991,1262,1615,87659,4431,4929,4843,2336,2445,883,505,3366,7814,8490,4183,4855,6045,5769,5781,2391,4024,2063,4201,3004,1903,1265,2133,"Fort Lauderdale city, Florida",35,3408,1394,1268,1763,1087,701,87,420,971,1901,1688,1460,1482,1322,1869,1573,2843,1186,789,904,1194,1183,532,618,3409,1244,1950,1302,897,939,684,413,1211,1754,1719,1382,1113,1247,1155,1283,724,1271,731,1222,878,610,612,776
"G12024125","2017","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",79941,39215,3565,1550,1595,1443,650,844,562,1070,2978,2144,3051,2096,2939,3149,2861,975,1335,805,1439,1524,1571,724,345,40726,2048,1897,2772,804,647,708,226,1570,3131,3281,3193,2159,1297,3198,1831,658,1558,1170,1661,3352,1432,1147,986,"Fort Myers city, Florida",35,1972,1083,582,720,567,404,588,604,706,1111,742,1159,920,1168,1158,811,456,622,439,514,676,638,393,229,1972,815,840,1218,496,392,634,309,700,1207,912,1417,816,446,933,665,424,631,605,718,1043,621,621,470
"G12025175","2017","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",132253,61571,2578,1374,2786,1340,5847,3656,2711,8397,7042,5094,2773,2582,1793,2579,2417,919,1982,676,1089,2217,654,313,752,70682,2320,3193,1927,1484,7650,2948,6518,6976,7555,3650,2559,2992,3315,3012,3518,1025,1795,1892,1259,1593,1562,647,1292,"Gainesville city, Florida",36,2084,891,657,1048,537,1048,1489,1397,1677,1133,966,882,1026,727,734,671,515,728,515,585,713,455,243,447,2082,629,1125,603,516,1098,1403,2343,2127,1077,810,751,1070,781,855,914,488,602,967,584,600,685,375,545
"G12030000","2017","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",239682,115531,4351,6536,6235,2973,2614,1300,820,3454,7706,6238,6063,8377,8463,13102,10248,2827,4059,1882,2757,4185,5686,3357,2298,124151,5321,4647,6365,2912,2546,886,1778,3798,6429,7024,6611,8307,9183,11784,7784,3081,4991,3264,5083,5725,5822,5091,5719,"Hialeah city, Florida",47,3221,1186,1597,1588,903,786,564,416,1033,1845,1889,1471,1759,1858,2008,1898,927,1103,732,840,1125,1513,1101,677,3224,1459,1368,1425,1036,894,527,1024,1024,1559,1430,1917,1734,1598,1803,1560,864,1502,1045,1290,1510,1228,1368,1239
"G12032000","2017","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",153625,76885,6233,4629,4948,2767,1269,729,779,3825,5997,5710,5535,5181,5211,5588,5073,1434,1983,1413,1846,3008,1033,1200,1494,76740,4154,4009,3641,3115,751,610,1084,3116,4582,5253,5183,4890,5567,5870,4820,1666,3191,1510,1491,5035,2577,2285,2340,"Hollywood city, Florida",30,3154,1564,1346,1439,867,745,487,414,1273,1577,1256,1498,1450,1236,1470,1293,695,700,620,797,844,391,528,591,3155,1339,1322,1136,989,377,568,782,1058,1292,1412,1382,1356,1375,1380,1108,605,1050,651,701,1110,714,699,714
"G12032275","2017","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",69909,35628,2204,2606,2353,1793,678,760,852,3055,2661,4295,3110,1054,2162,2248,1389,299,866,761,499,1090,424,227,242,34281,4219,2244,2312,1709,1330,0,750,475,2289,2336,3350,3217,1907,1413,1663,571,701,815,582,830,320,468,780,"Homestead city, Florida",25,2725,1093,1111,1139,856,560,629,554,1635,1092,1692,1460,574,767,935,647,276,462,650,321,883,447,306,198,2723,1524,1120,1050,877,762,226,517,424,995,1059,1105,1235,776,801,728,465,478,925,403,617,239,320,524
"G12035000","2017","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",892064,432039,30885,30925,25915,15303,11049,6500,5330,19327,38967,34266,28694,26347,27223,27663,30071,10523,11862,7835,10042,15302,8756,5279,3975,460025,29964,29313,25588,16080,10244,5678,5509,17541,39931,35262,30250,27978,29495,29324,32857,11548,14480,8530,14388,17563,10731,8488,9283,"Jacksonville city, Florida",22,1807,614,2295,2286,712,588,1712,1335,2034,814,934,2709,2711,581,657,2015,1718,1512,1128,1292,1615,1286,1161,986,1807,647,2704,2536,429,507,1462,1415,2163,1040,645,3049,3106,758,929,2272,1590,1697,1699,1617,1947,1284,1296,1105
"G12036100","2017","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",73805,34342,1015,2097,2884,923,373,494,585,974,3058,4378,1620,1709,2144,1337,2454,831,1335,702,865,1850,1419,479,816,39463,1618,1435,1693,1385,174,118,874,891,2530,3198,2093,2407,2625,2326,4283,587,1174,1126,1307,2986,873,1569,2191,"Kendall CDP, Florida",7636,4341,483,1048,1299,572,294,336,640,529,1339,1761,581,709,882,593,900,417,559,437,317,820,810,311,604,4264,726,625,796,605,146,140,1039,445,1053,972,889,652,994,918,1256,310,460,382,771,1167,553,635,1009
"G12036950","2017","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",71103,38752,3399,2880,2718,1299,1681,1192,397,1989,2016,3876,2643,4133,1685,3196,1742,553,516,1242,0,938,463,94,100,32351,2391,1923,1896,1068,639,671,245,1384,3260,2860,1333,2773,2958,2769,1235,445,556,894,526,937,896,395,297,"Kissimmee city, Florida",23,2468,1373,1242,1123,753,895,1037,443,1083,922,1282,1271,1646,771,1160,616,427,321,586,226,452,308,108,123,2464,1162,907,788,753,495,709,246,663,1028,914,589,928,1000,1092,604,414,317,662,300,526,556,354,282
"G12038250","2017","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",108051,50197,2376,2240,3337,1638,2140,909,399,1940,3742,3184,2763,3593,3555,3561,3397,990,1277,839,2179,1699,1941,1427,1071,57854,3116,2379,2656,2593,1470,1062,1225,3015,3639,3352,4013,2602,3771,3935,3097,1436,2256,963,2856,2839,2083,1749,1747,"Lakeland city, Florida",33,2588,788,902,952,570,782,653,250,687,1016,893,827,1115,1080,962,1008,488,407,377,697,588,598,488,364,2586,883,710,859,758,666,577,516,1010,1063,1029,1076,899,906,885,824,494,664,546,742,788,792,566,555
"G12039425","2017","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",84768,41606,889,2128,2077,1036,1409,903,609,1537,2917,3272,2083,1793,3169,2278,3219,1114,1432,1727,1341,2523,1982,1425,743,43162,1720,2154,1978,939,529,426,0,1570,2617,2177,3156,2150,1771,3256,3747,765,1920,1766,2065,2929,2205,1353,1969,"Largo city, Florida",54,2085,468,904,803,510,597,648,708,1064,933,1170,743,711,1307,798,928,593,536,758,525,643,836,555,496,2081,646,781,746,712,359,374,226,609,1134,884,1236,739,791,1042,932,402,763,785,729,668,795,551,577
"G12039550","2017","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",71976,33705,4363,2195,2704,1511,988,483,83,1606,2001,1721,2841,1499,2052,2608,1732,872,1094,747,361,738,760,488,258,38271,2601,2486,2919,2393,1012,765,56,2448,1641,2515,2987,2293,2202,2677,2354,1071,1215,1088,586,1145,300,677,840,"Lauderhill city, Florida",41,2441,1121,959,1063,646,559,441,136,912,905,699,1151,728,862,1105,748,572,600,535,252,398,475,420,247,2441,999,1164,802,1156,493,520,94,1129,808,981,855,875,776,826,788,734,571,736,336,609,227,539,441
"G12039925","2017","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",132618,63743,4506,5844,6795,2815,1575,741,350,2290,4308,3681,4545,4514,4493,3272,3463,1368,996,985,1710,3347,1510,508,127,68875,3990,6130,5974,3096,2654,1169,511,2044,5236,4143,4582,3583,5034,4133,3721,1416,2621,1000,1516,2644,2048,1003,627,"Lehigh Acres CDP, Florida",7922,4844,1156,1391,1492,1096,677,780,320,878,1318,1376,1682,1218,1085,876,1106,698,397,648,1038,1205,605,357,145,5159,1162,1706,1468,913,1223,876,430,863,1591,930,1498,1039,1309,1296,953,568,1012,441,638,870,928,708,377
"G12043975","2017","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",82003,39842,1987,1764,3476,1256,1020,692,911,571,1844,2426,2422,1423,2149,3248,3054,1728,1059,671,1189,2311,1040,1810,1791,42161,1526,1977,2661,1542,773,662,610,955,2301,2501,2142,2546,2369,2458,3621,581,1821,1043,1739,2563,1477,2058,2235,"Melbourne city, Florida",44,2105,1020,1391,1279,663,472,427,519,503,582,952,1115,690,736,970,972,945,437,365,469,916,443,1064,710,2102,771,791,960,664,362,515,428,448,801,945,789,913,834,791,1172,370,659,475,674,748,511,1018,799
"G12045000","2017","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",463354,228354,12668,10588,11443,6935,5253,2489,3051,8618,20856,19520,19019,17541,18606,15110,13951,5332,6179,4477,6044,7180,6665,3716,3113,235000,13820,10437,10100,6009,4433,1794,2867,9531,20429,16772,16878,14935,17905,17214,13570,5030,9518,4270,6888,10054,9258,6010,7278,"Miami city, Florida",53,5357,2129,2236,2022,1444,1187,914,1030,1868,2670,2745,2670,2038,2531,2133,2243,1298,1258,1081,1384,1408,1384,926,974,5354,2343,2246,1689,1354,1231,939,1271,1909,2312,1961,2293,2139,2401,2065,2109,1015,1636,1304,1588,1791,1520,1360,1625
"G12045025","2017","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",92319,47582,4071,1793,773,677,947,402,502,1906,2097,4803,3332,4645,4010,3438,3671,910,1933,725,1130,1884,1247,1413,1273,44737,2231,2554,2471,1343,526,643,46,1783,2678,3759,3247,3321,3243,3219,2669,802,1622,757,811,1767,1357,1424,2464,"Miami Beach city, Florida",59,2550,1295,787,504,424,775,432,443,924,771,1401,982,1494,983,887,924,429,683,440,528,585,474,581,590,2556,889,1153,1049,552,530,600,90,778,846,981,1170,1082,790,964,836,457,704,445,434,598,650,583,995
"G12045060","2017","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",113743,53602,4209,4050,4059,1744,1952,497,708,2748,4622,3932,3691,3571,3487,2807,2764,1264,1217,732,1325,1228,1186,729,1080,60141,3169,4131,4108,2895,1196,1173,1300,1427,4433,4975,5521,3153,4186,2780,4033,1131,2279,1538,1544,1805,1514,1046,804,"Miami Gardens city, Florida",44,2832,1227,1561,1425,657,733,331,546,1025,1376,1380,1074,1330,1012,1012,916,810,522,464,624,529,654,543,540,2839,1018,1338,1255,887,598,798,783,785,1463,1327,1542,1170,1084,988,969,564,777,516,709,717,686,453,488
"G12045975","2017","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",140323,69194,4510,4778,5003,2494,2424,855,2325,1840,5671,4745,5448,4862,4737,5860,4022,1647,844,775,1273,2415,844,860,962,71129,6957,4968,4154,1569,1070,484,502,2382,5389,4173,6902,6495,5393,5119,3444,2016,2533,1083,1993,1684,1139,922,758,"Miramar city, Florida",37,3403,1510,1781,1283,1131,846,687,1671,998,2012,1667,1543,1584,1944,1864,1340,824,421,477,580,962,534,930,775,3405,1929,1723,1634,761,621,333,429,1227,1785,1619,1645,1521,1419,1067,1095,966,982,601,1004,711,531,770,514
"G12049675","2017","FL",,,"Florida","12",,,"North Port city","49675",,,,,,,,,,,,,,,,"16000US1249675","North Port city, Florida",66293,30345,1187,852,2966,943,1281,463,0,1684,1876,1471,2037,1412,1188,1907,2303,512,1081,758,1093,1293,1347,967,1724,35948,1686,2255,1578,763,766,0,1385,1283,2457,1524,2004,1661,2993,2385,2824,998,993,1001,1490,1995,1695,1089,1123,"North Port city, Florida",32,2527,723,848,1649,832,905,685,226,1259,1136,1470,1236,917,687,1412,1286,513,771,589,693,792,742,540,1418,2528,1030,1450,1297,741,674,226,1171,971,874,859,1290,893,1209,930,1308,912,950,663,874,1026,865,642,795
"G12053000","2017","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",280258,136571,9944,8438,10206,3802,2959,1068,1807,6308,17058,13475,11614,9721,7173,8339,5827,2616,3495,1818,2416,4079,1847,908,1653,143687,10745,8513,6010,4587,2160,1766,1932,8763,15552,15017,12064,9604,7814,8243,9250,1983,2893,2187,3542,4102,2658,1694,2608,"Orlando city, Florida",50,4308,1804,1935,2072,1089,1094,671,817,1639,2484,1920,1985,1875,1603,1670,1202,782,1063,629,864,1044,788,480,592,4309,1945,1954,1551,1357,811,748,1150,1838,2438,1973,1691,1496,1431,1674,1314,653,786,613,711,1369,815,648,864
"G12054000","2017","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",111660,58480,3951,2609,4273,2184,2913,519,851,2195,5535,3254,3117,3796,2407,3922,5065,1828,1905,1474,1267,2811,1307,949,348,53180,2734,2706,2533,2473,1380,900,180,1791,4086,3235,3364,2995,2921,4915,5660,1941,1625,1395,1369,1075,1132,1017,1753,"Palm Bay city, Florida",34,2670,1501,1135,1457,809,1548,516,592,975,1518,1187,1180,1661,989,889,1429,722,700,733,517,969,696,713,303,2667,1197,1018,929,1130,750,718,288,902,1183,1070,1037,1180,908,1266,1150,899,676,817,639,408,576,580,1090
"G12054200","2017","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",88394,41508,1334,2512,2459,1312,1446,695,647,1383,2122,1803,970,3055,2435,1951,3092,1156,1599,1684,2233,2909,2694,1020,997,46886,1573,2441,2515,1902,1446,843,86,888,1409,2700,1798,3226,2711,2231,2659,2318,2826,1223,3050,3158,2805,2084,994,"Palm Coast city, Florida",2910,1893,302,729,933,521,795,710,460,749,414,563,492,1012,582,683,930,496,685,692,686,696,712,437,596,1854,429,828,727,645,639,739,141,484,293,920,673,1151,745,672,733,836,763,541,723,715,854,836,618
"G12055775","2017","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",170703,81421,4193,5248,5681,3354,1764,2522,560,3464,6528,4781,5410,5102,6002,6519,5006,2817,1887,1613,1421,3589,1375,1396,1189,89282,4539,3602,5590,3365,1827,783,1018,3464,6613,5761,5894,5749,8044,5836,5821,2360,3394,1646,2760,3983,2564,2499,2170,"Pembroke Pines city, Florida",44,3092,1106,1441,1635,1001,757,1224,375,1308,1539,1272,1654,1562,1326,1034,1145,984,861,683,587,1194,703,664,788,3090,1389,1283,1383,968,793,520,725,1244,1879,1709,1355,1291,1861,1167,1306,930,1057,578,934,1288,858,873,758
"G12056825","2017","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",76847,37258,3084,2956,3330,2253,1948,852,630,2848,3880,981,2880,1340,1609,1857,1973,1245,399,320,996,863,760,35,219,39589,2430,1723,3716,1700,1800,228,642,2479,3310,2505,1358,3190,3078,2677,2727,177,1044,622,993,1544,919,318,409,"Pine Hills CDP, Florida",8875,5306,1147,1215,1455,1007,629,773,692,1199,2023,675,1144,626,800,767,860,654,295,226,441,470,413,63,343,4906,1452,792,1317,634,715,224,556,1263,1328,881,584,1058,1020,876,872,174,548,372,585,664,700,209,339
"G12057425","2017","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",93922,44396,3357,2168,2242,1840,1286,409,484,1869,2583,3556,2841,2347,2911,3263,2579,2054,1646,1591,1209,1683,912,678,888,49526,2297,2655,2592,1704,775,267,171,1756,4412,4345,2704,2469,3685,3351,2742,1032,2085,1168,2654,1897,1632,1536,1597,"Plantation city, Florida",56,2725,1224,818,1027,1036,768,421,422,903,1046,1315,921,951,871,990,783,866,680,764,534,611,642,389,586,2731,944,1533,967,725,513,260,204,722,1468,1206,779,866,1093,800,851,552,740,665,720,951,602,743,648
"G12057900","2017","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"16000US1257900","Poinciana CDP, Florida",71694,34627,2394,3037,3276,636,207,151,0,1338,1489,1916,915,5087,2816,1654,1403,1127,1617,940,617,962,1961,736,348,37067,2812,2322,1410,1771,1555,0,386,704,1887,2669,2607,2544,1719,2095,1932,658,1625,1290,1662,2105,1430,588,1296,"Poinciana CDP, Florida",10606,5710,1298,1411,1261,644,354,247,226,1209,1031,1299,734,2642,1166,1159,1152,797,1068,757,483,630,993,520,413,5738,1320,1076,981,1173,1201,226,607,528,1117,1261,1194,1365,972,1519,1034,614,1044,890,1242,1207,875,567,1297
"G12058050","2017","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",110464,58432,2529,1695,3359,1291,1582,423,1166,1471,4244,4545,4353,2679,4217,4971,5867,1877,2640,880,1217,2708,1492,1176,2050,52032,2627,2861,2338,1273,1393,245,806,1596,3192,3612,2917,2311,2420,5328,4257,1677,2138,1439,1777,2658,1648,1409,2110,"Pompano Beach city, Florida",44,2936,1157,752,1053,795,799,323,909,607,1338,1204,1188,944,1284,1373,1312,691,852,369,361,963,671,499,757,2941,876,893,918,641,729,251,631,632,935,1119,849,831,705,1622,937,677,751,554,662,929,656,595,685
"G12058350","2017","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"16000US1258350","Port Charlotte CDP, Florida",65972,32274,1445,2201,1017,625,183,389,236,1069,1697,1412,2629,1516,1845,1404,2650,1180,1846,1146,1610,2129,1890,732,1423,33698,1253,1558,533,924,550,350,71,1333,1657,2076,1726,1043,1576,1954,2595,1444,1704,1105,1519,2631,3158,1237,1701,"Port Charlotte CDP, Florida",5147,2894,585,744,519,397,202,578,317,641,505,793,920,854,825,628,693,607,734,480,599,685,961,372,596,3117,518,675,322,438,574,279,119,1058,637,523,729,611,599,653,827,652,670,510,504,768,1507,634,847
"G12058715","2017","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",189331,93407,4668,5431,6636,4087,3245,400,1398,2872,4892,6259,4409,5720,6467,6583,5695,3232,2880,1888,3180,4918,4116,2498,1933,95924,3851,6723,5338,2686,2085,1926,1021,2872,4378,5565,7713,4091,6172,7097,6238,1907,4231,2392,3341,7274,5452,2302,1269,"Port St. Lucie city, Florida",54,2521,1233,1545,1531,1064,1452,635,708,906,927,880,1369,1703,1179,1074,1528,1135,1134,986,1092,1235,1340,1016,1080,2521,875,1664,1270,850,966,1340,704,1245,933,896,1598,1101,874,1295,1465,902,1398,924,989,1468,1451,1020,547
"G12060950","2017","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",90538,44382,3592,3436,3097,1708,773,754,288,1114,2512,4617,3142,4014,2387,2908,3263,2015,1397,521,683,1117,564,299,181,46156,2939,3598,3867,1951,429,247,296,949,4125,4643,3837,3225,2821,3408,3490,932,531,1059,584,1634,636,458,497,"Riverview CDP, Florida",9817,5369,1150,1072,969,826,446,787,276,596,1143,1208,1218,1095,877,1059,1020,956,777,334,349,465,327,236,206,5153,1313,1060,1283,818,317,234,307,704,1595,1374,1278,1041,889,1048,1148,565,374,577,288,718,368,331,326
"G12063000","2017","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",263252,126815,6029,6448,5660,3004,2205,1651,715,4531,10383,9778,6900,7661,7876,10583,10532,4163,4341,4038,3892,5411,5139,2840,3035,136437,6339,5888,6105,3077,2372,555,1490,4558,10833,11495,7769,7050,8245,10859,10320,4556,5716,3460,5845,5342,6240,3890,4433,"St. Petersburg city, Florida",38,3382,1124,1634,1334,843,663,891,426,1318,1507,1527,1735,1680,1669,1310,1509,977,883,1049,991,1072,1020,1061,1303,3389,1190,1655,1241,979,727,308,800,1364,1979,1601,1455,1569,1166,1391,1536,1297,920,837,1153,1038,1349,986,1047
"G12068350","2017","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",113508,56017,2876,4087,4361,2132,1236,755,549,2027,2744,3443,3765,3231,3197,3967,3289,1452,1274,1075,2323,3101,1922,1887,1324,57491,3063,3678,3414,2259,1465,273,778,1116,2567,3365,3489,2620,3443,4840,3445,1765,2459,1622,2613,3043,2931,1228,2015,"Spring Hill CDP, Florida",4466,2601,805,1131,1052,511,423,336,326,680,692,811,988,899,606,727,712,545,411,417,670,692,522,726,531,2638,780,1183,1048,541,520,241,412,470,990,745,763,798,720,651,809,627,587,749,721,905,742,467,760
"G12069700","2017","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",94313,42995,2643,2422,3071,1775,612,348,518,1159,3561,4227,3709,3151,3123,2839,1849,943,1138,512,1328,1346,1168,665,888,51318,3140,1897,3515,2157,903,131,745,712,3809,3594,5328,2995,2253,3141,3462,1528,2008,1491,1756,2659,1195,1182,1717,"Sunrise city, Florida",53,2086,823,779,1047,671,348,250,400,448,1477,1203,1349,1064,999,979,613,459,774,338,492,599,560,387,494,2084,827,808,1240,870,486,168,557,492,1173,1403,1258,790,758,766,1114,695,798,715,681,893,615,529,972
