GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OILE001,OILE002,OILE003,OILE004,OILE005,OILE006,OILE007,OILE008,OILE009,OILE010,OILE011,OILE012,OILE013,OILE014,OILE015,OILE016,OILE017,OILE018,OILE019,OILE020,OILE021,OILE022,OILE023,OILE024,OILE025,OILE026,OILE027,OILE028,OILE029,OILE030,OILE031,OILE032,OILE033,OILE034,OILE035,OILE036,OILE037,OILE038,OILE039,OILE040,OILE041,OILE042,OILE043,OILE044,OILE045,OILE046,OILE047,OILE048,OILE049,NAME_M,OILM001,OILM002,OILM003,OILM004,OILM005,OILM006,OILM007,OILM008,OILM009,OILM010,OILM011,OILM012,OILM013,OILM014,OILM015,OILM016,OILM017,OILM018,OILM019,OILM020,OILM021,OILM022,OILM023,OILM024,OILM025,OILM026,OILM027,OILM028,OILM029,OILM030,OILM031,OILM032,OILM033,OILM034,OILM035,OILM036,OILM037,OILM038,OILM039,OILM040,OILM041,OILM042,OILM043,OILM044,OILM045,OILM046,OILM047,OILM048,OILM049
"G12030000","2012","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",231953,111493,6539,5506,6549,4500,4253,901,1477,4465,7509,5644,7678,9955,10018,8068,5555,2442,3019,2240,2185,4796,3664,2408,2122,120460,5334,5177,5790,3989,3285,1570,1203,4858,7034,6323,9790,9294,10462,8222,5804,2895,3507,2606,3175,7226,4868,4179,3869,"Hialeah city, Florida",46,3204,1539,1114,1148,1064,1177,538,624,1158,1763,1466,1552,1710,1502,1372,1269,952,1017,615,608,1036,783,690,792,3200,1339,1346,1125,938,852,767,766,1264,1497,1550,1542,1548,1487,1337,1090,792,920,810,876,1343,1017,1158,897
"G12032000","2012","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",145241,72482,4295,4659,4392,2458,1074,1296,528,2186,3993,5099,4656,5695,5136,6181,4633,2534,2487,1584,2354,2912,1958,1344,1028,72759,3949,3441,3669,2261,1602,511,838,1483,4758,5630,4078,6105,4422,6006,5979,2480,2746,1596,2031,2802,2338,1376,2658,"Hollywood city, Florida",40,3620,1111,1252,1248,1055,554,666,519,653,1212,1298,1207,1549,1417,1357,1033,768,843,763,815,716,671,522,521,3621,1075,1023,953,711,755,365,523,550,1171,1306,941,1284,910,1345,1104,886,752,541,585,885,807,516,900
"G12035000","2012","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",836507,404710,30294,29437,24145,15025,10935,4770,7833,21063,33202,30655,27138,25892,27639,29283,26171,8433,12130,6709,8744,9821,5969,4848,4574,431797,28585,30142,22175,14732,11033,6975,5852,19405,33694,31322,27219,28343,29430,31197,27302,11462,15376,7572,11495,11994,8191,8978,9323,"Jacksonville city, Florida",25,1448,287,2213,2250,682,412,1188,1527,1872,1031,464,2316,2214,754,685,1832,1564,1446,1082,1087,1088,1054,1078,967,1448,454,2297,2230,655,942,1557,1258,1815,703,696,2622,2580,757,717,2073,1743,1923,1035,1094,1087,1036,1205,1177
"G12036100","2012","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",75640,35507,975,1839,1924,1397,586,432,327,1127,3402,1705,2465,2720,3242,2568,2589,1184,1413,1006,939,1436,495,1403,333,40133,3005,1914,2303,1358,689,288,269,875,2978,3601,1597,2282,2610,2924,3835,1675,1000,899,1317,1331,1159,1030,1194,"Kendall CDP, Florida",6249,3473,649,673,855,634,376,394,250,669,983,801,883,812,1006,884,1045,738,560,400,323,604,332,821,242,3641,1081,826,999,553,337,278,348,588,1140,1388,715,861,703,849,938,761,506,399,523,635,441,558,487
"G12038250","2012","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",100009,47900,3550,3545,3502,2054,1749,699,952,1365,2894,2544,3007,2665,2617,3447,1739,1278,1702,1040,1488,1898,1704,990,1471,52109,2900,2810,3500,1916,1892,1341,1122,2121,2282,3836,2800,3294,3335,2944,2357,1363,1769,1263,1470,1997,2351,1466,1980,"Lakeland city, Florida",53,2054,908,974,1162,663,723,437,524,557,907,804,846,955,779,782,517,535,563,439,522,510,493,488,513,2056,1034,879,1014,596,645,769,518,797,737,883,713,905,907,698,537,551,560,434,396,630,534,567,587
"G12039425","2012","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",77871,36543,1252,2268,1811,494,665,175,628,554,2662,2500,2046,3615,1809,3171,3467,601,1474,1019,1415,2139,1232,684,862,41328,1493,1841,2146,887,317,330,273,820,3130,3233,2008,2178,2306,2968,2900,983,1332,1615,1959,2457,2176,1137,2839,"Largo city, Florida",40,2169,665,810,690,329,362,206,379,309,1128,834,704,1047,674,758,1310,381,652,470,483,637,415,333,366,2171,811,798,807,390,307,375,257,467,922,869,676,803,707,945,795,470,507,679,683,571,804,419,757
"G12039550","2012","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",69083,32001,2824,1212,2602,1113,769,546,561,1825,2575,1529,2270,1868,3315,1773,2126,727,513,911,620,836,499,775,212,37082,2995,1881,2759,1313,788,750,1171,2101,2142,1570,1821,2276,3032,3077,2205,702,1193,657,683,1683,659,869,755,"Lauderhill city, Florida",61,2297,881,697,757,557,556,468,401,923,1047,628,957,874,1035,821,780,463,347,505,364,517,255,569,190,2294,1151,862,1009,636,385,542,757,918,679,708,711,801,925,854,780,440,466,479,407,671,409,655,323
"G12039925","2012","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",104011,53952,4674,5068,3889,2254,1558,311,411,2535,4304,4368,4784,3363,3400,2926,2316,552,993,1132,974,1527,1343,548,722,50059,3777,4398,4137,2057,794,1384,534,2409,3272,3030,3582,3706,2682,3533,2499,791,1059,1034,728,2297,680,930,746,"Lehigh Acres CDP, Florida",7574,4687,1078,1296,1048,745,584,256,245,909,1071,1171,1600,1118,951,846,672,292,411,503,445,669,716,277,443,3901,966,928,969,756,433,572,692,876,771,828,808,1125,687,870,759,380,400,567,313,779,365,446,426
"G12043975","2012","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",77047,37009,1835,1590,1982,1062,1488,724,330,1370,3462,2692,995,2287,2274,3161,3647,761,941,622,1176,1465,1668,828,649,40038,1623,1860,2456,997,380,672,329,1101,2435,2001,2876,1344,3148,2850,3693,883,1478,1412,994,2348,2007,1275,1876,"Melbourne city, Florida",30,1999,854,841,749,449,632,588,264,487,1082,1133,485,862,797,887,1037,461,431,437,506,504,636,408,417,1989,647,694,789,513,318,478,238,639,737,845,954,626,1035,770,968,471,557,497,389,691,616,439,620
"G12045000","2012","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",413864,209756,12756,12000,11617,6331,4388,2906,1923,5863,19890,18631,16993,16677,17037,14231,11841,3949,5528,2968,4338,6191,5496,4423,3779,204108,11984,9613,8995,4429,3615,2834,2893,8778,17759,17060,13777,12230,13543,13073,12778,6913,6273,3959,4185,9283,6343,7168,6623,"Miami city, Florida",105,4673,1859,2129,1875,1134,1134,1336,708,1253,2186,2588,2064,2685,1853,1752,1687,858,1161,918,990,1326,1195,823,976,4672,2319,1560,1481,1019,971,909,1031,1763,2171,2049,1937,1843,1556,1761,1905,1581,1287,790,960,1330,1464,1538,1344
"G12045025","2012","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",90579,46532,2826,1441,1215,1024,583,438,581,1905,4719,3589,4610,4876,4772,2972,2674,639,1283,791,683,1636,1091,1072,1112,44047,2934,2183,1852,688,826,37,297,1890,4306,3107,4257,3315,2952,2381,2471,1744,1172,655,1240,1596,1827,1036,1281,"Miami Beach city, Florida",41,2222,948,600,593,659,363,345,408,741,1365,978,1051,1135,1104,872,948,286,445,525,316,524,423,464,505,2219,940,837,706,473,504,61,261,907,1313,800,1272,951,888,923,734,920,620,360,523,636,598,467,446
"G12045060","2012","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",110739,51250,3705,3605,3951,2720,1448,922,805,3049,3975,3409,2587,3933,2775,3728,2272,1693,1645,789,1218,1512,363,728,418,59489,3060,3642,3999,1949,1986,1617,1466,3052,4336,3114,3912,4445,4709,3012,4134,1427,1628,1068,1538,1830,1274,969,1322,"Miami Gardens city, Florida",65,2090,994,977,1196,730,537,641,586,954,1192,1116,850,934,787,1267,606,697,629,402,482,559,254,362,283,2087,1004,935,978,680,642,588,694,969,1222,748,905,1191,1090,852,899,511,671,446,668,719,582,455,587
"G12045975","2012","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",128737,60274,4639,3672,5908,3447,1914,772,1702,3486,3166,5025,5297,3568,4079,4118,3725,1197,1452,707,351,392,593,753,311,68463,3269,4016,3826,3629,2199,1695,897,2046,4863,4691,3666,7911,5730,6268,3360,1817,2060,412,394,2082,1628,1427,577,"Miramar city, Florida",44,2812,1655,1129,1528,969,880,568,881,2017,1433,1345,1659,1331,869,1381,1105,739,659,411,225,243,378,625,468,2812,1263,1322,981,1074,1206,870,457,798,1376,1265,1234,1878,1472,1812,758,958,666,281,291,1288,653,1146,593
"G12053000","2012","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",249525,116126,10544,8642,7370,2695,2915,2505,1833,6233,12751,8404,10393,9255,8567,5596,5095,1629,2486,1692,1106,2821,1833,916,845,133399,7622,8243,7870,4493,2295,2030,1952,7904,15397,13617,11836,9839,8551,6398,6320,1376,3827,2214,2710,2460,2512,1906,2027,"Orlando city, Florida",119,3862,1517,2371,1702,811,822,1204,989,1694,2288,1331,1699,1384,1418,1237,1122,513,677,958,508,876,536,390,424,3867,1462,1781,1545,1299,910,912,821,1458,2439,1622,2196,1996,1554,1140,1268,533,1002,765,766,671,1001,615,591
"G12054000","2012","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",104136,47435,2682,3454,2888,2183,1825,350,244,1895,2117,3002,3000,2490,3496,2852,3891,1462,1218,977,1432,2507,1325,1277,868,56701,2777,2985,4525,2601,1040,362,554,1704,2173,3421,3521,3030,4031,5949,3652,1553,2175,981,1425,3157,1760,1359,1966,"Palm Bay city, Florida",48,2506,938,1302,828,769,986,304,311,960,899,1289,1289,822,1151,804,983,712,661,378,577,1056,524,530,425,2502,938,944,1323,572,544,279,464,794,817,1070,1190,908,1369,1285,954,639,922,504,548,811,671,773,821
"G12054200","2012","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",79980,36924,1625,3027,1942,1451,875,991,257,551,1382,1673,2125,1925,1913,2674,2863,582,2015,1366,1135,3197,1848,918,589,43056,2024,2147,2707,1800,1211,384,592,1222,1706,2185,2609,2016,2489,2925,2783,2193,1784,1689,995,3329,1749,1080,1437,"Palm Coast city, Florida",2266,1579,393,752,699,253,468,313,294,381,324,438,785,846,389,746,773,389,620,572,464,899,641,438,368,1520,262,610,927,605,687,253,362,404,432,776,746,661,202,460,781,870,618,643,480,961,619,494,680
"G12055775","2012","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",160292,76521,3726,5378,6253,2650,1898,1365,1496,3397,5435,3406,4670,6097,6945,6307,2896,1580,2857,1467,2106,1563,1701,1528,1800,83771,4133,4097,5298,3086,2023,1075,717,3101,3964,6426,5368,6772,8043,5821,4516,1769,3167,1793,2458,3067,2926,2421,1730,"Pembroke Pines city, Florida",61,2613,1241,1311,1552,1082,755,820,674,1151,1359,1024,1166,1374,1803,1421,753,618,937,649,849,601,824,685,960,2606,1116,1172,1218,924,743,766,434,1105,1052,1243,1407,1483,1493,1304,1130,711,975,852,1074,911,1008,958,959
"G12056825","2012","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",69219,34822,2120,2843,3532,2411,1541,724,955,692,1311,2847,3125,2539,1998,1688,1911,777,800,397,726,706,691,340,148,34397,3103,2382,2659,1524,765,919,611,1148,2169,2434,1925,3016,1977,2089,1608,1506,503,395,706,1310,361,795,492,"Pine Hills CDP, Florida",7012,4158,819,1067,1597,841,677,541,636,429,669,1413,944,940,744,848,610,496,563,315,466,356,530,214,140,4044,942,882,1181,663,537,655,505,605,936,847,730,1005,685,566,672,976,307,244,338,537,232,518,453
"G12057425","2012","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",88019,42696,2380,3217,2643,1767,424,230,658,1502,2964,3177,2101,3275,3695,3267,3243,869,1076,512,1165,1392,1402,700,1037,45323,1587,2185,2214,2166,631,117,202,1690,3164,4838,2498,3328,3751,3351,3142,1116,1675,861,1875,1318,1371,728,1515,"Plantation city, Florida",35,1872,919,1015,818,618,246,235,464,638,1117,845,771,968,1131,881,884,487,472,343,471,556,684,483,423,1872,638,869,876,706,492,129,186,748,906,1117,870,997,979,886,747,421,620,435,864,445,535,416,689
"G12058050","2012","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",102968,54494,2882,2635,2698,1214,1563,479,537,2375,4498,3647,4182,3949,4360,3826,3695,2213,2065,749,1748,1384,1450,1314,1031,48474,3386,3235,1877,626,1341,689,402,1433,2971,3408,3409,3432,3110,3335,3369,991,1176,1270,1128,1723,1732,2371,2060,"Pompano Beach city, Florida",61,2493,899,939,790,540,498,367,403,1042,1299,981,1155,1494,968,1081,901,771,804,338,604,508,571,478,464,2492,969,1132,957,312,614,502,340,734,761,1088,917,890,854,1050,812,595,525,589,438,558,533,896,629
"G12058715","2012","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",168718,81988,5527,4927,7302,3188,2185,787,1116,2568,5476,4641,5903,5459,4553,5871,4185,2195,2289,2397,3054,2904,3052,1900,509,86730,5879,5188,6250,3864,980,945,246,3689,5016,4953,5430,5400,6204,6583,5565,2469,2801,2281,3195,2737,3374,1584,2097,"Port St. Lucie city, Florida",32,2437,864,1776,1569,1045,873,831,735,939,1277,916,1835,1496,881,989,1152,1408,718,833,1066,769,943,982,341,2435,840,1325,1499,1111,738,767,266,1287,979,867,1396,1327,845,1070,1342,1015,900,819,857,869,1230,704,756
"G12060950","2012","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",79420,40470,3853,3498,2808,1095,954,105,393,1451,3037,3390,3149,3461,2723,2812,2801,802,983,548,180,940,941,496,50,38950,3607,2862,2359,887,1156,137,164,1981,2292,3648,2960,2558,3055,3141,2822,471,1125,454,826,819,940,382,304,"Riverview CDP, Florida",7272,4212,1136,1142,940,503,438,183,396,743,1398,1325,926,1121,705,975,889,461,484,390,169,478,527,282,83,3928,1403,1156,829,336,467,173,174,792,792,1026,998,717,772,1012,881,243,454,295,459,462,501,223,269
"G12063000","2012","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",246533,120515,7222,5718,5447,3959,2833,2600,2004,5171,9513,7700,6777,8159,9073,8914,9324,3266,4057,3145,3931,3977,3211,2253,2261,126018,6007,5779,6240,4503,2718,1902,2126,4954,8188,6711,8680,8410,8686,9607,9392,3812,4943,4090,3431,5013,4015,2896,3915,"St. Petersburg city, Florida",48,2647,1067,1160,1106,932,753,844,952,1140,1401,1494,1366,1348,1103,1077,1259,768,837,751,776,706,784,662,582,2641,1230,1021,1122,721,796,735,726,961,1282,1124,1457,1179,1109,1154,1134,1031,973,826,684,660,924,682,917
"G12068350","2012","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",101269,47902,2644,3337,2265,2090,1769,808,971,1073,2109,2465,2684,2816,3389,3917,2734,901,1674,906,1958,3287,1591,1120,1394,53367,2619,3687,2592,1924,1493,354,763,1139,3004,2614,3340,2653,3259,3251,4106,1347,1886,1677,2200,2782,2835,1737,2105,"Spring Hill CDP, Florida",4899,2704,629,920,692,573,594,414,643,520,598,473,935,938,869,609,693,373,553,437,610,757,560,429,491,2825,397,854,800,506,640,283,429,467,631,454,864,798,739,686,814,723,646,636,567,643,760,546,772
"G12069700","2012","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",88859,38985,3460,2611,2995,1009,758,793,59,1373,2842,3575,3265,2641,3163,2955,1539,617,1021,783,894,1065,692,473,402,49874,2693,2441,2422,1956,998,514,1520,1456,4353,3541,2861,3463,4189,3486,2716,1079,1885,678,1056,1378,1413,1284,2492,"Sunrise city, Florida",66,1927,1016,938,891,574,427,458,99,633,1001,1079,980,917,894,861,524,436,511,437,420,496,469,281,272,1928,929,860,1050,763,574,326,783,580,1374,965,871,943,941,838,901,417,622,375,422,680,750,429,850
"G12070600","2012","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",186977,89040,4937,5389,3735,2842,6588,5002,5767,8879,8895,7201,4880,4319,3869,3896,3539,980,1717,1027,1198,1733,1045,895,707,97937,4366,4160,3978,2248,9392,5197,5430,11043,9242,6189,4647,5384,4996,4940,4562,1682,1483,1425,1554,1670,1350,1339,1660,"Tallahassee city, Florida",40,1959,963,1030,1032,594,1330,1632,2242,2125,920,956,924,746,619,753,610,494,488,416,369,414,315,436,445,1959,802,1139,942,617,801,1672,1730,2138,856,892,869,999,812,818,818,559,539,517,469,497,415,490,546
"G12071000","2012","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",347650,169497,10642,12416,9609,6345,6237,4034,3367,7490,16281,11699,12294,11373,11370,12933,9550,3227,4952,2520,2616,4360,2684,2071,1427,178153,11053,8765,12687,6002,7213,2039,3495,8578,16882,11707,10959,11984,13086,12223,10254,4494,4440,2399,3376,4688,4640,3432,3757,"Tampa city, Florida",60,3755,1580,1592,1510,1165,1188,1006,933,1420,2038,1352,1436,1647,1379,1457,1311,673,1111,701,649,969,600,621,536,3756,1572,1644,1912,1019,1134,625,1033,1336,2130,1445,1570,1383,1476,1562,1401,933,854,732,716,953,951,693,868
"G12072145","2012","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",81597,42213,2531,3142,2962,1816,501,880,680,1447,3439,2795,3900,3292,3126,3023,1953,855,1205,782,544,1632,794,719,195,39384,1342,1755,2308,1625,474,529,262,1078,4102,3695,2618,3324,2861,3082,2923,779,1091,653,929,1277,751,1131,795,"Town 'n' Country CDP, Florida",7435,4618,883,1270,898,834,421,512,713,971,1438,789,1245,1143,872,1033,688,368,568,390,242,783,425,383,181,3979,656,666,814,583,313,398,227,584,1218,1109,1043,908,943,1031,1012,453,428,421,347,537,317,510,539
"G12076582","2012","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",67645,32200,1935,2046,3132,1909,964,714,1202,91,853,1243,2456,3281,2758,4340,1162,636,1106,274,704,405,205,385,399,35445,2807,2352,4457,2014,487,464,483,1357,972,1547,3522,3531,3837,2319,1431,295,765,1017,271,550,341,503,123,"Weston city, Florida",31,1924,864,945,938,716,840,605,784,156,543,581,990,1196,919,1342,462,406,527,244,474,301,193,419,293,1928,896,1063,1581,707,347,460,349,802,496,638,1365,1452,1002,828,529,261,497,677,216,374,432,326,119
"G12076600","2012","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",101910,49206,3287,2424,2100,1411,1598,599,381,1337,4203,3750,4094,2799,3582,2934,3325,1556,1999,1309,1280,1953,1452,812,1021,52704,2964,3063,1640,1354,1659,561,891,2458,4161,5437,2368,3121,2759,3806,3271,1593,2001,1157,1587,1672,1452,1101,2628,"West Palm Beach city, Florida",40,2537,1142,915,771,620,871,531,363,603,1332,963,1175,936,1007,843,1061,570,728,405,508,768,511,357,467,2535,983,983,794,817,857,377,613,904,1231,1477,793,931,841,1095,823,574,753,426,609,712,522,566,905
"G13001052","2012","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",79150,37199,3211,3028,2810,1758,1556,1117,446,1607,2668,2381,2068,2605,2146,2096,1954,674,1309,492,912,750,631,502,478,41951,2955,2753,2468,1638,1707,904,1063,1971,3150,2830,2569,2315,2373,2853,2521,638,1411,319,1223,1263,1001,747,1279,"Albany city, Georgia",2785,1517,512,1011,812,163,399,398,262,515,230,577,733,733,296,290,521,323,457,238,302,276,312,350,250,1622,495,862,750,241,317,427,530,622,327,293,668,623,324,299,554,304,474,197,458,389,347,284,420
"G13003440","2012","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",118866,55528,2909,3105,2304,1376,3956,3022,3862,6019,5523,4113,3264,3037,2591,2182,1849,1150,1039,689,873,1054,746,436,429,63338,4140,2996,3077,1173,7227,4456,4092,3940,5344,3960,2746,3482,2489,2992,2416,716,1642,931,1525,1225,1050,893,826,"Athens-Clarke County unified government (balance), Georgia",395,654,254,562,496,328,1004,1397,1287,2074,417,607,702,817,316,52,530,436,393,245,322,397,263,227,252,665,239,661,633,281,1059,1245,1301,1045,470,381,729,829,366,354,414,301,372,325,479,430,341,327,316
"G13004000","2012","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",443768,223655,14938,10031,11975,4529,9399,5036,6112,13818,24578,21189,18453,17676,13726,13052,11051,3735,6339,2853,3176,5299,2748,2278,1664,220113,13640,9990,10172,6241,9413,4312,5806,12468,22219,22407,16038,15023,12002,12480,11804,4676,7006,2840,3822,5851,4139,3716,4048,"Atlanta city, Georgia",50,3988,1686,1576,1568,976,1280,1366,1589,2026,2381,1972,2367,2388,1803,1602,1410,761,1120,748,648,821,735,622,519,3987,2158,1396,1763,1082,1166,1156,1631,1847,1777,1990,1733,1608,1507,2019,1489,922,1364,669,702,870,733,872,1032
"G13004204","2012","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",197696,96043,7390,6356,6589,3884,4029,2248,2924,3628,8473,6881,4862,5981,5753,6492,5692,1768,2999,1735,1856,2701,1818,1065,919,101653,7237,6679,6441,3527,2592,1295,1824,5741,8568,7156,6079,5341,6245,6961,6584,2945,2628,2045,2816,2780,2655,1839,1675,"Augusta-Richmond County consolidated government (balance), Georgia",1434,968,306,1268,1275,246,937,1151,1110,1153,487,274,878,819,347,367,773,637,703,601,545,611,421,363,325,1044,423,1026,906,228,116,777,714,910,502,373,1103,1129,251,320,853,758,611,641,638,575,578,450,551
