GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHP5E001,AHP5E002,AHP5E003,AHP5E004,AHP5E005,AHP5E006,AHP5E007,AHP5E008,AHP5E009,AHP5E010,AHP5E011,AHP5E012,AHP5E013,AHP5E014,AHP5E015,AHP5E016,AHP5E017,AHP5E018,AHP5E019,AHP5E020,AHP5E021,AHP5E022,AHP5E023,AHP5E024,AHP5E025,AHP5E026,AHP5E027,NAME_M,AHP5M001,AHP5M002,AHP5M003,AHP5M004,AHP5M005,AHP5M006,AHP5M007,AHP5M008,AHP5M009,AHP5M010,AHP5M011,AHP5M012,AHP5M013,AHP5M014,AHP5M015,AHP5M016,AHP5M017,AHP5M018,AHP5M019,AHP5M020,AHP5M021,AHP5M022,AHP5M023,AHP5M024,AHP5M025,AHP5M026,AHP5M027
"G32051800","2017","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",43238,315,260,100,42,0,54,28,394,103,227,258,332,516,1603,1788,4801,4448,11923,9232,5863,452,223,90,0,0,186,"North Las Vegas city, Nevada",2659,255,171,131,70,211,93,46,442,122,167,208,229,326,612,731,1060,1127,1379,1310,1122,247,168,147,211,211,150
"G32054600","2017","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",36220,271,26,241,324,76,0,0,258,159,542,260,438,758,2251,1149,2196,4114,8521,6498,5047,1465,987,253,28,30,328,"Paradise CDP, Nevada",2164,188,42,183,230,90,211,211,213,160,308,171,273,460,691,438,579,880,1318,1306,924,565,380,166,47,50,235
"G32060600","2017","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",48937,683,97,326,417,0,176,41,257,652,149,227,332,64,856,1368,1361,1708,4932,7213,12565,8745,5049,925,570,224,0,"Reno city, Nevada",2554,378,115,248,252,211,146,69,172,416,146,187,248,104,525,629,503,703,1061,1132,1580,1478,884,392,218,279,211
"G32068400","2017","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",21726,166,0,54,0,0,0,0,253,0,0,134,319,37,231,582,1157,376,2887,4257,7077,2536,1240,104,93,0,223,"Sparks city, Nevada",1884,168,211,86,211,211,211,211,240,211,211,121,334,62,199,313,665,261,815,1053,1003,593,461,125,76,211,220
"G32068585","2017","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",38745,814,278,39,158,140,139,0,159,39,118,114,655,517,1506,1301,2017,1754,7110,7957,8756,2202,2297,244,62,264,105,"Spring Valley CDP, Nevada",2308,356,257,65,154,137,132,211,212,66,114,135,315,269,615,661,644,593,1315,1533,1715,662,645,175,107,239,130
"G32071400","2017","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",33365,1475,247,647,591,191,315,76,669,459,419,715,433,770,3061,3016,4878,4643,5324,2076,2178,589,436,80,0,37,40,"Sunrise Manor CDP, Nevada",2180,527,182,353,370,162,263,130,372,255,270,352,309,442,757,694,957,1165,1091,640,508,346,334,98,211,60,66
"G33045140","2017","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2017","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2017","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2017","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34013690","2017","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2017","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2017","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2017","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",30970,0,0,0,49,0,0,26,275,0,111,342,159,71,411,219,639,379,2609,4061,7681,4445,4974,2661,1281,353,224,"Jersey City city, New Jersey",2428,206,206,206,82,206,206,42,322,206,105,264,127,87,260,279,350,289,742,1017,1474,1062,1032,693,427,264,223
"G34051000","2017","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",24896,853,286,117,0,57,0,60,0,140,0,194,0,253,2725,800,2858,1774,3330,3767,3926,1880,1331,321,0,0,224,"Newark city, New Jersey",2091,422,365,100,206,95,206,107,206,165,206,138,206,223,885,436,871,665,929,1102,1156,718,548,236,206,206,263
"G34056550","2017","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2017","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2017","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2017","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074630","2017","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2017","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",134243,2492,428,1162,818,216,611,46,267,631,661,1459,1872,2140,10938,12775,18452,13869,23283,14527,14727,5972,4319,1653,450,180,295,"Albuquerque city, New Mexico",3663,900,255,551,382,210,511,76,176,358,543,807,786,872,1536,1909,2000,1720,2637,1809,1688,995,1038,630,363,188,239
"G35039380","2017","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",22035,469,501,141,256,284,59,34,419,149,660,592,582,531,3515,3707,2613,2394,1988,1199,1485,261,196,0,0,0,0,"Las Cruces city, New Mexico",1996,377,474,178,328,365,107,60,352,143,375,390,375,340,1017,994,756,1002,719,861,923,285,237,201,201,201,201
"G35063460","2017","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2017","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",20690,250,458,345,45,369,0,0,46,21,39,133,85,229,675,219,842,1521,3323,2646,4078,1641,2021,709,284,371,340,"Santa Fe city, New Mexico",1340,296,408,224,76,273,201,201,75,38,67,134,106,204,402,152,378,697,699,811,729,657,547,333,159,215,203
"G36001000","2017","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36008026","2017","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brentwood CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2017","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",45323,530,430,455,1220,444,1164,1628,2615,3127,4774,3441,2202,2315,5067,2295,2800,1754,2764,2203,1559,1009,1081,178,98,36,134,"Buffalo city, New York",2763,276,323,288,482,220,440,684,648,862,987,800,635,821,1193,603,786,536,684,671,392,411,536,156,160,60,132
"G36015000","2017","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",21383,38,103,61,103,177,118,110,141,479,655,1298,1599,1975,6937,3313,2394,694,738,37,118,0,180,78,37,0,0,"Cheektowaga CDP, New York",1571,63,128,73,83,173,143,105,105,283,307,463,513,544,1031,714,562,311,345,63,97,200,161,91,61,200,200
"G36049121","2017","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2017","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2017","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",1031793,8919,1580,1461,3733,2502,3068,1242,4099,4000,2456,2010,2632,2243,13150,6746,14407,10934,32848,33923,107138,137028,273498,151842,101902,37544,70888,"New York city, New York",12212,1191,642,580,1198,1001,1642,666,1064,910,776,582,898,829,1795,1272,1931,1537,2333,2440,5202,5347,7031,5259,6333,3671,4481
"G36063000","2017","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",34279,141,64,285,581,968,1256,527,2497,2559,5111,2595,2356,3621,3775,1735,2109,345,1111,748,716,470,336,288,85,0,0,"Rochester city, New York",2317,145,82,162,322,402,412,258,744,629,1046,626,734,787,799,507,630,190,479,326,270,396,217,165,101,200,200
"G36065508","2017","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2017","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",19959,113,0,39,114,170,43,364,1342,1803,1839,2052,2088,1489,2537,2068,1393,557,750,406,347,156,162,77,50,0,0,"Syracuse city, New York",1464,116,200,67,134,128,75,236,433,400,621,577,532,537,551,559,468,280,337,201,206,154,148,95,82,200,200
"G36084000","2017","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",33483,112,0,0,0,111,173,0,186,0,106,127,768,160,2428,1277,1976,534,1418,1121,4234,6870,9053,2052,570,123,84,"Yonkers city, New York",2343,140,200,200,200,186,174,200,217,200,127,127,481,163,589,487,587,407,560,453,1054,1260,1499,723,398,138,103
"G37002140","2017","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",21766,390,0,52,0,0,0,0,109,66,0,337,101,0,983,1587,1499,2049,2934,2279,4156,2101,1707,618,520,46,232,"Asheville city, North Carolina",1748,292,207,85,207,207,207,207,173,112,207,302,121,207,567,727,637,888,740,681,946,482,563,341,356,76,222
"G37010740","2017","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2017","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",176387,779,846,211,197,38,327,335,919,1096,2088,2629,3384,5627,15462,16735,19027,12431,19516,15779,19145,14423,13928,5691,3160,1428,1186,"Charlotte city, North Carolina",4581,338,513,186,150,63,273,257,473,461,731,799,966,1142,1840,1644,2465,1585,2089,1847,1928,1838,1656,988,694,506,442
"G37014100","2017","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",23157,219,282,0,0,114,0,0,476,274,561,76,365,206,1818,2931,1869,1621,3112,3421,3743,1070,792,207,0,0,0,"Concord city, North Carolina",1918,189,240,207,207,184,207,207,404,246,469,95,263,150,561,710,565,568,1001,792,960,482,435,205,207,207,207
"G37019000","2017","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",52616,75,230,219,38,75,0,0,203,92,543,332,1039,402,2800,5034,4411,5234,9263,8317,7489,3476,2635,484,56,98,71,"Durham city, North Carolina",2259,128,241,216,63,122,207,207,177,159,364,245,480,277,957,1088,1007,1423,1379,1402,1099,793,857,259,93,117,116
"G37022920","2017","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",36909,345,86,138,158,173,102,63,419,709,1238,2476,3580,3015,4482,4953,3538,3044,2552,2582,1721,465,637,177,79,73,104,"Fayetteville city, North Carolina",1804,276,76,167,180,177,119,73,242,371,428,696,821,782,887,966,838,683,708,745,511,235,292,255,125,86,123
"G37025580","2017","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",15732,52,96,92,94,99,58,0,430,1127,239,282,1125,751,1844,1600,2350,1197,1579,1047,1003,159,276,232,0,0,0,"Gastonia city, North Carolina",1403,87,85,113,114,131,97,207,341,607,175,200,579,397,657,477,621,409,423,350,370,151,176,181,207,207,207
"G37028000","2017","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",58249,298,427,212,0,134,0,0,1114,1048,1983,1886,3085,4394,5729,7162,5901,4100,6376,4739,3757,2666,1735,950,361,91,101,"Greensboro city, North Carolina",3338,386,405,255,207,219,207,207,529,438,717,700,765,1040,1210,1407,999,929,1106,805,766,659,505,520,242,109,121
"G37028080","2017","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37031400","2017","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",23047,0,0,39,118,59,237,52,165,579,1329,484,1866,1290,2203,3959,2368,1630,3180,1598,1319,366,80,126,0,0,0,"High Point city, North Carolina",1808,207,207,66,128,98,253,85,137,266,576,271,632,606,659,1153,641,510,708,486,476,244,95,129,207,207,207
"G37034200","2017","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2017","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",98051,359,346,664,0,161,330,49,436,232,173,799,492,1233,5343,6835,12109,8333,14028,12052,12430,8139,8921,2765,1314,346,162,"Raleigh city, North Carolina",3623,363,311,471,207,190,434,89,443,196,173,486,359,612,1419,1584,2261,1694,2289,1823,1588,1232,1537,794,541,249,160
"G37074440","2017","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",24216,309,62,0,93,60,0,0,387,50,31,446,315,553,1759,2439,1300,1095,3247,2415,3797,1942,2144,1206,389,177,0,"Wilmington city, North Carolina",1995,244,102,207,112,99,207,207,595,84,52,311,263,442,725,880,585,408,930,633,1044,540,728,486,273,215,207
"G37075000","2017","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",50294,510,110,269,480,274,471,199,630,1618,2048,2163,1862,2670,6194,6645,7433,2684,3524,2292,3714,1412,2470,317,222,49,34,"Winston-Salem city, North Carolina",2750,416,156,186,278,199,263,163,280,637,786,757,612,779,1022,1098,1433,858,807,548,911,469,536,209,155,81,60
"G38007200","2017","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",19901,379,58,66,238,90,161,57,114,352,362,0,358,146,708,537,1183,1398,3952,3154,4734,1001,715,88,0,0,50,"Bismarck city, North Dakota",1488,235,93,106,158,163,162,92,137,296,360,161,308,173,337,353,473,702,851,693,898,418,265,104,161,161,84
"G38025700","2017","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",25318,138,176,115,151,0,124,42,0,0,198,66,240,600,1898,2190,2893,2741,4080,3931,3790,1071,815,0,0,0,59,"Fargo city, North Dakota",1723,135,124,143,147,161,198,75,161,161,243,83,176,507,722,947,830,844,1069,1010,1107,599,544,161,161,161,97
"G39001000","2017","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",43318,522,198,185,252,640,1061,920,3083,3849,6045,4199,4458,2699,5508,1898,2388,1477,1513,884,809,280,398,0,0,0,52,"Akron city, Ohio",2431,286,115,134,222,349,426,460,832,832,1094,1010,1050,889,1215,705,655,566,504,407,369,199,210,193,193,193,88
"G39012000","2017","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",13668,73,140,297,146,463,287,232,1405,1704,1434,1538,670,1167,1209,1420,528,320,268,90,219,0,36,0,0,0,22,"Canton city, Ohio",1599,91,162,256,125,239,189,209,586,551,646,648,314,486,500,525,394,212,245,142,220,193,58,193,193,193,36
"G39015000","2017","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",52165,258,89,100,522,753,572,591,949,1728,1466,2713,2607,2357,7065,5959,3495,2712,5593,3257,3481,2406,2095,940,390,0,67,"Cincinnati city, Ohio",2520,157,102,126,303,498,348,268,432,639,479,763,696,552,1274,1216,750,692,1067,727,746,664,508,519,245,193,111
"G39016000","2017","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",69387,2784,1228,792,1647,2144,3428,1755,5389,7297,8118,6358,5516,4522,6309,3424,2937,1456,1255,574,878,271,647,230,202,53,173,"Cleveland city, Ohio",3021,803,461,337,600,582,761,577,1032,1204,989,1054,980,848,963,741,775,449,376,275,402,160,249,170,205,90,186
"G39018000","2017","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",158816,1317,521,517,626,799,863,1165,3445,4932,5903,5990,6880,6903,17076,21248,22325,13618,17806,12063,8700,2954,1799,576,422,82,286,"Columbus city, Ohio",4931,572,376,351,357,396,397,482,776,1182,1121,1290,1325,923,1981,2566,2790,2137,1983,1482,986,621,553,307,319,137,273
"G39021000","2017","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",25256,339,205,565,737,875,1946,1352,2770,2660,2989,2358,1573,612,1346,1745,811,591,1089,426,136,71,60,0,0,0,0,"Dayton city, Ohio",1760,176,233,355,375,433,699,515,753,802,711,683,489,302,413,750,337,471,498,293,140,116,102,193,193,193,193
"G39044856","2017","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",13891,0,165,0,228,311,318,74,781,1150,1511,1842,982,834,1546,654,383,415,1609,320,507,37,31,53,40,0,100,"Lorain city, Ohio",1238,193,228,193,209,292,222,94,401,407,436,594,429,376,549,367,275,322,721,258,305,65,51,90,66,193,127
"G39061000","2017","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2017","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",59945,1061,1480,1206,2409,1714,1820,1511,3817,4951,4940,5998,4663,3796,7658,4920,4009,1234,1113,602,435,103,104,175,90,87,49,"Toledo city, Ohio",2907,434,635,452,667,576,487,570,824,1005,1031,1318,985,850,1106,859,985,387,424,326,199,112,102,170,107,102,82
"G39088000","2017","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",14249,1551,780,1122,961,756,1088,690,1301,1731,1001,1348,594,338,331,220,137,83,25,41,83,0,0,0,0,0,68,"Youngstown city, Ohio",1214,473,415,430,397,388,358,296,361,510,346,511,323,172,230,217,130,102,42,67,105,193,193,193,193,193,80
"G40009050","2017","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",29515,187,225,245,25,40,147,33,126,105,335,272,455,911,3153,5081,4694,3389,3693,2695,2208,288,601,297,109,0,201,"Broken Arrow city, Oklahoma",1182,134,137,162,43,66,142,55,110,104,194,163,185,392,538,662,745,583,508,559,476,189,236,219,128,161,177
"G40023200","2017","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmond city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G40041850","2017","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",15559,234,48,0,108,115,143,112,718,319,596,1288,1058,1059,2419,1564,1647,835,988,600,851,164,395,184,41,0,73,"Lawton city, Oklahoma",1341,255,80,161,169,185,196,100,437,202,324,491,346,446,810,567,584,435,470,356,419,195,401,266,69,161,91
"G40052500","2017","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",23705,209,166,69,0,93,136,0,0,140,400,327,339,1271,2872,2424,3423,2182,3370,2126,2040,898,763,178,200,0,79,"Norman city, Oklahoma",1900,220,193,80,161,106,176,161,161,172,306,182,214,583,835,827,898,840,699,649,663,371,398,184,185,161,93
"G40055000","2017","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",141657,1395,544,478,629,1637,1678,1076,3516,4076,6448,5843,5058,5053,13039,14001,19423,10807,16482,10243,9310,5524,3300,923,659,48,467,"Oklahoma City city, Oklahoma",3221,497,285,275,307,517,616,396,792,980,1193,1133,1091,805,1424,1638,1818,1274,1726,1358,1345,1306,656,357,285,83,219
"G40075000","2017","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",83250,587,604,538,655,465,1061,851,1894,2578,3984,3206,5007,4347,11115,8045,8130,4938,7059,4640,6409,2467,2601,1334,401,109,225,"Tulsa city, Oklahoma",2214,253,294,208,258,234,362,275,399,600,716,509,794,773,1214,849,1075,731,946,791,942,488,499,368,227,110,147
"G41005350","2017","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41005800","2017","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41023850","2017","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",34244,304,421,162,637,0,107,316,130,42,79,230,85,272,761,499,1796,1718,5809,6467,7487,3036,3262,481,143,0,0,"Eugene city, Oregon",2055,258,326,174,478,207,147,254,164,70,131,212,101,252,468,316,661,678,1410,1079,1236,756,749,287,136,207,207
