GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AN8XE001,AN8XE002,AN8XE003,AN8XE004,AN8XE005,AN8XE006,AN8XE007,AN8XE008,AN8XE009,AN8XE010,AN8XE011,AN8XE012,AN8XE013,AN8XE014,AN8XE015,AN8XE016,AN8XE017,AN8XE018,AN8XE019,AN8XE020,AN8XE021,AN8XE022,AN8XE023,AN8XE024,AN8XE025,AN8XE026,AN8XE027,NAME_M,AN8XM001,AN8XM002,AN8XM003,AN8XM004,AN8XM005,AN8XM006,AN8XM007,AN8XM008,AN8XM009,AN8XM010,AN8XM011,AN8XM012,AN8XM013,AN8XM014,AN8XM015,AN8XM016,AN8XM017,AN8XM018,AN8XM019,AN8XM020,AN8XM021,AN8XM022,AN8XM023,AN8XM024,AN8XM025,AN8XM026,AN8XM027
"G31037000","2021","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"1600000US3137000","3137000","Omaha city, Nebraska",117404,1173,712,677,309,95,1251,133,915,912,1261,1610,2240,2142,7801,7500,13998,11207,20059,13635,15423,6687,5179,1359,665,241,220,"Omaha city, Nebraska",3271,453,419,387,201,113,493,127,492,591,453,509,769,624,1271,1258,1852,1588,1958,1628,1760,1424,1108,562,276,192,145
"G32023770","2021","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"1600000US3223770","3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2021","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"1600000US3231900","3231900","Henderson city, Nevada",80562,816,0,116,204,234,139,402,405,37,51,0,224,0,43,268,1055,842,4214,4726,22533,18679,18959,2887,1854,1072,802,"Henderson city, Nevada",3463,468,221,112,216,279,136,400,474,62,86,221,260,221,71,174,652,443,1104,1106,2639,1869,1787,817,786,564,552
"G32040000","2021","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"1600000US3240000","3240000","Las Vegas city, Nevada",138677,1719,265,280,209,335,757,355,388,277,119,58,195,101,1823,1690,2995,2526,12189,18976,38598,22732,22097,5561,2223,1117,1092,"Las Vegas city, Nevada",4855,549,206,389,170,181,382,347,234,244,118,65,271,121,633,683,854,771,1589,2138,2843,2027,2791,1052,740,409,425
"G32051800","2021","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"1600000US3251800","3251800","North Las Vegas city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Las Vegas city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32054600","2021","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"1600000US3254600","3254600","Paradise CDP, Nevada",33900,494,47,63,642,115,0,0,186,0,29,388,158,205,660,677,2237,458,3494,3584,10170,5463,3154,762,439,271,204,"Paradise CDP, Nevada",2687,332,78,105,491,169,221,221,211,221,49,382,199,193,341,446,716,281,858,935,1624,1003,878,412,326,256,194
"G32060600","2021","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"1600000US3260600","3260600","Reno city, Nevada",54158,774,98,0,337,123,176,164,698,375,217,192,401,0,299,300,317,355,1391,2593,8962,13472,15001,4898,2554,75,386,"Reno city, Nevada",2733,508,163,221,266,159,150,213,436,196,221,211,263,221,219,307,241,258,486,723,1635,1602,1629,1104,800,126,307
"G32068400","2021","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"1600000US3268400","3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2021","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"1600000US3268585","3268585","Spring Valley CDP, Nevada",40227,125,235,124,269,110,113,258,157,55,184,180,117,66,443,937,548,755,2755,3838,10736,9105,6813,1466,418,196,224,"Spring Valley CDP, Nevada",2859,150,214,120,253,147,140,228,151,93,183,290,110,82,300,403,298,341,808,1125,1686,2022,1598,590,301,237,265
"G32071400","2021","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"1600000US3271400","3271400","Sunrise Manor CDP, Nevada",34333,1662,514,563,538,512,214,282,700,377,50,223,215,75,585,881,1161,1709,5027,7498,8441,1139,1556,217,40,154,0,"Sunrise Manor CDP, Nevada",2399,704,333,273,345,306,134,272,430,330,85,205,183,122,288,533,475,693,952,1308,1379,449,570,179,66,251,221
"G33045140","2021","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"1600000US3345140","3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2021","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"1600000US3350260","3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2021","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"1600000US3403580","3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2021","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"1600000US3410000","3410000","Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34013690","2021","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"1600000US3413690","3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2021","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"1600000US3419390","3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2021","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"1600000US3421000","3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2021","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"1600000US3436000","3436000","Jersey City city, New Jersey",34358,276,163,0,0,0,383,97,21,82,0,134,96,0,108,98,201,360,831,1985,6603,6567,9528,3684,1853,935,353,"Jersey City city, New Jersey",2755,227,202,222,222,222,370,165,38,137,222,135,158,222,147,159,194,246,490,840,1735,1707,1823,1028,905,580,304
"G34038580","2021","NJ",,,"New Jersey","34",,,"Lakewood CDP","38580",,,,,,,,,,,,,,,,"1600000US3438580","3438580","Lakewood CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34051000","2021","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"1600000US3451000","3451000","Newark city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newark city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34056550","2021","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"1600000US3456550","3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2021","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"1600000US3457000","3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2021","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"1600000US3473110","3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2021","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"1600000US3474000","3474000","Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074630","2021","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"1600000US3474630","3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2021","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"1600000US3502000","3502000","Albuquerque city, New Mexico",147964,1637,1294,1557,960,1381,664,204,555,442,522,445,880,807,4473,4735,13566,13011,26174,22244,28588,13116,7751,1360,865,387,346,"Albuquerque city, New Mexico",3964,747,739,637,513,897,460,184,537,346,479,358,539,452,1119,1152,2051,1906,2823,2807,2461,1902,1320,659,615,337,274
"G35039380","2021","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"1600000US3539380","3539380","Las Cruces city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Cruces city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35063460","2021","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2021","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",27861,889,689,179,483,454,330,30,0,160,0,0,0,0,674,710,619,679,2138,2462,6887,3464,3447,1782,752,387,646,"Santa Fe city, New Mexico",1746,720,474,211,429,342,538,51,224,245,224,224,224,224,529,553,527,500,756,756,1274,918,801,519,423,267,396
"G36001000","2021","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36011000","2021","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",54108,1166,319,346,207,104,718,949,2550,1941,1782,2440,2539,1641,6141,3321,4292,2971,4870,3759,4923,2839,2891,449,551,299,100,"Buffalo city, New York",3119,617,251,284,191,185,451,570,958,925,655,1033,751,522,1433,973,1021,1006,1181,1168,943,763,899,350,446,360,170
"G36015000","2021","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheektowaga CDP, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36049121","2021","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2021","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2021","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",1085936,17412,3183,1694,4641,3682,4143,727,5069,4585,4643,2088,2474,3398,12566,3591,11018,9288,26176,31727,74757,88935,305870,214516,123739,49157,76857,"New York city, New York",14558,2709,1036,668,1451,1490,1285,447,1431,1351,1616,738,766,1022,2291,1170,1726,1642,3024,2840,4621,5511,8795,6901,6706,3659,5671
"G36063000","2021","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",38125,1006,93,118,220,267,391,450,1232,1317,3609,3539,2999,2143,4348,3033,4180,2086,2157,1268,1492,1058,200,545,63,93,218,"Rochester city, New York",2570,691,153,155,169,349,418,301,513,492,889,813,875,908,1069,933,1145,858,797,503,618,554,202,489,104,106,356
"G36065508","2021","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2021","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",27039,159,89,164,243,0,449,0,1241,870,1193,1537,2574,1966,3298,3838,3063,1617,2558,768,738,273,241,37,0,0,123,"Syracuse city, New York",1780,160,118,166,208,217,319,217,502,503,491,534,749,673,785,880,933,645,693,449,391,282,201,61,217,217,162
"G36084000","2021","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",40385,238,0,128,0,0,114,0,113,99,129,55,0,257,1804,700,1910,986,5166,3292,3865,5541,11311,3667,695,0,315,"Yonkers city, New York",3292,214,217,157,217,217,196,217,143,156,217,91,217,259,945,585,805,489,1314,1561,926,1420,1600,1158,505,217,251
"G37002140","2021","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37010740","2021","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2021","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",193930,2617,530,331,202,880,459,107,149,717,342,918,1133,1478,4508,3782,11248,9502,24839,25161,37714,21822,26781,7771,5753,3113,2073,"Charlotte city, North Carolina",5065,913,455,238,170,495,306,133,202,536,259,673,519,690,1109,1106,1993,1547,3053,3111,3349,2121,2615,1326,1411,971,688
"G37014100","2021","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37019000","2021","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37022920","2021","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",38079,610,48,126,327,116,0,192,443,390,1374,1134,1962,2173,4885,5225,4528,3229,4558,2809,2070,1083,401,184,94,37,81,"Fayetteville city, North Carolina",1693,376,76,170,254,136,224,191,266,220,510,418,586,565,917,973,937,832,876,592,660,484,259,190,112,60,134
"G37025580","2021","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gastonia city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37028000","2021","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",69834,593,939,438,802,0,82,301,190,344,1462,1998,2936,2945,4964,5946,8408,5711,8364,7068,7967,3402,4194,477,235,68,0,"Greensboro city, North Carolina",3593,484,520,388,674,224,101,345,158,231,749,840,940,1033,1130,1423,1778,1481,1648,1295,1457,841,911,293,163,56,224
"G37028080","2021","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37031400","2021","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",24359,223,91,258,92,128,54,26,328,113,460,1170,715,269,2109,2623,3173,1649,4359,1979,3525,465,326,95,92,0,37,"High Point city, North Carolina",2188,219,128,347,112,126,89,42,254,129,324,568,371,200,731,1141,942,575,980,598,792,293,216,114,155,224,60
"G37034200","2021","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2021","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",103367,1279,122,386,183,337,193,0,399,0,51,81,39,118,3379,2145,3679,5406,10123,14826,22216,14899,14499,5297,2150,1010,550,"Raleigh city, North Carolina",4422,800,163,476,176,408,145,224,421,224,87,90,64,189,1115,1015,1200,1757,2015,2288,2155,1665,1998,1275,761,537,323
"G37074440","2021","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",27455,227,358,85,0,194,0,0,99,63,71,199,56,222,0,427,1849,710,2944,4132,5988,3144,2940,1585,788,799,575,"Wilmington city, North Carolina",1867,209,504,140,224,199,224,224,96,110,117,215,92,252,224,458,776,438,1030,1127,1191,947,708,761,447,541,390
"G37075000","2021","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",56834,368,491,535,152,184,224,486,556,506,881,1899,953,1434,4492,4857,6211,4690,9089,5080,5969,2468,3012,1660,299,97,241,"Winston-Salem city, North Carolina",2429,334,258,288,187,244,270,354,259,357,577,678,478,642,1157,1342,1409,1321,1555,1160,1170,595,961,699,316,117,175
"G38007200","2021","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",20389,185,0,145,400,167,638,54,146,261,111,86,105,100,642,753,1078,700,4233,4081,3987,1199,1151,84,83,0,0,"Bismarck city, North Dakota",1286,128,170,184,258,182,404,89,182,229,196,142,142,166,519,423,616,344,1008,916,988,530,499,135,140,170,170
"G38025700","2021","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fargo city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39001000","2021","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",42714,261,266,24,308,267,549,1116,1335,3044,2764,3181,4672,2212,5364,3552,4226,1517,4107,885,1754,841,426,43,0,0,0,"Akron city, Ohio",2296,253,192,39,188,262,273,676,606,923,801,947,1206,603,1180,1024,1129,527,1058,415,644,403,249,81,204,204,204
"G39012000","2021","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",16922,52,402,181,553,453,349,649,1168,908,1770,1028,1144,1173,1851,1476,939,586,699,685,353,142,244,48,69,0,0,"Canton city, Ohio",2190,87,304,156,407,373,293,562,648,572,684,423,551,658,800,801,475,465,585,346,294,179,239,78,115,204,204
"G39015000","2021","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"1600000US3915000","3915000","Cincinnati city, Ohio",55411,738,633,396,61,161,219,300,511,663,1078,1811,1627,1247,6907,4901,4919,2499,6523,3905,6267,3577,3105,1419,1336,398,210,"Cincinnati city, Ohio",3248,482,557,516,67,130,201,269,332,395,472,766,746,541,1552,1198,1275,747,1206,850,1025,944,733,500,529,308,216
"G39016000","2021","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"1600000US3916000","3916000","Cleveland city, Ohio",67039,1339,1193,572,3271,1387,1804,719,5995,5728,6283,3400,5418,3547,7328,5140,4509,1658,3150,1350,1971,633,345,244,0,0,55,"Cleveland city, Ohio",3634,599,488,278,858,569,590,441,1295,1050,1263,740,1090,867,1382,1083,1039,348,793,625,669,427,227,210,204,204,94
"G39018000","2021","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"1600000US3918000","3918000","Columbus city, Ohio",175427,1406,715,1221,353,275,666,285,1228,2131,2525,3289,4003,4219,10298,10871,16932,14539,33232,25053,27706,6909,5129,1874,184,28,356,"Columbus city, Ohio",4952,588,353,506,328,352,452,230,563,745,866,895,993,1137,1696,1673,2418,2080,2952,2807,2902,1199,1036,603,174,45,335
"G39021000","2021","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"1600000US3921000","3921000","Dayton city, Ohio",27278,535,305,362,265,478,733,788,1569,2411,2616,2190,2781,1083,3016,2292,1349,836,2135,834,471,87,105,0,0,0,37,"Dayton city, Ohio",2550,281,281,249,209,256,431,338,580,675,738,742,1026,449,830,927,492,346,818,359,314,140,98,204,204,204,61
"G39044856","2021","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"1600000US3944856","3944856","Lorain city, Ohio",15723,223,76,76,0,154,0,189,489,454,1045,1231,1596,1168,2123,1458,1532,293,1407,840,733,475,161,0,0,0,0,"Lorain city, Ohio",1414,268,121,93,204,223,204,125,386,234,477,511,821,444,677,568,689,243,601,373,555,649,216,204,204,204,204
"G39061000","2021","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"1600000US3961000","3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2021","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"1600000US3977000","3977000","Toledo city, Ohio",67831,2501,1085,1135,2053,1136,1653,1319,2758,2860,3264,3447,6736,3923,9357,8438,5670,2892,2732,1923,1262,821,107,122,196,379,62,"Toledo city, Ohio",3175,911,537,497,824,520,646,424,1018,876,834,943,1537,936,1469,1618,1165,855,988,720,604,516,128,147,258,440,107
"G40009050","2021","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"1600000US4009050","4009050","Broken Arrow city, Oklahoma",32859,262,189,84,108,236,0,78,0,152,98,378,402,331,2049,2098,5236,3114,6938,4818,4354,791,572,397,0,103,71,"Broken Arrow city, Oklahoma",1468,178,132,101,155,169,172,127,172,111,117,268,227,223,513,537,899,504,923,786,870,328,270,218,172,120,116
"G40023200","2021","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"1600000US4023200","4023200","Edmond city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmond city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G40041850","2021","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"1600000US4041850","4041850","Lawton city, Oklahoma",14221,75,166,90,135,94,160,199,934,209,503,986,664,632,1984,1600,1038,848,1794,1008,839,35,0,0,228,0,0,"Lawton city, Oklahoma",1417,104,150,110,152,111,169,194,477,172,293,424,346,518,755,531,468,498,619,556,488,59,172,172,293,172,172
"G40052500","2021","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"1600000US4052500","4052500","Norman city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norman city, Oklahoma",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G40055000","2021","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"1600000US4055000","4055000","Oklahoma City city, Oklahoma",164470,2346,1369,1694,1507,639,811,749,1822,2528,3522,4265,5139,4781,10144,12351,19239,14687,24911,18511,18048,7369,5683,1255,373,50,677,"Oklahoma City city, Oklahoma",4767,823,799,751,732,418,397,336,493,857,887,1159,1158,1166,1604,1604,2510,2007,2679,1975,1998,1367,1067,472,300,82,578
"G40075000","2021","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"1600000US4075000","4075000","Tulsa city, Oklahoma",89307,892,569,890,545,860,726,508,1420,1969,3082,2340,4225,2540,9241,7795,8028,6351,10450,5599,9357,4187,4273,1686,1000,383,391,"Tulsa city, Oklahoma",2311,358,286,365,270,308,339,264,495,402,675,525,640,546,1067,1055,894,934,992,766,1039,755,741,413,312,218,216
"G41005350","2021","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"1600000US4105350","4105350","Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverton city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41005800","2021","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"1600000US4105800","4105800","Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bend city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G41023850","2021","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"1600000US4123850","4123850","Eugene city, Oregon",38201,370,56,141,55,0,370,168,332,41,357,168,223,55,238,48,580,505,1981,2823,11172,7978,7592,1970,825,43,110,"Eugene city, Oregon",2353,446,93,140,92,214,298,171,197,68,277,218,225,92,201,73,430,302,860,852,1546,1430,1339,731,440,71,138
