GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G12039925","2012","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",18547,89,0,189,188,238,1006,194,960,2170,2495,2128,2363,1074,1938,606,1220,643,358,150,215,95,106,122,0,"Lehigh Acres CDP, Florida",1544,93,211,164,150,210,469,187,337,671,865,562,675,427,537,291,527,602,228,106,109,98,135,129,211
"G12043975","2012","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",19927,725,316,241,145,134,63,148,564,1007,933,1235,2493,1983,2631,2363,1844,430,1038,453,581,410,190,0,0,"Melbourne city, Florida",1710,668,248,248,130,131,102,149,252,417,537,620,1065,674,847,847,634,265,442,321,342,277,175,211,211
"G12045000","2012","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",49688,200,55,220,182,231,157,164,1503,1051,1433,1499,2147,1407,3340,2525,6084,3621,7109,4302,4034,2552,2628,1275,1969,"Miami city, Florida",2718,172,93,231,180,295,139,144,583,414,645,608,713,604,824,710,1359,913,1342,1137,907,855,639,514,570
"G12045025","2012","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",15521,57,0,45,0,0,0,0,137,84,416,80,296,160,594,771,1333,677,947,1017,2125,1247,1754,1046,2735,"Miami Beach city, Florida",1716,96,211,74,211,211,211,211,166,99,448,131,203,156,444,397,540,347,365,425,693,461,521,428,647
"G12045060","2012","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",21544,149,181,122,75,372,174,340,290,808,1195,1745,1394,1659,4227,2593,2431,1384,1227,757,222,81,0,39,79,"Miami Gardens city, Florida",1708,176,156,150,88,368,283,240,212,445,662,668,528,564,1015,764,749,562,395,441,188,94,211,63,92
"G12045975","2012","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",28863,0,172,46,164,0,201,0,196,554,503,995,1169,1702,4467,2859,3564,2486,2593,1815,3098,2017,262,0,0,"Miramar city, Florida",2047,211,130,76,194,211,323,211,192,458,365,582,488,1098,1611,889,1129,946,1043,803,1047,814,251,211,211
"G12053000","2012","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",37425,183,106,245,217,229,1174,340,865,1479,3137,2254,1525,2441,2779,3357,4074,2372,3187,2388,2884,755,1070,84,280,"Orlando city, Florida",2442,160,132,198,159,145,455,201,531,461,865,852,503,839,685,1225,1025,876,732,811,802,360,468,137,223
"G12054000","2012","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",27384,270,173,74,44,208,194,426,1164,1467,1625,3369,3141,2938,3497,2864,3434,476,908,148,808,0,156,0,0,"Palm Bay city, Florida",2260,228,209,89,71,247,232,283,577,584,726,793,1013,1053,1041,1097,923,316,405,172,488,211,184,211,211
"G12054200","2012","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",21811,195,91,0,93,140,56,420,86,321,307,563,1287,827,3249,3834,3015,1518,2932,980,1041,418,348,55,35,"Palm Coast city, Florida",1694,194,150,211,129,140,93,267,109,300,238,506,586,518,816,925,819,644,1136,383,449,266,294,89,63
"G12055775","2012","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",41198,0,228,0,79,133,41,166,1413,1395,1126,1771,1966,1535,3481,1940,5573,2195,5532,4895,5212,1307,845,314,51,"Pembroke Pines city, Florida",2663,211,223,211,130,135,66,197,850,810,515,582,746,746,838,826,1483,784,1068,1001,1043,518,462,347,85
"G12056825","2012","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",10724,391,266,70,47,60,130,344,919,1039,1490,1501,554,478,1799,258,600,244,371,32,48,0,23,0,60,"Pine Hills CDP, Florida",1366,382,234,85,76,103,161,214,368,505,603,625,328,257,781,184,333,330,239,54,58,211,40,211,97
"G12057425","2012","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",22426,51,89,0,123,304,202,552,723,328,588,605,548,371,1134,1194,1195,613,2719,4089,3350,1818,1294,450,86,"Plantation city, Florida",1741,85,121,211,200,264,203,499,464,297,341,441,301,257,490,588,456,347,655,1056,804,568,489,178,100
"G12058050","2012","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",23833,183,132,73,413,56,144,447,501,1662,873,868,1455,1423,2478,1798,2312,1710,1690,1487,1757,845,754,494,278,"Pompano Beach city, Florida",2212,166,131,86,256,93,166,354,346,752,391,507,548,520,685,683,686,540,613,477,541,526,451,344,271
"G12058715","2012","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",45885,356,351,330,292,33,75,121,1681,2046,2771,2613,3596,3659,5746,6452,5771,2655,3359,1575,1883,361,107,0,52,"Port St. Lucie city, Florida",2925,285,330,256,243,56,128,144,774,953,1190,833,1099,1132,1774,1887,1320,1043,1198,828,1214,244,179,211,83
"G12060950","2012","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",19281,286,209,202,205,0,89,136,265,181,796,427,1381,1515,2113,3005,3132,1178,2268,1076,534,102,49,0,132,"Riverview CDP, Florida",1659,207,197,189,201,211,88,138,196,157,416,193,713,556,766,932,897,580,715,398,304,112,58,211,133
"G12063000","2012","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",60817,801,343,469,319,753,696,440,2137,2247,2158,4201,2334,3823,7521,5517,7004,3125,4913,2391,3934,2492,1827,604,768,"St. Petersburg city, Florida",2624,404,262,219,215,381,292,222,729,571,565,856,598,981,1214,1077,1101,648,994,658,966,878,528,312,275
"G12068350","2012","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",29474,159,129,236,280,86,295,112,735,1872,1844,2172,4257,1335,5099,3380,2915,1482,1448,1082,406,64,86,0,0,"Spring Hill CDP, Florida",2087,166,161,173,164,110,204,108,461,716,753,547,894,533,1059,895,698,673,458,390,323,112,103,211,211
"G12069700","2012","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",22749,0,389,435,580,824,653,500,1342,1261,433,578,504,710,2970,2300,3302,1717,1743,1364,654,383,66,0,41,"Sunrise city, Florida",1619,211,237,323,245,496,345,424,688,521,305,349,310,402,772,667,769,505,595,493,354,331,110,211,69
"G12070600","2012","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",29128,133,72,63,59,203,369,72,234,338,742,781,701,947,3129,2525,3610,2981,3748,3554,3102,820,608,0,337,"Tallahassee city, Florida",1694,158,96,79,95,209,324,120,179,198,337,405,306,388,935,778,839,734,620,957,814,437,308,211,231
"G12071000","2012","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",67099,526,171,390,463,1059,984,494,1724,2703,3373,3378,4291,2949,7483,4008,5826,3276,6107,3992,5261,2676,3323,1469,1173,"Tampa city, Florida",3194,289,131,254,261,496,369,278,605,742,856,768,918,897,1356,659,1132,804,1263,936,1143,714,786,578,540
"G12072145","2012","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",17759,490,121,655,103,236,129,277,1130,1214,734,1166,722,968,2039,871,2292,848,1721,693,324,496,224,306,0,"Town 'n' Country CDP, Florida",1759,383,148,342,124,230,150,239,600,514,394,551,365,603,582,371,819,428,560,339,235,317,214,302,211
"G12076582","2012","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,"Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,
"G12076600","2012","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",22296,82,165,43,268,251,41,96,536,597,896,1672,823,836,2963,1780,1588,1016,2617,1844,1295,617,1079,499,692,"West Palm Beach city, Florida",1904,135,170,71,305,184,70,163,293,395,435,545,401,431,991,670,632,430,815,690,473,288,545,340,530
"G13001052","2012","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",11458,81,316,114,66,378,457,184,485,561,567,773,899,530,1871,1234,1282,474,282,406,354,50,0,24,70,"Albany city, Georgia",1072,92,218,141,88,257,236,141,380,254,292,284,352,274,713,429,443,251,193,276,263,86,208,41,89
"G13003440","2012","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",17998,410,79,144,107,33,60,0,113,300,407,256,1017,789,3077,1790,2786,1243,1145,1397,1376,449,811,22,187,"Athens-Clarke County unified government (balance), Georgia",1385,380,128,147,135,58,99,208,111,242,256,160,448,417,797,583,705,450,511,583,488,245,467,35,199
"G13004000","2012","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",80223,440,595,438,1138,661,1714,768,1873,2369,3164,2687,3186,2946,5391,4111,6131,3500,6976,5202,8068,4792,6638,3211,4224,"Atlanta city, Georgia",3254,258,272,248,456,295,739,534,529,623,743,899,801,790,1045,1112,1123,750,1363,1213,1434,1105,950,830,731
"G13004204","2012","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",37193,680,268,493,318,100,349,520,2087,1652,2916,3126,2716,2025,5790,3816,4429,1242,1800,935,837,315,257,94,428,"Augusta-Richmond County consolidated government (balance), Georgia",1884,319,200,341,253,83,276,250,801,510,678,790,642,672,1231,902,932,518,710,582,405,208,172,121,377
"G13019000","2012","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",37373,432,36,261,248,65,292,462,821,1322,1504,1740,2397,1970,6564,4765,3623,2242,2988,1675,1813,845,678,243,387,"Columbus city, Georgia",2063,290,60,221,197,77,181,301,472,450,419,563,581,557,1458,1162,885,580,748,549,571,433,370,192,270
"G13042425","2012","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,
"G13049000","2012","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",13714,124,459,191,464,383,226,192,904,1608,994,1043,967,880,1681,1270,585,376,335,88,471,150,191,66,66,"Macon city, Georgia",1342,141,336,122,240,224,183,155,296,520,401,449,418,415,539,543,277,268,178,92,298,130,147,83,77
"G13067284","2012","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2012","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",18990,0,0,0,0,0,44,38,62,386,200,186,728,394,522,439,1316,367,1261,560,2809,3621,3368,1428,1261,"Sandy Springs city, Georgia",1811,208,208,208,208,208,77,62,104,316,172,184,461,225,394,271,653,235,607,365,751,831,757,496,478
"G13069000","2012","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",22930,108,139,33,103,195,141,198,326,819,823,1031,1157,2402,3052,1500,2683,1356,2729,1150,1054,885,617,303,126,"Savannah city, Georgia",1717,102,120,55,102,162,112,182,215,391,273,366,380,703,740,458,719,536,724,490,389,377,302,185,111
"G13080508","2012","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",14786,544,110,0,0,259,201,0,204,749,1141,611,1033,1102,3127,2359,1078,923,373,594,298,0,80,0,0,"Warner Robins city, Georgia",1600,482,188,208,208,284,199,208,196,384,567,381,485,613,992,1094,606,649,385,555,407,208,132,208,208
"G15071550","2012","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",52456,33,360,0,0,38,183,0,130,464,0,26,72,83,595,155,343,517,3204,3123,6388,6093,14756,10501,5392,"Urban Honolulu CDP, Hawaii",2323,54,341,177,177,63,196,177,109,303,177,43,102,96,252,160,195,255,751,607,1047,1008,1374,1104,824
"G16008830","2012","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",51227,788,644,184,169,202,228,0,326,72,272,446,1815,2140,7639,5333,7877,3736,8058,3632,3441,2289,1585,232,119,"Boise City city, Idaho",2840,339,365,183,127,163,198,187,274,117,237,323,582,552,1142,1064,1277,967,1359,739,874,1061,489,172,155
"G16052120","2012","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2012","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",16618,409,118,0,246,50,308,75,154,796,2083,994,1721,1216,2774,2444,989,464,733,496,548,0,0,0,0,"Nampa city, Idaho",1517,434,143,187,322,82,210,123,177,482,845,506,830,512,710,827,525,340,433,373,642,187,187,187,187
"G17002154","2012","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",23086,63,0,0,75,75,0,39,69,152,203,231,709,103,831,758,619,838,3648,4337,4544,3428,2039,211,114,"Arlington Heights village, Illinois",1303,104,179,179,87,124,179,63,114,178,161,189,458,120,331,504,303,457,868,1018,884,579,648,160,138
"G17003012","2012","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",44708,62,153,442,121,402,331,317,384,298,1417,1894,2317,1338,4671,4737,5863,4759,5928,3620,3762,1280,357,102,153,"Aurora city, Illinois",2145,105,149,368,143,515,359,373,283,277,489,755,830,418,990,1058,1039,1118,1391,786,696,368,251,86,169
"G17006613","2012","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",19616,837,144,387,48,100,138,0,279,379,305,537,623,817,2484,1947,2509,1487,2575,1755,1727,431,107,0,0,"Bloomington city, Illinois",1351,442,108,266,80,100,166,179,244,420,339,312,367,412,598,611,511,489,606,601,459,267,137,179,179
"G17007133","2012","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",17886,0,0,0,119,0,51,20,59,153,211,439,452,199,1175,1328,2627,2798,3386,2448,1928,396,0,97,0,"Bolingbrook village, Illinois",1191,179,179,179,118,179,84,36,97,114,185,300,346,167,427,417,813,741,753,674,548,234,179,150,179
"G17012385","2012","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",16415,41,106,130,117,0,108,0,104,116,303,748,775,800,3174,2554,2457,1028,1340,727,1327,258,165,37,0,"Champaign city, Illinois",1345,68,132,164,116,179,176,179,129,91,181,445,475,474,822,830,768,398,640,402,352,189,141,64,179
"G17014000","2012","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",457833,1166,1292,2502,2246,741,2483,1136,4031,6992,6418,11110,11862,10805,41326,30822,46189,33955,59240,47035,61289,28632,28454,8129,9978,"Chicago city, Illinois",7497,389,410,722,580,294,635,392,710,1141,1032,1580,1408,1289,2761,2451,3536,3189,3307,3632,4094,2294,2587,1114,1801
"G17014351","2012","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2012","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",19488,902,148,626,468,467,617,916,1484,1583,1487,1399,1739,1154,1778,1754,944,564,590,103,342,187,176,60,0,"Decatur city, Illinois",1299,376,114,406,262,233,232,435,442,489,425,415,558,496,526,496,366,273,356,106,267,233,196,98,179
"G17023074","2012","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",22041,171,152,0,100,120,0,71,526,395,305,537,762,852,3321,2061,3231,2739,2759,2008,1259,615,57,0,0,"Elgin city, Illinois",2099,165,255,179,118,98,179,126,382,212,225,392,589,380,900,711,909,722,709,765,595,378,96,179,179
"G17024582","2012","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",14802,40,0,0,63,0,0,0,61,97,111,0,40,273,591,279,873,580,1606,1316,2416,2016,2673,927,840,"Evanston city, Illinois",1366,65,179,179,104,179,179,179,34,96,134,179,66,200,360,209,369,304,519,542,512,552,616,295,314
"G17038570","2012","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",35044,125,150,259,86,0,21,20,251,570,429,595,1002,1251,3659,4123,7347,4375,5910,2122,2221,257,44,177,50,"Joliet city, Illinois",1820,113,123,185,114,179,35,34,190,311,313,270,399,467,983,1110,1041,1090,1164,791,1043,232,69,193,82
"G17051622","2012","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",38329,0,36,67,0,46,0,78,108,93,110,0,125,368,769,590,1336,1449,2969,3560,12065,7056,6055,979,470,"Naperville city, Illinois",1703,179,60,111,179,75,179,127,146,109,131,179,146,274,374,341,452,660,688,752,1266,925,847,434,198
"G17057225","2012","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",18169,0,108,0,113,112,0,134,462,193,353,110,479,304,1403,662,804,584,2725,2845,3349,1734,1695,0,0,"Palatine village, Illinois",1514,179,128,179,140,130,179,220,374,139,307,132,309,271,547,359,382,307,798,851,716,456,533,179,179
"G17059000","2012","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",26285,95,23,356,358,200,555,121,921,844,1598,1856,1575,1038,3307,2893,2739,2075,2768,1249,691,439,236,95,253,"Peoria city, Illinois",1917,132,40,196,238,136,303,96,454,386,486,638,585,431,807,620,672,857,901,402,327,305,215,155,259
"G17065000","2012","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",31858,335,164,64,182,135,282,298,1502,2510,2356,2974,3614,2701,4838,3081,2676,1494,1109,767,417,201,158,0,0,"Rockford city, Illinois",1990,184,138,77,141,132,181,232,586,634,490,754,779,776,904,735,659,543,394,331,229,152,142,179,179
"G17068003","2012","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2012","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",16175,0,0,49,69,41,107,0,0,43,0,262,49,98,1144,483,1379,993,2323,3136,3428,1444,520,201,406,"Skokie village, Illinois",1335,179,179,84,113,67,129,179,179,73,179,206,84,116,709,346,569,430,805,685,779,441,244,151,247
"G17072000","2012","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",31831,611,615,303,207,385,356,188,746,1853,1735,1486,2317,2262,4622,4111,2131,1853,2341,1432,1718,219,261,79,0,"Springfield city, Illinois",1668,377,432,258,158,242,190,140,366,653,523,537,668,613,900,929,708,603,549,473,571,170,181,94,179
"G17079293","2012","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",14033,0,141,47,0,37,131,0,280,537,986,596,1272,556,2712,1875,1854,793,1383,192,139,0,128,291,83,"Waukegan city, Illinois",1237,179,160,79,179,62,159,179,229,307,461,291,466,291,706,670,635,438,596,200,135,179,138,293,95
"G18005860","2012","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,
"G18010342","2012","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",23992,32,0,59,0,40,0,0,0,0,0,314,154,272,235,410,1465,1671,5082,3199,5075,2622,1693,1269,400,"Carmel city, Indiana",1514,55,184,99,184,63,184,184,184,184,184,292,157,229,183,228,467,512,894,677,1027,753,466,641,319
"G18022000","2012","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",27636,192,205,62,172,285,558,371,1361,1735,3094,2460,3614,3418,3195,2161,2090,602,847,557,393,85,179,0,0,"Evansville city, Indiana",1443,130,161,82,138,174,333,208,564,537,825,525,785,693,615,699,538,338,390,276,258,93,219,184,184
"G18023278","2012","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2012","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",63445,1172,960,625,1173,794,1319,770,2301,2588,3563,5686,5915,5442,9955,7025,5786,1946,3103,1030,1420,185,287,212,188,"Fort Wayne city, Indiana",2075,356,447,248,494,328,416,368,555,727,760,1043,963,847,1170,1050,982,566,625,377,424,182,215,200,171
"G18027000","2012","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",14596,292,415,411,605,461,1224,421,1574,1974,996,1362,1147,950,613,561,370,84,378,359,209,43,103,0,44,"Gary city, Indiana",1304,202,273,235,332,289,469,268,494,634,454,450,438,373,265,284,220,120,269,242,251,70,123,184,74
"G18031000","2012","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",16580,104,100,134,279,400,36,83,709,659,2227,2033,1832,1761,3116,1434,642,389,328,23,212,0,0,79,0,"Hammond city, Indiana",1292,128,123,132,254,206,61,95,365,261,637,599,553,520,631,563,393,260,242,37,249,184,184,100,184
"G18036003","2012","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",176055,1790,1630,749,1199,1196,2662,1426,5552,7393,10998,8756,12384,10771,30005,20902,18723,9894,11113,7505,5664,2493,2117,780,353,"Indianapolis city (balance), Indiana",4652,622,700,277,374,405,743,505,961,997,1521,1139,1801,1478,2385,2207,2215,1671,1733,1282,858,527,779,427,198
"G18040788","2012","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",15130,360,312,86,0,0,0,68,177,654,946,2070,1524,1913,2947,1878,946,416,597,72,79,45,40,0,0,"Lafayette city, Indiana",1364,330,287,105,184,184,184,111,175,297,390,631,628,512,788,717,455,290,355,115,78,54,68,184,184
"G18051876","2012","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",13799,719,0,97,275,484,753,651,801,1569,1656,1298,1244,1043,885,856,732,143,255,31,261,12,34,0,0,"Muncie city, Indiana",1163,378,184,108,171,264,324,314,309,460,415,552,500,460,398,395,384,141,202,51,197,20,57,184,184
"G18071000","2012","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",23863,442,63,345,707,346,637,362,1639,1617,2548,2196,2412,1871,3486,1985,1182,492,617,258,184,296,67,0,111,"South Bend city, Indiana",1428,231,80,175,211,171,207,217,528,512,563,571,673,557,688,449,420,248,319,169,136,235,113,184,112
"G19012000","2012","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",35068,642,410,237,141,91,71,192,300,706,699,1401,2338,2075,5759,5808,3388,2749,3387,2412,1207,820,116,0,119,"Cedar Rapids city, Iowa",1587,337,244,214,170,94,122,182,267,490,347,605,614,414,1062,941,664,675,706,636,446,529,137,151,141
"G19019000","2012","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",24874,471,109,183,147,311,94,34,356,659,1040,1117,1648,1970,5702,2828,2763,1273,2289,725,760,129,134,101,31,"Davenport city, Iowa",1342,318,107,152,163,387,111,43,217,310,461,407,431,461,1010,792,656,427,499,354,297,167,134,163,52
"G19021000","2012","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",51479,541,292,543,380,29,377,124,921,2033,1798,2745,3877,4654,10300,7500,5855,2699,2500,2087,1115,318,758,33,0,"Des Moines city, Iowa",2205,374,160,296,258,52,212,149,423,654,598,616,746,901,1557,948,1062,694,661,707,396,190,352,55,151
