GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLGE001,ALLGE002,ALLGE003,ALLGE004,ALLGE005,ALLGE006,ALLGE007,ALLGE008,ALLGE009,ALLGE010,ALLGE011,ALLGE012,ALLGE013,ALLGE014,ALLGE015,ALLGE016,ALLGE017,ALLGE018,ALLGE019,ALLGE020,ALLGE021,ALLGE022,ALLGE023,ALLGE024,ALLGE025,ALLGE026,ALLGE027,NAME_M,ALLGM001,ALLGM002,ALLGM003,ALLGM004,ALLGM005,ALLGM006,ALLGM007,ALLGM008,ALLGM009,ALLGM010,ALLGM011,ALLGM012,ALLGM013,ALLGM014,ALLGM015,ALLGM016,ALLGM017,ALLGM018,ALLGM019,ALLGM020,ALLGM021,ALLGM022,ALLGM023,ALLGM024,ALLGM025,ALLGM026,ALLGM027
"G42024000","2019","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",19091,258,229,25,101,266,518,496,896,829,1589,1989,2084,2216,3057,1533,777,828,507,539,184,0,123,47,0,0,0,"Erie city, Pennsylvania",1679,215,175,42,103,211,291,335,443,359,518,672,621,597,718,496,308,366,311,301,143,182,144,78,182,182,182
"G42060000","2019","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",323722,2005,1000,2107,1032,1484,2012,1313,7553,9229,10418,8561,15895,10589,30126,18684,32351,22897,46725,30849,31883,13053,14877,4504,2771,611,1193,"Philadelphia city, Pennsylvania",6792,814,512,1072,730,733,781,596,1590,1702,1887,1990,2596,1859,2875,2432,3467,2220,3485,3194,2695,1498,1865,714,836,400,427
"G42061000","2019","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",64669,835,412,326,547,879,1071,449,1461,2240,2079,3110,4200,2577,7562,4745,5822,3097,6029,4394,4718,3402,3029,981,436,268,0,"Pittsburgh city, Pennsylvania",3371,332,337,198,327,458,577,227,556,662,562,746,993,765,1187,1160,826,712,996,865,935,942,739,480,298,175,182
"G42063624","2019","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",11122,67,0,377,864,479,68,325,960,386,1027,1311,1242,489,948,669,834,278,183,28,336,50,53,148,0,0,0,"Reading city, Pennsylvania",1455,81,182,316,420,260,83,229,490,232,466,782,614,286,418,299,536,207,131,47,178,60,88,164,182,182,182
"G42069000","2019","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",14935,54,0,0,0,49,121,346,525,1145,1383,1075,1296,1130,2375,1579,1236,553,1061,332,385,0,266,24,0,0,0,"Scranton city, Pennsylvania",1336,66,182,182,182,83,139,252,272,593,551,435,439,456,745,544,456,366,482,182,207,182,214,43,182,182,182
"G44019180","2019","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2019","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44059000","2019","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providence city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G44074300","2019","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warwick city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45013330","2019","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",32136,36,0,24,115,0,37,24,0,176,74,58,21,64,612,512,428,800,3722,4752,7257,3827,5236,1919,1080,477,885,"Charleston city, South Carolina",2843,61,218,41,133,218,60,39,218,159,74,97,35,103,317,359,371,352,1069,1070,1488,1005,1082,566,345,292,375
"G45016000","2019","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",21415,71,126,276,99,71,200,94,265,491,715,117,501,901,1668,1784,1220,2044,2149,1730,2147,1396,2096,703,267,174,110,"Columbia city, South Carolina",1838,83,152,266,116,119,254,123,209,269,433,105,260,404,562,504,442,633,743,579,617,420,524,530,180,162,178
"G45030850","2019","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45048535","2019","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2019","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",22101,386,316,248,262,192,468,176,337,245,90,100,389,424,1798,1461,1476,2684,3858,2902,2754,989,486,60,0,0,0,"North Charleston city, South Carolina",2273,272,339,401,205,255,458,288,277,215,94,121,312,364,725,813,548,910,1163,1070,929,569,269,98,218,218,218
"G45061405","2019","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",15986,34,167,0,69,0,0,0,125,455,318,382,391,440,2026,2077,1378,1845,1772,2174,1717,157,352,77,0,0,30,"Rock Hill city, South Carolina",1531,55,175,218,116,218,218,218,127,344,240,397,291,306,589,720,549,724,549,784,611,149,195,129,218,218,53
"G46052980","2019","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",18583,490,226,210,121,466,0,17,141,257,146,213,140,174,1177,1573,1585,1902,3094,1650,2937,1591,473,0,0,0,0,"Rapid City city, South Dakota",1372,551,216,162,150,376,167,31,141,213,139,153,121,149,471,517,540,717,844,540,784,678,309,167,167,167,167
"G46059020","2019","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",45693,800,352,327,199,137,354,0,0,231,278,716,265,693,2492,2710,5418,4402,9164,5873,6343,2602,1851,306,105,0,75,"Sioux Falls city, South Dakota",2456,680,215,190,170,144,312,167,167,200,260,533,268,310,773,682,909,1077,1430,1171,1397,761,692,284,177,167,124
"G47014000","2019","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",39084,229,204,67,70,149,286,76,502,848,881,1053,1128,1252,2955,2771,4128,3158,4706,4890,4629,2536,1584,352,451,74,105,"Chattanooga city, Tennessee",2734,229,259,109,83,154,237,89,281,452,564,526,592,589,910,800,1087,1075,1237,1221,1164,806,661,180,285,92,104
"G47015160","2019","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",29867,200,195,53,214,0,0,190,51,305,416,741,897,764,3649,5719,4416,2703,5315,1869,1220,333,174,94,154,96,99,"Clarksville city, Tennessee",2071,231,205,65,302,216,216,223,84,247,369,468,564,444,962,1319,993,980,1259,621,489,306,174,154,131,153,150
"G47027740","2019","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2019","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",13421,164,333,20,0,72,172,241,226,893,716,630,711,710,2581,1381,882,985,667,949,498,322,210,0,35,23,0,"Jackson city, Tennessee",1446,182,461,32,216,121,242,234,206,555,452,409,365,499,990,511,419,654,381,427,238,353,174,216,57,41,216
"G47038320","2019","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",14610,359,321,88,0,0,73,0,117,155,64,508,596,181,1328,1554,2449,855,1451,1171,1500,409,1119,312,0,0,0,"Johnson City city, Tennessee",1370,334,400,150,216,216,120,216,192,243,111,454,425,189,665,602,760,408,591,520,647,282,488,282,216,216,216
"G47040000","2019","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",37904,206,353,190,63,76,249,313,671,576,973,750,1469,2208,4723,4738,6452,2706,3503,2632,2091,1356,752,664,153,0,37,"Knoxville city, Tennessee",1963,197,327,196,104,88,218,271,383,331,408,385,491,630,1011,1077,1152,756,951,622,786,494,399,309,134,216,62
"G47048000","2019","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",118107,1009,1501,542,1223,1211,2283,1963,5174,7002,7127,9939,6005,6471,11945,7080,6880,7037,10228,5942,7045,3998,3507,1447,796,0,752,"Memphis city, Tennessee",4631,459,741,278,546,603,706,786,1107,1684,1483,1863,1011,1631,2077,1388,1512,1425,1793,1190,1181,1007,820,522,436,216,656
"G47051560","2019","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murfreesboro city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G47052006","2019","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",149072,1363,376,147,666,582,220,74,296,157,636,396,983,1104,3715,4680,8836,9340,24785,21696,31672,12806,14342,5384,3025,721,1070,"Nashville-Davidson metropolitan government (balance), Tennessee",4201,577,307,147,394,325,210,88,201,223,635,257,536,697,948,1035,1410,1786,2615,2451,2544,1565,2174,1019,938,341,442
"G48001000","2019","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",22295,441,165,139,486,479,387,136,753,532,699,888,1288,1191,2436,2107,2388,1845,2882,1119,1261,349,229,61,0,34,0,"Abilene city, Texas",1659,358,147,157,295,551,351,131,405,317,397,464,470,485,715,642,735,616,783,404,488,256,232,104,234,61,234
"G48001924","2019","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2019","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",46336,786,641,372,131,21,214,196,1195,2389,1436,2612,2104,2791,4424,3500,5327,4195,6238,3149,2341,784,1108,25,252,0,105,"Amarillo city, Texas",2278,405,399,227,113,38,251,157,584,918,630,881,622,759,1103,907,1206,1016,1211,924,612,359,577,51,214,234,147
"G48004000","2019","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",74970,196,126,370,45,290,264,0,0,332,359,415,1463,1199,5943,4590,7708,9068,18527,12069,7675,1962,1711,310,348,0,0,"Arlington city, Texas",3879,170,118,244,73,296,221,234,234,537,315,345,656,565,1542,1172,1693,1711,2477,1634,1197,732,769,260,431,234,234
"G48004462","2019","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2019","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",182068,770,485,361,419,813,361,399,632,0,452,404,221,319,1916,1537,3905,4543,18513,22846,41066,27461,33541,10380,7154,1564,2006,"Austin city, Texas",6148,465,620,419,392,687,394,349,436,234,400,309,201,250,886,691,1285,1357,2228,3096,3354,2427,2837,1688,1582,572,758
"G48006128","2019","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",15679,0,355,15,123,0,287,35,142,816,734,796,748,555,2554,1918,2496,1169,1440,678,475,183,37,0,0,39,84,"Baytown city, Texas",1788,234,287,25,165,234,350,59,159,492,410,497,379,406,842,763,794,727,769,408,316,219,64,234,234,65,96
"G48007000","2019","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",23649,322,173,85,52,577,93,47,1411,1215,392,870,1545,1419,3482,2909,1764,1681,1579,1393,1403,595,271,199,122,0,50,"Beaumont city, Texas",2104,257,161,98,82,400,125,82,642,736,296,480,770,706,1038,1058,627,794,707,659,544,327,273,193,150,234,82
"G48010768","2019","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",32269,298,291,70,263,754,394,1478,1889,2157,2025,2362,2748,2522,5105,3410,1765,891,2278,624,688,137,87,33,0,0,0,"Brownsville city, Texas",2313,275,289,91,186,462,272,605,761,705,672,788,991,907,1184,1144,711,539,934,449,376,234,151,55,234,234,234
"G48010912","2019","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bryan city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013024","2019","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carrollton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48013552","2019","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Park city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48015976","2019","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48016432","2019","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroe city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2019","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",69216,939,459,687,130,370,204,414,955,2337,2757,1989,3984,3142,7183,6647,8438,5826,9083,4910,3815,1825,1891,394,803,0,34,"Corpus Christi city, Texas",3061,634,316,448,142,296,273,266,473,774,863,542,1185,1003,1437,1193,1500,1179,1677,1128,1033,999,602,278,693,234,56
"G48019000","2019","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",210929,2076,582,298,744,647,1041,179,3477,4057,4750,4599,8414,5579,14400,13813,18211,12356,16315,15510,24828,16339,22999,9323,5776,1741,2875,"Dallas city, Texas",5842,861,328,345,567,411,485,169,938,1257,1287,1213,1621,1113,2145,2469,2711,1993,2169,2028,2580,1974,1877,1385,1016,572,783
"G48019972","2019","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denton city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48022660","2019","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburg city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48024000","2019","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",128376,1973,794,995,599,56,465,719,1606,1685,3198,4350,8921,9127,23420,18244,15177,9012,11625,6489,6609,1786,708,448,178,117,75,"El Paso city, Texas",4547,620,399,462,535,99,442,592,688,755,897,1173,1439,1614,2837,2579,2171,1551,1736,1328,1683,666,348,268,172,139,123
"G48026232","2019","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2019","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",179783,1793,443,960,718,640,921,636,2205,1669,2346,4606,4519,3927,12322,9920,21013,14891,33736,23850,20246,8362,6507,2202,632,462,257,"Fort Worth city, Texas",6221,730,364,480,402,418,458,312,697,724,705,1280,1194,990,2086,1812,2606,2668,3137,3237,2243,1423,1303,754,313,244,213
"G48027684","2019","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2019","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",46722,215,185,120,100,0,61,72,213,106,123,287,829,984,4386,4950,7817,4785,8602,5926,4917,1428,336,151,0,0,129,"Garland city, Texas",2821,181,145,145,117,234,100,119,182,132,199,312,451,529,1228,1194,1537,1068,1469,1335,1338,573,191,150,234,234,153
"G48029336","2019","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48030464","2019","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",37182,319,74,235,615,0,74,88,39,471,742,498,741,1040,3235,2215,3951,3002,7658,6126,4421,1157,413,68,0,0,0,"Grand Prairie city, Texas",2764,244,120,227,434,234,125,149,63,426,459,387,419,517,1042,893,1091,884,1547,1371,1174,486,296,113,234,234,234
"G48032372","2019","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",12635,250,19,291,285,56,857,447,651,683,1210,922,295,912,1795,1070,1032,894,317,96,254,160,66,0,73,0,0,"Harlingen city, Texas",1950,179,33,369,349,69,708,470,371,516,760,409,200,547,640,660,558,425,218,87,198,134,109,234,129,234,234
"G48035000","2019","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",353562,2372,2165,1179,841,1096,1694,2075,4795,6561,7767,10405,15147,10531,33053,27136,32909,20495,35373,24620,36756,23713,27718,11188,6639,3526,3808,"Houston city, Texas",9507,849,768,517,383,864,643,768,1173,1547,1559,2030,2489,1936,3557,2831,3253,2641,3023,2190,2753,2341,2615,1321,1080,1042,782
"G48037000","2019","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",30025,567,41,119,38,44,0,0,251,190,155,415,305,362,2143,1921,3385,3053,4652,3254,3633,3056,1865,344,232,0,0,"Irving city, Texas",2602,510,70,195,62,72,234,234,254,209,152,351,233,218,737,587,955,799,1259,835,962,840,574,276,216,234,234
"G48039148","2019","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",25686,281,228,122,162,0,279,315,131,995,635,836,873,1849,4153,2335,4219,3162,2861,983,901,163,140,63,0,0,0,"Killeen city, Texas",2073,276,180,161,154,234,291,286,139,439,415,328,379,597,995,732,1306,1143,1148,604,637,274,167,103,234,234,234
"G48041464","2019","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",43852,236,190,176,361,338,149,202,1251,1827,1359,932,2227,1689,5656,5774,5398,3685,5610,3070,2744,396,298,120,142,0,22,"Laredo city, Texas",2777,190,145,161,226,319,120,152,679,686,589,502,664,569,1209,1322,1746,1156,1528,1010,1280,280,260,112,197,234,37
"G48041980","2019","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042016","2019","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"16000US4842016","Leander city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leander city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2019","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2019","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",17029,0,149,176,343,31,22,297,817,504,1174,404,1031,775,1777,1143,1737,1803,1801,983,1122,349,508,0,83,0,0,"Longview city, Texas",1877,234,182,233,275,58,35,295,564,401,693,303,482,416,806,408,591,885,686,498,545,255,490,234,141,234,234
"G48045000","2019","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",51028,299,276,189,380,327,313,277,724,2033,1729,1993,1739,1566,5428,7592,5890,3989,5207,4204,3781,1542,1064,373,113,0,0,"Lubbock city, Texas",2787,194,220,161,510,292,239,209,421,914,706,965,671,570,1287,1616,1194,990,1252,1007,1026,708,399,277,142,234,234
"G48045384","2019","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",28379,133,97,559,0,269,729,81,684,442,1037,1222,2960,1708,3551,4081,2490,1881,2298,1684,1374,571,369,81,0,0,78,"McAllen city, Texas",2606,160,116,481,234,200,541,134,459,460,735,741,1219,812,915,1079,749,677,922,783,564,483,311,134,234,234,102
"G48045744","2019","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinney city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48046452","2019","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mansfield city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48047892","2019","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesquite city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048072","2019","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48048768","2019","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",17840,480,41,33,66,342,311,188,459,1169,426,761,1599,1221,1166,2626,1764,900,1707,1378,688,414,0,61,0,0,40,"Mission city, Texas",1649,494,69,58,111,416,266,167,439,715,289,582,719,672,487,946,1242,608,790,700,515,458,234,105,234,234,66
"G48048804","2019","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2019","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2019","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2019","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",25249,547,102,90,0,426,276,116,399,710,195,2072,1860,980,1848,1523,2801,2529,2334,2633,1417,1388,619,231,0,153,0,"Odessa city, Texas",2193,415,125,149,234,532,311,193,317,653,243,880,720,553,801,737,929,792,808,811,545,633,669,360,234,181,234
"G48056000","2019","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",25103,398,500,323,185,554,41,41,379,330,445,825,1403,1570,2586,2856,4084,2021,2317,2119,1900,193,33,0,0,0,0,"Pasadena city, Texas",2117,284,408,346,234,459,67,69,244,269,321,461,508,785,861,964,1251,662,537,532,760,151,54,234,234,234,234
"G48056348","2019","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057176","2019","TX",,,"Texas","48",,,"Pflugerville city","57176",,,,,,,,,,,,,,,,"16000US4857176","Pflugerville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pflugerville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2019","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2019","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plano city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G48061796","2019","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
